[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[03:23:04.000 --> 03:23:12.000]  The Trilateral Commission in 1973, which was established precisely for Zbigniew Brzezinski to head up as his own kind of steering committee.
[03:23:12.000 --> 03:23:16.000]  That was something that Kissinger and David Rockefeller cooked up together.
[03:23:16.000 --> 03:23:21.000]  And the express goal of all of these people was, quote, management by experts.
[03:23:21.000 --> 03:23:26.000]  You remember the middle of Quigley's book, Trajan Hope, there's a really excellent chapter that outlines all of this.
[03:23:26.000 --> 03:23:28.000]  And they remember Quigley was a proponent of this.
[03:23:28.000 --> 03:23:32.000]  He was not a conspiracy theorist, he was not somebody critiquing this.
[03:23:32.000 --> 03:23:36.000]  He thought this was the best hope for humanity, was this technocratic managerial society.
[03:23:36.000 --> 03:23:43.000]  The very middle of the book, there's a big fat chapter about management by experts and AI.
[03:23:43.000 --> 03:23:54.000]  So back in the 1960s, Quigley said that by the time they roll this out, everybody will be living in coffin apartments in tiny cities and you'll be run by giant AI computers.
[03:23:54.000 --> 03:23:57.000]  So this plan goes back to the 30s, 40s, and 50s.
[03:23:57.000 --> 03:24:00.000]  This is not something that they recently was cooked up by.
[03:24:00.000 --> 03:24:02.000]  So it's all public.
[03:24:02.000 --> 03:24:12.000]  And so, you know, today Elon is tweeting that, that, you know, he's tweeting a lot of great things, but he's also tweeting that there's not some overriding plot here.
[03:24:12.000 --> 03:24:13.000]  No, there is.
[03:24:13.000 --> 03:24:18.000]  And that's why I was tweeting at Elon, hey, check out the Trajan Hope lecture series I did.
[03:24:18.000 --> 03:24:20.000]  I lectured through this whole 1300 page book.
[03:24:20.000 --> 03:24:23.000]  I did 16 hours of lectures through this.
[03:24:23.000 --> 03:24:24.000]  All right.
[03:24:24.000 --> 03:24:25.000]  This is a real thing.
[03:24:25.000 --> 03:24:27.000]  This is not a conspiracy text.
[03:24:27.000 --> 03:24:35.000]  This is an actual geopolitical text written in the 1960s by Bill Clinton's mentor out of Georgetown University, military historian and expert.
[03:24:35.000 --> 03:24:37.000]  Archive is for the CFR.
[03:24:37.000 --> 03:24:40.000]  And he wrote a whole history of the 20th century from their perspective.
[03:24:40.000 --> 03:24:44.000]  You know, that book is so crucial, so important, so killer.
[03:24:44.000 --> 03:24:48.000]  This book is just another addendum to that, adding on to that.
[03:24:48.000 --> 03:24:54.000]  So Elon, listen, hey, I don't know if you watch or not, but if you do, go listen to my Trajan Hope lecture course.
[03:24:54.000 --> 03:24:59.000]  It's absolutely essential because it lays it all out.
[03:24:59.000 --> 03:25:00.000]  Management by experts.
[03:25:00.000 --> 03:25:09.000]  What that means is loss of individual freedom, loss of individual property rights, loss of individual commerce, massive depopulation.
[03:25:09.000 --> 03:25:14.000]  All of the Fabians explicitly adopted the eugenicist model of Malthusianism.
[03:25:14.000 --> 03:25:17.000]  They didn't like Hitler's model of Malthusianism.
[03:25:17.000 --> 03:25:19.000]  They said, ah, that's not the right one.
[03:25:19.000 --> 03:25:24.000]  Let's go with this other model, which doesn't give some primacy to Teutonic peoples.
[03:25:24.000 --> 03:25:30.000]  Let's just pick out the elites, so to speak, amongst any group and kill everybody else.
[03:25:30.000 --> 03:25:37.000]  The most famous Fabian of that time, George Bernard Shaw, at least publicly famous, not the most wealthier, powerful one.
[03:25:37.000 --> 03:25:47.000]  Publicly, Shaw said, we must adopt this to have a civilized culture and we must exterminate anyone who does not fit into this.
[03:25:47.000 --> 03:25:52.000]  He wrote that in 1933 in the preface to On the Rocks.
[03:25:52.000 --> 03:25:59.000]  Later on, the Fabians said we also must adopt technocracy and transhumanism because that's the only hope to save humanity.
[03:25:59.000 --> 03:26:03.000]  We must also get rid of most of the European population.
[03:26:03.000 --> 03:26:04.000]  How would we do that?
[03:26:04.000 --> 03:26:10.000]  Well, it turns out the Fabians were behind, particularly Bertrand Russell and Beatrice and Sidney Webb,
[03:26:10.000 --> 03:26:17.000]  were behind transforming not just the UK, but they started with the UK into Londonistan,
[03:26:17.000 --> 03:26:22.000]  importing massive amounts of Islamic theologians, professors, and teachers,
[03:26:22.000 --> 03:26:27.000]  and then turning the rest of Europe into an Islamic country.
[03:26:27.000 --> 03:26:30.000]  That was something that Bertrand Russell openly cheered on.
[03:26:30.000 --> 03:26:37.000]  He said that we can destroy and reorganize society through the importation of foreign ideologies and cultures.
[03:26:37.000 --> 03:26:40.000]  So, there's nothing to do with Bertrand Russell wasn't interested in Islam.
[03:26:40.000 --> 03:26:42.000]  He was an atheist.
[03:26:42.000 --> 03:26:46.000]  But it's a tool to change the existing culture and society.
[03:26:46.000 --> 03:26:48.000]  And they were very open about that.
[03:26:48.000 --> 03:26:54.000]  They actually thought that Islam could be a proto-socialist movement.
[03:26:54.000 --> 03:27:02.000]  And that's why there's been this long-term alliance between the elite socialist wealthy left and Islam.
[03:27:02.000 --> 03:27:08.000]  It has nothing to do with the actual ideologies just for using the ideologies as tools.
[03:27:08.000 --> 03:27:09.000]  That's it.
[03:27:09.000 --> 03:27:14.000]  Again, Bertrand Russell didn't care about Islam, but he did care about using it as a way to change the existing society.
[03:27:14.000 --> 03:27:21.000]  So, the Fabians were instrumental in promoting and bringing in to the UK Sufism,
[03:27:21.000 --> 03:27:27.000]  and then that turned into the mass importation of Sunni Islam, and now it's in London.
[03:27:27.000 --> 03:27:33.000]  And they even said that this clash of civilizations would be a great way to destroy Christianity.
[03:27:33.000 --> 03:27:36.000]  You understand, the Fabians were self-cognizant of that.
[03:27:36.000 --> 03:27:45.000]  They were self-conscious that this clash, they thought, would result in the destruction of the existing Christian civilization.
[03:27:45.000 --> 03:27:54.000]  And they've been very successful, of course, Anglicanism or Episcopalian or Church of England Christianity is pretty much dead and done for.
[03:27:54.000 --> 03:27:56.000]  So, they were very successful in this.
[03:27:56.000 --> 03:28:03.000]  But this explains why they promoted both, bothism at the same time, some of the Fabians promoting both at the same time,
[03:28:03.000 --> 03:28:12.000]  because it's a strategy for geopolitical power and control and to reorganize and restructure Europe along the lines of what these people wanted.
[03:28:12.000 --> 03:28:15.000]  This is their stated plan and goal.
[03:28:15.000 --> 03:28:21.000]  And you understand that the plans and goals that we're seeing roll out now are the same people.
[03:28:21.000 --> 03:28:29.000]  You can read H.G. Wells a hundred years ago talking about the things that are rolling out now.
[03:28:29.000 --> 03:28:33.000]  And they're part of the same societies and groups.
[03:28:33.000 --> 03:28:37.000]  And the operant ideology here, again, is this Fabian socialist model.
[03:28:37.000 --> 03:28:45.000]  And guess what? It's these Fabian socialist people who set up British intelligence, who then set up the OSS and the CIA.
[03:28:45.000 --> 03:28:48.000]  The same people setting up the CFR.
[03:28:48.000 --> 03:28:51.000]  You understand that this is the power structure.
[03:28:51.000 --> 03:28:53.000]  Don't go anywhere when we come back.
[03:28:53.000 --> 03:29:08.000]  We'll explain that in more detail. This is the Alex Jones Show.
[03:29:24.000 --> 03:29:29.000]  Introducing M4WarsMD at M4WarsStore.com.
[03:29:29.000 --> 03:29:35.000]  M4WarsMD exclusively at M4WarsStore.com has 10 new products.
[03:29:35.000 --> 03:29:42.000]  Tumoric 95, libido RX, better mood, nitric boost, much room max, a new tropic,
[03:29:42.000 --> 03:29:46.000]  ankles fatality collagen, superfood greens and more.
[03:29:46.000 --> 03:29:55.000]  This is the highest quality greens out there and it's at a price way, way lower than the same product on store shelves for twice the cost.
[03:29:55.000 --> 03:29:57.000]  Find M4WarsMD at M4WarsStore.
[03:29:57.000 --> 03:30:06.000]  Ladies and gentlemen, we are now launching the most powerful supplements in the history of M4Wars under a new brand name, M4Wars Platinum.
[03:30:06.000 --> 03:30:15.000]  Now, all three of these revolutionary products you see in front of you are already number one best sellers in the market for the last few years because they work so well.
[03:30:15.000 --> 03:30:27.000]  We've gone right to the manufacturer who are listeners, the owners of fan, and they've given us this huge deal off of retail, 40% off what these products are found for under other names.
[03:30:27.000 --> 03:30:35.000]  And not just under one name, they sell these under three or four other brands that other major distributors and suppliers have put out.
[03:30:35.000 --> 03:30:39.000]  The difference is we have it for 40% off what it is in stores.
[03:30:39.000 --> 03:30:41.000]  We're talking about Payne MD.
[03:30:41.000 --> 03:30:44.000]  We're talking about HGH max boost.
[03:30:44.000 --> 03:30:47.000]  We're talking about 1776 testosterone boost.
[03:30:47.000 --> 03:30:49.000]  These things are incredible.
[03:30:49.000 --> 03:30:55.000]  I would suggest you take half a dose or less what you first do and consult your health care provider because they're so powerful.
[03:30:55.000 --> 03:30:57.000]  Get them at M4WarsStore.com.
[03:30:57.000 --> 03:31:05.000]  Why does the establishment spend so much time demonizing M4Wars, attacking myself and the crew and our other hosts?
[03:31:05.000 --> 03:31:07.000]  Because they know we're pro-human.
[03:31:07.000 --> 03:31:09.000]  They know we're telling the truth.
[03:31:09.000 --> 03:31:11.000]  They know we've got their number.
[03:31:11.000 --> 03:31:15.000]  Everything we do is about empowering humanity.
[03:31:15.000 --> 03:31:23.000]  And God gave us, through Mother Nature, incredible compounds that will supercharge our body's stamina, libido, energy, and immune systems.
[03:31:23.000 --> 03:31:34.000]  And we came out many years ago with Real Red Pill Plus that has all the documented compounds like preglonone and so much more to supercharge your body.
