[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[3:26:12.020 --> 3:26:17.100]  can demand who they want running the equipment
[3:26:17.100 --> 3:26:20.380]  and the rest of the surrounding cast around them.
[3:26:20.380 --> 3:26:25.340]  How pompous is this?
[3:26:25.340 --> 3:26:29.260]  Wouldn't you, if you're putting millions and millions
[3:26:29.260 --> 3:26:32.660]  of dollars into a motion picture, into a project,
[3:26:32.660 --> 3:26:36.340]  or think about it, anything, anything that you do.
[3:26:36.340 --> 3:26:38.860]  You're taking your money, and you're putting it in.
[3:26:38.860 --> 3:26:45.820]  You want the best possible result from your investment.
[3:26:45.820 --> 3:26:47.500]  Do you want someone coming up to you
[3:26:47.500 --> 3:26:50.060]  and telling you who should be doing the job?
[3:26:50.060 --> 3:26:54.780]  By the way, based on nothing but their ethnic, sexual,
[3:26:54.780 --> 3:27:02.740]  or religious preferences, I'll tell you what I would say.
[3:27:02.740 --> 3:27:05.860]  Oops, can't say it here.
[3:27:05.860 --> 3:27:07.420]  It's a dirty word.
[3:27:07.420 --> 3:27:12.380]  It starts with F, ends with U, because that's
[3:27:12.380 --> 3:27:17.060]  what I'd say if I got an inclusion rider by a talking
[3:27:17.060 --> 3:27:26.780]  puppet that told me I should staff my production, my investment,
[3:27:26.780 --> 3:27:32.380]  with people that they think are the right people for the job.
[3:27:32.380 --> 3:27:34.460]  Screw a resume.
[3:27:34.460 --> 3:27:36.580]  Screw the fact that there are people
[3:27:36.580 --> 3:27:42.380]  that have a vast experience in doing the job properly
[3:27:42.380 --> 3:27:43.300]  and correctly.
[3:27:43.300 --> 3:27:45.380]  We have seen motion pictures over the course
[3:27:45.380 --> 3:27:49.140]  of a century in this country.
[3:27:49.140 --> 3:27:54.460]  Over a century that have been deemed brilliant, genius,
[3:27:54.460 --> 3:27:59.180]  classic productions, because the person putting the production
[3:27:59.180 --> 3:28:02.100]  together knew through experience who
[3:28:02.100 --> 3:28:05.420]  to put in the various jobs based on nothing
[3:28:05.420 --> 3:28:08.940]  but their expertise at that job.
[3:28:08.940 --> 3:28:14.500]  But now, we have something called an inclusion rider,
[3:28:14.500 --> 3:28:17.620]  which Francis McDormand put out.
[3:28:17.620 --> 3:28:20.060]  And it was received with the accolades
[3:28:20.060 --> 3:28:25.420]  by the Hollywood community that she, nothing but another employee
[3:28:25.420 --> 3:28:31.700]  on somebody else's set, she says that people have to adhere
[3:28:31.700 --> 3:28:36.660]  to what the talking puppet says and hire based on nothing,
[3:28:36.660 --> 3:28:43.060]  nothing but race, religion, or sex.
[3:28:43.060 --> 3:28:46.020]  It's a catastrophe out there.
[3:28:46.020 --> 3:28:46.940]  It's a catastrophe.
[3:28:46.940 --> 3:28:51.420]  Thank God for places like infowars.com and compound media.
[3:28:51.420 --> 3:28:53.660]  Be back in a moment.
[3:28:53.660 --> 3:28:56.540]  The answer to being in control of your own health care
[3:28:56.540 --> 3:28:58.780]  is freedom from insurance.
[3:28:58.780 --> 3:29:01.140]  Become part of a group of self-pay patients
[3:29:01.140 --> 3:29:04.460]  that come together to share in each other's medical expenses.
[3:29:04.460 --> 3:29:08.780]  Individual share amounts begin at $107 a month and $347
[3:29:08.780 --> 3:29:09.660]  for families.
[3:29:09.660 --> 3:29:11.620]  Choose from three health sharing programs.
[3:29:11.620 --> 3:29:13.940]  Polistic treatments may be eligible for sharing.
[3:29:13.940 --> 3:29:14.940]  See guidelines.
[3:29:14.940 --> 3:29:18.220]  Discount programs available for dental, vision, and pharmacy.
[3:29:18.220 --> 3:29:20.180]  Go to libertyoncall.org.
[3:29:20.180 --> 3:29:23.420]  That's libertyoncall.org.
[3:29:23.420 --> 3:29:24.340]  It's an o-brainer.
[3:29:24.340 --> 3:29:26.780]  A big Berkey water filter is the one you need, period.
[3:29:26.780 --> 3:29:29.300]  You need a water filter that removes chlorine, fluoride,
[3:29:29.300 --> 3:29:32.100]  pharmaceuticals, BPA, and other endocrine disruptors,
[3:29:32.100 --> 3:29:34.900]  pesticides, bacteria, viruses, and much more, right?
[3:29:34.900 --> 3:29:36.860]  And does it all at only $0.02 per gallon.
[3:29:36.860 --> 3:29:39.180]  Get the original, most trusted name in gravity water
[3:29:39.180 --> 3:29:40.540]  filtration, Big Berkey.
[3:29:40.540 --> 3:29:44.100]  And now GCN listeners receive 5% off ceramic filter systems
[3:29:44.100 --> 3:29:45.300]  using code GCN.
[3:29:45.300 --> 3:29:49.740]  Call or click 1-877-99 Berkey or bigberkeywaterfilters.com.
[3:29:49.740 --> 3:29:54.660]  That's 1-877-99-B-E-R-K-E-Y.
[3:29:54.660 --> 3:29:57.460]  I want to plow into all of this.
[3:29:57.460 --> 3:30:00.460]  I'm going to spend a few minutes here first just
[3:30:00.460 --> 3:30:02.100]  encouraging listeners to understand
[3:30:02.100 --> 3:30:07.380]  that when you buy t-shirts or water filtration systems or books
[3:30:07.380 --> 3:30:12.660]  or videos or other material from infowarsstore.com,
[3:30:12.660 --> 3:30:14.660]  you are funding the revolution.
[3:30:14.660 --> 3:30:16.740]  I mean, I cannot say it any clearer.
[3:30:16.740 --> 3:30:19.620]  And so it is essential that you purchase the products
[3:30:19.620 --> 3:30:20.620]  at infowarsstore.com.
[3:30:20.620 --> 3:30:22.020]  And I want to thank everybody that has.
[3:30:22.020 --> 3:30:24.220]  But we've got the best fluoride-free toothpaste
[3:30:24.220 --> 3:30:28.020]  with colloidal silver and with high quality atomic iodine.
[3:30:28.020 --> 3:30:30.420]  You cannot beat that for children and adults.
[3:30:30.420 --> 3:30:33.060]  We've got the best mouthwash designed by Dr. Jones.
[3:30:33.060 --> 3:30:35.780]  That's my dad with colloidal silver and iodine as well.
[3:30:35.780 --> 3:30:40.260]  Infowarslife.com, or AAA-253-3139.
[3:30:40.260 --> 3:30:42.780]  And your purchase of the products stands with us,
[3:30:42.780 --> 3:30:44.500]  stands with America, stands with Trump,
[3:30:44.500 --> 3:30:46.940]  stands against the globalists and their satanic pedophile
[3:30:46.940 --> 3:30:47.500]  armies.
[3:30:47.500 --> 3:30:48.620]  And that's who they are.
[3:30:48.620 --> 3:30:50.100]  And they know we know who they are.
[3:30:50.100 --> 3:30:52.540]  And they're coming back against us, so we need your support.
[3:30:57.540 --> 3:30:58.860]  Let's go to Devin in Florida.
[3:30:58.860 --> 3:31:01.140]  Devin in Florida, you're on the air.
[3:31:01.140 --> 3:31:01.640]  Great.
[3:31:01.640 --> 3:31:02.700]  Hey, thank you so much.
[3:31:02.700 --> 3:31:06.340]  Listen, I have bought your product, and I got to say,
[3:31:06.340 --> 3:31:07.180]  they're amazing.
[3:31:07.180 --> 3:31:07.680]  Thank you.
[3:31:07.680 --> 3:31:08.900]  Anyone who's on the fence, buy it.
[3:31:08.900 --> 3:31:12.540]  Because I've got caveman, superman of vitality,
[3:31:12.540 --> 3:31:15.060]  secret swell, vitamin and infusion.
[3:31:15.060 --> 3:31:16.460]  I've got the body armor.
[3:31:16.460 --> 3:31:17.300]  Wow, thank you.
[3:31:17.300 --> 3:31:17.800]  Wow.
[3:31:17.800 --> 3:31:19.700]  You're the type of listener that makes it all possible.
[3:31:19.700 --> 3:31:21.540]  Which pharmaceutical does you like best?
[3:31:21.540 --> 3:31:25.060]  I really like the vitamin mineral fusion, to be honest.
[3:31:25.060 --> 3:31:25.660]  That's amazing.
[3:31:25.660 --> 3:31:26.260]  That's really incredible.
[3:31:26.260 --> 3:31:28.340]  I drank it in the morning, and I swear to you,
[3:31:28.340 --> 3:31:29.340]  I felt incredible.
[3:31:29.340 --> 3:31:30.700]  Like, I haven't felt sweet.
[3:31:30.700 --> 3:31:33.620]  My morning was fantastic, and I love you guys.
[3:31:33.620 --> 3:31:35.620]  I love the InfoWars through.
[3:31:35.620 --> 3:31:39.260]  And I just want to, yeah, I want to take this opportunity
[3:31:39.260 --> 3:31:42.700]  to tell anybody out there who's on the fence, just buy it.
[3:31:42.700 --> 3:31:43.620]  You will love it.
[3:31:43.620 --> 3:31:45.780]  I'm telling you, I've never bought a bad product.
[3:31:45.780 --> 3:31:47.860]  What you find in our news is the same thing
[3:31:47.860 --> 3:31:50.220]  you find in our products at InfoWarsLife.com.
[3:31:50.220 --> 3:31:52.180]  It's a win-win, InfoWarsLife.com.
[3:31:54.580 --> 3:31:57.300]  Fuel your body with Carnivore, the new digestive enzyme
[3:31:57.300 --> 3:31:58.980]  product by InfoWarsLife.
[3:31:58.980 --> 3:32:01.740]  Digestive enzymes assist in the digestive process
[3:32:01.740 --> 3:32:03.900]  and increase the bioavailability of nutrients
[3:32:03.900 --> 3:32:07.100]  by breaking down foods into easily absorbable components.
[3:32:07.100 --> 3:32:09.180]  They also help prevent discomfort from indigestion,
[3:32:09.180 --> 3:32:10.980]  caused by fermentation of undigested food
[3:32:10.980 --> 3:32:12.380]  particles in the gut.
[3:32:12.380 --> 3:32:14.860]  Digestive enzyme production declines as we age.
[3:32:14.860 --> 3:32:16.660]  Carnivore is filled with digestive enzymes
[3:32:16.660 --> 3:32:19.100]  like those naturally present in the body.
[3:32:19.100 --> 3:32:22.260]  Enjoy the full potential of protein-rich foods again.
[3:32:22.260 --> 3:32:24.340]  You can eat protein-heavy foods now,
[3:32:24.340 --> 3:32:26.940]  while minimizing the later indigestion and discomfort
[3:32:26.940 --> 3:32:29.460]  commonly associated with high meat diets.
[3:32:29.460 --> 3:32:31.460]  Just one pill with every high protein meal
[3:32:31.460 --> 3:32:33.900]  helps increase the bioavailability and absorption
[3:32:33.900 --> 3:32:37.500]  of amino acids, the building blocks to your muscles.
[3:32:37.500 --> 3:32:39.540]  Carnivore also contains digestive enzymes
[3:32:39.540 --> 3:32:42.060]  to help digest fats and carbohydrates,
[3:32:42.060 --> 3:32:44.700]  so you can fully digest all types of meals.
[3:32:44.700 --> 3:32:46.060]  Don't let a meal go to waste.
[3:32:46.060 --> 3:32:48.780]  Use Carnivore by InfoWarsLife.
[3:32:48.780 --> 3:32:52.260]  Head to InfoWarsLife.com and secure your bottle now.
[3:32:52.260 --> 3:32:57.700]  That's InfoWarsLife.com.
[3:32:57.700 --> 3:33:00.260]  You're listening to the Alex Jones Show.
[3:33:14.340 --> 3:33:18.260]  Live from the InfoWars.com studios,
[3:33:18.260 --> 3:33:21.380]  you're listening to the Alex Jones Show.
[3:33:21.380 --> 3:33:25.580]  And now, your host, Anthony Cumia.
[3:33:25.580 --> 3:33:27.500]  Maybe the bad, bad thing.
[3:33:27.500 --> 3:33:28.300]  Thank you.
[3:33:28.300 --> 3:33:31.860]  Hey, introducing MycoZX Plus from InfoWarsLife,
[3:33:31.860 --> 3:33:36.060]  introductory price of $27.48.
[3:33:36.060 --> 3:33:39.580]  That's 50% off with all the dangerous toxins
[3:33:39.580 --> 3:33:42.500]  and new sources of food and drinks that come out to the world.
[3:33:42.500 --> 3:33:44.740]  It's becoming more important to make sure
[3:33:44.740 --> 3:33:47.060]  your gut is in check.
[3:33:47.060 --> 3:33:49.020]  That's why our team of dedicated scientists
[3:33:49.020 --> 3:33:51.740]  work hard to create a new and advanced formula
[3:33:51.740 --> 3:33:54.860]  to build upon your gut health, MycoZX Plus.
[3:33:54.860 --> 3:33:57.500]  MycoZX Plus is a unique natural formula
[3:33:57.500 --> 3:34:01.620]  designed to support the body's natural cleansing of yeast
[3:34:01.620 --> 3:34:06.620]  and fungal organisms, made from wild-crafted
[3:34:06.620 --> 3:34:09.140]  and organically certified herbs.
[3:34:09.140 --> 3:34:12.860]  MycoZX Plus is formulated for maximum effectiveness.
[3:34:12.860 --> 3:34:15.900]  MycoZX Plus contains incredible ingredients
[3:34:15.900 --> 3:34:19.100]  in one powerful supplement that supports
[3:34:19.100 --> 3:34:24.180]  healthy microbiol balance in the body,
[3:34:24.180 --> 3:34:26.140]  made with specifically selected ingredients
[3:34:26.140 --> 3:34:29.220]  that focus on intestinal yeast.
[3:34:29.220 --> 3:34:31.620]  My goodness, all the stuff going on inside us.
[3:34:31.620 --> 3:34:33.740]  Supports a healthy digestive tract,
[3:34:33.740 --> 3:34:36.620]  adhereses internal yeast.
[3:34:36.620 --> 3:34:38.900]  And our formula is fueled by unique ingredients
[3:34:38.900 --> 3:34:41.180]  that power up its potential, including
[3:34:41.180 --> 3:34:47.020]  grapefruit seed extract, a super potent anti-oxidant.
[3:34:47.020 --> 3:34:47.740]  That's what it is.
[3:34:47.740 --> 3:34:50.500]  It looked like anti-toxin, and it could be.
[3:34:50.500 --> 3:34:53.980]  Oh, Paul Diarco Bark.
[3:34:53.980 --> 3:34:55.180]  Paul Diarco Bark.
[3:34:55.180 --> 3:34:57.620]  I knew him back in the Cincinnati.
[3:34:57.620 --> 3:35:01.460]  Paul Diarco Bark, known to possess microbalancing properties,
[3:35:01.460 --> 3:35:05.020]  grape seed extract, a marked activity
[3:35:05.020 --> 3:35:10.380]  on a yeast and high anti-oxidant potential, garlic bulb.
[3:35:10.380 --> 3:35:13.100]  Don't put those in your lamps.
[3:35:13.100 --> 3:35:15.780]  Well-known preservative agent in food
[3:35:15.780 --> 3:35:19.180]  and organic moringa leaf.
[3:35:19.180 --> 3:35:22.620]  Yes, traditionally used as an internal microbe
[3:35:22.620 --> 3:35:24.420]  cleanse, and even more.
[3:35:24.420 --> 3:35:26.780]  Don't wait to start detoxifying your body
[3:35:26.780 --> 3:35:28.140]  until it's too late.
[3:35:28.140 --> 3:35:36.860]  Pick up a bottle of the new and improved MycoZX Plus.
[3:35:36.860 --> 3:35:39.620]  Now from Infowars Store.
[3:35:39.620 --> 3:35:42.260]  Wow, a lot of words.
[3:35:42.260 --> 3:35:45.260]  That's a lot of words.
[3:35:45.260 --> 3:35:47.500]  But it sounds like it helps out your, what?
[3:35:47.500 --> 3:35:48.660]  Your intestines.
[3:35:48.660 --> 3:35:50.540]  Good, but I need help.
[3:35:50.540 --> 3:35:51.860]  I watched the news.
[3:35:51.860 --> 3:35:54.140]  Also, they're tied in knots.
[3:35:54.140 --> 3:35:55.820]  They're tied in knots, my people.
[3:35:55.820 --> 3:35:58.260]  You think I'm done with Hollywood?
[3:35:58.260 --> 3:36:01.140]  Not at all.
[3:36:01.140 --> 3:36:05.940]  Finally, we have heard every time a celebrity is talking
[3:36:05.940 --> 3:36:07.900]  about Trump, and an election comes up,
[3:36:07.900 --> 3:36:10.780]  or Trump does something, you hear these celebrities go,
[3:36:10.780 --> 3:36:11.980]  I'm out of here.
[3:36:11.980 --> 3:36:13.180]  I'm moving.
[3:36:13.180 --> 3:36:13.940]  What's the list?
[3:36:13.940 --> 3:36:18.380]  Whoopie, Goldberg, Barbara Streisand, Rosie O'Donnell,
[3:36:18.380 --> 3:36:23.700]  that rotund woman from girls.
[3:36:27.540 --> 3:36:28.220]  All of them.
[3:36:28.220 --> 3:36:30.100]  They all say they're bugging out.
[3:36:30.100 --> 3:36:32.540]  They're leaving the US.
[3:36:32.540 --> 3:36:34.180]  And then they never leave.
[3:36:34.180 --> 3:36:37.940]  We're still just saddled with them for years and years
[3:36:37.940 --> 3:36:39.500]  and years.
[3:36:39.500 --> 3:36:42.860]  Well, thank goodness, Matt Damon.
[3:36:42.860 --> 3:36:44.980]  Matt Damon is stepping up.
[3:36:44.980 --> 3:36:46.260]  Good for you.
[3:36:46.260 --> 3:36:48.860]  I salute Matt Damon.
[3:36:48.860 --> 3:36:51.140]  Now get the hell out.
[3:36:51.140 --> 3:36:54.340]  He's moving to Australia.
[3:36:54.340 --> 3:36:55.740]  Meet Diamond.
[3:36:55.740 --> 3:36:57.940]  Look, it's Meet Diamond.
[3:36:57.940 --> 3:37:01.620]  He's going down under, as they say,
[3:37:01.620 --> 3:37:04.740]  moving his family to Australia because of Donald Trump.
[3:37:04.740 --> 3:37:06.420]  Yes.
[3:37:06.420 --> 3:37:08.900]  Matt Damon, moving to Australia.
[3:37:08.900 --> 3:37:13.980]  Damon 47 reportedly has purchased property in Byron Bay,
[3:37:13.980 --> 3:37:17.740]  New South Wales, according to Sydney's Sunday Telegraph.
[3:37:17.740 --> 3:37:22.380]  The home next door to a place owned by Chris Hemsworth.
[3:37:22.380 --> 3:37:24.420]  So I guess this is like the, what is this,
[3:37:24.420 --> 3:37:27.740]  the Beverly Hills of Australia?
[3:37:27.740 --> 3:37:32.300]  Australian Beverly Hills, listen to his story
[3:37:32.300 --> 3:37:36.620]  about a man named Jed, poor Matt Nee.
[3:37:36.620 --> 3:37:37.100]  I don't know.
[3:37:37.100 --> 3:37:40.700]  I'll pitch that next comedy central meeting.
[3:37:40.700 --> 3:37:44.820]  Damon is telling his friends and colleagues in Hollywood
[3:37:44.820 --> 3:37:47.060]  that he's moving his family to Australia
[3:37:47.060 --> 3:37:51.380]  because the activist actor disagrees with Trump's policies.
[3:37:51.380 --> 3:37:58.940]  One of Trump's biggest campaigning points
