[00:00.000 --> 00:05.160]  Look at that.
[3:32:45.940 --> 3:32:46.940]  So thank you, sir.
[3:32:46.940 --> 3:33:15.940]  I would thank you for everything.
[3:33:15.940 --> 3:33:18.940]  Thank you for everything you've done for the info war.
[3:33:18.940 --> 3:33:19.940]  But I know you're like me.
[3:33:19.940 --> 3:33:21.940]  You don't want my thanks.
[3:33:21.940 --> 3:33:24.940]  You want victory over the globalist and these devil worship and child molesters.
[3:33:24.940 --> 3:33:27.940]  And you want them off your back and off your children's back.
[3:33:27.940 --> 3:33:28.940]  And you know what?
[3:33:28.940 --> 3:33:29.940]  I'm the same way.
[3:33:29.940 --> 3:33:31.940]  And that's why we're on the same damn team.
[3:33:31.940 --> 3:33:34.940]  And it's why info wars has been delivering time and time again
[3:33:34.940 --> 3:33:40.940]  when it's clutch time to focus the people on taking action against the globalist.
[3:33:40.940 --> 3:33:44.940]  Because I'm committed to a future for humanity.
[3:33:44.940 --> 3:33:46.940]  And I know you are as well.
[3:33:46.940 --> 3:33:49.940]  So thank you in 2019 for standing with us because you are the info war.
[3:33:49.940 --> 3:33:54.940]  And I want to thank you for committing to stand with us in 2020 however you can.
[3:33:54.940 --> 3:33:57.940]  For the bottom of my heart, for my family and for the great crew at info wars.
[3:33:57.940 --> 3:34:00.940]  I want to thank you all because you are the info war.
[3:34:00.940 --> 3:34:02.940]  And you know that's not just words.
[3:34:02.940 --> 3:34:03.940]  That's reality.
[3:34:03.940 --> 3:34:05.940]  You have made history.
[3:34:05.940 --> 3:34:07.940]  We have made history together.
[3:34:07.940 --> 3:34:11.940]  Infowars.com only has power because of you.
[3:34:11.940 --> 3:34:16.940]  And I suggest you use it.
[3:34:16.940 --> 3:34:21.940]  Two segments left in my final broadcast of 2019.
[3:34:21.940 --> 3:34:25.940]  I'll try to go live some tonight at info wars.com.
[3:34:25.940 --> 3:34:29.940]  The live feed and ringing the new year everybody because it is a big deal 2020.
[3:34:29.940 --> 3:34:31.940]  It's not the end of the decade.
[3:34:31.940 --> 3:34:33.940]  It's the last year of the decade starting.
[3:34:33.940 --> 3:34:36.940]  But it's this this war on knowledge, the war on calendars.
[3:34:36.940 --> 3:34:41.940]  It's an obsession of the Illuminati Jacobins when you study them.
[3:34:41.940 --> 3:34:45.940]  They're obsessed with changing calendars and changing language and ending the family.
[3:34:45.940 --> 3:34:47.940]  The French Revolution was about that.
[3:34:47.940 --> 3:34:55.940]  And any real historian will tell you what the left hand path comes out of that and is a cultic.
[3:34:55.940 --> 3:34:59.940]  We're literally fighting devil worshipers.
[3:34:59.940 --> 3:35:02.940]  And I want to explain that to atheists out there.
[3:35:02.940 --> 3:35:09.940]  If you're really an atheist, because you don't believe in invisible things and you really don't like big fake churches.
[3:35:09.940 --> 3:35:12.940]  I get you 100% and I don't dislike you.
[3:35:12.940 --> 3:35:14.940]  I don't think you're a bad person.
[3:35:14.940 --> 3:35:16.940]  I totally understand.
[3:35:16.940 --> 3:35:21.940]  But you know the people up above you that teach it are devil worshipers.
[3:35:21.940 --> 3:35:23.940]  You don't understand they drink blood, right?
[3:35:23.940 --> 3:35:28.940]  I mean, I've seen it with my own two eyes.
[3:35:28.940 --> 3:35:32.940]  When I was 12, 13, 14, 15 years old.
[3:35:32.940 --> 3:35:34.940]  Okay.
[3:35:34.940 --> 3:35:38.940]  And it was so freaky that I wouldn't even tell my parents about it.
[3:35:38.940 --> 3:35:40.940]  And I would just try to get away from it.
[3:35:40.940 --> 3:35:42.940]  And it's like at the end of the lost boys.
[3:35:42.940 --> 3:35:48.940]  They're just like the grandpa shows up and it's like, man, I tell you this town's always had too many vampires in it.
[3:35:48.940 --> 3:35:52.940]  And they're not physically living forever, but it's vampires.
[3:35:52.940 --> 3:35:53.940]  Okay.
[3:35:53.940 --> 3:35:57.940]  And anybody that knows anything knows that.
[3:35:57.940 --> 3:36:00.940]  And I'm just here to tell you that I've seen it.
[3:36:00.940 --> 3:36:06.940]  I don't need to read about it in crime reports or FBI files.
[3:36:06.940 --> 3:36:08.940]  And they're trying to take over.
[3:36:08.940 --> 3:36:10.940]  And that's what's in the finders.
[3:36:10.940 --> 3:36:11.940]  Thousands of pages.
[3:36:11.940 --> 3:36:19.940]  The FBI released about two months ago is how Satanist were actively trying to take over towns all over the country.
[3:36:19.940 --> 3:36:25.940]  So you see the old Hollywood movies in the 50s and 60s and 70s where, you know, one of them was shot in central Texas.
[3:36:25.940 --> 3:36:28.940]  I think it's like called running from the devil or it's a really good old movie.
[3:36:28.940 --> 3:36:29.940]  I forget the exact name.
[3:36:29.940 --> 3:36:31.940]  Race with the devil's name.
[3:36:31.940 --> 3:36:32.940]  I've looked that up guys.
[3:36:32.940 --> 3:36:38.940]  And it's shot outside Austin and they go over a hill at night and they see a human sacrifice.
[3:36:38.940 --> 3:36:41.940]  They see a woman being willingly killed.
[3:36:41.940 --> 3:36:47.940]  And then the, you know, the devil works for seeing him and the whole rest of the movies them running through the hill country from the devil.
[3:36:47.940 --> 3:36:56.940]  Worspers. I tell you right now, there's real devil worse person out there in the hill country and top Democrats go out there and they kill people.
[3:36:56.940 --> 3:36:59.940]  I know people that have been there.
[3:36:59.940 --> 3:37:02.940]  I know women that have been there.
[3:37:02.940 --> 3:37:05.940]  And I didn't just hear this from some crazy woman.
[3:37:05.940 --> 3:37:14.940]  I heard this from a woman 20 years ago and I met another woman told me the same damn story and you wouldn't be told it unless you'd been there.
[3:37:14.940 --> 3:37:16.940]  Believe me.
[3:37:16.940 --> 3:37:19.940]  It'll curl your hair.
[3:37:19.940 --> 3:37:26.940]  Especially when you turn on TV and get to see some of the rock bands up there doing interviews.
[3:37:26.940 --> 3:37:29.940]  And that's just where I live here.
[3:37:29.940 --> 3:37:35.940]  You couldn't shake a stick where I grew up in Dallas without running into the devil worse person.
[3:37:35.940 --> 3:37:37.940]  And KKK. Oh my God.
[3:37:37.940 --> 3:37:41.940]  Let me tell you real KKK and run around in white hoods.
[3:37:41.940 --> 3:37:45.940]  No.
[3:37:45.940 --> 3:37:50.940]  And they're into controlling people based on race colliding blacks and whites together.
[3:37:50.940 --> 3:37:52.940]  It's not these people are evil man.
[3:37:52.940 --> 3:37:54.940]  I tell you.
[3:37:54.940 --> 3:37:56.940]  So I'm going to stop.
[3:37:56.940 --> 3:37:57.940]  I'm going to stop right there.
[3:37:57.940 --> 3:38:01.940]  It's just that I harp on this because the spiritual battle is so clear.
[3:38:01.940 --> 3:38:04.940]  It's out in the open now and people better make a decision.
[3:38:04.940 --> 3:38:06.940]  That's all I'm saying.
[3:38:06.940 --> 3:38:10.940]  But if you're an atheist, you're like, oh, well, sure.
[3:38:10.940 --> 3:38:15.940]  From an anthropological view, there's devil worshipers, but I'm telling you that's their operating system.
[3:38:15.940 --> 3:38:22.940]  So whether you believe in the ethereal Satan or not, it's a real manifestation through people.
[3:38:22.940 --> 3:38:24.940]  Whatever the hell it is, it's real.
[3:38:24.940 --> 3:38:29.940]  And like I said, you know, the media doesn't even do it anymore when I bring up some of these things.
[3:38:29.940 --> 3:38:30.940]  They never attacked me for what I really said.
[3:38:30.940 --> 3:38:33.940]  They always make stuff up.
[3:38:33.940 --> 3:38:35.940]  And they know I'm not B.S.
[3:38:35.940 --> 3:38:51.940]  I saw some stuff with these these devil worshipers were pulling that unless they were spraying hallucinogens into the room and had, you know, holograms or something.
[3:38:51.940 --> 3:38:53.940]  And maybe that's what was going on.
[3:38:53.940 --> 3:38:57.940]  But there's a lot of stuff going on.
[3:38:57.940 --> 3:39:02.940]  I mean, I've seen some stuff right out of a movie repeatedly.
[3:39:02.940 --> 3:39:04.940]  And I wasn't on drugs when I saw it.
[3:39:04.940 --> 3:39:06.940]  So I'm just going to leave it at that.
[3:39:06.940 --> 3:39:11.940]  Someday I might get into it, but let's just say this.
[3:39:11.940 --> 3:39:17.940]  I don't have fun going and seeing movies like it and going and seeing that stuff because that's all allegories.
[3:39:17.940 --> 3:39:19.940]  Stephen King has been led into these groups, obviously.
[3:39:19.940 --> 3:39:25.940]  And these are showing you what these towns are like and how people serve these people and what's really going on.
[3:39:25.940 --> 3:39:27.940]  And it needs to be resisted because they're hurting innocent people.
[3:39:27.940 --> 3:39:29.940]  They're targeting children.
[3:39:29.940 --> 3:39:31.940]  All right, let's go back.
[3:39:31.940 --> 3:39:33.940]  Jeremy, we could debate this all day.
[3:39:33.940 --> 3:39:36.940]  They're sitting in U.S. Special Forces into Iraq.
[3:39:36.940 --> 3:39:38.940]  There's an escalation there.
[3:39:38.940 --> 3:39:42.940]  The Shiites are throwing their weight around all over Iraq, trying to take it over.
[3:39:42.940 --> 3:39:45.940]  Trump's trying to stop a civil war between Shiites and Sunnis.
[3:39:45.940 --> 3:39:47.940]  He's got to deal with Saudi Arabia.
[3:39:47.940 --> 3:39:49.940]  I know we fetishize Israel.
[3:39:49.940 --> 3:39:51.940]  Oh, Israel doesn't like Iran, too.
[3:39:51.940 --> 3:39:52.940]  They're not going to go away.
[3:39:52.940 --> 3:39:54.940]  They've got hundreds of nuclear weapons.
[3:39:54.940 --> 3:40:01.940]  Trump is legitimately trying to stop a giant war, in my view, while trying to deal with the Chai comms that are the real threat.
[3:40:01.940 --> 3:40:05.940]  And the globalists are trying to stir things up in the Middle East to embarrass Trump.
[3:40:05.940 --> 3:40:07.940]  Now, that's my educated view on this.
[3:40:07.940 --> 3:40:10.940]  That's me as a pragmatist, not just supporting the president.
[3:40:10.940 --> 3:40:12.940]  I see what he's up against.
[3:40:12.940 --> 3:40:13.940]  What do you think?
[3:40:13.940 --> 3:40:14.940]  I don't know.
[3:40:14.940 --> 3:40:19.940]  I think the word picture you just drew is great.
[3:40:19.940 --> 3:40:20.940]  It sounds great.
[3:40:20.940 --> 3:40:25.940]  The problem is, though, is that that doesn't appear to be the case.
[3:40:25.940 --> 3:40:29.940]  It appears that we're actually being led to be the fool.
[3:40:29.940 --> 3:40:32.940]  Once again, we're going to be sold a bill of good.
[3:40:32.940 --> 3:40:45.940]  We're now, we're air striking in Iraq because of a contractor, essentially a hired merc, a blackwater guy, somebody that you actually would have said back before your relationship with Eric Prince that you would have said, hey, these guys are.
[3:40:45.940 --> 3:40:47.940]  I don't have a relationship with Eric Prince.
[3:40:47.940 --> 3:40:51.940]  Eric Prince has frontier services and works with the Chai comms.
[3:40:51.940 --> 3:40:59.940]  I know he helped expose some of the pedophile rings and I only gave credit to where some of that information came from.
[3:40:59.940 --> 3:41:02.940]  Well, OK, you've made it sound like there's a little bit more than that.
[3:41:02.940 --> 3:41:05.940]  No, I know.
[3:41:05.940 --> 3:41:07.940]  Well, you just misunderstood.
[3:41:07.940 --> 3:41:08.940]  All right, I.
[3:41:08.940 --> 3:41:11.940]  Sir, if I do anything, it's.
[3:41:11.940 --> 3:41:12.940]  Sorry, I had a tooth break off.
[3:41:12.940 --> 3:41:14.940]  It's like a spike cut in my tongue.
[3:41:14.940 --> 3:41:15.940]  It's literally bleeding right now.
[3:41:15.940 --> 3:41:16.940]  It broke last night.
[3:41:16.940 --> 3:41:17.940]  It's just something I'm dealing with.
[3:41:17.940 --> 3:41:20.940]  That's why I keep having a list.
[3:41:20.940 --> 3:41:24.940]  Sir, if I do anything, it's just throw it all out there.
[3:41:24.940 --> 3:41:26.940]  I don't get good stuff from big contacts.
[3:41:26.940 --> 3:41:28.940]  I'm not involved in spooky groups.
[3:41:28.940 --> 3:41:31.940]  And those groups don't know anything.
[3:41:31.940 --> 3:41:33.940]  Most of those groups are all compartmentalized.
[3:41:33.940 --> 3:41:36.940]  Some of the most brainwashed people are in these intelligence agencies.
[3:41:36.940 --> 3:41:39.940]  I'm just a private individual doing research.
[3:41:39.940 --> 3:41:40.940]  OK.
[3:41:40.940 --> 3:41:47.940]  OK, but listen, so you and I, you would agree that the Saudis and the Israelis have it in for Iran.
[3:41:47.940 --> 3:41:48.940]  Would you not?
[3:41:48.940 --> 3:41:52.940]  Yes, but just because Israel has some problems and the Saudi Arabians have problems,
[3:41:52.940 --> 3:41:56.940]  does it mean that we're all kissy face with Iran and they're a bunch of little sweetsies?
[3:41:56.940 --> 3:42:00.940]  Right, but you would also agree that our relationship with the Saudis,
[3:42:00.940 --> 3:42:03.940]  which there's been some stuff where we've been like, hey, Trump,
[3:42:03.940 --> 3:42:06.940]  seriously, you're going to keep this relationship tight.
[3:42:06.940 --> 3:42:07.940]  He has.
[3:42:07.940 --> 3:42:08.940]  He keeps it going.
[3:42:08.940 --> 3:42:16.940]  He's because the salt because they chopped up some some operative of the other Saudi group.
[3:42:16.940 --> 3:42:19.940]  Right, we're not even getting into that.
[3:42:19.940 --> 3:42:25.940]  Just dude, they just come in and there's all sorts of stuff they've infiltrated and they influence
[3:42:25.940 --> 3:42:28.940]  and the way that they have orchestrated things in the region.
