[00:00:13.206 --> 00:00:15.328]  He is a very, very busy man.
[03:25:15.851 --> 03:25:29.763]  10 Downing Street, after all the dodgy dossier, after all the fake rhetoric leading up to the invasion, after telling the 2 million people that were in the streets in Britain that they didn't want to get into the Iraq War, within 10 minutes of leaving No.
[03:25:29.763 --> 03:25:31.604]  10 Downing Street in disgrace, where did he end up?
[03:25:31.604 --> 03:25:32.064]  J.P.
[03:25:32.064 --> 03:25:32.405]  Morgan.
[03:25:33.430 --> 03:25:33.890]  Okay.
[03:25:33.890 --> 03:25:38.073]  The presidency is now used as a resume sweetener.
[03:25:38.073 --> 03:25:43.617]  So whether it's one term or two terms, the next step for Obama is Goldman Sachs or JPMorgan.
[03:25:43.617 --> 03:25:44.778]  And that's the true endgame.
[03:25:44.778 --> 03:25:45.839]  That's the goal for these guys.
[03:25:45.839 --> 03:25:46.780]  That's where they cash in.
[03:25:46.780 --> 03:25:49.582]  The presidency is just a fancy thing on your resume now.
[03:25:49.582 --> 03:25:52.524]  It doesn't mean anything in terms of public service anymore.
[03:25:53.885 --> 03:25:55.927]  Well, it means you can read off a teleprompter good.
[03:25:55.927 --> 03:26:01.772]  That's why Bush was so hated, is that he couldn't sit there with puppy dog eyes, lovingly lying to you.
[03:26:01.772 --> 03:26:06.455]  But, you know, you write for the Huffington Post, you deal with some of the classical-type liberals out there.
[03:26:06.455 --> 03:26:11.520]  It seems a lot of them are starting to wake up, those that are honest, like yourself, who had supported Obama.
[03:26:12.040 --> 03:26:19.968]  But then, when you talk to other Democrats or progressives or whatever, they just scream you're a racist.
[03:26:19.968 --> 03:26:33.042]  Like, they're now saying that the archetypal poster of Obama socialism, we've changed it to Obama fascism because we believe that's closer to what it actually is, they're now saying that's racist.
[03:26:33.882 --> 03:26:35.503]  When it has nothing to do with race.
[03:26:35.503 --> 03:26:39.625]  This parroting race, race, race over and over again isn't working.
[03:26:39.625 --> 03:26:42.347]  The media is also trying to claim it's partisan.
[03:26:42.347 --> 03:26:51.012]  So the establishment's throwing Democrats under the bus or under the train trying to say all these congressmen getting shouted down at town halls are only Democrats.
[03:26:51.012 --> 03:26:51.972]  I've tracked it.
[03:26:51.972 --> 03:26:54.454]  They're shouting the Republicans down too.
[03:26:54.454 --> 03:26:56.895]  So this is something completely new.
[03:26:56.895 --> 03:26:59.777]  It looks like the United States is on the verge of revolution, Max Geiser.
[03:27:01.471 --> 03:27:09.037]  Well, we've been saying this for a few years, that the wealth and income gap is getting wider and wider.
[03:27:09.037 --> 03:27:13.721]  The amount of wealth controlled by the top 1% is just getting wider and wider.
[03:27:13.721 --> 03:27:26.472]  The past six months and the past two years has been nothing more than the Wall Street banks and other banks around the world and the central banks getting together and grabbing more power
[03:27:27.072 --> 03:27:28.113]  And more wealth.
[03:27:28.113 --> 03:27:36.476]  There was a New York Times story, I think it was today or yesterday, where Lloyd Blankfein, the new CEO of Goldman Sachs, is saying, what crisis?
[03:27:36.476 --> 03:27:37.556]  There was no crisis.
[03:27:37.556 --> 03:27:38.917]  We were never in jeopardy.
[03:27:38.917 --> 03:27:40.378]  We're just smart.
[03:27:40.378 --> 03:27:42.519]  We're doing business like we've always done it.
[03:27:42.519 --> 03:27:45.080]  You know, here's the thing about the stock market rally.
[03:27:45.080 --> 03:27:50.502]  All that money that goes into the stock market rally, the $3 trillion rally, that money was
[03:27:50.942 --> 03:27:58.206]  It's not coming from the money market funds, which would be an indication that the public is involved in the stock market.
[03:27:58.206 --> 03:28:06.771]  This money is coming from the bailout funds, and it's being not used to lend to businessmen and people in America to help them get through this crisis.
[03:28:06.771 --> 03:28:11.253]  It's being used as speculative capital by the banks to make money in the stock market.
[03:28:12.954 --> 03:28:18.999]  Rally, which is fed by the spec money, the bailout money, is being used by the speculators on Wall Street to speculate a stock market.
[03:28:18.999 --> 03:28:20.040]  It caught everyone flat-footed.
[03:28:20.040 --> 03:28:22.182]  It was up 50% or something like that.
[03:28:22.182 --> 03:28:24.123]  This is the biggest rally since the 1930s.
[03:28:24.123 --> 03:28:27.526]  Oh, by the way, that's very significant if you want to think about it.
[03:28:27.526 --> 03:28:35.452]  And now that you've got this CNBC and Jim Cramer now pounding the table, they're going to get just another sucker's rally.
[03:28:35.592 --> 03:28:36.112]  We're good to go.
[03:28:56.660 --> 03:28:57.940]  You called that, you called that, uh, the
[03:29:19.833 --> 03:29:21.233]  The casino gulag model.
[03:29:21.233 --> 03:29:24.154]  The casino gulag model, and I concur with you 100%.
[03:29:24.154 --> 03:29:29.996]  They're taking all the tens of trillions they've stolen from taxpayers, pumping it in in a controlled stock market.
[03:29:29.996 --> 03:29:31.216]  They'll know when to pull it.
[03:29:31.216 --> 03:29:32.856]  Well, probably when it hits 12,000.
[03:29:32.856 --> 03:29:40.298]  Let's see how the suckers rally is going to work from the insider, the inventor of major stock exchange systems, Max Keiser.
[03:29:40.298 --> 03:29:41.358]  MaxKeiser.com.
[03:29:41.358 --> 03:29:43.459]  Alex Jones with InfoWars.com.
[03:29:43.459 --> 03:29:48.020]  You can get your Obama-Hitler t-shirts at InfoWars.
[03:29:48.726 --> 03:29:52.653]  We're on the march, the empire's on the run.
[03:29:52.653 --> 03:29:55.338]  Alex Jones and the GCN Radio Network.
[03:29:58.407 --> 03:30:03.370]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[03:30:28.447 --> 03:30:28.727]  I think?
[03:30:58.100 --> 03:30:59.481]  This is Alex Jones.
[03:30:59.481 --> 03:31:01.483]  Have you heard of the Millionaire Patriot?
[03:31:01.483 --> 03:31:02.464]  Well, you should.
[03:31:02.464 --> 03:31:06.948]  He has a free handgun and five days of firearms training waiting for you.
[03:31:06.948 --> 03:31:07.768]  That's right.
[03:31:07.768 --> 03:31:16.436]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[03:31:16.436 --> 03:31:17.777]  All for pennies on the dollar.
[03:31:17.777 --> 03:31:18.918]  Plus, if you act fast.
[03:31:19.138 --> 03:31:25.123]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[03:31:25.123 --> 03:31:32.008]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[03:31:32.008 --> 03:31:37.532]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[03:31:37.532 --> 03:31:38.993]  This is real.
[03:31:38.993 --> 03:31:40.054]  Don't miss out.
[03:31:40.054 --> 03:31:46.919]  Secure a Front Sight defensive handgun course plus a 30 state concealed weapons permit for pennies on the dollar.
[03:31:47.139 --> 03:31:48.600]  And get your free handgun.
[03:31:48.600 --> 03:31:50.961]  Go to FrontSight.com today.
[03:31:50.961 --> 03:31:54.662]  That's F-R-O-N-T-S-I-G-H-T dot com.
[03:31:54.662 --> 03:31:57.564]  Go to FrontSight.com for your training and free gun.
[03:31:58.530 --> 03:32:01.633]  Have you ever thought about what's in your shampoo, soap, or detergent?
[03:32:01.633 --> 03:32:07.157]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[03:32:07.157 --> 03:32:12.882]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[03:32:12.882 --> 03:32:14.363]  Hi, this is Alex Jones.
[03:32:14.363 --> 03:32:23.370]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[03:32:23.670 --> 03:32:25.512]  Now compare a Calben Pure Soap.
[03:32:25.512 --> 03:32:29.717]  All natural, earth friendly, no harsh chemicals, no animal testing.
[03:32:29.717 --> 03:32:34.743]  They're safe and you save 85% of the money you're spending on cleaning products now.
[03:32:34.743 --> 03:32:37.085]  Start saving over $1,000 a year for your family of four.
[03:32:38.567 --> 03:32:39.668]  Keep it natural.
[03:32:39.668 --> 03:32:48.055]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[03:32:48.055 --> 03:32:52.219]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[03:32:52.219 --> 03:32:53.159]  Call 1-800-340-7091 for all your cleaning needs.
[03:32:59.442 --> 03:33:03.725]  Mike, so what to make of this decision by BNP to pay out these bonuses?
[03:33:03.725 --> 03:33:06.066]  Echoes of Goldman Sachs last month?
[03:33:06.066 --> 03:33:10.308]  Well, I think BNP wants us all basically to toss their salad.
[03:33:10.308 --> 03:33:11.789]  That's their game plan.
[03:33:11.789 --> 03:33:14.491]  Let's keep in mind that two years ago on August 9th,
[03:33:15.211 --> 03:33:25.217]  ...was the beginning of a staged, controlled financial terrorist demolition of the world's financial system when BNP announced that they couldn't value bonds in their books.
[03:33:25.217 --> 03:33:30.541]  These subprime loans have started the credit crash, the controlled demolition of the global banking system two years ago.
[03:33:30.541 --> 03:33:37.425]  This is... we'll go down in history as basically the 9th of August or 8-9, similar to 9-11.
[03:33:37.425 --> 03:33:39.847]  This is when they started this controlled demolition.
[03:33:42.617 --> 03:33:47.625]  That's Max Keiser on the main national news channel in France.
[03:33:47.625 --> 03:33:52.452]  He's got a show on press TV, starting a show on Russia Today, huge worldwide.
[03:33:52.452 --> 03:33:55.758]  Paul Watson has that on his broadcast TV in Sheffield.
[03:33:55.758 --> 03:33:57.320]  Give you an idea of how big Russia Today is.
[03:33:58.301 --> 03:34:03.347]  And he's also done the BBC TV show, a very busy person.
[03:34:03.347 --> 03:34:07.711]  I'm going to be on this week's press TV show with him, so always honored to be there.
[03:34:07.711 --> 03:34:13.897]  Before we go back to Max Keiser and ask about his upcoming TV appearances, he'll be with us 20 minutes into the next hour.
[03:34:13.897 --> 03:34:17.241]  Starting next segment, we're going to take phone calls for Max Keiser at 1-800-259-9231.
[03:34:21.405 --> 03:34:26.930]  He could talk about a whole host of issues, but he can't talk about chubacabras and stuff like that.
[03:34:26.930 --> 03:34:29.893]  Ladies and gentlemen, we have the t-shirt being made right now.
[03:34:29.893 --> 03:34:44.386]  I had the idea Monday, when I noticed that that image of Obama socialism was going viral, I knew that it was a hot image because it just took him and really bared his soul and broke
[03:34:45.026 --> 03:34:49.967]  The back was ready to be broken of this illusion of him as this sweetheart that loves you.
[03:34:49.967 --> 03:34:54.068]  And I think the image of him as a psychopathic criminal is much closer to the reality.
[03:34:54.068 --> 03:34:55.689]  But again, he's just a front man.
[03:34:55.689 --> 03:34:56.849]  So we made these T-shirts.
[03:34:56.849 --> 03:34:58.009]  They're selling like hotcakes.
[03:34:58.009 --> 03:35:01.590]  I'm very glad I'll get the word out because they have good messages on the back.
[03:35:01.590 --> 03:35:04.251]  They have very, very important messages on the back like
[03:35:05.646 --> 03:35:08.587]  Wake up before it's too late, stop the criminal, end the Fed.
[03:35:08.587 --> 03:35:11.027]  There's eight different t-shirts, eight different variants.
[03:35:11.027 --> 03:35:16.289]  Obama Fascism, ObamaInfoWars.com, Obama New World Order.
[03:35:16.289 --> 03:35:25.051]  And I'm sending a crew out right now to make a viral YouTube video where I'm gonna have my crew plaster BarackObamaInfoWars.com posters everywhere.
[03:35:25.051 --> 03:35:29.733]  We're having a $1,000 prize, I'll announce it next Friday.
[03:35:29.733 --> 03:35:33.994]  You just make a YouTube video, you go out, make a bigger poster, smaller poster, and you just say,
[03:35:35.214 --> 03:35:36.717]  Infowars.com.
[03:35:36.717 --> 03:35:40.244]  You can mix in a little Obama fascism because I think that's closer to what he is.
[03:35:40.244 --> 03:35:44.191]  Socialism is bad enough as if we're going to take money from one group and give it to another.
[03:35:44.191 --> 03:35:47.176]  But this is $30 for the bank, $1 for the people as Max Keiser
[03:35:48.442 --> 03:35:49.443]  And others are broken down.
[03:35:49.443 --> 03:36:00.208]  So, we're going to have this contest launching today up on InfoWars.com to print off the flyers on the Joker Obama posters to go viral page.
