[00:00:00.593 --> 00:00:01.198]  Oh, no!
[02:46:28.967 --> 02:46:29.387]  Thank you, Alex.
[02:46:29.387 --> 02:46:30.768]  All right, there he goes.
[02:46:30.768 --> 02:46:32.489]  I ended up spending more time with us.
[02:46:32.489 --> 02:46:33.929]  Man, I wish he was wrong.
[02:46:33.929 --> 02:46:35.010]  I wish I was wrong.
[02:46:35.010 --> 02:46:41.553]  You know, last hour, I kind of went into this ranting rage about the tyranny we face.
[02:46:41.553 --> 02:46:44.915]  But, I mean, I bet my family that we can beat this.
[02:46:44.915 --> 02:46:53.039]  I mean, let me tell you, if I didn't think we could turn this around, I would leave the United States.
[02:46:53.039 --> 02:46:56.381]  Not that somewhere else would be perfect, but I would get out of the fight.
[02:46:57.375 --> 02:47:03.158]  Because, let me tell you something, the people running things have made a friend with evil.
[02:47:03.158 --> 02:47:11.182]  They have decided that they're going to rule the world, they've got the power, they've got this historic moment, they're going to use it.
[02:47:11.182 --> 02:47:18.245]  And we've got to decide, we've got our historic moment as human beings that stand for freedom and justice to resist these people.
[02:47:18.245 --> 02:47:24.068]  Because, you know, Chris Hedges talks about how they want to render us impotent and where we can't have jobs in the future.
[02:47:24.068 --> 02:47:25.749]  That is the policy of the globalists.
[02:47:26.870 --> 02:47:30.071]  And, you know, Obama is not anti-colonialist.
[02:47:30.071 --> 02:47:33.372]  Colonialism became what you call globalist.
[02:47:33.372 --> 02:47:44.276]  And then the right-wing packages anti-colonialist as communist when the communists are actually running their own form of collectivist colonialism that then implodes and is taken over by the bankers.
[02:47:44.276 --> 02:47:46.357]  I mean, we're facing such a sophisticated situation.
[02:47:46.357 --> 02:47:48.898]  People say, well, are you for Occupy or against it?
[02:47:48.898 --> 02:47:51.719]  The globalists talked about Occupy because their computers
[02:47:53.413 --> 02:48:05.117]  We're able to predict that there would be flare-ups at that moment against the banks, and that people knew that the banker bailouts were a corporate transference of wealth from the people to the elite.
[02:48:05.117 --> 02:48:08.118]  Just a robbery.
[02:48:08.118 --> 02:48:09.658]  A private taxation mechanism.
[02:48:09.658 --> 02:48:12.379]  So they announced, everybody who's mad at corruption in Wall Street, show up.
[02:48:14.107 --> 02:48:18.231]  Then the Democratic operatives show up, and a lot of other activists as well.
[02:48:18.231 --> 02:48:20.053]  Soros is unable to take control of it.
[02:48:20.053 --> 02:48:23.757]  That was going to be kind of the revolutionary arm of the Obama second election.
[02:48:23.757 --> 02:48:30.104]  But with the corporatists running it, the Occupy folks got wise to that, didn't work, so then they flushed them.
[02:48:30.104 --> 02:48:30.985]  And Obama in what, 37?
[02:48:32.486 --> 02:48:43.091]  Locations nationwide and in multiple, a whole bunch of states, 14 states, had people arrested in midnight raids directed by the feds.
[02:48:43.091 --> 02:48:49.535]  Folks, when your police are being directed by feds to scoop up protesters, you're not in Kansas anymore.
[02:48:49.535 --> 02:48:57.999]  You're in a dangerous police state and what people don't get is, well I don't care if I'm in a police state, I want cops and guys with machine guns on every corner because it's for Al-Qaeda.
[02:48:57.999 --> 02:48:59.600]  Let's see, it's not for Al-Qaeda now, it's for you.
[02:49:01.406 --> 02:49:04.507]  And it's because they're planning to take your bank account.
[02:49:04.507 --> 02:49:06.548]  They're planning to devalue your dollar.
[02:49:06.548 --> 02:49:08.628]  They're planning to take your pension fund.
[02:49:08.628 --> 02:49:11.109]  And I don't mean the government pension fund.
[02:49:11.109 --> 02:49:12.530]  I'm talking about your private ones.
[02:49:12.530 --> 02:49:14.310]  They're already doing that in Europe.
[02:49:14.310 --> 02:49:17.011]  Putting taxes on them and stuff.
[02:49:17.011 --> 02:49:24.233]  I mean, I've got financial news on Europe that I'm going to get to after... Well, I guess Dr. Stallman's joining us.
[02:49:24.233 --> 02:49:25.774]  I'm almost out of time.
[02:49:25.774 --> 02:49:27.274]  Where is my financial stack?
[02:49:27.274 --> 02:49:28.695]  I mean, I just hit a few of these right now.
[02:49:28.695 --> 02:49:29.575]  This is so serious.
[02:49:31.132 --> 02:49:37.136]  Folks, and for the millions that are serving this, we're not coming back from this, okay?
[02:49:37.136 --> 02:49:41.499]  You notice, the deeper we get into globalism, NAFTA, GATT, any of it, things get worse.
[02:49:41.499 --> 02:49:44.621]  Because it's meant to be bad.
[02:49:44.621 --> 02:49:48.843]  They write white papers on it, it's horrible!
[02:49:48.843 --> 02:49:53.887]  It's not my opinion we're signing on to evil, it's happened!
[02:49:53.887 --> 02:49:58.570]  The same robber baron families funded Hitler!
[02:49:58.570 --> 02:50:00.251]  Okay, we're in trouble!
[02:50:01.482 --> 02:50:07.604]  These elites put Mao into power because they wanted to have a strong guy take over.
[02:50:07.604 --> 02:50:09.885]  Our government put Mao Zedong into power.
[02:50:09.885 --> 02:50:13.606]  That's been declassified for about 10 years.
[02:50:13.606 --> 02:50:14.727]  I just got chills saying that.
[02:50:14.727 --> 02:50:21.389]  Do you realize, under globalist funding, he killed the Chinese, say 85 million people.
[02:50:21.389 --> 02:50:22.170]  The CIA says 64 million.
[02:50:26.132 --> 02:50:29.173]  Man, they aren't playing games.
[02:50:29.173 --> 02:50:36.377]  They want to reorganize and kind of erase the disc, clear the table in America and Europe.
[02:50:36.377 --> 02:50:40.079]  And they are lining up the troops and the military to do it.
[02:50:40.079 --> 02:50:42.560]  And they're going to do most of it with starvation.
[02:50:44.116 --> 02:50:46.579]  And, man, I just don't want to go down this road.
[02:50:46.579 --> 02:50:49.563]  I mean, they've got America in the guillotine.
[02:50:49.563 --> 02:50:51.626]  And I'm saying, let's get our head out of here.
[02:50:51.626 --> 02:50:53.889]  And let's get our neck out of this thing.
[02:50:53.889 --> 02:50:55.451]  Let's wake up and say, no!
[02:50:55.451 --> 02:50:57.033]  No, no, no!
[02:51:01.127 --> 02:51:02.147]  Aaron Fullin here.
[02:51:02.147 --> 02:51:13.652]  As the Food Police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[02:51:13.652 --> 02:51:17.673]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[02:51:17.673 --> 02:51:20.414]  But frankly, I'm not sure what the Food Police are so afraid of.
[02:51:20.414 --> 02:51:27.977]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[02:51:28.237 --> 02:51:35.984]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[02:51:35.984 --> 02:51:37.105]  But here's some good news.
[02:51:37.105 --> 02:51:42.911]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[02:51:43.271 --> 02:51:46.573]  Since it's still legal to make these foods as long as you can make them yourself.
[02:51:46.573 --> 02:51:49.395]  For more information check out fermentationfactor.com.
[02:51:49.395 --> 02:51:51.397]  That's fermentationfactor.com.
[02:51:51.397 --> 02:51:57.481]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[02:51:57.481 --> 02:51:59.843]  That's www.fermentationfactor.com.
[02:52:00.623 --> 02:52:03.804]  What's the difference in all these online emergency food stores?
[02:52:03.804 --> 02:52:05.244]  The difference is Deseret!
[02:52:05.244 --> 02:52:14.167]  Deseretfoodstore.com has the best price on a one-year supply of restaurant-style gourmet food starting at just $695 for 875 servings.
[02:52:14.167 --> 02:52:20.609]  For the highest quality food with a 30-year shelf life, experience the Deseret difference at Deseretfoodstore.com.
[02:52:20.609 --> 02:52:23.030]  Spelled D-E-S-E-R-E-T.
[02:52:23.030 --> 02:52:23.690]  Or call 801-444-1444.
[02:52:23.690 --> 02:52:24.530]  Deseretfoodstore.com.
[02:52:24.530 --> 02:52:25.371]  Food for now.
[02:52:25.371 --> 02:52:26.071]  Food for life.
[02:52:30.717 --> 02:52:34.879]  In a coming apart world, you need something to keep it tied together.
[02:52:34.879 --> 02:52:36.740]  That something is Atwood Rope.
[02:52:36.740 --> 02:52:38.861]  The highest quality rope made in the USA.
[02:52:38.861 --> 02:52:44.685]  From exotic braids for military, rescue, arborists, shipyards, towline, or boating.
[02:52:44.685 --> 02:52:48.367]  Quality rope at affordable prices you and your customers can depend on.
[02:52:48.367 --> 02:52:51.989]  Find a dealer or shop online at atwoodrope.net.
[02:52:51.989 --> 02:52:57.111]  Enter promo code RADIO to receive 100 feet of 550 paracord free with purchase.
[02:52:57.111 --> 02:52:57.972]  Atwood Rope.
[02:52:57.972 --> 02:52:59.873]  Working to keep the world tied together.
[02:53:00.453 --> 02:53:05.215]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:53:05.215 --> 02:53:08.256]  I want you to know some very important information.
[02:53:08.256 --> 02:53:17.219]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:53:17.219 --> 02:53:22.141]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[02:53:22.765 --> 02:53:34.132]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:53:34.132 --> 02:53:41.136]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:53:41.816 --> 02:53:46.120]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:53:46.120 --> 02:53:49.723]  That's C-A-R-N-I-V-O-R-A dot com.
[02:53:49.723 --> 02:53:53.966]  That's 1-866-836-8735.
[02:53:53.966 --> 02:53:56.989]  1-866-VENUSFLY or visit carnivora.com.
[02:53:56.989 --> 02:53:58.250]  Protect your immune system.
[02:53:58.250 --> 02:53:59.291]  It's the only one you've got.
[02:54:18.868 --> 02:54:24.592]  Well, you just heard a Pulitzer Prize winning top journalist tell you we're going into absolute hell.
[02:54:24.592 --> 02:54:25.713]  And I have all the documents.
[02:54:25.713 --> 02:54:26.794]  I should have brought this up to him.
[02:54:26.794 --> 02:54:28.355]  It'll be about eugenics.
[02:54:28.355 --> 02:54:34.260]  About how they would give the blankets with smallpox and poison food and water to the natives to make them weak.
