[00:00.000 --> 00:09.000]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[03:27:07.600 --> 03:27:11.600]  people and said look it's time for the RNC.
[03:27:11.600 --> 03:27:15.600]  They did not even cover
[03:27:15.600 --> 03:27:19.600]  that in the mainstream media because they want to continue pushing this narrative that all of
[03:27:19.600 --> 03:27:23.600]  our civil rights are now a threat that Donald Trump has been put in power
[03:27:23.600 --> 03:27:27.600]  it just total crap and I was triggered this morning I went to the gym
[03:27:27.600 --> 03:27:31.600]  and I think I'm gonna have to switch to the YMCA because they have banned
[03:27:31.600 --> 03:27:35.600]  CNN from being played at their gym but CNN was on and they had the picture up
[03:27:35.600 --> 03:27:39.600]  side-by-side the fake news photo with a you know 8 30 in the morning
[03:27:39.600 --> 03:27:43.600]  when they took the photo of the crowd and said look here's the inauguration. Oh I know they're
[03:27:43.600 --> 03:27:47.600]  celebrating that no one showed up they were beating people up so they couldn't get in.
[03:27:47.600 --> 03:27:51.600]  I was personally punched repeatedly. Yeah and even CNN they have
[03:27:51.600 --> 03:27:55.600]  I couldn't get in at like nine I had to go like four miles around
[03:27:55.600 --> 03:27:59.600]  and I got attacked there couldn't get in everybody was on video live I had to go like
[03:27:59.600 --> 03:28:03.600]  so I barely got in didn't even get my seats like right up at the front. Right well they
[03:28:03.600 --> 03:28:07.600]  would have 40 people across six six rows deep blocking people off
[03:28:07.600 --> 03:28:11.600]  with like a human chain saying this this entry is blocked
[03:28:11.600 --> 03:28:15.600]  this entry is blocked. The weird thing is it was Black Lives Matter they were almost all white
[03:28:15.600 --> 03:28:19.600]  they'd punch me and say you're a white male FU. Right and it was so racist.
[03:28:19.600 --> 03:28:23.600]  Right well and and then also too I was seeing a tons of signs at the women's march
[03:28:23.600 --> 03:28:27.600]  posted all over social media about how white women voted for Trump don't forget it's white women's
[03:28:27.600 --> 03:28:31.600]  fault you know and then you have these conservative pro-life women who
[03:28:31.600 --> 03:28:35.600]  wanted to be a part of the march and they were excluded from it this isn't about women and equality
[03:28:35.600 --> 03:28:39.600]  in a women's march this is a total. Well I want to get your view on this because I mean I got to say
[03:28:39.600 --> 03:28:43.600]  they were so comically evil hateful and the men were the most
[03:28:43.600 --> 03:28:47.600]  beta like zombies like reanimated corpses
[03:28:47.600 --> 03:28:51.600]  like 85 pounds stumbling around huge black circles
[03:28:51.600 --> 03:28:55.600]  are you happy washing your hands with harsh chemicals
[03:28:55.600 --> 03:28:59.600]  are you happy doing laundry with detergents are you happy paying high
[03:28:59.600 --> 03:29:03.600]  prices find your happiness with pure soap these all natural
[03:29:03.600 --> 03:29:07.600]  earth friendly pure soaps are the very best you've ever used buy
[03:29:07.600 --> 03:29:11.600]  in bulk get at 12 36 or 48 months to plot or get
[03:29:11.600 --> 03:29:15.600]  items individually and still save big you're getting soap products twice as
[03:29:15.600 --> 03:29:19.600]  good as what you're using now earth friendly and natural soaps
[03:29:19.600 --> 03:29:23.600]  your family deserves the best happiness is 5starsoap.com
[03:29:23.600 --> 03:29:27.600]  why not put your money up the drain for a change see them at
[03:29:27.600 --> 03:29:31.600]  5starsoap.com or call 1-800-340-7091
[03:29:31.600 --> 03:29:35.600]  for a catalog calben soap company can save you thousands of dollars
[03:29:35.600 --> 03:29:39.600]  and give you good old fashioned real soaps that are triple concentrated
[03:29:39.600 --> 03:29:43.600]  soaps made from vegetable and coconut oils see their full
[03:29:43.600 --> 03:29:47.600]  selection of soaps at 5starsoap.com that's F-I-V-E
[03:29:47.600 --> 03:29:51.600]  5starsoap.com or call 1-800-340-7091
[03:29:51.600 --> 03:29:55.600]  for a catalog
[03:29:55.600 --> 03:29:59.600]  top scientist and researchers agree we are being hit by toxic
[03:29:59.600 --> 03:30:03.600]  weapons in the food and water supply that are making
[03:30:03.600 --> 03:30:07.600]  us fat sick and stupid so what do we do
[03:30:07.600 --> 03:30:11.600]  about it well for starters don't just sit there and take it
[03:30:11.600 --> 03:30:15.600]  fight back with the all new supercharged brain
[03:30:15.600 --> 03:30:19.600]  force plus and feel the rush without the crash
[03:30:19.600 --> 03:30:23.600]  brain force plus is the next generation of advanced neural
[03:30:23.600 --> 03:30:27.600]  activation and new tropics and now we've added a brand
[03:30:27.600 --> 03:30:31.600]  new ingredient called black pepper fruit extract
[03:30:31.600 --> 03:30:35.600]  that gives you an added kick other
[03:30:35.600 --> 03:30:39.600]  ingredients include vitamin B12 and neurological tonic and
[03:30:39.600 --> 03:30:43.600]  cognitive enhancers that will allow you to flip the switch
[03:30:43.600 --> 03:30:47.600]  and supercharge your state of mind it's the real deal
[03:30:47.600 --> 03:30:51.600]  brain force plus secure your bottle right now
[03:30:51.600 --> 03:30:55.600]  at infowarstore.com
[03:30:55.600 --> 03:30:59.600]  you deserve a deep restful sleep with knockout by info war's life
[03:30:59.600 --> 03:31:03.600]  our organic formula is made from high quality natural
[03:31:03.600 --> 03:31:07.600]  ingredients such as valerian root extract L tryptophan
[03:31:07.600 --> 03:31:11.600]  lemon balm leaf extract and melatonin
[03:31:11.600 --> 03:31:15.600]  knockout packs a powerful punch to get you through the night and achieve proper sleep
[03:31:15.600 --> 03:31:19.600]  millions of people around the world experience daytime drowsiness
[03:31:19.600 --> 03:31:23.600]  but with the rapid speed of life we need to be able to keep up
[03:31:23.600 --> 03:31:27.600]  the pace our natural mixture harnesses the power of
[03:31:27.600 --> 03:31:31.600]  10 known ingredients to let your body relax and get the sleep
[03:31:31.600 --> 03:31:35.600]  you need wake up refreshed and take on the day info war's
[03:31:35.600 --> 03:31:39.600]  life wants to bring you a sleep support formula that goes above and beyond
[03:31:39.600 --> 03:31:43.600]  other leading brands at an affordable price get the sleep you
[03:31:43.600 --> 03:31:47.600]  deserve and experience the power of knockout head on over to info
[03:31:47.600 --> 03:31:51.600]  war's life dot com and say goodbye to fatigue that's info war's
[03:31:51.600 --> 03:31:55.600]  life dot com
[03:31:55.600 --> 03:31:59.600]  I'm so excited the new product info war's life dot com in a glass bottle
[03:31:59.600 --> 03:32:03.600]  two month servings filled to the brim filled to the absolute
[03:32:03.600 --> 03:32:07.600]  top the real red pill this is a heart and
[03:32:07.600 --> 03:32:11.600]  brain pill a new tropic but it doesn't have any stimulants in it
[03:32:11.600 --> 03:32:15.600]  but boy does it stimulate because it's beyond that quite frankly
[03:32:15.600 --> 03:32:19.600]  I just went off what I saw medical doctors
[03:32:19.600 --> 03:32:23.600]  prescribing to their patients but it wasn't prescription but they were charging people
[03:32:23.600 --> 03:32:27.600]  100-200 dollars for the formulae and I
[03:32:27.600 --> 03:32:31.600]  came up with our own formulae working with some scientists and developers non-gmo
[03:32:31.600 --> 03:32:35.600]  made right here in America 120 capsules
[03:32:35.600 --> 03:32:39.600]  and ladies and gentlemen you add the preglonone to it which is the precursor
[03:32:39.600 --> 03:32:43.600]  to all the hormones that your body has to have to even make the hormones
[03:32:43.600 --> 03:32:47.600]  in your glands it is amazing
[03:32:47.600 --> 03:32:51.600]  red pill now available at infowarstore.com and your purchase
[03:32:51.600 --> 03:32:55.600]  fuzz the operation
[03:32:55.600 --> 03:32:59.600]  you're listening to the Alex Jones
[03:32:59.600 --> 03:33:03.600]  show
[03:33:03.600 --> 03:33:07.600]  we are on the march
[03:33:07.600 --> 03:33:11.600]  the empire is on the run
[03:33:11.600 --> 03:33:15.600]  Alex Jones and the GCN radio network
[03:33:15.600 --> 03:33:19.600]  I'm waiting
[03:33:19.600 --> 03:33:23.600]  I'm waiting in my cold cell
[03:33:23.600 --> 03:33:27.600]  when the bell begins to chime
[03:33:27.600 --> 03:33:31.600]  reflecting on my past life
[03:33:31.600 --> 03:33:35.600]  and let's be honest we at this show have changed the world
[03:33:35.600 --> 03:33:39.600]  and I'm more humble than I was 20 years ago
[03:33:39.600 --> 03:33:43.600]  and at 5 o'clock they take me to the gallows pool
[03:33:43.600 --> 03:33:47.600]  I mean they're openly saying they want to kill me they're saying shut us down
[03:33:47.600 --> 03:33:51.600]  I still have love for these wrongs of people
[03:33:51.600 --> 03:33:55.600]  that they were defeating me not in the way they thought
[03:33:55.600 --> 03:33:59.600]  as thousands of women every few minutes went by me screaming
[03:33:59.600 --> 03:34:03.600]  you hope you die fascist Nazi and I try to talk to them
[03:34:03.600 --> 03:34:07.600]  it was all on facebook mentions millions watching they wouldn't talk they just screamed
[03:34:07.600 --> 03:34:11.600]  I was the enemy and then go Trump not hate or hate not Trump
[03:34:11.600 --> 03:34:15.600]  and all this crazy froth and I was just like trying to talk and they wouldn't
[03:34:15.600 --> 03:34:19.600]  humanize me they wouldn't speak to me
[03:34:19.600 --> 03:34:23.600]  they wouldn't listen to me when the whole corporate world government is against
[03:34:23.600 --> 03:34:27.600]  Trump in America they couldn't see
[03:34:27.600 --> 03:34:31.600]  because they thought MSNBC and ABC was God
[03:34:31.600 --> 03:34:35.600]  and now I see the mainstream media and the attacks on America and nationalism
[03:34:35.600 --> 03:34:39.600]  and a global system that's going to destroy national sovereignty
[03:34:39.600 --> 03:34:43.600]  going into high gear what haven't they learned from their defeats
[03:34:43.600 --> 03:34:47.600]  Leigh Ann? Well it's just surreal watching the
[03:34:47.600 --> 03:34:51.600]  mainstream media is absolutely still trying to delegitimize Trump
[03:34:51.600 --> 03:34:55.600]  and every single move there once he called them out on that fake photo
[03:34:55.600 --> 03:34:59.600]  to pick on his crowd size that became their whole thing and so there are still
[03:34:59.600 --> 03:35:03.600]  you're like why are you complaining we said no one showed up or
[03:35:03.600 --> 03:35:07.600]  they're like oh he got rid of Martin Luther King you're like no I didn't hear it as well just shut up
[03:35:07.600 --> 03:35:11.600]  quit bitching they hate the fact he calls them they go he's obsessed with himself
[03:35:11.600 --> 03:35:15.600]  yeah the truth every time you lie he counters you exactly he's got more energy
[03:35:15.600 --> 03:35:19.600]  than all of you they can't stand it let me say I'm 43 I got more energy I thought
[03:35:19.600 --> 03:35:23.600]  Trump's me and it's not a Trump ass kissing contest
[03:35:23.600 --> 03:35:27.600]  Leigh Ann it started to get spooky no I mean here's the thing
[03:35:27.600 --> 03:35:31.600]  is when I was at the gym and CNN was on and I just saw the picture up there I didn't
[03:35:31.600 --> 03:35:35.600]  even stop to watch it I just got so angry because I was in my mind
[03:35:35.600 --> 03:35:39.600]  I'm thinking people only get there are people out there that
[03:35:39.600 --> 03:35:43.600]  I meant to give this to the crew if we don't do it today we'll show it tomorrow that they should like
[03:35:43.600 --> 03:35:47.600]  830 the shot with no one there and said look no one showed up meanwhile it was a record crowd of
[03:35:47.600 --> 03:35:51.600]  like 1.8 million I mean it's just like God I guess we thought
[03:35:51.600 --> 03:35:55.600]  they'd be discredited they go away no they're now like we're discredited let's just
[03:35:55.600 --> 03:35:59.600]  say the moon's made of cheese well and just to prove that they used a photo
[03:35:59.600 --> 03:36:03.600]  from earlier in the morning guys just Google left runs with fake photo
[03:36:03.600 --> 03:36:07.600]  there it is yeah yeah that's what they do you have the meme so I
[03:36:07.600 --> 03:36:11.600]  saw this photo that was out at about you know when I got here
[03:36:11.600 --> 03:36:15.600]  about nine o'clock the other day and I went on at 1030 and told
[03:36:15.600 --> 03:36:19.600]  David Knight I said watch they're gonna use this photo and say that Donald Trump doesn't have
[03:36:19.600 --> 03:36:23.600]  a crowd there you know they're already pushing this and it's all it's right there on the record
[03:36:23.600 --> 03:36:27.600]  at 1030 and then a little bit later they said look sure enough there it is they
[03:36:27.600 --> 03:36:31.600]  tweeted out the photo when their own gigapixel photo that they have shows
