[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[03:52:11.000 --> 03:52:16.000]  and I understand that they can't just pull out because then it'll be like Vietnam with them hanging off helicopters
[03:52:16.000 --> 03:52:23.000]  so my I heard he was gonna like beef it up and then pull out all the way but other folks say he really thinks we can win this thing
[03:52:23.000 --> 03:52:28.000]  that's I think a really big mark against Trump
[03:52:28.000 --> 03:52:36.000]  one thing I say one thing real quick yes sir that um it might just order war you never know that's the thing with Trump you never know what he's gonna do he might tell you he might come on
[03:52:36.000 --> 03:52:41.000]  news oh yeah I'm gonna do this you don't know what he's gonna do man you don't know what he's gonna do man he might be telling them that
[03:52:41.000 --> 03:52:47.000]  and then they didn't go you know moving and he's doing something completely different you know so it's all it's all the art of war man you know
[03:52:47.000 --> 03:52:53.000]  Michael but it's unfortunate that's what I heard I heard it's actually a pullout the next year and he knew that we want to negotiate before it happens
[03:52:53.000 --> 03:53:00.000]  let's see what Rabbi Port thinks Rabbi Port what do you think about the the situation and Trump's announcement now Afghanistan
[03:53:00.000 --> 03:53:08.000]  well just on the surface looking at what he's proposing and so forth you can't win a war in Afghanistan I mean that's out of the question
[03:53:08.000 --> 03:53:16.000]  you know you know you could I guess you could destroy the entire country just reduce it to dust yeah but short of that
[03:53:16.000 --> 03:53:26.000]  the history of the country shows you can't win a war there that's lasting it's impossible because it's not a country it's like a hundred plus tribes
[03:53:26.000 --> 03:53:38.000]  exactly exactly so it's not like you're dealing with a government that collapses and everybody goes oh okay you're now the government alright we submit no it's you know
[03:53:38.000 --> 03:53:45.000]  it's got people everywhere up in the mountains up in the hills the Soviets you know prove that and they're all killing each other
[03:53:45.000 --> 03:53:53.000]  great points Eric Felipe Felipe in California another call from Felipe thanks for holding so long my friend I apologize for having you hold that long
[03:53:53.000 --> 03:54:01.000]  no problem man I've been I've been praying for the president and ever since you've been promoting young gravity I tried out the starter pack
[03:54:01.000 --> 03:54:09.000]  and I tried out X2 and I tried out brain force and they've been amazing I lost a bunch of weight my friends don't even recognize me
[03:54:09.000 --> 03:54:21.000]  okay so I went to the alt left rally or against white supremacy in Venice California and I got to talk to a few people
[03:54:21.000 --> 03:54:29.000]  and I actually want to talk to you about the people that I didn't get on video because they're the ones that did talk to me that let me know what's going on
[03:54:29.000 --> 03:54:39.000]  one guy who was handing out some communist newspaper just looks scared to see that I was wearing an info wars shirt just the fear in his eyes was just unmistakable
[03:54:39.000 --> 03:54:47.000]  it was weird I don't like that look in people's eyes I don't usually get looked at like that and everyone else is pretty cool
[03:54:47.000 --> 03:54:58.000]  I'll tell you that more people outside of the rally and outside of the protesters came to talk to me about what was going on and about their support for the show
[03:54:58.000 --> 03:55:09.000]  so you're well loved in Venice despite how it looks despite the weird communist groups that attract the vast majority of people don't want these people there
[03:55:09.000 --> 03:55:16.000]  they look like tourists they sounded like tourists they ship the anti-fiant I want to be clear
[03:55:16.000 --> 03:55:25.000]  half the public in Seattle didn't know who I was of the half that did say hi 90% were listeners and positive every race color agreed
[03:55:25.000 --> 03:55:40.000]  but there was still maybe one out of 10-15 people wanted to kill me so that's what I'm saying is it's like a lunatic asylum got released is what I'm saying is they've suddenly activated and they're ready to physically attack you
[03:55:40.000 --> 03:55:58.000]  well I got lucky I only saw like three real answer for there I asked them where the protest rally was because they started marching and it turned into it went from against white supremacy to being a protest against the HBO Confederate show
[03:55:58.000 --> 03:56:08.000]  and I was like what's going on with you like you guys know anything about this and only one guy got to see it or whatever so he was saying we have to go against this I'm like whatever they were they were a little bit confused
[03:56:08.000 --> 03:56:19.000]  I'm about to say I don't even understand all that stuff but thank you for the call Felipe I mean most people I couldn't without any Japanese Americans there's a lot of them in Seattle and Chinese Americans
[03:56:19.000 --> 03:56:32.000]  were just because a lot of Chinese have come to America were persecuted or fall on gong I go to was one Chinese restaurant that fall on gong on and I was wondering why they kept buying me dinner the few times I went there a year and finally I noticed it was fall on gong literature
[03:56:32.000 --> 03:56:43.000]  the Epoch Times and then I talked to the owner on their big listers say that family killed in China for just being peaceful Buddhist like Buddhist light and so again it's not about race it's about character right
[03:56:43.000 --> 03:57:04.000]  yeah that's the whole point exactly that's what it's about and I was amused by Felipe's comments because I know Venice California it's very hard to corral all the people the diverse piece talk about diversity you want to see some diversity walk down the
[03:57:04.000 --> 03:57:20.000]  Venice boardwalk in California in LA on a Sunday afternoon in the summer you can't get you know people to line up you got people that are so far on the left that they're on the right and yeah and vice versa you know they've gone so far off the scale that
[03:57:20.000 --> 03:57:36.000]  they're anything that's big they're against it right so it's I understand how that rally changed over there yeah because people generally look at each other and they say okay so what kind of a person is he or she or whatever that's it
[03:57:36.000 --> 03:57:51.000]  that's it that's where it starts on a human level and so these lunatics on the news want to tell you know it doesn't start there it starts with this big picture that we're presenting to you this is good and this is evil and that's it
[03:57:51.000 --> 03:57:58.000]  that's all you can look at and people going to reject that they don't buy that you know
[03:57:58.000 --> 03:58:13.000]  we're out of time I apologize it's Stephen Carlos calls back tomorrow we'll get to you John let's talk the next few days about trying to get you a regular show here I'm about to go live 18 hours and 24 hours a day and I'd like to have you part of that no more fake news dot com info wars dot com
[03:58:13.000 --> 03:58:29.000]  are our sites but it is an incredible exciting time to be alive and I'm all about the character of people's deeds and what they stand for not what color they are God bless you everybody thank you so much the great crew thank you so much David nice tomorrow 8am Central
[03:58:29.000 --> 03:58:57.000]  this is GCN the Genesis communications radio network after me more than two years ago info wars first told you about our research into what has been called the iodine conspiracy I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ and how the government knowingly started taking iodine out of the food and adding fluoride the bad member of the halogen family
[03:58:57.000 --> 03:59:16.000]  into the water they took the good halogen out and put the deadly halogen in and when the Fukushima crisis worsened as it still is worsening today I was there telling you how to prepare yourself and your family now in 2016 even more information has been revealed concerning the connection between iodine and the gut
