[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[03:14:35.000 --> 03:14:42.000]  They've closed down Harley-Davidson dealerships saying they don't know if you're going to attack police.
[03:14:42.000 --> 03:14:48.000]  So now the motorcycle clubs, 99% of them are good people, mainly veterans, patriots.
[03:14:48.000 --> 03:14:49.000]  They just like to go out and have fun.
[03:14:49.000 --> 03:14:50.000]  A lot of them are Christian.
[03:14:50.000 --> 03:14:53.000]  That's the most common motorcycle gang I see are ministries.
[03:14:53.000 --> 03:14:58.000]  Now they're saying, have they seen any type of team jacket or group jacket or MC jacket
[03:14:58.000 --> 03:15:00.000]  that they might be terrorist?
[03:15:00.000 --> 03:15:06.000]  Or as if the Banditos, who I've criticized before because they've acted like thugs in
[03:15:06.000 --> 03:15:11.000]  my presence, as if they would want to go out and start killing cops.
[03:15:11.000 --> 03:15:14.000]  Well, motorcycle clubs have pride in their uniform.
[03:15:14.000 --> 03:15:15.000]  They don't take off their cut.
[03:15:15.000 --> 03:15:16.000]  And that's what you call it, a cut.
[03:15:16.000 --> 03:15:18.000]  They don't take that off.
[03:15:18.000 --> 03:15:22.000]  So a civilian riding around, that's obviously civilian.
[03:15:22.000 --> 03:15:24.000]  These guys, they get hounded.
[03:15:24.000 --> 03:15:25.000]  They get penalized.
[03:15:25.000 --> 03:15:29.000]  They can lose rank, so to say, if they're seen out in public and not wearing their cut.
[03:15:29.000 --> 03:15:30.000]  And that's how that works.
[03:15:30.000 --> 03:15:31.000]  It's a pride thing.
[03:15:31.000 --> 03:15:32.000]  That's their uniform.
[03:15:32.000 --> 03:15:35.000]  They fight to get that, to that, that patch.
[03:15:35.000 --> 03:15:36.000]  They have to prospect.
[03:15:36.000 --> 03:15:39.000]  They have to do all these different things to become that.
[03:15:39.000 --> 03:15:41.000]  And once they get that, that becomes their life.
[03:15:41.000 --> 03:15:42.000]  It's the brotherhood.
[03:15:42.000 --> 03:15:46.000]  It's the family of them existing together and having each other's backs.
[03:15:46.000 --> 03:15:48.000]  You know, it's your brother before yourself.
[03:15:48.000 --> 03:15:49.000]  And that's the way they look.
[03:15:49.000 --> 03:15:50.000]  That's their whole lifestyle.
[03:15:50.000 --> 03:15:54.000]  And it's really strange because a lot of these guys, or most of them that were shot,
[03:15:54.000 --> 03:15:56.000]  they had headshots and chest shots.
[03:15:56.000 --> 03:16:01.000]  Now, if there's two rival gangs having a shootout at a twins peak, don't you think there's going
[03:16:01.000 --> 03:16:06.000]  to be a lot of stray shots in the shoulder, the chest, the stomach, the legs, the head,
[03:16:06.000 --> 03:16:11.000]  some, some grazes, not center mass in the head and in the chest.
[03:16:11.000 --> 03:16:13.000]  That seems like something that's been set up.
[03:16:13.000 --> 03:16:17.000]  It means people were kind of just standing there when it happened.
[03:16:17.000 --> 03:16:18.000]  Well, they said SWAT was there.
[03:16:18.000 --> 03:16:20.000]  Yeah, SWAT was there.
[03:16:20.000 --> 03:16:24.000]  They already, they already contacted the Twin Peaks management prior to that happening,
[03:16:24.000 --> 03:16:25.000]  saying, hey, you guys.
[03:16:25.000 --> 03:16:26.000]  Sure.
[03:16:26.000 --> 03:16:29.000]  And if guys are running around a firefight, as you were describing in there, doing the
[03:16:29.000 --> 03:16:35.000]  moves, even with good, good snipers, they would be grazing, missing and things instead.
[03:16:35.000 --> 03:16:36.000]  It's all dead on.
[03:16:36.000 --> 03:16:40.000]  Yeah, these guys have to be from really good positions from far back where they don't have
[03:16:40.000 --> 03:16:43.000]  to worry about catching any kind of rounds from anything.
[03:16:43.000 --> 03:16:48.000]  And the only, the only round that I've heard of being fired by an MC member came out of
[03:16:48.000 --> 03:16:52.000]  the Twin Peaks restaurant, popped one shot and ran back in and hid.
[03:16:52.000 --> 03:16:55.000]  And that's the only thing I can find so far.
[03:16:55.000 --> 03:16:57.000]  And the security footage shows them running for cover.
[03:16:57.000 --> 03:16:58.000]  Yes, running for cover.
[03:16:58.000 --> 03:16:59.000]  It doesn't show them fighting.
[03:16:59.000 --> 03:17:01.000]  You know, they're not like, hey, we're going to come here and fight.
[03:17:01.000 --> 03:17:06.000]  I've got a buddy who's friend is the head of the Banditos North Houston chapter.
[03:17:06.000 --> 03:17:08.000]  And they said no shots were fired by them.
[03:17:08.000 --> 03:17:09.000]  None.
[03:17:09.000 --> 03:17:10.000]  It was the cops.
[03:17:10.000 --> 03:17:11.000]  Completely.
[03:17:11.000 --> 03:17:13.000]  Well, I know this.
[03:17:13.000 --> 03:17:16.000]  I'm going to get an article up on MFallWars.com.
[03:17:16.000 --> 03:17:22.000]  Law enforcement officials say Banditos MC plan to kill cops with C4 mall off cocktails.
[03:17:22.000 --> 03:17:25.000]  Group disputes claim says Obama would call out military.
[03:17:25.000 --> 03:17:26.000]  They tried to kill cops.
[03:17:26.000 --> 03:17:28.000]  Just think about this though.
[03:17:28.000 --> 03:17:31.000]  There's probably some, you know, undercover fed guys in these MCs.
[03:17:31.000 --> 03:17:35.000]  They're trying to take them down and they're like, hey, man, whatever we're trying to do
[03:17:35.000 --> 03:17:36.000]  isn't working.
[03:17:36.000 --> 03:17:37.000]  Let's stage something.
[03:17:37.000 --> 03:17:41.000]  You know, that's another way that things like that could go down because it's time and time
[03:17:41.000 --> 03:17:45.000]  again, those kind of people infiltrate everything, especially a motorcycle club.
[03:17:45.000 --> 03:17:46.000]  Yeah.
[03:17:46.000 --> 03:17:50.000]  I was reading they infiltrate mainline motorcycle clubs.
[03:17:50.000 --> 03:17:51.000]  Yeah.
[03:17:51.000 --> 03:17:54.000]  I mean, it's possible, but I mean, you know, the Banditos are one percenters.
[03:17:54.000 --> 03:17:56.000]  I mean, that's a lot of drug running math, things like that.
[03:17:56.000 --> 03:17:58.000]  I wonder what they're going to do.
[03:17:58.000 --> 03:18:00.000]  There's a Sturgis rally in the summertime.
[03:18:00.000 --> 03:18:02.000]  And I think we have rock rally happening.
[03:18:02.000 --> 03:18:03.000]  Yeah.
[03:18:03.000 --> 03:18:06.000]  So I wonder what's going to happen here in Texas, the rot rally right after that.
[03:18:06.000 --> 03:18:08.000]  I mean, they even try to stop it.
[03:18:08.000 --> 03:18:10.000]  Am I a criminal now because I ride a motorcycle?
[03:18:10.000 --> 03:18:14.000]  I mean, that's what I want to find out is if I roll up in the Waco on my bike.
[03:18:14.000 --> 03:18:18.000]  Am I going to be shot at by these snipers that they say they have set up out there?
[03:18:18.000 --> 03:18:19.000]  Yeah, that's the big news.
[03:18:19.000 --> 03:18:20.000]  That's why you're here.
[03:18:20.000 --> 03:18:24.000]  I forgot to mention that in this Reuters article, they say snipers are set up on I-35.
[03:18:24.000 --> 03:18:25.000]  Yeah.
[03:18:25.000 --> 03:18:28.000]  So now you're riding a motorcycle and wearing a leather jacket.
[03:18:28.000 --> 03:18:29.000]  Are you being targeted?
[03:18:29.000 --> 03:18:32.000]  Well, I've got a leather vest, so I'm going to wear all that stuff.
[03:18:32.000 --> 03:18:35.000]  I'm thinking I'm going to wear my bulletproof vest this time.
[03:18:35.000 --> 03:18:39.000]  But, you know, it's interesting that they're going to go to that kind of link to say,
[03:18:39.000 --> 03:18:42.000]  all right, you're not going to go after the motorcycle club.
[03:18:42.000 --> 03:18:45.000]  You're completely like banning the motorcycle.
[03:18:45.000 --> 03:18:48.000]  That's like, that's like, that'd be like if somebody ran over somebody with a blue Ford truck,
[03:18:48.000 --> 03:18:50.000]  you're going to ban all trucks.
[03:18:50.000 --> 03:18:52.000]  But they almost did that in LA.
[03:18:52.000 --> 03:18:54.000]  They started shooting at everybody that had a pickup.
[03:18:54.000 --> 03:18:55.000]  Wouldn't even the right color.
[03:18:55.000 --> 03:18:59.000]  I mean, they just overreact to everything.
[03:18:59.000 --> 03:19:03.000]  And when the cops were there, if the cops didn't want any trouble,
[03:19:03.000 --> 03:19:06.000]  why didn't they stop the people from getting together if they were so worried about something happening?
[03:19:06.000 --> 03:19:08.000]  Block out a block on the parking lot.
[03:19:08.000 --> 03:19:11.000]  It's just like when I was in the military, we had prior acknowledgement of something.
[03:19:11.000 --> 03:19:15.000]  We would go and be proactive and try to stop it before it got out of control.
[03:19:15.000 --> 03:19:16.000]  That's all.
[03:19:16.000 --> 03:19:18.000]  That's the whole thing with a peace force.
[03:19:18.000 --> 03:19:20.000]  You're supposed to be a peace force.
[03:19:20.000 --> 03:19:22.000]  You should be there.
[03:19:22.000 --> 03:19:24.000]  Deescalate the situation before it escalates.
[03:19:24.000 --> 03:19:28.000]  You're saying the military was more of a peace force than what you're saying from the police.
[03:19:28.000 --> 03:19:31.000]  What I've seen since I've been back, yes.
[03:19:31.000 --> 03:19:35.000]  In a lot of instances, way more than you would think.
[03:19:35.000 --> 03:19:40.000]  Well, that's the problem militarization of police is you then escalate.
[03:19:40.000 --> 03:19:44.000]  And there's a reason smart governments have non-military police.
[03:19:44.000 --> 03:19:47.000]  It's because they understand it ends up causing civil wars.
[03:19:47.000 --> 03:19:52.000]  When you have the police turn into a military, it's what started us in 1776.
[03:19:52.000 --> 03:19:56.000]  Final segment with some other breaking news straight ahead on TPP.
[03:19:56.000 --> 03:20:21.000]  Stay with us.
[03:20:26.000 --> 03:20:28.000]  That's SilverLungs.com.
[03:20:57.000 --> 03:21:02.000]  This is a nationwide announcement for consumers owing back taxes to the IRS.
[03:21:02.000 --> 03:21:07.000]  The slowdown in the U.S. economy is forced to renewed action by the Internal Revenue Service.
[03:21:07.000 --> 03:21:12.000]  The IRS is now accepting reduced settlement amounts from qualifying consumers who owe back taxes.
[03:21:12.000 --> 03:21:16.000]  If you're eligible, your back tax settlement may be discounted by thousands of dollars,
[03:21:16.000 --> 03:21:20.000]  especially a signed national hotline has been directly routed to defense tax group.
[03:21:20.000 --> 03:21:24.000]  Consumers may now call and check their eligibility for a significant tax debt reduction.
[03:21:24.000 --> 03:21:27.000]  Financial stability is a major priority during the slow economy.
[03:21:27.000 --> 03:21:30.000]  So you're advised to dial this national hotline number now.
[03:21:30.000 --> 03:21:33.000]  800-678-4191.
[03:21:33.000 --> 03:21:38.000]  If you owe more than $10,000 in back taxes to the IRS, you may now find significant relief.
[03:21:38.000 --> 03:21:41.000]  You could save thousands of dollars if you qualify.
[03:21:41.000 --> 03:21:43.000]  Call now and get free vital information.
[03:21:43.000 --> 03:21:46.000]  Add to check your eligibility for a significant tax debt reduction.
[03:21:46.000 --> 03:21:48.000]  Call the defense tax group now.
[03:21:48.000 --> 03:21:51.000]  800-678-4191.
[03:21:51.000 --> 03:21:54.000]  That's 800-678-4191.
[03:21:54.000 --> 03:21:58.000]  800-678-4191.
[03:21:58.000 --> 03:22:01.000]  The folks in my patriot supply get it.
[03:22:01.000 --> 03:22:05.000]  They know the world can be unpredictable and there are some scary things happening right now.
[03:22:05.000 --> 03:22:13.000]  The only way we can make sure we maintain our independence despite the situation is to take control and get prepared.
[03:22:13.000 --> 03:22:17.000]  They've come up with a deal that will help you get prepared for anything.
[03:22:17.000 --> 03:22:21.000]  Right now, you can get a four-week food supply for only $99.
[03:22:21.000 --> 03:22:24.000]  That's almost 50% off the online price.
[03:22:24.000 --> 03:22:30.000]  Call 800-274-3070 to claim yours while supplies last.
[03:22:30.000 --> 03:22:32.000]  Limit Cooper Caller.
[03:22:32.000 --> 03:22:38.000]  This offer isn't available online, so take advantage of this opportunity to get prepared today.
[03:22:38.000 --> 03:22:46.000]  800-274-3070 to get your four-week food supply for the incredible price of only $99.
[03:22:46.000 --> 03:22:50.000]  Call 800-274-3070 right now.
[03:22:50.000 --> 03:23:19.000]  That's 800-274-3070 to claim yours while supplies last.
[03:23:20.000 --> 03:23:30.000]  That's 800-274-3070 to get your four-week food supply for the incredible price of only $99.
[03:23:30.000 --> 03:23:40.000]  That's 800-274-3070 to get your four-week food supply for the incredible price of only $99.
[03:23:40.000 --> 03:23:50.000]  That's 800-274-3070 to get your four-week food supply for the incredible price of only $99.
[03:23:50.000 --> 03:24:00.000]  That's 800-274-3070 to get your four-week food supply for the incredible price of only $99.
[03:24:00.000 --> 03:24:10.000]  There must be some kind of way out of here to joke it a little bit. There's too much confusion.
[03:24:10.000 --> 03:24:14.000]  I can't get no relief.
[03:24:14.000 --> 03:24:18.000]  Like I said, it's hard to turn this off. Crank it up.
[03:24:18.000 --> 03:24:22.000]  There must be some kind of way out of here.
[03:24:22.000 --> 03:24:24.000]  Said I'd joke up to the thieves.
[03:24:24.000 --> 03:24:26.000]  Too much confusion.
[03:24:26.000 --> 03:24:28.000]  There's too much confusion.
[03:24:28.000 --> 03:24:30.000]  Get out on purpose.
[03:24:30.000 --> 03:24:32.000]  The world's too confusing.
[03:24:32.000 --> 03:24:38.000]  The globalists control the foundations and the systems and the central banks, and they're in control.
[03:24:38.000 --> 03:24:42.000]  They create chaos, but only to then pose as the saviors.
[03:24:42.000 --> 03:24:47.000]  But we see through their eyes, we know their battle plan, and we are decompartmentalizing it.
[03:24:47.000 --> 03:24:54.000]  Obama's trade bill narrowly clears Key Senate hurdle, and even CNBC saying don't do it.
[03:24:54.000 --> 03:25:00.000]  That's the top story right now. Republicans help pass it with Obama to give him fast track.
[03:25:00.000 --> 03:25:03.000]  Now it's got to go through a few other hurdles, but then it's done.
[03:25:03.000 --> 03:25:07.000]  This is really bad news, and it just shows how to control these people are.
[03:25:07.000 --> 03:25:10.000]  Quick comments from Joe Beggs and Rob Dew on this.
[03:25:10.000 --> 03:25:12.000]  I want to shift gears into the situation.
[03:25:12.000 --> 03:25:15.000]  I'll stay at the abortuary.
