[00:00.000 --> 00:11.000]  There is a lot of controversy around this network about Alex Jones, for example.
[3:29:49.840 --> 3:29:56.120]  heating pad at sunshine pillows calm we all know that the outside toxins in the
[3:29:56.120 --> 3:30:00.440]  water is a serious health issue info wars is proud to sell incredible filters
[3:30:00.440 --> 3:30:04.400]  but it's almost impossible to keep up with every faucet shower and sink in
[3:30:04.400 --> 3:30:08.200]  your home that's why we're bringing you something to provide clean water for
[3:30:08.200 --> 3:30:12.680]  your whole house with one system the pro pure whole house water filtration
[3:30:12.680 --> 3:30:18.120]  system is an advanced four-stage compact filtration system that will provide
[3:30:18.120 --> 3:30:22.840]  water filtration for your entire home removing 220 plus contaminants from your
[3:30:22.840 --> 3:30:27.880]  water it's compact in size easy to install and maintain and keeps fluoride
[3:30:27.880 --> 3:30:32.200]  and other dangerous toxins out of your water supply and away from you and your
[3:30:32.200 --> 3:30:36.320]  family with its broad spectrum contaminant reduction you'll only need
[3:30:36.320 --> 3:30:40.880]  this one filter for clean and refreshing water all over your home head to
[3:30:40.880 --> 3:30:45.360]  infowarstore.com and whether it's your first water filtration purchase or
[3:30:45.360 --> 3:30:49.360]  you're looking to replace your current rundown systems it's time to go big and
[3:30:49.360 --> 3:30:54.760]  go home with the pro pure whole house filtration system today it's really hard
[3:30:54.760 --> 3:30:59.200]  to have the energy at the end of the day to still get to the gym or to go for a
[3:30:59.200 --> 3:31:04.000]  run or go to the park or heck even take your dogs for a walk believe me I know I
[3:31:04.000 --> 3:31:08.000]  spend hours in front of a screen and then hours in front of bright lights every
[3:31:08.000 --> 3:31:13.280]  day but thanks to supermail vitality at infowarstore.com I still have that
[3:31:13.280 --> 3:31:17.560]  energy there's no way I could have the energy at the end of a long day to fight
[3:31:17.560 --> 3:31:21.240]  back against the chemicals and the food and water to fight back against the
[3:31:21.240 --> 3:31:25.320]  modern-day lifestyle with the screen time and the extended hours to still have
[3:31:25.320 --> 3:31:30.160]  the stamina and endurance energy and drive to get to the gym get to the park
[3:31:30.160 --> 3:31:36.280]  and get exercise that you need for your health so go to infowarstore.com and get
[3:31:36.280 --> 3:31:40.640]  supermail vitality before it's gone this is actually our last run of
[3:31:40.640 --> 3:31:46.000]  supermail vitality so I want you to experience supermail vitality before
[3:31:46.000 --> 3:31:53.680]  it's too late unleash the supermail and you supermail vitality
[3:31:53.680 --> 3:31:59.440]  nourish a probiotic friendly environment in your gut with prebiotic fiber by
[3:31:59.440 --> 3:32:05.280]  info wars life help the good bacteria thrive and support overall digestive
[3:32:05.280 --> 3:32:10.520]  health with our specially formulated prebiotic fiber a mixture of clinically
[3:32:10.520 --> 3:32:16.360]  studied and organic acacia fruit and flax fiber prebiotic fiber is soluble
[3:32:16.360 --> 3:32:20.880]  fiber that ferments in the gut to help feed good bacteria which helps you
[3:32:20.880 --> 3:32:26.240]  digest food absorb nutrients and even support your immune system info wars
[3:32:26.240 --> 3:32:30.760]  life's cutting-edge formula only brings you the highest quality organic and
[3:32:30.760 --> 3:32:35.720]  clinically studied ingredients cheap prebiotic fibers are used up only at the
[3:32:35.720 --> 3:32:41.320]  beginning of the colon but our premium organic acacia fiber is slowly digested
[3:32:41.320 --> 3:32:46.640]  by the good bacteria throughout the entire colon for maximum prebiotic
[3:32:46.640 --> 3:32:58.320]  effect head to info wars life.com or call 1-888-253-3139 you're listening to the
[3:32:58.320 --> 3:33:24.800]  alex jones show the answer to 1984 is 1776 you're listening to the alex jones
[3:33:24.800 --> 3:33:34.920]  show with Gerald Salente. Hey thanks for having me great being on and hosting
[3:33:34.920 --> 3:33:40.600]  info wars alex jones and I thank them so much for all that they do and remember
[3:33:40.600 --> 3:33:46.800]  today is the last day of the end of the year total store clearance and they just
[3:33:46.800 --> 3:33:53.480]  heard that they're going to be running out of that male vitality what do I love
[3:33:53.480 --> 3:33:58.360]  male vitality take it all the time put a whole load of it because they're not
[3:33:58.360 --> 3:34:03.640]  going to be having it for a while as they say you know they're running out so
[3:34:03.640 --> 3:34:07.640]  super male vitality is one of my favorite products stuff especially for an
[3:34:07.640 --> 3:34:12.480]  old cat like me you know you got to keep going and super male vitality puts that
[3:34:12.480 --> 3:34:17.720]  extra boost in there when you need it and also one of my other favorite products
[3:34:17.720 --> 3:34:23.840]  is their toothpaste man super blue toothpaste 60% off and you got to keep
[3:34:23.840 --> 3:34:30.000]  those teeth white so white and healthy so do all you can to support info wars
[3:34:30.000 --> 3:34:35.560]  and to keep the truth coming as we keep keep getting fed more and more lives
[3:34:35.560 --> 3:34:42.240]  propaganda and distortions of the facts and I was talking before about the
[3:34:42.240 --> 3:34:46.920]  economy and how we had come out and said that it was going to be an economic
[3:34:46.920 --> 3:34:56.080]  9-11 it was based solely on the fact of rising interest rates was that monetary
[3:34:56.080 --> 3:35:00.200]  method drove up the markets and now you're pulling it out markets are going
[3:35:00.200 --> 3:35:07.040]  to go down so too is the economy again look at the housing data apartments by
[3:35:07.040 --> 3:35:10.120]  the way apartment rentals are going way up because people can't afford to buy
[3:35:10.120 --> 3:35:16.040]  homes and with interest rates moving up makes it much harder so the numbers are
[3:35:16.040 --> 3:35:23.400]  there and so what we're saying is that if the whole world outside of the United
[3:35:23.400 --> 3:35:29.160]  States is going with low interest rates they just had it they just up in
[3:35:29.160 --> 3:35:36.120]  Canada Fed met they didn't raise interest rates over there in Australia
[3:35:36.120 --> 3:35:44.360]  poof that housing markets going down they didn't raise interest rates so it
[3:35:44.360 --> 3:35:50.200]  over there in the ECB European Central Bank you know what they're going to raise
[3:35:50.200 --> 3:35:57.880]  interest rates they have negative interest rates well we might raise them
[3:35:57.880 --> 3:36:08.560]  by the summer of 2019 it's coming summer
[3:36:08.560 --> 3:36:15.800]  everybody's with low interest rates and they're all injecting money into the
[3:36:15.800 --> 3:36:28.760]  economy auto sales in China fell 3% in 2018 their first decline in about two
[3:36:28.760 --> 3:36:41.240]  decades China's retail sales boop down to 15 year lows oh and you heard about
[3:36:41.240 --> 3:36:48.840]  Apple you saw that stock dive last week when they said that their sales over
[3:36:48.840 --> 3:36:57.280]  there in China slumped and they blamed it on two things trading tariffs was
[3:36:57.280 --> 3:37:06.240]  there's no tariff and trade wars again that's all BS minor minor the effects
[3:37:06.240 --> 3:37:12.960]  0.7% of everything goes into play that will hurt China that's not people are
[3:37:12.960 --> 3:37:19.600]  in buying cars people aren't going to retail because who we're afraid of
[3:37:19.600 --> 3:37:26.400]  tariffs and trade wars grow up junior who you're talking to cookie well cook I
[3:37:26.400 --> 3:37:32.120]  got to be proper Timmy we're in that cat really dressed cool yeah one of our
[3:37:32.120 --> 3:37:37.600]  top trends by the way is that you know the Kings James Bible they say that the
[3:37:37.600 --> 3:37:44.120]  meek shall inherit the earth we say Kings James spelt it wrong it's the geeks
[3:37:44.120 --> 3:37:49.440]  have inherited the earth look at the way these people present themselves look
[3:37:49.440 --> 3:37:54.360]  at them that's the style that they have that's the passion that they have you
[3:37:54.360 --> 3:37:58.040]  can see how they dress how they look how they talk and who they are just look
[3:37:58.040 --> 3:38:03.280]  at Zuckerberg the only thing that changed from Steve Jobs to him is a
[3:38:03.280 --> 3:38:11.920]  color in a t-shirt from black to blue going back to cookie a cook or cook with
[3:38:11.920 --> 3:38:17.600]  his crap that their sales have gone down in China because of trade wars and a
[3:38:17.600 --> 3:38:22.800]  slow in economy the reason their sales have gone down is the same reason they've
[3:38:22.800 --> 3:38:31.040]  been going down now for two years cookie your product is too expensive and
[3:38:31.040 --> 3:38:36.800]  Huawei and other manufacturers that had taken over are coming out with more
[3:38:36.800 --> 3:38:42.480]  innovative products that are a lot cheaper than yours so save your cookie
[3:38:42.480 --> 3:38:51.120]  crap for somebody else junior that's what's going on there's a global slow
[3:38:51.120 --> 3:39:05.000]  down China they announced that they weren't going to increase cheap dough
[3:39:05.000 --> 3:39:12.320]  going into the system that was a week ago now China steers cash to small
[3:39:12.320 --> 3:39:20.160]  businesses oh small businesses yes small businesses employ about 90% of the
[3:39:20.160 --> 3:39:26.480]  people in China they're dumping all the dough they can to boost up the Chinese
[3:39:26.480 --> 3:39:37.360]  economy Japan negative interest rates bond yields 10-year bond cash it in in
[3:39:37.360 --> 3:39:42.240]  10 years you get less than what you're boarded for who's buying them the
[3:39:42.240 --> 3:39:50.320]  government's buying the central bank students five trillion dollars in debt
[3:39:50.320 --> 3:40:01.600]  China's GDP came in last quarter minus 2.5 there's a global recession coming
[3:40:01.600 --> 3:40:07.240]  underway over there in Europe I got a good deal for you want to invest in one
[3:40:07.240 --> 3:40:13.880]  of those banks because I'm joking I don't give investment advice bank stocks
[3:40:13.880 --> 3:40:21.520]  are down 25% last year 2018 and Deutsche Bank that big German bank down
[3:40:21.520 --> 3:40:40.960]  nearly 60% in stock value one after another European bank takes helm of
[3:40:40.960 --> 3:40:52.440]  troubled Italian leader that's right they got real problems going on so what
[3:40:52.440 --> 3:41:00.400]  Alex is saying about the Fed raising rates aggressively while they didn't do
[3:41:00.400 --> 3:41:05.040]  it before is 100% right and again I'm not taking a stand on this but what's
[3:41:05.040 --> 3:41:11.360]  right is right you don't raise rates when the whole world's rates are going
[3:41:11.360 --> 3:41:22.040]  down because not only does it hurt the United States and again I'm no fan by
[3:41:22.040 --> 3:41:32.560]  the way of what Powell said over there before about watching the markets he
[3:41:32.560 --> 3:41:40.400]  said we're listening sensitively to the messages markets ascending the equity
[3:41:40.400 --> 3:41:45.120]  markets are not the global economy or not the national economy data gamblers
[3:41:45.120 --> 3:41:51.880]  markets the casino players that drove this thing up way out of sight without
