[00:00.000 --> 00:05.000]  1884 is 1776.
[3:47:44.240 --> 3:47:48.760]  meetings with members of Congress and the White House staff and then they're quoted
[3:47:48.760 --> 3:47:54.360]  by the Rolling Stone and others is saying they were mad when Trump said go to the capital
[3:47:54.360 --> 3:48:00.200]  and that that was just too much for them. Well, I saw all the organizers praise that
[3:48:00.200 --> 3:48:05.240]  and say that was great and go woo, woo, because I was there with them in the second row. They
[3:48:05.240 --> 3:48:10.800]  were all sitting around me. All of them. All three groups that didn't like each other.
[3:48:10.800 --> 3:48:17.640]  And I saw them all run down there and run down to the capital all excited. So and then
[3:48:17.640 --> 3:48:22.480]  I see these articles like, look, here's Roger Stone or Alex Jones at this hotel. We found
[3:48:22.480 --> 3:48:27.080]  the secret war room and there's Alex Jones in the interviewing General Flynn and they
[3:48:27.080 --> 3:48:32.400]  got photos of here is the hotel photos. And you could tell this is the same room Jones
[3:48:32.400 --> 3:48:36.040]  was in. We never hid the fact that we were in that particular hotel. But the idea that
[3:48:36.040 --> 3:48:40.320]  we're like in their meeting to attack. And now we know why the day of the event the next
[3:48:40.320 --> 3:48:47.240]  day January 6, they sent a SWAT team to Roger's door. But Roger said this is BS. This thing's
[3:48:47.240 --> 3:48:51.960]  badly handled. This is out of control. He couldn't even get to the crowds to the ellipse.
[3:48:51.960 --> 3:48:56.920]  So he got on an airplane and left and said, I advise you to basically get out of there.
[3:48:56.920 --> 3:49:03.760]  This is idiotic. He said, this is a cluster f u dash CK. So I'm going to leave it at that.
[3:49:03.760 --> 3:49:07.320]  And I'm not trying to give it inside baseball. We've talked about this before, Roger, but
[3:49:07.320 --> 3:49:11.840]  I mean, I used to laugh at them calling you a Russian agent and then they indicted you
[3:49:11.840 --> 3:49:15.520]  and then falsely convicted you were pardoned. So I'm not laughing now, even though I know
[3:49:15.520 --> 3:49:21.080]  none of this is true. They are literally obsessed with you and I and Trump and Gozer and a few
[3:49:21.080 --> 3:49:26.600]  others claiming we all schemed for January 6 when it was the FBI and others that clearly
[3:49:26.600 --> 3:49:32.600]  helped run that fiasco, not us. Yeah, no, this is actually a historic moment. The Washington
[3:49:32.600 --> 3:49:39.640]  Post for the first time in 40 years has actually accurately reported something regarding me.
[3:49:39.640 --> 3:49:43.960]  If there was a war room in the Willard hotel, I don't know about it. I wasn't there and
[3:49:43.960 --> 3:49:48.800]  know nothing about it. I wasn't there on the ellipse. I wasn't there at the Capitol. I
[3:49:48.800 --> 3:49:52.960]  don't know anything about it. I denounced the illegality as soon as it happened. It was
[3:49:52.960 --> 3:49:59.080]  stupid counterproductive. Now ABC News has tried to smear me through guilt by association
[3:49:59.080 --> 3:50:03.320]  because I had my picture taken with somebody who knew somebody who knew somebody who might
[3:50:03.320 --> 3:50:08.280]  have been arrested. The Washington Post actually correctly reported. I don't know anything about
[3:50:08.280 --> 3:50:14.320]  a war room. I wasn't there. I know nothing about it. This is part and parcel of the same
[3:50:14.320 --> 3:50:15.320]  thoughts.
[3:50:15.320 --> 3:50:19.360]  But they call it a war room. I had a suite to do interviews. That's what I do. I'm a
[3:50:19.360 --> 3:50:26.080]  news person. Like they ask, why did Jones have the rooftop by the Capitol rented? Because
[3:50:26.080 --> 3:50:30.480]  anybody can go there. I was up there with 30 different news agencies and we rented a
[3:50:30.480 --> 3:50:37.720]  little outdoor area. I mean, it's like, why does Jones have satellites? Yes, we went to
[3:50:37.720 --> 3:50:44.000]  cover the event. Yes, I'd rented it many times before and done the show from the damn rooftop.
[3:50:44.000 --> 3:50:49.640]  It's not a war room. The show is called War Room, which means a political war room.
[3:50:49.640 --> 3:50:54.280]  Well, and the real war room is with Owen Schreuer later in the day, not the fake war room. By
[3:50:54.280 --> 3:50:59.080]  the way, this has to be disposed of. The Steve Bannon question is really extraordinary.
[3:50:59.080 --> 3:51:03.000]  All Steve has to do is say the following, I assert my Fifth Amendment rights not to
[3:51:03.000 --> 3:51:08.360]  be questioned. They can't charge him and they can't compel him. Why is he being a drama queen?
[3:51:08.360 --> 3:51:12.480]  I'm not really sure what that's all about. Just assert your Fifth Amendment rights.
[3:51:12.480 --> 3:51:15.960]  No one in their right mind would go before in this committee under oath knowing that it's
[3:51:15.960 --> 3:51:16.960]  a rigged deal.
[3:51:16.960 --> 3:51:20.880]  I know you should admire Bannon, but back during the campaign when Trump first got elected
[3:51:20.880 --> 3:51:24.560]  and then later towards the end, you got concerned. Is there any way for you and Bannon to bury
[3:51:24.560 --> 3:51:25.560]  the hatchet?
[3:51:25.560 --> 3:51:29.720]  No, he testified against me falsely. Look, he told the House Intelligence Committee,
[3:51:29.720 --> 3:51:34.640]  he never spoke to me regarding WikiLeaks or Julian Assange, and on the stand as a star
[3:51:34.640 --> 3:51:39.240]  witness for Robert Mueller, he said that, oh, he'd only talked to me about it in every
[3:51:39.240 --> 3:51:44.240]  single phone conversation he had. So he was prepared to send me to die in a dank Georgia
[3:51:44.240 --> 3:51:48.240]  prison. And no, I'm not getting over that. Sorry. Just not getting over it.
[3:51:48.240 --> 3:51:52.360]  Hey, I understand. I understand. It's just he does do a lot of good work, as you know.
[3:51:52.360 --> 3:51:56.800]  So do you. And that is wrong. I mean, I don't know. Maybe he should answer for that. I mean,
[3:51:56.800 --> 3:52:00.320]  he should explain how he testified that you weren't talking to WikiLeaks, but later he
[3:52:00.320 --> 3:52:01.320]  did.
[3:52:01.320 --> 3:52:04.840]  Well, look, I've challenged him to come here on Info Wars. That's fine with me. Come at
[3:52:04.840 --> 3:52:09.880]  Stone Cold Truth, if you want to meet me at Real America's Voice, where he has a show.
[3:52:09.880 --> 3:52:14.160]  He doesn't respond. But you can read in the New York Post, even Jonathan Turley, the George
[3:52:14.160 --> 3:52:18.720]  Washington University law professor, who's a liberal, read his testimony before the House
[3:52:18.720 --> 3:52:23.280]  Committee, read his testimony on the stand where he was working with Robert Mueller.
[3:52:23.280 --> 3:52:26.920]  And it's very clear that he lied in one place or the other. That's what they charged me
[3:52:26.920 --> 3:52:32.080]  with, lying to Congress, even though no misstatement that I made to Congress was either material
[3:52:32.080 --> 3:52:35.160]  or relevant or hit any underlying crime.
[3:52:35.160 --> 3:52:40.200]  Yeah. Well, let's talk 35,000 foot view here. We need Trump to run. He's not perfect, but
[3:52:40.200 --> 3:52:44.400]  I know he means well and he wants to save America. Obviously, he's the best guy. DeSantis,
[3:52:44.400 --> 3:52:47.640]  I think, is pretty good as well, but went to Yale. You know, that's a little bit of a
[3:52:47.640 --> 3:52:51.280]  strike against him. How do we make sure Trump runs, even if they're going to try to steal
[3:52:51.280 --> 3:52:57.120]  it? We need him in there to create a huge surge that, you know, only a giant landslide
[3:52:57.120 --> 3:53:01.760]  can override a fraud slide. So we've got to get Trump to run. He's been exercising a
[3:53:01.760 --> 3:53:06.760]  lot. He looks better than he did even a year ago. I know you talk to the big guy a lot.
[3:53:06.760 --> 3:53:10.200]  And you know, a few months ago, you said, no, he's going to run. And that's what he
[3:53:10.200 --> 3:53:13.920]  was saying then. The media did not pick that up because they don't like that news. But
[3:53:13.920 --> 3:53:18.160]  they're definitely scared. Fiona Hill, Prince Valiant, you know, is saying it's the end
[3:53:18.160 --> 3:53:23.800]  of America and Trump basically gets reelected. We must have Trump run again, shouldn't we?
[3:53:23.800 --> 3:53:27.040]  They're so afraid of him. It's so obvious that they're afraid of him. That's why you
[3:53:27.040 --> 3:53:32.360]  had this New York witch hunt, trying to knock him out. That's why they are constantly investigating
[3:53:32.360 --> 3:53:37.240]  when there's nothing to investigate. He strikes fear into the heart of the deep state because
[3:53:37.240 --> 3:53:41.440]  he's beaten them twice and they know it. So he's my first choice. I want to be absolutely
[3:53:41.440 --> 3:53:45.040]  clear about that. And I pray that he runs, but I've also made it very clear that if he
[3:53:45.040 --> 3:53:49.520]  chooses not to run, I am going to launch a national effort to draft General Michael
[3:53:49.520 --> 3:53:56.560]  Flynn. He is a man of destiny. He is a Bible-believing Christian. He believes in the U.S. Constitution.
[3:53:56.560 --> 3:54:01.160]  He's fearless. He proved that on the battlefield where he saved other soldiers and put his
[3:54:01.160 --> 3:54:02.640]  own life on the line.
[3:54:02.640 --> 3:54:05.440]  Absolutely. Flynn's the real deal.
[3:54:05.440 --> 3:54:09.760]  He is. Look, I don't think he wants to run for president. But you know what? Alex Dwight
[3:54:09.760 --> 3:54:13.640]  Eisenhower didn't want to run for president either. And he's one of the greatest presidents
[3:54:13.640 --> 3:54:19.600]  of my lifetime, brought us unprecedented peace and prosperity. So look, if Donald Trump doesn't
[3:54:19.600 --> 3:54:24.160]  run and I pray to God that he does, because he's our best candidate, I'm very clear. I'm
[3:54:24.160 --> 3:54:27.600]  going to try to draft General Michael Flynn, whether he likes it or not.
[3:54:27.600 --> 3:54:31.000]  Well, I'm in the same boat because we didn't think Trump was going to run six months ago.
[3:54:31.000 --> 3:54:34.800]  And now it looks like he is. Wow. What are they going to throw at Trump to try to keep
[3:54:34.800 --> 3:54:38.640]  him from doing it? Because, you know, they mess with him too much. That'll only make
[3:54:38.640 --> 3:54:39.640]  him stronger.
[3:54:39.640 --> 3:54:45.360]  Well, now they're investigating his golf courses in New York, having found nothing in his business,
[3:54:45.360 --> 3:54:50.960]  having charged an 80-year-old, you know, CFO, Allen Weisselberg, who by the way is one of
[3:54:50.960 --> 3:54:57.360]  the most honest guys I've ever known, known him for 30 years. Oh, he used an apartment
[3:54:57.360 --> 3:55:02.720]  when his place was being renovated and he didn't report that. And he had use of a car. These
[3:55:02.720 --> 3:55:09.040]  are not exactly capital crimes. Anthony Fauci went before Congress and he lied about the
[3:55:09.040 --> 3:55:17.080]  origins of a virus, the vaccination for which has damaged or injured thousands of people,
[3:55:17.080 --> 3:55:18.080]  probably hundreds of thousands.
[3:55:18.080 --> 3:55:22.640]  And he know when we weaponize the virus, he should be arrested immediately.
[3:55:22.640 --> 3:55:27.400]  When is he, when are 29 FBI agents charging his home at six o'clock in the morning? When
