[00:00.000 --> 00:10.580]  xbox test
[03:28:57.680 --> 03:29:03.120]  now have two convenient choices to get fast relief without taking another pill.
[03:29:03.120 --> 03:29:08.640]  Because now, Sunny Bay heating wraps and pillows are available at both Amazon and Walmart.
[03:29:08.640 --> 03:29:09.640]  Yes!
[03:29:09.640 --> 03:29:15.560]  See Sunny Bay's 4.5 to 5 star customer reviews on Amazon.com or Walmart.com.
[03:29:15.560 --> 03:29:20.400]  Your microwavable heat wraps, heatable neck pillows, and extra large body wraps are designed
[03:29:20.400 --> 03:29:24.080]  better for perfect support where and when you need it.
[03:29:24.080 --> 03:29:29.040]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing,
[03:29:29.040 --> 03:29:33.040]  hot or cold therapy to help treat temporary or chronic pain.
[03:29:33.040 --> 03:29:37.160]  And the best part, Sunny Bay quality products started under $20.
[03:29:37.160 --> 03:29:42.720]  Join thousands of happy customers and see why Sunny Bay products have a lifetime, 100%
[03:29:42.720 --> 03:29:45.320]  positive rating on both Amazon and Etsy.
[03:29:45.320 --> 03:29:46.320]  It's easy.
[03:29:46.320 --> 03:30:16.160]  Amazon or Walmart, and search today for Sunny Bay.
[03:30:16.320 --> 03:30:24.480]  We have Dan Lyman covering Infowars Europe, Paul Joseph Watson in the UK, Millie Weaver
[03:30:24.480 --> 03:30:30.000]  and Kaitlyn Bennett in the American Heartland, and from Austin, Texas, a team of reporters
[03:30:30.000 --> 03:30:34.240]  and crew ready to be dispatched wherever the story is going down.
[03:30:34.240 --> 03:30:38.440]  We are not done winning, and with your support, we will keep winning.
[03:30:38.440 --> 03:30:39.880]  We have to keep winning!
[03:30:39.880 --> 03:30:40.880]  We have to win more!
[03:30:40.880 --> 03:30:43.720]  Go to InfowarsStore.com.
[03:30:43.720 --> 03:30:49.200]  You have gone to InfowarsStore.com and gotten books and films, supplements and t-shirts
[03:30:49.200 --> 03:30:52.480]  and water filtration, air filtration and things you need.
[03:30:52.480 --> 03:30:57.640]  SuperMell Vitality is already in the top three of our best sellers for the six years we've
[03:30:57.640 --> 03:30:58.720]  had it.
[03:30:58.720 --> 03:31:04.320]  It is an award-winning formula produced in Utah by one of the top herbal companies in
[03:31:04.320 --> 03:31:06.600]  the nation that we've been private labeling.
[03:31:06.600 --> 03:31:08.120]  It is cold pressed.
[03:31:08.120 --> 03:31:13.640]  It takes at least three times the herbs that are wild-crafted and organic to be able to
[03:31:13.640 --> 03:31:14.640]  produce this.
[03:31:14.640 --> 03:31:15.800]  It's not boiled.
[03:31:15.800 --> 03:31:16.800]  It's not heated.
[03:31:16.800 --> 03:31:17.800]  It's never been dried.
[03:31:17.800 --> 03:31:20.440]  It's taken from fresh herbs.
[03:31:20.440 --> 03:31:23.080]  That's why it's so strong.
[03:31:23.080 --> 03:31:26.800]  That's why it's so effective for libido, stamina and energy.
[03:31:26.800 --> 03:31:33.240]  And I'm so excited about SuperMell Vitality and Carnivore 30 that I'm offering you with
[03:31:33.240 --> 03:31:40.680]  every order of SuperMell Vitality at 25% off a free bottle of Carnivore Digestive Enzyme.
[03:31:40.680 --> 03:31:44.880]  We're going to sell out of this very quickly, but it's an offer so that you experience how
[03:31:44.880 --> 03:31:47.200]  amazing both these products are.
[03:31:47.200 --> 03:31:53.480]  Secure yours at InfowarsStore.com today or InfowarsLife.com.
[03:31:53.480 --> 03:31:58.600]  It's been a year since Infowars and our other channels were completely banned off of YouTube.
[03:31:58.600 --> 03:32:02.400]  We had over five billion views when we got banned and we're credited with getting Donald
[03:32:02.400 --> 03:32:06.560]  Trump elected because we were able to punch through and reach the grassroots.
[03:32:06.560 --> 03:32:11.160]  Now as we enter the 2020 election cycle, it's more important than ever that there be a place
[03:32:11.160 --> 03:32:15.920]  where the censors are unable to block the signal and it's now here.
[03:32:15.920 --> 03:32:16.920]  Band.video.
[03:32:16.920 --> 03:32:23.440]  Band.video is the answer for libertarians, conservatives, nationals, pro-gun, pro-life,
[03:32:23.440 --> 03:32:30.280]  pro-human individuals to have their own platform where videos banned by YouTube, Facebook and
[03:32:30.280 --> 03:32:31.960]  Twitter are still available.
[03:32:31.960 --> 03:32:35.840]  It's your favorite content for media personalities banned by Big Tech.
[03:32:35.840 --> 03:32:40.200]  Works on every device, take your shows on the go with band.video.
[03:32:40.200 --> 03:32:44.880]  Watch live shows on demand content and join in on the conversation from anywhere with
[03:32:44.880 --> 03:32:46.380]  band.video.
[03:32:46.380 --> 03:33:15.360]  Other videos with your friends via Facebook, Twitter, SMS, email and more, band.video.
[03:33:15.360 --> 03:33:16.360]  All right.
[03:33:16.360 --> 03:33:17.360]  Thanks for watching.
[03:33:17.360 --> 03:33:18.360]  I'll see you next time.
[03:33:18.360 --> 03:33:47.080]  I'll see you next time.
[03:33:48.360 --> 03:34:06.620]  In the last week, it's been one of the top news stories in the country.
[03:34:06.620 --> 03:34:11.320]  Hundreds of newspapers, covered on the nightly news, Stephen Colbert has talked about it.
[03:34:11.320 --> 03:34:17.800]  My interview a year ago with Alexa from Amazon.com.
[03:34:17.800 --> 03:34:27.700]  And I simply pointed out a year ago news articles where Amazon is connected to the CIA and Alexa
[03:34:27.700 --> 03:34:33.620]  is tied in and dialed in to their big AI mainframe computers to spy on everything going on in
[03:34:33.620 --> 03:34:37.940]  your house and then target you with marketing with the information.
[03:34:37.940 --> 03:34:41.060]  That's all completely and totally admitted.
[03:34:41.060 --> 03:34:45.940]  But Stephen Colbert comes out doing PR for one of the biggest corporations in the world
[03:34:45.940 --> 03:34:47.540]  and says that I'm a cook.
[03:34:47.540 --> 03:34:53.780]  It's not spying on you and it's not connected to the CIA and then insults my intelligence
[03:34:53.780 --> 03:35:00.020]  for simply pointing out a fact that we first broke more than 10 years ago.
[03:35:00.020 --> 03:35:02.020]  You are lying to me.
[03:35:02.020 --> 03:35:07.820]  The CIA is trying to tell the truth Wow.
[03:35:07.820 --> 03:35:10.780]  What a battle of wits.
[03:35:10.780 --> 03:35:17.460]  Yes, oh yeah, that's good broadcasting.
[03:35:17.460 --> 03:35:21.780]  It's artificial intelligence versus natural stupidity.
[03:35:21.780 --> 03:35:28.100]  Now I'm going to ask Alexa or the Amazon Corporation and the CIA a few questions in a moment.
[03:35:28.100 --> 03:35:33.060]  But first, so you don't just believe me, let me show you a news article out today from
[03:35:33.060 --> 03:35:34.060]  the Daily Mail.
[03:35:34.060 --> 03:35:37.380]  Google and Amazon really do want to spy on you.
[03:35:37.380 --> 03:35:41.740]  One reveals future versions of their voice assistance will record your conversations
[03:35:41.740 --> 03:35:43.260]  to sell you products.
[03:35:43.260 --> 03:35:44.380]  They're already doing it.
[03:35:44.380 --> 03:35:47.540]  They just talk about future patents expanding that.
[03:35:47.540 --> 03:35:48.980]  How do I know?
[03:35:48.980 --> 03:35:57.180]  Because in 2006, we were aware of the Google and Amazon and other patents when the race
[03:35:57.180 --> 03:36:02.260]  first began 10 plus years ago.
[03:36:02.260 --> 03:36:08.180]  We broke it with their own patents and their own press releases to their shareholders.
[03:36:08.180 --> 03:36:09.900]  Not to the public, but to their shareholders.
[03:36:09.900 --> 03:36:16.460]  So because I broke this information more than 10 years ago, I'm the cooxy, but the comic
[03:36:16.460 --> 03:36:22.460]  with all the writers making fun of his audience and making fun of his victims, the comic posing
[03:36:22.460 --> 03:36:25.580]  as a newsman, he thinks you're stupid.
[03:36:25.580 --> 03:36:28.100]  This is incredibly predatory.
[03:36:28.100 --> 03:36:33.660]  So we just showed you TV viewers, mainstream news, the patents, admitting word for word
[03:36:33.660 --> 03:36:38.180]  what we told you in 2006, but don't take my word for it.
[03:36:38.180 --> 03:36:42.060]  Here's the liberal establishment publication, The Atlantic.
[03:36:42.060 --> 03:36:46.620]  The details about the CIA's deal with Amazon, boom.
[03:36:46.620 --> 03:36:49.620]  Jeff Bezos, Amazon, Washington Post, and the CIA.
[03:36:49.620 --> 03:36:52.220]  It's over a billion dollars of taxpayer money.
[03:36:52.220 --> 03:36:55.620]  He's now gotten to run the Washington Post and these operations at Amazon.
