[00:00:00.896 --> 00:00:03.176]  Victimizers, beware!
[03:10:58.593 --> 03:11:00.455]  The left has gone psychotic.
[03:11:00.455 --> 03:11:04.458]  Where do you think this is going, and what are the controllers behind the scenes doing, and how do you respond to them?
[03:11:05.436 --> 03:11:08.618]  Well, you know, I think it's all about controlling speech.
[03:11:08.618 --> 03:11:11.579]  I mean, ultimately, that's what's going on here.
[03:11:11.579 --> 03:11:20.104]  And even the most repugnant speech, I think, is entitled to an airing because it's really simple in the 21st century to change channels.
[03:11:20.104 --> 03:11:24.666]  You know, there's exceptions like yelling fire in a movie theater, which are obvious.
[03:11:25.246 --> 03:11:29.827]  But short of that, the right to not be offended is not a right.
[03:11:29.827 --> 03:11:31.548]  In fact, I would suggest the opposite.
[03:11:31.548 --> 03:11:43.271]  If you're going to live in a democratic republic like ours, where speech is allowed, then offending others is kind of going to go with the program because it's unavoidable.
[03:11:43.271 --> 03:11:47.132]  So how do we counter this incredible un-Americanism that's all you and Ron?
[03:11:47.132 --> 03:11:50.873]  How do we counter people saying, we control what you can say with their finger in our face?
[03:11:50.873 --> 03:11:52.473]  It's so dangerous.
[03:11:53.790 --> 03:12:14.516]  You know, when I look at it fundamentally, I mean, we're on such an edge because you really don't have a freedom of the press, which is the fundamental of the speech issue that we're talking about, because the alternative press is more reliable, quite frankly, and we see things way before it's advanced, if ever advanced, in the mainstream.
[03:12:14.516 --> 03:12:19.257]  And I think when you look at it, it's about controlling the general thought
[03:12:19.997 --> 03:12:26.181]  And all the media is being used to this.
[03:12:26.181 --> 03:12:38.127]  It's not just about silencing those that have something else to say, it's also using those that play the game even more so to manipulate the general public into this kind of herd
[03:12:38.727 --> 03:12:46.856]  And so what do we do, just call out the whole elephant in the room and point out that that's the endgame and don't even debate each little point they make to shut us up?
[03:12:46.856 --> 03:12:51.300]  Transcend that and expose the whole system of what their endgame is.
[03:12:51.300 --> 03:13:01.071]  I think that's important, but I also think at some level, and this is where listeners can come into the game, because the best free speech lawsuit that could get to the Supreme Court
[03:13:01.836 --> 03:13:02.236]  Yes, we are.
[03:13:18.862 --> 03:13:19.442]  We're good to go.
[03:13:45.073 --> 03:13:55.417]  It has to do with choice, it has to do with interaction with each other, the dynamic of working against each other a bit in order to refine what we're about.
[03:13:55.417 --> 03:13:57.117]  And we can do that respectfully.
[03:13:57.117 --> 03:13:58.438]  And Doc, you're totally right.
[03:13:58.438 --> 03:13:59.738]  I'm going to let you get on to what you're doing.
[03:13:59.738 --> 03:14:07.380]  I apologize for taking some of the time, but I want to put up this map for a second of the Associated Press at the very top of this pyramid.
[03:14:07.380 --> 03:14:09.441]  This is something that the left has put out a few years ago.
[03:14:09.441 --> 03:14:11.962]  Look, InfoWars is the most unreliable.
[03:14:12.602 --> 03:14:13.383]  Yeah, you know, all of this.
[03:14:13.383 --> 03:14:16.746]  Suggesting that the modern media is reliable about anything is laughable.
[03:14:29.441 --> 03:14:54.131]  It is not even responsible as a media outlet because freedom of the press fundamentally has been altered in terms of its depth of meaning and we've lost that depth of meaning in the cartoon news of what we see on CNN and the big networks because what they've done is reduced the news to an editorial profiling of everything to herd people.
[03:14:54.751 --> 03:14:57.635]  News and the fundamentals of freedom of the press.
[03:14:57.635 --> 03:14:59.678]  Why was it so important?
[03:14:59.678 --> 03:15:05.847]  Why was it in the first ten, you know, within our framework?
[03:15:06.932 --> 03:15:11.695]  Within our framework constitutionally, why was the press so important?
[03:15:11.695 --> 03:15:19.799]  It's because an informed electorate, that's you, me, everyone, that forms the basis of this democratic republic.
[03:15:19.799 --> 03:15:23.101]  Individual sovereignty, individual people.
[03:15:23.101 --> 03:15:26.203]  And from that springs the authority of government.
[03:15:27.735 --> 03:15:29.556]  Not in some other obscure way.
[03:15:29.556 --> 03:15:38.120]  And the reason that we have a republic and elected representatives is to avoid exactly what we see the left doing right now.
[03:15:38.120 --> 03:15:39.521]  Mob rule.
[03:15:39.521 --> 03:15:41.702]  Mob rule doesn't work.
[03:15:41.702 --> 03:15:43.023]  It's a failure.
[03:15:43.023 --> 03:15:46.984]  It's a failure within the republic.
[03:15:46.984 --> 03:15:51.206]  It's only required if it fails, if the democracy fails.
[03:15:51.206 --> 03:15:52.687]  And it's not yet failed.
[03:15:53.539 --> 03:15:55.200]  We still have free elections.
[03:15:55.200 --> 03:15:57.862]  We still have a process.
[03:15:57.862 --> 03:16:00.944]  But we need to do some things to protect it right now.
[03:16:00.944 --> 03:16:04.446]  We should never have an electronic voting system.
[03:16:04.446 --> 03:16:06.127]  You know, I want to say this real loud.
[03:16:06.127 --> 03:16:09.048]  Some things should never be put electronic.
[03:16:09.048 --> 03:16:12.190]  The fundamentals of elections should be paper ballots.
[03:16:12.190 --> 03:16:14.732]  The fundamentals of free speech, we should be allowed.
[03:16:15.307 --> 03:16:27.196]  to say what we believe in freely and access the internet and all of the modern platforms and anyone who believes they have the authority to regulate speech is dead wrong.
[03:16:27.196 --> 03:16:28.898]  I don't care who they are.
[03:16:28.898 --> 03:16:31.860]  I don't care who they are.
[03:16:31.860 --> 03:16:42.088]  If they want to be the gatekeepers of speech, they're on the slippery slope to hell because speech cannot be regulated in this way.
[03:16:42.088 --> 03:16:43.809]  This is fundamentally the trap
[03:16:45.123 --> 03:16:50.178]  First, control the media by allowing it to all consolidate, and that's what's happened.
[03:16:50.178 --> 03:16:51.542]  We ought to break it up again.
[03:16:52.284 --> 03:17:01.389]  We gotta break it all up again, but wanna look at it this time when you break up these big networks, usually the people that own them even make more money and have even more power.
[03:17:01.389 --> 03:17:20.580]  So you need to look at how this happens to disassemble what has blocked this republic's free speech, because that violation, that human rights violation in every jurisdiction of the country, file a human rights complaint with the Human Rights Commission in your jurisdiction and challenge the silence of our speech.
[03:17:21.946 --> 03:17:23.109]  This is Dr. Nick Peggott.
[03:17:23.109 --> 03:17:27.740]  We'll be right back after these vital messages.
[03:17:32.640 --> 03:17:38.662]  We may have just broken not just the biggest story in InfoWars history, but one of the biggest stories, period.
[03:17:38.662 --> 03:17:52.128]  The state of Texas confirms that the CDC and NIH have created a system where anyone that has a sore throat or a runny nose or who has been in contact with someone with COVID-19
[03:17:53.008 --> 03:17:58.392]  ...is then added into the database as having a case and is counted as a case of COVID-19.
[03:17:58.392 --> 03:18:00.253]  It's in the NIH documents.
[03:18:00.253 --> 03:18:01.113]  It's at the state level.
[03:18:01.113 --> 03:18:02.154]  We confirmed it in Texas.
[03:18:02.154 --> 03:18:04.075]  We're now confirming it's in other states.
[03:18:04.075 --> 03:18:12.300]  This is beyond the other smoking guns of them putting people that die of gunshot wounds and stuff in the COVID column and the false positive test.
[03:18:12.300 --> 03:18:13.000]  That's all huge.
[03:18:13.000 --> 03:18:15.082]  This is beyond that.
[03:18:15.082 --> 03:18:17.143]  Mega criminal activity.
[03:18:22.806 --> 03:18:35.072]  One of our best-selling products is Living Defense, and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[03:18:35.072 --> 03:18:41.235]  We've got a limited supply right now, but it's selling out fast, and I want those of you that haven't experienced Living Defense to get it for yourself.
[03:18:41.235 --> 03:18:42.696]  Here's just part of one testimonial.
[03:18:42.916 --> 03:18:45.617]  Look, in January 2016, I went in a hospital.
[03:18:45.617 --> 03:18:49.098]  I went in a VA hospital out here in Boise, and I was in there until June.
[03:18:49.098 --> 03:18:58.361]  And one of the only things that got me through that ordeal was listening to InfoWars three hours a day, and I kept hearing Dr. Group and all you guys talking about living defense.
[03:18:58.361 --> 03:18:59.201]  Let me tell you something, man.
[03:18:59.361 --> 03:19:06.205]  I had an internal digestive problem, and I suffered with it for about five or six years, and the doctors, they tried every test.
[03:19:06.205 --> 03:19:07.706]  Nobody could figure out what it is.
[03:19:07.706 --> 03:19:11.688]  And then every day, when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[03:19:11.688 --> 03:19:13.869]  I'm gonna get me some of that freaking Living Defense.
[03:19:13.869 --> 03:19:16.891]  Now, I wasn't supposed to have any nutritionals, because they don't want you to have that stuff.
[03:19:16.891 --> 03:19:18.772]  But I ordered it, had it shipped to me.
[03:19:18.772 --> 03:19:19.292]  I got it.
[03:19:19.292 --> 03:19:20.533]  I hid it from the nurses.
[03:19:20.533 --> 03:19:21.574]  I started taking it.
[03:19:21.574 --> 03:19:23.615]  Man, that stuff changed my life.
[03:19:23.615 --> 03:19:24.555]  It saved my life.
[03:19:24.555 --> 03:19:27.277]  Alex Jones and InfoWars saved my life.
[03:19:27.796 --> 03:19:38.131]  The bad news is Western governments have totally let multinational big tech bring in communist Chinese style total net surveillance censorship with AI.
[03:19:38.131 --> 03:19:42.838]  The good news is they had to do that to carry out this world government COVID takeover.
[03:19:43.519 --> 03:19:51.882]  This planetary corporate reset that COVID covers for, because the truth is powerful and will defeat them and will smash them.
[03:19:51.882 --> 03:20:11.769]  And the good news is there's still sites like band.video, newswars.com, infowars.com, paulwatsonsitesummit.news, and a lot of other great sites that are getting massive traffic thanks to you and your word of mouth that is king, that is queen, that is the master of our own
[03:20:12.409 --> 03:20:33.312]  Destinies ladies and gentlemen there is a war on reality a war on civilization a war on our health a war on our economy But being aware of it and standing up to it and speaking out against it will defeat it so take action or be slaves You're listening to the Alex Jones Show
[03:20:43.439 --> 03:20:49.903]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:20:49.903 --> 03:20:57.208]  And now, your host, Nick Vagic.
[03:20:57.208 --> 03:20:58.249]  And welcome back.
[03:20:58.249 --> 03:21:03.413]  It's good to be here this Friday, just before noon in my part of the world, in Anchorage, Alaska, and I'm
[03:21:04.717 --> 03:21:20.198]  Yeah, thinking about all this, what's going on, and I go back to some of my really early thoughts as I looked at the world, you know, back in the 1970s, in my teens, in my early teens, I had this concept that
[03:21:20.718 --> 03:21:29.804]  The big three things that would change the world, and I was reading a lot back then, was going to be transportation, communications, and information system.
[03:21:29.804 --> 03:21:35.468]  I said this from the time I was about 16 on, and then we saw what happened.
[03:21:35.468 --> 03:21:39.131]  You know, that was before FedEx and UPS had really taken off.
[03:21:39.691 --> 03:21:42.972]  That was before, in terms of transportation.
[03:21:42.972 --> 03:21:45.173]  And then think about airline costs.
[03:21:45.173 --> 03:21:53.376]  Back in the 70s, it was just as expensive in dollars to fly from here to Seattle as it is today.
[03:21:53.376 --> 03:21:55.937]  The actual costs continued to drop.
[03:21:55.937 --> 03:22:00.398]  In other words, the ability to move around the planet got cheaper and cheaper and cheaper up to a point.
[03:22:00.398 --> 03:22:01.699]  That may change.
