[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[3:35:04.700 --> 3:35:10.700]  When you raise glutamate levels in the brain, it's much easier to produce addiction.
[3:35:10.700 --> 3:35:13.700]  It's very difficult to overcome addiction.
[3:35:13.700 --> 3:35:19.700]  The drugs we know that help fight addiction are the ones that reduce brain glutamate.
[3:35:19.700 --> 3:35:24.700]  I was going to go on to say that glutamates themselves are addictive too, correct?
[3:35:24.700 --> 3:35:28.700]  Well, because the glutamate is the neurotransmitter in the brain that's doing it.
[3:35:28.700 --> 3:35:33.700]  When you take MSG, it's the glutamate part of it, not the sodium.
[3:35:33.700 --> 3:35:38.700]  It's the glutamate that is in the brain stimulating these receptors that produce problems.
[3:35:38.700 --> 3:35:43.700]  Sure. Going back to the Rockefellers, I mean, I've studied mainline history, and it's true.
[3:35:43.700 --> 3:35:51.700]  They just took over the whole, quote, industry just like groups are taking over the internet now and just making it theirs through government.
[3:35:51.700 --> 3:35:58.700]  That's where the real fortunes are made is by using government or foundation money to just take over industries.
[3:35:58.700 --> 3:36:06.700]  I mean, I was blown away by the 40s how many hospitals were directly owned through fake charities by the Rockefellers.
[3:36:06.700 --> 3:36:10.700]  And of course, you know they're eugenicists. They're in the population reduction.
[3:36:10.700 --> 3:36:14.700]  They were the big eugenicists that funded it all here in the United States.
[3:36:14.700 --> 3:36:20.700]  Dr. Boylock, from your research, I mean, is this being done on purpose, cold-bloodedly?
[3:36:20.700 --> 3:36:24.700]  Oh, absolutely. And there's several good books written about it.
[3:36:24.700 --> 3:36:42.700]  One is a history of molecular biology in the United States, which says that the Rockefellers' purpose for funding medical care and for funding research in molecular biology was because they wanted to find a way for social control.
[3:36:42.700 --> 3:36:50.700]  They first tried eugenics, as you said, in the early 20s. They were the major funders of eugenics in the United States.
[3:36:50.700 --> 3:36:57.700]  And if you had such bad publicity, they dropped it, and then they got together with their scientists that they were a better way.
[3:36:57.700 --> 3:37:05.700]  They'd be altering genes and regulating, changing the regulators of cell function and brain function, and then we can initiate social control.
[3:37:05.700 --> 3:37:14.700]  So this history of molecular biology tech goes into great detail, says that their motivation was social control.
[3:37:14.700 --> 3:37:20.700]  Well, that is controlling the peasants, so they'll do what you tell them to do.
[3:37:20.700 --> 3:37:31.700]  And of course, it's all collectivism, as you said, and that is you have private giant mega-corporations who are in link with government to control all the society.
[3:37:31.700 --> 3:37:36.700]  And the idea of collectivism is to produce the United States as one giant corporation.
[3:37:36.700 --> 3:37:47.700]  And it's so cold-blooded to knowingly attack people's brains, their reproductive centers, everything, and then just gather status, and just cold-bloodily doing it.
[3:37:47.700 --> 3:37:57.700]  Well, if you read the history of the Rockefellers, you see they started wars, they did all sorts of things to gain all contraction and to get to Saudi Arabia.
[3:37:57.700 --> 3:38:08.700]  You know, they were the ones that made the deal with the Soviets to get to Saudi Arabian oil fields, and they were funding communism to the tune of billions.
[3:38:08.700 --> 3:38:20.700]  Building their military, you know, it's all carefully documented in Anthony Sutton's series of books, showing that they funded the entire communist military in a communist operation,
[3:38:20.700 --> 3:38:29.700]  purely to get deals, to get the Caucasus oil fields, and the Saudi Arabian oil fields, as well as the Chinese oil fields.
[3:38:29.700 --> 3:38:41.700]  You know, the Rockefellers primary funder of the Institute of Pacific Relations, which was the propaganda network that worked through our government back in the 1930s and 40s
[3:38:41.700 --> 3:38:48.700]  to engineer the fall of China to the Chinese communists so that Rockefeller could get the oil fields.
[3:38:48.700 --> 3:38:52.700]  And by the way, that's now declassified, it's even on History Channel.
[3:38:52.700 --> 3:39:00.700]  I mean, this is so sick, well, that's what Quigley wrote, as you know, but he bragged it, Georgetown, that they fund the fascists and the communists,
[3:39:00.700 --> 3:39:06.700]  and now they're doing it here, they are just so ruthless, and the public has no idea how much attack they're under.
[3:39:06.700 --> 3:39:15.700]  Well, they had no compassion for the millions of people who died in both world wars, no compassion for the people dying in Korea,
[3:39:15.700 --> 3:39:26.700]  and people don't know that during the entire Korean War, the Rockefeller family was supplying all the oil used for the jets of North Korea to kill ourselves.
[3:39:26.700 --> 3:39:37.700]  You know, this has been going on since the 1910, so they have been major funders of the enemies of the United States.
[3:39:37.700 --> 3:39:48.700]  They have taken over our government through the Council of Foreign Relations Collateral Commission, and a lot of this is linked to what I'm talking about with these food attitudes and drugs,
[3:39:48.700 --> 3:39:51.700]  because that's also how to control the population.
[3:39:51.700 --> 3:39:55.700]  Oh, the public, it's not just that they're ignorant, they really are brain damaged.
[3:39:55.700 --> 3:39:56.700]  Sure.
[3:39:56.700 --> 3:40:05.700]  And there's no critical thinking, and folks, if you've still got your brains intact, or if you can even hazily understand what I'm saying here,
[3:40:05.700 --> 3:40:13.700]  you can heal yourself and get your brain back, and it's easier said than done, and it's so hard for me to even try to stay healthy as much as I'm working,
[3:40:13.700 --> 3:40:15.700]  but I know as a doctor, how do you do it?
[3:40:15.700 --> 3:40:18.700]  How do you keep all this stuff out of your diet?
[3:40:18.700 --> 3:40:22.700]  Well, I only eat foods that are fresh.
[3:40:22.700 --> 3:40:24.700]  I don't eat any processed food.
[3:40:24.700 --> 3:40:30.700]  I avoid all of these gravies and sauces that they make commercially.
[3:40:30.700 --> 3:40:34.700]  I don't eat any Doritos or any of these junk foods.
[3:40:34.700 --> 3:40:40.700]  It's all fresh food, freshly made, a lot of vegetables, fruits that are fresh.
[3:40:40.700 --> 3:40:47.700]  Try to stay away from anything that's GMO, so you can do it.
[3:40:47.700 --> 3:40:51.700]  And what you find out is that you correct your diet, your thinking clears up.
[3:40:51.700 --> 3:40:58.700]  You can think with a very clear mind, your language function improves, your memory improves,
[3:40:58.700 --> 3:41:06.700]  and then you can use some supplements, even stimulate repair of some of this damage to the brain and to the rest of the body.
[3:41:06.700 --> 3:41:10.700]  So now they're moving in, wanting to radiate all the meat, even radiate all the vegetables.
[3:41:10.700 --> 3:41:12.700]  It's just unbelievable.
[3:41:12.700 --> 3:41:17.700]  Well, the other arm of it is not only that, but then they want to take away the supplement.
[3:41:17.700 --> 3:41:20.700]  They want to outlaw the entire supplement.
[3:41:20.700 --> 3:41:28.700]  So they have absolute control over it, and I keep telling the people in the alternative medicine field,
[3:41:28.700 --> 3:41:36.700]  what's going to happen is they're going to turn these major producers of the supplements over to the major pharmaceutical companies,
[3:41:36.700 --> 3:41:44.700]  and only doctors can prescribe supplements, because they know that these supplements are exceeding anything that medicine has to offer.
[3:41:44.700 --> 3:41:45.700]  They know that.
[3:41:45.700 --> 3:41:52.700]  What they know now is that they can't make these prescription drugs, so they can't control the price.
[3:41:52.700 --> 3:41:59.700]  But if government says only physicians can prescribe them, then they become pharmaceutical drugs,
[3:41:59.700 --> 3:42:06.700]  and that the price of them will increase astronomically, and suddenly you'll see a shift in what these people say,
[3:42:06.700 --> 3:42:13.700]  instead of attacking the natural supplements, they'll say that the greatest fine that medicine has ever made.
[3:42:13.700 --> 3:42:19.700]  But they don't want us to be healthy, and I know the doctors are ignorant and compartmentalized.
[3:42:19.700 --> 3:42:24.700]  Well, the doctors won't know how to prescribe it, because doctors don't know anything about any of it.
[3:42:24.700 --> 3:42:29.700]  Most of the doctors know absolutely nothing about any of what I've told you.
[3:42:29.700 --> 3:42:31.700]  They know almost nothing about diet.
[3:42:31.700 --> 3:42:34.700]  They know almost nothing about any supplement.
[3:42:34.700 --> 3:42:42.700]  They're so heavily and badly brain damaged themselves, and so propagandized by it.
[3:42:42.700 --> 3:42:44.700]  They just don't understand.
[3:42:44.700 --> 3:42:45.700]  They refuse to read it.
[3:42:45.700 --> 3:42:47.700]  They refuse to look at it.
[3:42:47.700 --> 3:42:58.700]  And as we move into full socialized medicine, it will be against the law for them to even suggest to a patient that they take a supplement.
[3:42:58.700 --> 3:42:59.700]  That's what I was about to say.
[3:42:59.700 --> 3:43:06.700]  All this socialized medicine means they'll control every aspect of what a doctor can do and have total control over you.
[3:43:06.700 --> 3:43:11.700]  Doctor, we're out of time, because there's a short segment at the end, and I'm going to cover some final news.
[3:43:11.700 --> 3:43:16.700]  I really appreciate you spending time with us, and I forgot how important all your information is.
[3:43:16.700 --> 3:43:18.700]  Do you have your book in front of you?
[3:43:18.700 --> 3:43:22.700]  Is there any way I can hear on air, set you up for like an hour and a half, two hours?
