[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[03:25:42.357 --> 03:25:47.801]  Let's get a little bit more into this, because these people always think when they threaten you, it doesn't scare you, it freaks them out.
[03:25:47.801 --> 03:25:52.203]  And I'm not bragging, but the next person threatens me, I'm punching them right in the throat.
[03:25:52.203 --> 03:25:56.546]  You're not a wimpy guy yourself, you're a big guy, so like, I mean, describe what this was like.
[03:25:57.443 --> 03:26:18.099]  Okay so he was very he had that kind of sunken in creepy face that we you know that we all know of a little bit too polished a little bit too smooth uh sunken in he was uh skinny and lanky with these long kind of features psychopathic traits yeah yeah the typical like you can look at that and he had a sociopathic thing and he came up and he's
[03:26:19.284 --> 03:26:28.288]  Michael Cernovich and you you get chills down your neck when these people talk to you because you can feel their the energy or vibe and I was like their commitment to evil.
[03:26:28.288 --> 03:26:30.529]  Yeah, I really was like, I was like, what is this?
[03:26:30.529 --> 03:26:34.050]  And he goes, so you've been very busy looking at things haven't you?
[03:26:34.050 --> 03:26:36.431]  And I go, what are you talking about, man?
[03:26:36.431 --> 03:26:41.153]  He goes, you know that you're a little bit closer to some of these things than you should be.
[03:26:41.153 --> 03:26:42.514]  Some of these stories are on you.
[03:26:42.514 --> 03:26:45.695]  We've let you go farther than you're probably should be allowed to go.
[03:26:47.065 --> 03:26:49.006]  And I go, okay, so what are you saying?
[03:26:49.006 --> 03:26:50.868]  Cause I'm a big put it on the table kind of guy.
[03:26:50.868 --> 03:26:51.608]  I'm like, what are you saying?
[03:26:51.608 --> 03:26:57.912]  He's like, well, there are a lot of people very disturbed by the things that you're looking into and that creepy little vibe.
[03:26:57.912 --> 03:27:01.415]  So then I just, I had a pen on me and I said, you know, hold on a second.
[03:27:01.415 --> 03:27:02.495]  I said, hold on a second.
[03:27:02.495 --> 03:27:03.256]  Woo.
[03:27:03.256 --> 03:27:07.058]  And he stood there and you know, they're very still and cold again.
[03:27:07.058 --> 03:27:08.099]  They don't even feel human.
[03:27:08.099 --> 03:27:09.640]  So he had a little, yeah.
[03:27:09.640 --> 03:27:16.625]  So I took a pen out and I had a little, uh, scratch piece of paper and I wrote down, you accidentally did this with the pen just in his throat.
[03:27:17.385 --> 03:27:19.686]  No, because I knew that they were going to murder you.
[03:27:19.686 --> 03:27:20.106]  No, I'm joking.
[03:27:20.106 --> 03:27:20.486]  I'm joking.
[03:27:20.486 --> 03:27:22.186]  Go ahead.
[03:27:22.186 --> 03:27:31.888]  So what I did is I wrote 10 names on and I said, these are the 10 people I want you to know that if I am murdered, these 10 people will be held responsible.
[03:27:31.888 --> 03:27:36.589]  And suddenly he looked at me and then he did not like that.
[03:27:36.589 --> 03:27:45.131]  He gave me a look and scurried away because I don't know if he thought he was just going to scare me, but the names of the people that were on that list,
[03:27:46.411 --> 03:27:48.333]  I got his attention.
[03:27:48.333 --> 03:27:50.094]  You're going to take over here, but let me add one more thing.
[03:27:50.094 --> 03:27:52.955]  We were talking about how we fund ourselves.
[03:27:52.955 --> 03:27:54.436]  Evil shampoo, evil toothpaste.
[03:27:54.436 --> 03:27:56.777]  Toothpaste is now overall the best seller of the nutraceuticals.
[03:27:56.777 --> 03:28:02.521]  It's the super male profit wise, but the brain force overall sells, but we have very little profit on that.
[03:28:03.323 --> 03:28:12.628]  Big article in Atlantic Monthly, which is the elite publication calling for overthrowing Trump, testosterone wars, basically saying I'm a criminal, I need to be shut down, I'm a horrible person.
[03:28:12.628 --> 03:28:18.451]  I'm selling a product that's sold under another label, you know, at Whole Foods and on Amazon.
[03:28:18.451 --> 03:28:20.853]  Bezos can sell all this stuff, but I can't.
[03:28:20.853 --> 03:28:22.914]  What hypocritical, pathetic worms.
[03:28:22.914 --> 03:28:26.776]  But they are so upset, they don't understand I could fund myself with any mechanism.
[03:28:26.776 --> 03:28:30.718]  I can flip a switch and raise $500 million right now.
[03:28:30.718 --> 03:28:31.779]  They just don't get it, do they?
[03:28:32.622 --> 03:28:44.450]  Well, that's another thing that I find endlessly amusing, is you can walk down Whole Foods, Amazon sells supplements, Whole Foods sells it, Trader Joe's sells it, pharmaceuticals... Because they work!
[03:28:44.450 --> 03:28:44.970]  Right.
[03:28:44.970 --> 03:28:50.774]  But the point is, where's the expose on Whole Foods selling supplements, selling the same things you sell?
[03:28:50.774 --> 03:28:52.395]  Selling the Emrix Essential.
[03:28:52.395 --> 03:28:54.677]  You can buy citrus-based products
[03:28:55.337 --> 03:28:59.180]  You can buy my entire Emmerich's Essentials line at Whole Foods.
[03:28:59.180 --> 03:29:00.141]  It's one of their top sellers.
[03:29:00.141 --> 03:29:01.102]  Private label by us.
[03:29:01.102 --> 03:29:03.683]  So why is my sunscreen evil?
[03:29:03.683 --> 03:29:06.005]  Or why is my vitamins evil but theirs is good?
[03:29:06.005 --> 03:29:09.348]  And the thing is, the left knows supplements work.
[03:29:09.348 --> 03:29:10.869]  It's one of the few things they're smart about.
[03:29:11.957 --> 03:29:14.618]  Well, they just want to do anything to attack you.
[03:29:14.618 --> 03:29:17.780]  It's just you get used to it at this point.
[03:29:17.780 --> 03:29:23.063]  If you sold people bottled water, they would say, well, bottled water is a scam.
[03:29:23.063 --> 03:29:23.844]  You're like, well, wait a minute.
[03:29:23.844 --> 03:29:25.204]  Everybody sells bottled water.
[03:29:25.204 --> 03:29:29.927]  If you sold silverware or plates or computers or iPhones or whatever,
[03:29:30.307 --> 03:29:33.828]  Then they would immediately say, oh, that's a scam and that doesn't really work.
[03:29:33.828 --> 03:29:35.348]  Yeah, well, you know why Tech X2, it works.
[03:29:35.348 --> 03:29:36.909]  Free shipping running through July 4th.
[03:29:36.909 --> 03:29:38.029]  Cernovich Takeover.
[03:29:38.029 --> 03:29:38.749]  Great job, my friend.
[03:29:38.749 --> 03:29:39.769]  It was great having you here in Austin.
[03:29:39.769 --> 03:29:41.610]  And we're getting ready to launch the next level.
[03:29:41.610 --> 03:29:42.010]  They know it.
[03:29:42.010 --> 03:29:42.930]  They got all their phones tapped.
[03:29:42.930 --> 03:29:43.570]  They know.
[03:29:43.570 --> 03:29:45.071]  They know what's going on.
[03:29:45.071 --> 03:29:46.431]  All right, Mike Cernovich coming up.
[03:29:46.431 --> 03:29:48.411]  Stay with us.
[03:29:48.411 --> 03:29:49.812]  We're on the march.
[03:29:49.812 --> 03:29:52.332]  The Empire's on the run.
[03:29:52.332 --> 03:29:55.013]  Alex Jones and the GCN Radio Network.
[03:29:59.457 --> 03:30:05.341]  Donald Trump just held a rally in Iowa, and one of the people in attendance, our anonymous sources say, was Bill Clinton.
[03:30:05.341 --> 03:30:06.682]  Well, how do we know it was Bill Clinton?
[03:30:06.682 --> 03:30:16.949]  Because while Trump was sending his thoughts and prayers to Representative Steve Scalise and the other three Americans who were shot at the ball field by a deranged Bernie supporter, Democratic operatives began blowing their Bill Clinton rape whistles.
[03:30:16.949 --> 03:30:22.472]  I'd like to also take this moment to send our thoughts and prayers to our courageous friend.
[03:30:23.633 --> 03:30:26.174]  Somebody that I've got to know very well.
[03:30:26.174 --> 03:30:27.514]  Steve Scalise!
[03:30:27.514 --> 03:30:27.754]  Right?
[03:30:27.754 --> 03:30:33.775]  Because that's the only reason you would try to interrupt a president as he was sending out his thoughts and prayers to somebody who had recently been shot, right?
[03:30:33.775 --> 03:30:34.776]  Come on, work with me here.
[03:30:34.776 --> 03:30:36.976]  The Democrats can't even protest right.
[03:30:36.976 --> 03:30:38.176]  These people fail at everything.
[03:30:38.176 --> 03:30:42.497]  They lose elections, they lose public support, and now they look like thoughtless cowards.
[03:30:42.497 --> 03:30:43.478]  It's just as Trump said.
[03:30:43.478 --> 03:30:44.438]  Never fails!
[03:30:47.734 --> 03:30:49.555]  You can check out the video on InfoWars.com.
[03:30:49.555 --> 03:30:53.496]  Protesters blow whistles as Trump sends thoughts and prayers to Representative Steve Scalise.
[03:30:53.496 --> 03:30:55.096]  And that part about Bill Clinton being in the audience?
[03:30:55.096 --> 03:30:56.356]  That was fake news.
[03:30:56.356 --> 03:30:59.217]  Rob Dewey reporting for InfoWars.com and InfoWars Nightly News.
[03:30:59.217 --> 03:31:09.380]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[03:31:09.600 --> 03:31:16.686]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:31:16.686 --> 03:31:21.569]  We have now managed to secure these sought-after beans in a highly customized blend.
[03:31:21.569 --> 03:31:25.232]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[03:31:26.513 --> 03:31:27.234]  We're good to go.
[03:31:50.413 --> 03:31:56.715]  You will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[03:31:56.715 --> 03:31:59.176]  Available at InfoWarsLife.com.
[03:31:59.176 --> 03:32:04.577]  After being sold out for months, our best-selling Super Blue fluoride toothpaste is now back in stock at InfoWarsTore.com.
[03:32:04.577 --> 03:32:07.418]  The first shipment of Super Blue sold out in one week.
[03:32:07.418 --> 03:32:09.399]  I thought it would be a six-month supply for listeners.
[03:32:09.399 --> 03:32:14.260]  And since then, people are beating down our doors, wanting to be able to resupply their Super Blue.
[03:32:14.400 --> 03:32:16.501]  Research across the board is clear.
[03:32:16.501 --> 03:32:17.802]  In fact, it's certified.
[03:32:17.802 --> 03:32:22.926]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[03:32:22.926 --> 03:32:29.650]  That's why the last Surgeon General's report on oral health warns that your oral health can have a serious impact on your entire body.
[03:32:29.790 --> 03:32:32.772]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[03:32:32.772 --> 03:32:36.474]  It's loaded with good halogen iodide instead of the bad halogen fluoride.
[03:32:36.474 --> 03:32:43.398]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[03:32:43.398 --> 03:32:50.903]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[03:32:50.903 --> 03:32:58.688]  Learn more about InfoWarsLife Super Blue Toothpaste at InfoWarsLife.com and support the InfoWar while you support healthy gums and teeth.
[03:33:04.518 --> 03:33:07.180]  News, analysis, reports.
[03:33:07.180 --> 03:33:09.422]  It's the Alex Jones Show.
[03:33:09.422 --> 03:33:15.686]  And now, your host, Mike Cernovich.
[03:33:15.686 --> 03:33:16.447]  And we're back.
[03:33:16.447 --> 03:33:17.167]  Welcome back.
[03:33:17.167 --> 03:33:18.368]  Mike Cernovich here.
[03:33:18.368 --> 03:33:20.610]  Apologize for the hair.
[03:33:20.610 --> 03:33:22.231]  It got rained on in D.C.
[03:33:22.231 --> 03:33:26.914]  I wasn't expecting the weather, so we gotta get this hair fixed up.
[03:33:26.914 --> 03:33:31.437]  But that aside, we have some cool things planned just so you know if you're in the Washington D.C.
[03:33:31.437 --> 03:33:31.678]  area.
[03:33:32.378 --> 03:33:35.462]  Tonight we're hosting a, we call them a MAGA meetup.
[03:33:35.462 --> 03:33:39.146]  These are very important events to connect with other like-minded patriots.
[03:33:39.146 --> 03:33:40.808]  We always have a great turnout.
[03:33:40.808 --> 03:33:44.332]  There's a picture on my Twitter of the kind of people who show up.
[03:33:44.332 --> 03:33:45.994]  It's always a great time.
[03:33:45.994 --> 03:33:48.496]  That is tonight, Friday at 7 p.m.
[03:33:48.496 --> 03:33:49.478]  Eastern Standard Time.
[03:33:49.958 --> 03:33:50.979]  In Washington, D.C.
[03:33:50.979 --> 03:33:52.179]  at the Trump Hotel.
[03:33:52.179 --> 03:33:52.979]  Just come on out.
[03:33:52.979 --> 03:33:54.080]  We're all in the bar area.
[03:33:54.080 --> 03:33:55.241]  We just hang out.
[03:33:55.241 --> 03:33:58.502]  There's always, you know, 50 or 100 of us connecting.
[03:33:58.502 --> 03:34:00.323]  So, yeah, there's a picture from the last time.
[03:34:00.323 --> 03:34:01.804]  We always have a good time.
[03:34:01.804 --> 03:34:06.566]  Community is important because the fake news media wants you to feel isolated.
[03:34:06.566 --> 03:34:08.147]  And that's not even everybody who shows up.
[03:34:08.147 --> 03:34:11.648]  There's always way more people there, but not everybody wants to be in a picture.
[03:34:11.648 --> 03:34:15.670]  So the fake news media wants you to feel like you're isolated and alone.
[03:34:15.670 --> 03:34:16.711]  And we're everywhere.
[03:34:16.711 --> 03:34:19.092]  And that's, again, why I talk about being recognized in public.
[03:34:19.532 --> 03:34:25.917]  It isn't a brag or even that I care, it's just every time I'm recognized in public, that's a patriot right there.
[03:34:25.917 --> 03:34:33.544]  Every time somebody says, hey, Cernovich, I know right away, wow, there's another, even in D.C., the swamp, we're in the swamp right now.
