[00:00.000 --> 00:01.000]  Kinsley
[02:45:44.800 --> 02:45:47.880]  I don't fit your formulae.
[02:45:47.880 --> 02:45:51.800]  Somewhere along the line, there's been a deviation from the norm.
[02:45:51.800 --> 02:45:55.560]  Your state has everything categorized, indexed, tagged.
[02:45:55.560 --> 02:45:57.080]  You are the strength.
[02:45:57.080 --> 02:45:59.120]  People like me are the weakness.
[02:45:59.120 --> 02:46:05.160]  You control and order and dictate, and my kind merely follow and obey.
[02:46:05.160 --> 02:46:06.760]  But something's gone wrong, hasn't it?
[02:46:06.760 --> 02:46:07.760]  I don't fit your...
[02:46:07.760 --> 02:46:09.800]  Yes, you fit, Mr. Wordsworth.
[02:46:09.800 --> 02:46:13.000]  In a few moments you'll be cringing and pleading just like they all do.
[02:46:13.000 --> 02:46:15.400]  Oh yes, indeed, you fit.
[02:46:15.400 --> 02:46:19.600]  You've got a worthless, miserable little life, but you've also got an instinct for survival.
[02:46:19.600 --> 02:46:23.720]  But in a few minutes, when you feel life slipping away, when you feel that your survival is
[02:46:23.720 --> 02:46:27.320]  just a precedent of minutes, we'll see then which is the stronger, Mr. Wordsworth, the
[02:46:27.320 --> 02:46:33.200]  state or the librarian.
[02:46:33.200 --> 02:46:36.200]  I take it you've had a talk with whoever has assigned you a liquidation.
[02:46:36.200 --> 02:46:38.200]  Yes, I have indeed.
[02:46:38.200 --> 02:46:40.200]  Midnight, isn't it?
[02:46:40.200 --> 02:46:42.480]  Yes, in about forty minutes.
[02:46:42.480 --> 02:46:46.480]  See, they brought this equipment here early this afternoon.
[02:46:46.480 --> 02:46:49.760]  Just two men put that up in less than fifteen minutes.
[02:46:49.760 --> 02:46:53.480]  It's remote control, very efficient.
[02:46:53.480 --> 02:46:57.920]  Well, we're being televised now.
[02:46:57.920 --> 02:47:01.880]  It's not unusual that we televised executions, Mr. Wordsworth.
[02:47:01.880 --> 02:47:05.760]  Last year in the mass executions, we televised around the clock.
[02:47:05.760 --> 02:47:09.480]  Thirteen hundred people were put to death in less than six hours.
[02:47:09.480 --> 02:47:11.400]  You never learn, do you?
[02:47:11.400 --> 02:47:13.120]  History teaches us nothing.
[02:47:13.120 --> 02:47:15.880]  On the contrary, history teaches us a great deal.
[02:47:15.880 --> 02:47:19.480]  We had predecessors, Mr. Wordsworth, who had the beginnings of the right idea.
[02:47:19.480 --> 02:47:20.480]  Yes, Hitler.
[02:47:20.480 --> 02:47:21.480]  Hitler, of course.
[02:47:21.480 --> 02:47:22.480]  Stalin.
[02:47:22.480 --> 02:47:23.480]  Stalin, too.
[02:47:23.480 --> 02:47:24.480]  But their era was not one of excess.
[02:47:24.480 --> 02:47:27.200]  It was simply not going far enough.
[02:47:27.200 --> 02:47:32.120]  Too many undesirables were left around, and undesirables eventually form a core of resistance.
[02:47:32.120 --> 02:47:36.760]  Old people, for example, clutch at the past and won't accept the new, the sick, the maimed
[02:47:36.760 --> 02:47:37.760]  and the deformed.
[02:47:37.760 --> 02:47:43.240]  They fasten on to the healthy body and damage it, so we eliminate them.
[02:47:43.240 --> 02:47:47.880]  And people like yourself, they can perform no useful function for the state, so we put
[02:47:47.880 --> 02:47:49.880]  an end to them.
[02:47:49.880 --> 02:47:53.760]  What a time and room you have, Mr. Wordsworth.
[02:47:53.760 --> 02:47:54.760]  Have you lived here long?
[02:47:54.760 --> 02:47:56.480]  That's over 20 years.
[02:47:56.480 --> 02:47:58.080]  I built that finisher myself.
[02:47:58.080 --> 02:48:01.080]  Yes, so I understand, Mr. Wordsworth.
[02:48:01.080 --> 02:48:04.080]  That incidentally has kept you alive, that particular talent.
[02:48:04.080 --> 02:48:08.840]  Carpentry, you see, is a skill, and the state provides considerable leeway for people who
[02:48:08.840 --> 02:48:10.440]  possess certain skills.
[02:48:10.440 --> 02:48:15.720]  Unfortunately, you went as far as you could go, which was insufficient.
[02:48:15.720 --> 02:48:20.520]  So in a few moments, it will be the end of a rather fruitless life.
[02:48:20.520 --> 02:48:29.560]  And Mr. Romney Wordsworth, the librarian, goes to his own nirvana.
[02:48:29.560 --> 02:48:31.960]  That's what they call it in your books, isn't it, Mr. Wordsworth?
[02:48:31.960 --> 02:48:35.960]  You're not facing camera, Mr. Wordsworth.
[02:48:35.960 --> 02:48:36.960]  You're cheating.
[02:48:36.960 --> 02:48:40.640]  Your audience, they want to see how you die.
[02:48:40.640 --> 02:48:42.160]  Please, Mr. Wordsworth, turn around.
[02:48:42.160 --> 02:48:43.160]  Face the camera.
[02:48:43.160 --> 02:48:44.160]  That's right.
[02:48:44.160 --> 02:48:47.160]  And don't strife all your emotions.
[02:48:47.160 --> 02:48:49.160]  If you feel like crying, go ahead and cry.
[02:48:49.160 --> 02:48:51.840]  Or if you want to plead, plead by all means.
[02:48:51.840 --> 02:48:54.160]  Some high-state official might take pity on you.
[02:48:54.160 --> 02:48:59.240]  Yes, that would please you a bit, a little abject, hand-reeling, chest-pounding, falling
[02:48:59.240 --> 02:49:00.240]  down in my hands and knees.
[02:49:00.240 --> 02:49:02.240]  Fix yourself, Mr. Wordsworth.
[02:49:02.240 --> 02:49:05.680]  Unfortunately, I don't have time to be entertained by them, and they do come.
[02:49:05.680 --> 02:49:10.680]  I have another appointment this evening.
[02:49:10.680 --> 02:49:14.680]  Chancellor.
[02:49:14.680 --> 02:49:15.680]  Make it brief.
[02:49:15.680 --> 02:49:16.680]  Mr. Wordsworth.
[02:49:16.680 --> 02:49:17.680]  You have plenty of time.
[02:49:17.680 --> 02:49:20.680]  You're not going anywhere.
[02:49:20.680 --> 02:49:21.680]  How's that?
[02:49:21.680 --> 02:49:24.400]  I'm afraid I haven't been very fair with you.
[02:49:24.400 --> 02:49:27.760]  I invited you here for a very special reason.
[02:49:27.760 --> 02:49:31.040]  Would you like to know the method that I've chosen for my liquidation?
[02:49:31.040 --> 02:49:37.040]  Well, in a very few moments, here in this room, a bomb is going off.
[02:49:37.040 --> 02:49:42.040]  I thought so, Mr. Wordsworth.
[02:49:42.040 --> 02:49:45.040]  Relatively quick, compameless death.
[02:49:45.040 --> 02:49:47.040]  Yes, isn't it?
[02:49:47.040 --> 02:49:51.040]  However, knowing that you're going to be blown to smithereens in a few moments, isn't the
[02:49:51.040 --> 02:49:53.040]  happiest thought in the world, is it?
[02:49:53.040 --> 02:49:54.040]  Is it?
[02:49:54.040 --> 02:49:57.040]  That depends on the individual, Mr. Wordsworth.
[02:49:57.040 --> 02:50:00.040]  Indeed it does.
[02:50:00.040 --> 02:50:07.040]  Can I get a video to use this, Mr. Wordsworth?
[02:50:07.040 --> 02:50:08.040]  You've locked the door.
[02:50:08.040 --> 02:50:09.040]  Oh, yes.
[02:50:09.040 --> 02:50:10.040]  Yes, I've locked the door.
[02:50:10.040 --> 02:50:11.040]  Now, question.
[02:50:11.040 --> 02:50:19.040]  How does a man react to the knowledge that he's going to be blown to bits within a half
[02:50:19.040 --> 02:50:20.040]  an hour?
[02:50:20.040 --> 02:50:21.040]  Answer.
[02:50:21.040 --> 02:50:26.040]  That depends on the individual.
[02:50:26.040 --> 02:50:36.040]  So for myself, I'm going to sit down and read my Bible.
[02:50:36.040 --> 02:50:39.040]  It's been hidden here for over 20 years.
[02:50:39.040 --> 02:50:42.040]  It's a crime punishable by death.
[02:50:42.040 --> 02:50:47.040]  So it's the only possession that I have that has any value at all to me.
[02:50:47.040 --> 02:50:55.040]  So I'm going to just sit down and read it until the moment of my death.
[02:50:55.040 --> 02:50:57.040]  How will you spend your last moments, Chancellor?
[02:50:57.040 --> 02:50:59.040]  This is insane, Wordsworth.
[02:50:59.040 --> 02:51:05.040]  Let me out of here.
[02:51:05.040 --> 02:51:06.040]  Let me out of here.
[02:51:06.040 --> 02:51:07.040]  Someone.
[02:51:07.040 --> 02:51:08.040]  Guards.
[02:51:08.040 --> 02:51:09.040]  Someone.
[02:51:09.040 --> 02:51:10.040]  Anyone.
[02:51:10.040 --> 02:51:11.040]  You're cheating the audience.
[02:51:11.040 --> 02:51:12.040]  You're not facing the cameras.
[02:51:12.040 --> 02:51:13.040]  Guards.
[02:51:13.040 --> 02:51:14.040]  Somebody down there.
[02:51:14.040 --> 02:51:18.040]  Well, there's no sense in wasting your breath.
[02:51:18.040 --> 02:51:19.040]  There's nobody there.
[02:51:19.040 --> 02:51:21.040]  That's one of the rules you made up yourself.
[02:51:21.040 --> 02:51:23.040]  I used to like the person to be liquidated.
[02:51:23.040 --> 02:51:24.040]  That's what you said.
[02:51:24.040 --> 02:51:26.040]  Oh, no, no, no, no.
[02:51:26.040 --> 02:51:28.040]  I think that there's no one there.
[02:51:28.040 --> 02:51:29.040]  So why don't you face the camera?
[02:51:29.040 --> 02:51:30.040]  It's very important.
[02:51:30.040 --> 02:51:34.040]  You said so yourself.
[02:51:34.040 --> 02:51:38.040]  It's here after a year in production and traveling to distant lands.
[02:51:38.040 --> 02:51:40.040]  My new film Terror Storm is complete.
[02:51:40.040 --> 02:51:44.040]  Shocking, declassified government documents prove that western governments are orchestrating
[02:51:44.040 --> 02:51:48.040]  terror attacks against their own populations as a pretext to enslave them.
[02:51:48.040 --> 02:51:52.040]  Terror Storm proves that not only was 9-11 an inside job
[02:51:52.040 --> 02:51:56.040]  but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:56.040 --> 02:51:59.040]  Terror Storm Chronicles, the lies that took us to war in Iran,
[02:51:59.040 --> 02:52:03.040]  a White House program to disseminate fake news, NSA spying,
[02:52:03.040 --> 02:52:08.040]  secret police torture, the latest 9-11 information, and much, much more.
[02:52:08.040 --> 02:52:11.040]  Terror Storm is the definitive guide to the history of government-sponsored terrorists.
[02:52:11.040 --> 02:52:14.040]  It's an anthology of government crimes.
[02:52:14.040 --> 02:52:18.040]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:52:18.040 --> 02:52:22.040]  Get your copy today on infowars.com or prisonplanet.com
[02:52:22.040 --> 02:52:27.040]  or by calling toll-free 1-888-2533-139
[02:52:27.040 --> 02:52:31.040]  or watch it right now online at prisonplanet.tv.
[02:52:31.040 --> 02:52:36.040]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[02:52:36.040 --> 02:52:41.040]  It provides you with purified water, light, power, and communications ability.
[02:52:41.040 --> 02:52:45.040]  The security pack includes a Berkey light water purifier, an LED base,
[02:52:45.040 --> 02:52:48.040]  Berkey sport filtration bottles, the Berkey battery adapter,
[02:52:48.040 --> 02:52:55.040]  the Berkey MP solar charger, as well as a backup set of two black Berkey purification elements.
[02:52:55.040 --> 02:52:59.040]  The Berkey security pack is important every day and a must during emergencies
[02:52:59.040 --> 02:53:03.040]  because it provides purified water, long-term low-energy lighting,
[02:53:03.040 --> 02:53:06.040]  backup battery power for your Berkey LEDs,
[02:53:06.040 --> 02:53:10.040]  free long-term solar power for communications devices such as radios,
[02:53:10.040 --> 02:53:15.040]  walkie-talkies, and cell phones, as well as power for small applications.
[02:53:15.040 --> 02:53:18.040]  Get the one-stop solution for your emergency and everyday needs.
[02:53:18.040 --> 02:53:23.040]  The Berkey security pack, a retail value of $518 for only $399,
[02:53:23.040 --> 02:53:30.040]  by calling new millennium at 888-803-4438, not yet available in Iowa.
[02:53:30.040 --> 02:53:37.040]  Hey ladies, if you love to shop, then visit herbalhealer.com to browse through their online catalog.
[02:53:37.040 --> 02:53:42.040]  You'll find thousands of effective alternative and natural products for you and the whole family.
[02:53:42.040 --> 02:53:46.040]  Besides the amazing products you'll find, this shopping is guilt-free
[02:53:46.040 --> 02:53:50.040]  because you're investing in your health and your health is priceless.
[02:53:50.040 --> 02:53:53.040]  While online, sign up to receive the Herbal Healer newsletter,
[02:53:53.040 --> 02:53:57.040]  which will keep you informed on the latest and greatest products in education.
[02:53:57.040 --> 02:54:01.040]  Did you know that herbal healer offers not only natural medicine,
[02:54:01.040 --> 02:54:06.040]  but also tension-believing herbal teas, cookbooks, aroma therapy, products for pampering,
[02:54:06.040 --> 02:54:10.040]  and more great products to help you soothe and relax after a long day.
[02:54:10.040 --> 02:54:13.040]  Want to learn more for yourself and to help others in the future?
[02:54:13.040 --> 02:54:16.040]  Join the Herbal Healer correspondence program.
[02:54:16.040 --> 02:54:19.040]  You can work at your own pace from the comfort of your own home.
[02:54:19.040 --> 02:54:23.040]  This accredited, exciting program can help you gain skills and knowledge.
[02:54:23.040 --> 02:54:27.040]  Can you believe you can find all this at onestopherbalhealer.com?
[02:54:27.040 --> 02:54:31.040]  Celebrating 18 years of dedication.
[02:54:31.040 --> 02:54:33.040]  God, somebody down there.
[02:54:33.040 --> 02:54:36.040]  There's no sense in wasting your breath. There's nobody there.
[02:54:36.040 --> 02:54:38.040]  That's one of the rules you made up yourself.
[02:54:38.040 --> 02:54:41.040]  I used to like the person to be liquidated. That's what you said.
[02:54:41.040 --> 02:54:43.040]  Oh, no, no, no, no.
[02:54:43.040 --> 02:54:46.040]  I think that there's no one there, so why don't you face the camera?
[02:54:46.040 --> 02:54:48.040]  It's very important. You said so yourself.
[02:54:48.040 --> 02:54:50.040]  I'm beginning to understand what it's worth.
[02:54:50.040 --> 02:54:52.040]  Shoe on the other foot. That's the idea, isn't it?
[02:54:52.040 --> 02:54:55.040]  It's one thing for someone like yourself to do a little cringing and pleading,
[02:54:55.040 --> 02:54:58.040]  but what a choice opportunity to show a member of the stake doing my class.
[02:54:58.040 --> 02:55:01.040]  But you're in same words when you think that. Let me stay here.
[02:55:01.040 --> 02:55:05.040]  I ask clarification to term they are you mean the state?
[02:55:05.040 --> 02:55:08.040]  Oh, I think they'll sit on their hands for a while.
[02:55:08.040 --> 02:55:10.040]  They wouldn't want to miss this scene.
[02:55:10.040 --> 02:55:14.040]  Besides, the act of rescue would be very demeaning to them.
[02:55:14.040 --> 02:55:19.040]  You have to break in here and rescue a high-ranking member of the state
[02:55:19.040 --> 02:55:21.040]  to snatch him out of the soup, so to speak.
[02:55:21.040 --> 02:55:24.040]  No, I think they won't help you.
[02:55:24.040 --> 02:55:26.040]  Miss Judge, do you what it's worth?
[02:55:26.040 --> 02:55:28.040]  You underestimated me.
[02:55:28.040 --> 02:55:32.040]  You wanted the whole country to see the way that a librarian dies.
