[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[03:32:22.573 --> 03:32:26.474]  Everybody better wake up and realize the fight is now.
[03:32:26.474 --> 03:32:34.497]  Everybody should be very, very urgent because the left and the globalists are frantic and launching their anti-human plan because they crave to control people.
[03:32:34.497 --> 03:32:37.337]  Those of us that are pro-human don't crave power.
[03:32:37.337 --> 03:32:38.278]  We already have the power.
[03:32:38.278 --> 03:32:43.399]  But we have to realize these scum are coming after us and we have to speak out and take action now.
[03:32:44.219 --> 03:32:46.960]  InfoWars is on the front line, and so are you!
[03:32:46.960 --> 03:32:57.104]  We are the resistance!
[03:32:57.104 --> 03:32:59.725]  You're listening to the Alex Jones Show.
[03:33:15.256 --> 03:33:20.151]  Hi, this is former mayor and the greatest mayor, Mr. 9-11 Rudy Giuliani.
[03:33:20.151 --> 03:33:23.019]  And you're listening to Roger Stone on InfoWars.
[03:33:27.157 --> 03:33:56.537]  And there you have the president's most effective lawyer, former mayor Rudy Giuliani, who I think has done a superb job of getting the president off of defense and on offense and calling out the criminality of James Comey, Robert Mueller, and the other deep state spooks who operate without any constitutional oversight whatsoever, answering only to the traitor
[03:33:57.277 --> 03:33:59.259]  Rod Rosenstein.
[03:33:59.259 --> 03:34:10.007]  Mr. Rosenstein is the man who signed the unconstitutional FISA warrant that was used to spy on the Trump campaign.
[03:34:10.007 --> 03:34:15.090]  That is a crime for which Mr. Rosenstein must be prosecuted.
[03:34:15.931 --> 03:34:21.412]  This is just the beginning of an epic clash, ladies and gentlemen.
[03:34:21.412 --> 03:34:35.476]  But anyone who read the indictment laid out last week by Mr. Rosenstein needs to be reminded, as I was forced to remind Chris Cuomo the other night on CNN,
[03:34:36.676 --> 03:34:42.098]  An indictment is an unproven accusation by the government.
[03:34:42.098 --> 03:34:45.380]  It is not an undisputed fact.
[03:34:45.380 --> 03:34:52.503]  You can say Guccifer 2.0 is a Russian asset as many times as you want to say it.
[03:34:52.503 --> 03:34:56.624]  That does not make it a fact certified in a court of law.
[03:34:56.624 --> 03:35:02.247]  And in fact, if that question goes to trial, the government is likely to lose.
[03:35:03.107 --> 03:35:10.893]  I would call Ray McGovern as a witness, the former counterintelligence IT expert.
[03:35:10.893 --> 03:35:12.974]  I'd call Bill Binney.
[03:35:12.974 --> 03:35:24.443]  I'd call the experts to prove definitively that when Rod Rosenstein says that Goose for 2.0 is indisputably a Russian, he's full of
[03:35:25.558 --> 03:35:26.878]  Exactly.
[03:35:26.878 --> 03:35:47.064]  Now, it is amazing how the mainstream media memes, the screaming memes, the Voxes, the Daily Beasts, and the other garbage media, such as Raw Garbage, as I call them, continue to say Roger Stone's indictment
[03:35:48.004 --> 03:35:52.568]  In connection with the hacking of the DNC is imminent.
[03:35:52.568 --> 03:36:09.660]  In fact, some numbskull named Barbara McQuaid, first of all, said on MSNBC that I was too cheap to pay $2 million to an FBI informant who tried to set me up and sell me so-called negative information.
[03:36:10.741 --> 03:36:20.330]  On Hillary Clinton, but now writes that I am subject to a Klein conspiracy indictment.
[03:36:20.330 --> 03:36:23.493]  Hey Barbara, where did you go to law school?
[03:36:23.493 --> 03:36:26.095]  Are you sure you ever passed the bar?
[03:36:26.095 --> 03:36:35.844]  Because you see, to be subject to a Klein conspiracy, one had to either be involved in the hacking of the DNC, I wasn't,
[03:36:36.565 --> 03:36:42.048]  Or the dissemination of the information that was allegedly obtained.
[03:36:42.048 --> 03:36:43.628]  I also wasn't.
[03:36:43.628 --> 03:36:46.370]  There is no evidence to the contrary.
[03:36:46.370 --> 03:36:53.093]  But I'm going to see your fat derriere in court, baby, because that's defamation.
[03:36:53.093 --> 03:36:57.795]  Where does MSNBC get these morons?
[03:36:57.795 --> 03:37:01.097]  Let's take Nick Ackerman, for example.
[03:37:01.097 --> 03:37:05.479]  He touts himself as a former Watergate prosecutor.
[03:37:05.839 --> 03:37:11.602]  No, he's a loud mouth, a blowhard, a buffoon, a jackass.
[03:37:11.602 --> 03:37:14.864]  He wouldn't know one end of the law from the other.
[03:37:14.864 --> 03:37:21.848]  Yet he continues to say, Former President Richard Nixon approved the break-in in advance.
[03:37:21.848 --> 03:37:24.810]  We've just never been able to find the proof.
[03:37:24.810 --> 03:37:26.871]  No, Nick, I just called you out.
[03:37:26.871 --> 03:37:28.992]  You're a full-fleshing phony.
[03:37:28.992 --> 03:37:30.773]  You have no evidence of that.
[03:37:30.773 --> 03:37:33.535]  It's a smear, just like everything you say to me.
[03:37:34.335 --> 03:37:42.642]  Anytime, Nick, you want to come on InfoWars, mano a mano, on the Alex Jones Show, on the War Room, I challenge you.
[03:37:42.642 --> 03:37:44.043]  I call you out.
[03:37:44.043 --> 03:37:45.805]  You don't have the stones.
[03:37:45.805 --> 03:37:49.909]  You don't have the guts to face me one-on-one.
[03:37:49.909 --> 03:37:57.395]  You're an august attorney, but I'd still kick your butt because you lie like a rug.
[03:37:57.395 --> 03:38:01.639]  MSNBC, folks, is the epitome of fake news.
[03:38:02.399 --> 03:38:10.904]  Ari Melber will be proven to be a drooling moron when the so-called Klein indictment never comes.
[03:38:10.904 --> 03:38:14.266]  No wonder nobody's watching.
[03:38:14.266 --> 03:38:21.770]  I do want to say once again that we have a special here that we're running for InfoWarriors only.
[03:38:22.370 --> 03:38:44.785]  If you go to the Infowars.com site now, and you buy my new book, Stone's Rules, which is a field manual for victory, and anyone who is in business, politics, media, fashion, agriculture, tech, you name it, these are rules for life.
[03:38:44.785 --> 03:38:48.208]  Rules that will guide you to victory and success.
[03:38:48.928 --> 03:38:59.679]  This book is not just for conservatives or libertarians or republicans or free thinkers or Trump supporters.
[03:38:59.679 --> 03:39:04.785]  This is a book that can be enjoyed and can be beneficial for anyone.
[03:39:04.785 --> 03:39:08.829]  And if you buy it at the Infowars.com site now,
[03:39:09.830 --> 03:39:23.219]  And you mail it to me with your receipt, proving that you purchased it through InfoWars, I will personalize it, autograph it, and mail it back to you at my own expense.
[03:39:23.219 --> 03:39:29.043]  If you want to include the return postage, I'd be happy to accept it.
[03:39:29.043 --> 03:39:33.646]  But this is a special offer, open to InfoWarriors only.
[03:39:34.266 --> 03:39:46.833]  You can buy the book at Amazon, you can buy the book at Barnes & Noble, and I wouldn't object, but if you buy it at InfoWars, I will proudly and gladly send it back to you signed.
[03:39:46.833 --> 03:39:49.135]  Here's the address where you can mail your book.
[03:39:49.915 --> 03:40:03.723]  It's a PO Box to Roger Stone, 1007 North Federal Highway, number 166, Fort Lauderdale, Florida, 33304.
[03:40:03.723 --> 03:40:07.646]  No David Brock, there's no point in showing up at that address, it's a mail drop.
[03:40:08.306 --> 03:40:14.353]  But if you will mail your book there, I will proudly sign it and mail it back to you.
[03:40:14.353 --> 03:40:23.464]  Again, this offer is open to InfoWarriors only, those who purchase my terrific new book at the InfoWars site today.
[03:40:24.185 --> 03:40:29.527]  I signed almost 80 books last night, and they went out in the mail this morning.
[03:40:29.527 --> 03:40:33.128]  It was my pleasure to do so, and we aren't current.
[03:40:33.128 --> 03:40:34.888]  There is no backlog.
[03:40:34.888 --> 03:40:39.530]  The instant we get your book, I sign it and get it back out the door.
[03:40:39.530 --> 03:40:46.112]  You can help InfoWars, you can help me, you can help the Stone family, and you can give yourself
[03:40:46.892 --> 03:40:48.534]  A road manual.
[03:40:48.534 --> 03:40:56.921]  A list of maxims and axioms and rules of the road that have led me to success in the political arena.
[03:40:56.921 --> 03:41:05.509]  The very rules that I will use to overcome the witch hunt being launched against me by Robert Mueller.
[03:41:05.509 --> 03:41:07.151]  And while we're on the subject,
[03:41:07.791 --> 03:41:31.710]  My legal costs have run me over a half million dollars so far, and still, Robert Mueller and his gumshoes are in every microscopic molecule of my being, examining my personal life, my private life, my business activities, my political activities, in what can only be called an inquisition.
[03:41:32.330 --> 03:41:38.832]  My legal costs are out of control and they threaten to bankrupt me and my family.
[03:41:38.832 --> 03:41:46.514]  Online stories that say I'm worth $20 million are planted to dissuade you from contributing.
[03:41:46.514 --> 03:41:51.916]  So please, go to StoneDefenseFund.com.
[03:41:51.916 --> 03:41:54.777]  StoneDefenseFund.com.
[03:41:54.777 --> 03:41:58.738]  Every penny you send will be used for my legal defense.
[03:41:59.458 --> 03:42:01.379]  I'm not going down easy.
[03:42:01.379 --> 03:42:05.241]  I will go down fighting if I go down at all.
[03:42:05.241 --> 03:42:08.282]  But I need your loyal support to do it.
[03:42:08.282 --> 03:42:12.143]  Again, StoneDefenseFund.com.
[03:42:12.143 --> 03:42:27.450]  And while you're at it, go by the Infowars.com site, because they need a war chest, too, to fight the phony lawsuits that are being launched against us in an effort to make sure that Roger Stone has no forum to defend himself.
[03:42:28.328 --> 03:42:31.295]  When the thugs come for me.
[03:42:31.295 --> 03:42:35.766]  I'm Roger Stone, you're on the Alex Jones Show, and we'll be right back.
[03:42:53.450 --> 03:43:00.577]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[03:43:00.577 --> 03:43:12.948]  Help the good bacteria thrive and support overall digestive health with our specially formulated Prebiotic Fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[03:43:13.669 --> 03:43:24.741]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[03:43:24.741 --> 03:43:31.508]  InfoWars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[03:43:32.108 --> 03:43:46.785]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[03:43:46.785 --> 03:43:49.448]  Head to infowarslife.com or call 1-888-253-3139.
[03:43:53.018 --> 03:44:11.848]  I want to plow into all of this, but I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts, or water filtration systems, or books, or videos, or other material from Infowarsstore.com, you are funding
[03:44:12.188 --> 03:44:12.989]  The revolution.
[03:44:12.989 --> 03:44:15.110]  I mean, I cannot say it any clearer.
[03:44:15.110 --> 03:44:19.092]  And so it is essential that you purchase the products at InfoWarsStore.com.
[03:44:19.092 --> 03:44:26.357]  I want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[03:44:26.357 --> 03:44:28.738]  You cannot beat that for children and adults.
[03:44:28.738 --> 03:44:31.380]  We've got the best mouthwash designed by Dr. Jones.
