[00:00:03.342 --> 00:00:08.186]  Big Brother, Mainstream Media, Government Cover Ups.
[03:42:07.814 --> 03:42:17.096]  It's hard to imagine all this stuff when you know, you know, cause I thought it was, that was, I thought that was the least likely scenario to happen is if a flu release, you know what I mean?
[03:42:17.096 --> 03:42:18.636]  And now I think it's the most likely.
[03:42:19.056 --> 03:42:33.142]  Well, you know, when they release the bioweapon flu, go to the FEMA camps, let them take your children, take all the inoculations, having the Marines on the streets are good, giving up our guns is good, the New World Order doesn't exist, but it does exist and it's a good thing and we should all accept it.
[03:42:33.142 --> 03:42:34.463]  I mean, that's basically the whole angle.
[03:42:34.463 --> 03:42:35.743]  I appreciate your call.
[03:42:35.743 --> 03:42:37.004]  Was Todd able to get back in?
[03:42:39.224 --> 03:42:49.230]  Well, I want to hear... I know he sent a bunch of nasty emails out and wrote a nasty article about all of us emailing him, calling us basically slime, but I'd like to hear what he had to say.
[03:42:49.230 --> 03:42:51.151]  Let's talk to Clint in Texas.
[03:42:51.151 --> 03:42:51.951]  Clint, you're on the air.
[03:42:51.951 --> 03:43:00.516]  I'm wondering, Alex, if they had ever found that nuclear warhead.
[03:43:01.215 --> 03:43:08.283]  That appeared to have been lost from Minot Air Base on the way to Barksdale down there in New Orleans.
[03:43:08.283 --> 03:43:09.764]  Near New Orleans.
[03:43:09.764 --> 03:43:11.606]  Did you ever find that nuke?
[03:43:11.606 --> 03:43:13.768]  Do you want me to answer the question?
[03:43:13.768 --> 03:43:13.949]  Yes.
[03:43:16.385 --> 03:43:22.532]  First it was three, then it was six, and then they said they were misaccounted for, which is basically impossible to happen.
[03:43:22.532 --> 03:43:24.074]  And then, yes, they had never lost them.
[03:43:24.074 --> 03:43:32.484]  They had only lost them for a few days when they were secretly flying them down from Minot down to Louisiana.
[03:43:32.964 --> 03:43:43.570]  And so that was clearly some weird clandestine operation where the military was trying to steal the warheads for six cruise missiles themselves.
[03:43:43.570 --> 03:43:46.791]  And so it was only lost for a day or so.
[03:43:46.791 --> 03:43:48.972]  Oh, okay.
[03:43:48.972 --> 03:43:49.993]  But it was never lost.
[03:43:49.993 --> 03:43:52.054]  They were trying to bait and switch it.
[03:43:52.054 --> 03:43:54.515]  And then somebody in the chain of command blew the whistle.
[03:43:54.515 --> 03:43:56.396]  And then they murdered a bunch of people involved with it.
[03:43:56.396 --> 03:44:01.499]  A bunch of people involved flying the nukes out mysteriously died.
[03:44:01.499 --> 03:44:01.739]  Oh my.
[03:44:02.542 --> 03:44:03.227]  Mm-hmm.
[03:44:03.227 --> 03:44:05.081]  We have very, very sick people in control.
[03:44:06.488 --> 03:44:06.968]  Yep.
[03:44:06.968 --> 03:44:08.829]  They'll stoop to no level, Will.
[03:44:08.829 --> 03:44:11.751]  There's no level low enough that they won't stoop to.
[03:44:11.751 --> 03:44:12.631]  They're going for broke.
[03:44:12.631 --> 03:44:14.472]  They're stealing all the pension funds.
[03:44:14.472 --> 03:44:20.055]  They know the public's going to rebel against them, and when they do, they're going to use that as a pretext to turn the military loose on us.
[03:44:20.055 --> 03:44:22.776]  This is just ungodly what we're headed into.
[03:44:22.776 --> 03:44:23.297]  God bless you.
[03:44:23.297 --> 03:44:24.437]  I appreciate your call.
[03:44:24.437 --> 03:44:32.581]  We're going to go back to calls, but I wanted to bring him back up for just three or four more minutes to finish up, because he was trying to recap and tell the story.
[03:44:32.581 --> 03:44:34.963]  He's one of the local news reporters who
[03:44:37.788 --> 03:44:43.932]  Who had been reporting on the Marines running the checkpoints in San Bernardino County.
[03:44:43.932 --> 03:44:51.736]  And that's now confirmed by local news stations, and we've talked to the Marines and CHIPS, and here is the press release from CHIPS admitting Marines.
[03:44:51.736 --> 03:44:53.337]  I'm putting it on screen.
[03:44:53.337 --> 03:44:53.957]  It's real.
[03:44:53.957 --> 03:44:58.140]  I've shot video of this at other events, and people tell me it's fake Marines.
[03:44:58.140 --> 03:45:00.721]  They tell me it isn't real.
[03:45:00.721 --> 03:45:02.582]  Let's keep that up there on screen.
[03:45:02.582 --> 03:45:06.465]  Other points you wanted to add about this giant training center they've built.
[03:45:08.485 --> 03:45:11.346]  Put up the first one for folks, please.
[03:45:11.346 --> 03:45:12.827]  That's the one, yes.
[03:45:12.827 --> 03:45:18.668]  Okay, I want to go back to Ben who writes for the Cactus Thorn blog, who's one of the first to be reporting on this.
[03:45:18.668 --> 03:45:24.830]  Finish up your point about the sports stadium, little FEMA center they've built, sir.
[03:45:24.830 --> 03:45:25.570]  Okay, Alex.
[03:45:25.570 --> 03:45:29.712]  Well, I think I mentioned that it's nearly the size of San Diego.
[03:45:31.693 --> 03:45:34.334]  Phase 1 will be 600 buildings.
[03:45:34.334 --> 03:45:42.476]  This is from the Pentagon, and I sent you an email with the local newspaper write-up on it.
[03:45:42.476 --> 03:45:51.378]  Phase 2 will be 746 buildings, and it's called, those types of facilities are called pronounced K-mount.
[03:45:53.788 --> 03:46:02.055]  This is out by Camp Wilson, which is 10 miles north of the main base.
[03:46:02.055 --> 03:46:08.061]  Yeah, they claim that it's mount training, but again KBR has built these FEMA camps.
[03:46:08.061 --> 03:46:12.284]  It's clearly a dual-use facility for the American people.
[03:46:12.284 --> 03:46:16.468]  Why do they need a full-size Olympic Stadium for training?
[03:46:16.468 --> 03:46:17.329]  That's a lot of money.
[03:46:18.590 --> 03:46:22.051]  Well, there's... the sky's the limit when enslaving the American people.
[03:46:22.051 --> 03:46:24.732]  I mean, you know, I've got video of the Marines trying to take our guns.
[03:46:24.732 --> 03:46:30.174]  I mean, it's... and the public watches it and can't believe it, so they say it's not real Marines.
[03:46:30.174 --> 03:46:36.216]  Yeah, and it is doubtful some of this money is coming from the Navy, because the Marine Corps is under the Navy.
[03:46:36.216 --> 03:46:42.458]  You know, it's coming from, no doubt, the Pentagon, as well as this expansion.
[03:46:42.458 --> 03:46:46.899]  And just recently, on national
[03:46:47.663 --> 03:46:53.345]  Online newspapers, the Pentagon has lost like billions and billions and billions of dollars.
[03:46:53.345 --> 03:46:55.625]  They cannot account for it.
[03:46:55.625 --> 03:47:01.587]  Well, it's stashed away somewhere, you know, for an ulterior purpose.
[03:47:01.587 --> 03:47:14.471]  And if I could just go back to their, their, the Marine Corps is training off base in residential areas in the Wonder Valley area, which which butts right up next to the
[03:47:15.749 --> 03:47:24.394]  The southern portion of the Marine base, helicopters have been using people's homes as training areas.
[03:47:24.394 --> 03:47:29.076]  Low-flying helicopters buzzing around people's homes.
[03:47:29.076 --> 03:47:32.518]  Not once, not twice, but apparently they keep doing it.
[03:47:32.518 --> 03:47:39.442]  The woman that brought this to the attention in a letter to the editor, she called the base and she complained.
[03:47:39.442 --> 03:47:40.963]  They questioned her patronism.
[03:47:43.903 --> 03:47:50.109]  And said, well, you know, we need to do this so we can be trained and protect America.
[03:47:50.109 --> 03:47:59.317]  Well, I'm putting video on screen of Police State 2000, and here are the hovercraft landing, and I have video of the Coronado battleship.
[03:47:59.317 --> 03:48:01.179]  Now understand, when I put this out in 1999,
[03:48:03.829 --> 03:48:16.115]  I mean, major news articles said that these are not real Marines they're saying, these are not real hovercraft, these are not real ships, because they couldn't deal with it.
[03:48:16.115 --> 03:48:18.957]  The video is of Marines training with role players
[03:48:19.717 --> 03:48:20.278]  We're good to go.
[03:48:36.070 --> 03:48:44.098]  Chinooks and Sea Kings and everything else landing over a thousand Marines, hovercraft, foreign troops.
[03:48:44.098 --> 03:48:49.062]  This is all in my police state trilogy, working with the police SWAT teams.
[03:48:49.062 --> 03:48:50.864]  I'm putting the police SWAT teams here.
[03:48:51.798 --> 03:48:53.679]  Now again, people claim this is all Hollywood.
[03:48:53.679 --> 03:48:55.200]  They claim this is all fake.
[03:48:55.200 --> 03:48:58.841]  Doesn't matter, it's all happening and I got video of them trying to take your guns.
[03:48:58.841 --> 03:49:00.542]  This isn't real.
[03:49:00.542 --> 03:49:02.263]  I hired all of this.
[03:49:02.263 --> 03:49:03.944]  I hired that hovercraft.
[03:49:03.944 --> 03:49:06.665]  I hired these police lining up to work with them.
[03:49:06.665 --> 03:49:08.746]  I hired all these warrior fighting vehicles.
[03:49:10.427 --> 03:49:15.030]  Uh, rolling out that folks are watching on PrisonPlanet.tv on the streams right now.
[03:49:15.030 --> 03:49:20.414]  And I hired just supposedly all these people and their evidence is the role players.
[03:49:20.414 --> 03:49:25.018]  See, you know the public's weak-minded and very dumbed down and really brain-damaged.
[03:49:25.018 --> 03:49:26.639]  And this is still photos I took.
[03:49:26.639 --> 03:49:28.481]  And so they go, well wait a minute, you say there's actors.
[03:49:28.481 --> 03:49:33.905]  Yes, the Marines hired actors to play the part of Americans going to FEMA camps.
[03:49:33.905 --> 03:49:34.465]  Put it up.
[03:49:34.465 --> 03:49:36.607]  Here they are taking us to the FEMA camps.
[03:49:36.607 --> 03:49:38.008]  This is how the Marines were dressed up.
[03:49:38.877 --> 03:49:42.859]  These guys have been training to take your guns, to take everything.
[03:49:42.859 --> 03:49:45.901]  There they are with the mock police working with real police.
[03:49:45.901 --> 03:49:49.922]  Here they are practicing invading California.
[03:49:49.922 --> 03:49:50.583]  Here are the troops.
[03:49:50.583 --> 03:49:55.365]  I mean, here it all is.
[03:49:55.365 --> 03:49:55.965]  Look at that.
[03:49:55.965 --> 03:49:59.927]  There they are practicing slamming Americans to the ground.
[03:49:59.927 --> 03:50:04.470]  Okay, so I just can't deal with this anymore, the denials.
[03:50:04.470 --> 03:50:06.611]  Anything else, sir?
[03:50:06.611 --> 03:50:07.291]  Well, yeah.
[03:50:09.033 --> 03:50:12.481]  Would you like to just talk briefly about the expansion?
[03:50:13.591 --> 03:50:20.334]  The Marine Corps' expansion, making... Look, what I'm going to do is I'm just going to set you up as an official guest, because what... and I appreciate you being on.
[03:50:20.334 --> 03:50:22.354]  Can you come on the show tomorrow, officially, for like 30 minutes?
[03:50:22.354 --> 03:50:23.315]  Uh, sure.
[03:50:23.315 --> 03:50:24.155]  Alright, we'll do that.
[03:50:24.155 --> 03:50:24.515]  Take care.
[03:50:24.515 --> 03:50:31.758]  I want to come back with Paul Watson, because I got him to go find a bunch of mainstream news articles where they say civil unrest, riots.
[03:50:31.758 --> 03:50:35.639]  I mean, I just put up the Army's official war college on it.
[03:50:35.639 --> 03:50:38.760]  The story on PrisonPlanet.com, but you... you're in denial?
[03:50:38.760 --> 03:50:40.721]  We'll even give you more out there.
[03:50:42.003 --> 03:50:43.145]  And I get upset by this.
[03:50:43.145 --> 03:50:44.788]  This upsets me when I'm covering this.
[03:50:44.788 --> 03:50:46.892]  This upsets me when I'm covering this.
[03:50:46.892 --> 03:50:49.838]  This is hard to deal with for me, for my family.
[03:50:49.838 --> 03:50:51.381]  I know what this means historically.
[03:50:52.475 --> 03:50:56.177]  Everyone knows that Omega-3 should be an essential part of our daily diet.
[03:50:56.177 --> 03:51:01.919]  With so many different methods of consumption, how do you choose a simple yet effective way to get your daily intake?
[03:51:01.919 --> 03:51:06.261]  The friendly, knowledgeable folks at North American Nutrition have the answer.
[03:51:06.261 --> 03:51:08.702]  Nature's Gem Premium Omega-3.
[03:51:08.702 --> 03:51:14.565]  Unlike other flaxseed, our golden flax is grown on our farm in northern Minnesota, providing cooler temperatures.
[03:51:14.565 --> 03:51:15.166]  We're good to go!
[03:51:32.122 --> 03:51:34.163]  Nature's Gem Golden Flax is pure.
[03:51:34.163 --> 03:51:37.686]  There is nothing added and nothing taken away and non-GMO.
[03:51:37.686 --> 03:51:40.127]  We offer a 100% money-back guarantee.
[03:51:40.127 --> 03:51:43.970]  Order Nature's Gem Premium Golden Flax today at GoldenFlax.com.
