[00:00:03.107 --> 00:00:04.067]  Altercation in St.
[03:46:42.746 --> 03:46:43.347]  Let's take a look.
[03:46:46.679 --> 03:46:49.180]  I was going under the speed limit.
[03:46:49.180 --> 03:46:50.021]  I was going at 38.
[03:46:50.021 --> 03:46:50.841]  Yes, you are ma'am.
[03:46:50.841 --> 03:46:51.402]  Good morning.
[03:46:51.402 --> 03:46:55.784]  Which is, and the speed limit is 40, and I was going 38, so why are you harassing me?
[03:46:55.784 --> 03:46:56.564]  You are correct.
[03:46:56.564 --> 03:46:58.545]  I pulled you over because... Because you're a murderer.
[03:46:58.545 --> 03:47:00.886]  Yes, I started to record because you're a murderer.
[03:47:00.886 --> 03:47:02.747]  You can't be on your cell phone while you're driving.
[03:47:02.747 --> 03:47:03.408]  I wasn't on my phone.
[03:47:03.408 --> 03:47:05.649]  I was recording you because you scared me.
[03:47:05.649 --> 03:47:07.450]  You can't use your cell phone while you're recording.
[03:47:07.450 --> 03:47:08.030]  I can record you.
[03:47:08.030 --> 03:47:09.351]  May I have your driver's license?
[03:47:09.351 --> 03:47:12.733]  It's at my apartment.
[03:47:12.733 --> 03:47:13.433]  What's your apartment?
[03:47:13.863 --> 03:47:14.864]  It's at my home.
[03:47:14.864 --> 03:47:19.489]  I'm just taking my son to his... Do you have your driver's license?
[03:47:19.489 --> 03:47:21.070]  I mistakenly left it at home.
[03:47:21.070 --> 03:47:22.992]  Do you have a picture of your driver's license?
[03:47:22.992 --> 03:47:23.673]  Yes, I do.
[03:47:23.673 --> 03:47:26.055]  May I have it?
[03:47:26.055 --> 03:47:28.437]  And can you call your supervisor, please?
[03:47:28.437 --> 03:47:29.298]  I already did.
[03:47:29.298 --> 03:47:29.879]  He's on his way.
[03:47:29.879 --> 03:47:31.380]  Good, because you're a murderer.
[03:47:31.380 --> 03:47:33.963]  Okay.
[03:47:33.963 --> 03:47:35.784]  And so you're giving me a cell phone ticket?
[03:47:36.804 --> 03:47:38.065]  Is that why you're harassing me?
[03:47:38.065 --> 03:47:39.426]  It's not harassment.
[03:47:39.426 --> 03:47:40.687]  I am enforcing the law.
[03:47:40.687 --> 03:47:44.150]  I have a right to record the police when they're harassing me.
[03:47:44.150 --> 03:47:47.432]  By all means, but you can't do it while you're driving.
[03:47:47.432 --> 03:47:51.575]  I wasn't texting or none of that.
[03:47:51.575 --> 03:47:54.257]  And you stared me and made me think you were going to murder me.
[03:47:54.257 --> 03:47:55.758]  Okay, well I'm sorry you feel that way.
[03:47:55.758 --> 03:47:57.500]  Well, that's not just a feeling.
[03:47:57.500 --> 03:47:58.380]  You're a murderer.
[03:47:58.380 --> 03:47:59.121]  Okay.
[03:47:59.121 --> 03:48:00.302]  Can you zoom in on that for me?
[03:48:00.302 --> 03:48:00.582]  Sure.
[03:48:01.167 --> 03:48:01.628]  Thank you.
[03:48:01.628 --> 03:48:05.311]  And I'm perfectly legal and I'm a teacher.
[03:48:05.311 --> 03:48:05.892]  So there.
[03:48:05.892 --> 03:48:07.573]  Congratulations.
[03:48:07.573 --> 03:48:09.115]  You're a murderer.
[03:48:09.115 --> 03:48:09.795]  What's your last name?
[03:48:09.795 --> 03:48:10.696]  I can't see that there.
[03:48:10.696 --> 03:48:11.918]  Well here you go murderer.
[03:48:11.918 --> 03:48:12.218]  Stop shaking.
[03:48:13.849 --> 03:48:14.730]  Zoom in on that for me, right?
[03:48:14.730 --> 03:48:16.451]  No, because you're scaring me.
[03:48:16.451 --> 03:48:18.533]  You're threatening to kill me and my son.
[03:48:18.533 --> 03:48:20.075]  Can you give me a break?
[03:48:20.075 --> 03:48:22.837]  I'll tell you what, you keep smiling, you're on camera.
[03:48:22.837 --> 03:48:24.479]  You're trying to threaten to kill me.
[03:48:24.479 --> 03:48:24.979]  I didn't say that.
[03:48:24.979 --> 03:48:26.280]  I'm not smiling, you're the one who's threatening.
[03:48:26.280 --> 03:48:27.681]  Hold that still, I can't see that.
[03:48:27.681 --> 03:48:28.622]  Is this your car?
[03:48:28.622 --> 03:48:29.603]  Yes, it is.
[03:48:29.603 --> 03:48:34.287]  And you're trying to say I stole my own car because you're jealous?
[03:48:34.287 --> 03:48:34.848]  I don't think so.
[03:48:35.723 --> 03:48:37.003]  You wait for me right here, okay?
[03:48:37.003 --> 03:48:38.544]  You're jealous?
[03:48:38.544 --> 03:48:39.244]  Sign the citation.
[03:48:39.244 --> 03:48:41.325]  All you need to do is give your signature.
[03:48:41.325 --> 03:48:43.845]  He's only citing you for using your cell phone while you're driving.
[03:48:43.845 --> 03:48:44.105]  That's it.
[03:48:44.105 --> 03:48:44.986]  Here you go, ma'am.
[03:48:44.986 --> 03:48:46.206]  Sign inside the red box right there.
[03:48:46.206 --> 03:48:48.107]  For him being a Mexican racist.
[03:48:48.107 --> 03:48:49.707]  What is that name?
[03:48:49.707 --> 03:48:50.087]  Gasco?
[03:48:50.087 --> 03:48:51.228]  Sign the citation, ma'am.
[03:48:51.228 --> 03:48:53.788]  Here you go, Mexican racist.
[03:48:53.788 --> 03:48:55.309]  You're always going to be a Mexican.
[03:48:55.309 --> 03:48:56.249]  You'll never be white.
[03:48:56.249 --> 03:48:57.729]  You know that, right?
[03:48:57.729 --> 03:49:00.070]  You'll never be white, which is what you really want to be.
[03:49:00.070 --> 03:49:00.690]  You want to be white.
[03:49:00.690 --> 03:49:01.511]  There you go, dear.
[03:49:01.511 --> 03:49:01.911]  Have a good day.
[03:49:01.911 --> 03:49:02.731]  You want to be white.
[03:49:05.222 --> 03:49:08.284]  So again, you heard her say, I'M A TEACHER!
[03:49:08.284 --> 03:49:09.684]  I'M A TEACHER!
[03:49:09.684 --> 03:49:12.366]  Yeah, that doesn't make you Mother Teresa.
[03:49:12.366 --> 03:49:14.547]  Again, it's this new high status symbol.
[03:49:14.547 --> 03:49:15.647]  Oh, I'm a nurse.
[03:49:15.647 --> 03:49:17.768]  Oh my God, what you do, TikTok dancers?
[03:49:17.768 --> 03:49:18.669]  Incredible.
[03:49:18.669 --> 03:49:19.729]  Incredible.
[03:49:19.729 --> 03:49:22.311]  Stunning and brave.
[03:49:22.311 --> 03:49:27.673]  She's literally calling him a murderer when he's stopping her for waving her cell phone out of the window.
[03:49:27.673 --> 03:49:28.514]  That's the law.
[03:49:28.514 --> 03:49:32.776]  Whether you agree with it or not, you can't be on your cell phone when you're driving.
[03:49:32.776 --> 03:49:34.737]  Immediately calls him a murderer.
[03:49:35.385 --> 03:49:36.406]  Why is she doing this?
[03:49:36.406 --> 03:49:46.095]  Because people like LeBron James come out with ridiculous, absurd tweets saying that black people are literally being hunted on the streets every time they leave the house.
[03:49:46.095 --> 03:49:48.057]  Yes, he actually said that.
[03:49:48.057 --> 03:49:53.562]  You have the media glorifying violent criminals like George Floyd, for example.
[03:49:53.562 --> 03:50:01.569]  You have the Ferguson effect where cops don't even go into these areas anymore and you have this perception that they're just going to kill everyone on a whim.
[03:50:02.768 --> 03:50:11.870]  Generally, by and large, even in America, where you do have police abuse, if you abide by the law, if you don't resist arrest, you're not going to get shot in the head.
[03:50:11.870 --> 03:50:28.312]  But because of this rampant moral panic and hysteria promulgated by the media, promulgated by celebrities like LeBron James, this is how a teacher, a much vaunted, sanctified teacher, responds to a routine traffic stop.
[03:50:28.312 --> 03:50:31.293]  Absolutely incredible.
[03:50:31.293 --> 03:50:31.773]  Meanwhile,
[03:50:32.495 --> 03:50:33.536]  This ties into this.
[03:50:33.536 --> 03:50:38.319]  Summer 2021 is going to be abnormally violent as murders continue to rise.
[03:50:38.319 --> 03:50:40.380]  And why are they continuing to rise?
[03:50:40.380 --> 03:50:47.345]  Because of the Ferguson effect, obviously the riots after the Michael Brown murder, and because of the George Floyd effect.
[03:50:47.925 --> 03:50:53.287]  Cops don't want to go into areas where they're likely to have violent confrontations with criminals.
[03:50:53.287 --> 03:50:56.369]  And you saw that with the Bryant murder a couple of weeks ago.
[03:50:56.369 --> 03:50:59.570]  Again, she was the cause celebre of Black Lives Matter.
[03:50:59.570 --> 03:51:07.774]  Despite the fact that the cop literally saved two lives of African-American women that Bryant was trying to stab to death.
[03:51:07.774 --> 03:51:10.215]  Why would cops want to go into those areas when
[03:51:11.181 --> 03:51:26.829]  Either they're going to get killed by violent criminals, or if they defend themselves and legally, justifiably kill the violent criminals, their lives are going to be ruined by the mobs on social media, or they're going to be ruined by rigged jury trials.
[03:51:26.829 --> 03:51:28.270]  But apparently it's only going to get worse.
[03:51:28.270 --> 03:51:39.575]  Summer 2021 is shaping up to be abnormally violent, according to one expert, as data shows murders continue to rise in major American cities and the threat of more riots looms large.
[03:51:39.575 --> 03:51:40.636]  This is John Roman,
[03:51:41.744 --> 03:51:44.505]  He said summer 2021 is going to be abnormally violent.
[03:51:44.505 --> 03:51:46.425]  Summer 2022 as well!
[03:51:46.425 --> 03:51:47.445]  Great!
[03:51:47.445 --> 03:51:50.466]  It's the new normal, writes Roman.
[03:51:50.466 --> 03:51:51.806]  So they go through the cities.
[03:51:51.806 --> 03:51:54.507]  They know that murder, again, is on the increase.
[03:51:54.507 --> 03:52:08.429]  It has been on the increase since 2014, which is when the Ferguson riots happened, which is when the Ferguson effect kicked into high gear because the police didn't want to go into these high crime areas where they're likely to be confronted by criminals.
[03:52:08.429 --> 03:52:11.290]  So if they kill the criminals, again,
[03:52:12.529 --> 03:52:19.156]  They will be the subject of vicious mob harassment, media pylons, rigged juries.
[03:52:19.156 --> 03:52:22.459]  If they're not dead, their lives will be ruined anyway.
[03:52:22.459 --> 03:52:26.163]  So what is the purpose of having those confrontations in the first place?
[03:52:26.163 --> 03:52:27.444]  Just let them kill each other.
[03:52:27.444 --> 03:52:31.609]  And that's apparently what they're doing in many major American cities.
[03:52:31.609 --> 03:52:32.409]  That's going to wrap it up.
[03:52:32.409 --> 03:52:33.130]  War Room next.
[03:52:33.130 --> 03:52:34.652]  Summit.News.Go away.
