[00:00:07.870 --> 00:00:09.311]  We did it!
[03:17:10.441 --> 03:17:14.045]  You've taken this country and pissed all over it.
[03:17:14.045 --> 03:17:24.877]  And now in your arrogance you still think you can con us, even though we've already beaten you so many times despite the fact you rigged the whole thing and had countless funny money from your foreign fellow reserve.
[03:17:24.877 --> 03:17:28.221]  But in that crown are a few other jewels.
[03:17:28.221 --> 03:17:31.765]  Their arrogance, their delusion, the Internet's the big stone.
[03:17:33.848 --> 03:17:38.971]  There's so many other facets to it, and I think you can all recognize what the other reasons Trump won.
[03:17:38.971 --> 03:17:44.934]  People waking up worldwide, the globalist excesses being so arrogant they appoint presidents in Europe and bankrupt countries.
[03:17:44.934 --> 03:17:45.275]  No, really.
[03:17:45.275 --> 03:17:48.076]  I mean, what are other jewels of the crown that brought Trump in?
[03:17:48.076 --> 03:18:03.005]  His stamina, his courage, his will, the people supporting him, Nigel Farage, whistleblowers, the rise of the new media in this internet system, and the vacuum the media created by standing down and being so evil.
[03:18:05.782 --> 03:18:21.150]  The truth is, history's happening, but we've retaken a beachhead, we're winning the overall war, but now we have to drain the swamp, and we cannot sit here and just roll over and out of these people because they are scum, they are trash, they must be prosecuted, justice must be done.
[03:18:21.150 --> 03:18:25.632]  They wanted to shut down the internet, shut off talk radio, go after peaceful people, persecute the media.
[03:18:26.997 --> 03:18:37.980]  Obama sits there all arrogant like he's this big humanitarian, when the border's wide open and our country's collapsing and the health departments are going under and he's on vacation five months out of the year.
[03:18:37.980 --> 03:18:43.622]  It's time to fully... It's kind of like you eat some poison food and you vomit part of it up.
[03:18:43.622 --> 03:18:46.542]  You feel a little better, but you need to get it all out.
[03:18:46.542 --> 03:18:47.803]  We've got about a third of the vomit out.
[03:18:47.803 --> 03:18:49.083]  A third of the poison.
[03:18:49.083 --> 03:18:50.243]  We know there's more poison.
[03:18:50.243 --> 03:18:51.244]  We've got to get it out.
[03:18:51.244 --> 03:18:54.124]  We've got to drink some fresh water.
[03:18:54.124 --> 03:18:55.965]  But in closing, sitting here thinking,
[03:18:57.139 --> 03:19:11.839]  I mentioned the jewel and the crown and the other stones that accompany it, but I didn't mention the overall plan and this crown of idiocy that was placed upon these traders' heads.
[03:19:11.839 --> 03:19:12.320]  And that's God.
[03:19:14.673 --> 03:19:32.006]  God moving through time, moving through history, sitting back 20 plus years seeing where Infowars came from, frustrated over the years trying to build, trying to fight, trying to develop, and then right as it was needed at the final point going into warp drive and absolutely energizing the planetary resistance.
[03:19:33.047 --> 03:19:50.342]  God is moving in all of us, and it is Jesus Christ that gets the final thanks in all of this, because as it's been said a million times a million, the Lord works in mysterious ways, and the Lord works from the most common and simple of us, to the most supposedly high up.
[03:19:50.342 --> 03:19:56.247]  Because God knows, it's the good men and women of this planet, of every race, color, and creed, that are the resistance.
[03:20:00.290 --> 03:20:02.191]  Offer not valid in all states or where prohibited by law.
[03:20:02.191 --> 03:20:03.371]  See website for details.
[03:20:03.371 --> 03:20:05.091]  Need some extra cash today?
[03:20:05.091 --> 03:20:07.692]  Do you have bad credit or maxed out credit cards?
[03:20:07.692 --> 03:20:09.673]  If so, turn your radio up!
[03:20:09.673 --> 03:20:14.834]  45cash.com is one of the nation's largest personal loan networks with over 50 different lenders.
[03:20:14.834 --> 03:20:16.875]  Now you can get a personal loan for up to $5,000 with
[03:20:17.995 --> 03:20:18.415]  I think so.
[03:20:40.342 --> 03:20:47.249]  Now, regardless of your credit, go to 45cash.com from your smartphone or computer to get the cash you need.
[03:20:47.249 --> 03:20:49.331]  Visit 45cash.com.
[03:20:49.331 --> 03:20:54.556]  Type www.45cash.com directly into the address bar.
[03:20:54.556 --> 03:20:55.477]  That's 45cash.com.
[03:20:55.477 --> 03:20:56.358]  45cash.com.
[03:20:59.665 --> 03:21:04.487]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy.
[03:21:04.487 --> 03:21:05.588]  Are you ready?
[03:21:05.588 --> 03:21:08.329]  At best, your local stores have a three-day supply of food.
[03:21:08.329 --> 03:21:10.671]  Will your family have to fight over what's left?
[03:21:10.671 --> 03:21:14.452]  Are you willing to gamble your family's safety that it'll never happen to you?
[03:21:14.452 --> 03:21:19.515]  Be wise and be ready with 25-Year Shelf Life Wise Food Storage.
[03:21:19.515 --> 03:21:24.417]  Wise Food Storage provides affordable, ready-made gourmet meals with a super long 25-year shelf life.
[03:21:25.498 --> 03:21:29.523]  Meals like pasta alfredo, cheesy lasagna, breakfast, dessert, drinks, and snacks.
[03:21:29.523 --> 03:21:34.889]  Just add water and your family is eating delicious food instead of fighting for scraps in a food riot.
[03:21:34.889 --> 03:21:35.770]  Try it free!
[03:21:35.770 --> 03:21:40.776]  Order a no-obligation free sample meal delivered right to your front door and for a limited time
[03:21:40.776 --> 03:21:40.976]  We're good.
[03:21:59.571 --> 03:22:10.438]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[03:22:10.438 --> 03:22:14.581]  There's something that is changing thousands of people's lives, and you could be one of them.
[03:22:14.581 --> 03:22:16.742]  It's called Heart and Body Extract.
[03:22:16.742 --> 03:22:22.206]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[03:22:22.366 --> 03:22:32.355]  What happens with the Formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[03:22:32.355 --> 03:22:38.821]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[03:22:38.821 --> 03:22:42.164]  It can also work on balancing the circulation for diabetics.
[03:22:42.164 --> 03:22:44.206]  So the body is an amazing thing.
[03:22:44.206 --> 03:22:47.329]  It simply needs some help so it has the tools to heal itself.
[03:22:47.349 --> 03:22:49.812]  Heart and Body Extract gets results.
[03:22:49.812 --> 03:22:52.035]  To order your 2-month supply, call now.
[03:22:52.035 --> 03:22:55.519]  Toll free at 866-295-5305.
[03:22:55.519 --> 03:22:58.783]  Order online at HBextract.com.
[03:22:58.783 --> 03:23:05.551]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[03:23:05.751 --> 03:23:10.735]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[03:23:10.735 --> 03:23:12.997]  No scare tactics, just common sense.
[03:23:12.997 --> 03:23:19.623]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[03:23:19.623 --> 03:23:21.624]  Learn more at BlockItPocket.com or call 888-315-9618.
[03:23:21.624 --> 03:23:23.466]  BlockItPocket.com, enhancing health and privacy.
[03:23:28.692 --> 03:23:33.493]  In these uncertain times, it makes sense to have a sustainable backup method to cook food and boil water.
[03:23:33.493 --> 03:23:39.355]  If your current plan includes using a fuel-burning stove or cooking over an open fire, then there's a much better way.
[03:23:39.355 --> 03:23:45.877]  The Minuteman Rocket Stove is a biomass-burning cooking stove that only requires small quantities of sticks and twigs for fuel.
[03:23:45.877 --> 03:23:49.918]  The Minuteman Stove is easy to use, smokeless, portable, powerful, and sustainable.
[03:23:49.918 --> 03:23:56.159]  For the finest in survival cooking stoves and fire starters made right here in the USA, go to MinutemanStove.com.
[03:23:56.159 --> 03:23:57.920]  That's MinutemanStove.com.
[03:24:10.535 --> 03:24:13.355]  Welcome back into the fourth hour of the Alex Jones Show.
[03:24:13.355 --> 03:24:16.636]  Owen Schroer with you.
[03:24:16.636 --> 03:24:20.697]  Lots of things are transgressing right now since the election of Donald Trump.
[03:24:20.697 --> 03:24:27.878]  Obviously the big thing that people are talking about are all the protesters, the violence, the hypocrisy, and everything we've seen from them.
[03:24:27.878 --> 03:24:33.159]  We'll talk more about that here in a minute, but I got to remind you about our election super specials.
[03:24:33.159 --> 03:24:37.100]  This sale has been extended at InfoWarsLife.com.
[03:24:37.100 --> 03:24:39.380]  This is the Help Defend Liberty sale.
[03:24:40.000 --> 03:24:42.622]  Now folks, these prices are unbeatable.
[03:24:42.622 --> 03:24:46.205]  These are some of the lowest prices we're ever going to offer on some of these products.
[03:24:46.205 --> 03:24:49.048]  Free shipping, 30% off Survival Shield X2.
[03:24:49.048 --> 03:24:50.389]  That's my favorite product.
[03:24:50.389 --> 03:24:53.972]  Save a lot of money with shipping on the survival food that we have.
[03:24:53.972 --> 03:24:56.855]  Those are some of our best specials, so make sure you take advantage.
[03:24:57.535 --> 03:25:03.518]  Well, we're gonna see all the excuses from the anti-Trump movement and from the Hillary Clinton campaign.
[03:25:25.356 --> 03:25:36.347]  Now although this hasn't really come out of the Hillary Clinton campaign in this year, there are people protesting for the Electoral College to elect Hillary Clinton.
[03:25:36.347 --> 03:25:40.211]  Millions signed petition urging Electoral College to elect Hillary Clinton.
[03:25:41.152 --> 03:25:46.413]  The strange thing about this is, before I get into this petition, I actually follow a lot of these petitions.
[03:25:46.413 --> 03:25:48.514]  There's some sites that do these petitions.
[03:25:48.514 --> 03:25:50.874]  Change.org is the one that launched this one.
[03:25:50.874 --> 03:25:57.096]  But even the federal government has websites where there's petitions, where you can petition the president.
[03:25:57.096 --> 03:26:00.197]  And for whatever reason, the petitions that
[03:26:01.616 --> 03:26:08.501]  That people like I, people like myself would back, the people at Infowars.com would back, the people like our audience would back.
[03:26:08.501 --> 03:26:12.264]  For whatever reason, we never seem to get these things off the ground.
[03:26:12.264 --> 03:26:18.589]  And most of these petitions, like there was a petition I think to impeach Obama that needed like 200,000 signatures.
[03:26:18.589 --> 03:26:22.572]  We didn't even get that in a month's span.
[03:26:22.572 --> 03:26:26.896]  So I'm just curious how that happens when we are the most engaged people, we are the most active.
[03:26:28.015 --> 03:26:37.822]  And I thought to myself, maybe I need to dedicate myself to coming in here every Monday and telling you what the petitions are that we need to sign.
[03:26:37.822 --> 03:26:39.343]  So here's another one.
[03:26:39.343 --> 03:26:42.525]  Is this the one from Change.org guys?
[03:26:42.525 --> 03:26:45.667]  Yeah, so this is the petition that we're looking at.
[03:26:45.667 --> 03:26:50.070]  Now the story that I have here, this came from Yahoo, one of the biggest anti-Trump
[03:26:51.033 --> 03:27:13.220]  Mainstream media outlets going more than 2.4 million people had signed a petition to the US electoral college Urging its members to ignore their state's votes votes and cast their ballots for the former Secretary of State Hillary Clinton, so that's nice That's nice these people they want you to they're gonna sign a petition to commit treason against this country
[03:27:14.380 --> 03:27:15.441]  How do you like that, folks?
[03:27:15.441 --> 03:27:17.842]  That's what you get from the Hillary Clinton people.
[03:27:17.842 --> 03:27:26.407]  They just openly want to be treasonous against this country, and then actually put in a treasonous president, but that's a whole other issue that they couldn't understand.
[03:27:26.407 --> 03:27:29.028]  And again, I just ask myself, why don't our petitions get millions?
[03:27:29.028 --> 03:27:32.811]  Why can't the petitions against Obama's war crimes and lies get millions?
[03:27:32.811 --> 03:27:35.012]  They're there almost every day, I see these things.
[03:27:35.012 --> 03:27:38.614]  They get almost hundreds of thousands of signatures, but not 2.4 million.
[03:27:38.614 --> 03:27:41.256]  So that's really strange, especially when we've
[03:27:42.227 --> 03:27:46.188]  We've been talking about this, Alex has talked about this, Paul Joseph Watson talked about this.
