[00:00.000 --> 00:01.600]  We've got it, Dada.
[2:51:27.120 --> 2:51:37.120]  Type into Google, 12-year gold silver graph. Look at the two go up. Look at it go up over $100 now in the last few weeks, gaining back many of the losses it had.
[2:51:37.120 --> 2:51:45.120]  That's because they have been devaluing the currencies and the euro goes down and the dollar goes down and the euro goes up and the dollar goes up.
[2:51:45.120 --> 2:51:52.120]  But if you look at it, over time, world currencies are stepping like a staircase downward.
[2:51:52.120 --> 2:52:01.120]  Gold and silver and other commodities are on a staircase upwards only because it costs more of those fiat currencies to buy the real tangible good.
[2:52:01.120 --> 2:52:07.120]  And I think probably the biggest sleeper is silver. And so I would only steer people in direction I think is great.
[2:52:07.120 --> 2:52:15.120]  And especially when Ted Anderson has deals on gold and silver. You're always plugging the two silver dollars because you do lose money on that.
[2:52:15.120 --> 2:52:21.120]  And that's the best deal you've gotten is an insane deal. Free shipping, free book, free video, silver dollars that cost.
[2:52:21.120 --> 2:52:26.120]  But you bought a bunch of gold and silver when the price was down a few months ago. Now it's gone back up a lot.
[2:52:26.120 --> 2:52:33.120]  Even last week you said you'd run out of most of it. What do you still have at the super low price that's left when people call?
[2:52:33.120 --> 2:52:36.120]  What's the list of special loss leaders you've got?
[2:52:36.120 --> 2:52:42.120]  Well, especially if you're looking for silver. I mean, right now the Lakota Nation Silver Rounds are at $43.
[2:52:42.120 --> 2:52:45.120]  If you look on eBay, you're going to pay a lot more for those.
[2:52:45.120 --> 2:52:51.120]  Walking Liberty Haves are at $1,703. We have those discounted even against our own internet prices.
[2:52:51.120 --> 2:52:59.120]  The survival bags of dimes. I mean, I can't say it enough. People need to have small fractions of gold and silver that they can use as money
[2:52:59.120 --> 2:53:03.120]  because the paper currency is going into the toilet.
[2:53:03.120 --> 2:53:13.120]  Bags of silver dimes right now, $100 face value of silver dimes or 1,000 dimes is $2,643.
[2:53:13.120 --> 2:53:23.120]  And by the way, Alex, that means it now takes 26 dimes or 26 of the new copper dimes to buy one old silver dime.
[2:53:23.120 --> 2:53:30.120]  That gives you a reflection of what's going on. And as a matter of fact, the copper dimes are worth more than their face value just because they have copper in them.
[2:53:30.120 --> 2:53:41.120]  They have to make pennies out of steel. What is it going to take to wake the people up so they actually see that the government is driving their currency right into the floor?
[2:53:41.120 --> 2:53:50.120]  I mean, the people that have been trying to save and live out their retirement, they might as well just kiss and goodbye.
[2:53:50.120 --> 2:53:56.120]  You really need to have gold and silver. And like you say, silver probably makes more sense than gold at this time.
[2:53:56.120 --> 2:54:04.120]  But if you're a larger investor, gold is you're going to have to look at that option because it's just too heavy to store well too much silver.
[2:54:04.120 --> 2:54:14.120]  The Silver Eagles right now are at $19,5506. I really like to support Ron Paul. I've got those campaign for Liberty quarter ounce proof coins and they're at $5,3657.
[2:54:14.120 --> 2:54:16.120]  Aren't you almost out of those?
[2:54:16.120 --> 2:54:23.120]  I've got just a few left, Alex. I can't remember. I think I made 2,000 of them. I might have 200 of them left.
[2:54:23.120 --> 2:54:30.120]  Here's the number 800-686-2237-1800-686-2237.
[2:54:30.120 --> 2:54:37.120]  Table have to have you back on as we watch this unfold. But I tell you, I mean, I'm getting my storeable food in order.
[2:54:37.120 --> 2:54:43.120]  I've already had it for years, but I'm getting the lanterns ready, the guns ready. I was out shooting this weekend, something I hadn't done in a year.
[2:54:43.120 --> 2:54:51.120]  And I'm hoping for the best, but preparing for the worst. And more and more, you know, under globalism, this leads to a very bad place.
[2:54:51.120 --> 2:55:01.120]  I'm telling everybody, get ready for full collapse of everything, of the economy, and then hope we're wrong five years from now.
[2:55:01.120 --> 2:55:09.120]  Okay? But the way all this is going, people need to get storeable food. They need to get gold and silver. They need to get firearms. You need to get ready.
[2:55:09.120 --> 2:55:11.120]  Ted Anderson, thank you so much for joining us.
[2:55:11.120 --> 2:55:12.120]  Thanks for having me up, Alex.
[2:55:12.120 --> 2:55:15.120]  Thank you. And a lot of people are so broke they can't even do that.
[2:55:15.120 --> 2:55:25.120]  And more importantly than any of that, spread the word about liberty because people being awake is one of the only hopes we have to avert all this.
[2:55:25.120 --> 2:55:32.120]  That if people are awake to this corruption, it will disappear like phantoms at dawn, as Thomas Jefferson said.
[2:55:32.120 --> 2:55:39.120]  I want to jam in some more calls here. I never really talk about this sponsor and they've just got such amazing deals going right now.
[2:55:39.120 --> 2:55:45.120]  It's eFoodsDirect.com forward slash Alex. The holiday season, eFoodsDirect is offering some unbelievable deals.
[2:55:45.120 --> 2:55:48.120]  You've ever thought about getting a supply of storeable foods and now is the time.
[2:55:48.120 --> 2:55:53.120]  Don't wait until next time because this may be the best deal they've ever offered.
[2:55:53.120 --> 2:56:03.120]  This season, get yourself the gift of food security and peace of mind in these unstable times with the best storeable foods out there from eFoodsDirect.com.
[2:56:03.120 --> 2:56:10.120]  They've got a bunch of specials running right now. eFoodsDirect.com forward slash Alex or click on the banners and then forward.com.
[2:56:10.120 --> 2:56:17.120]  Or give them a call 800-876-0871. That's the number to call to ask about different specials they've got running.
[2:56:17.120 --> 2:56:26.120]  800-876-0871. 800-876-0871. Get prepared today.
[2:56:26.120 --> 2:56:32.120]  Alright, continuing here. I'm going to do a little bit of overdrive into the next hour. The official show will be over.
[2:56:32.120 --> 2:56:37.120]  And then I guess XM takes the show an hour late, so it's like live for a couple hours that it's the first hour again.
[2:56:37.120 --> 2:56:41.120]  But regardless, we're coming back with your phone calls here in just a moment.
[2:56:41.120 --> 2:56:45.120]  But some stations, obviously, will break away to the next show.
[2:56:45.120 --> 2:56:52.120]  Yeah, yeah, we're going to phone calls. Oh, yeah, I'm supposed to do a rant because I need to add a mistake at the first five minutes.
[2:56:52.120 --> 2:56:56.120]  I want to fix that. Holy mackerel. We'll see what we're going to have to do here.
[2:56:56.120 --> 2:57:01.120]  Let's go ahead and talk to Matt in North Carolina. Go ahead, Matt.
[2:57:01.120 --> 2:57:04.120]  Hey, how's it going, Alan? Good.
[2:57:04.120 --> 2:57:11.120]  Yeah, just a couple things. First of all, I've been trying to call for a while and haven't been able to get through.
[2:57:11.120 --> 2:57:19.120]  But on the Libya thing, I noticed when you did your Money Bombs special, you had Mr. Danfgon.
[2:57:19.120 --> 2:57:26.120]  And while you guys were talking, he made an interesting point, which is that the truth is never simple.
[2:57:26.120 --> 2:57:34.120]  And I think with the Libya thing, when I feel to see anybody notice, I mean, I don't know if you remember when the rebels took Tripoli
[2:57:34.120 --> 2:57:39.120]  and they renamed the square or whatever downtown. You see this beautiful shot of the square.
[2:57:39.120 --> 2:57:44.120]  You see all these people and they're all waving the new Libyan flag because the old one was just solid green.
[2:57:44.120 --> 2:57:49.120]  And there's this new nice-looking flag that they're waving. They're all waving it.
[2:57:49.120 --> 2:57:56.120]  That's all you can see. And then you see these people trailing through the streets with like a big 50-foot version of the Libyan flag.
[2:57:56.120 --> 2:58:03.120]  And you got all these reporters on the ground and nobody asked the question, where the hell did they get the flags?
[2:58:03.120 --> 2:58:07.120]  I mean, is there some kind of... Did the rebels set up a flag factory?
[2:58:07.120 --> 2:58:09.120]  No, it's all...
[2:58:09.120 --> 2:58:13.120]  It's all a big sigh-up. I saw that. Absolutely.
[2:58:13.120 --> 2:58:17.120]  No, that's like the illegals when they have those demonstrations for total open borders.
[2:58:17.120 --> 2:58:21.120]  They admitted that big foundations in the U.S. handed out the flags.
[2:58:21.120 --> 2:58:29.120]  Yeah, I mean, obviously somebody's passed out these flags to these guys when they come in, which begs the question of how were the flags shipped in?
