[00:00.000 --> 00:02.000]  Assume, impeach him.
[03:26:18.160 --> 03:26:26.320]  actually coming up at the bottom of the hour so 800 259 9231 800 259 9231 vaccine questions only
[03:26:26.320 --> 03:26:32.880]  please uh nothing about pyramids or meteorites coming to hit us thank you um but getting into
[03:26:32.880 --> 03:26:38.640]  the vitamin k shot i i talked to you about that you said oh wait i've got two insert packages
[03:26:38.640 --> 03:26:43.280]  that show what what are what are we going to see here well i thought it was uh interesting that you
[03:26:43.280 --> 03:26:51.440]  brought that up because i was just sent uh this week some photos from a nurse who did some took
[03:26:51.440 --> 03:26:58.560]  photos of the actual box that the vitamin k shot comes in as well as the a different vial so there's
[03:26:58.560 --> 03:27:03.280]  there's two different makers um well i'm sure there's more than that but these are the two popular
[03:27:03.280 --> 03:27:09.600]  ones that they were giving in her hospital and um as you'll see one of the photos shows that it says
[03:27:09.600 --> 03:27:15.920]  contains no more than 100 or actually this is one this one says the active ingredient in it is
[03:27:15.920 --> 03:27:21.520]  polysorbate 80 right and that is linked to infertility strongly linked as well as to auto
[03:27:21.520 --> 03:27:25.920]  immune issues and all sorts of things and that's an additive they put in coloring as well it is
[03:27:25.920 --> 03:27:30.640]  and it's really bad for people it's in a lot of other vaccines as well it's not just the vitamin
[03:27:30.640 --> 03:27:35.920]  k shot but i have on tape my pediatrician telling me it's very safe the ingredients are no big deal
[03:27:35.920 --> 03:27:41.040]  it's got a little bit of alcohol in it for preservation and some castor oil and the vitamin k
[03:27:41.040 --> 03:27:46.000]  and that's about it but as you can see there that one's got polysorbate 80 now the other one is even
[03:27:46.000 --> 03:27:52.960]  worse yes and like you mentioned a lot of um a lot of doctors are telling um new mothers oh it's
[03:27:52.960 --> 03:27:59.600]  just vitamin k and saline it's very um you know it's very safe there's nothing dangerous in it
[03:27:59.600 --> 03:28:03.440]  and clearly either they're not telling the truth or they're not being told the truth
[03:28:04.080 --> 03:28:10.560]  so the second picture is actually the vial of the vitamin k shot and um as you can read on the side
[03:28:10.560 --> 03:28:18.960]  it says no more than 100 micrograms per liter of aluminum and this is a little aluminum for the
[03:28:18.960 --> 03:28:24.720]  newborn to help you think and process information better uh to help maybe with breastfeeding or
[03:28:24.720 --> 03:28:29.120]  something like that yes and then on top of that you've got the the mmr that they like to shoot
[03:28:29.120 --> 03:28:35.120]  into them and the second day that's actually the hep b vaccine and it has uh 250 micrograms of
[03:28:35.120 --> 03:28:40.880]  aluminum so babies newborn babies right out of the gate are getting 350 micrograms of aluminum
[03:28:40.880 --> 03:28:45.840]  and this is a toxin a known neurotoxin that should not be in our bodies in any amount right it's
[03:28:45.840 --> 03:28:50.720]  cause it's linked to breast cancer it's linked to Alzheimer's it's linked to a lot of neurological
[03:28:50.720 --> 03:28:55.920]  issues as well as gut issues because the brain and the gut are linked through the lymphatic system
[03:28:55.920 --> 03:29:01.600]  and this just does not belong in our babies there's no reason um that we should be shooting our
[03:29:01.600 --> 03:29:07.680]  babies unless you want to cause problems down the road which is what i firmly believe is what the
[03:29:07.680 --> 03:29:11.840]  what the purpose of all these vaccines in this many amounts over and over again especially
[03:29:11.840 --> 03:29:16.320]  in young babies is causing it's causing people to be lifelong patients of the pharmaceutical
[03:29:16.320 --> 03:29:21.040]  companies so they could help with ADHD asthma hey we got a pill for that we're ready to help you
[03:29:21.040 --> 03:29:25.200]  right now i mean it's totally crazy we're going to take some calls next segment we're just
[03:29:25.200 --> 03:29:29.600]  scratching the surface of what's going on i've got whistleblower brandy mawn used to work
[03:29:29.600 --> 03:29:34.400]  for mooc murk pharmaceuticals mooc pharmaceuticals just horrible people out there that want to make
[03:29:34.400 --> 03:29:39.360]  sure you're safe and effective this is rob dew reporting for info wars.com the alex jones show
[03:29:39.360 --> 03:29:56.080]  overdrive hour thanks for watching we're on the march the empires on the run alex jones and the gcn
[03:29:56.080 --> 03:30:05.920]  radio network indiana sheriff brad rogers made his stance on the second amendment clear during a
[03:30:05.920 --> 03:30:12.240]  recent interview if president obama today said i'm creating executive order that all sheriffs and
[03:30:12.240 --> 03:30:18.000]  police chiefs around this nation need to start registering firearms i will disregard it presidential
[03:30:18.000 --> 03:30:23.040]  candidate jim webb defended the second amendment rights of americans during the first democratic
[03:30:23.040 --> 03:30:28.080]  debate and he actually called out his fellow politicians on their hypocrisy there are people
[03:30:28.080 --> 03:30:35.280]  at high levels in this government who have bodyguards 24 hours a day seven days a week
[03:30:35.280 --> 03:30:39.840]  the average american does not have that and deserves the right to be able to protect
[03:30:39.840 --> 03:30:45.280]  their family and web's point echoes recent comments made by media pioneer matt drudge
[03:30:45.280 --> 03:30:51.920]  i challenge hillary take away your secret service dismiss them i dare you obama same thing
[03:30:51.920 --> 03:30:56.400]  leave the white house unguarded obama you know what would happen in 30 seconds both of those
[03:30:56.400 --> 03:31:02.560]  people would no longer be on planet earth read more now at info wars.com introducing secret 12
[03:31:02.560 --> 03:31:09.360]  the new info wars life vitamin b12 formulation secret 12 is a binary of nutrimentical grade
[03:31:09.360 --> 03:31:16.240]  bioavailable coenzyme forms of b12 methylcobalamin the same kind used in b12 injections and adenosyl
[03:31:16.240 --> 03:31:21.600]  cobalamin secret 12 is simply taken by mouth right on the tongue and then swallowed no needles no
[03:31:21.600 --> 03:31:27.680]  injections secure your revolutionary secret 12 formula right now at info wars life.com or call
[03:31:27.680 --> 03:31:35.280]  888-253-3139 used since before the days of the roman empire to support the body's natural systems
[03:31:35.280 --> 03:31:40.800]  introducing the new info wars life.com oil of oregano formulation we have now procured the most
[03:31:40.800 --> 03:31:46.800]  high quality and potent forms of oregano oil on the market extracted directly from the wild herb
[03:31:46.800 --> 03:31:51.920]  and sealed in easy to use capsules you will no longer need to endure the burning of liquid oregano
[03:31:51.920 --> 03:31:57.280]  on the tongue now available in our limited first run at info wars life.com that's info wars life.com
[03:31:57.280 --> 03:32:04.720]  or call 888-253-3139 good brother just recently start using your products everything you said
[03:32:04.720 --> 03:32:09.360]  bottom's correct me and my wife both use a lot of them and that's made a lot of changes in our
[03:32:09.360 --> 03:32:13.280]  lives here well thank you brother it's because it also funds our operation but doing that i know
[03:32:13.280 --> 03:32:19.200]  i'm gonna have the highest quality super male vitality was developed to activate your body's own
[03:32:19.200 --> 03:32:24.880]  natural processes instead of using synthetic chemicals we do the super male and the super
[03:32:24.880 --> 03:32:30.720]  female vitality big changes a lot of energy we've gotten off to the cheap energy drinks energy shots
[03:32:30.720 --> 03:32:36.960]  they've been a ton of money there sourced from powerful organic herbs harvested around the planet
[03:32:36.960 --> 03:32:43.360]  and then concentrated or maximum potency they want to stun and dumb down and energy drinks and stuff
[03:32:43.360 --> 03:32:47.680]  just cover that up for a while but then burn you out in my experience whereas stuff that gets your
[03:32:47.680 --> 03:32:52.880]  glands naturally going goes right to the source so it's pretty exciting and i love it visit info
[03:32:52.880 --> 03:32:58.800]  wars life.com today to secure your super male vitality and other powerful products from info
