[00:00.000 --> 00:02.000]  You've got it
[01:43:33.360 --> 01:43:35.360]  prepare to enter
[01:43:35.360 --> 01:43:37.360]  the secretive world of emergency dictatorship
[01:43:37.360 --> 01:43:39.360]  body scammers
[01:43:39.360 --> 01:43:41.360]  sound cameras
[01:43:41.360 --> 01:43:43.360]  citizen spies
[01:43:43.360 --> 01:43:45.360]  staged terror and cameras on every street corner
[01:43:45.360 --> 01:43:47.360]  it's only the beginning of the new world order's hellish plan
[01:43:47.360 --> 01:43:49.360]  the police state isn't coming
[01:43:49.360 --> 01:43:51.360]  it's here
[01:43:51.360 --> 01:43:53.360]  secure your copy today
[01:43:53.360 --> 01:43:59.360]  at infowars.com or see it online in the highest quality at PrismPlanet.tv
[01:44:00.360 --> 01:44:07.360]  When you're out on the road, the last place you want to be is on the road.
[01:44:07.360 --> 01:44:12.360]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:44:12.360 --> 01:44:16.360]  There's a place down in Tennessee
[01:44:16.360 --> 01:44:21.360]  where they make blue diamond gusset jeans
[01:44:21.360 --> 01:44:25.360]  They so pride in every stitch
[01:44:25.360 --> 01:44:29.360]  Guarantee you love the way they fit
[01:44:29.360 --> 01:44:32.360]  They put a diamond gusset in the crotch
[01:44:32.360 --> 01:44:34.360]  where you need it most
[01:44:34.360 --> 01:44:37.360]  Blue diamond gussets got it
[01:44:37.360 --> 01:44:39.360]  Others don't
[01:44:39.360 --> 01:44:41.360]  We turned jeans inside out
[01:44:41.360 --> 01:44:43.360]  Diamond gusset jeans
[01:44:43.360 --> 01:44:46.360]  Made in the USA with unparalleled quality
[01:44:46.360 --> 01:44:50.360]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection
[01:44:50.360 --> 01:44:52.360]  So you can ride all day with confidence
[01:44:52.360 --> 01:44:55.360]  Order yours at gusset.com
[01:44:55.360 --> 01:44:57.360]  Diamond gusset jeans got it
[01:44:57.360 --> 01:44:59.360]  Others don't
[01:45:27.360 --> 01:45:37.360]  And in each corner of the Liberty Blanket details one of the pillars of American freedom.
[01:45:37.360 --> 01:45:40.360]  Education, church, civil government, and justice
[01:45:40.360 --> 01:45:43.360]  Regularly $59.95, now just $39.95
[01:45:43.360 --> 01:45:46.360]  It's the perfect Christmas gift that helps your friends and family
[01:45:46.360 --> 01:45:49.360]  Remember our nation's most precious legacy
[01:45:49.360 --> 01:45:52.360]  To order your Liberty Blanket, go to libertyblanket.com
[01:45:52.360 --> 01:45:57.360]  That's libertyblanket.com or call 800-209-1258
[01:45:57.360 --> 01:46:23.360]  Hi folks, this is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity, and recognized risk.
[01:46:23.360 --> 01:46:34.360]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:46:34.360 --> 01:46:39.360]  If you want something better, if you want something you've never had before, you've had to do something you've never done before.
[01:46:39.360 --> 01:46:44.360]  Getting a free catalog is easy by calling 800-340-7091
[01:46:44.360 --> 01:46:55.360]  Or see Calvin on the web at 5starsoap.com
[01:47:15.360 --> 01:47:19.360]  We now take you live to the Central Texas Command Center
[01:47:19.360 --> 01:47:24.360]  In the heart of the Resistance, you're listening to the Alex Jones show
[01:47:28.360 --> 01:47:32.360]  You go to infowars.com, there's a big data page up there
[01:47:32.360 --> 01:47:39.360]  Top story, LinkedIn Red, and it is titled Presidential Front Runner
[01:47:39.360 --> 01:47:42.360]  Government is establishing martial law
[01:47:42.360 --> 01:47:48.360]  The government has proven itself totally traitorous when they let Obama launch that war in Libya without congressional approval
[01:47:48.360 --> 01:47:56.360]  Now here's about 10 minutes of an interview I did, the second half, this is the second half, the first half is up at infowars.com
[01:47:56.360 --> 01:48:09.360]  The whole interview is posted in that data page with the sponsors of the bills, admitting it censors the internet, admitting it's the end of free speech, admitting they can secretly grab you and throw you in a dungeon for any reason
[01:48:09.360 --> 01:48:16.360]  Again, there's the headline Presidential Front Runner warns martial law being established in America
[01:48:16.360 --> 01:48:20.360]  Infowars.com, get the link, get it out to everybody
[01:48:20.360 --> 01:48:30.360]  Now here is some of the key parts of the interview with Ron Paul where he talks about fast and furious, and Holder needs some criminal charges for his false flag
[01:48:30.360 --> 01:48:35.360]  Now this is just common sense, this is just being an American, a constitutionalist
[01:48:35.360 --> 01:48:40.360]  But in a world of universal deceit, telling the truth is a revolutionary act
[01:48:40.360 --> 01:48:48.360]  I saw the Republicans here in Austin are going to protest Eric Holder, the Attorney General today, because he wants the UN to oversee our elections
[01:48:48.360 --> 01:48:51.360]  And I agree, that's certainly out of control and treasonous
[01:48:51.360 --> 01:48:56.360]  But this is the guy caught perjuring himself in the memo CBS released last week
[01:48:56.360 --> 01:49:01.360]  Show that they said they were going to blame the guns in Mexico on the Second Amendment
[01:49:01.360 --> 01:49:06.360]  Is that not a form of false flag against our most basic of rights, sir?
[01:49:06.360 --> 01:49:11.360]  And what would you do, President, to people like Eric Holder?
[01:49:11.360 --> 01:49:16.360]  Well, he should be immediately fired and then there should be an investigation and find out if charges should be made
[01:49:16.360 --> 01:49:23.360]  And that's obviously over the top, and all these kind of sting operations and false flag
[01:49:23.360 --> 01:49:36.360]  This is criminal, and I think they do it constantly, I think they were doing that when there was this so-called attempt to kill the Saudi or the Iranian ambassador
[01:49:36.360 --> 01:49:41.360]  That kind of stuff is just way too much, but no, they should be investigating
[01:49:41.360 --> 01:49:54.360]  You know, that's one thing I think the government and the House committee is doing a pretty good job at investigating that, but I don't know whether charges will be made, but they deserve to have charges up against him
[01:49:54.360 --> 01:50:00.360]  Well said, and you got it right the first time, the claim of the youth car salesman wanting to kill the Saudi ambassador
[01:50:00.360 --> 01:50:05.360]  And even mainstream media had to admit that was totally phony and a pretext to attack Iran
[01:50:05.360 --> 01:50:13.360]  Yeah, that was the real excuse to blame it on them, and we know that is...
[01:50:13.360 --> 01:50:19.360]  You know, I just wonder about that whether that guy will ever get tried, because if he does, maybe the truth will come out
[01:50:19.360 --> 01:50:26.360]  And sometimes they won't try these people because they don't want the truth to come out, so it's just another propaganda stunt, as far as I'm concerned
[01:50:26.360 --> 01:50:33.360]  Now they want to go after Syria, it's now admitted the US, Israel and others are staging giant military attacks inside Iran
[01:50:33.360 --> 01:50:36.360]  What do you make of Congress not being consulted on that?
[01:50:36.360 --> 01:50:43.360]  Well, unfortunately, that's been happening for a long time, and Congress is just totally negligent on this
[01:50:43.360 --> 01:50:54.360]  You know, the other night when they were talking about this in the debates, you know, on what the President's responsibility is, is when they shoot down or are able to get one of our drones
[01:50:54.360 --> 01:51:00.360]  And the argument was, should we go in and get it, or should we just go in and destroy it?
[01:51:00.360 --> 01:51:11.360]  And I tried to get attention on that, my suggestion would be, why don't we avoid it by not sending drones over a sovereign nation, just looking for a problem to start another war
[01:51:11.360 --> 01:51:21.360]  I mean, they never talked about, you know, the lack of wisdom of having been over there and losing a drone over a foreign nation, which we consider an enemy
[01:51:21.360 --> 01:51:25.360]  I just think that it's a reflection of a policy that has to be changed
[01:51:25.360 --> 01:51:32.360]  What's your view on the NDAA and the Indo-Pacific commentatus and the declaration of the whole world as a battlefield?
[01:51:32.360 --> 01:51:41.360]  Yeah, well, I think the significant difference is not so much in what they have done, but the announcement and the arrogance of it all that they actually put it into law
[01:51:41.360 --> 01:51:48.360]  You know, our government's been involved with our CIA involvement and they were throwing governments and this for a long, long time
[01:51:48.360 --> 01:51:57.360]  And of course, last spring, I guess it was in February where the administration admitted that they could assassinate American citizens and now they're putting it into law
[01:51:57.360 --> 01:52:04.360]  So this to me is an extremely wrong way to go, this is a giant step
[01:52:04.360 --> 01:52:11.360]  This should be the biggest news going right now, literally legalizing martial law
[01:52:11.360 --> 01:52:19.360]  But, you know, in our debates, how often does it come up? It didn't come up at all, you know, and then the arrogance, and this is the one thing Rand got stopped
[01:52:19.360 --> 01:52:29.360]  The arrogance of them trying to push through on their voice vote that if you go through a trial and found innocent, the government wants the right to push in prison for life anyway
[01:52:29.360 --> 01:52:36.360]  And fortunately, they wanted to do that in voice vote and he finally got a vote on that and that was canceled out
[01:52:36.360 --> 01:52:46.360]  But that is arrogance of the administration and neglect of the Congress in using their authority and responsibility as well as the people
[01:52:46.360 --> 01:52:52.360]  That's why it's up to so many of us now to wake the people up because they don't probably realize the significance of it
[01:52:52.360 --> 01:52:57.360]  But this is big, this is big, you know, the monetary issue is big, all these things I've talked about
[01:52:57.360 --> 01:53:07.360]  But this step where they can literally arrest American people, American citizens and put them away without a trial and you heard what Lindsey Graham say
[01:53:07.360 --> 01:53:15.360]  What they ask for a lawyer, tell them no lawyer for you, I mean that is arrogant and bold and dangerous
[01:53:15.360 --> 01:53:18.360]  That's the hope and pray that we can get that kind of stuff reversed
[01:53:18.360 --> 01:53:25.360]  Congressman, we've only got a few minutes left with you here and I wanted to continue looking at the presidential race
[01:53:25.360 --> 01:53:36.360]  What would be the first three things that you would do, the first three goals when you got into office, when you were sworn in in January of 2013?
[01:53:36.360 --> 01:53:45.360]  Well, there are three big goals, but you might not be able to do as much all by yourself the first few days, but you could change the foreign policy
[01:53:45.360 --> 01:53:53.360]  Send the message to the world that we are not looking for more wars, we are looking for a more peaceful solution to the problems
[01:53:53.360 --> 01:54:00.360]  And that is to start bringing our troops home, which would send a message that that money is going to be spent at home instead of overseas
[01:54:00.360 --> 01:54:03.360]  Might send a message to the market that things will be different
[01:54:03.360 --> 01:54:11.360]  But then other than that, then it would be working on the budget to cut the spending, you know, my proposal that if we're serious about this we have to cut the budget
[01:54:11.360 --> 01:54:13.360]  I want to cut it first year at $2 billion
[01:54:13.360 --> 01:54:18.360]  And the other thing that must be changed is curtailing the power of the Federal Reserve to monetize debt
[01:54:18.360 --> 01:54:30.360]  And get something passed where we can either or or both, you know, restrain the Federal Reserve to act on its own to print trillions and trillions of dollars in bailing on everybody around the world
[01:54:30.360 --> 01:54:39.360]  As well as a thorough audit of the Federal Reserve and then find out, you know, find out exactly what they have been doing
[01:54:39.360 --> 01:54:42.360]  And then aim for legalizing the competing currency
[01:54:42.360 --> 01:54:52.360]  Some of those messages, if we change our foreign policy, bring our troops home, start balancing the budget, you know, you don't have to wait for everything to be perfect
[01:54:52.360 --> 01:55:00.360]  It's just the direction we're going with people might say, hey, you know, this is different and maybe some optimism would come back, which we need a lot of
[01:55:00.360 --> 01:55:02.360]  Beautifully said
[01:55:02.360 --> 01:55:08.360]  What can we do on the campaign trail briefly? And then finally, I know you've written a piece today that's on your congressional side
[01:55:08.360 --> 01:55:20.360]  It's also on infowords.com about forced drug research where they're trying to psychologically screen the kids, internet kill switch admitted in the Washington Post
[01:55:20.360 --> 01:55:26.360]  All of this is happening, but what can we do to ensure that you win an Iowa congressman in closing?
[01:55:26.360 --> 01:55:38.360]  Well, to continue to do what we're doing and if anybody's not involved, want to go to Ron Paul 2012 and find out because people can phone from home, they certainly can raise funds
[01:55:38.360 --> 01:55:48.360]  People are going out to Iowa, there's activity, but there's a lot of electronic activity going on, you know, with automatic phoning and different things that's done
[01:55:48.360 --> 01:55:56.360]  This is very, very important. So we're in the last lap here right now. So it's very important that we get maximum effort made
[01:55:56.360 --> 01:56:06.360]  All right, I was about to say now is the time. Okay, that's just part of the interview. That's kind of the tail end of it when he got into the NDAA and the martial law and the rest of it
[01:56:06.360 --> 01:56:15.360]  But the first half of the interview is up at info wars.com in the article presidential front runner warrants martial law being established in America
[01:56:15.360 --> 01:56:19.360]  We are an information war speaking of hard copies of things
[01:56:19.360 --> 01:56:27.360]  If you order the everything special or the other books, videos, ball caps, t-shirts, everything that helps fund our operation, but more importantly, get the word out of you
[01:56:27.360 --> 01:56:41.360]  Order by tomorrow morning at 9am. It's guaranteed to be shipped out to you via UPS or USPS so that you get it by Friday or Saturday and can have it for Christmas as a gift
[01:56:41.360 --> 01:56:50.360]  And the everything special and info wars.com is all 18 of my films on DVD. That's 18 different gifts you can give people for $99.95
[01:56:50.360 --> 01:56:58.360]  That's over a 70% discount. It's normally $360. It's $99.95 and this will end with the end of this month
[01:56:58.360 --> 01:57:05.360]  So it's the biggest special I've ever done because I just want to get the information out and I want to thank all of you for your support over the years
[01:57:05.360 --> 01:57:15.360]  For buying the books, the videos and the rest of it because that's what funds our info war along with our great sponsors. We appreciate you clicking on the links at info wars.com and supporting them as well
[01:57:15.360 --> 01:57:25.360]  We're also carrying a great new film the noble lie which exposes Oklahoma City as a total inside job key to get that information out to everyone
[01:57:25.360 --> 01:57:38.360]  Again info wars.com in order tonight or tomorrow morning and be guaranteed to get that before Christmas and of course we have a big discount right now at prisonplanet.tv to see the nightly news and the rest of it
