[00:00:06.084 --> 00:00:08.286]  Societies don't change.
[02:50:15.492 --> 02:50:18.294]  And, you know, will it happen next year, two years from now?
[02:50:18.294 --> 02:50:19.975]  You know, it's going to happen.
[02:50:19.975 --> 02:50:34.024]  I mean, you can't... We became the world's reserve currency because the dollar was backed by gold, because we were the world's biggest creditor nation, we had the least amount of government regulations and the lowest taxes, we were flooding the world with investment capital and manufactured goods.
[02:50:34.024 --> 02:50:40.108]  I mean, we have nothing in common with the America that was able to secure the dollars, the world's reserve currency.
[02:50:40.108 --> 02:50:42.310]  We're now the world's biggest debtor, we have huge trade deficits,
[02:50:43.370 --> 02:50:47.673]  So you think the massive Gulf oil leak won't affect the air you breathe?
[02:50:47.673 --> 02:50:48.013]  Think again.
[02:51:08.422 --> 02:51:16.065]  Benzene, a toxic gas emitted from crude oil and a known carcinogen, is now airborne traveling hundreds, even thousands of miles inland.
[02:51:16.065 --> 02:51:23.289]  Whether you live near the Gulf or not, benzene and other volatile organic compounds could cause adverse reactions to those living inside your home.
[02:51:23.289 --> 02:51:28.691]  NOAA, the National Oceanic and Atmospheric Administration, came to airfiltersandpurifiers.com for answers.
[02:51:28.891 --> 02:51:31.854]  On how to clean the air on boats, aiding in the Gulf cleanup.
[02:51:31.854 --> 02:51:32.975]  Do what NOAA did.
[02:51:32.975 --> 02:51:37.580]  Contact airfiltersandpurifiers.com and ask about the Health Mate Plus.
[02:51:37.580 --> 02:51:42.846]  The Health Mate Plus is capable of trapping 99.97% of all polluting particulates.
[02:51:42.846 --> 02:51:47.931]  Buy the Health Mate Plus today with no tax, free shipping, a 5-year warranty, and a 30-day money-back guarantee.
[02:51:48.211 --> 02:51:50.574]  Go to airfiltersandpurifiers.com.
[02:51:50.574 --> 02:51:54.478]  GCN listeners get a 5% discount by using promo code GCN.
[02:51:54.478 --> 02:52:01.506]  Call 800-499-2418 or go to airfiltersandpurifiers.com, your trusted advisor for clean air.
[02:52:06.866 --> 02:52:08.107]  Tyranny is here.
[02:52:08.107 --> 02:52:11.991]  The grim future foretold in 1984 has become reality.
[02:52:11.991 --> 02:52:14.293]  It really says that the state is God.
[02:52:14.293 --> 02:52:20.158]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:52:20.158 --> 02:52:26.384]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:52:26.804 --> 02:52:32.785]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:52:32.785 --> 02:52:36.966]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:52:36.966 --> 02:52:41.247]  Prepare to enter the secretive world of emergency dictatorship.
[02:52:41.247 --> 02:52:47.188]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[02:52:47.188 --> 02:52:50.748]  It's only the beginning of the New World Order's hellish plan.
[02:52:50.748 --> 02:52:52.729]  The police state isn't coming.
[02:52:52.729 --> 02:52:53.169]  It's here.
[02:52:53.850 --> 02:53:00.350]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[02:53:02.113 --> 02:53:05.654]  Hounded by debt collectors with phone calls and letters?
[02:53:05.654 --> 02:53:07.935]  Thinking of calling a debt relief company?
[02:53:07.935 --> 02:53:08.816]  Don't!
[02:53:08.816 --> 02:53:12.237]  Greedy lawyers and debt companies charge thousands.
[02:53:12.237 --> 02:53:19.360]  Why pay when you can get their solution absolutely free with New York Times best-selling author Herb K.'
[02:53:19.340 --> 02:53:21.340]  's number one debt secret.
[02:53:21.340 --> 02:53:25.002]  The how-to on stopping the calls without paying the debt companies.
[02:53:25.402 --> 02:53:28.546]  Yes, free for a very limited time.
[02:53:28.546 --> 02:53:35.914]  Here's Herb K. Don't get ripped off by credit repair companies when I can give you the information you need to do it yourself for free.
[02:53:35.914 --> 02:53:37.115]  Herb K was right.
[02:53:37.115 --> 02:53:40.159]  His free information helped me stop the calls and settle my debt.
[02:53:40.299 --> 02:53:41.560]  What do you have to lose?
[02:53:41.560 --> 02:53:42.780]  Stop the calls now.
[02:53:42.780 --> 02:53:44.741]  Get out of debt and have more money.
[02:53:44.741 --> 02:53:48.062]  Get Herb K's number one debt secret absolutely free now.
[02:53:48.062 --> 02:53:48.382]  Call 800-405-7850.
[02:53:48.382 --> 02:53:48.983]  That's 800-405-7850.
[02:53:48.983 --> 02:53:49.023]  800-405-7850.
[02:54:06.687 --> 02:54:09.809]  Okay, I'm going to throw out four or five questions with one-line answers.
[02:54:09.809 --> 02:54:12.331]  Then we're going to take a few final calls with Peter Schiff.
[02:54:12.331 --> 02:54:17.735]  Coming up in the next hour, I'm going to get into all the military takeover drills, Marines on the streets of LA.
[02:54:17.735 --> 02:54:19.836]  This is mainstream news, MSNBC.
[02:54:19.836 --> 02:54:21.797]  That's coming up in the next hour.
[02:54:21.797 --> 02:54:24.880]  But right now, going back to Peter Schiff.
[02:54:24.880 --> 02:54:27.962]  Peter, where do you stand on the borders and on Arizona?
[02:54:28.643 --> 02:54:35.569]  Well, you know, I think protecting the borders is one of the few things the federal government should be doing, and it's not doing it because it's doing so many things that it shouldn't be doing.
[02:54:35.569 --> 02:54:41.614]  So, I do want to crack down on illegal immigration, but I want to make it easier for people who want to work at the immigration of the country.
[02:54:41.614 --> 02:54:43.495]  But, you know, I'm more concerned about emigration.
[02:54:43.495 --> 02:54:51.001]  I think if we don't do the right thing, waves and waves of Americans are going to be fleeing the country to escape oppressive taxation, regulation, and inflation.
[02:54:51.001 --> 02:54:54.004]  And I want to make sure that young Americans stay here and don't leave the country.
[02:54:54.892 --> 02:54:59.754]  Well, Mexico needs to fix its house instead of letting their whole system collapse into the United States.
[02:54:59.754 --> 02:55:01.234]  I mean, this is ridiculous.
[02:55:01.234 --> 02:55:02.975]  The Second Amendment, where do you stand on that?
[02:55:02.975 --> 02:55:04.116]  I stand right behind it.
[02:55:04.116 --> 02:55:06.637]  And, you know, it's not about hunting and it's not about a militia.
[02:55:06.637 --> 02:55:09.818]  It's about preserving liberty, keeping the government in check.
[02:55:09.818 --> 02:55:14.560]  Americans need to be armed, you know, to preserve liberty and, of course, for crime.
[02:55:14.560 --> 02:55:23.003]  I mean, if you have gun control, all you do is take the guns away from law-abiding citizens and you empower the criminals because they know their victims are defenseless.
[02:55:24.344 --> 02:55:25.965]  Shift4Senate.com.
[02:55:25.965 --> 02:55:27.547]  Our websites are InfoWars.com.
[02:55:27.547 --> 02:55:37.255]  Don't forget the new film, Don't Tread on Me, Rise of the Republic, that has solutions to take our states and county sheriffs back with myself, Sheriff Mac, and many others available at InfoWars.com.
[02:55:37.255 --> 02:55:40.398]  And your purchase of the films also finances this entire operation.
[02:55:40.398 --> 02:55:44.301]  Let's take a few final calls for Peter Schiff with quick questions and quick answers.
[02:55:44.301 --> 02:55:48.264]  Chris in Colorado wants to know your take on America's situation.
[02:55:48.264 --> 02:55:50.626]  I think we already kind of covered that, but real fast.
[02:55:50.626 --> 02:55:51.147]  Question, Chris.
[02:55:52.438 --> 02:55:54.339]  Hey, quick question.
[02:55:54.339 --> 02:56:02.444]  If you had 15 seconds to address Americans, to capture their attention, what would you do?
[02:56:02.444 --> 02:56:05.386]  I thought we'd stop the spending.
[02:56:05.386 --> 02:56:08.208]  We can't stimulate the economy until we shrink the government.
[02:56:08.208 --> 02:56:14.852]  We've got to preserve the Constitution, restore freedom, restore liberty, embrace the principles that made us wealthy.
[02:56:14.852 --> 02:56:17.394]  Don't follow the principles that impoverished other nations.
[02:56:19.966 --> 02:56:20.666]  Let's go ahead.
[02:56:20.666 --> 02:56:21.346]  Thank you, caller.
[02:56:21.346 --> 02:56:23.587]  Let's go ahead and talk to Jim in Illinois.
[02:56:23.587 --> 02:56:24.927]  He has a question about mortgages.
[02:56:24.927 --> 02:56:26.787]  Go ahead, Jim.
[02:56:26.787 --> 02:56:27.647]  Oh yes, Peter.
[02:56:27.647 --> 02:56:33.748]  I'm sick of the old battle cry of people that got mortgages they couldn't afford.
[02:56:33.748 --> 02:56:35.309]  I was able to afford mine.
[02:56:35.309 --> 02:56:37.109]  That was ten years ago.
[02:56:37.109 --> 02:56:39.529]  My income has been cut in half.
[02:56:39.529 --> 02:56:40.930]  I'm self-employed.
[02:56:40.930 --> 02:56:42.990]  I don't get unemployment insurance.
[02:56:42.990 --> 02:56:45.150]  That's a big niche you haven't addressed.
[02:56:45.150 --> 02:56:46.851]  I haven't heard anyone address.
[02:56:46.851 --> 02:56:48.731]  What do I supposed to do?
[02:56:48.731 --> 02:56:49.151]  About what?
[02:56:51.008 --> 02:56:52.389]  Where do I turn?
[02:56:52.389 --> 02:56:54.511]  Well, we're not saying you deserve to lose your mortgage.
[02:56:54.511 --> 02:56:56.232]  I mean, there's too many taxes.
[02:56:56.232 --> 02:56:59.134]  I mean, first of all, we gotta get the government out of the mortgage business.
[02:56:59.134 --> 02:57:01.936]  People should not be buying houses that they can't afford.
[02:57:01.936 --> 02:57:05.579]  And if you need the government to guarantee the mortgage, then you can't afford that house.
[02:57:05.579 --> 02:57:08.781]  You know, if you don't have a 20% down payment, you can't afford that house.
[02:57:08.781 --> 02:57:10.343]  We need to have a free market in housing.
[02:57:10.343 --> 02:57:14.446]  Well, government money in housing, Peter, as you know, is what drove up prices.
[02:57:15.046 --> 02:57:21.167]  Yeah, Jim, the answer is, if they wouldn't have put these trillions of dollars into government money, you wouldn't have had all the flipping of houses, and your house wouldn't be too expensive.
[02:57:21.167 --> 02:57:22.007]  I appreciate your call.
[02:57:22.007 --> 02:57:22.708]  Matthew in Canada, last caller.
[02:57:22.708 --> 02:57:23.468]  Quick question for Peter Schiff.
[02:57:23.468 --> 02:57:23.948]  Yes, hello, Mr. Schiff.
[02:57:23.948 --> 02:57:26.108]  My question is, I'm a Canadian citizen, and I was just wondering,
[02:57:44.676 --> 02:57:50.962]  How do you see the state of the Canadian economy given the fact that the American economy is going down a drain?
[02:57:50.962 --> 02:57:51.802]  I think it's much better.
[02:57:51.802 --> 02:57:55.226]  You know, I've invested quite a bit of money in Canadian securities.
[02:57:55.226 --> 02:58:00.430]  I think Canada kind of got its fiscal health in order over a decade ago when they were having some problems.
[02:58:00.430 --> 02:58:03.833]  It's not a paradise up there in Canada, but compared to us they are.
[02:58:03.833 --> 02:58:07.457]  And I think, you know, we're having problems with immigration from south of our border.
[02:58:07.457 --> 02:58:10.019]  Pretty soon the Canadians are going to have the same problem with Americans.
[02:58:10.339 --> 02:58:11.780]  But I think that they will embrace us.
[02:58:11.780 --> 02:58:19.527]  I think as American refugees flee America for, you know, freer planes up in Canada, I think they will welcome Americans.
[02:58:19.527 --> 02:58:24.171]  But I think, unfortunately, a lot of Americans are going to find, you know, Canada to be their home.
[02:58:24.171 --> 02:58:25.272]  I mean, it's a little colder up there.
[02:58:25.712 --> 02:58:27.214]  Yeah, we're out of time.
[02:58:27.214 --> 02:58:33.220]  Canada is rated number one in the world right now for economies, but that doesn't mean much when it's a worldwide depression.
