[00:00:03.752 --> 00:00:04.893]  He just signed it!
[03:38:02.759 --> 03:38:06.321]  I wonder who's getting paid off on this health care bill.
[03:38:06.321 --> 03:38:10.965]  And then they're saying the IRS will get $10 billion every two years?
[03:38:12.496 --> 03:38:34.137]  That's Associated Press to fund running it, and it actually says, in fact I've got it right here, I read it the first and second hour, the actual provision that the IRS will look at your medical records, it all be digitally uploaded, they're allowed to share it with other agencies, and if you get care they say shouldn't be covered, they're going to fine you.
[03:38:36.831 --> 03:38:37.611]  And who's doing this?
[03:38:37.611 --> 03:38:38.872]  The IRS is going to be doing this.
[03:38:38.872 --> 03:38:41.572]  I mean, they're really medically trained for this.
[03:38:41.572 --> 03:38:43.333]  Everything about this bill is outrageous.
[03:38:43.333 --> 03:38:44.933]  You know, a few things sound good.
[03:38:44.933 --> 03:38:49.154]  Some people are going to say, well, my kids can be on until age 26 and they're going to cover this and that.
[03:38:49.154 --> 03:38:51.295]  But you've got to look at all the negatives on this bill.
[03:38:51.295 --> 03:38:52.655]  It's just no good.
[03:38:52.655 --> 03:38:55.256]  Well, who's going to pay for it, Phil?
[03:38:55.256 --> 03:38:56.456]  We're going bankrupt here.
[03:38:56.456 --> 03:38:57.677]  I mean, who's going to pay for it?
[03:38:57.677 --> 03:38:58.157]  That's right.
[03:38:58.157 --> 03:38:58.717]  That's right.
[03:38:58.717 --> 03:39:02.038]  And listen, I'll be glad to take any questions from anybody that wants to call in, too.
[03:39:02.038 --> 03:39:02.718]  I have no problem with that.
[03:39:02.995 --> 03:39:04.539]  Alright, we're gonna go to the calls right now then.
[03:39:04.539 --> 03:39:05.942]  Kate in New York, you're on the air.
[03:39:05.942 --> 03:39:06.343]  Go ahead.
[03:39:06.343 --> 03:39:12.657]  The work that you do... Welcome, Kat.
[03:39:12.657 --> 03:39:13.018]  Go ahead.
[03:39:14.215 --> 03:39:21.079]  Yeah, I just wanted to say thank you, and I think now is the time for us to all bounce fine together and find a solution to this mess.
[03:39:21.079 --> 03:39:23.080]  I mean, it's one thing about getting angry.
[03:39:23.080 --> 03:39:29.024]  We're all angry, but I think we really think we need to start thinking about what we're going to do to take care of all this mess.
[03:39:29.024 --> 03:39:34.507]  Well, Kat, I want to hear your take on solutions, but all I've given for three and a half hours is solutions.
[03:39:34.507 --> 03:39:35.628]  Take your states back.
[03:39:35.628 --> 03:39:38.089]  Nullify lawsuits.
[03:39:38.089 --> 03:39:40.831]  Expose Barry Sitaro as a fraud.
[03:39:40.831 --> 03:39:42.632]  I mean, what are your ideas?
[03:39:43.524 --> 03:39:52.410]  Well, my idea is, what do you think about all of us contributing to a fund on Infowars.com to hire Constitutional lawyers to fight this health care plan?
[03:39:52.410 --> 03:40:01.716]  I mean, every day they're taking more and more of our Constitutional rights away from us, and if we all bind together, and we all contribute to a fund to hire the Constitutional lawyers, I mean, that's their job, right?
[03:40:01.716 --> 03:40:03.217]  Alright, Kat, let me stop you.
[03:40:03.217 --> 03:40:05.118]  I'm going to put you on hold and come back to you and get Phil Berk's take.
[03:40:06.462 --> 03:40:17.131]  Well, I mean... Right now, before you hire other people, let's see what the various Attorney Generals... Many lawsuits are going in all around the country, so let's wait a few months and see what happens on that.
[03:40:17.131 --> 03:40:21.936]  But again, the courts do not like to get involved.
[03:40:21.936 --> 03:40:22.976]  They can delay it.
[03:40:22.976 --> 03:40:25.519]  That's why I think we need a peaceful revolution.
[03:40:25.519 --> 03:40:32.465]  We have to get people organized across this country to come together with us, and we can show the government we're not going to tolerate this.
[03:40:33.006 --> 03:40:35.893]  Look at the thousands that came out at tea parties all around the country.
[03:40:35.893 --> 03:40:36.735]  Millions.
[03:40:36.735 --> 03:40:37.978]  And the millions, you're right.
[03:40:37.978 --> 03:40:40.604]  And we're going to have flyers available for April 15th.
[03:40:43.021 --> 03:40:45.784]  We're going to have various events on April 15th around the country.
[03:40:45.784 --> 03:40:49.308]  We're going to have flyers on Obamacrimes.com talking about our march.
[03:40:49.308 --> 03:40:50.650]  I'll give you a date soon.
[03:40:50.650 --> 03:40:56.617]  And I hope that our march in Washington will be the largest ever because we'll encompass everything on that.
[03:40:56.617 --> 03:40:58.078]  But there's one thing.
[03:40:58.078 --> 03:41:03.805]  If he's a phony and a fraud, which I believe he is, he's a usurper, everything he is signing is void or voidable.
[03:41:04.185 --> 03:41:10.889]  So people, if you have various issues out there, the biggest issue he can't overcome is the fact that he's a fraud.
[03:41:10.889 --> 03:41:16.072]  He's a phony, therefore this bill that he just signed into effect will be void or voidable.
[03:41:16.072 --> 03:41:16.673]  I agree.
[03:41:16.673 --> 03:41:22.196]  Now we know he's a fraud, we know he's an Indonesian citizen, and we know then that he can't be a U.S.
[03:41:22.196 --> 03:41:23.697]  citizen and he's an illegal alien.
[03:41:23.697 --> 03:41:27.419]  That's confirmed, no debate, mainstream news, hidden in plain view.
[03:41:27.419 --> 03:41:30.381]  But let me go back here to what Kat said, and she's very sweet.
[03:41:31.041 --> 03:41:31.181]  That's
[03:41:45.998 --> 03:41:47.079]  That's very political.
[03:41:47.079 --> 03:41:51.342]  That's why I'm saying the Attorney General's lawsuits aren't enough.
[03:41:51.342 --> 03:42:05.191]  We need state laws nullifying this and the state standing up and saying your Federal Reserve Collection Agency, the IRS, will not operate in our state under this program and we say it's illegal.
[03:42:05.191 --> 03:42:06.592]  That's constitutional.
[03:42:06.592 --> 03:42:07.973]  Sure, I could make a bunch of money.
[03:42:08.533 --> 03:42:08.753]  I think so.
[03:42:25.305 --> 03:42:35.150]  The power of everybody calling him Barry Sitaro, and from this henceforth, I want listeners to email me, to scream at me, to yell at me, if I call him Barack H. Obama.
[03:42:35.150 --> 03:42:47.736]  He will now be referred to as the fraudulent Indonesian citizen, Barry Sitaro, known as Barack H. Obama, the long-legged mac daddy, as that reverend likes to call him, but I'm joking on that point.
[03:42:47.736 --> 03:42:53.439]  That is what we're going to address him as, because he's the figurehead for this criminal takeover.
[03:42:53.439 --> 03:42:53.819]  Phil Berg.
[03:42:54.199 --> 03:42:54.739]  Absolutely.
[03:42:54.739 --> 03:42:55.680]  He is a figurehead.
[03:42:55.680 --> 03:42:57.780]  People are telling him what to do.
[03:42:57.780 --> 03:43:00.261]  What Alex says is perfect here.
[03:43:00.261 --> 03:43:07.664]  Do everything you can in the state, and Alex, I'm sure you'll repeat, when we find out something that's occurring in one state, we can pass that along.
[03:43:07.664 --> 03:43:14.847]  Also, in the state of Arizona, I'm not sure if it passed yet, but there's legislation introduced there saying as of the 2012 presidential election,
[03:43:15.487 --> 03:43:19.494]  No one can run for president in Arizona unless they show that they're constitutionally eligible.
[03:43:19.494 --> 03:43:24.101]  Yeah, it's passed their committee and it's going to the full house.
[03:43:24.101 --> 03:43:29.168]  Okay, if that becomes law, and I hope it does soon, then we'll take that and we'll send that out to the 50...
[03:43:31.251 --> 03:43:36.853]  Top Republican legislatures and the other, I'm sorry, the other 49 states to see if they can pass that.
[03:43:36.853 --> 03:43:39.494]  There's ways of getting... Alex is absolutely right.
[03:43:39.494 --> 03:43:41.535]  We've got to do things in the various states.
[03:43:41.535 --> 03:43:46.677]  But when we get this demonstration together, we need a March on Washington like we never saw before.
[03:43:47.097 --> 03:43:47.697]  I don't know.
[03:44:03.582 --> 03:44:04.122]  All right.
[03:44:04.122 --> 03:44:08.624]  We're going to go to more calls here, but I want to just throw the caveat out there.
[03:44:08.624 --> 03:44:17.427]  The states have the standing, because there are elected representatives, to say no to the feds, because the feds are ordering them as an unfunded mandate to implement this.
[03:44:17.427 --> 03:44:19.268]  They're taking our money and doing this.
[03:44:19.268 --> 03:44:20.408]  It's unconstitutional.
[03:44:20.408 --> 03:44:24.030]  But as citizens have their Cadillac
[03:44:24.770 --> 03:44:25.930]  Hey guys, how you doing?
[03:44:25.930 --> 03:44:26.111]  Good.
[03:44:26.111 --> 03:44:29.892]  Hey, Alex, I was listening to the program earlier today and you had stated
[03:44:54.741 --> 03:45:00.546]  Something about how Bill Gates did a Freudian slip.
[03:45:00.546 --> 03:45:05.550]  I was just wondering, do you know where you saw that?
[03:45:05.550 --> 03:45:10.214]  Yeah, Burmese did a whole video on it at the Infowar channel on YouTube.
[03:45:10.214 --> 03:45:11.035]  What's that called?
[03:45:11.035 --> 03:45:13.497]  That special TV program they do?
[03:45:13.497 --> 03:45:16.139]  That big computer show that everybody's part of?
[03:45:17.408 --> 03:45:18.429]  We wrote articles about it.
[03:45:18.429 --> 03:45:19.649]  Paul Watson wrote articles.
[03:45:19.649 --> 03:45:20.650]  It wasn't even a Freudian slip.
[03:45:20.650 --> 03:45:24.692]  He said, we need to have universal vaccination to lower population.
[03:45:24.692 --> 03:45:25.512]  That's a quote.
[03:45:25.512 --> 03:45:27.293]  Paul Watson wrote an article about it.
[03:45:27.293 --> 03:45:35.417]  I think the headline was, Bill Gates calls for inoculation to lower population.
[03:45:35.417 --> 03:45:36.018]  Pull it up.
[03:45:36.018 --> 03:45:39.339]  We'll put it on the PrisonPlanet.tv screen for you.
[03:45:39.339 --> 03:45:40.480]  Anything else, Bill?
[03:45:40.480 --> 03:45:41.020]  Yeah, Alex.
[03:45:41.020 --> 03:45:46.603]  The reason why I was asking is I saw that when they did the whole thing at Davos on CNBC.
[03:45:47.919 --> 03:45:51.861]  They actually showed a clip of that, of him saying that.
[03:45:51.861 --> 03:45:57.423]  And when he said it, the audience... When he said it, everybody laughed.
[03:45:57.423 --> 03:45:59.003]  Go ahead.
[03:45:59.003 --> 03:46:00.864]  No, that's about it.
[03:46:00.864 --> 03:46:02.965]  That's the only reason I was calling today.
[03:46:02.965 --> 03:46:03.645]  Yeah, there it is.
[03:46:03.645 --> 03:46:04.585]  Bill Gates.
[03:46:04.585 --> 03:46:06.566]  Use vaccines to lower population.
[03:46:06.566 --> 03:46:07.667]  PrisonPlanet.com.
[03:46:07.667 --> 03:46:08.727]  Scroll down.
[03:46:08.727 --> 03:46:10.028]  We'll show people.
[03:46:10.028 --> 03:46:11.708]  My guys are the best at how fast they move.
[03:46:11.708 --> 03:46:12.809]  We'll do it in seconds.
[03:46:12.809 --> 03:46:13.289]  You scrolled?
[03:46:14.864 --> 03:46:16.986]  He said it at the World Economic Forum, that's the photo.
[03:46:16.986 --> 03:46:22.629]  No, there's a big national computer show and that's where he did it.
[03:46:22.629 --> 03:46:24.070]  In fact, hit play, it'll show the intro.
[03:46:24.070 --> 03:46:26.031]  It's TED-TV.
[03:46:26.031 --> 03:46:29.733]  TED-TV is where the scallywags said it, okay?
[03:46:29.733 --> 03:46:31.454]  There it is on screen for you.
[03:46:31.454 --> 03:46:33.536]  Okay, let's talk to Helen in Virginia.
[03:46:33.536 --> 03:46:34.416]  Helen, you're on the air.
[03:46:34.416 --> 03:46:35.737]  Go ahead.
[03:46:35.737 --> 03:46:38.479]  Hi, good afternoon.
[03:46:38.479 --> 03:46:41.461]  Phil Berg and Alex
[03:46:42.945 --> 03:46:58.156]  I thank both of you sincerely for all the work you're doing and for trying to get this information out to the public at large, especially as it relates to Barry Sotoro.
[03:46:58.156 --> 03:47:10.085]  We know through the last two years that most of the information that's been shared with regards to Barack Obama and most of the resource
[03:47:10.819 --> 03:47:21.527]  that's tried to unearth various information about him has gone towards where he was born and his birth certificate.
[03:47:21.527 --> 03:47:30.094]  My position is this, and I've been following this bill since you first started Obama Crimes, since you first filed your lawsuit.
[03:47:30.094 --> 03:47:39.041]  I'm a former Democrat, big huge Hillary Gims fan, and so I started this way back when,
[03:47:40.675 --> 03:47:56.580]  Following this, what became abundantly clear to me is just the disinformation that was being sent out to the public at large about the birth certificate and the meaning behind the birth certificate because it never mattered.
[03:47:56.580 --> 03:48:02.702]  From the time that young man was born, he could have been born on Mars for all I care.
[03:48:02.702 --> 03:48:07.664]  But the whole issue has always, always been about the adoption
[03:48:08.573 --> 03:48:15.915]  of Lolo Sartorio and his mother forfeiting her former husband, whoever that may have been.
[03:48:15.915 --> 03:48:17.795]  She says it's Barack Obama Sr.
[03:48:17.795 --> 03:48:20.236]  I do not believe that.
[03:48:20.236 --> 03:48:32.579]  But she forfeited the moment she signed the adoption papers for the formal adoption of Barack becoming Barry and moving to Indonesia.
