[00:00.000 --> 00:09.000]  media. Government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN
[3:25:31.960 --> 3:25:46.960]  They were holding delegates throughout the week and taking them up to the room and talking with them and lobbying them for their votes. A lot of work was done by them.
[3:25:46.960 --> 3:25:52.960]  Alan is a very articulate, intelligent, educated man. He's a great personality.
[3:25:52.960 --> 3:26:08.960]  He brought his message to the convention. While I and so many others appreciate his stand on abortion and things of that nature, it was his issues regarding foreign policy, etc.
[3:26:08.960 --> 3:26:22.960]  Some of the issues that you talk about all the time on your program, things that I write about in my columns, and the Constitution Party just could not accept it. When the vote was made, it was 74% for Chuck Baldwin and 24% for Alan Keyes.
[3:26:22.960 --> 3:26:28.960]  I won on the strength of the message. It wasn't personality. It was the message.
[3:26:28.960 --> 3:26:44.960]  I think that's a signal that all this fake conservative stuff's over. We're done. Can you believe McCain, an open border, pro-abortion, gun control, pro-war, new world border piece of trash, and that's who the Republican nominee is?
[3:26:44.960 --> 3:26:57.960]  I wrote in the column just a couple of days ago with Obama, Hillary, and McCain. What we have is three P's in a pod because really when you look at their policies and their positions, there's very little difference between them.
[3:26:57.960 --> 3:27:03.960]  I think that many of the Christians and many of the conservatives this year are looking for an alternative.
[3:27:03.960 --> 3:27:17.960]  You're running in the strongest year I've ever thought of for a Constitution Party, for a true conservative party. I know you've got Howard Phelps behind you with his big coalition. I want to get him on soon. Fire out your website for folks that want to get involved.
[3:27:17.960 --> 3:27:34.960]  Thank you very much, Alan, for letting me do that. It's Baldwin2008.com. That's Baldwin2008.com. We just had, just to let your audience know, we've had two retired Brigadier Generals that have officially endorsed our campaign.
[3:27:34.960 --> 3:27:51.960]  Brigadier General Charles Jones and Brigadier General Ben Parton have come out and publicly supported our campaign. They realize what's going on in this country that affects our military, and they are very proud and happy to support us, and we're excited about that.
[3:27:51.960 --> 3:28:02.960]  And I think that more of the military people, as they listen to us, as they hear us, they're going to like the message you're going to, because it's the message of truth. It's the message of the Founding Fathers. It's the message of freedom of independence.
[3:28:02.960 --> 3:28:17.960]  Well, that's now known as the message of Al Qaeda. I mean, I'm sure you've seen all the training manuals and news articles where they arrest you. You have an anti-UN sticker. The police are being trained that the Founding Fathers are bad. I mean, how do we ever get this far?
[3:28:17.960 --> 3:28:41.960]  Well, it's been about a half-century process. It started back in the late 50s, early 60s, as you know, and it's been increasingly intensifying since then. I think they've set a goal. They, the globalists, the New World Order types, have set a goal to have all this come to fruition by 2010 and then later 2015 to bring it all together.
[3:28:41.960 --> 3:29:00.960]  2010 for the Northern Hemisphere and then 2015 for the world. They want to bring America into this North American Union, very similar to the European Union, complete within a marrow, and Jerry Corsi, who supports us, has done Yeoman's work of research on this particular regard, and he's a great guy.
[3:29:00.960 --> 3:29:13.960]  And they want to bring that in by 2010. And if any of these three candidates, McCain or the two Democrats, get an office, it's going to be a reality. They're going to push it through. If I get in, we're going to stop it.
[3:29:13.960 --> 3:29:30.960]  Pastor Baldwin, stay there. I want to come back and give you just five more minutes on the side. I know you're busy. To give us your basic platform without me interrupting. Then I've got a bunch of news. I'm going to blitz through, ladies and gentlemen, that I haven't even gotten to with all these huge guests today. Ron Paul yesterday, Jesse Ventura today, Chuck Baldwin today.
[3:29:30.960 --> 3:29:45.960]  And it only gets better throughout this weekend next week. We'll be right back.
[3:29:45.960 --> 3:30:00.960]  Have you ever thought about what's in your shampoo, soap or detergent? How about chlorides, dyes, ethanol, sulfate, sodium, formaldehydes and more. Even fragrance can indicate the presence of some 4000 separate ingredients, most of which are synthetic.
[3:30:00.960 --> 3:30:11.960]  Hi, this is Alex Jones. I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing and shortness of breath, headaches, nausea, irritation of the skin and mucous membranes.
[3:30:11.960 --> 3:30:26.960]  This is your Calvin Pure Soap. All natural, earth friendly, no harsh chemicals, no animal testing. They're safe and you save 85% of the money you're spending on cleaning products now. Start saving over $1000 a year for your family of four.
[3:30:26.960 --> 3:30:45.960]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsope.com. Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again. Call 1-800-340-7091 for all your cleaning needs.
[3:30:45.960 --> 3:30:58.960]  Now, from the makers of Loose Change, the most downloaded film in Internet history comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[3:30:58.960 --> 3:31:09.960]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of the horrendous crime are brought to justice.
[3:31:09.960 --> 3:31:20.960]  Loose Change Final Cut is the ultimate 9-11 expose. From hijackers being trained at U.S. military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[3:31:20.960 --> 3:31:36.960]  Secure your copy of Loose Change Final Cut today at infowars.com or prisonplanet.com. While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[3:31:36.960 --> 3:31:45.960]  We're in a no-holds-bar information war. Truth is our weapon, and prisonplanet.com has the tools you need to take the fight back to Big Brother.
[3:31:45.960 --> 3:31:53.960]  According to the EPA, our indoor air is many times more polluted than outdoor air. One child in 10 suffers from asthma. How can we improve the air we breathe?
[3:31:53.960 --> 3:32:13.960]  The answer is clear. Himalayan crystal salt lamps from Ionic salts. These lamps naturally improve indoor air quality without adding toxic ozone. Lighted Himalayan crystal salt lamps neutralize allergens and irritants in the air including dander, pollen, mold, and fungi and are effective in reducing symptoms of asthma, allergies, headaches, and airborne vapors from paint, furniture, and carpeting.
[3:32:13.960 --> 3:32:25.960]  Ionic salts provides premium quality lamps, handcrafted from salt, which has been in solid form for 215 million years. It is indeed a pristine piece of our planet containing no man-made chemicals or pollutants.
[3:32:25.960 --> 3:32:39.960]  Ionic salts is your place to find peace and pleasure, ambiance with benefits. Visit Ionic salts.com to see for yourself the true beauty of Himalayan crystal salt lamps, along with many other great purely natural products. That's I-O-N-I-C salts.com.
[3:32:39.960 --> 3:32:43.960]  Ionic salts. See the beauty. Breathe the difference.
[3:33:15.960 --> 3:33:22.960]  Two years ago I gave him my films that woke him up partially. Then he said his son made him watch loose change, woke him up all the way, and he's going public there.
[3:33:22.960 --> 3:33:31.960]  Shipping gears back to the Constitution Party presidential nominee. I couldn't think of a better one. And when I heard it was Alan Keyes before I was cringing.
[3:33:31.960 --> 3:33:40.960]  Acts nice, acts friendly. He's right on so many issues, but he's a neocon at heart. And I've just had enough of it. I've had it.
[3:33:40.960 --> 3:33:52.960]  And a true conservative, a true freedom fighter, a true American, a great writer, a great researcher, a great pastor. Chuck Baldwin. Chuck, in closing, give people your basic rundown.
[3:33:52.960 --> 3:33:57.960]  What you're going to be out there preaching the message of liberty, what your message is, what your platform is, what you would do.
[3:33:57.960 --> 3:34:05.960]  Thank you, Alex. Well, we would do what we said a moment ago. The first thing we would do is close that border. We would end illegal immigration.
[3:34:05.960 --> 3:34:15.960]  We would get out of the North American Union, the NAFTA Superhighway, get out of NAFTA, the FTE, the FTAA, the so-called free trade deals of their history.
[3:34:15.960 --> 3:34:26.960]  The New World Order comes crashing down the day that I take office. We would end a foreign aid, no more nation building, empire building, interventionism around the world.
[3:34:26.960 --> 3:34:36.960]  My goal would be to get America out of the United Nations entirely and get the United Nations out of America. We would get out of UNESCO.
[3:34:36.960 --> 3:34:48.960]  We would get out of NATO. We would do our best to overturn the 16th Amendment and the personal income tax. We would lead the charge to get rid of the Federal Reserve System.
