[00:00:23.784 --> 00:00:25.925]  43 days left.
[03:18:50.678 --> 03:18:52.238]  This is InfoWars Darkness Hour.
[03:18:52.238 --> 03:18:52.919]  We need your support.
[03:18:52.919 --> 03:18:53.579]  I'm Count Monk.
[03:18:55.439 --> 03:19:00.160]  We were selling it for about three years, and then they found out how big it was, and how much we were buying.
[03:19:00.160 --> 03:19:03.261]  And they said, oh, we want more money, more money, and oh, this and that.
[03:19:03.261 --> 03:19:05.281]  And so I've broken my contract.
[03:19:05.281 --> 03:19:09.963]  And right now, we can't get more of this proprietary ingredient that goes in next to it.
[03:19:09.963 --> 03:19:15.484]  It literally is so pure that if you put it in a peaker dish on top of a 90 degree hot plate, it gasses.
[03:19:15.484 --> 03:19:16.804]  Like I Dream of Jeannie in this.
[03:19:16.804 --> 03:19:17.685]  It's purple gas.
[03:19:17.685 --> 03:19:20.965]  I mean, that is so pure, it just goes right into your body when you take it.
[03:19:20.965 --> 03:19:23.126]  We're working on trying to get other suppliers right now, but
[03:19:23.986 --> 03:19:29.050]  I bought a huge amount of it, ordered it six months ago, so I get the price down.
[03:19:29.050 --> 03:19:30.752]  I said, if you don't lower it, I'm done.
[03:19:30.752 --> 03:19:31.973]  I'm breaking the contract.
[03:19:31.973 --> 03:19:36.236]  Well, I broke the contract last week, and so this is potentially the last run.
[03:19:36.236 --> 03:19:38.018]  In fact, right now it is the last run.
[03:19:38.018 --> 03:19:41.440]  I'm sure it's viable shield X2, and we've got a good supply of it.
[03:19:41.440 --> 03:19:43.122]  It'll be gone in a couple months.
[03:19:43.122 --> 03:19:46.044]  X2, if you haven't experienced it, InfoWareStore.com.
[03:19:46.044 --> 03:19:47.865]  If you have experienced it, you know how great it is.
[03:19:47.865 --> 03:19:49.287]  I suggest you stock up on it.
[03:19:49.287 --> 03:19:50.928]  It's available right now for a limited time.
[03:19:50.928 --> 03:19:51.989]  InfoWareStore.com.
[03:19:51.989 --> 03:19:53.370]  It's 25% off right now.
[03:19:57.211 --> 03:19:59.827]  You're listening to The Alex Jones Show.
[03:20:15.419 --> 03:20:24.082]  Coming to you from the former United States of America, from deep in the heart of Texas, it's Alex Jones.
[03:20:24.082 --> 03:20:26.442]  That's an old liner from like four years ago.
[03:20:26.442 --> 03:20:27.743]  We're getting America back.
[03:20:27.743 --> 03:20:30.564]  In fact, I can't wait to retire those liners.
[03:20:30.564 --> 03:20:31.844]  But right now the battle's going on.
[03:20:31.844 --> 03:20:34.105]  Matt Bracken's coming up next segment.
[03:20:34.105 --> 03:20:38.266]  Don't forget this next Wednesday, in two days, we're going to have a broadcast from 8 a.m.
[03:20:38.266 --> 03:20:40.807]  with David Knight, right through to midnight with Matt Bracken.
[03:20:41.667 --> 03:20:43.628]  And a bunch of other big in-studio guests.
[03:20:43.628 --> 03:20:45.290]  You're not going to want to miss this.
[03:20:45.290 --> 03:20:46.951]  Stand with Trump.
[03:20:46.951 --> 03:20:49.312]  Stand with Infowars.
[03:20:49.312 --> 03:20:50.373]  Stand with free speech.
[03:20:50.373 --> 03:20:53.135]  Stand with America.
[03:20:53.135 --> 03:20:55.477]  Against the globalists.
[03:20:55.477 --> 03:20:57.018]  Now we've got some other pedophile news.
[03:20:57.018 --> 03:20:58.439]  Well, BuzzFeed's weighing in on it.
[03:20:58.439 --> 03:21:02.742]  The creator of one of YouTube's top tween channels was arrested for molesting a minor.
[03:21:02.742 --> 03:21:04.123]  YouTube is keeping the channel up.
[03:21:06.656 --> 03:21:08.397]  So, that's Charlie Wurzel.
[03:21:08.397 --> 03:21:09.878]  Is he trying to get his soul back or something?
[03:21:09.878 --> 03:21:12.779]  Is the guy lobbying ready to be taken down off of YouTube?
[03:21:12.779 --> 03:21:14.660]  So we're going to be... Oh my.
[03:21:14.660 --> 03:21:15.521]  It's never too late.
[03:21:15.521 --> 03:21:15.801]  Good.
[03:21:15.801 --> 03:21:17.362]  Charlie, get your soul back.
[03:21:17.362 --> 03:21:19.143]  Maybe you write an article about Salon promoting pedophilia.
[03:21:19.143 --> 03:21:22.124]  But Mike, people don't understand.
[03:21:22.124 --> 03:21:23.665]  We don't get up here and hype stuff.
[03:21:23.665 --> 03:21:25.006]  That's why they want to shut down.
[03:21:25.006 --> 03:21:27.607]  I'm going to ask Matt Bracken this question in just a moment.
[03:21:27.607 --> 03:21:31.289]  But why do you think they picked InfoWars first?
[03:21:31.289 --> 03:21:33.270]  And why are they so scared of it?
[03:21:33.270 --> 03:21:35.792]  Because in that is the answer to defeating them, I believe.
[03:21:36.892 --> 03:21:46.037]  Well, I think clearly they see your growth in reach, your growth in audience, and the sophistication of your broadcasting infrastructure has really freaked them out.
[03:21:46.037 --> 03:21:52.361]  Because if they hadn't censored you... It was when we got 400 TV stations this year.
[03:21:52.361 --> 03:21:53.321]  Yeah, see?
[03:21:53.321 --> 03:22:01.266]  And so, look, I've even, I've said this on camera before too, InfoWars has the infrastructure to be the replacement for the existing
[03:22:02.046 --> 03:22:03.688]  Anti-American media.
[03:22:03.688 --> 03:22:14.839]  So if this goes to civil war, if this goes to, you know, whatever scenarios happen, and the New York Times is shut down or completely discredited or something, you know what?
[03:22:14.839 --> 03:22:15.440]  Guess what?
[03:22:15.440 --> 03:22:17.021]  Infowars, the infrastructure you have,
[03:22:17.962 --> 03:22:25.227]  Well, we built it because we believe we're gonna try to do that.
[03:22:25.227 --> 03:22:27.789]  Plus, I'm not just gonna, like, make a bunch of money and have a jet airplane.
[03:22:27.789 --> 03:22:29.570]  I don't have a jet airplane like Glenn Beck.
[03:22:29.570 --> 03:22:31.351]  He has, like, a jumbo jet.
[03:22:31.351 --> 03:22:32.452]  Or at least he sold it.
[03:22:32.452 --> 03:22:33.873]  I'm trying to just fight the globalists.
[03:22:33.933 --> 03:22:36.994]  Yeah, what are you going to do with a jet airplane if you've lost your country?
[03:22:36.994 --> 03:22:37.375]  Right?
[03:22:37.375 --> 03:22:38.275]  It doesn't matter.
[03:22:38.275 --> 03:22:41.136]  You need... With the country back, then I'll take a jet airplane.
[03:22:41.136 --> 03:22:51.101]  Yeah, maybe, but, I mean, the thing is, there needs to be a new media, and you are the leader of the independent media, and that's irrefutable, and that's why you've been targeted.
[03:22:51.101 --> 03:22:53.122]  And, you know, look, it's going to continue.
[03:22:53.542 --> 03:22:57.664]  Until something big changes, but I think those changes are coming up very soon, Alex.
[03:22:57.664 --> 03:23:05.487]  I think because Google and Facebook have been spying and acting forever and getting away with it, they just have the chutzpah to go on forever, but it's not going on forever.
[03:23:05.487 --> 03:23:05.948]  No.
[03:23:05.948 --> 03:23:10.950]  No, I mean, the White House has been preparing, you know, executive orders to go after the tech giants.
[03:23:10.950 --> 03:23:13.831]  Their censorship is not going to be tolerated for much longer.
[03:23:13.831 --> 03:23:17.833]  And just like they got blindsided by Trump winning, they're about to really get blindsided.
[03:23:17.833 --> 03:23:18.113]  Yeah.
[03:23:18.413 --> 03:23:20.514]  Yeah, actually, history is on our side.
[03:23:20.514 --> 03:23:24.977]  And history is unfolding every day with the support of patriots.
[03:23:24.977 --> 03:23:30.861]  See, they never counted on you existing, and they never counted on people like me.
[03:23:30.861 --> 03:23:31.502]  Oh, the listeners.
[03:23:31.502 --> 03:23:34.844]  I mean, imagine who would actually... That's why they always think, like, oh, we must be government-run.
[03:23:34.844 --> 03:23:35.204]  No, we're not.
[03:23:35.204 --> 03:23:36.085]  We're just citizens.
[03:23:36.085 --> 03:23:38.226]  No, they think that most people can be intimidated.
[03:23:38.226 --> 03:23:42.309]  And how many attempts have been made to intimidate people like us and our viewers and our fans?
[03:23:42.309 --> 03:23:43.470]  That's their real blind spot.
[03:23:43.470 --> 03:23:44.390]  They think we're like them.
[03:23:44.390 --> 03:23:46.752]  The more they try to intimidate me, the madder I get.
[03:23:46.752 --> 03:23:48.113]  That's pretty much the way I work, too.
[03:23:48.654 --> 03:23:52.821]  Yeah, so their defeat is in the works.
[03:23:52.821 --> 03:23:53.582]  So there you go.
[03:23:53.582 --> 03:23:54.283]  That's my take on it.
[03:23:54.283 --> 03:23:56.808]  And thank God God gave us somebody like Trump at the right moment.
[03:23:56.808 --> 03:23:59.132]  I mean, we can't thank God for Trump enough.
[03:23:59.132 --> 03:23:59.733]  It's true.
[03:23:59.733 --> 03:24:00.174]  Just say it.
[03:24:00.174 --> 03:24:00.614]  He's amazing.
[03:24:01.184 --> 03:24:01.885]  Absolutely.
[03:24:01.885 --> 03:24:08.229]  I think he'll go down as the greatest president, aside from George Washington himself, if he does the right thing over the next few months.
[03:24:08.229 --> 03:24:11.751]  If he executes, he'll be bigger than George Washington.
[03:24:11.751 --> 03:24:13.212]  I'm telling you.
[03:24:13.212 --> 03:24:22.177]  Defeating the globalist deep state traitors and exposing the full truth of the media complicity with the FBI, I mean, it's the biggest story in the history of this country.
[03:24:22.177 --> 03:24:22.978]  It would make George Washington proud.
[03:24:23.058 --> 03:24:24.719]  Thank you so much, NaturalNews.com.
[03:24:24.719 --> 03:24:25.380]  Thank you.
[03:24:25.380 --> 03:24:26.620]  We're going to run this little promo.
[03:24:26.620 --> 03:24:27.841]  Matt Bracken's coming up.
[03:24:27.841 --> 03:24:31.064]  We've got the InfoWars Army with Owen Schroer with huge exploits coming up.
[03:24:31.064 --> 03:24:32.565]  Here is this little funny promo.
[03:24:32.565 --> 03:24:38.569]  We'll be right back.
[03:24:38.569 --> 03:24:44.052]  Hey guys, my name is Savannah Hernandez, and if you're always on the go like me, then you're not always tied to your computer or TV.
[03:24:44.052 --> 03:24:46.094]  So we just released our free InfoWars official app.
[03:24:48.101 --> 03:24:57.450]  The InfoWars official app includes all of our live broadcasts like War Room with Owen Troyer, Real News with David Knight, and the holy grail of podcasts and radio, the Alex Jones Show.
[03:24:57.450 --> 03:25:04.157]  And the best part about the InfoWars official app is that every single time we go live, you get notifications so that you never miss a beat.
[03:25:04.157 --> 03:25:09.422]  So whether you're in the car or on a run, this app makes it easy to keep the InfoWars right in your pocket.
[03:25:09.422 --> 03:25:10.343]  So what are you waiting for?
[03:25:10.743 --> 03:25:13.185]  Not so fast, Edvard Woz.
[03:25:13.185 --> 03:25:14.827]  Apple banned your rap.
[03:25:14.827 --> 03:25:19.371]  I helped, too!
[03:25:19.371 --> 03:25:20.412]  Ah, Oliver.
[03:25:20.412 --> 03:25:24.215]  I hate free speech, too!
[03:25:24.215 --> 03:25:25.737]  We hate free speech!
[03:25:25.737 --> 03:25:28.979]  We hate free speech!
[03:25:28.979 --> 03:25:30.241]  We hate free speech!
[03:25:30.241 --> 03:25:32.162]  We hate free speech!
[03:25:34.645 --> 03:25:35.525]  Oh, and Troyer's here.
[03:25:35.525 --> 03:25:37.946]  Oh, and tell us about InfoWars Army and what you've been doing.
[03:25:37.946 --> 03:25:41.827]  Well, we're going to answer the lady's question about how you can connect with people in your local area.
[03:25:41.827 --> 03:25:43.808]  But basically, we're going out into the 3D world.
[03:25:43.808 --> 03:25:44.908]  They're banning Alex Jones.
[03:25:44.908 --> 03:25:46.449]  They're banning InfoWars on the Internet.
[03:25:46.449 --> 03:25:53.751]  So we decided to go out into the 3D world and invade ball games and just the streets and check out some of the stuff we've accomplished.
[03:25:53.751 --> 03:25:56.052]  And here's a promo of you at the Rangers game.
[03:25:56.052 --> 03:25:57.012]  And here it is.
[03:26:00.639 --> 03:26:03.821]  This is last night.
[03:26:03.821 --> 03:26:11.067]  If the radio listens, we'll break this down.
[03:26:11.067 --> 03:26:13.228]  And I know we play Milwaukee next year.
[03:26:13.228 --> 03:26:15.009]  Hope we get to see the Uke.
[03:26:15.009 --> 03:26:16.270]  Look at those M4 shirts.
[03:26:16.270 --> 03:26:19.473]  We probably won't see him in spring training, but... We used to.
[03:26:19.473 --> 03:26:20.053]  Yeah.
[03:26:20.053 --> 03:26:20.533]  That was fun.
[03:26:21.889 --> 03:26:23.570]  Look how dude's having to really sit up.
[03:26:23.570 --> 03:26:24.571]  He's a big guy.
[03:26:24.571 --> 03:26:25.772]  They made him sit down.
[03:26:25.772 --> 03:26:29.855]  I love how the moment you stand up with the Trump face on, he hits a home run.
[03:26:29.855 --> 03:26:30.415]  It's unbelievable.
[03:26:30.415 --> 03:26:33.198]  And we get a screen from our South Korean friends too.
[03:26:33.198 --> 03:26:37.981]  On the Usher.
[03:26:37.981 --> 03:26:40.163]  There's the CNN is fake news t-shirt we flashed.
[03:26:40.163 --> 03:26:42.204]  They got thousands of complaints from that.
[03:26:42.204 --> 03:26:45.827]  Which is the only thing that makes you want to do it more.
[03:26:45.827 --> 03:26:47.649]  How dare Americans express their feelings.
[03:26:47.649 --> 03:26:48.249]  This is not fair.
[03:26:48.249 --> 03:26:49.610]  Yeah, free speech at a ball game?
[03:26:49.610 --> 03:26:50.571]  Since when is that allowed?
[03:26:54.581 --> 03:27:03.523]  Here she is telling you to stop.
[03:27:03.523 --> 03:27:05.163]  Thousands of people calling in complaining.
[03:27:05.163 --> 03:27:08.464]  I like that pimp watch, dude.
