[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[3:40:52.640 --> 3:40:53.640]  They could rig the rules.
[3:40:53.640 --> 3:40:54.640]  They could rig the case.
[3:40:54.640 --> 3:40:56.640]  They could violate the rules of evidence.
[3:40:56.640 --> 3:40:58.640]  They could violate the constitutional protocols.
[3:40:58.640 --> 3:41:01.640]  And they still couldn't get the scripted ending that they wanted.
[3:41:01.640 --> 3:41:06.640]  And the reason they couldn't get the scripted ending that they wanted is because even a
[3:41:06.640 --> 3:41:11.640]  real Democratic Austin jury picked by the plaintiff's lawyers rejected the court...
[3:41:11.640 --> 3:41:16.640]  Being told 20-plus times in my presence, I'm sure it was more, back out of 20-plus,
[3:41:16.640 --> 3:41:17.640]  that I am guilty.
[3:41:17.640 --> 3:41:18.640]  Absolutely.
[3:41:18.640 --> 3:41:21.640]  And you're not allowed to present evidence on your side.
[3:41:21.640 --> 3:41:23.640]  Clips played completely out of context.
[3:41:23.640 --> 3:41:24.640]  Why do you think this morning I was there?
[3:41:24.640 --> 3:41:26.640]  The judge and the other plaintiff's lawyers were not laughing.
[3:41:26.640 --> 3:41:28.640]  They were not staring at me.
[3:41:28.640 --> 3:41:29.640]  They were not giggling.
[3:41:29.640 --> 3:41:31.640]  They looked defeated this morning.
[3:41:31.640 --> 3:41:35.640]  I think that some of those folks connected to the plaintiffs had put out the idea that
[3:41:35.640 --> 3:41:38.640]  this was going to be the death and end of Alex Jones.
[3:41:38.640 --> 3:41:40.640]  This verdict was going to come back in at 100 million.
[3:41:40.640 --> 3:41:43.640]  Then there was going to be another big punitive damages numbers.
[3:41:43.640 --> 3:41:48.640]  And that, consequently, the next day the sheriff would show up here at Info Wars,
[3:41:48.640 --> 3:41:51.640]  shut it all down, seize everything, and you name it.
[3:41:51.640 --> 3:41:53.640]  And that didn't happen.
[3:41:53.640 --> 3:41:54.640]  That hasn't happened.
[3:41:54.640 --> 3:41:59.640]  And that won't happen because even a liberal Democratic jury in Austin could see through
[3:41:59.640 --> 3:42:01.640]  the claims being made by the plaintiff's lawyers.
[3:42:01.640 --> 3:42:04.640]  It's not coming out that the jury was like, why doesn't he let him talk?
[3:42:04.640 --> 3:42:05.640]  Yeah.
[3:42:05.640 --> 3:42:07.640]  I mean, two jurors wouldn't even join in the verdict.
[3:42:07.640 --> 3:42:11.640]  And for the punitive damages, they need unanimous jurors to even get any punitive.
[3:42:11.640 --> 3:42:15.640]  So what's your prediction this afternoon, or maybe it'll be longer, on punitive?
[3:42:15.640 --> 3:42:16.640]  I don't think that there's...
[3:42:16.640 --> 3:42:18.640]  Because you said...
[3:42:18.640 --> 3:42:22.640]  I don't mean to kiss your ass, but you said before it happened yesterday, you said on air.
[3:42:22.640 --> 3:42:24.640]  You said, I think it's below 5 million.
[3:42:24.640 --> 3:42:28.640]  I think it's a very good chance that they can't even get punitive.
[3:42:28.640 --> 3:42:29.640]  Yeah.
[3:42:29.640 --> 3:42:30.640]  Well, that's a seven-figure verdict.
[3:42:30.640 --> 3:42:33.640]  And I don't think the punitive damages is going to come in anywhere near what they're talking about.
[3:42:33.640 --> 3:42:40.640]  Again, it's purely show-it-theatered symbolic at this point, because the cap is 1.5 between both claims.
[3:42:40.640 --> 3:42:43.640]  But why do they want it then, just for the show-troll?
[3:42:43.640 --> 3:42:45.640]  They just want a headline, a fake news headline.
[3:42:45.640 --> 3:42:46.640]  That's it.
[3:42:46.640 --> 3:42:51.640]  Just a fake news headline to make it look like Alex Jones is hated and despised.
[3:42:51.640 --> 3:42:55.640]  Wow, stay there.
[3:42:55.640 --> 3:43:00.640]  The great reset in the War for the World is the book that the government doesn't want you to read,
[3:43:00.640 --> 3:43:05.640]  that most of the big, powerful companies trying to control your life, the big tech companies,
[3:43:05.640 --> 3:43:07.640]  they don't want you to read this book.
[3:43:07.640 --> 3:43:12.640]  They want to control what you think, what you do, what you read, but you don't want that.
[3:43:12.640 --> 3:43:14.640]  And Alex Jones doesn't want that.
[3:43:14.640 --> 3:43:20.640]  And this book shows you what's happening and gives you the sort of playbook for how to fight against it.
[3:43:20.640 --> 3:43:26.640]  And so by buying this book, you're going to prove that censorship doesn't work, that freedom is alive in this country.
[3:43:26.640 --> 3:43:33.640]  This is a central reading and, you know, I would go right now and buy it before the censorship kicks in.
[3:43:33.640 --> 3:43:35.640]  It's not going to be available in bookstores.
[3:43:35.640 --> 3:43:37.640]  It's not going to be available in libraries.
[3:43:37.640 --> 3:43:43.640]  They're going to try to take it down from every platform that they can, but they're not going to be able to do it.
[3:43:43.640 --> 3:43:45.640]  Prove that censorship doesn't work.
[3:43:45.640 --> 3:43:46.640]  Buy the great reset.
[3:43:46.640 --> 3:43:47.640]  Thank you, Alex Jones.
[3:43:47.640 --> 3:43:54.640]  I really appreciate you having me on and I appreciate you writing this book and getting the information out there.
[3:43:54.640 --> 3:44:00.640]  We brought the game changing product previously only available to major oil companies around the world.
[3:44:00.640 --> 3:44:02.640]  The civilian market two years ago.
[3:44:02.640 --> 3:44:08.640]  The bio pros for septic tanks for porta potties for RVs for your drains, your boats.
[3:44:08.640 --> 3:44:09.640]  It goes on and on.
[3:44:09.640 --> 3:44:11.640]  It'll eat the oil off of your driveway.
[3:44:11.640 --> 3:44:14.640]  If you just add water, but it's been so successful.
[3:44:14.640 --> 3:44:18.640]  Now we're selling it to major RV parks, pig farms.
[3:44:18.640 --> 3:44:23.640]  You name it, because this stuff will eat anything that is organic.
[3:44:23.640 --> 3:44:27.640]  And it's exclusively available at the bio pros.com.
[3:44:27.640 --> 3:44:30.640]  And now info wars.com.
[3:44:30.640 --> 3:44:32.640]  We sold out of this for almost a year.
[3:44:32.640 --> 3:44:39.640]  We made a major purchase and it is now in stock for whatever your need is at info wars.com.
[3:44:39.640 --> 3:44:49.640]  You'll also find instructional videos and more information at info wars.com or the bio pros.com made America powered by God's great creation.
[3:44:49.640 --> 3:44:54.640]  It is amazing and it funds the info war.
[3:44:54.640 --> 3:44:56.640]  People say Alex Jones crazy.
[3:44:56.640 --> 3:44:57.640]  He's a conspiracy theory guy.
[3:44:57.640 --> 3:44:58.640]  He's a nutcase.
[3:44:58.640 --> 3:45:00.640]  He got these rants and all that.
[3:45:00.640 --> 3:45:08.640]  What they miss is that this guy's ahead of the curve on so many different topics of signal, not noise.
[3:45:08.640 --> 3:45:16.640]  If you look at the signal and you compare that to PBS and NPR and BBC and we'll do what Alex Jones put out there.
[3:45:16.640 --> 3:45:20.640]  Versus what your collective body has put out there.
[3:45:20.640 --> 3:45:24.640]  And if you're a sent in a human being and just watching it and you say, well God, Alex Jones is ahead of this.
[3:45:24.640 --> 3:45:26.640]  Not only that, he kind of explained it.
[3:45:26.640 --> 3:45:29.640]  You are one of the great thinkers of this.
[3:45:29.640 --> 3:45:30.640]  That is very rare.
[3:45:30.640 --> 3:45:34.640]  You've got to go back almost to the revolutionary generation and see that.
[3:45:34.640 --> 3:45:38.640]  In this new book, I've got to tell you, when Tony Lyons first approached me, I read this thing.
[3:45:38.640 --> 3:45:39.640]  I go, this is it.
[3:45:39.640 --> 3:45:41.640]  This is no beetry.
[3:45:41.640 --> 3:45:42.640]  You're not going to be flipping pages.
[3:45:42.640 --> 3:45:45.640]  You're going to be having a pen out and you're going to be underlying stuff.
[3:45:45.640 --> 3:45:48.640]  The Great Reset by Alex Jones.
[3:45:48.640 --> 3:45:54.640]  Order your copy now at Amazon or infowarstore.com.
[3:45:54.640 --> 3:46:02.640]  The globalists are fighting around the clock to destroy the family, to destroy heterosexual relationships, to annihilate our marriages.
[3:46:02.640 --> 3:46:04.640]  And the studies are all clear.
[3:46:04.640 --> 3:46:10.640]  The number one cause of marital splits is that there is problems in the bedroom.
[3:46:10.640 --> 3:46:14.640]  And the number one issue men have is erectile dysfunction.
[3:46:14.640 --> 3:46:20.640]  Ladies and gentlemen, the left makes big jokes about this because they don't want people having lasting, good, loving relationships.
[3:46:20.640 --> 3:46:22.640]  They want to break up society.
[3:46:22.640 --> 3:46:31.640]  And we are so excited to have the number one natural male enhancement pill in the world, available as a major sponsor now.
[3:46:31.640 --> 3:46:34.640]  Go to theironpatriot.com today.
[3:46:34.640 --> 3:46:36.640]  Theironpatriot.com.
[3:46:36.640 --> 3:46:38.640]  And watch the instructional video.
[3:46:38.640 --> 3:46:41.640]  Look at the science yourself and then get a bottle of InstaHeart.
[3:46:41.640 --> 3:46:42.640]  It's discrete shipping.
[3:46:42.640 --> 3:46:43.640]  I've used it.
[3:46:43.640 --> 3:46:44.640]  It's amazing.
[3:46:44.640 --> 3:46:46.640]  And it's not just for folks that have problems in the bedroom.
[3:46:46.640 --> 3:46:48.640]  This also enhances it.
[3:46:48.640 --> 3:47:13.640]  So again, get yours today at theironpatriot.com.
[3:47:13.640 --> 3:47:23.640]  One of the things you've been talking about on your show is your allegation that government officials are aiding in pedophilia,
[3:47:23.640 --> 3:47:44.640]  child trafficking, and the grooming of children.
[3:47:44.640 --> 3:48:03.640]  What do you mean by what Jeffrey Epstein did with Clems?
[3:48:03.640 --> 3:48:04.640]  All right, Barnes.
[3:48:04.640 --> 3:48:07.640]  So that's the big takeaway from this trial and thanks to our great listeners.
[3:48:07.640 --> 3:48:12.640]  We're still on air fighting back against this tyranny.
[3:48:12.640 --> 3:48:14.640]  So much unfolding.
[3:48:14.640 --> 3:48:18.640]  Again, I think it's criminal to have a judge say this is televised,
[3:48:18.640 --> 3:48:22.640]  and then she cuts the YouTube off when we speak or lawyers speak she doesn't like.
[3:48:22.640 --> 3:48:25.640]  It only puts it on when they're having their people speak.
[3:48:25.640 --> 3:48:26.640]  I mean, I think that's wrong.
[3:48:26.640 --> 3:48:27.640]  I mean, all of it was scripted.
[3:48:27.640 --> 3:48:29.640]  I mean, it was literally three movie cameras in there.
[3:48:29.640 --> 3:48:32.640]  The only thing that went AWOL for them is they didn't get the ending that they wanted
[3:48:32.640 --> 3:48:35.640]  and they didn't get the ending they wanted because even a liberal Democratic jury in Austin
[3:48:35.640 --> 3:48:41.640]  that was selected by these plaintiffs lawyers rejected the core aspects of their theory and thesis.
[3:48:41.640 --> 3:48:46.640]  They got to see you live and you were not the caricature that they tried to make you out to be.
[3:48:46.640 --> 3:48:49.640]  And even though they played altered clips and altered edited videos,
[3:48:49.640 --> 3:48:51.640]  sometimes only five, seven seconds long.
[3:48:51.640 --> 3:48:54.640]  In fact, appeared some, I think one was like two seconds long.
[3:48:54.640 --> 3:48:55.640]  The one about you was five seconds.
[3:48:55.640 --> 3:48:56.640]  Yeah, five seconds.
[3:48:56.640 --> 3:49:00.640]  Personally, if I was a plaintiff's lawyer, I would not have put me in the trial.
[3:49:00.640 --> 3:49:02.640]  I would not have put a lot of things into the trial.
[3:49:02.640 --> 3:49:05.640]  I would not have put the allegations and concerns about the judge into the trial.
[3:49:05.640 --> 3:49:09.640]  I would not have put the allegations and concerns about how the whole court proceeding was going on.
[3:49:09.640 --> 3:49:14.640]  It was clear by some of the juror questions that there were jurors who were bothered by how the trial was being conducted,
[3:49:14.640 --> 3:49:19.640]  by how the way the trial was being done because ordinary Americans, even liberal Democrats,
[3:49:19.640 --> 3:49:22.640]  still understand some of the core principles that make America American.
[3:49:22.640 --> 3:49:25.640]  Part of that's supposed to be respect for the rule of law.
[3:49:25.640 --> 3:49:28.640]  Part of that's supposed to be everybody gets their day in court.
[3:49:28.640 --> 3:49:33.640]  Part of that's supposed to be trial by jury on all facts relevant to the case.
[3:49:33.640 --> 3:49:38.640]  They tried and in fact did deny all of that and because of it, they didn't get the verdict.
[3:49:38.640 --> 3:49:43.640]  So as you said a month ago, the Democrat party weaponized you just shared it was on trial here.
[3:49:43.640 --> 3:49:46.640]  No question. The legal system was on trial and the verdict is in.
[3:49:46.640 --> 3:49:49.640]  And the verdict is in by implication from the jury itself,
[3:49:49.640 --> 3:49:55.640]  which is that the Travis County justice system failed the rules of American freedom, American law, and American democracy.
[3:49:55.640 --> 3:49:58.640]  It denied basic core rights and everybody could see it.
