[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[03:18:34.000 --> 03:19:02.000]  That's www.americanfreedomchecks.com.
[03:19:02.000 --> 03:19:30.000]  That's www.americanfreedomchecks.com.
[03:19:30.000 --> 03:19:58.000]  That's www.americanfreedomchecks.com.
[03:19:58.000 --> 03:20:26.000]  That's www.americanfreedomchecks.com.
[03:20:26.000 --> 03:20:54.000]  That's www.americanfreedomchecks.com.
[03:20:54.000 --> 03:21:22.000]  That's www.americanfreedomchecks.com.
[03:21:22.000 --> 03:21:50.000]  That's www.americanfreedomchecks.com.
[03:21:50.000 --> 03:22:18.000]  That's www.americanfreedomchecks.com.
[03:22:18.000 --> 03:22:46.000]  That's www.americanfreedomchecks.com.
[03:22:46.000 --> 03:23:14.000]  That's www.americanfreedomchecks.com.
[03:23:14.000 --> 03:23:42.000]  That's www.americanfreedomchecks.com.
[03:23:42.000 --> 03:24:10.000]  That's www.americanfreedomchecks.com.
[03:24:10.000 --> 03:24:38.000]  That's www.americanfreedomchecks.com.
[03:24:38.000 --> 03:25:06.000]  That's www.americanfreedomchecks.com.
[03:25:06.000 --> 03:25:34.000]  That's www.americanfreedomchecks.com.
[03:25:34.000 --> 03:26:02.000]  That's www.americanfreedomchecks.com.
[03:26:02.000 --> 03:26:30.000]  That's www.americanfreedomchecks.com.
[03:26:30.000 --> 03:26:58.000]  That's www.americanfreedomchecks.com.
[03:26:58.000 --> 03:27:26.000]  That's www.americanfreedomchecks.com.
[03:27:26.000 --> 03:27:54.000]  That's www.americanfreedomchecks.com.
[03:27:54.000 --> 03:28:16.000]  That's www.americanfreedomchecks.com.
[03:28:16.000 --> 03:28:44.000]  That's www.americanfreedomchecks.com.
[03:28:44.000 --> 03:29:12.000]  That's www.americanfreedomchecks.com.
[03:29:12.000 --> 03:29:40.000]  That's www.americanfreedomchecks.com.
[03:29:40.000 --> 03:30:08.000]  That's www.americanfreedomchecks.com.
[03:30:08.000 --> 03:30:36.000]  That's www.americanfreedomchecks.com.
[03:30:36.000 --> 03:31:04.000]  That's www.americanfreedomchecks.com.
[03:31:04.000 --> 03:31:32.000]  That's www.americanfreedomchecks.com.
[03:31:32.000 --> 03:31:54.000]  That's www.americanfreedomchecks.com.
[03:31:54.000 --> 03:32:22.000]  That's www.americanfreedomchecks.com.
[03:32:22.000 --> 03:32:50.000]  That's www.americanfreedomchecks.com.
[03:32:50.000 --> 03:33:18.000]  That's www.americanfreedomchecks.com.
[03:33:18.000 --> 03:33:46.000]  That's www.americanfreedomchecks.com.
[03:33:46.000 --> 03:34:14.000]  That's www.americanfreedomchecks.com.
[03:34:14.000 --> 03:34:42.000]  That's www.americanfreedomchecks.com.
[03:34:42.000 --> 03:35:10.000]  That's www.americanfreedomchecks.com.
[03:35:10.000 --> 03:35:38.000]  That's www.americanfreedomchecks.com.
[03:35:38.000 --> 03:36:06.000]  That's www.americanfreedomchecks.com.
[03:36:06.000 --> 03:36:34.000]  That's www.americanfreedomchecks.com.
[03:36:34.000 --> 03:37:02.000]  That's www.americanfreedomchecks.com.
[03:37:02.000 --> 03:37:30.000]  That's www.americanfreedomchecks.com.
[03:37:30.000 --> 03:37:58.000]  That's www.americanfreedomchecks.com.
[03:37:58.000 --> 03:38:26.000]  That's www.americanfreedomchecks.com.
[03:38:26.000 --> 03:38:52.000]  That's www.americanfreedomchecks.com.
[03:38:52.000 --> 03:39:20.000]  That's www.americanfreedomchecks.com.
[03:39:20.000 --> 03:39:48.000]  That's www.americanfreedomchecks.com.
[03:39:48.000 --> 03:40:16.000]  That's www.americanfreedomchecks.com.
[03:40:16.000 --> 03:40:44.000]  That's www.americanfreedomchecks.com.
[03:40:44.000 --> 03:41:12.000]  That's www.americanfreedomchecks.com.
[03:41:12.000 --> 03:41:34.000]  That's www.americanfreedomchecks.com.
[03:41:34.000 --> 03:42:02.000]  That's www.americanfreedomchecks.com.
[03:42:02.000 --> 03:42:30.000]  That's www.americanfreedomchecks.com.
[03:42:30.000 --> 03:42:52.000]  That's www.americanfreedomchecks.com.
[03:42:52.000 --> 03:43:20.000]  That's www.americanfreedomchecks.com.
[03:43:20.000 --> 03:43:48.000]  That's www.americanfreedomchecks.com.
[03:43:48.000 --> 03:44:16.000]  That's www.americanfreedomchecks.com.
[03:44:16.000 --> 03:44:44.000]  That's www.americanfreedomchecks.com.
[03:44:44.000 --> 03:45:12.000]  That's www.americanfreedomchecks.com.
[03:45:12.000 --> 03:45:40.000]  That's www.americanfreedomchecks.com.
[03:45:40.000 --> 03:46:08.000]  That's www.americanfreedomchecks.com.
[03:46:08.000 --> 03:46:36.000]  That's www.americanfreedomchecks.com.
[03:46:36.000 --> 03:47:04.000]  www.americanfreedomchecks.com.
[03:47:06.000 --> 03:47:34.000]  That's www.americanfreedomchecks.com.
[03:47:34.000 --> 03:48:02.000]  That's www.americanfreedomchecks.com.
[03:48:02.000 --> 03:48:30.000]  That's www.americanfreedomchecks.com.
[03:48:30.000 --> 03:48:58.000]  That's www.americanfreedomchecks.com.
[03:48:58.000 --> 03:49:26.000]  That's www.americanfreedomchecks.com.
[03:49:26.000 --> 03:49:32.000]  He literally thought a tweet from Donald Trump would make the planet uninhabitable.
[03:49:32.000 --> 03:49:35.000]  This is tough geopolitical posturing.
[03:49:35.000 --> 03:49:40.000]  Now, what was the response from other talking heads to Trump's tweet back in early January?
[03:49:40.000 --> 03:49:48.000]  Well, NBC News national security analyst Jeremy Bash said that it would cause Kim Jong-un to, quote, lash out.
[03:49:48.000 --> 03:49:54.000]  He said, quote, this is a tweet that could lead to confrontation and maybe even war.
[03:49:54.000 --> 03:50:05.000]  Bear in mind, this is the same media that fee among us every single day about Russia and invents conspiracies about Russian collusion that have put the planet at the greatest risk of nuclear war since the Cold War.
[03:50:05.000 --> 03:50:14.000]  Oh, but when it comes to Trump tweeting, no, that's going to lead to war, according to NBC national security analyst Jeremy Bash.
[03:50:14.000 --> 03:50:19.000]  What did CNN's Brian Stelter say in response to this tweet?
[03:50:19.000 --> 03:50:23.000]  He said that it was evidence that Trump was mentally unstable.
[03:50:23.000 --> 03:50:27.000]  What would we say if the leader of Germany or China or Brazil posted tweets like Trump's?
[03:50:27.000 --> 03:50:28.000]  How would we cover it?
[03:50:28.000 --> 03:50:30.000]  We'd say that person is not well.
[03:50:30.000 --> 03:50:34.000]  Point being, they all completely freaked out over this tweet.
[03:50:34.000 --> 03:50:41.000]  Said it was a horrific diplomatic blunder that it was putting the planet at risk of being uninhabitable.
[03:50:41.000 --> 03:50:45.000]  What happened within hours of Trump sending out that tweet?
[03:50:45.000 --> 03:50:51.000]  Well, North Korea reestablished communications with South Korea for the first time in nearly two years.
[03:50:51.000 --> 03:50:54.000]  What happened today?
[03:50:54.000 --> 03:50:56.000]  Headline breakthrough.
[03:50:56.000 --> 03:51:01.000]  North Korea ready to denuclearize if regime safety is guaranteed.
[03:51:01.000 --> 03:51:03.000]  This is zero hedge.
[03:51:03.000 --> 03:51:12.000]  Score another diplomatic victory for Trump whose hardline negotiation negotiating tactic appears to have generated a dramatic and favorable outcome.
[03:51:12.000 --> 03:51:21.000]  An outcome that the Financial Times dubbed a diplomatic breakthrough that North and South Korea have agreed to hold direct talks between their leaders.
[03:51:21.000 --> 03:51:29.000]  With North Korea signalling, it is willing to abandon its nuclear program if regime security can be guaranteed.
[03:51:29.000 --> 03:51:31.000]  The markets are loving it.
[03:51:31.000 --> 03:51:38.000]  It's a tough geopolitical stance by Trump that increased the likelihood that this would happen.
[03:51:38.000 --> 03:51:43.000]  In other words, not just the tweet, but the tweet worked.
[03:51:43.000 --> 03:51:46.000]  They immediately started to back away.
[03:51:46.000 --> 03:51:58.000]  Now they're in talks to denuclearize entirely, as opposed to Obama who just made it worse, as opposed to Clinton back in the 90s who gave them the technology to build the nukes in the first place.
[03:51:58.000 --> 03:52:04.000]  So again, the mainstream media has been completely debunked with its hysteria.
[03:52:04.000 --> 03:52:06.000]  They said this could lead to global war.
[03:52:06.000 --> 03:52:08.000]  They said it was a horrific mistake.
[03:52:08.000 --> 03:52:13.000]  They've been proven wrong once again by reality.
[03:52:13.000 --> 03:52:21.000]  Absolutely incredible, but we're making great progress on North Korea by taking an actual stance against them and they appear.
[03:52:21.000 --> 03:52:25.000]  Although it's often not certain, of course, but they appear to be backing away.
[03:52:25.000 --> 03:52:29.000]  What Trump's doing is working and the mainstream media are just going to have to deal with that.
[03:52:29.000 --> 03:52:32.000]  They've been completely debunked.
[03:52:32.000 --> 03:52:39.000]  Let's move on to Italy, where, of course, the populist party and the center-right coalition swept to power.
[03:52:39.000 --> 03:52:46.000]  Obviously, only one of them can take power, but the center-left Democrats, the globalist party, was completely decimated.
[03:52:46.000 --> 03:52:50.000]  They performed even worse than the polls suggested.
[03:52:50.000 --> 03:52:58.000]  So now you're going to have a jockeying for position between the populist five-star movement and the center-right coalition,
[03:52:58.000 --> 03:53:03.000]  which is Forza Italia and the Northern League, led by Matteo Salvini.
[03:53:03.000 --> 03:53:08.000]  Actually, Salvini won in the duel between the two parties in the right-wing coalition.
[03:53:08.000 --> 03:53:15.000]  So if it comes to that coalition taking power, Salvini will be the prime minister.
[03:53:15.000 --> 03:53:23.000]  Massive rejection of globalism, massive rejection of open borders, massive rejection of the European Union.
[03:53:23.000 --> 03:53:26.000]  Now, how was it reported in the media aftermath?
[03:53:26.000 --> 03:53:32.000]  Who's to blame for this crushing populist victory in Italy?
[03:53:32.000 --> 03:53:34.000]  What were the consequences that led to it?
[03:53:34.000 --> 03:53:40.000]  Was it the horrific migrant wave that was pouring into Italy, pouring into their southern towns from Libya?
[03:53:40.000 --> 03:53:45.000]  Did it have anything to do with the fact that their economy is in complete malaise?
[03:53:45.000 --> 03:53:47.000]  They've still got massive unemployment.
[03:53:47.000 --> 03:53:52.000]  Was it anything to do with the fact that they've got a horrible relationship with the EU and it's not working for them?
[03:53:52.000 --> 03:53:57.000]  So, Italian voters didn't vote based on any of that. It was all thanks to Russia.
[03:53:57.000 --> 03:54:03.000]  Oh yes, the Marussian conspiracy theory is back once again.
[03:54:03.000 --> 03:54:07.000]  This is zero hedge. Russia blamed for Italian election outcome.
[03:54:07.000 --> 03:54:11.000]  If there's a European election and the anti-establishment party score a stunning victory,
[03:54:11.000 --> 03:54:18.000]  as just happened in Italy in a few months prior in Austria, and in Germany, by the way, who are you going to blame?
[03:54:18.000 --> 03:54:25.000]  Vladimir Putin, of course, that's what Samantha Power, one of the top diplomats in the Obama administration, did
[03:54:25.000 --> 03:54:32.000]  when she shared an article by Spain's El Pace newspaper about how Russia predetermined the outcome of Sunday's election
[03:54:32.000 --> 03:54:35.000]  by spinning an immigrant discourse in Italy.
[03:54:35.000 --> 03:54:42.000]  So, because some Russian news outlets talked about the fact that Italy had a problem with mass immigration,
[03:54:42.000 --> 03:54:48.000]  with literally, like, 20-something-year-old girls being butchered and cannibalized,
[03:54:48.000 --> 03:54:52.000]  which happened, I think it was in Rome or another big Italian city a few weeks ago,
[03:54:52.000 --> 03:54:56.000]  they actually found that they cannibalized the woman. It was a migrant that carried out the murder.
[03:54:56.000 --> 03:55:01.000]  Massive problems with this onrush of immigrants from Libya, people smugglers.
[03:55:01.000 --> 03:55:05.000]  Now, that's all, that didn't happen. Nobody voted on that basis.
[03:55:05.000 --> 03:55:10.000]  They voted because Russia talked about it in their media. Absolutely incredible.
[03:55:10.000 --> 03:55:15.000]  By the way, Samantha Power's all concerned about foreign interventions.
[03:55:15.000 --> 03:55:21.000]  This is the same woman who was a water carrier for the U.S. intervention under Obama into Libya,
[03:55:21.000 --> 03:55:27.000]  a complete disaster which led to the migrant crisis in the first place.
[03:55:27.000 --> 03:55:31.000]  Oh, but now she's up there whining about foreign intervention.
[03:55:31.000 --> 03:55:34.000]  She's the queen of foreign intervention.
[03:55:34.000 --> 03:55:40.000]  Trying to claim that Russia, talking about the problems Italy has in its media,
[03:55:40.000 --> 03:55:45.000]  is why people voted for populist parties, why people voted for center-right parties.
[03:55:45.000 --> 03:55:50.000]  No, it's because they have massive problems with migration, massive problems with their economy.
[03:55:50.000 --> 03:55:55.000]  They've got 38% youth unemployment. They've got a terrible relationship with the EU.
[03:55:55.000 --> 03:56:02.000]  They've got a record debt load. They voted for change because their country was going down the toilet.
[03:56:02.000 --> 03:56:09.000]  They had nothing to do with more Russia, Samantha Power. Absolutely incredible.
[03:56:09.000 --> 03:56:14.000]  Majority of Italian youngsters backed Eurosceptic anti-establishment parties.
[03:56:14.000 --> 03:56:19.000]  I was talking about this earlier. Conservatism is the new counterculture, not just culturally, but politically.
[03:56:19.000 --> 03:56:27.000]  We saw the same thing in France, remember, where 44% of youngsters backed Marine Le Pen, the populist candidate.
