[00:03.000 --> 00:10.800]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[3:38:56.260 --> 3:39:04.740]  is not bulky. It's field tested, but it can stop a 50 a a pistol cartridge. That's how
[3:39:04.740 --> 3:39:11.260]  tough this stuff is. So this price is phenomenal. And whether you're a hunter, whether you're
[3:39:11.260 --> 3:39:18.140]  a sportsman, whether you're headed to Washington, I really recommend this product. Now, I know
[3:39:18.140 --> 3:39:24.740]  that I will be mocked and attacked by the Clinton thugs and lackeys because I swear
[3:39:24.740 --> 3:39:31.660]  by the products on the info wars.com website. I don't know that I would be alive today without
[3:39:31.660 --> 3:39:38.460]  the liver defense and the flush of my system. And I'm not going to go through this again,
[3:39:38.460 --> 3:39:47.140]  but these products work folks. And it's it's a it's a win win. You are helping the revolution.
[3:39:47.140 --> 3:39:53.260]  You're helping broadcast the truth. You're helping bust through the mainstream media
[3:39:53.260 --> 3:40:02.940]  blackouts. And you are you are helping fund the revolution. So go to the info wars store
[3:40:02.940 --> 3:40:08.220]  now and pick up your body armor or any of these other fine supplements. You've got some
[3:40:08.220 --> 3:40:14.140]  great discount prices right now. I stocked up before Christmas. Thank God I did because
[3:40:14.140 --> 3:40:21.700]  I didn't want to wait. So go to the store now. While I'm very excited about January 20th,
[3:40:21.700 --> 3:40:29.220]  I'm also very excited about January 23rd. That's when CNN talking head and a Navarro
[3:40:29.220 --> 3:40:38.540]  speaks at the Broward Community College in Fort Lauderdale. Now, Navarro is a Harpy Republican
[3:40:38.540 --> 3:40:47.940]  who said on CNN she voted for Hillary Clinton, who can forget her memorable on air meltdown
[3:40:47.940 --> 3:40:54.380]  when she was screaming pussy, pussy, pussy, pussy at the top of her lungs. CNN has taken
[3:40:54.380 --> 3:41:03.220]  that off down, you know, has taken that offline. You can't find it. Navarro, who is a Jeb Bush
[3:41:03.220 --> 3:41:11.100]  lackey was actually fired by Bush actually initially hired to go into the council's office
[3:41:11.100 --> 3:41:17.340]  to handle immigration policy. There was one small problem. She lied about being a member
[3:41:17.340 --> 3:41:24.000]  of the Florida bar. She is not an attorney in the state of Florida. She also has no
[3:41:24.000 --> 3:41:31.140]  campaign experience. She has never been a part of a successful Republican campaign for anything.
[3:41:31.140 --> 3:41:40.380]  So why would CNN that promulgates fake news want to employ someone like this? And her
[3:41:40.380 --> 3:41:46.620]  shrill personal attacks on Donald Trump grow tedious. It is time for her to be confronted
[3:41:46.620 --> 3:41:53.620]  with her own record of lies. So join me for in a Navarro's terrific speech. I'm sure
[3:41:53.620 --> 3:42:00.700]  it will be insightful. I don't know what the Broward Community College is paying this
[3:42:00.700 --> 3:42:12.020]  pathetic toady. But I do know this. At CNN, the makeup people, the hairdressers, the doorman,
[3:42:12.020 --> 3:42:19.900]  the gaffers, the camera men, the little people, they tell me she's an abusive diva. She yells
[3:42:19.900 --> 3:42:27.140]  at them. She abuses them. She is mean to them because she thinks she's something. But folks,
[3:42:27.140 --> 3:42:34.420]  she's dumber than dog crap. And it has to be said. And that CNN would have someone as
[3:42:34.420 --> 3:42:41.780]  a talking head who has lied about their background like this shows that they are committed to
[3:42:41.780 --> 3:42:46.540]  fake news.
[3:42:46.540 --> 3:42:54.620]  President Donald Trump thinking seriously about the Supreme Court. Now, I am among those
[3:42:54.620 --> 3:43:04.140]  who believe she may have as many as four appointments. And I think that he has an opportunity to
[3:43:04.140 --> 3:43:14.020]  transform the court. See, I think I think Trump is a transformational president, not
[3:43:14.020 --> 3:43:19.740]  a transitional president, a transformational president. And I think he can bring wholesale
[3:43:19.740 --> 3:43:26.660]  change to our system and reinvigorate this country and get it back on its feet. And the
[3:43:26.660 --> 3:43:32.980]  political establishment will fight this tooth and nail. And one of the forums in which they
[3:43:32.980 --> 3:43:39.860]  will fight it is the US Supreme Court. Now, many of you know that President Trump, President
[3:43:39.860 --> 3:43:45.460]  Elect Trump released a list during the general election and said he would choose from that
[3:43:45.460 --> 3:43:46.460]  list.
[3:43:46.460 --> 3:43:53.580]  And it's true that everybody on that list is a solid conservative. Frankly, I wish the
[3:43:53.580 --> 3:44:01.300]  list had included my friend Judge Andrew Napolitano of Fox News, a trial judge in New Jersey,
[3:44:01.300 --> 3:44:08.300]  a learned judge, a true student of the Constitution, a man who was a protégé and close friend
[3:44:08.300 --> 3:44:15.420]  of Antonin Scalia, who, yes, I believe, was murdered. I will publish an extensive piece
[3:44:15.420 --> 3:44:23.620]  on that in February. I wish the list had included Judge Janice Rogers Brown, an African-American
[3:44:23.620 --> 3:44:29.300]  conservative in the D.C. Circuit, not afraid to put administrative agencies in their place.
[3:44:29.300 --> 3:44:38.420]  I wish the list had included Judge Alex Kaczynski, a Jewish Eastern European, a serious constitutional
[3:44:38.420 --> 3:44:47.940]  scholar on the appeals court of the Ninth Circuit, very much like Justice Scalia in temperament
[3:44:47.940 --> 3:44:54.740]  and wit. I wish the list had included Judge Reggie Walton, an African-American on the
[3:44:54.740 --> 3:45:02.020]  U.S. District Court, who has ruled, who's a former head of the FISA court, a National
[3:45:02.020 --> 3:45:09.540]  Security Hawk, a man who is sometimes skeptical of the government's claims. Although I was
[3:45:09.540 --> 3:45:16.980]  critical of him during the campaign, Senator Mike Lee of Utah, a serious constitutional
[3:45:16.980 --> 3:45:23.620]  scholar, a conservative libertarian, someone I would like to have seen on the list, and
[3:45:23.620 --> 3:45:30.780]  lastly, former Judge Michael Ludig, formerly of the U.S. Court of Appeals, now General
[3:45:30.780 --> 3:45:40.660]  Counsel of Boeing, a brilliant law clerk for Justice Scalia, resigned from the bench. I
[3:45:40.660 --> 3:45:48.980]  would have liked to see all of these libertarian conservatives on the list. I understand, though,
[3:45:48.980 --> 3:45:56.300]  that President Trump may feel that to keep faith with the American people, that he should
[3:45:56.300 --> 3:46:03.060]  select for disappointment from the list he made public. Therefore, I am hoping that he
[3:46:03.060 --> 3:46:13.060]  appoints Judge Don Willits of the Texas Courts, a feisty libertarian who is on the list a fine
[3:46:13.060 --> 3:46:23.780]  jurist with guts, not a right-wing jurist, a conservative, but a libertarian conservative,
[3:46:23.780 --> 3:46:31.940]  one who will back the Trump Revolution. I don't want a right-wing court. I want a Trump
[3:46:31.940 --> 3:46:45.380]  court. I want a reform court. I want an anti-establishment court, and that is my fondest hope.
[3:46:45.380 --> 3:46:54.500]  I also have noticed this past week the public comments of Senator Jeff Sessions as he cruises
[3:46:54.500 --> 3:47:02.460]  to confirmation as Attorney General. Now, I am a Jeff Sessions fan. I like Jeff Sessions
[3:47:02.460 --> 3:47:07.940]  on law and order. I like Jeff Sessions on immigration. I like Jeff Sessions because
[3:47:07.940 --> 3:47:14.500]  he's got guts. I like Jeff Sessions because he's not part of the crowd in the U.S. Senate,
[3:47:14.500 --> 3:47:19.700]  where he is extremely well-liked and respected, but he's not a go-along-to-get-a-long guy,
[3:47:19.700 --> 3:47:28.180]  and he never will be. I was, however, distressed by his comments regarding the 37 states that
[3:47:28.180 --> 3:47:39.140]  have some form of legal marijuana. Currently, the U.S. government is in a stand-down position
[3:47:39.140 --> 3:47:48.460]  where they are not enforcing federal law where it contradicts state law. I can argue legally
[3:47:48.460 --> 3:47:55.300]  that the states have supremacy in this area. Other federal advocates will claim no. The
[3:47:55.300 --> 3:48:04.740]  feds do. Joining me now is Attorney Tyler Nixon, who is a nephew of former, I guess, great
[3:48:04.740 --> 3:48:13.500]  nephew of former President Richard Nixon. Their families hail from Ohio. He is a libertarian
[3:48:13.500 --> 3:48:23.140]  attorney of some note. He is a former Delaware activist who is now representing numerous
[3:48:23.140 --> 3:48:30.860]  clients in the legal marijuana business. Tyler, thanks for joining me here at InfoWars.
[3:48:30.860 --> 3:48:35.820]  Roger, it's great to be with you as always. You have excellent taste in judges, I must
[3:48:35.820 --> 3:48:40.300]  say. There's one name I throw in, and I don't know why it's never come up, is Richard Epstein,
[3:48:40.300 --> 3:48:46.500]  who is a brilliant legal mind and author who would make an exit. He's what I would call
[3:48:46.500 --> 3:48:56.060]  libertarian constitutionalist. Well, I understand the importance of the list, and I can understand
[3:48:56.060 --> 3:49:02.420]  if President-elect Trump feels he must stick to the list for his first appointment. I know
[3:49:02.420 --> 3:49:07.940]  because of my many friendships in the campaign, the list was put together quickly, and there's
[3:49:07.940 --> 3:49:12.860]  many fine people on it. I don't mean to take anything away from them, but I believe that
[3:49:12.860 --> 3:49:18.740]  most of them are more establishment-oriented conservatives. To me, Judge Napolitano would
[3:49:18.740 --> 3:49:25.020]  be a brilliant pick. If it cannot be him, and I think he makes sense for a number of
[3:49:25.020 --> 3:49:31.500]  reasons, then I hope they go to Judge Willett, who is the outstanding libertarian on this
[3:49:31.500 --> 3:49:38.460]  list. But why don't you sum up for us Jeff Sessions on marijuana, what he said this week,
[3:49:38.460 --> 3:49:44.540]  and how you see this playing out. Well, obviously, there's a lot of trepidation
[3:49:44.540 --> 3:49:49.860]  in the industry, which is now employing 10, if not 100, into the hundreds of thousands
[3:49:49.860 --> 3:49:56.780]  of Americans who are gainfully employed, feeding their families. There's a lot of investment
[3:49:56.780 --> 3:50:04.940]  going on, just an amazing innovation, I have to say, just not just within the actual production
[3:50:04.940 --> 3:50:10.940]  of cannabis and different products, but also just technological innovations. It's an amazing
[3:50:10.940 --> 3:50:17.820]  industry. Jeff Sessions, obviously, has made statements just as recently as this spring,
[3:50:17.820 --> 3:50:25.340]  the effect that good people don't use marijuana, which is not, obviously, what we want to hear.
[3:50:25.340 --> 3:50:32.460]  What anybody wants to hear, who takes the libertarian view of this, but also the rational, logical,
[3:50:32.460 --> 3:50:38.740]  fact-based view of cannabis as a product for any type of consumption, which is that it
[3:50:38.740 --> 3:50:44.220]  is effectively harmless. There's been no deaths associated with it, and it's 5,000-year known
[3:50:44.220 --> 3:50:49.020]  history of use by humankind.
[3:50:49.020 --> 3:51:07.820]  Do you have any of these symptoms? Night cramps in the hands and feet. Your arms and legs
[3:51:07.820 --> 3:51:12.740]  often go to sleep. On short walks, do your legs get aches and pains? Is your memory worse
[3:51:12.740 --> 3:51:17.460]  than it used to be? Ankles that swell late in the day? Has your blood pressure increased
[3:51:17.460 --> 3:51:22.220]  lately? If you answered yes to even one of these questions, you may have early warning
[3:51:22.220 --> 3:51:28.100]  signs of arterial blockages. Your body is saying that it is time to take Extendivite.
[3:51:28.100 --> 3:51:32.500]  These are not the normal signs of aging. They are the warning signs that accompany blocked
[3:51:32.500 --> 3:51:38.060]  arteries. Get your Extendivite today. Extendivite is available in capsule or liquid form for
