[00:00:17.611 --> 00:00:21.974]  Hindsight is 2020, and the enemy is very cunning.
[03:18:01.956 --> 03:18:10.041]  America is transferring out of a system based on the ethos of liberty and freedom into one of total mass high-tech slavery.
[03:18:10.041 --> 03:18:13.663]  That's why the globalists tell us America was founded on slavery when it wasn't.
[03:18:13.663 --> 03:18:17.925]  They point out one of our evils so they can invert the fact that they are truly the slave masters.
[03:18:18.485 --> 03:18:20.227]  A global permanent lockdown is here.
[03:18:20.227 --> 03:18:23.629]  It's already causing millions and millions to starve to death.
[03:18:23.629 --> 03:18:25.791]  When they're done, billions will starve to death.
[03:18:25.791 --> 03:18:33.657]  Even the former head of the Ministry of Defense in England and a top general have come out and said the COVID lockdown is going to trigger a giant new world war.
[03:18:33.657 --> 03:18:34.458]  That's the fact.
[03:18:34.458 --> 03:18:36.400]  This is the Bill Gates New World Order weapon.
[03:18:37.608 --> 03:18:41.872]  There are many references in the Holy Bible to the mustard seed.
[03:18:41.872 --> 03:18:43.073]  And why is that?
[03:18:43.073 --> 03:18:50.881]  It's one of the tiniest seeds out there, but a giant tree-like bush grows from it that produces more mustard seeds.
[03:18:50.881 --> 03:18:55.365]  Mustard was known by the ancients around the world to have amazing health effects.
[03:18:55.365 --> 03:18:56.646]  They didn't know why.
[03:18:56.646 --> 03:19:02.412]  Well, with modern science we know it's one of the purest, cleanest organic forms of selenium.
[03:19:02.992 --> 03:19:14.477]  We have BioTrue Selenium, sold out for months, back in stock at InfoWarsStore.com at 50% off, store-wide free shipping, and triple patriot points.
[03:19:14.477 --> 03:19:24.002]  BioTrue Selenium at InfoWarsStore.com is an amazing product, and it's even more amazing in that it funds our operation.
[03:19:24.002 --> 03:19:26.483]  But if you don't know about selenium, research it.
[03:19:26.483 --> 03:19:28.844]  It is an essential nutrient in the body
[03:19:29.204 --> 03:19:30.589]  You absolutely have to have.
[03:19:30.589 --> 03:19:32.014]  It's back in stock.
[03:19:32.014 --> 03:19:32.515]  50% off.
[03:19:32.515 --> 03:19:35.847]  Triple Patriot points at InfoWarshaw.com and with free shipping.
[03:19:37.307 --> 03:19:41.848]  Introducing InfoWars Life Pure Turmeric Extract.
[03:19:41.848 --> 03:19:44.389]  This is taken under the tongue.
[03:19:44.389 --> 03:19:46.590]  It is pure turmeric.
[03:19:46.590 --> 03:19:55.793]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:19:55.793 --> 03:20:01.634]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[03:20:01.634 --> 03:20:03.775]  So it's more of an intense delivery system.
[03:20:04.235 --> 03:20:07.477]  The two formulas are different, but both are concentrates.
[03:20:07.477 --> 03:20:09.318]  And our first product got rave reviews.
[03:20:09.318 --> 03:20:11.439]  We've now been testing this out for several months.
[03:20:11.439 --> 03:20:13.620]  Some of our staff like it more than bodies.
[03:20:13.620 --> 03:20:14.981]  Some like bodies better.
[03:20:14.981 --> 03:20:19.123]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:20:19.123 --> 03:20:20.304]  And they fund the NymphoWard.
[03:20:20.304 --> 03:20:24.927]  So get our new liquid turmeric extract exclusively at NymphoWardStore.com today.
[03:20:24.927 --> 03:20:25.667]  Get an additional 25% off.
[03:20:25.667 --> 03:20:26.147]  This is a 360 win.
[03:20:29.429 --> 03:20:34.490]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[03:20:34.490 --> 03:20:39.811]  Get yours today at InfoWarsLife.com.
[03:20:39.811 --> 03:20:51.494]  You're listening to The Alex Jones Show.
[03:20:51.494 --> 03:20:58.536]  Live from London, England, it's Paul Joseph Watson with Summit.News.
[03:21:02.000 --> 03:21:09.365]  So we see people being terrified into complaining with mask mandates, coronavirus rules by the mainstream media.
[03:21:09.365 --> 03:21:20.552]  Of course, that's what produces polls like the one I talked about earlier in the show, where Americans literally believe coronavirus has killed 200 times more people than it actually has.
[03:21:20.552 --> 03:21:24.074]  That can only be because of mainstream media propaganda.
[03:21:24.074 --> 03:21:28.417]  Then you get it in the real world with petty COVID enforcers.
[03:21:29.167 --> 03:21:32.529]  Threatening people with no fly list, 20 years in jail.
[03:21:32.529 --> 03:21:36.591]  That's not a law, doesn't exist, but they're just threatening it anyway.
[03:21:36.591 --> 03:21:38.552]  People who board airliners.
[03:21:38.552 --> 03:21:41.114]  And then you get it in entertainment as well.
[03:21:41.114 --> 03:21:48.238]  Because as we know, a lot of people still watch the mainstream media, but not all people watch news of any kind whatsoever.
[03:21:48.238 --> 03:21:50.259]  But they do watch their shows.
[03:21:50.259 --> 03:21:53.921]  They watch their favourite shows on Netflix, on cable television.
[03:21:54.761 --> 03:21:56.281]  Can they escape the propaganda?
[03:21:56.281 --> 03:21:57.442]  No, no, they can't.
[03:21:57.442 --> 03:21:59.943]  No, it's even more vociferous there.
[03:21:59.943 --> 03:22:11.766]  And now the networks are catching up because, of course, most of these shows were probably made, you know, six to eight months ago when the COVID pandemic, when the lockdown was just beginning.
[03:22:11.766 --> 03:22:21.389]  So now we're beginning to see the propaganda inserted into fictional entertainment shows like NCIS New Orleans.
[03:22:22.739 --> 03:22:26.881]  Headline NCIS New Orleans pushes mask propaganda.
[03:22:26.881 --> 03:22:29.562]  We've got two clips which we're going to roll right now.
[03:22:29.562 --> 03:22:32.463]  Let's roll them back to back.
[03:22:32.463 --> 03:22:44.709]  The new season of NCIS New Orleans is replete with pro-mask messaging featuring innumerable scenes where characters are told to wear masks in situations where it's not even compulsory.
[03:22:44.709 --> 03:22:48.830]  And in fact we're going to roll the clips right now and then I'll come back and talk about it.
[03:22:48.830 --> 03:22:49.871]  Here are the clips.
[03:23:14.988 --> 03:23:15.508]  Sir?
[03:23:15.508 --> 03:23:17.069]  You okay, sir?
[03:23:17.069 --> 03:23:17.510]  Hey.
[03:23:17.510 --> 03:23:21.073]  Hey, I'm gonna get you some help.
[03:23:21.073 --> 03:23:25.676]  Come on, sit back in your chair.
[03:23:25.676 --> 03:23:27.318]  Come on, sit down.
[03:23:27.318 --> 03:23:29.920]  I'm gonna get you some help.
[03:23:29.920 --> 03:23:32.542]  All right, easy now.
[03:23:32.542 --> 03:23:34.283]  Hang in there.
[03:23:34.283 --> 03:23:35.104]  Breathe.
[03:23:35.104 --> 03:23:36.265]  Try to breathe.
[03:23:36.265 --> 03:23:37.186]  Try and breathe.
[03:23:42.958 --> 03:23:59.383]  9-1-1, what's your emergency?
[03:23:59.383 --> 03:24:01.843]  I'm looking for anything you can spare.
[03:24:01.843 --> 03:24:04.804]  Body bags, cleaning supplies, personnel.
[03:24:04.804 --> 03:24:08.765]  No, I know you're busy there too.
[03:24:08.765 --> 03:24:10.326]  Look, I'll take anything you got.
[03:24:11.792 --> 03:24:16.375]  Except bodies.
[03:24:16.375 --> 03:24:17.856]  I have no space, Roger.
[03:24:17.856 --> 03:24:18.997]  What am I supposed to do?
[03:24:18.997 --> 03:24:22.719]  Well, first pull up your mask.
[03:24:22.719 --> 03:24:24.561]  Ah, what happened to the fresh ones I gave you?
[03:24:24.561 --> 03:24:25.882]  This is a fresh one.
[03:24:25.882 --> 03:24:26.322]  Or was.
[03:24:26.322 --> 03:24:28.323]  I handed the rest off to the crew.
[03:24:28.323 --> 03:24:29.104]  I'll get some more.
[03:24:29.104 --> 03:24:30.325]  No need, Doc.
[03:24:30.325 --> 03:24:31.766]  This is my last drop-off.
[03:24:31.766 --> 03:24:32.906]  Then I'm home for the night.
[03:24:32.906 --> 03:24:34.868]  Unless, of course, I have to find a home for him.
[03:24:34.868 --> 03:24:37.930]  They're ready for us.
[03:24:39.535 --> 03:24:41.236]  Uh, all right, wheel him in.
[03:24:41.236 --> 03:24:45.419]  I have to take care of some business first, and then I'll find a home for him.
[03:24:45.419 --> 03:24:47.400]  Appreciate it, doc.
[03:24:47.400 --> 03:24:56.745]  Hope you get a break soon, too.
[03:24:56.745 --> 03:25:04.430]  So, for the benefit of people who are just listening and not watching those videos, in the first clip, the character, which I believe is the main character in the show,
[03:25:05.282 --> 03:25:09.505]  leaves a bar and is faced with a completely deserted street.
[03:25:09.505 --> 03:25:17.751]  He later sees a wolf on the street promulgating the environmentalist notion that humanity has retreated and nature is taking over again.
[03:25:17.751 --> 03:25:28.379]  This is this whole Gaia principle which we saw back at the beginning of the pandemic where a lot of people on the left were like, oh nature's taking over again, I can hear the birds sing.
[03:25:28.379 --> 03:25:31.081]  I mean we may be reduced to a level of
[03:25:32.157 --> 03:25:36.961]  Economic dependence on the technocratic elite that makes us literal peasants!
[03:25:36.961 --> 03:25:39.564]  But oh my god I saw a wolf!
[03:25:39.564 --> 03:25:57.559]  So again it's this whole Gaia environmentalist utopian notion that humanity is retreating indoors inside its house arrest prison and the vaunted Gaia supreme spiritual environmentalist utopia is reasserting control.
[03:25:57.559 --> 03:25:59.461]  So then he sees a guy crash a car
[03:26:00.504 --> 03:26:04.405]  And the guy's coughing and spluttering, so he immediately puts on his mask.
[03:26:04.405 --> 03:26:14.889]  Again, that's based on the videos that came out of China before the pandemic reached the West, which I tweeted, we all featured, we all believed them at the time.
[03:26:14.889 --> 03:26:22.851]  And if you remember, they literally show people coughing and collapsing on the street, apparently because they were COVID victims.
[03:26:22.851 --> 03:26:24.612]  Now we know that was complete BS.
[03:26:25.447 --> 03:26:33.194]  Even people who are severely infected with COVID aren't walking around convulsing and collapsing on the streets.
[03:26:33.194 --> 03:26:42.842]  That was military-grade Chinese propaganda to provoke the Western world into having these draconian lockdowns, and now look what's happening in China.
[03:26:42.842 --> 03:26:45.244]  Oh, their economy's completely recovered!
[03:26:45.894 --> 03:26:56.323]  Back to pre-Covid levels, and in some cases even better, they're having pool parties with thousands of people in close proximity in Wuhan.
[03:26:56.323 --> 03:27:01.807]  The Communist Chinese Party is celebrating how Chinese people are all back in nightclubs.
[03:27:01.807 --> 03:27:02.648]  Guess what?
[03:27:02.648 --> 03:27:04.850]  None of them are wearing masks.
[03:27:04.850 --> 03:27:13.597]  But now, because there's a delay on when this new season of NCIS New Orleans was made, which was probably back, I would imagine,
[03:27:14.489 --> 03:27:27.238]  In February, March, April of this year, they're replicating the Chinese propaganda that we saw back in January, that people were just convulsing, vomiting, collapsing on the streets.
[03:27:27.238 --> 03:27:29.299]  Now we know it was complete BS.
[03:27:29.299 --> 03:27:41.367]  Designed to steamroll and scaremonger the West into these draconian lockdowns, which were then gleefully seized upon by the technocratic elite for their Great Reset.
