[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[3:24:04.640 --> 3:24:10.960]  and go with jim in indiana about accountability and for the terrorist attacks against ice hello jim
[3:24:10.960 --> 3:24:17.680]  how you doing good how are you sir excellent so what are your thoughts on this uh first of all
[3:24:17.680 --> 3:24:22.720]  thank you for your service and your continued service and god bless you and your family and show
[3:24:22.720 --> 3:24:31.200]  all those who stand up for you know america but uh about accountability it it you kind of stole my
[3:24:31.200 --> 3:24:38.480]  thunder with uh what you just said because uh every time i've heard you on the air you constantly say
[3:24:39.280 --> 3:24:45.440]  trump needs to start exercising his executive powers with commander in chief fully agree with that
[3:24:45.440 --> 3:24:50.880]  but there also has to be accountability across the board you start holding like you said uh
[3:24:50.880 --> 3:24:55.840]  label a materials group you'll see diminishing some of the useful idiots who are just going
[3:24:55.840 --> 3:25:02.480]  out there playing uh weekend avatar warrior or whatever but they have to start being held accountable
[3:25:02.480 --> 3:25:11.040]  these mayors and these politicians who openly uh disregard our laws you have complete lawlessness
[3:25:11.040 --> 3:25:16.320]  and they need to be held accountable i'm absolutely correct this is thing dr evan veer and i have
[3:25:16.320 --> 3:25:22.800]  both been saying for quite a long time is that there has to be an effort by the doj to investigate
[3:25:22.800 --> 3:25:29.360]  and prosecute the sanctuary city and sanctuary county and sanctuary state officials who are
[3:25:29.360 --> 3:25:34.880]  doing all they can do one shelter antifa and two shelter the illegals and they're committing federal
[3:25:34.880 --> 3:25:40.560]  felonies and they shelter the illegal aliens exactly i mean you you have state officials
[3:25:40.560 --> 3:25:48.480]  and even local mayors who are are openly just now hey we're going to protect illegal aliens
[3:25:48.480 --> 3:25:54.160]  and not american citizens uh they should have been slot teamed they should have been perp rock
[3:25:54.160 --> 3:25:59.200]  and let out and say you know what you know it comes to a point where people have to start
[3:25:59.200 --> 3:26:05.360]  being held accountable because the american people are sick of it they're sick of watching people
[3:26:05.360 --> 3:26:13.120]  they'll stir through the ranger ops and it's i mean i i mean from the bottom up the people
[3:26:13.120 --> 3:26:20.160]  who support them financially you know it's right it's disgusting it's true well if they're if they
[3:26:20.160 --> 3:26:25.280]  are i mean i'm not i'm not a person who's in favor of of running around and declaring i mean you
[3:26:25.280 --> 3:26:29.040]  know god forbid that'd be done to us right this is the problem when we start declaring domestic
[3:26:29.040 --> 3:26:34.400]  groups uh terrorist groups but antifa fits the bill perfectly they openly advocate the use of force
[3:26:34.400 --> 3:26:40.560]  or the threatened use of force to coerce political outcomes to suppress speech and assembly and to
[3:26:40.560 --> 3:26:44.160]  crush their political opponents that is the definition of terrorism in the current federal
[3:26:44.160 --> 3:26:49.280]  statutes so it fits the bill perfectly and it's not just a an outlier here or there this is their
[3:26:49.280 --> 3:26:53.600]  constant drumbeat you go to some of the more popular sites like it's going down and they'll
[3:26:53.600 --> 3:26:57.120]  defend what they do is well it's not a violation of the first amendment because the first amendment
[3:26:57.120 --> 3:27:01.440]  only applies to the government so we can go ahead and suppress free speech all we want so they're
[3:27:01.440 --> 3:27:05.040]  openly telling you it's what they're doing when they go out in the streets and they do it in a very
[3:27:05.040 --> 3:27:11.840]  coordinated way the black block is designed to shelter assailants they all dress the same and
[3:27:11.840 --> 3:27:16.240]  they wear a mask so that one person can jump out and hit somebody in the head with a byclock for
[3:27:16.240 --> 3:27:21.840]  example or club and then fade back into this big block of of identity identify identically dressed
[3:27:21.840 --> 3:27:27.200]  people who are difficult to tell one from another that's how they hide inside that big black block
[3:27:27.200 --> 3:27:34.080]  well jim thanks for calling appreciate you very much let's go to david alaska about the ice attacks
[3:27:34.080 --> 3:27:39.680]  and about president trump go ahead david uh yes uh first of all i've been trying to call for years
[3:27:39.680 --> 3:27:45.200]  and the first time i got through and if you could pass on to alex that a spoke chair in alaska
[3:27:45.200 --> 3:27:49.120]  appreciate reshipping those things to be shipped out here costs more than the product
[3:27:51.760 --> 3:27:56.880]  in terms of how you feel and how the last caller feels i'm going to play a little bit of double
[3:27:56.880 --> 3:28:02.240]  advocate and i thought that way at first but i think that president trump knows a lot more than
[3:28:02.240 --> 3:28:08.720]  what you do he's got a lot of sources of information and i think that he has to go through the process
[3:28:09.280 --> 3:28:14.720]  of dot the eyes and crossing the t's where he's got to get a a rock solid case into these people
[3:28:14.720 --> 3:28:19.280]  because they have so much money so many good attorneys etc he was also new to the government
[3:28:19.280 --> 3:28:23.520]  and didn't know how the system works so he started off slow and i think it's getting
[3:28:23.520 --> 3:28:29.440]  better and better and i think that with time uh which is running out of course i think that he
[3:28:29.440 --> 3:28:34.160]  will get these you know bad guys i think that we will see people go to prison i think that we will
[3:28:34.160 --> 3:28:39.200]  see uh things happen and get well well my concern is the time is running out in fact time's running
[3:28:39.200 --> 3:28:54.160]  out on this call so thanks for calling in we'll get you on the other side thank you when you have
[3:28:54.160 --> 3:29:01.120]  a pain in the neck a real pain in the neck back shoulder or legs you now have two convenient
[3:29:01.120 --> 3:29:07.600]  choices to get fast relief without taking another pill because now sunny bay heady wraps and pillows
[3:29:07.600 --> 3:29:14.000]  are available at both amazon and walmart yes see sunny bays four and a half to five star customer
[3:29:14.000 --> 3:29:20.320]  reviews on amazon dot com or walmart dot com our microwavable heat wraps heatable neck pillows and
[3:29:20.320 --> 3:29:26.000]  extra large body wraps are designed better for perfect support where and when you need it even
[3:29:26.000 --> 3:29:31.680]  while driving sunny bay wraps will not burn and stay balanced to provide soothing hot or cold
[3:29:31.680 --> 3:29:37.840]  therapy to help treat temporary or chronic pain and the best part sunny bay quality products started
[3:29:37.840 --> 3:29:44.080]  under 20 join thousands of happy customers and see why sunny bay products have a lifetime 100
[3:29:44.080 --> 3:29:50.800]  percent positive rating on both amazon and etsy it's easy click amazon or walmart and search today
[3:29:50.800 --> 3:29:59.760]  for sunny bay as we witness the most disastrous geological activity in recorded history the
[3:29:59.760 --> 3:30:06.400]  globalists are backed into a corner and the leftists are pushing for civil war borders are being
[3:30:06.400 --> 3:30:13.680]  broken and sovereignty is being challenged the world is going to change and how it changes
[3:30:13.680 --> 3:30:20.320]  will likely be decided by those who are prepared to stay strong when the system fails the system
[3:30:20.320 --> 3:30:27.040]  is vulnerable electricity could be gone in an instant and grocery stores could be empty in three
[3:30:27.040 --> 3:30:33.600]  days having storable foods and the ability to purify water will give you a fighting chance in
[3:30:33.600 --> 3:30:39.840]  the next level and being without puts you at the mercy of others or makes you a slave to a dying
[3:30:39.840 --> 3:30:47.600]  system buy storable foods and an alexa pure gravity water filter today support mankind by
[3:30:47.600 --> 3:30:56.720]  being prepared and support freedom by buying from infowarstore.com the globalists are hyper competitive
[3:30:56.720 --> 3:31:01.760]  scientific dictators they are technocrats they are control freaks in their own words and they
[3:31:01.760 --> 3:31:06.080]  believe allowing you to live your own life and make your own decisions gets to the way of their
[3:31:06.080 --> 3:31:11.200]  great destiny to merge with ai gods now we're fighting them hard in cyberspace we're fighting
[3:31:11.200 --> 3:31:16.240]  them hard right here in the third dimension one of the biggest places that we neglect to forget
[3:31:16.240 --> 3:31:20.960]  that we've really got a lot of control in our lives is our bodies if i wasn't taking the highest
[3:31:20.960 --> 3:31:27.520]  quality supplements from fourslife.com i couldn't do it that's why we decided to take our original
[3:31:27.520 --> 3:31:32.880]  secret 12 that was incredibly high quality meadow kebalman and double the strength of it in a new
[3:31:32.880 --> 3:31:39.600]  formula ultra 12 ultra 12 is undoubtedly the strongest highest quality b12 over the counter
[3:31:39.600 --> 3:31:44.880]  that you're going to find anywhere it is amazing experience pure meadow kebalman b12 for yourself
[3:31:44.880 --> 3:31:50.320]  and fund the second american evolution against the tyrants at info wars store.com
