[00:00:00.750 --> 00:00:04.333]  WCAX-TV.
[02:12:37.289 --> 02:12:38.750]  But you'll need a car once you get there.
[02:12:38.750 --> 02:12:38.890]  Go!
[02:12:38.890 --> 02:12:39.090]  Alright?
[02:12:39.090 --> 02:12:39.990]  I'm getting my people right now.
[02:12:39.990 --> 02:12:41.091]  I'm getting my people right here.
[02:12:41.091 --> 02:12:41.191]  Fire!
[02:12:41.191 --> 02:12:41.371]  Fire!
[02:12:41.371 --> 02:12:41.531]  Fire!
[02:12:41.531 --> 02:12:41.791]  Good!
[02:12:42.171 --> 02:12:42.671]  Good job.
[02:12:42.671 --> 02:12:44.892]  Okay, we've launched, we've launched the probe.
[02:12:44.892 --> 02:12:45.733]  Good job.
[02:12:45.733 --> 02:12:47.634]  What a probe he is.
[02:12:47.634 --> 02:12:51.076]  Absolutely the model we need to fight the New World Order.
[02:12:51.076 --> 02:12:53.077]  Wow, I've told Aaron Russo's called in.
[02:12:53.077 --> 02:12:55.098]  America Freedom to Fascism.
[02:12:55.098 --> 02:12:56.659]  He's launched his own news gathering network.
[02:12:56.659 --> 02:12:57.419]  This is beautiful.
[02:12:57.419 --> 02:12:59.760]  It's spontaneously happening everywhere.
[02:12:59.760 --> 02:13:02.141]  And we've, but first I want to bring up Jack McClam.
[02:13:02.141 --> 02:13:06.724]  Had a comment with his friend, Drew Raines, his co-host, Drew Raines, he's a villain host.
[02:13:06.724 --> 02:13:09.505]  Jack, my friend, what do you think of all this new intel?
[02:13:09.505 --> 02:13:10.326]  Well, I think
[02:13:11.488 --> 02:13:14.350]  Drew is my favorite Marine.
[02:13:14.350 --> 02:13:16.012]  He's a hardcore patriot.
[02:13:16.012 --> 02:13:20.175]  And if he tells you something, he's going to tell you everything he knows.
[02:13:20.175 --> 02:13:23.878]  And I would tend to trust anything he tells you.
[02:13:23.878 --> 02:13:26.140]  But then again, he told you that he wasn't there.
[02:13:26.140 --> 02:13:27.901]  He's just being told this information.
[02:13:27.901 --> 02:13:30.343]  So it's secondhand information.
[02:13:30.343 --> 02:13:37.209]  But I just received a call that we would ask our people to pull up Google Earth satellite.
[02:13:37.759 --> 02:13:38.440]  I don't
[02:13:48.982 --> 02:13:55.766]  If there's anything, it's actually the satellite that will show you the pictures right there on the ground in a plain field.
[02:13:55.766 --> 02:13:56.246]  I don't know.
[02:13:56.246 --> 02:13:59.028]  You have to be a premium member, but we'll buy a membership if we have to.
[02:13:59.028 --> 02:14:01.849]  I don't know if that's... if a satellite's always over that.
[02:14:01.849 --> 02:14:03.270]  They've blocked a lot of that out.
[02:14:03.270 --> 02:14:04.091]  That's true.
[02:14:04.091 --> 02:14:04.771]  That's true.
[02:14:04.771 --> 02:14:05.591]  We're going to find out.
[02:14:05.591 --> 02:14:07.132]  We're going to find out right now.
[02:14:07.132 --> 02:14:08.473]  We'll check Google Satellite.
[02:14:08.473 --> 02:14:13.776]  I know there's Google View and Google Earth, but we'll check that.
[02:14:13.776 --> 02:14:15.517]  Drew Raines, anything else that needs to be added?
[02:14:17.664 --> 02:14:18.765]  Hello, Jack.
[02:14:18.765 --> 02:14:19.225]  Hey, brother.
[02:14:19.225 --> 02:14:20.145]  How are you doing?
[02:14:20.145 --> 02:14:20.706]  Good to talk to you.
[02:14:20.706 --> 02:14:21.626]  I'm doing great, sir.
[02:14:21.626 --> 02:14:23.166]  God bless you for all the work you're doing.
[02:14:23.166 --> 02:14:27.828]  I want to let you know that the Google satellite photos are 24-hour delay minimum.
[02:14:27.828 --> 02:14:29.189]  Oh, I see.
[02:14:29.189 --> 02:14:30.389]  Okay.
[02:14:30.389 --> 02:14:46.015]  On my network, on American Voice, a former show that I took over, we announced anybody that's in that area to meet up at truck stops and converge there at Plainfield on the New Hampshire and Vermont.
[02:14:46.861 --> 02:14:54.985]  And you know, a mass show of American people coming to the aid of an honest family who believes in freedom and justice.
[02:14:54.985 --> 02:15:04.449]  I agree, bare minimum, we need tens of thousands of people to converge there right now, peaceably, and to go up and to cover what's happening.
[02:15:04.449 --> 02:15:07.070]  And they need to see the same thing that happened at Ruby Ridge.
[02:15:07.070 --> 02:15:11.432]  Jack, before we go to Aaron Russo, briefly break down what happened at Ruby Ridge.
[02:15:11.432 --> 02:15:13.473]  Well, I was there and I saw
[02:15:15.583 --> 02:15:18.825]  The Randy Weavers, the hole up underneath his arm.
[02:15:18.825 --> 02:15:24.248]  I saw his bride, Vicky, laying up under the table in a pool of blood with her face blown off.
[02:15:24.248 --> 02:15:30.331]  And I saw their young adopted son, Harris, laying over there with gangrene in his shoulder.
[02:15:30.331 --> 02:15:38.176]  And I wanted to kill Lon Herucci, the FBI sniper, because he took the witness stand and said he'd do it again, that he'd do everything again.
[02:15:38.883 --> 02:15:44.705]  And so we do have these killers that they do promote up through the ranks today in law enforcement.
[02:15:44.705 --> 02:15:46.346]  That's the sad thing.
[02:15:46.346 --> 02:15:52.469]  The guys on the ground usually are not these hardened court killers, but they follow orders.
[02:15:52.469 --> 02:16:01.933]  And so I spend 24 hours a day almost, it seems like seven days a week educating our police and soldiers here that they should say no to this kind of tyranny.
[02:16:01.933 --> 02:16:02.633]  And we're winning.
[02:16:03.376 --> 02:16:21.134]  We're getting more and more on our side all the time, and so the government wants us to do something to start a war right now with them so that they can shut down the Alex Jones Show, GCN, and shut down Drew Rains Show and my program, and shut down our publications so we cannot
[02:16:21.804 --> 02:16:25.526]  We're having the greatest harvest of souls and minds and intellects ever.
[02:16:39.213 --> 02:16:41.274]  Listen, police, you work for pure evil.
[02:16:41.274 --> 02:16:43.895]  The people running the country, you know it in your gut.
[02:16:43.895 --> 02:16:53.500]  You know it in that same sixth sense that Pastor Butch was talking about back when he was in, you know, Cambodia over the line doing secret ops when they knew an attack was coming and he didn't know why he knew.
[02:16:53.500 --> 02:16:55.461]  Folks, you know your bosses are evil.
[02:16:55.461 --> 02:16:56.221]  You know they're bad.
[02:16:57.221 --> 02:17:01.444]  My God, Halliburton and DynCorp publicly run giant child kidnapping rings.
[02:17:01.444 --> 02:17:03.965]  They put it in the newspaper and they don't get in any trouble.
[02:17:03.965 --> 02:17:04.946]  We're the good guys.
[02:17:04.946 --> 02:17:06.747]  You work for the bad guys.
[02:17:06.747 --> 02:17:10.009]  And it's just getting worse and worse and we don't want to fight with you.
[02:17:10.009 --> 02:17:12.871]  We know it won't hurt the New World Order for us to fight with you.
[02:17:13.800 --> 02:17:17.762]  But we have to defend ourselves, and you just, you keep asking for it.
[02:17:17.762 --> 02:17:22.124]  It's just like, you know, in the Rambo movie, First Blood, where he says, you just keep pushing me.
[02:17:22.124 --> 02:17:30.128]  And I don't think, I mean, how many police and military, Jack, have you talked to of the millions that are out there that are ready to rock and roll if they keep pushing?
[02:17:30.128 --> 02:17:31.348]  Oh my gosh, brother.
[02:17:31.348 --> 02:17:40.052]  For the last 27 years, I've had soldiers and police officers tell me they want to march on water, or Washington, right now.
[02:17:40.052 --> 02:17:43.034]  And I've had to tell them, listen, let us awaken more people.
[02:17:43.797 --> 02:17:58.168]  Let us have the First Amendment a little longer, because the minute we march on Washington or on New Hampshire there at Plainfield, they're going to put us under martial law and they win, because they will cut us off from awakening more people.
[02:17:58.168 --> 02:18:06.434]  There's never been an awakening like this, as you know, Alex, on the face of the earth, of God's people.
[02:18:06.434 --> 02:18:08.676]  Let me keep Drew, let me keep you, we'll bring Butch back up.
[02:18:08.676 --> 02:18:10.177]  We're in the closing minutes of the show.
[02:18:10.177 --> 02:18:13.119]  I'll be popping in on all the shows with reports if people wish that.
[02:18:14.389 --> 02:18:15.511]  On top of all of this,
[02:18:26.619 --> 02:18:32.464]  Going to Aaron Russo, who's in Los Angeles, and we've all been praying for him, battling cancer, but he's here in the fight.
[02:18:32.464 --> 02:18:35.087]  Aaron, now we've got a few minutes.
[02:18:35.087 --> 02:18:37.028]  What's your take on all the things that are happening right now?
[02:18:37.028 --> 02:18:45.596]  You know, your film, America Freedom from Fascism, you know, on the front line in the Info War, exposing what's happening with this criminal organization.
[02:18:45.596 --> 02:18:47.778]  Well, first of all, I just want to say you're doing a great job.
[02:18:47.778 --> 02:18:49.279]  You're a great conductor today, Alex.
[02:18:49.279 --> 02:18:51.602]  You're orchestrating this thing beautifully.
[02:18:51.602 --> 02:18:52.582]  I just want to say that
[02:18:53.792 --> 02:18:57.513]  I think it's very important that everybody remain calm, first of all.
[02:18:57.513 --> 02:19:04.695]  I've gotten more phone calls this morning, and I feel more phone calls from people, you know, passing rumors, spreading this, spreading that.
[02:19:04.695 --> 02:19:07.875]  There's a state of hysteria going on.
[02:19:07.875 --> 02:19:12.036]  And the reason there's a state of hysteria going on is because we're not organized.
[02:19:12.036 --> 02:19:16.737]  And I've been trying to say this, you know, all of a sudden this thing is staring you in the face.
[02:19:16.737 --> 02:19:19.298]  Everybody's been looking at this, knowing it's coming down.
[02:19:19.298 --> 02:19:20.578]  And know what happens?
[02:19:20.578 --> 02:19:23.139]  Everybody's running around like a chicken with their head cut off.
[02:19:23.519 --> 02:19:24.439]  Not knowing what to do.
[02:19:24.439 --> 02:19:25.279]  Aaron, what are we going to do?
[02:19:25.279 --> 02:19:25.800]  What are we going to do?
[02:19:25.800 --> 02:19:27.020]  What are we going to do?
[02:19:27.020 --> 02:19:30.621]  And the point is, you can't decide what you're going to do on the spur of the moment.
[02:19:30.621 --> 02:19:32.981]  You have to be organized in advance.
[02:19:32.981 --> 02:19:36.202]  You have to know who we got, what we got, who we are.
[02:19:36.202 --> 02:19:41.684]  Well, Aaron, I agree with you, but even the mainstream media isn't sure what's going on.
[02:19:41.684 --> 02:19:46.245]  This is the way humans behave, and I agree we need big, organized groups.
[02:19:46.245 --> 02:19:47.185]  You're missing my point.
[02:19:47.185 --> 02:19:49.226]  We also need lots of lone groups, too.
[02:19:49.226 --> 02:19:51.026]  Maybe I'm not making the point clearly enough.
[02:19:51.545 --> 02:19:54.628]  I'm not saying we don't know what's going on in New Hampshire.
[02:19:54.628 --> 02:19:56.270]  We understand that we don't know what's going on.
[02:19:56.270 --> 02:19:58.211]  Don't block it out as much as possible.
[02:19:58.211 --> 02:20:09.342]  But if we're going to have people who believe in freedom and the Constitution are going to react and have a sense of being so we can defend ourselves, then you have to have a control.
[02:20:09.342 --> 02:20:12.645]  You have to have an organization that works.
[02:20:12.645 --> 02:20:13.926]  You have to have an organization that says,
[02:20:14.963 --> 02:20:15.584]  We've got people.
[02:20:15.584 --> 02:20:17.886]  We've got you in New Hampshire.
[02:20:17.886 --> 02:20:19.348]  Get out there now.
[02:20:19.348 --> 02:20:21.550]  You have to be like military precision.
[02:20:21.550 --> 02:20:29.038]  You have to get together, join on a team, get organized, and have headquarters.
[02:20:29.038 --> 02:20:32.141]  So when this stuff comes down, you can deal with it.
[02:20:32.141 --> 02:20:36.165]  Otherwise, you're just a bunch of people running around randomly without any organization.
[02:20:37.023 --> 02:20:37.784]  And it makes no sense.
[02:20:48.394 --> 02:21:11.575]  But we don't know, and again, Listener called in and said that Elaine Brown called into the Ed Brown Show and advised that their house is not on fire, and it appears the authorities have backed off or left, and we hope that is the case, but understand, they moved in, they admitted they shut down the roads, for everybody that just joined us, this is in New Hampshire, they admit they came in, they admit that they were doing all this, and
[02:21:12.055 --> 02:21:12.616]  Hold on, Aaron.
[02:21:12.616 --> 02:21:20.602]  I gotta finish with this report here, because as this stuff comes out, okay, that's what people are tuned in here as we do the news report.
[02:21:20.602 --> 02:21:27.247]  And so, what's happening here is that the Feds have put out the news on Fox 25 that U.S.
[02:21:27.247 --> 02:21:35.894]  Marshals have served a search warrant to seize Brown's dental office, but they admit that they've surrounded the house.
[02:21:35.894 --> 02:21:38.196]  So they're doing that to make everybody back off.
[02:21:38.196 --> 02:21:39.597]  Now, we don't know what the truth is.
[02:21:39.597 --> 02:21:40.778]  We hope they've backed off.
[02:21:41.280 --> 02:21:44.141]  But that's a whole separate argument in and of itself.
[02:21:44.141 --> 02:21:45.442]  I'm discussing something different.
[02:21:45.442 --> 02:21:46.142]  No, I understand, Aaron.
[02:21:46.142 --> 02:21:47.022]  I'm just doing a new show.
[02:21:47.022 --> 02:21:49.223]  I'm here getting the news out of folks.
[02:21:49.223 --> 02:21:50.604]  New stuff just came in.
[02:21:50.604 --> 02:21:52.584]  I'm just trying to make a point.
[02:21:52.584 --> 02:21:59.567]  The whole point of this is, what they could be doing very simply is doing this, seeing who reacts how, who gets the phone calls.
[02:21:59.952 --> 02:22:04.035]  What processes go to work so they can monitor it, and they know what to do next time.
[02:22:04.035 --> 02:22:20.367]  That's what I said in the first hour, is of course this is a laboratory, but it's a laboratory for us to grow all of the grassroots organizations, the conversion of the asymmetrical warfare of the lone wolf, media, info war, physical, whatever, is the unstoppable.
[02:22:20.367 --> 02:22:23.689]  That way there's not one head to cut off, Aaron.
