[00:00:00.109 --> 00:00:04.853]  Kidding, talk radio.
[02:36:42.075 --> 02:36:42.415]  Period.
[02:36:42.976 --> 02:36:43.236]  Okay?
[02:36:44.125 --> 02:36:56.215]  By not having a dollar backed by a commodity such as gold or silver, and that's why they went off in 1963-64, because there wasn't enough gold or silver to back the amount of dollars they wanted to print, or had in circulation, if they were called in.
[02:36:57.276 --> 02:37:11.968]  So here, under the Federal Reserve Usury Notes, they can now print off as many as they so desire, as long as they do it at a level where they can maintain value, which is monitored by the Federal Reserve.
[02:37:12.651 --> 02:37:15.420]  So now, government can expand to the nth degree.
[02:37:15.440 --> 02:37:18.590]  They can build the housings, buy property.
[02:37:19.941 --> 02:37:20.942]  Take over countries.
[02:37:21.563 --> 02:37:22.984]  Unlimited capital!
[02:37:23.144 --> 02:37:23.724]  Just put it up.
[02:37:24.145 --> 02:37:24.705]  Bang, bang, bang.
[02:37:24.765 --> 02:37:26.306]  But that's not for us though.
[02:37:26.326 --> 02:37:28.028]  It's a rigged game against... It's for them.
[02:37:28.248 --> 02:37:28.448]  Yes.
[02:37:28.728 --> 02:37:34.013]  And they were able, government on the local level, was able to take over everything by investment.
[02:37:34.513 --> 02:37:38.737]  The stock market, the insurance industry, the banking industry.
[02:37:39.357 --> 02:37:41.379]  Government is now the marketplace.
[02:37:41.819 --> 02:37:44.962]  Government is now the primary investor with the banks.
[02:37:45.562 --> 02:37:48.843]  Government is now the primary funder and investor with insurance companies.
[02:37:48.863 --> 02:38:06.971]  But let's be clear, in a revolving door, key corporate captains are the city managers and the Air Force managers and the Federal Reserve managers, and then they do the deals with their cronies and then place the power into global corporate hands that are merging the governments and the Fortune 100.
[02:38:08.254 --> 02:38:15.398]  And vice versa, and you know, but government is the actual controlling regulator, so they have to have full control over government.
[02:38:15.438 --> 02:38:22.381]  But again, the ultra-rich, the ultra-elite rich use the government to force our tax money into investments to them.
[02:38:25.002 --> 02:38:30.105]  And the government then determines its policy to make a profit on those investments.
[02:38:30.645 --> 02:38:36.208]  If you look at that New York State Retirement Fund Capital List of Investments, you'll see the number one profit makers.
[02:38:36.761 --> 02:38:44.585]  The war industry groups, the banks, the pharmaceutical companies, the oil companies, for 500% profits.
[02:38:46.105 --> 02:38:49.727]  Now, this is a slight, tad, conflict of interest.
[02:38:50.607 --> 02:38:56.190]  Here, government, who's setting policy, is buying up these industry groups.
[02:38:57.050 --> 02:39:04.634]  Government was promoting to the Fortune 500 companies to outsource to India, to China, to Russia, wherever, because
[02:39:05.330 --> 02:39:12.312]  By taking advantage of that five, ten cent an hour labor, governments own investment funds would go right up through the roof.
[02:39:13.272 --> 02:39:15.773]  People have been saying, the stock market can't maintain the level it is.
[02:39:16.053 --> 02:39:17.553]  Earnings don't match these prices.
[02:39:17.953 --> 02:39:18.613]  It's got to come down.
[02:39:18.633 --> 02:39:20.374]  They've been saying that for the last six, seven years.
[02:39:21.474 --> 02:39:28.216]  The reason it keeps going up is government wants to inflate their own book value and maintain their own book value.
[02:39:28.236 --> 02:39:33.477]  And I keep telling people, when you own the cookie jar, you determine the price of the cookies.
[02:39:34.301 --> 02:39:36.202]  And government owns the cookie jar!
[02:39:36.682 --> 02:39:40.663]  When you look at, like I said, the New York State Retirement Fund, that's just one report!
[02:39:40.723 --> 02:39:43.384]  Give them some numbers!
[02:39:43.424 --> 02:39:46.004]  Microsoft Corporation, 44 million shares!
[02:39:46.585 --> 02:39:48.845]  Exxon Mobil, 1.5 billion dollars!
[02:39:49.985 --> 02:39:50.726]  Go down the list!
[02:39:50.746 --> 02:39:52.066]  You're moving too fast!
[02:39:52.146 --> 02:39:52.766]  Walter, stop!
[02:39:52.806 --> 02:39:53.727]  You're moving too fast!
[02:39:53.767 --> 02:39:55.247]  This is what government owns in them!
[02:39:56.201 --> 02:39:56.521]  Correct!
[02:39:56.621 --> 02:39:58.423]  Now this is just from one report!
[02:39:58.583 --> 02:39:59.644]  How much government owns?
[02:40:00.104 --> 02:40:00.745]  Out of a thousand!
[02:40:00.765 --> 02:40:02.206]  We've got to stop you, Walter.
[02:40:02.246 --> 02:40:03.947]  You've got to go slow for people, okay?
[02:40:03.967 --> 02:40:04.167]  Sure.
[02:40:04.427 --> 02:40:07.830]  Explain to them... Let's go back, okay?
[02:40:08.070 --> 02:40:08.811]  Let's go back here.
[02:40:09.506 --> 02:40:20.252]  Explain to people, when you first learned of this, and I looked the numbers up, it's even worse now, how much New York State versus Manhattan, how much pure cream money and investments they had off-budget.
[02:40:20.292 --> 02:40:21.913]  That's not your pension fund investments, folks.
[02:40:22.233 --> 02:40:25.334]  Well, the very first report I looked at was New Jersey's.
[02:40:25.595 --> 02:40:28.016]  The second report I looked at was New York State's.
[02:40:28.796 --> 02:40:33.779]  New York State had approximately $635 billion total in liquid investment assets.
[02:40:34.239 --> 02:40:36.200]  This is total liquid investment assets.
[02:40:36.740 --> 02:40:37.701]  I then looked at the
[02:40:38.490 --> 02:40:43.415]  Manhattan Metro Caffer, which includes Bronx, Brooklyn, Queens, Staten Island.
[02:40:44.776 --> 02:40:51.843]  The Manhattan Metro Caffer had 1.2 trillion dollars in investment assets.
[02:40:52.564 --> 02:40:54.446]  Twice that of the entire state!
[02:40:55.107 --> 02:40:57.169]  Now, this was how many years ago?
[02:40:57.189 --> 02:41:02.334]  Uh, that was 1998, I was looking.
[02:41:04.100 --> 02:41:06.341]  Now, let's just stop right there.
[02:41:06.842 --> 02:41:11.544]  They tell cops, you've got to go out and write more tickets, the state's broke, we've got to have the money to pay you.
[02:41:11.884 --> 02:41:16.566]  The average cop doesn't know that the average cop brings in over $200,000 a year, they're paying him $35,000 a year.
[02:41:16.906 --> 02:41:24.769]  Then they take the lion's share of that, hire more cops to go write tickets, and then invest the rest in these bank accounts of these private groups that are controlling the government.
[02:41:25.169 --> 02:41:31.732]  So see, cops think they've got to go out and write tickets, and the poor fools don't know, but it's the same everywhere.
[02:41:34.019 --> 02:41:39.464]  They've been laughing all the way down to the bank every single year as the public is masterfully entertained.
[02:41:40.184 --> 02:41:43.747]  They keep the public looking off in right field as they conduct business as usual and left.
[02:41:44.227 --> 02:41:49.832]  And if you want to see what business as usual is, you have to look at their actual financial reports.
[02:41:49.852 --> 02:41:53.715]  What percentage does government own of global investments now?
[02:41:55.036 --> 02:41:56.077]  Government is the marketplace.
[02:41:56.578 --> 02:41:58.619]  Now, your report, Gafford's exposed.
[02:41:59.140 --> 02:42:01.101]  By the way, I just saw that for the first time about a year ago.
[02:42:01.602 --> 02:42:02.803]  Someone finally sent me a copy.
[02:42:03.556 --> 02:42:08.441]  But, you said in the report, there are $60 trillion in surpluses.
[02:42:09.041 --> 02:42:12.905]  Well, at that time, there were $60 trillion in liquid investment funds.
[02:42:13.065 --> 02:42:14.847]  How much of that is surplus?
[02:42:14.907 --> 02:42:16.288]  A full audit would have to be done.
[02:42:16.888 --> 02:42:28.059]  Now, currently, there probably is about $60 trillion in surplus, because with the unrestrained investment arena the government's been playing in, multiplying their profits over and over again each year,
[02:42:29.553 --> 02:42:35.498]  The liquid investment funds of both local and federal government are well up around $110 trillion at this point in time.
[02:42:36.759 --> 02:42:40.462]  You know, because we're talking that $60 trillion mark was back in the 1998 mark.
[02:42:42.263 --> 02:42:47.087]  The government, through the biggest monopoly on the face of the planet, has been taking over the investment arena.
[02:42:47.904 --> 02:42:52.307]  You know, they utilize their own pension fund monies to take over different countries and industry groups.
[02:42:52.787 --> 02:42:57.230]  They utilize self-insurance funding, bond repayment accounts.
[02:42:57.710 --> 02:43:01.232]  Most states now have structure to be self-sufficient on their own debt.
[02:43:01.412 --> 02:43:05.495]  Okay, I'm going to have you up next week to go through the history of this, because a lot of people don't know and want to recap it.
[02:43:05.695 --> 02:43:12.979]  But now, let's get into the current news, because I agree, they're going to drop the dollar down again, then bring it back up a little, drop it down again, then bring it back up a little.
[02:43:14.840 --> 02:43:26.948]  A constrictor, whether it's a python or a boa, when it grabs a little pig or grabs a deer or grabs an alligator, which they do, every time you breathe out, they squeeze tighter.
[02:43:27.608 --> 02:43:36.674]  And the banks have written policy reports how what they're doing now is blowing out all the small banks, all the small brokerage houses, and we would think of them as gigantic and the tens of billions apiece.
[02:43:36.994 --> 02:43:37.995]  They're blowing them all out.
[02:43:38.195 --> 02:43:39.476]  And you know what the bottom line is, Alex?
[02:43:39.536 --> 02:43:40.397]  Explain it to them.
[02:43:40.437 --> 02:43:44.100]  The bottom line is, okay, as everybody else is getting burnt, like I said, government is doing this.
[02:43:44.120 --> 02:43:45.842]  The government investment funds are doing this.
[02:44:05.959 --> 02:44:08.881]  You have to look at their reports, just as in 9-11.
[02:44:08.901 --> 02:44:10.302]  9-11 occurred.
[02:44:11.003 --> 02:44:16.286]  The private sector on their IRAs, 401K plans, they lost big time over the next year.
[02:44:16.306 --> 02:44:18.248]  Some lost 40-60% of their equity.
[02:44:18.868 --> 02:44:21.990]  Well, if you look at the government investment funds, they didn't miss a heartbeat!
[02:44:23.031 --> 02:44:23.952]  They all showed a profit!
[02:44:25.333 --> 02:44:25.633]  Okay?
[02:44:26.634 --> 02:44:29.456]  The bottom line is, who benefits?
[02:44:30.116 --> 02:44:31.097]  Who profits?
[02:44:32.177 --> 02:44:40.439]  And if you look at, as this manipulation of the dollar occurs, most people don't realize that governments are benefiting from the lower dollar.
[02:44:41.460 --> 02:44:50.342]  Their investments now, they have massive investments in Asia, the Soviet bloc countries, South America, Mexico, all in foreign currency.
[02:44:51.202 --> 02:44:57.664]  So as they're taking advantage of that cheap labor making significant profits, they also compound and double their profits
[02:45:01.467 --> 02:45:16.872]  The way I likened it, Walter, is you know they're a species of beetle that certain larval insects like to lay their eggs on their chest and then they burrow in and eat the beetle's insides out to form their next phase of life.
[02:45:17.713 --> 02:45:19.053]  And that's all this really is.
[02:45:19.113 --> 02:45:19.713]  The U.S.
[02:45:19.833 --> 02:45:21.634]  literally has formed the yolk
[02:45:22.598 --> 02:45:27.863]  Let's go back a few years to one of our first programs we did.
[02:45:28.243 --> 02:45:29.164]  Remember when you said Walter?
[02:45:50.248 --> 02:45:52.189]  The scope of the government's size right now.
[02:45:52.749 --> 02:45:53.810]  It's okay, let's use a dog.
[02:45:53.830 --> 02:45:57.451]  If we have a 100-pound dog, government has turned into a parasitic tick.
[02:45:58.072 --> 02:46:02.934]  And we have a 300-pound tick being drug around by a 100-pound dog.
[02:46:04.374 --> 02:46:05.855]  Government, you know, communism.
[02:46:05.975 --> 02:46:09.757]  I've learned the scope and the total gross income of government, both local and federal.
[02:46:09.797 --> 02:46:11.518]  I put a note up on my website immediately.
[02:46:11.538 --> 02:46:13.679]  Do you ever wonder why Gorbachev went Democratic?
[02:46:14.259 --> 02:46:19.001]  He looked at the boys in the United States and said, oh, they have more control than we do, and they're making 10 times as much.
[02:46:20.990 --> 02:46:25.815]  Yeah, we wrote the blueprint for communism based on government ownership.
[02:46:26.356 --> 02:46:37.207]  We have the entire population now chasing a carrot on the treadmill, generating 100% energy and 85% of that energy is being tapped off by government in one way, shape, form or another.
