[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[02:43:04.626 --> 02:43:11.933]  The Pentagon has claimed year after year that the reason it can't account for the money is because its computers don't communicate with each other.
[02:43:12.665 --> 02:43:20.067]  My second question, Mr. Secretary, is who has the contracts today to make those systems communicate with each other?
[02:43:20.687 --> 02:43:23.087]  How long have they had those contracts?
[02:43:23.727 --> 02:43:26.188]  And how much have the taxpayers paid for them?
[02:43:26.988 --> 02:43:36.690]  Finally, Mr. Secretary, after the last hearing, I thought that my office was promised a written response to my question regarding the four war games on September 11th.
[02:43:37.745 --> 02:43:50.232]  I have not yet received that response, but would like for you to respond to the questions that I've put to you today, and then I do expect the written response to my previous question, hopefully by the end of the week.
[02:43:53.074 --> 02:43:56.156]  Thank you, Representative.
[02:43:56.196 --> 02:44:00.518]  First, the answer to your first question is no, absolutely not.
[02:44:00.658 --> 02:44:06.922]  The policy of the United States government is clear, unambiguous, and opposed
[02:44:07.717 --> 02:44:10.640]  To the activities that you described.
[02:44:11.460 --> 02:44:14.703]  The second question.
[02:44:15.283 --> 02:44:24.291]  Well, how do you explain the fact that Dyncor and its successor companies have received and continue to receive government contracts?
[02:44:25.932 --> 02:44:33.759]  I would have to go and find the facts, but there are laws and rules and regulations with respect to government contracts.
[02:44:34.474 --> 02:44:40.737]  And there are times that corporations do things they should not do, in which case they tend to be suspended for some period.
[02:44:41.197 --> 02:44:59.446]  There are times, then, that under the laws and the rules and regulations passed by the Congress and implemented by the executive branch, that corporations can get out of the penalty box, if you will, and be permitted to engage in contracts with the government.
[02:44:59.466 --> 02:45:02.527]  They're generally not barred in perpetuity.
[02:45:04.142 --> 02:45:07.223]  This company was never in the penalty box.
[02:45:07.323 --> 02:45:08.944]  If you could proceed to my second question.
[02:45:09.024 --> 02:45:09.384]  Okay.
[02:45:09.945 --> 02:45:10.265]  Alright.
[02:45:10.345 --> 02:45:11.305]  And it goes on and on.
[02:45:11.325 --> 02:45:15.247]  You can watch that video at PrisonPlanet.com and InfoWars.com and it goes on and on.
[02:45:15.547 --> 02:45:20.269]  Then it came out last year, about a year and a half ago, Chicago Tribune and a few other publications.
[02:45:20.889 --> 02:45:31.477]  That DynCorp and Halliburton both do it, and they have, of course it's been, and you ask for papers, hundreds of foreign papers, BBC, Times of London, just everywhere, millions of children it's said.
[02:45:31.917 --> 02:45:35.019]  I mean just the numbers, it's just a stagger of the mind where they're all going.
[02:45:35.300 --> 02:45:39.322]  Mainly Israel, Saudi Arabia and Asia, where they run these industries, these hell pits.
[02:45:39.883 --> 02:45:43.385]  It's not that we need to invade folks, it's Saudi Arabia and Israel and places like that.
[02:45:44.046 --> 02:45:46.768]  But again, they run us, so it's the opposite, these hell demons.
[02:45:47.772 --> 02:45:57.098]  uh... but uh... that they have a lobbyist full-time to lobby that criminal uh... charges not be put in place uh... quick comment ted gunderson we're gonna go to calls
[02:45:58.149 --> 02:46:08.858]  Well, this doesn't surprise me, Alex, because I know this has been going on, and I know the people in the government are aware of this, and I know the people in the government are covering it up.
[02:46:09.478 --> 02:46:11.980]  And it's a major, major catastrophe.
[02:46:12.541 --> 02:46:16.724]  It's a crisis, and we need to...somebody has to do something about it.
[02:46:16.784 --> 02:46:20.367]  I don't know who's going to take care of it, but it's been ignored, totally ignored across the board.
[02:46:20.527 --> 02:46:24.411]  I mean, they like to rape and kill children, and they're going to do it right in front of us and even have it in the newspaper now.
[02:46:26.371 --> 02:46:29.833]  You know, I got a bunch of phone calls when I was first talking about this three years ago with the Dying Corps.
[02:46:29.853 --> 02:46:31.834]  Well, I guess four or five now, because it was in foreign press.
[02:46:32.314 --> 02:46:39.018]  And I'd get threats of lawyers, then people calling up saying, you're going to die.
[02:46:39.118 --> 02:46:40.579]  So I decided to talk about it every day.
[02:46:41.500 --> 02:46:43.861]  Well, you know, let me just go back a minute.
[02:46:43.921 --> 02:46:47.083]  I'm missing children, and the 91% disappear every hour.
[02:46:47.923 --> 02:46:52.186]  You know, the National Center for Missing and Exploited Children, they pass out these cards on the missing kids.
[02:46:53.050 --> 02:46:56.473]  And they've been in business for like 25, 26 years.
[02:46:56.873 --> 02:47:02.057]  And as of a year ago last fall, they used to put on the card the number of children they've located.
[02:47:02.137 --> 02:47:06.920]  And as of that time, they had located like 139 children in 25 years.
[02:47:08.281 --> 02:47:11.243]  And their budget is around $49 million a year.
[02:47:11.944 --> 02:47:13.825]  Now, I did a survey.
[02:47:13.845 --> 02:47:14.786]  I took these cards.
[02:47:14.886 --> 02:47:17.308]  I took 94 of them, all that I had available to me.
[02:47:18.397 --> 02:47:22.699]  And I charted the months that these kids disappeared.
[02:47:23.300 --> 02:47:28.783]  And I found out that of the 94, 47 disappeared during the months of June, October, and December.
[02:47:29.283 --> 02:47:34.266]  June is the summer solstice, October is Halloween, and of course, December is the winter solstice.
[02:47:34.626 --> 02:47:37.147]  Three major... Well, you know that in criminology.
[02:47:37.167 --> 02:47:41.870]  I mean, I took a few courses in college, you know, peon level, not even cop level training.
[02:47:42.230 --> 02:47:47.633]  And I know that the police know that during Halloween and other key occult holidays, that's when all the craziness goes on.
[02:47:48.266 --> 02:47:48.746]  That's right.
[02:47:49.586 --> 02:47:52.447]  But, you know, it's there.
[02:47:52.467 --> 02:47:53.547]  I mean, the facts are there.
[02:47:53.567 --> 02:47:54.368]  The truth is there.
[02:47:55.108 --> 02:47:59.629]  And those are the three major holidays when they commit human sacrifices, the cults do.
[02:48:00.149 --> 02:48:01.609]  And this is going on across the country.
[02:48:01.829 --> 02:48:06.911]  And as of 1970, there were like 500 satanic cults in the New York City area alone.
[02:48:06.951 --> 02:48:08.351]  I don't have a recent figure on that.
[02:48:08.391 --> 02:48:10.792]  That was from one of my sources at that time.
[02:48:13.883 --> 02:48:20.910]  And they just run things, and they're just going to shut up a police state and have open Satanism, and all I know is they're going to get a fight.
[02:48:21.010 --> 02:48:23.252]  I guarantee you, you scumbags, you're going to get a fight.
[02:48:23.733 --> 02:48:25.114]  Let's talk to Dave in California.
[02:48:25.134 --> 02:48:25.895]  Dave, thanks for holding.
[02:48:25.915 --> 02:48:27.557]  We'll go to Lee, Kenny, and others.
[02:48:27.597 --> 02:48:28.017]  Go ahead.
[02:48:28.197 --> 02:48:28.878]  You're on the air, Dave.
[02:48:29.298 --> 02:48:30.259]  Good morning, my brothers.
[02:48:30.480 --> 02:48:33.583]  This is David Short from remote northern California of all places.
[02:48:34.407 --> 02:48:35.448]  Well, David, how are you?
[02:48:35.468 --> 02:48:39.670]  I'm fine, thank you, and it's nice to hear your conversation, Mr. Gunderson.
[02:48:40.050 --> 02:48:43.532]  God bless and protect you and your families, and that goes for you, too, Alex.
[02:48:43.552 --> 02:48:43.933]  Well, thank you.
[02:48:43.953 --> 02:48:45.213]  Do you have any points or anything on that?
[02:48:45.233 --> 02:48:45.454]  Yes, sir.
[02:48:45.494 --> 02:48:56.160]  Mr. Gunderson, what is the best and clearest evidence that exposes the highest level child-killing perverts, and does this go all the way to George Herbert Walker Bush?
[02:48:58.221 --> 02:48:58.921]  Let me tell you this.
[02:48:59.922 --> 02:49:01.523]  The Franklin cover-up case
[02:49:02.396 --> 02:49:04.000]  Uh, goes right into the White House.
[02:49:04.040 --> 02:49:05.302]  Went right into the White House.
[02:49:06.224 --> 02:49:13.139]  Uh, there was one person who was prosecuted, Larry King, uh, not Larry King live, but a black man, high-ranking man in the Republican Party.
[02:49:14.151 --> 02:49:16.172]  Nobody else was prosecuted on that case.
[02:49:17.092 --> 02:49:22.275]  It was definitely exposed, it was documented, as I mentioned earlier in the show.
[02:49:22.715 --> 02:49:27.097]  Even the Washington Times read the headline, underage cowboys, go ahead.
[02:49:27.177 --> 02:49:28.077]  That's right.
[02:49:28.097 --> 02:49:36.120]  I was going to say, the Washington Times, it came out with headlines on this, not the mainstream media, but the Washington Times, pretty mainstream media, I guess, in the D.C.
[02:49:36.200 --> 02:49:42.363]  area, and it says that they were running cowboys on the Bush and the Reagan administration.
[02:49:42.950 --> 02:49:49.914]  And then we had Jeff Gannon, who was running a cowboy operation, a homosexual cowboy operation.
[02:49:49.934 --> 02:49:56.979]  He was a suspect because he was asking soft questions at presidential conferences, presidential press conferences.
[02:49:57.768 --> 02:50:20.053]  And somebody had a little background on it, found out he had a homosexual website, and was probably, and could very well have been, the young kid, Johnny Gosch, who was kidnapped back in 1982, and was obviously a mind control victim, and I know Maureen Gosch very well, she's actually got a book out called Why Johnny Can't Come Home, and yeah, this goes right up to the White House.
[02:50:20.153 --> 02:50:23.014]  I can't, I hesitate to say George Bush,
[02:50:23.593 --> 02:50:24.134]  Just look at him.
[02:50:24.154 --> 02:50:25.035]  He looks like Ted Bundy.
[02:50:25.055 --> 02:50:25.575]  Alright, thank you, David.
[02:50:25.595 --> 02:50:30.020]  Lee, Kenny, and a few others on the other side, but Ted Gunderson, right here on the GCN Radio Network.
[02:50:53.038 --> 02:50:58.502]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:50:58.862 --> 02:51:06.507]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:51:07.205 --> 02:51:14.249]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:14.669 --> 02:51:26.095]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:51:26.395 --> 02:51:29.856]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:51:30.357 --> 02:51:32.318]  It's an anthology of government crimes.
[02:51:32.618 --> 02:51:36.400]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:51:37.060 --> 02:51:44.831]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:51:49.995 --> 02:51:52.877]  Are terrorist cells or prime terror targets located near you?
[02:51:53.218 --> 02:51:56.100]  Where are military bases and hazardous waste sites located?
[02:51:56.340 --> 02:52:02.525]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[02:52:02.905 --> 02:52:10.231]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[02:52:10.411 --> 02:52:14.514]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[02:52:14.774 --> 02:52:20.296]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[02:52:20.497 --> 02:52:33.602]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[02:52:33.802 --> 02:52:37.624]  Get this hard-to-find information by ordering Food and Places U.S.A.
[02:52:37.824 --> 02:52:42.386]  now for only $29, plus shipping and handling, by calling New Millennium at 888
[02:52:43.046 --> 02:52:47.851]  803-4438, or order on the web at Berkeywater.com.
[02:52:49.653 --> 02:52:53.276]  Are you looking for a one-stop shop to find all your favorite books and videos?
[02:52:53.496 --> 02:52:54.377]  Look no further!
[02:52:54.658 --> 02:52:57.240]  Northern Voice Bookstore has everything you need.
[02:52:57.681 --> 02:53:06.089]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
