[00:00:00.149 --> 00:00:00.429]  EANS.
[02:50:31.412 --> 02:50:32.572]  You know, we're in this together.
[02:50:33.013 --> 02:50:42.279]  And that's what I like about you guys, is that we're all supporting each other, we're all promoting each other, there's safety in numbers, and I've got something big on that whole front in the future.
[02:50:42.919 --> 02:50:43.380]  Yeah, I agree Alex.
[02:50:43.400 --> 02:50:44.540]  I think we are winning day to day.
[02:50:44.581 --> 02:50:46.922]  It's just a matter of sticking with it.
[02:51:09.036 --> 02:51:10.737]  Well, you can go to loosechange911.com.
[02:51:10.757 --> 02:51:13.157]  We've got a blog, we've got a forum.
[02:51:13.397 --> 02:51:14.418]  Pretty active on both.
[02:51:15.098 --> 02:51:16.238]  Basically, stay tuned.
[02:51:16.258 --> 02:51:18.339]  I think 2007 is going to be a good year for all of us.
[02:51:18.739 --> 02:51:19.199]  It is.
[02:51:19.399 --> 02:51:23.480]  We're going to expose false flag terror so they can't continue to carry it out and enslave us using the fear.
[02:51:23.800 --> 02:51:25.021]  Dylan Avery, good to hear from you.
[02:51:25.581 --> 02:51:26.161]  Likewise, Alex.
[02:51:26.181 --> 02:51:26.821]  Good being on the show.
[02:51:27.101 --> 02:51:27.782]  Final segment.
[02:51:27.802 --> 02:51:28.682]  Jamming a few calls.
[02:51:28.722 --> 02:51:29.222]  Stay with us.
[02:51:33.107 --> 02:51:38.574]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:51:38.934 --> 02:51:46.583]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:51:47.259 --> 02:51:54.321]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:54.721 --> 02:52:06.123]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:52:06.464 --> 02:52:10.384]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:52:10.425 --> 02:52:12.365]  It's an anthology of government crimes.
[02:52:12.665 --> 02:52:16.446]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:52:17.126 --> 02:52:24.450]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:52:29.716 --> 02:52:34.798]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[02:52:34.858 --> 02:52:42.161]  These awesome elements are used in Berkey purification systems and they can also be used to upgrade most other gravity filtration systems.
[02:52:42.301 --> 02:52:52.926]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[02:52:53.146 --> 02:52:57.688]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[02:52:57.968 --> 02:53:02.954]  Unbelievably, they even remove small micro-particulate from water like food coloring particles.
[02:53:03.174 --> 02:53:06.117]  Yet, they leave in the nutritional minerals that your body needs.
[02:53:06.337 --> 02:53:16.207]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[02:53:16.227 --> 02:53:18.450]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium.
[02:53:20.572 --> 02:53:20.852]  We're good.
[02:53:29.562 --> 02:53:35.403]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[02:53:35.503 --> 02:53:40.944]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[02:53:41.124 --> 02:53:48.426]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[02:53:48.766 --> 02:53:55.807]  While online, sign up to receive the Herbal Healer newsletter, which will keep you informed on the latest and greatest products and education.
[02:53:56.087 --> 02:54:08.215]  Did you know that Herbal Healer offers not only natural medicine, but also tension-relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[02:54:08.235 --> 02:54:11.317]  Want to learn more for yourself and to help others in the future?
[02:54:11.578 --> 02:54:13.939]  Join the Herbal Healer Correspondent Program.
[02:54:14.079 --> 02:54:16.981]  You can work at your own pace from the comfort of your own home.
[02:54:17.141 --> 02:54:21.044]  This accredited, exciting program can help you gain skills and knowledge.
[02:54:21.224 --> 02:54:21.465]  I think so.
[02:54:39.528 --> 02:54:50.025]  I trust in the Lord Jesus Christ to protect us all and move us forward against this enemy, and remember who to trust in.
[02:54:53.004 --> 02:54:55.126]  Take some final calls from Larry, Susan, and Shirley.
[02:54:55.647 --> 02:55:00.751]  I just hope you'll remember to support us by getting our documentary films and the other videos and books we carry about other great authors.
[02:55:00.771 --> 02:55:02.353]  Then you don't support us, you support them.
[02:55:02.733 --> 02:55:10.220]  And you can get the word out, InfoWars.com, PrisonPlanet.tv, or toll free, 888-253-3139.
[02:55:10.240 --> 02:55:11.240]  Keep that music rolling.
[02:55:11.261 --> 02:55:12.221]  Let's take some calls.
[02:55:12.862 --> 02:55:15.064]  Larry in New Mexico, you're on the air, go ahead.
[02:55:15.404 --> 02:55:18.367]  Yes, Alex, I thought there was some information you should know that
[02:55:18.847 --> 02:55:23.129]  It's quite a conversation around town here in Deming and Lordsburg, New Mexico.
[02:55:23.529 --> 02:55:35.273]  Last Friday, the 19th, the police department found some semi that one of the axles collapsed on it and it caused an accident.
[02:55:35.913 --> 02:55:42.635]  Anyway, they opened it up and all the police radios went to scramblers and everything else.
[02:55:43.075 --> 02:55:45.096]  There's a couple people who say they saw it.
[02:55:45.589 --> 02:55:49.633]  And it was an entire semi loaded full of Chinese ordnance weapons.
[02:55:51.595 --> 02:55:54.958]  Well I'd like to confirm that, but this isn't the first time.
[02:55:56.059 --> 02:56:09.391]  We know that in 1996 a huge truck full of LAWS rockets, Chinese RPGs, rocket propelled grenades, plastic explosives, and another truck full of 3,000
[02:56:11.537 --> 02:56:16.719]  AK-47s full auto to be sold in the black market or for pre-positioning.
[02:56:17.159 --> 02:56:20.201]  We know there's 6,000 communist Chinese military front companies.
[02:56:20.621 --> 02:56:23.002]  Any major company there is Chinese, government run.
[02:56:23.782 --> 02:56:24.843]  But they're not worried about that.
[02:56:24.863 --> 02:56:27.484]  They're worried about having checkpoints and treating us like slaves.
[02:56:28.204 --> 02:56:35.087]  Just like there's 5,000 Iraqi Republican Guard brought here by our government, trained by the CIA, ready to blow up every city if the government gives the order.
[02:56:35.367 --> 02:56:36.968]  It'll all be blamed, of course, on Al-Qaeda.
[02:56:37.791 --> 02:56:38.452]  Good to hear from you.
[02:56:38.472 --> 02:56:40.293]  I appreciate you holding to tell us that, Larry.
[02:56:40.914 --> 02:56:42.515]  Susan in Texas, you're on the air.
[02:56:42.535 --> 02:56:46.138]  Hi, um, Alex, I want to say something else about China.
[02:56:46.258 --> 02:56:53.303]  The latest Nexus magazine reports that our spy satellites have been hit several times in recent years by lasers by China.
[02:56:53.323 --> 02:56:54.964]  They have an actually particle beam attack.
[02:56:55.325 --> 02:56:55.505]  Yes.
[02:56:55.605 --> 02:56:56.286]  That's what the mainstream news.
[02:56:56.306 --> 02:57:05.693]  New York Times has been playing us down with saying they, you know, just reporting that they exploded their weather satellite and then calling this crude
[02:57:06.266 --> 02:57:08.788]  Kinetic weapons like they don't have something better.
[02:57:09.188 --> 02:57:14.131]  And my prediction is that if we attack Iran, China will be who will retaliate against us.
[02:57:14.371 --> 02:57:19.755]  Which is what the new order wants to bring us into World War 3 out of the ashes will rise the final world government.
[02:57:20.335 --> 02:57:21.336]  It's all lining up.
[02:57:22.478 --> 02:57:27.441]  Yeah, but don't worry, the cops will run some checkpoints and kick down some doors and force kids to take Ritalin and drink fluoride.
[02:57:27.481 --> 02:57:28.162]  That's what's important.
[02:57:28.182 --> 02:57:28.802]  Thanks for the call.
[02:57:29.423 --> 02:57:31.224]  Okay, police, go ahead and serve the new order.
[02:57:31.244 --> 02:57:32.725]  See what happens to your pension fund.
[02:57:32.745 --> 02:57:33.466]  You work for evil.
[02:57:33.946 --> 02:57:36.207]  Let's go ahead and talk to a final caller.
[02:57:37.528 --> 02:57:38.629]  Who is the final caller?
[02:57:38.949 --> 02:57:40.871]  Shirley, where are you calling us from?
[02:57:41.751 --> 02:57:42.992]  State of Washington, Alex.
[02:57:43.152 --> 02:57:43.733]  Welcome.
[02:57:43.753 --> 02:57:51.398]  I had a couple of literary aides about the hundreds of years of the ancient Egyptian Kabbalah.
[02:57:52.245 --> 02:58:02.331]  One would be John Coleman's Conspirator's Hierarchy, Committee of 300, in the hardbound book.
[02:58:02.631 --> 02:58:07.894]  Which put out public reports about reducing population to 450 mil.
[02:58:07.934 --> 02:58:10.375]  Again, public group, public plan to kill us.
[02:58:11.516 --> 02:58:16.599]  In the back of the book, there is the hierarchy of the secret societies.
[02:58:17.319 --> 02:58:20.261]  It's not in the paperback, it's only in the hardbound.
[02:58:20.894 --> 02:58:26.617]  There are visual aids in the back that show you the various levels of the hierarchy.
[02:58:28.218 --> 02:58:29.259]  Yeah, it's pretty accurate, too.
[02:58:29.279 --> 02:58:33.121]  I've interviewed the doctor many times over the years until his health began to fail, and you see how he's doing.
[02:58:33.701 --> 02:58:34.241]  Out of time.
[02:58:34.281 --> 02:58:35.002]  Thank you for the call.
[02:58:35.902 --> 02:58:37.143]  Back tonight, 9 to midnight.
[02:58:37.203 --> 02:58:38.684]  Back tomorrow, 11 to 2 central.
[02:58:38.924 --> 02:58:40.985]  We restream the show when it ends.
[02:58:42.054 --> 02:58:44.556]  All three hours over and over again at InfoWars.com.
[02:58:44.597 --> 02:58:53.385]  You can also subscribe for free at InfoWars.com to our podcast and have it delivered daily to your MP3 or iPod device.
[02:58:53.445 --> 02:58:54.786]  Be sure and spread the word on that.
[02:58:55.086 --> 02:58:57.468]  It's a very exciting function we've had up for a few months.
[02:58:57.869 --> 02:58:59.610]  Tens of thousands now using it a day.
[02:59:00.331 --> 02:59:00.711]  All right.
[02:59:01.272 --> 02:59:01.952]  You know the truth.
[02:59:02.193 --> 02:59:02.913]  You know the score.
[02:59:03.134 --> 02:59:04.735]  You are the warriors on the front line.
[02:59:05.155 --> 02:59:06.517]  You control the destiny.
[02:59:06.697 --> 02:59:07.618]  God bless you all.
[02:59:09.747 --> 02:59:14.656]  This broadcast is available on MP3 CD format at GCNlive.com or call toll free 877-300-7645.
[02:59:21.044 --> 02:59:21.985]  Good morning, honey.
[02:59:22.345 --> 02:59:28.348]  Wow, the weather is beautiful, the cabin is terrific, and it's the first day of our vacation.
[02:59:28.608 --> 02:59:29.229]  Yeah.
[02:59:29.609 --> 02:59:31.009]  Honey, is there something wrong?
[02:59:31.390 --> 02:59:34.792]  Yeah, I just realized we forgot to pack the travel berkey system.
[02:59:35.252 --> 02:59:36.753]  I can't drink this cabin water.
[02:59:37.193 --> 02:59:38.914]  And what am I going to do when I'm out on the lake?
[02:59:39.294 --> 02:59:41.035]  Now the whole vacation is ruined.
[02:59:41.235 --> 02:59:42.156]  Honey, cheer up!
[02:59:42.536 --> 02:59:44.797]  I brought our Spark Berkey Purifiers!
