[00:00:00.529 --> 00:00:06.872]  Listening to GCN.
[02:37:09.344 --> 02:37:10.806]  We're going to have a great new society.
[02:37:10.826 --> 02:37:11.847]  We're going to take care of everybody.
[02:37:11.867 --> 02:37:13.788]  We're going to have welfare and build man up.
[02:37:13.828 --> 02:37:14.629]  We go, great!
[02:37:15.109 --> 02:37:20.814]  We're going to vote for big government and pay a lot of taxes to do this because it sounds wonderful and we want to share.
[02:37:21.515 --> 02:37:23.657]  They do dole some of that out for a while.
[02:37:23.717 --> 02:37:24.618]  Some good things happen.
[02:37:24.638 --> 02:37:25.438]  Some bad things happen.
[02:37:25.458 --> 02:37:27.360]  The point is now it's created the trough.
[02:37:28.055 --> 02:37:41.428]  Then the global corporations come in, they're lobbying to take over the government the whole time to get most of that money that's being paid in taxes given to them in investments which they then take and use to buy off and pay off and blow out third world economies.
[02:37:41.788 --> 02:37:47.294]  They then over the last 50 years get control of the third world as a kind of camouflage neo-imperialism.
[02:37:48.468 --> 02:37:52.009]  They then amass that wealth, use it to totally buy off the Western governments.
[02:37:52.329 --> 02:38:06.714]  They then basically drive up the debt of those nations in debt now owed to those very private banking institutions and governments that were already taken over in many cases hundreds of years ago.
[02:38:06.734 --> 02:38:08.095]  See, I said this is simple.
[02:38:08.135 --> 02:38:08.455]  It's not.
[02:38:09.035 --> 02:38:34.260]  And they then take all of that wealth that they now have offshore, where they never have to pay tax, but then they manipulate our government to actually raise taxes and toll roads and all these other ways of getting fees, to then conduit more and more to themselves, and in the final phase they come in and pay off the government, to have the government actually write laws to cede government power into these multinational corporations, many of which are bigger than some of the largest nations,
[02:38:34.660 --> 02:38:58.449]  In their GDP, and then they hire private intelligence agencies, private mercenary armies, like the Beers with the Diamonds, and so you have this world government run by these untouchable elites whose wealth is offshore, and then they basically just play nation states off against each other in globalization and economic warfare to have a domino effect to take over the next, and they end up truly being world rulers through the financial system.
[02:38:59.852 --> 02:39:09.578]  That's a pretty succinct description of the aim of power, in this case.
[02:39:09.878 --> 02:39:18.764]  And it is to, again, abstract themselves, if you will, from any kind of control, really, whenever it counts.
[02:39:18.824 --> 02:39:22.166]  So again, we're saying... Yeah, they've got us under all these global laws.
[02:39:22.206 --> 02:39:27.929]  I know I'm interrupting, but they've got us under a global straitjacket, and then they are like a Houdini who's free from it.
[02:39:28.789 --> 02:39:29.310]  That's right.
[02:39:29.410 --> 02:39:29.850]  That's right.
[02:39:29.910 --> 02:39:34.393]  So that they pull their wealth offshore and out of the tax base.
[02:39:34.794 --> 02:39:37.516]  Of course, it's not the taxes that go down.
[02:39:37.716 --> 02:39:39.057]  Who ends up paying the difference?
[02:39:39.097 --> 02:39:42.199]  Well, it's you and me and our listeners who have to pay the difference.
[02:39:43.720 --> 02:39:51.486]  Because, you know, at the same time, there are big demands on government for intervention in Iraq, for example, many other things.
[02:39:52.386 --> 02:39:53.247]  They're not going to pay it.
[02:39:53.267 --> 02:39:54.268]  They're going to benefit from it.
[02:39:55.088 --> 02:39:57.689]  In fact, they're looking to take over Iraq's oil industry.
[02:39:57.789 --> 02:39:59.049]  We write about that in this book.
[02:39:59.169 --> 02:40:00.870]  But in your words, sir, boil it down.
[02:40:00.910 --> 02:40:02.530]  I mean, how does the process work?
[02:40:02.690 --> 02:40:04.110]  Because I said it'd be simple.
[02:40:04.150 --> 02:40:04.570]  It wasn't.
[02:40:04.810 --> 02:40:05.911]  I babbled for three minutes.
[02:40:06.491 --> 02:40:09.051]  Okay, well, I'll probably babble for three minutes myself.
[02:40:09.952 --> 02:40:13.753]  We can take a look at what's being pushed on third world countries.
[02:40:15.033 --> 02:40:23.155]  They've been told the way to develop is by taking out huge loans to
[02:40:23.942 --> 02:40:31.585]  Build up industries, invite the multinationals in, open their economies to whoever liberalized, if you will, in that sense.
[02:40:33.685 --> 02:40:39.647]  Rather than directing their own development, they basically hand the keys to the multinationals.
[02:40:40.507 --> 02:40:50.231]  They pay all the freight on this, that is, they set up processing zones, they give tax holidays, they provide power, water, all these services.
[02:40:52.443 --> 02:40:58.068]  Companies come in, they take advantage of it for a while, somebody else makes a better bid, they go somewhere else.
[02:40:58.928 --> 02:41:00.290]  It's happened time and time again.
[02:41:00.790 --> 02:41:02.872]  We write, for example, about the Philippines in this.
[02:41:02.892 --> 02:41:05.794]  They have billions of dollars in loans based on these scams.
[02:41:06.955 --> 02:41:07.776]  They're still paying.
[02:41:07.816 --> 02:41:09.297]  They got very little benefit from it.
[02:41:10.058 --> 02:41:12.800]  The companies that they tried to lure in, long gone.
[02:41:14.181 --> 02:41:18.225]  Much of the money also simply stolen as well as being not well spent.
[02:41:18.745 --> 02:41:20.847]  The country is now in the pockets of the bankers.
[02:41:21.437 --> 02:41:25.178]  The IMF and World Bank come in and say, you've got to pay this money back.
[02:41:25.698 --> 02:41:28.619]  They then basically have control of the country's budget.
[02:41:28.719 --> 02:41:30.759]  They decide how much gets spent where.
[02:41:31.159 --> 02:41:39.861]  You have, we talk about this, African countries where the percentage of school children actually in school is actually going down.
[02:41:40.401 --> 02:41:42.042]  It's going down because two things.
[02:41:42.462 --> 02:41:46.022]  Schools' education budget is being cut back because the government has to pay this debt.
[02:41:46.663 --> 02:41:48.523]  Families are pulling their kids out of school to
[02:41:49.051 --> 02:41:52.513]  Have them earn whatever they possibly can because they're impoverished.
[02:41:53.553 --> 02:42:06.880]  The countries are told, well, you're having trouble commuting in the world economy because you don't have a workforce that's educated well enough to really get in there and go for the higher value kind of work that's going around the world.
[02:42:07.361 --> 02:42:12.663]  Well, how are you going to do that if your school system is declining and people aren't getting an education?
[02:42:12.844 --> 02:42:13.864]  Well, you see the problem.
[02:42:14.424 --> 02:42:16.826]  These people are under the gun.
[02:42:17.922 --> 02:42:23.284]  Well, you've done consulting for some of the biggest globalist companies out there, and so you've got kind of an inside view on all this.
[02:42:23.604 --> 02:42:24.865]  Where do you see it going?
[02:42:25.385 --> 02:42:26.946]  How much can humanity take?
[02:42:27.406 --> 02:42:32.808]  How much obvious corruption and bid rigging and scams and foreign ownership and rulership can we take?
[02:42:33.368 --> 02:42:35.989]  And so, what do you think is going to happen?
[02:42:36.049 --> 02:42:37.350]  Good case, bad case, whatever.
[02:42:37.610 --> 02:42:38.791]  Whatever you really think the case is.
[02:42:39.191 --> 02:42:40.531]  Whatever the case may be, as they say.
[02:42:40.931 --> 02:42:42.972]  And then, where do you see this going in the future?
[02:42:43.693 --> 02:42:44.473]  How do we defeat them?
[02:42:45.166 --> 02:42:47.688]  Well, we've talked about what these guys are trying to do.
[02:42:49.350 --> 02:42:54.194]  However, I'm not a pessimistic guy, and I don't think our authors are largely either.
[02:42:55.456 --> 02:43:00.100]  There are people all over the world who are fighting this.
[02:43:00.160 --> 02:43:04.664]  For every economic hitman, there are thousands of people who are opposing these schemes.
[02:43:06.085 --> 02:43:07.465]  In their countries around the world.
[02:43:08.605 --> 02:43:11.586]  You've got the Party of Davos, the World Economic Forum.
[02:43:11.926 --> 02:43:19.847]  You've got the World Social Forum, which is a vast network of groups from very different backgrounds, walks of life.
[02:43:19.867 --> 02:43:27.069]  You've got farmers, commercial farmers, peasants, indigenous people in the rainforests in Brazil.
[02:43:27.089 --> 02:43:32.950]  You've got housewives, environmentalists, students, small business people.
[02:43:32.970 --> 02:43:35.070]  But you know the Lankers have infiltrated that group.
[02:43:36.022 --> 02:43:42.567]  Well, these people don't all agree with each other, so it's not a group that you could take over, you know, top down.
[02:43:43.108 --> 02:43:48.592]  But what these people are doing is, basically around the world, people are halting some of these schemes.
[02:43:49.833 --> 02:43:50.693]  That's the good news!
[02:43:51.554 --> 02:43:52.775]  We see that here in the U.S.
[02:43:53.095 --> 02:43:56.238]  Ten years ago, you talked about the New World Order, globalization, the elite.
[02:43:56.618 --> 02:43:57.759]  Most people laugh at you.
[02:43:57.799 --> 02:43:58.920]  Now, most of them don't laugh.
[02:43:58.960 --> 02:43:59.820]  They start crying.
[02:44:00.161 --> 02:44:01.362]  So, I think the jig is up.
[02:44:01.402 --> 02:44:02.242]  The worm has turned.
[02:44:02.262 --> 02:44:03.964]  I mean, I see it accelerating.
[02:44:04.424 --> 02:44:05.104]  And I agree with you.
[02:44:05.165 --> 02:44:08.187]  I see explosive resistance to the New World Order.
[02:44:08.883 --> 02:44:15.067]  Well, you know, what people are looking at is saying, yeah, if we talk about globalization, technology brings us closer together.
[02:44:15.127 --> 02:44:15.688]  That's true.
[02:44:16.208 --> 02:44:21.912]  We're going to have commercial relations with India or Argentina or Nigeria.
[02:44:22.352 --> 02:44:31.518]  But what should be the basis on which we work with people in India or buy products from Nigeria, any other country?
[02:44:31.939 --> 02:44:33.220]  That should be a two-way street.
[02:44:33.300 --> 02:44:34.160]  What we want is
[02:44:35.757 --> 02:44:41.819]  A structure in which nations relate to each other on the basis of equality in a world that works for everybody.
[02:44:42.239 --> 02:44:48.820]  If it works for only a small elite, we think we're doing better because we're richer than, say, Ecuador or Kenya.
[02:44:49.201 --> 02:44:51.501]  But I mean, bottom line, we say we're richer.
[02:44:51.661 --> 02:45:00.043]  I mean, these private banks pay off our politicians to pay into their funds to then go run loan sharking scams in third world countries.
[02:45:00.083 --> 02:45:01.724]  The way to fix all this is
