[00:00:00.309 --> 00:00:02.631]  Find out right now.
[02:44:35.217 --> 02:44:39.300]  He's just called in, unscheduled, and I hope has some breaking news for us.
[02:44:39.300 --> 02:44:42.481]  Matt, what's new?
[02:44:42.481 --> 02:44:43.102]  Matt Kazee.
[02:44:43.102 --> 02:44:43.942]  Yeah, what's new, Matt?
[02:44:43.942 --> 02:44:45.263]  What do you got?
[02:44:45.263 --> 02:44:52.467]  Well, you know, not to overshadow the news, but the news that you're all covering today is the most amazing news I've heard in quite some time.
[02:44:52.467 --> 02:44:55.349]  It's a quite amazing video there of John Kerry, but I wanted to let you know
[02:44:56.311 --> 02:45:06.101]  That I just posted a video up on Google Video, the process in there right now, of the flag raising and lowering ceremony.
[02:45:06.101 --> 02:45:10.365]  This is the day after, or during the aftermath.
[02:45:10.365 --> 02:45:16.671]  And I was shocked to find out, I thought that I would have to fight through the media to get there just to get a glimpse of it, and nobody was there.
[02:45:16.671 --> 02:45:18.713]  It was the only person that filmed it.
[02:45:18.713 --> 02:45:19.534]  One lone student.
[02:45:21.098 --> 02:45:40.843]  I think it's important to show the healing process of the community, and I've got a small post on the front page of the truthmovement.net explaining the circumstances as I walk down to film the video, and it is on Google Video right now, and I will be posting it on my website here in a few minutes.
[02:45:40.843 --> 02:45:42.743]  I just wanted to let you know that.
[02:45:42.743 --> 02:45:44.183]  So what is the crux of the video?
[02:45:44.183 --> 02:45:45.644]  Give us the fine point.
[02:45:45.644 --> 02:45:50.685]  It is the ROTC ceremony of raising the flag and lowering it to half mast.
[02:45:51.263 --> 02:45:56.828]  Now, the problem I've had with CNN's coverage is pretty obvious to everybody.
[02:45:56.828 --> 02:46:09.801]  You know, they had somebody on there the other night saying that an expert, a psychology expert, saying that the showing of the video over and over again and the pictures over and over again are actually energizing the copycats to come.
[02:46:09.801 --> 02:46:15.286]  And as this guy was telling this, CNN is actually showing the pictures and the video and so
[02:46:15.848 --> 02:46:17.810]  It's kind of disgusting, their coverage.
[02:46:17.810 --> 02:46:24.296]  And so when I went down there to film it, I live very close to the ROTC, I figured that the media would be there to cover it.
[02:46:24.296 --> 02:46:26.958]  And there wasn't no cameras at all.
[02:46:26.958 --> 02:46:28.540]  I was the only guy there with a camera.
[02:46:29.290 --> 02:46:31.132]  And I think that's fairly important.
[02:46:31.132 --> 02:46:49.687]  Matt, do you find it odd that the mourner-in-chief, as I like to call him, and he's right on the ground for 9-11, he's right on the ground for this particular shooting incident at VTEC, but he fails somehow to go, you know, honor the bodies of the troops coming home from Iraq.
[02:46:49.687 --> 02:46:54.752]  I mean, these are all the issues that he's not mourning for, but he mourns for the big photo op, doesn't he?
[02:46:54.752 --> 02:46:56.193]  Never misses that, does he?
[02:46:56.784 --> 02:46:57.866]  Oh, he's a grandstander.
[02:46:57.866 --> 02:46:58.707]  You know what?
[02:46:58.707 --> 02:47:02.874]  It's the only time he's ever had any kind of good ratings whatsoever.
[02:47:02.874 --> 02:47:06.800]  The only time is when there's a tragedy and he can speak like that.
[02:47:07.458 --> 02:47:11.840]  And, uh, yeah, he shows up for that and he showed up to sign autographs and stuff.
[02:47:11.840 --> 02:47:15.942]  And here's a guy that skipped the funerals for the troops that he sent to Iraq.
[02:47:15.942 --> 02:47:17.903]  He sent to Iraq.
[02:47:17.903 --> 02:47:18.483]  Exactly.
[02:47:18.483 --> 02:47:29.508]  Here's a guy that took his sweet time to get to the Katrina-devastated New Orleans, which was directly his fault and his man's fault, yet he races to Virginia Tech with, uh, you know,
[02:47:30.288 --> 02:47:34.532]  He just hustles down there in a way that is probably not even comparable to 9-11.
[02:47:34.532 --> 02:47:39.717]  I mean, to take advantage of this situation, I think that really is very revealing, Matt.
[02:47:39.717 --> 02:47:40.478]  Absolutely.
[02:47:40.478 --> 02:47:52.809]  And I'll tell you, from being a local on the ground and watching the media circus show up and seeing how they handle themselves around the local restaurants, I know for a fact that Katie Couric got cussed out of the cellar.
[02:47:52.809 --> 02:47:53.150]  Yeah.
[02:47:53.880 --> 02:47:58.065]  I know for a fact that several others did, too, from the way that they were handling themselves.
[02:47:58.065 --> 02:47:59.947]  Now, here's a strange thing, Jack.
[02:47:59.947 --> 02:48:02.570]  When I watch it on TV, it almost looks believable.
[02:48:02.570 --> 02:48:07.275]  When I was actually there in front of them watching them give their reports, you can tell that they're complete actors.
[02:48:07.275 --> 02:48:07.996]  They don't even care.
[02:48:08.857 --> 02:48:13.058]  Well, I want to go back to how the people are reacting to Bush, but I'll tell you a quick anecdote.
[02:48:13.058 --> 02:48:26.203]  You know, when I was covering the 2004 Democratic National Convention, there was a big speech by Bill Clinton, and people were calling me on my cell phone going, I can't believe how great this guy is, and how wonderful he is, and how the audience just loves him.
[02:48:26.203 --> 02:48:32.385]  Well, they were running around with signs saying, applaud, and they were instructing the audience to be, you know, jubilistic.
[02:48:32.805 --> 02:48:40.630]  To receive this, which was part of the speech in which I think what really got to people around the country was all staged, it was all phony.
[02:48:40.630 --> 02:48:41.630]  Now let's go back to this.
[02:48:41.630 --> 02:48:48.094]  What do the people think about George Bush coming there and trying to exploit the deaths of their friends, their family, the students at VTech?
[02:48:49.119 --> 02:48:56.041]  Well, you know, a lot of people are completely disgusted by CNN's coverage of the whole event.
[02:48:56.041 --> 02:49:00.262]  And I'm sure that there are plenty of people who are upset that Bush was coming.
[02:49:00.262 --> 02:49:02.683]  You know, when it first happened, I was telling people, he's going to be here.
[02:49:02.683 --> 02:49:03.443]  He's going to come.
[02:49:03.443 --> 02:49:04.844]  And everybody was saying, no, he won't.
[02:49:04.844 --> 02:49:05.284]  No, he won't.
[02:49:05.666 --> 02:49:08.888]  I think Blacksburg still hasn't realized how big this thing is.
[02:49:08.888 --> 02:49:11.789]  But concerning what you just said, I have two words.
[02:49:11.789 --> 02:49:13.770]  Political subterfuge.
[02:49:13.770 --> 02:49:20.073]  That's exactly what they do, and they'll take any advantage that they can to turn it into a bigger advantage.
[02:49:20.771 --> 02:49:23.554]  Matt, your reports have gone around the world.
[02:49:23.554 --> 02:49:27.799]  Millions of people have heard the reports you've made on this very show, on this network.
[02:49:27.799 --> 02:49:28.980]  How is it going for you?
[02:49:28.980 --> 02:49:30.782]  Are you getting opposition for this?
[02:49:30.782 --> 02:49:32.904]  Are people upset with you?
[02:49:32.904 --> 02:49:34.887]  Are you getting any kind of threats at all?
[02:49:34.887 --> 02:49:37.089]  How is it going for you covering this?
[02:49:37.089 --> 02:49:40.052]  I have had a couple of strange emails.
[02:49:40.052 --> 02:49:41.234]  I did read a few blogs.
[02:49:41.234 --> 02:49:42.275]  I probably shouldn't be reading them.
[02:49:43.082 --> 02:49:47.226]  One of them said that I would be toast before I made a TV interview.
[02:49:47.226 --> 02:49:55.695]  Another one said that I work for Alex Jones and that, don't you think it's strange that he was there and this was going on?
[02:49:55.695 --> 02:49:58.257]  That sounds like a conspiracy theory, Matt.
[02:49:58.257 --> 02:49:59.218]  Yeah, exactly.
[02:49:59.218 --> 02:50:07.246]  In the very blog that he posted that he was knocking conspiracy theories, this guy doesn't have a clue that the number one crime charged in America is conspiracy.
[02:50:07.646 --> 02:50:10.487]  You say conspiracy in the courtroom, nobody even snickers.
[02:50:10.487 --> 02:50:15.888]  You say it in public, they laugh at you, they ridicule you, and you know, political subterfuge.
[02:50:15.888 --> 02:50:16.769]  Matt Kazee with us.
[02:50:16.769 --> 02:50:18.229]  Matt, I know you won't say it.
[02:50:18.229 --> 02:50:19.189]  I'll say it for you.
[02:50:19.189 --> 02:50:21.090]  You're not going to back down, are you?
[02:50:21.090 --> 02:50:23.411]  No, absolutely not.
[02:50:23.411 --> 02:50:25.591]  Our community is not going to back down.
[02:50:25.591 --> 02:50:31.033]  You know, we are a very strong community, and regardless of what anybody thinks out there, we're a peaceful community.
[02:50:31.033 --> 02:50:32.033]  We always have been.
[02:50:32.803 --> 02:50:39.487]  I'm just ashamed that forever we will be known as the Virginia Tech Master.
[02:50:39.487 --> 02:50:45.550]  Let me ask you this real quick because I'm watching some sporting events and people are kind of exploiting this.
[02:50:45.550 --> 02:50:47.251]  I don't know if they're honoring or exploiting it.
[02:50:47.251 --> 02:50:48.471]  I guess that's the question.
[02:50:48.471 --> 02:50:50.692]  Wearing the VTech hats.
[02:50:50.692 --> 02:50:53.254]  What do the people in your community think about this?
[02:50:53.254 --> 02:50:54.675]  Do they feel honored by that?
[02:50:54.675 --> 02:50:56.776]  Do they feel like they're memorialized by that?
[02:50:56.776 --> 02:50:59.317]  Or do they feel like people are maybe taking advantage of it?
[02:51:00.456 --> 02:51:02.998]  You know, it changes from minute to minute.
[02:51:02.998 --> 02:51:07.201]  I would have to say that Professor Nikki Giovanni summed it up best.
[02:51:07.201 --> 02:51:11.464]  She is one of the professors who pulled us together after the Wilmore of the killings.
[02:51:11.464 --> 02:51:15.546]  And she has done an amazing job pulling us together again.
[02:51:15.546 --> 02:51:18.148]  And we are a proud community.
[02:51:18.148 --> 02:51:21.431]  And so, you know, it's just going to take time to heal, Jack.
[02:51:21.431 --> 02:51:23.052]  Alright, well thanks for your reports, Matt.
[02:51:23.052 --> 02:51:23.752]  You keep the faith.
[02:51:23.752 --> 02:51:24.533]  We got your back, man.
[02:51:24.533 --> 02:51:26.114]  We'll come right back after this final segment.
[02:51:26.114 --> 02:51:27.395]  Big finish on the Alex Jones Show.
[02:51:27.395 --> 02:51:27.835]  Stay tuned.
[02:51:32.663 --> 02:51:38.492]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:51:38.492 --> 02:51:46.084]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:51:46.832 --> 02:51:54.278]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:54.278 --> 02:52:06.006]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:52:06.006 --> 02:52:09.989]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:52:09.989 --> 02:52:12.231]  It's an anthology of government crimes.
[02:52:12.231 --> 02:52:16.014]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:52:16.681 --> 02:52:23.986]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:52:29.488 --> 02:52:34.289]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[02:52:34.289 --> 02:52:38.931]  It provides you with purified water, light, power, and communications ability.
[02:52:38.931 --> 02:52:52.935]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[02:52:53.175 --> 02:53:12.580]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[02:53:12.580 --> 02:53:16.341]  Get the one-stop solution for your emergency and everyday needs.
[02:53:16.341 --> 02:53:19.002]  The Berkey Security Pack, a retail value of $518 for only $399.
[02:53:21.863 --> 02:53:26.206]  By calling New Millennium at 888-803-4438.
