[00:00:10.265 --> 00:00:10.766]  News.
[03:40:57.753 --> 03:40:59.333]  That would be a great help to these people.
[03:40:59.373 --> 03:41:04.136]  They really would like to stay in their own country, rather than being uprooted and moved across the world.
[03:41:04.576 --> 03:41:08.258]  And we could do that if we stop the wars that we're fomenting in those countries.
[03:41:08.278 --> 03:41:09.558]  We could help them in their own countries.
[03:41:09.598 --> 03:41:12.640]  But no, that's not the plan from the UN.
[03:41:13.160 --> 03:41:14.661]  That's not the plan from the EU.
[03:41:14.801 --> 03:41:16.041]  That's not the plan from Merkel.
[03:41:16.081 --> 03:41:25.005]  Chancellor Merkel suspended the rules requiring asylum seekers to lodge a claim in the first safe European nation that they enter in 2015.
[03:41:25.485 --> 03:41:32.088]  And she said back then there was going to be no upper limit on the number of migrants that Germany would accept.
[03:41:32.568 --> 03:41:36.010]  Pushing back against that we have Hungarian Prime Minister Viktor Orban.
[03:41:36.874 --> 03:41:38.315]  Criticizing George Soros.
[03:41:38.335 --> 03:41:43.118]  He understands that George Soros is working with these people to make this happen, and the European Union.
[03:41:43.278 --> 03:41:47.702]  He says what they're seeking is a new, mixed, Muslimized Europe.
[03:41:47.782 --> 03:41:53.826]  They want to eradicate Western civilization and culture because it makes it easier for them to dominate people, just as they have done
[03:41:54.746 --> 03:42:07.369]  In the colonial period, in the neo-colonial period, he says the European Union, the European Commission must regain independence from the Soros Empire before the billionaire finishes his program for the destruction of the continent.
[03:42:07.529 --> 03:42:09.109]  He knows exactly what this is.
[03:42:09.949 --> 03:42:13.690]  People in Hungary know exactly who George Soros is.
[03:42:14.090 --> 03:42:17.471]  They are not deceived by that man for a moment.
[03:42:18.271 --> 03:42:21.972]  Now we're talking about how they prepared this in terms of education.
[03:42:23.089 --> 03:42:27.791]  There's an interesting article that's come out last couple of days, and Drudge has a link to one of these.
[03:42:28.191 --> 03:42:35.373]  And there's a California chancellor of the community college system who has said, we need to get rid of algebra.
[03:42:36.434 --> 03:42:40.315]  He says, getting rid of algebra is a civil rights issue.
[03:42:40.835 --> 03:42:41.536]  Did you realize that?
[03:42:43.476 --> 03:42:47.418]  They don't want you or your children or anyone to be educated.
[03:42:48.325 --> 03:42:49.385]  They want you to be dependent.
[03:42:50.126 --> 03:42:53.787]  The school system is not about educating your children.
[03:42:53.927 --> 03:42:57.269]  It's about propagandizing you and your children.
[03:42:58.129 --> 03:43:01.351]  And he said in an interview last Wednesday, he said it is a civil rights issue.
[03:43:01.371 --> 03:43:10.355]  He said, since the 1950s, we decided that the only measure of a student's ability to reason or to do some sort of quantitative measure is algebra.
[03:43:11.275 --> 03:43:19.765]  What we're saying is we want as rigorous a course as possible to determine a student's ability to succeed, but it should be relevant to their course of study.
[03:43:19.785 --> 03:43:21.427]  Let me say something to you.
[03:43:21.447 --> 03:43:24.009]  I use algebra on a daily basis.
[03:43:24.370 --> 03:43:26.572]  Perhaps many of you have seen the YouTube clip.
[03:43:27.333 --> 03:43:41.100]  That's kind of funny, but incredibly sad, where one girl is videotaping her friend sitting in the front seat and she says, if we're going 80 miles an hour, how long is it going to take us to go 80 miles?
[03:43:42.480 --> 03:43:43.521]  And the girl's like, what?
[03:43:44.101 --> 03:43:45.022]  What?
[03:43:45.242 --> 03:43:45.822]  Say that again?
[03:43:46.062 --> 03:43:48.723]  And they go back and forth and she just cannot figure it out.
[03:43:48.743 --> 03:43:50.524]  Well folks, that's basically algebra.
[03:43:50.604 --> 03:43:52.565]  Algebra is not high level math.
[03:43:53.265 --> 03:43:56.007]  It's one of the lowest level math courses you can take.
[03:43:56.983 --> 03:43:57.943]  I went into engineering.
[03:43:57.983 --> 03:44:00.564]  I took a lot of math classes that I don't use.
[03:44:00.644 --> 03:44:01.544]  I took calculus.
[03:44:01.585 --> 03:44:06.186]  I took things far past calculus that I don't use on a daily basis.
[03:44:06.806 --> 03:44:09.087]  I do use algebra on a daily basis, however.
[03:44:09.727 --> 03:44:12.208]  I used algebra on a daily basis when I had a business.
[03:44:12.228 --> 03:44:14.949]  It is part of being able to think critically.
[03:44:15.669 --> 03:44:17.010]  It's very basic math.
[03:44:17.030 --> 03:44:21.411]  The next thing they'll be telling you is that you should know that 2 plus 2 is equal to 4.
[03:44:21.531 --> 03:44:23.972]  Oh, I'm sorry, they already did that with Common Core, didn't they?
[03:44:24.152 --> 03:44:26.833]  They don't even want you to know basic arithmetic.
[03:44:27.433 --> 03:44:28.714]  They don't want you to be educated.
[03:44:29.454 --> 03:44:33.296]  The purpose of education used to be to create independent thinkers.
[03:44:33.676 --> 03:44:41.699]  They used to call it a liberal education because it would liberate you to follow and to have the tools of learning so that you could follow your own
[03:44:42.379 --> 03:44:46.001]  Uh, interests into things so that you could pursue your own education.
[03:44:46.821 --> 03:44:53.044]  It is not a bucket that you fill, but it is a fire that you light, and you give people the tools to pursue that fire.
[03:44:53.084 --> 03:44:54.064]  That's what education is.
[03:44:54.464 --> 03:44:55.585]  But they don't want education.
[03:44:55.605 --> 03:45:05.929]  And we had Charlotte Isserby, uh, as well as Phyllis Schlafly tell us at the beginning of the Reagan administration, when they went to Washington to work with the Department of Education, they were hoping they could shut the thing down.
[03:45:06.169 --> 03:45:07.490]  That's what we had been promised
[03:45:08.010 --> 03:45:09.971]  By Ronald Reagan when he ran for president.
[03:45:10.191 --> 03:45:12.192]  He was going to shut down the Department of Education.
[03:45:12.212 --> 03:45:14.493]  As I've said before, it was like Rosemary's Baby.
[03:45:14.853 --> 03:45:16.254]  It was this monster in a cradle.
[03:45:16.474 --> 03:45:17.935]  It was less than four years old.
[03:45:18.335 --> 03:45:20.056]  Jimmy Carter had created that thing.
[03:45:20.856 --> 03:45:23.237]  And Ronald Reagan said, rightfully so.
[03:45:23.297 --> 03:45:28.239]  The federal government has no place in setting up education.
[03:45:28.379 --> 03:45:29.180]  Shouldn't be involved.
[03:45:29.560 --> 03:45:31.681]  Should not be involved in any way, shape, or form.
[03:45:31.721 --> 03:45:33.502]  That doesn't belong to the federal government.
[03:45:33.802 --> 03:45:35.743]  I would argue it doesn't belong to government at any level.
[03:45:36.516 --> 03:45:38.256]  But it certainly doesn't belong to the federal government.
[03:45:38.276 --> 03:45:44.138]  We need to keep education as close to the parents and the individual as possible.
[03:45:44.698 --> 03:45:46.318]  We should have local control of that.
[03:45:46.898 --> 03:45:49.299]  Instead, it has been moving in the opposite direction.
[03:45:49.339 --> 03:45:54.060]  It went from the parents to the community, from the community to the state, from the state to the federal government.
[03:45:54.320 --> 03:45:56.680]  And it's going to go from there to the United Nations.
[03:45:56.720 --> 03:45:58.941]  That's part of the UN Convention on the Rights of the Child.
[03:45:59.321 --> 03:46:00.341]  They will determine
[03:46:01.121 --> 03:46:04.803]  What the children need to know to be good citizens of the United Nations.
[03:46:04.863 --> 03:46:09.025]  That's a paraphrase, but not a rough paraphrase, of their own document.
[03:46:10.145 --> 03:46:12.367]  They want you to be subservient members to them.
[03:46:12.747 --> 03:46:14.908]  Education to them is about propaganda.
[03:46:15.728 --> 03:46:17.629]  It is about manipulating the way that you think.
[03:46:17.669 --> 03:46:19.830]  It is about taking away the tools of learning.
[03:46:20.290 --> 03:46:23.312]  And so when you look at this and they're saying, well this is a civil rights issue.
[03:46:24.125 --> 03:46:27.567]  You need to take control of your own education, the education of your children.
[03:46:27.587 --> 03:46:29.789]  You need to say, well, what is the purpose of education?
[03:46:30.409 --> 03:46:31.590]  Is it to make me more intelligent?
[03:46:31.710 --> 03:46:33.791]  Is it to give me the tools of learning?
[03:46:33.891 --> 03:46:35.912]  Or is it to give me a piece of paper and credentials?
[03:46:36.733 --> 03:46:40.595]  Yes, those can be useful in terms of getting a job for somebody else.
[03:46:40.615 --> 03:46:42.477]  But if you really want to succeed in life,
[03:46:43.342 --> 03:46:45.103]  You really need the real thing, folks.
[03:46:45.664 --> 03:46:48.566]  We need to get past these boxes that they put us in.
[03:46:48.606 --> 03:46:51.849]  We need to think past these institutions that they offer us.
[03:46:51.889 --> 03:46:53.951]  These institutions like schools.
[03:46:54.531 --> 03:46:56.152]  You don't need a school for an education.
[03:46:56.172 --> 03:46:57.473]  It can be useful.
[03:46:58.308 --> 03:47:00.690]  But it can also be detrimental, as we're seeing right here.
[03:47:00.971 --> 03:47:02.092]  We gotta get rid of algebra.
[03:47:02.132 --> 03:47:03.353]  We don't want our kids to think.
[03:47:03.713 --> 03:47:04.995]  And this is a civil rights issue.
[03:47:05.055 --> 03:47:05.235]  No?
[03:47:05.956 --> 03:47:10.780]  If you really cared about civil rights, you would want to challenge these kids to think critically.
[03:47:10.840 --> 03:47:11.821]  That's the whole purpose.
[03:47:11.841 --> 03:47:13.122]  Think of algebra just as a...
[03:47:13.843 --> 03:47:17.065]  Critical thinking issue, but it has real-world ability.
[03:47:17.586 --> 03:47:23.149]  Connected to this, we see on the Daily Mail this story, a spoof from a neurology expert.
[03:47:23.189 --> 03:47:33.076]  He creates a scientific paper and he sprinkles it with Star Wars stuff and he sends it out to these different organizations to see if these journals will publish it.
[03:47:33.635 --> 03:47:47.364]  Neurology expert revealed they were able to convince a trio of medical journals to publish a Star Wars-themed fake manuscript despite it being packaged full of references to George Lucas' Star Wars series.
[03:47:47.805 --> 03:47:52.448]  It was titled, uh, Mitochondria, Structure, Function, and Clinical Revelance.
[03:47:52.688 --> 03:48:01.790]  Yes, he was, relevance, I'm sorry, it was poorly written, it was an absurd mess of factual errors, plagiarism, yeah, because they were taking lines directly out of the movie.
[03:48:01.950 --> 03:48:08.311]  He said, I want to test whether predatory journals would publish an obviously absurd paper, wrote the author.
[03:48:08.651 --> 03:48:17.292]  He said, so I created a spoof manuscript about midichlorians, the fictional entities that live inside cells and give Jedi Knights their powers in Star Wars.
