[00:00:05.188 --> 00:00:07.212]  Important instructions will follow.
[03:25:12.667 --> 03:25:14.249]  Yeah, that was an interesting read, Alex.
[03:25:14.289 --> 03:25:15.290]  Have you seen the map?
[03:25:15.310 --> 03:25:17.692]  They're doing that again with the Fyre McMaster tweets.
[03:25:17.733 --> 03:25:19.014]  They're freaking out about it.
[03:25:19.474 --> 03:25:22.658]  Jake Tapper's saying, oh, why is Mike Flynn Jr.
[03:25:22.698 --> 03:25:25.141]  retweeting these far-right fringe people?
[03:25:25.421 --> 03:25:28.585]  If we're so fringe... Jake Tapper!
[03:25:29.520 --> 03:25:31.340]  Yeah, why is he so triggered by it?
[03:25:31.681 --> 03:25:36.282]  He's triggered, it's like when Media Matters gets triggered by Drudge linking to us, remember that?
[03:25:36.562 --> 03:25:39.742]  He literally wrote an article about it every time, years ago.
[03:25:40.323 --> 03:25:44.744]  If we're so fringe, if we're so out there, why are you even talking about us?
[03:25:44.964 --> 03:25:46.744]  Why are they mapping everything we do?
[03:25:46.784 --> 03:25:52.946]  Because we have way more viewers than they do, and they're totally freaked out and want to shut us down like any group of losers do.
[03:25:53.526 --> 03:25:54.566]  Guys, can you show this article?
[03:25:55.945 --> 03:25:58.485]  Like Julian Assange said, censorship is for losers.
[03:25:58.926 --> 03:26:01.086]  But again, we're Trump's base.
[03:26:01.186 --> 03:26:02.386]  That's the whole point.
[03:26:02.966 --> 03:26:04.947]  I mean, we're the reason why he got elected, right?
[03:26:04.987 --> 03:26:05.427]  Mainly.
[03:26:05.747 --> 03:26:08.587]  And everybody else who, you know, got on board the bandwagon as well.
[03:26:08.887 --> 03:26:14.968]  They know that, and yet they still can't resist calling us alt-right, far-right, fringe.
[03:26:15.368 --> 03:26:16.869]  Again, we're not the fringe, we're the base.
[03:26:17.049 --> 03:26:18.809]  That's why we've got such a massive influence.
[03:26:19.249 --> 03:26:22.770]  And that's why Jake Tapper of CNN is so triggered by it.
[03:26:22.810 --> 03:26:25.170]  But why do they scream and yell and their tongues hang out?
[03:26:25.350 --> 03:26:37.235]  Because we're seeing this everywhere now where they just, they just go... I mean, everywhere I go there's like... What happened?
[03:26:38.496 --> 03:26:40.836]  It's called Trump Derangement Syndrome, Alex.
[03:26:40.897 --> 03:26:44.618]  And it's been legitimized by the mainstream media saying that he's literally Hitler.
[03:26:45.258 --> 03:26:47.499]  Why don't you feed the trolls and do an imitation of it?
[03:26:48.240 --> 03:26:49.600]  Feed the trolls and do an imitation of it.
[03:26:49.860 --> 03:26:50.741]  Let's go back to Paul here.
[03:26:51.441 --> 03:26:52.081]  Go back to Paul.
[03:26:52.461 --> 03:26:53.362]  Feed the trolls.
[03:26:53.382 --> 03:26:53.802]  Do it for them.
[03:26:55.430 --> 03:26:58.512]  They do it again.
[03:26:58.532 --> 03:26:58.892]  They cut.
[03:26:59.172 --> 03:26:59.992]  Don't cut.
[03:27:00.072 --> 03:27:01.633]  Do it again.
[03:27:02.014 --> 03:27:07.156]  Ready?
[03:27:08.497 --> 03:27:10.058]  It's like a baby throwing a fit.
[03:27:11.192 --> 03:27:13.935]  Now these are the people working for Google now, Alex.
[03:27:14.035 --> 03:27:16.157]  These are the sober, rational voices.
[03:27:16.518 --> 03:27:18.840]  I mean, you should have seen the tweets that they said about this guy.
[03:27:18.880 --> 03:27:26.608]  Remember Reality Winner with a top-secret clearance giving information to ISIS and hating all white people and she was a dumb white lady?
[03:27:26.908 --> 03:27:28.030]  These are crazy people!
[03:27:29.676 --> 03:27:33.978]  No, they've been driven completely mad because they think they have the moral high ground.
[03:27:34.238 --> 03:27:39.601]  Because for the past eight, ten months, the media has told them that they're the resistance.
[03:27:40.101 --> 03:27:47.044]  I mean, Michael Moore's now talking about going after Trump's kids and saying, oh, you won't get put in prison if you just turn over your father.
[03:27:47.545 --> 03:27:49.606]  Absolute, complete insanity.
[03:27:50.046 --> 03:27:52.507]  These people are just getting more and more hysterical.
[03:27:52.867 --> 03:27:55.388]  Oh, but we're the extremist fringe.
[03:27:55.969 --> 03:27:57.109]  Absolutely insane.
[03:27:57.149 --> 03:27:58.830]  You've seen how they react in public.
[03:27:59.350 --> 03:28:02.392]  And this Google thing is blowing up in their face once again.
[03:28:02.793 --> 03:28:03.753]  They tried to come out.
[03:28:04.034 --> 03:28:12.560]  Now you've got fake news coming out and saying, this is CNN, the Google engineer who wrote a memo that argued women aren't biologically fit for tech jobs.
[03:28:13.060 --> 03:28:13.981]  Complete lie!
[03:28:14.181 --> 03:28:14.802]  He didn't say that.
[03:28:14.822 --> 03:28:15.822]  He never even said that.
[03:28:16.143 --> 03:28:24.510]  He said people should be selected for jobs based on their talent, based on their, you know, past experience if they're suited for the job.
[03:28:24.870 --> 03:28:27.032]  My God, what a thought crime.
[03:28:27.272 --> 03:28:31.736]  You should pick people for a job based on who's best at the friggin' job, Alex.
[03:28:31.836 --> 03:28:35.680]  By the way, we're trying to hire more women because I think women do a great job.
[03:28:36.040 --> 03:28:39.103]  We're putting ads out for women and for some reason they just don't apply as much.
[03:28:40.728 --> 03:28:43.268]  No, I mean, listen to what he said in this memo.
[03:28:43.789 --> 03:28:52.450]  Men tend to occupy, this is paraphrasing, men tend to occupy more leadership positions because they're under more pressure to be status-driven.
[03:28:53.010 --> 03:28:53.310]  Okay?
[03:28:53.590 --> 03:28:54.610]  That's just a fact.
[03:28:54.930 --> 03:28:57.911]  In fact, a bunch of scientists came out today and backed him up.
[03:28:58.351 --> 03:29:02.752]  Why do you think 80% of Google's technical staff are men?
[03:29:03.292 --> 03:29:06.132]  Because men are more attracted towards those kind of jobs.
[03:29:06.412 --> 03:29:09.413]  Doesn't mean that men are better than women, they're just... Here's an example.
[03:29:09.893 --> 03:29:12.634]  I did, this weekend, I said no electronics.
[03:29:13.255 --> 03:29:20.158]  So my daughters got every chair in the house, built a giant fort, and began going in the kitchen and cooking things.
[03:29:20.378 --> 03:29:27.762]  It was all biological, it was all epigenetic, and then my son is like, let's get guns out and clean them in bows and arrows and write a screenplay.
[03:29:27.802 --> 03:29:38.067]  It's not that women don't write screenplays, it's that epigenetically, the men start going around and organizing weapons and stuff, because the tribe over the hill might come after us, and the women are like building forts and
[03:29:38.567 --> 03:29:41.009]  You know, things in cooking food, it's genetic!
[03:29:41.489 --> 03:29:44.611]  It doesn't mean women can't do things as good as men in many cases, or vice versa.
[03:29:44.812 --> 03:29:45.932]  But we can't have babies!
[03:29:46.493 --> 03:29:50.476]  I told Paul I was going away, but Paul is now taking over after this quick break.
[03:29:50.696 --> 03:29:51.156]  Stay with us.
[03:29:52.537 --> 03:29:53.418]  We're on the march.
[03:29:53.918 --> 03:29:55.519]  The Empire's on the run.
[03:29:56.460 --> 03:29:59.142]  Alex Jones and the GCN Radio Network.
[03:30:03.897 --> 03:30:07.440]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[03:30:07.900 --> 03:30:13.945]  Nothing triggers safe space snowflakes more than this slogan and my face.
[03:30:14.346 --> 03:30:17.148]  It is the new t-shirt from InfoWarsStore.com.
[03:30:17.528 --> 03:30:20.511]  Conservatism is the new counterculture.
[03:30:20.731 --> 03:30:24.152]  You've seen how much this triggers the safe space snowflakes.
[03:30:24.492 --> 03:30:26.253]  The left controls culture.
[03:30:26.273 --> 03:30:27.253]  They control arts.
[03:30:27.333 --> 03:30:28.553]  They control entertainment.
[03:30:28.853 --> 03:30:35.935]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[03:30:35.995 --> 03:30:38.396]  We are striking back in the culture war.
[03:30:38.876 --> 03:30:42.737]  This triggers snowflakes like nothing you've ever seen in your life.
[03:30:42.797 --> 03:30:44.858]  You've seen how much they absolutely hate
[03:30:45.478 --> 03:30:50.859]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[03:30:51.120 --> 03:30:57.361]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[03:30:57.441 --> 03:30:59.122]  It will make me incredibly happy.
[03:30:59.282 --> 03:31:00.462]  It's available right now.
[03:31:00.782 --> 03:31:02.963]  Get yours at infowarsstore.com.
[03:31:03.883 --> 03:31:05.304]  Vitamin Mineral Fusion.
[03:31:05.464 --> 03:31:07.886]  Visit Infowarslife.com to secure your canister.
[03:31:08.066 --> 03:31:15.371]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[03:31:15.571 --> 03:31:25.878]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[03:31:26.198 --> 03:31:33.741]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[03:31:34.041 --> 03:31:43.984]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[03:31:44.244 --> 03:31:46.145]  And this part is most important.
[03:31:46.305 --> 03:31:52.747]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[03:31:53.107 --> 03:31:54.207]  That means it's clean.
[03:31:54.467 --> 03:31:55.568]  That means it's pure.
[03:31:55.668 --> 03:31:58.508]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[03:31:58.548 --> 03:32:01.149]  That's InfoWarsLife.com and Vitamin Mineral Fusion.
[03:32:01.349 --> 03:32:03.029]  Take action now before we sell out.
[03:32:04.590 --> 03:32:08.650]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:32:09.291 --> 03:32:19.693]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:32:20.593 --> 03:32:24.957]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:32:25.397 --> 03:32:33.363]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:32:33.803 --> 03:32:41.169]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:32:41.529 --> 03:32:43.491]  Wake up refreshed and take on the day.
[03:32:43.951 --> 03:32:51.458]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:32:51.899 --> 03:32:55.282]  Get the sleep you deserve and experience the power of knockout.
[03:32:55.582 --> 03:32:59.646]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:32:59.947 --> 03:33:01.408]  That's InfoWarsLife.com
[03:33:09.123 --> 03:33:11.625]  News, analysis, reports.
[03:33:11.805 --> 03:33:13.487]  It's the Alex Jones Show.
[03:33:13.787 --> 03:33:18.070]  And now, your host, Paul Joseph Watson.
[03:33:18.771 --> 03:33:22.293]  We're live.
[03:33:22.493 --> 03:33:24.515]  It's the fourth hour of the Alex Jones Show.
[03:33:24.535 --> 03:33:30.359]  Before we get back into this huge news, I want to tell you about the new 1776 specials for August.
[03:33:30.640 --> 03:33:33.282]  Wow supplies last at Infowarsstore.com.
[03:33:34.358 --> 03:33:37.000]  We have Alexa Pure Pro and Alexa Pure Breeze.
[03:33:37.580 --> 03:33:41.103]  Available at a 25% discount right now.
[03:33:41.203 --> 03:33:43.444]  Huge discount on those key products.
[03:33:44.105 --> 03:33:45.125]  Wild supplies last.
[03:33:45.185 --> 03:33:46.486]  Infowarsstore.com.
[03:33:47.127 --> 03:33:50.429]  Brain Force, which is what I take before I do the show.
[03:33:50.449 --> 03:33:51.730]  It gives you mental clarity.
[03:33:52.050 --> 03:33:55.832]  It gives you a buzz, but it's not like the junky buzz that you would get from coffee.
[03:33:56.813 --> 03:33:58.714]  Gives you mental acuity.
[03:33:58.834 --> 03:34:02.377]  If you're doing intellectual tasks, it helps a great deal.
[03:34:03.633 --> 03:34:04.254]  New Tropics.
[03:34:04.334 --> 03:34:04.774]  Google it.
[03:34:04.794 --> 03:34:07.256]  It's what all the whiz kids in Silicon Valley are taking.
[03:34:07.776 --> 03:34:11.659]  What enables them to censor us with such self-precision.
[03:34:12.500 --> 03:34:15.402]  Fight back by getting it for yourself at Infowarsstore.com.
[03:34:15.442 --> 03:34:16.403]  Brain Force is $17.76.
[03:34:17.203 --> 03:34:20.926]  That's 55% off retail.
[03:34:21.487 --> 03:34:22.768]  That is huge.
[03:34:23.068 --> 03:34:24.909]  Stock up today on Brain Force.
[03:34:24.949 --> 03:34:30.694]  We also have Survival Shield X2 at 55% off retail for the same low price. $17.76.
[03:34:33.200 --> 03:34:38.824]  As well as Secret 12 and a lot of other products, buy a true selenium at Infowarsstore.com.
