[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[03:42:53.058 --> 03:42:58.520]  Petulant children who can't accept reality, who whine when they don't get things their way.
[03:42:58.880 --> 03:43:03.902]  See, I'm the type of guy where if I fail at something or I don't accomplish a goal,
[03:43:04.642 --> 03:43:06.664]  I look back and I say, what did I do wrong?
[03:43:06.744 --> 03:43:07.504]  What can I do better?
[03:43:07.564 --> 03:43:08.525]  How can I improve myself?
[03:43:08.585 --> 03:43:09.666]  How can I win next time?
[03:43:10.066 --> 03:43:10.847]  That's not what they do.
[03:43:10.907 --> 03:43:13.950]  They just whine and complain more because that's how they think they win, I guess.
[03:43:13.970 --> 03:43:15.351]  That's the culture that they were raised in.
[03:43:17.415 --> 03:43:34.067]  Exactly, they were given participation trophies and told they were the best even when they were coming in last place and that's the culture we live in now and that's why I appreciate places like InfoWars that are fighting the mainstream narrative.
[03:43:34.167 --> 03:43:34.967]  I mean, I love it.
[03:43:35.368 --> 03:43:37.089]  I've been watching InfoWars
[03:43:38.163 --> 03:43:39.464]  For like 10 years, by the way.
[03:43:39.564 --> 03:43:43.486]  I am like a hardcore, like, I've been on Supermail Vitality.
[03:43:43.526 --> 03:43:46.248]  I've been using the vitamin powder.
[03:43:46.288 --> 03:43:47.468]  I've been plugged in.
[03:43:48.189 --> 03:43:50.550]  I got an IV right in my veins, man.
[03:43:50.650 --> 03:43:52.611]  Wow, this is amazing.
[03:43:52.731 --> 03:43:58.034]  All of these people I bring on that are just excellent patriots, that have high energy, they take InfoWars products.
[03:43:58.075 --> 03:43:59.095]  Wow, what a shocker.
[03:43:59.155 --> 03:43:59.775]  Not surprised.
[03:44:00.136 --> 03:44:02.937]  Hey, let's get to the next meme, guys.
[03:44:02.957 --> 03:44:03.758]  What meme you got next?
[03:44:04.693 --> 03:44:05.793]  Okay, yeah, let's go.
[03:44:05.954 --> 03:44:09.955]  So the next meme is it's the two genders meme going around.
[03:44:10.055 --> 03:44:12.396]  So there's a ton of memes.
[03:44:12.676 --> 03:44:27.823]  Basically, the left has taken the bait from poll, you know, 4chan has made these memes that make make it look like normal, everyday things like milk, or the okay sign are now racist.
[03:44:28.283 --> 03:44:37.649]  So there's a new one that says the peace sign means only two genders and it's somehow against all the other genders.
[03:44:37.689 --> 03:44:38.830]  So we put that out there.
[03:44:38.870 --> 03:44:39.130]  It's not.
[03:44:39.170 --> 03:44:39.710]  Wait a second.
[03:44:39.770 --> 03:44:40.751]  I just want to be clear.
[03:44:41.051 --> 03:44:41.992]  I just want to be clear.
[03:44:42.392 --> 03:44:43.032]  It's this.
[03:44:43.252 --> 03:44:44.573]  This means two genders.
[03:44:45.013 --> 03:44:50.017]  Not the biological fact that a male and a female reproductive system exist.
[03:44:50.117 --> 03:44:51.858]  Only those two reproductive systems.
[03:44:51.898 --> 03:44:52.838]  A penis and a vagina.
[03:44:52.898 --> 03:44:54.199]  It's this though that represents it.
[03:44:54.219 --> 03:44:54.940]  I just want to be clear.
[03:44:54.980 --> 03:44:55.260]  Thank you.
[03:44:57.832 --> 03:44:58.275]  Exactly.
[03:44:59.033 --> 03:45:00.554]  Well, yeah, so I'll move along quicker.
[03:45:01.574 --> 03:45:07.137]  The next one, see, I'm not advocating violence here, but at all, I just think this is funny.
[03:45:07.477 --> 03:45:12.620]  This is a Pepe representation of Nathan Domingo hitting Moldy Locks.
[03:45:13.180 --> 03:45:17.182]  So, like I said, I don't endorse this behavior.
[03:45:17.782 --> 03:45:19.563]  I just find this picture to be very funny.
[03:45:20.023 --> 03:45:20.623]  That's good.
[03:45:20.643 --> 03:45:27.687]  I love how Pepe has become, it was the original Pepe, but now people just put Pepe everywhere.
[03:45:29.810 --> 03:45:43.981]  Oh there's dude there's actually like a torrent online you can download like 20,000 rare pepe's like it's like a 20 terabyte file dude like there's so many out there and it's great and and the great thing is
[03:45:44.938 --> 03:45:46.419]  I was talking about this earlier with a friend.
[03:45:46.900 --> 03:45:49.602]  The people on the right are the creative people.
[03:45:49.702 --> 03:45:51.003]  We are the fun people.
[03:45:51.623 --> 03:45:53.785]  People on the left, they can't even laugh.
[03:45:53.865 --> 03:45:54.746]  They can't have fun.
[03:45:55.226 --> 03:46:01.471]  We are having this worldwide, it's like a creative art contest, and we're putting out our funniest content.
[03:46:01.491 --> 03:46:02.352]  We're drawing stuff.
[03:46:02.372 --> 03:46:03.393]  We're making animation.
[03:46:03.413 --> 03:46:04.174]  We're making movies.
[03:46:04.994 --> 03:46:06.295]  And what are they doing over there?
[03:46:06.716 --> 03:46:07.696]  They're crying.
[03:46:07.716 --> 03:46:09.198]  They're screaming, no!
[03:46:10.034 --> 03:46:11.634]  You know, so this is why we're waiting, because you have to have fun.
[03:46:11.654 --> 03:46:12.335]  Hey, look, this is a cartoon frog.
[03:46:12.355 --> 03:46:32.559]  Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
[03:46:33.228 --> 03:46:39.092]  There's like a bunch of demons like going after him and that kind of represents like the globalist.
[03:46:39.453 --> 03:46:40.293]  The Antifa.
[03:46:40.594 --> 03:46:41.454]  Top of the mountain.
[03:46:42.575 --> 03:46:43.136]  Yeah, dude.
[03:46:43.296 --> 03:46:44.156]  The Antifa, man.
[03:46:44.216 --> 03:46:45.577]  They are, they're evil.
[03:46:45.878 --> 03:46:46.318]  They're evil.
[03:46:46.358 --> 03:46:50.341]  So we got to have patriots like basic man protecting us.
[03:46:51.202 --> 03:46:53.984]  Next one is, uh, this is great.
[03:46:54.264 --> 03:46:56.446]  Pokemon go to the hospital.
[03:46:57.106 --> 03:46:57.646]  You see that one?
[03:46:59.208 --> 03:47:00.689]  It's got the little Hillary.
[03:47:02.885 --> 03:47:03.646]  I haven't seen this.
[03:47:04.046 --> 03:47:05.307]  That's one of my favorite ones.
[03:47:06.568 --> 03:47:14.814]  So if you guys didn't know, during the election, you know, Hillary tried to be trendy, and she was like, you got a Pokemon, go to the polls, guys!
[03:47:15.374 --> 03:47:16.855]  Like, that's what the kids say, right?
[03:47:17.656 --> 03:47:20.037]  And people were like, nah, that's bad.
[03:47:20.578 --> 03:47:26.001]  It works too, though, because I will show my childhood nerd here.
[03:47:26.422 --> 03:47:29.023]  I'm pretty sure the name of that Pokemon is actually Koffing.
[03:47:30.100 --> 03:47:32.342]  And Hillary Clinton, of course, couldn't stop coughing.
[03:47:32.462 --> 03:47:33.462]  Yes, yes, that's coughing.
[03:47:33.662 --> 03:47:35.644]  Yeah.
[03:47:36.284 --> 03:47:36.845]  Exactly.
[03:47:37.405 --> 03:47:38.166]  Hillary Clinton.
[03:47:38.366 --> 03:47:39.006]  It's brilliant.
[03:47:39.046 --> 03:47:39.767]  It's brilliant all around.
[03:47:40.327 --> 03:47:43.149]  The next one is a tweet.
[03:47:43.229 --> 03:47:44.450]  This is from the Huffington Post.
[03:47:44.690 --> 03:47:46.491]  See, and this is the funny thing.
[03:47:46.711 --> 03:47:50.454]  This wasn't supposed to be a meme, but it is just so painfully
[03:47:51.318 --> 03:47:52.479]  Oh, it's so cringy, man.
[03:47:52.519 --> 03:48:02.562]  So this is the Huffington Post, the day before the election, saying Hillary has a 98% chance to win, and these libtards were just so arrogant.
[03:48:02.863 --> 03:48:08.685]  They thought they had everything in the bag, and so I have to... Man, this just gives me pure joy.
[03:48:08.705 --> 03:48:19.069]  Let me just say, too, if these were the odds given to any sporting event, this is the same type of odds that you would get
[03:48:20.464 --> 03:48:30.689]  If the New England Patriots played Akron University or something, the New England Patriots would have a 98% chance of winning that football game, according to Vegas.
[03:48:31.109 --> 03:48:33.351]  That's the same odds they gave Hillary Clinton to win.
[03:48:35.292 --> 03:48:43.796]  Because everything is moving so fast, we always forget to think about how this truly was maybe the biggest political upset in United States history.
[03:48:47.006 --> 03:48:49.829]  It's the biggest upset of all time.
[03:48:52.792 --> 03:49:02.340]  I thought after this happened that people would wake up, not just Trump people, but the liberals would wake up and say, whoa, the media lied to me.
[03:49:02.401 --> 03:49:04.883]  All these polls, they were oversampling Democrats.
[03:49:05.383 --> 03:49:08.524]  They lied to the American people, and everyone should be outraged.
[03:49:08.624 --> 03:49:09.924]  I don't care what side you're on.
[03:49:10.364 --> 03:49:18.067]  But instead, we've seen the media double down on this nonsense and continue to go into these crazy conspiracy theories.
[03:49:18.347 --> 03:49:19.547]  They want to blame Russia.
[03:49:20.167 --> 03:49:22.548]  Which brings me to my next meme, actually.
[03:49:22.988 --> 03:49:25.369]  When your whole squad gets exposed.
[03:49:26.509 --> 03:49:27.689]  You gotta blame the Russians.
[03:49:28.029 --> 03:49:29.890]  You gotta hit that button every single time.
[03:49:31.437 --> 03:49:33.137]  Yeah, you gotta blame the Russians.
[03:49:33.237 --> 03:49:35.098]  Even though I have ties with the Russians.
[03:49:35.158 --> 03:49:37.178]  I made uranium deals with the Russians.
[03:49:37.238 --> 03:49:41.839]  My campaign manager, John Podesta, he made stock deals with the Russians.
[03:49:42.400 --> 03:49:47.101]  Barack Obama, who campaigned for me, said to wait until he wins again.
[03:49:47.221 --> 03:49:49.221]  I ate a Russian salad the other day.
[03:49:49.941 --> 03:49:52.782]  Oh yeah, I forgot about the Russian salad dressing.
[03:49:52.802 --> 03:49:54.122]  Woo!
[03:49:55.082 --> 03:49:57.043]  She's got the button right there.
[03:49:58.942 --> 03:49:59.644]  And she's quick.
[03:50:10.788 --> 03:50:31.496]  Well, I don't know if you saw the FBI hearing today, the grilling of James Comey, but James Comey has now announced today that Russia is meddling in European elections and that Russia is already meddling in our 2018 and 2020 elections.
[03:50:32.097 --> 03:50:37.559]  I don't know how James Comey knows that they're already meddling in the 2020 presidential elections.
[03:50:37.839 --> 03:50:40.260]  I mean, this guy must have foresight like a psychic.
[03:50:43.365 --> 03:50:43.886]  Yeah, man.
[03:50:43.986 --> 03:50:50.393]  I mean, I think the Russians are basically involved in every single election throughout time.
[03:50:50.613 --> 03:50:54.357]  They must have some sort of time machine, and I gotta hand it to them.
[03:50:54.417 --> 03:50:59.263]  I mean, they're really good at hacking these elections, so I'm not even mad.
[03:50:59.363 --> 03:51:01.626]  I'm pretty impressed.
[03:51:01.806 --> 03:51:03.347]  Actually, the truth of the matter is,
[03:51:04.457 --> 03:51:10.001]  If you took, if you took, if you found every Trump voter, what did it turn out to be like 72 million or something like that?
[03:51:10.522 --> 03:51:19.248]  If you took every Trump voter actually, you could actually take every single one of them is wearing a mask and every single one of them is actually Vladimir Putin.
[03:51:20.509 --> 03:51:24.452]  A Vladimir Putin clone army came to America and elected Donald Trump.
[03:51:26.494 --> 03:51:26.694]  Yeah.
[03:51:27.381 --> 03:51:29.683]  Which speaks to my next meme.
[03:51:29.983 --> 03:51:32.705]  I actually have the Alex Jones clone army.
[03:51:33.166 --> 03:51:33.306]  Oh!
[03:51:33.366 --> 03:51:34.166]  If you want to see that next.
[03:51:34.186 --> 03:51:34.927]  This was a great meme.
[03:51:34.967 --> 03:51:35.908]  So this is the prediction.
[03:51:38.190 --> 03:51:47.217]  Yeah, in 2077, Barron Trump unleashes his Alex Jones clone army on the last remaining holdouts of the globalists.
[03:51:47.657 --> 03:51:49.879]  Their screams echo in eternity.
[03:51:50.891 --> 03:51:51.591]  A classic.
[03:51:51.812 --> 03:51:53.152]  That's a great meme, bro.
[03:51:53.433 --> 03:51:58.376]  I don't care what anyone says, that is a grade-A meme.
[03:51:58.796 --> 03:51:59.997]  No, this was... I love that.
[03:52:00.057 --> 03:52:01.858]  I mean... This was a great meme.
[03:52:01.898 --> 03:52:06.941]  Dude, if I saw a clone army of Alex Jones walking down the hall, I would be terrified.
[03:52:07.421 --> 03:52:08.722]  Especially if they looked like that.
[03:52:08.742 --> 03:52:12.424]  The globalists are shaking in their boots right now, bro.
[03:52:12.504 --> 03:52:16.927]  Like, just bringing this back up, every time they see it, they're like, yeah, dude.
[03:52:18.820 --> 03:52:19.620]  They can't handle it.
[03:52:19.960 --> 03:52:28.043]  So next, we have this little... I'm not sure what painting this is, but this just looks super classy to me.
[03:52:28.063 --> 03:52:29.443]  We got all the Pepe's in here.
[03:52:30.823 --> 03:52:32.644]  You know, we got the classics.
[03:52:33.064 --> 03:52:34.364]  The Cucks in the background.
[03:52:34.384 --> 03:52:36.125]  We got, you know, Carl the Cuck.
[03:52:36.145 --> 03:52:37.465]  We got Andy Skrillex.
[03:52:37.545 --> 03:52:39.005]  Wow, I've never seen this one.
[03:52:39.025 --> 03:52:39.806]  Triggly Puff.
[03:52:39.886 --> 03:52:40.646]  Oh yeah.
[03:52:40.686 --> 03:52:42.186]  Glenn Beck in the background.
[03:52:42.246 --> 03:52:43.006]  Bill Kristol.
