[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[03:36:47.747 --> 03:36:57.650]  It slows down the progression, get this, of one symptom of this disease, and that symptom is the inability to walk.
[03:36:59.028 --> 03:37:03.269]  A child who supposedly has this disease definitely has trouble walking.
[03:37:03.789 --> 03:37:08.710]  Well, how many episodes of having trouble walking does a child experience in a month or two months?
[03:37:09.050 --> 03:37:15.592]  Well, we can say that this drug decreases the number of such episodes of not being able to walk.
[03:37:16.252 --> 03:37:17.172]  That's all it does.
[03:37:17.592 --> 03:37:17.993]  That's it.
[03:37:18.233 --> 03:37:19.293]  That's why it was approved.
[03:37:19.693 --> 03:37:22.454]  That's why it costs $702,000 a year.
[03:37:22.834 --> 03:37:24.194]  So it doesn't cure the disease.
[03:37:24.254 --> 03:37:26.915]  It doesn't even slow down the disease, according to the FDA.
[03:37:27.255 --> 03:37:27.655]  It's just
[03:37:29.215 --> 03:37:37.239]  We think, yeah, it will decrease the number of episodes of having trouble walking.
[03:37:38.460 --> 03:37:42.482]  And for that, you pay $702,000 a year.
[03:37:45.703 --> 03:37:54.688]  Not only that, not only that folks, but we now look at some of the symptoms that the FDA lists here.
[03:37:54.728 --> 03:37:58.770]  Now get this, don't go away, pay attention, come on, use your brains.
[03:38:00.885 --> 03:38:02.786]  Here are some of the symptoms.
[03:38:04.107 --> 03:38:09.471]  Language delay, seizures, lack of coordination, muscle twitches.
[03:38:10.732 --> 03:38:13.153]  Does that sound familiar to you in any way?
[03:38:13.213 --> 03:38:17.516]  Have you been paying attention to medical news over the last however many years?
[03:38:18.537 --> 03:38:24.340]  Those of you in the know will understand that this sounds a lot like vaccine damage.
[03:38:25.801 --> 03:38:26.362]  Say that again?
[03:38:26.942 --> 03:38:28.063]  Vaccine damage.
[03:38:29.517 --> 03:38:31.438]  Vaccine damage.
[03:38:32.038 --> 03:38:32.678]  Indeed he do.
[03:38:33.718 --> 03:38:37.860]  But they're saying, oh, it's a rare genetic disease, CLNN2.
[03:38:37.940 --> 03:38:39.260]  Yes, that's what it is.
[03:38:40.861 --> 03:38:41.901]  Vaccine damage.
[03:38:41.941 --> 03:38:42.201]  Hmm.
[03:38:43.462 --> 03:38:44.202]  Well, well, well.
[03:38:45.462 --> 03:38:53.645]  Here's what a kid who's already suffering, really suffering, is going to be subjected to if they take this drug.
[03:38:55.307 --> 03:39:16.224]  Every two weeks, 90 minutes in the doctor's office with an infusion port inserted in the child's head to receive 90 minutes of this drug, Brinura, plus other drugs that the child will receive at the time every other week.
[03:39:18.018 --> 03:39:27.827]  To reduce, maybe, the incidence of one symptom of the disease at a price tag of anywhere between $480,000 and $702,000 a year, and this is called medical treatment.
[03:39:32.941 --> 03:39:33.301]  Okay.
[03:39:34.202 --> 03:39:35.762]  Alright, so what have we covered here?
[03:39:35.782 --> 03:39:38.203]  This is this week's news, right?
[03:39:38.783 --> 03:40:01.133]  Alright, so we talked about a new study in the UK which destroys the UK war on cancer, torturing patients with drugs, pain, suffering, chemo drugs that are useless, maybe increase the lifespan 3.2 months of intense suffering, price tag on the whole project over a billion dollars, total failure.
[03:40:01.753 --> 03:40:09.997]  Okay, antidepressants linked to internal skull bleeding, conditioned death right around the corner.
[03:40:10.017 --> 03:40:10.917]  Mm-hmm.
[03:40:11.117 --> 03:40:11.597]  What else?
[03:40:11.737 --> 03:40:23.442]  Brinura, this $702,000 drug for the treatment of one symptom of what sounds a lot like a vaccine damage.
[03:40:23.502 --> 03:40:24.483]  Yes, indeed.
[03:40:24.643 --> 03:40:25.283]  Indeed you do.
[03:40:25.723 --> 03:40:27.324]  And then we had this, 18,000 lawsuits lining up
[03:40:31.609 --> 03:40:37.334]  That's 18,000 lawsuits lining up against the very popular blood-thinning drug Xarelto.
[03:40:38.135 --> 03:40:41.678]  Yes.
[03:40:41.698 --> 03:40:58.412]  18,000 lawsuits from patients who are now asserting that they've been injured very badly, and the first lawsuit is scheduled to go off this coming week in New Orleans, where the plaintiff, Joseph Boudreaux, is saying
[03:40:59.582 --> 03:41:12.725]  Needed blood transfusions after taking the drug, had to go to the hospital, okay, and had multiple heart procedures done in the hospital, all because of taking this drug.
[03:41:13.646 --> 03:41:14.266]  Indeed he do.
[03:41:16.186 --> 03:41:19.967]  That's a week's worth of medical stuff here, okay?
[03:41:22.168 --> 03:41:24.008]  Now let's expand the picture.
[03:41:24.408 --> 03:41:25.268]  What are we talking about?
[03:41:25.689 --> 03:41:27.149]  The medical cartel.
[03:41:28.331 --> 03:41:29.712]  The medical cartel.
[03:41:29.752 --> 03:41:30.292]  What is that?
[03:41:30.792 --> 03:41:46.018]  Medical schools, doctors, drug companies, public health agencies like the FDA, the CDC, the National Institutes of Health, research laboratories, doctors, doctors associations like the AMA, medical journals.
[03:41:48.119 --> 03:41:48.459]  Okay?
[03:41:48.760 --> 03:41:49.520]  Getting the picture?
[03:41:49.940 --> 03:41:51.661]  All of this together.
[03:41:53.101 --> 03:41:54.022]  All of this together.
[03:41:54.562 --> 03:41:56.563]  World Health Organization and so forth.
[03:41:57.688 --> 03:41:59.069]  Very, very, very powerful.
[03:42:00.369 --> 03:42:16.376]  Now, as I've documented over the years, many, many times, death and destruction emanating from the medical cartel, chapter and verse, the numbers, and so on and so forth, and
[03:42:17.648 --> 03:42:27.852]  The members of the medical cartel, including now we can also include media medical reporters, mainstream media medical reporters, stand by and do nothing.
[03:42:29.213 --> 03:42:41.678]  The FDA does nothing, the government does nothing, as these drugs maim, kill, destroy lives in America, in the West, in industrialized countries, in non-industrialized countries, all over the world, right?
[03:42:44.036 --> 03:42:53.941]  And the vaccines as well, with harmful, toxic ingredients just like the drugs, like formaldehyde, like aluminum, like mercury, yes, still mercury.
[03:42:53.961 --> 03:42:57.143]  Known poisons.
[03:43:00.065 --> 03:43:03.406]  The medical cartel poisons the world.
[03:43:03.706 --> 03:43:04.487]  You want a caption?
[03:43:05.137 --> 03:43:20.707]  The medical cartel poisons the world behind such sophisticated propaganda that people prefer to believe, still many, many, many people prefer to believe that the medical cartel is an angel flying in on wings to save the planet.
[03:43:21.648 --> 03:43:29.172]  That's quite an ability to turn people's minds off and put them on programming to turn that around.
[03:43:31.174 --> 03:43:33.896]  So, here's a fact.
[03:43:34.975 --> 03:43:37.357]  I broadcast it, written about it many, many times.
[03:43:38.298 --> 03:43:46.566]  It's based on a completely mainstream study, all the way along the line, no fringe characters, no independents even.
[03:43:46.987 --> 03:43:48.989]  Journal of the American Medical Association, July 26, 2000.
[03:43:49.629 --> 03:43:52.552]  The review is called, Is U.S.
[03:43:52.572 --> 03:43:54.174]  Health Really the Best in the World?
[03:43:54.214 --> 03:43:54.995]  You can look it up.
[03:43:55.875 --> 03:43:58.836]  Dr. Barbara Starfield was the author.
[03:43:58.956 --> 03:43:59.936]  I've interviewed her.
[03:44:00.577 --> 03:44:08.119]  At the time, she was a revered and honored public health expert at the Johns Hopkins School of Public Health.
[03:44:08.859 --> 03:44:09.319]  Okay?
[03:44:10.140 --> 03:44:10.480]  Got it?
[03:44:13.381 --> 03:44:14.101]  Her conclusion.
[03:44:15.037 --> 03:44:18.559]  And she told me that was a conservative estimate.
[03:44:18.919 --> 03:44:19.920]  Every year in the U.S.
[03:44:19.940 --> 03:44:24.162]  the medical system kills 225,000 people.
[03:44:24.182 --> 03:44:25.022]  Okay?
[03:44:25.903 --> 03:44:31.586]  So let that sink into your pores and your brain and your cells and so forth.
[03:44:32.606 --> 03:44:36.429]  Every year in the US, the medical system kills 225,000 people.
[03:44:36.469 --> 03:44:42.413]  We're not even talking yet about maiming millions of people, but the death toll.
[03:44:43.074 --> 03:44:51.740]  So if you do a little bit of arithmetic and you extrapolate that out to a decade, how many medical killings are we talking about?
[03:44:52.967 --> 03:44:53.608]  Pop quiz.
[03:44:54.608 --> 03:44:55.509]  Give me three seconds.
[03:44:55.749 --> 03:44:56.790]  One, two, three.
[03:44:56.810 --> 03:45:02.715]  2.25 million killings per decade in America alone.
[03:45:03.815 --> 03:45:05.557]  At the hands of the medical system.
[03:45:07.118 --> 03:45:11.521]  From the drugs, from errors in hospitals, from treatment in hospitals.
[03:45:11.542 --> 03:45:13.563]  Okay?
[03:45:15.965 --> 03:45:16.645]  Break that down.
[03:45:17.006 --> 03:45:20.849]  Every year in the U.S., according to this review,
[03:45:22.997 --> 03:45:33.222]  106,000 people killed by the pharmaceutical drugs alone, so that would extrapolate out to 1.06 million killings per decade at the hands of the medical cartel.
[03:45:34.262 --> 03:45:36.503]  Poisoning, in other words, in the drugs.
[03:45:37.083 --> 03:45:38.624]  Poisoning in the drugs.
[03:45:42.626 --> 03:45:43.906]  Mainstream media cover this?
[03:45:44.427 --> 03:45:44.747]  No.
[03:45:46.588 --> 03:45:46.948]  Not at all.
[03:45:47.984 --> 03:45:49.225]  Biggest story they would ever cover.
[03:45:49.825 --> 03:45:51.626]  Biggest of their lives.
[03:45:52.447 --> 03:46:09.397]  This is why all these reporters when they were so young and had ideals went to journalism school because someday I'm going to get a story that's going to provide justice across the board and it's going to be such a hot story at the same time that I can be deployed for six, eight months, a year, two years to
[03:46:11.713 --> 03:46:31.865]  Invade the medical cartel in every nook and cranny and drag people out kicking and screaming and obtaining Confessions from them at the FDA at the CDC at NIH doctors offices at the World Health Organization everywhere They will finally confess to their crimes and they'll say we did nothing about it.
[03:46:32.365 --> 03:46:36.687]  We turned a blind eye You want to call that reckless indifference you want to call that?
[03:46:39.136 --> 03:46:40.197]  Negligent homicide?
[03:46:40.717 --> 03:46:41.858]  I call it what it is.
[03:46:42.539 --> 03:46:50.004]  When you stand by and you know this is what's happening, when you aid and abet it, that's a murder.
[03:46:51.085 --> 03:46:51.626]  It's murder.
[03:46:53.107 --> 03:46:54.007]  It's mass murder.
[03:46:55.689 --> 03:46:56.650]  That's what we're talking about.
[03:46:57.951 --> 03:46:59.131]  Mass murder.
[03:46:59.512 --> 03:46:59.732]  Okay?
[03:47:01.952 --> 03:47:11.720]  So now, I will try to boil down my latest piece of No More Fake News today, which was titled, Why Isn't There a Medical Edward Snowden?
[03:47:13.061 --> 03:47:14.141]  And this is what I mean.
[03:47:16.303 --> 03:47:21.267]  A consummate insider inside the medical cartel.
[03:47:23.032 --> 03:47:35.203]  I'm talking about inside the pharmaceutical complex, inside the CDC, or inside the FDA, inside the inside of the inside like Snowden was at the NSA.
[03:47:36.184 --> 03:47:43.447]  Who collects reams of data, emails, memos, documents, you know, the whole nine yards.
[03:47:43.707 --> 03:47:48.309]  Not talking about a doctor who left the profession because he was, you know, that's great.
[03:47:49.270 --> 03:47:52.071]  Willing to tell the truth for the first time, whatever.
[03:47:52.391 --> 03:47:55.632]  Not talking about the whistleblower at the CDC, William Thompson.
[03:47:56.012 --> 03:48:02.675]  We're talking about somebody who is much further on the inside with data on the whole shoot match, what I'm talking about here.
[03:48:02.715 --> 03:48:04.056]  Who steps out into the open,
[03:48:06.109 --> 03:48:17.874]  And all of this is published and the entire poisonous, globalist, medical cartel is exposed to the light of day for the world, the entire planet to see.
[03:48:18.634 --> 03:48:19.995]  We have no such person.
[03:48:22.336 --> 03:48:22.716]  We don't.
[03:48:23.836 --> 03:48:24.377]  I would know.
[03:48:25.797 --> 03:48:29.259]  If there is, he's still contemplating coming forward.
[03:48:30.759 --> 03:48:34.561]  And the big question, and screw in your brains on this folks, come on.
[03:48:35.856 --> 03:48:36.316]  Why not?
[03:48:36.656 --> 03:48:40.398]  Why don't we have an Edward Snowden of the medical cartel?
[03:48:41.158 --> 03:48:44.279]  And a lot of people say, well, because he knows he would be killed if he stepped out.
[03:48:45.039 --> 03:48:54.042]  Yeah, well, that's true of many areas of whistleblowers who feel that they're risking their lives and yet they do step forward.
[03:48:55.283 --> 03:48:57.063]  So that argument doesn't wash.
[03:48:57.304 --> 03:48:57.744]  Sorry.
[03:48:59.524 --> 03:49:01.625]  Why don't they step out into the light of day?
[03:49:01.665 --> 03:49:04.066]  Well, let me give you the secret and the answer.
[03:49:05.327 --> 03:49:24.354]  Snowden stepped out into the light of day with at least a reasonable assurance, if not more, that there was some mainstream journalist out there who was going to connect with him and was going to reveal at least some of what he had taken from the National Security Agency.
[03:49:26.018 --> 03:49:45.243]  But in the case of a consummate medical Edward Snowden, there is no such guarantee because major medical media and major media in general will blacklist, censor, destroy, turn a blind eye to, and never publish
[03:49:47.833 --> 03:50:15.141]  Chances are very high that such a really consummate medical inside whistleblower would never have his data, all the emails, the memos, the documents that prove the collusion, that they're inventing diseases, that they're inventing poisonous cures, that they're lying about phony epidemics in order to force people to go in for vaccinations that are completely unnecessary and toxic.
