[00:00:05.572 --> 00:00:17.396]  He never gives up.
[03:29:05.239 --> 03:29:07.880]  But I want to take a look now at the Streisand effect.
[03:29:09.161 --> 03:29:10.361]  Remember Barbara Streisand?
[03:29:10.381 --> 03:29:15.842]  She was very upset in the days before we had Google Earth where you could look at any particular location.
[03:29:15.882 --> 03:29:19.923]  She was upset because somebody published some pictures of her house and she made a big stink out of it.
[03:29:19.963 --> 03:29:24.844]  All of a sudden it got so popular that everybody was publishing pictures of her house.
[03:29:25.144 --> 03:29:26.105]  That's the Streisand effect.
[03:29:26.745 --> 03:29:30.505]  So we have Barbara Streisand in New York talking about Hillary Clinton.
[03:29:30.746 --> 03:29:32.506]  If only Hillary Clinton had been president.
[03:29:33.146 --> 03:29:35.708]  And when I look at this, it's like, now that's the Streisand effect.
[03:29:35.828 --> 03:29:43.815]  As disappointed as we may be in many of the things that Donald Trump has done or has failed to do, like failed to repeal Obamacare, yes, they are moving in the right direction with that.
[03:29:44.316 --> 03:29:46.798]  But as we're disappointed, think about the Streisand effect.
[03:29:46.878 --> 03:29:50.661]  She just reminded us all that Hillary Clinton is not president.
[03:29:51.261 --> 03:29:52.923]  And we can really be happy about that.
[03:29:53.423 --> 03:29:55.025]  The Empire's on the run.
[03:29:55.965 --> 03:29:58.628]  Alex Jones and the GCN Radio Network.
[03:30:02.898 --> 03:30:09.164]  The anthropogenic globalists have won the French presidential election, with Macron becoming the youngest French president ever.
[03:30:09.184 --> 03:30:13.108]  Macron won in a landslide, thanks to many simply voting against Le Pen.
[03:30:13.268 --> 03:30:15.911]  Macron was elected despite mere hours before the election.
[03:30:16.131 --> 03:30:22.858]  Leaked documents revealed Macron would cater to Islam, Antifa, the EU, as well as his own personal offshore bank accounts.
[03:30:23.018 --> 03:30:25.099]  There will be no investigating into the U.S.
[03:30:25.159 --> 03:30:29.780]  meddling in the French election, despite Barack Obama and seemingly every major U.S.
[03:30:29.860 --> 03:30:34.221]  news network endorsing Macron and labeling Le Pen racist and extremist.
[03:30:34.341 --> 03:30:41.423]  The fake corporate news continues to push Le Pen as racist, as Bernie Sanders has chimed in saying France rejected racism and xenophobia.
[03:30:41.523 --> 03:30:45.964]  But the cruelest irony of all this is the victory cries of Vive la France.
[03:30:46.244 --> 03:30:50.368]  Even though it is not refuted that Le Pen was the nationalist candidate.
[03:30:50.428 --> 03:30:51.809]  They cheer hooray for France.
[03:30:52.049 --> 03:30:52.950]  Long live France!
[03:30:53.190 --> 03:30:59.635]  As this election will likely mark the end of France and it is a victory for the globalist European Union, not France.
[03:30:59.795 --> 03:31:02.317]  For InfoWars.com, this is Owen Schroer.
[03:31:02.998 --> 03:31:10.764]  InfoWars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsStore.com.
[03:31:10.985 --> 03:31:15.128]  Defender Body Armor is certified to protect against all handgun rounds, even armor-piercing
[03:31:15.728 --> 03:31:17.389]  FN 5.7 pistol rounds.
[03:31:17.610 --> 03:31:25.895]  The secret to Defender body armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[03:31:26.195 --> 03:31:31.818]  Using one of the strongest synthetic materials ever created called ultra-high molecular weight polyethylene.
[03:31:32.058 --> 03:31:34.940]  Defender armor is also super compact and lightweight.
[03:31:35.180 --> 03:31:40.944]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[03:31:41.284 --> 03:31:41.744]  It works.
[03:31:42.044 --> 03:31:50.346]  Defender Body Armor is made right here in America and has received the highest level Ballistic Resistance Certification from an authorized NIJ Ballistic Laboratory.
[03:31:50.366 --> 03:31:59.889]  Defender Body Armor is now available through InfoWarStore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[03:32:00.249 --> 03:32:00.729]  A total 360 win.
[03:32:03.985 --> 03:32:09.328]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[03:32:09.488 --> 03:32:10.068]  I take this.
[03:32:10.328 --> 03:32:11.349]  My family takes this.
[03:32:11.449 --> 03:32:15.691]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[03:32:15.731 --> 03:32:20.233]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[03:32:20.333 --> 03:32:24.896]  If I ever forget to take them, I have a noticeable difference.
[03:32:24.976 --> 03:32:26.016]  I don't feel good.
[03:32:26.116 --> 03:32:29.618]  The nascent iodine is one of the ones that was life-changing for me.
[03:32:29.878 --> 03:32:32.520]  Yeah, I actually have just run out of my Super Female.
[03:32:32.560 --> 03:32:37.883]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[03:32:38.363 --> 03:32:40.784]  Very exciting, feeling great, looking good.
[03:32:41.325 --> 03:32:44.766]  And I know my hair is a little luxurious once again.
[03:32:44.867 --> 03:32:47.048]  So, obviously, the Super Female is amazing.
[03:32:47.088 --> 03:32:47.448]  I love it.
[03:32:47.608 --> 03:32:50.210]  Nascent Iodine is essential.
[03:32:50.410 --> 03:32:51.391]  Survival Shield X2.
[03:32:51.431 --> 03:32:57.376]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[03:32:57.396 --> 03:32:59.018]  It's got a five-star rating.
[03:32:59.258 --> 03:33:01.240]  It's a win-win in fullwarslife.com.
[03:33:09.096 --> 03:33:09.557]  News.
[03:33:10.158 --> 03:33:10.979]  Analysis.
[03:33:11.480 --> 03:33:12.141]  Reports.
[03:33:12.922 --> 03:33:15.065]  It's the Alex Jones Show.
[03:33:15.846 --> 03:33:18.610]  And now, your host, David Knight.
[03:33:22.165 --> 03:33:23.606]  Welcome back to the Alex Jones Show.
[03:33:23.626 --> 03:33:26.509]  I'm David Knight, and joining us now is author George Neumeier.
[03:33:26.869 --> 03:33:37.137]  He writes at Spectator.org, but he also has a book out that's just come out, The Political Pope, How Pope Francis is Delighting the Liberal Left and Abandoning Conservatives.
[03:33:37.178 --> 03:33:43.463]  I think it's very interesting to talk about this subject because, of course, at the end of last week we just had an executive order from Donald Trump.
[03:33:44.261 --> 03:33:49.165]  Talking about how he wanted the Johnson Amendment to not be enforced against churches.
[03:33:49.786 --> 03:34:05.158]  And of course, if you don't know what the Johnson Amendment is, that is the IRS regulation, essentially, that would say that for tax deductible or for 501c3 corporations, which many churches are to get their tax deduction, that they cannot talk about politics.
[03:34:05.278 --> 03:34:11.704]  And so that classification, lumping churches together with just tax-exempt organizations,
[03:34:12.859 --> 03:34:14.360]  It's kind of confusing to start with.
[03:34:14.780 --> 03:34:23.244]  And there's now been a back and forth within conservative churches and Protestant churches as to whether or not they even want their churches to be involved with this.
[03:34:23.284 --> 03:34:25.005]  Many of them say, well, we don't want to see this happen.
[03:34:25.025 --> 03:34:26.845]  Well, they don't have to talk about politics.
[03:34:27.226 --> 03:34:28.906]  The Pope doesn't have to talk about politics.
[03:34:28.966 --> 03:34:30.507]  They could stick to the subject.
[03:34:30.547 --> 03:34:32.688]  People can decide which church they want to go to.
[03:34:33.188 --> 03:34:33.868]  I think we ought to...
[03:34:35.089 --> 03:34:37.410]  Feeling on this is that we ought to get the IRS out of it.
[03:34:37.430 --> 03:34:47.315]  But I want to hear what George Neumeier says about this, but also about the politics of the Pope, because he has not been silent at all about what he wants to see happen.
[03:34:47.435 --> 03:34:57.200]  And it is a real 180 from what we have seen in the Catholic Church, as you point out, possibly the most liberal Pope that we have ever had.
[03:34:57.240 --> 03:34:58.801]  Thank you for joining us, George Neumeier.
[03:35:00.370 --> 03:35:01.210]  Thank you for having me.
[03:35:02.051 --> 03:35:08.794]  Give us a little bit of a sense of what you're concerned about here in this book, The Political Pope.
[03:35:08.834 --> 03:35:12.336]  Tell us some of the things that you're concerned about with the Pope that he's gotten involved in.
[03:35:12.356 --> 03:35:20.160]  Of course, we've reported on this, but let's just go over some of the more obvious things that this Pope who's promoted a globalist agenda has done.
[03:35:20.180 --> 03:35:28.684]  Well, yeah, as you point out, the Church has gone from an anti-communist Pope in John Paul II
[03:35:29.668 --> 03:35:32.971]  To now a pope who's flirting with communism.
[03:35:33.832 --> 03:35:47.483]  And Francis has become the darling of the global left by aggressively pushing open borders, socialism, gun control, pacifism of various kinds.
[03:35:48.384 --> 03:35:54.790]  He's clamoring for the elimination of lifetime imprisonment, which is a position so far to the left that the U.S.
[03:35:54.830 --> 03:35:56.091]  Democrats don't even take it.
[03:35:56.829 --> 03:36:07.933]  So on issue after issue, he is enlisting the church in the causes of the global left, and that's having a tremendously divisive effect on the church.
[03:36:08.614 --> 03:36:20.998]  And it's having a very bad effect on our politics because it's making it easier for the Democrats to present themselves as as being in line with religion when really they're not.
[03:36:21.098 --> 03:36:24.920]  Everybody knows that the Democrats have become a godless party
[03:36:25.384 --> 03:36:33.452]  That is in favor of abortion, and that is not interested in giving religion any role within public life.
[03:36:34.032 --> 03:36:45.283]  The Democrats are the party of secularism, and so it is perverse that the Pope would be enlisting, would be making it easier for the Democrats to be successful in politics.
[03:36:45.973 --> 03:36:54.297]  And as you pointed out in your press release here, you say that radical academic Cornel West has said Pope Francis is a gift from heaven.
[03:36:55.398 --> 03:37:03.082]  In the write-up on your book on Amazon, you point out that we've had Tom Hayden, who is Jane Fonda's husband, very radical.
[03:37:03.502 --> 03:37:09.966]  He said the selection of Pope Francis was more miraculous than the rise of Barack Obama in 2008.
[03:37:10.026 --> 03:37:12.407]  They're very happy with what he's doing.
[03:37:12.927 --> 03:37:25.850]  The globalists are very happy with what he's doing, and if you look at the tenets of globalism, from economics, that he's pushing a very radical socialism, a communism, if you will, also pushing climate change.
[03:37:26.110 --> 03:37:38.733]  He's not speaking ex-cathedra, he's not speaking from the chair when he talks about science, he's not speaking from the chair when he speaks about economics, and that's the concern that many people in the Catholic Church have with him as well, isn't it?
[03:37:40.632 --> 03:37:46.384]  Yeah, he's really turned the Vatican into almost like an annex of Greenpeace and the Sierra Club.
[03:37:46.404 --> 03:37:51.214]  You know, the Vatican is now crawling with radical environmentalists.
[03:37:51.747 --> 03:38:06.856]  Jeffrey Sachs, Naomi Klein, Al Gore, Bill de Blasio, Bernie Sanders, all of these extreme environmentalists show up at the Vatican and they promote the rawest forms of climate change activism.
