[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[03:17:36.965 --> 03:17:41.048]  And the president leads one of the branches of the government that's supposed to meet with people.
[03:17:41.048 --> 03:17:41.549]  Paul Watson.
[03:17:42.932 --> 03:17:47.454]  Well, Obama met with Medvedev, Hillary Clinton met Vladimir Putin.
[03:17:47.454 --> 03:17:50.355]  It doesn't mean he's conspiring with Russia if he talks to people.
[03:17:50.355 --> 03:18:01.439]  The thing that concerns me is this New York Times thing today about Ivanka Trump, where it says she's literally like reading and checking off on executive orders before they get passed.
[03:18:01.439 --> 03:18:06.060]  She's basically embedded herself deep in the administration despite the fact she has no cabinet position.
[03:18:06.060 --> 03:18:07.581]  It's like she's the vice president now.
[03:18:08.154 --> 03:18:10.956]  Yeah, they're calling it Jevonka.
[03:18:10.956 --> 03:18:15.339]  Jared Kushner, who by the way has now got business dealings with George Soros, it's just come out.
[03:18:15.339 --> 03:18:20.723]  Jevonka and Ivanka, Jared Kushner and Ivanka Trump now literally just crafting policy.
[03:18:20.723 --> 03:18:32.652]  We know Ivanka's a globalist, she's hanging around with Lagarde and Angela Merkel, she's pushing mass refugee programs that have destroyed societies in European countries or are in the process of doing so.
[03:18:32.652 --> 03:18:33.893]  That's concerning.
[03:18:33.893 --> 03:18:35.534]  Nobody voted for Ivanka Trump.
[03:18:36.661 --> 03:18:40.364]  Or Jevonka, for that matter, or Jared Kushner.
[03:18:40.364 --> 03:18:48.250]  And if you expand on that, his 666 building and the rest of it, and all the failures he's involved in, talk about her West Wing agenda.
[03:18:48.250 --> 03:18:50.612]  I mean, look at her right there.
[03:18:50.612 --> 03:18:53.314]  It's almost like she's got her dad under her control or something.
[03:18:53.314 --> 03:18:53.975]  This is weird.
[03:18:55.080 --> 03:19:09.889]  Well, the thing that concerns me is that she has differing beliefs regarding climate change, regarding the whole green energy movement, whereas Trump ran on the fact that he was going to bring back the coal industry.
[03:19:09.889 --> 03:19:10.410]  Exactly!
[03:19:10.410 --> 03:19:13.632]  And look, if his daughter wants to have those other views, that's her issue.
[03:19:13.632 --> 03:19:16.474]  But that's not who we voted for.
[03:19:16.474 --> 03:19:20.856]  Okay, thank you so much.
[03:19:20.856 --> 03:19:21.617]  Michelle, anything else?
[03:19:23.409 --> 03:19:31.074]  Yeah, it also came to light that Jared Kushner did not disclose some business ties he had with Russia and he needs to go now.
[03:19:31.074 --> 03:19:33.015]  Russia and China, absolutely.
[03:19:33.015 --> 03:19:37.978]  Little Kushner needs to, you know, sprout some wings and fly away like a happy little creature.
[03:19:37.978 --> 03:19:41.020]  Back to, I guess, prison where his daddy's at or everybody else.
[03:19:41.020 --> 03:19:44.422]  Let's talk to Eric in California.
[03:19:44.422 --> 03:19:45.803]  You're on the air, Eric, go ahead.
[03:19:47.059 --> 03:19:48.440]  Hi, this is Erica.
[03:19:48.440 --> 03:19:50.101]  I can't get any names right today.
[03:19:50.101 --> 03:19:51.562]  My eyes are going out.
[03:19:51.562 --> 03:19:52.963]  Erica, Erica, Erica.
[03:19:52.963 --> 03:19:53.684]  What a beautiful name.
[03:19:53.684 --> 03:19:54.684]  Go ahead.
[03:19:54.684 --> 03:19:59.768]  Thank you so much, and it is such an honor to be talking to you and everybody over there.
[03:19:59.768 --> 03:20:03.451]  InfoWars, I have to say, I'm so excited.
[03:20:03.451 --> 03:20:05.452]  I can't even believe I'm talking to you right now.
[03:20:05.452 --> 03:20:10.035]  And I just thank you guys so much and everybody there for the hard work that you guys are doing.
[03:20:10.035 --> 03:20:11.736]  You broke me out of the Matrix.
[03:20:11.736 --> 03:20:13.718]  It's so clear what's going on to me now.
[03:20:14.645 --> 03:20:15.045]  I think so.
[03:20:31.372 --> 03:20:34.013]  For the most part, Bakersfield is very conservative.
[03:20:34.013 --> 03:20:38.476]  Well, I'm glad you raised that, because I've been meaning for Rob Dew and others and myself to do it.
[03:20:38.476 --> 03:20:42.658]  I've never seen the lack of aerosol spraying and geoengineering since Trump got in.
[03:20:42.658 --> 03:20:46.140]  I mean, because it's been going on for almost 20 years.
[03:20:46.140 --> 03:20:48.081]  It's a secret geoengineering program.
[03:20:48.081 --> 03:20:48.941]  Part of it's public.
[03:20:48.941 --> 03:20:55.765]  Anybody can Google geoengineering, Council on Foreign Relations, geoengineering Bill Gates, geoengineering energy department.
[03:20:56.465 --> 03:21:04.429]  It's going on, manipulating our atmosphere with barium salts, lemon dioxide, stuff added to jet fuel, and also radioactive isotopes.
[03:21:04.429 --> 03:21:10.352]  What's amazing is that I've never seen this many blue skies since, like, 1992.
[03:21:10.352 --> 03:21:14.755]  On these days now in Texas, total blue skies since Trump got elected.
[03:21:14.755 --> 03:21:20.498]  And the question is, have they killed the geoengineering program that was Lord knows what?
[03:21:20.498 --> 03:21:21.138]  Keep going, ma'am.
[03:21:21.138 --> 03:21:22.479]  I want to get Paul Watson's take on that.
[03:21:23.601 --> 03:21:27.123]  Okay, no, it's happening every day out here.
[03:21:27.123 --> 03:21:27.823]  Every day.
[03:21:27.823 --> 03:21:32.305]  You opened my eyes to it, and when I first heard about it, and I started, I'm very observant.
[03:21:32.305 --> 03:21:34.326]  I have a degree in psychology.
[03:21:34.326 --> 03:21:38.168]  I'm a stay-at-home mom now of two, and it kills me anymore.
[03:21:38.168 --> 03:21:39.888]  I can't even run outside.
[03:21:39.888 --> 03:21:44.871]  The air is so bad, and I want to shout from the top of my lungs to tell people, look up!
[03:21:44.871 --> 03:21:46.712]  Stop looking down at your phones.
[03:21:46.712 --> 03:21:49.533]  Look what's going on, but people are so complacent out here.
[03:21:50.283 --> 03:21:50.904]  I think so.
[03:22:07.597 --> 03:22:10.818]  Help me out a lot, but people don't know what's going on.
[03:22:10.818 --> 03:22:17.922]  There's people coughing and sneezing and sick and flus and fever and I want to tell people it's the chemtrails.
[03:22:17.922 --> 03:22:18.382]  It is.
[03:22:18.382 --> 03:22:22.204]  Well, let me tell you, GMO is causing a lot of autoimmune shutdowns and problems.
[03:22:22.204 --> 03:22:23.604]  It's a cocktail.
[03:22:23.604 --> 03:22:26.926]  And then you add the geoengineering that later rains down
[03:22:27.866 --> 03:22:29.127]  Thousands of miles away.
[03:22:29.127 --> 03:22:31.308]  And then you add the most important thing.
[03:22:31.308 --> 03:22:32.589]  China is totally dirty.
[03:22:32.589 --> 03:22:34.430]  The biggest industrial base ever.
[03:22:34.430 --> 03:22:36.492]  Dirty plants, everything.
[03:22:36.492 --> 03:22:39.934]  Its jet stream rains down all over the United States.
[03:22:39.934 --> 03:22:43.316]  In fact, Texas, Louisiana, and the Mississippi are the worst.
[03:22:43.316 --> 03:22:45.817]  That's one reason I may have to leave Texas at least part of the time.
[03:22:45.817 --> 03:22:47.498]  It's not just allergies.
[03:22:47.498 --> 03:22:54.363]  The jet stream goes from like 30,000, 35,000 feet down to ground level in different areas of North America.
[03:22:55.043 --> 03:22:57.525]  And then so used to, a hundred years ago, there'd be a big volcano.
[03:22:57.525 --> 03:23:02.969]  People would have allergies, they call it the vog, for a couple years from it, for thousands of miles away.
[03:23:02.969 --> 03:23:09.694]  Well forget the vog, like some people in Hawaii have, when the volcano's going on the big island, they get it on, you know, islands away.
[03:23:09.694 --> 03:23:13.717]  This is global smog raining down.
[03:23:13.717 --> 03:23:22.043]  So it's not just the chemtrails, but if the crew will do this for new viewers, type in geoengineering or climate engineering CFR or
[03:23:22.984 --> 03:23:24.047]  Smithsonian.
[03:23:24.047 --> 03:23:27.957]  You'll get mainstream articles admitting they're doing it, but they call it testing.
[03:23:27.957 --> 03:23:29.200]  Paul Watson, your take on this.
[03:23:29.200 --> 03:23:30.063]  Thank you so much, Erica.
[03:23:30.063 --> 03:23:31.847]  Apologize for getting your name wrong.
[03:23:33.459 --> 03:23:36.121]  She was talking about meeting people like mine.
[03:23:36.121 --> 03:23:37.682]  You can do that in any area.
[03:23:37.682 --> 03:23:39.603]  Just get on the internet.
[03:23:39.603 --> 03:23:41.544]  Organize a range to meet in a bar.
[03:23:41.544 --> 03:23:42.505]  Just go on a forum.
[03:23:42.505 --> 03:23:43.866]  Start a Facebook page.
[03:23:43.866 --> 03:23:45.047]  It's easy.
[03:23:45.047 --> 03:23:49.710]  It's this atomized idea that we're all just individuals floating around cyberspace.
[03:23:49.710 --> 03:23:54.973]  There are other people in your area who believe the same thing and it's so easy to meet up with them.
[03:23:54.973 --> 03:23:56.514]  Then you can form a group of friends.
[03:23:56.514 --> 03:23:59.957]  That turns into an activist movement in your local area.
[03:23:59.957 --> 03:24:02.078]  You can actually have an effect on policy.
[03:24:02.078 --> 03:24:02.899]  It's so easy.
[03:24:03.379 --> 03:24:05.592]  There's no excuse to not be doing that kind of thing.
[03:24:06.087 --> 03:24:06.447]  That's right.
[03:24:06.447 --> 03:24:10.269]  If people just search engine, CFR calls for geoengineering.
[03:24:10.269 --> 03:24:12.290]  Bill Gates involves geoengineering.
[03:24:12.290 --> 03:24:14.352]  Bill Gates wants to control hurricanes.
[03:24:14.352 --> 03:24:17.813]  You'll get all the articles, Dubai controlling the weather.
[03:24:17.813 --> 03:24:18.954]  China controlling the weather.
[03:24:18.954 --> 03:24:27.299]  And they've got these antennas that with the aluminum dioxide, they're able to then create nuclei by projecting up into it.
[03:24:27.299 --> 03:24:28.079]  There you go.
[03:24:28.079 --> 03:24:30.480]  On the regulation of geoengineering, CFR.
[03:24:30.480 --> 03:24:33.882]  We have a 1979 global treaty on weather weapons.
[03:24:33.882 --> 03:24:35.003]  This is real, folks.
[03:24:35.967 --> 03:24:37.089]  Great point, Paul.
[03:24:37.089 --> 03:24:47.503]  Yeah, well, you know, maybe they're cloud seeding or putting these chemtrails in the atmosphere either to prevent the drought or cause the drought.
[03:24:47.503 --> 03:24:48.645]  They admit it's a weather weapon.
[03:24:48.645 --> 03:24:50.127]  They're actually testing the weapons.
[03:24:50.909 --> 03:24:51.469]  Exactly.
[03:24:51.469 --> 03:24:54.331]  So, or, you know, who knows the health hazards?
[03:24:54.331 --> 03:24:57.592]  They said they were trying to stop global warming, but the sun cooled off.
[03:24:57.592 --> 03:25:03.755]  But all the scientists say, when they spray this, the UV goes under, can't bounce out, and it actually heats the earth.
[03:25:03.755 --> 03:25:07.117]  So they've been trying to heat the earth, but the sun cooled off, so it didn't work.
[03:25:07.117 --> 03:25:08.858]  Paul, why do you think they're trying to heat the earth?
[03:25:11.843 --> 03:25:13.724]  I don't know if they're trying to heat the earth.
[03:25:13.724 --> 03:25:21.389]  I mean, there's a lot of crazy stuff going on, but as Millie said earlier, you know, Ivanka's coming with this big global warming push.
[03:25:21.389 --> 03:25:24.531]  It's literally in direct opposition to what Trump's doing.
[03:25:24.531 --> 03:25:26.733]  I've talked to the geoengineers and I've talked to the...
[03:25:27.293 --> 03:25:28.334]  No, yeah, I understand.
[03:25:52.571 --> 03:26:05.902]  People have bought so much into this idea of some type of climate change or global warming or global cooling to where people living in the colder regions like Colorado say, look, see, it's snowing into March.
[03:26:05.902 --> 03:26:07.704]  It's global cooling, climate change.
[03:26:07.704 --> 03:26:12.288]  And then you have people in California where it's nice and warm and hot saying, hey, it's global warming.
[03:26:12.288 --> 03:26:13.409]  It's called weather, guys.
[03:26:13.649 --> 03:26:15.850]  Exactly, and now they're calling it climate change.
[03:26:15.850 --> 03:26:18.211]  Paul, I'm going to take one more call and hand the baton to you.
[03:26:18.211 --> 03:26:21.652]  I'm sorry to all the folks that have been holding, but I'm going to go to Victor in a moment.
[03:26:21.652 --> 03:26:24.193]  Sorry for barging in on your hour today, but it's hard to get you to do the show.
[03:26:24.193 --> 03:26:25.674]  It was great having you here in Texas.
[03:26:25.674 --> 03:26:26.654]  Did you enjoy yourself?
[03:26:26.654 --> 03:26:28.175]  And then tell us what's coming up in the next half hour.
[03:26:29.704 --> 03:26:42.656]  Well, Alex, I'm going to dip into a BuzzFeed article because I'm doing a video on it, but they've basically come out and said that, you know, people are responding to this Dear White People Netflix series and saying, what would happen if they did a Dear Black People?
[03:26:42.656 --> 03:26:45.218]  So they focused in on this tweet which said,
[03:26:46.019 --> 03:26:51.704]  Dear black people, I'm sorry for our history of oppression and genocide, as if that's what white people would say.
[03:26:51.704 --> 03:26:57.068]  There's such a fundamental historical misunderstanding of the history of slavery.
[03:26:57.068 --> 03:26:57.749]  It's done on purpose!
[03:26:57.749 --> 03:27:01.352]  Literally every single race enslaved people.
[03:27:01.352 --> 03:27:13.042]  And in fact it was white British people, Alex, that literally used to risk their lives and go and raid Arab slave owners in African countries and free black slaves in Africa.
[03:27:13.482 --> 03:27:14.964]  That was white British people.
