[00:00:03.707 --> 00:00:04.533]  That's Allen Railway, Chevy.
[03:34:22.099 --> 03:34:29.402]  That operates both as a corporation and as a public health agency in the executive branch of the federal government.
[03:34:29.402 --> 03:34:32.823]  All of this will come out.
[03:34:32.823 --> 03:34:39.806]  And the major media will go completely insane.
[03:34:39.806 --> 03:34:42.867]  Completely insane.
[03:34:42.867 --> 03:34:44.767]  Guaranteed.
[03:34:44.767 --> 03:34:47.828]  So we hope that this is in the cards.
[03:34:47.828 --> 03:34:49.009]  And that it's going to happen.
[03:34:51.894 --> 03:34:58.498]  Now, why are the major media going so crazy right now?
[03:34:58.498 --> 03:35:17.430]  I mean, we had the business of ABC airing a promo about a fiction series, a show, where a president was shot during a break in the Trump interview.
[03:35:17.430 --> 03:35:17.650]  Wow.
[03:35:19.699 --> 03:35:31.508]  We've had reporters sitting around, major reporters sitting around, joking about assassinating Trump, shooting Trump, murdering Trump.
[03:35:31.508 --> 03:35:33.950]  Just imagine.
[03:35:33.950 --> 03:35:40.735]  Well, can you even imagine if Hillary Clinton had won and the shoe was on the other foot?
[03:35:40.735 --> 03:35:46.259]  Reporters on television, mainstream reporters sitting around joking about killing Hillary.
[03:35:47.998 --> 03:35:50.679]  How do you think this would have flown?
[03:35:50.679 --> 03:35:53.621]  But, not a problem here.
[03:35:53.621 --> 03:36:17.132]  Do you see the New York Times or Washington Post, any of the major networks anywhere in the world, taking these stories, and there are several, a handful at least, where you've got mainstream reporters joking about murdering Trump, and making that into a page one story?
[03:36:18.118 --> 03:36:34.501]  And pounding on it day after day as an example of how far the left has gone and is willing to go in their efforts to, you can't even call it delegitimize because they're talking about assassination.
[03:36:34.501 --> 03:36:39.422]  That's what they are talking about in, you know, frivolous terms.
[03:36:39.422 --> 03:36:46.803]  And, you know, just and by frivolous, I mean casual like, yeah, what would happen if, you know, somebody just shot the president?
[03:36:48.302 --> 03:36:51.705]  Are you serious?
[03:36:51.705 --> 03:36:56.428]  This is how far major media are going.
[03:36:56.428 --> 03:37:12.281]  Because not only is their own survival at stake, and they know they're losing to independent media, losing by miles now to independent media, but the entire globalist agenda is cracking and falling apart.
[03:37:12.281 --> 03:37:13.382]  And what is that agenda?
[03:37:13.962 --> 03:37:14.963]  What are we talking about?
[03:37:14.963 --> 03:37:28.450]  We are talking about the replacement of sovereign nations with a new economic and political order that is international, a global management system for the entire planet.
[03:37:28.450 --> 03:37:37.695]  That agenda is being exposed over and over again, as it has been for some time, tremendously accelerated by Trump.
[03:37:40.031 --> 03:37:41.614]  And here it is.
[03:37:41.614 --> 03:37:45.440]  This must not happen, but it is happening.
[03:37:45.440 --> 03:37:50.088]  The entire mandate of major media was to keep this under wraps.
[03:37:51.096 --> 03:37:52.677]  And never expose it.
[03:37:52.677 --> 03:38:03.241]  Never let it see the light of day that this takeover, in this case of America and other countries, has been proceeding apace for a very long time.
[03:38:03.241 --> 03:38:05.582]  You can go back as far as you want to go in our history.
[03:38:05.582 --> 03:38:06.322]  You can go back to 1913.
[03:38:06.322 --> 03:38:08.963]  You can go back to 1945.
[03:38:08.963 --> 03:38:11.344]  These are key years.
[03:38:11.344 --> 03:38:17.806]  But it's been kept a secret and now the secret is blown completely.
[03:38:17.806 --> 03:38:19.487]  The covert op is blown.
[03:38:20.425 --> 03:38:28.129]  And major media are going insane because it's their mandate to cover this up.
[03:38:28.129 --> 03:38:30.910]  That's what's happening.
[03:38:30.910 --> 03:38:35.052]  And when people go insane, there is no predicting what they will do or say.
[03:38:35.052 --> 03:38:44.316]  They will say anything to try to escape from what they consider to be living death for themselves.
[03:38:44.316 --> 03:38:45.317]  For themselves.
[03:38:45.317 --> 03:38:46.137]  That's what will happen.
[03:38:47.785 --> 03:38:56.731]  Let me just remind you about the 2017 Make Our Bodies Great Again initiative.
[03:38:56.731 --> 03:39:04.057]  It isn't only making America great again, it's the people, the individuals, the health.
[03:39:04.057 --> 03:39:13.824]  This is what's happening at Infowars, and it all goes along with what I've been talking about, about the takedown of globalism and the reassertion of the individual again.
[03:39:14.887 --> 03:39:24.012]  So, there are many products that are involved here in this initiative at InfoWarsLife.com.
[03:39:24.012 --> 03:39:25.693]  Brain Force, 30% off.
[03:39:25.693 --> 03:39:28.295]  Super Male Vitality, 30% off.
[03:39:28.295 --> 03:39:29.316]  Secret 12, 20% off.
[03:39:29.316 --> 03:39:30.136]  Liver Shield, 20% off.
[03:39:30.136 --> 03:39:31.677]  Survival Shield X2, 30% off.
[03:39:31.677 --> 03:39:32.337]  Knockout, 20% off.
[03:39:32.337 --> 03:39:32.978]  Prostagard, 20% off.
[03:39:41.622 --> 03:39:46.866]  All of these products and many others at InfoWarsLife.com.
[03:39:46.866 --> 03:39:49.328]  Taking back your health, making your body great.
[03:39:49.328 --> 03:40:07.482]  Again, the 2017 InfoWars initiative and helping InfoWars to continue its work in this winning battle that we are in against globalism and for freedom.
[03:40:11.340 --> 03:40:22.546]  Another reason that the major media have gone so crazy is because they cannot permit a discussion of what it means to be talking about America.
[03:40:22.546 --> 03:40:25.208]  America as a nation.
[03:40:25.208 --> 03:40:34.913]  Not as an independent, it takes a village, you know, cheese glob, collectivist world which has been
[03:40:36.693 --> 03:40:42.960]  The incessant rattle of the media in one way or another and politicians for as long back as we can remember.
[03:40:43.857 --> 03:40:45.598]  No, not that.
[03:40:45.598 --> 03:41:01.626]  Just talking about America as a distinct, independent, existing nation, with a history, with a tradition that goes back to the formation of a republic, what that means, what the documents mean, and so forth.
[03:41:01.626 --> 03:41:11.652]  That discussion must never take place, as far as major media are concerned, and people must never again become aware that America is
[03:41:12.614 --> 03:41:15.235]  Its own nation.
[03:41:15.235 --> 03:41:18.255]  They hoped that day was long past.
[03:41:18.255 --> 03:41:19.296]  It would never return.
[03:41:19.296 --> 03:41:20.896]  But guess what?
[03:41:20.896 --> 03:41:22.216]  It's back.
[03:41:22.216 --> 03:41:23.076]  It's back again.
[03:41:23.076 --> 03:41:24.477]  It's happening.
[03:41:24.477 --> 03:41:28.418]  It's coming to the fore.
[03:41:28.418 --> 03:41:31.318]  This is a shock to the system.
[03:41:31.318 --> 03:41:34.859]  I mean, an incredible shock to the system.
[03:41:34.859 --> 03:41:36.060]  Look how far ABC, again, has gone.
[03:41:38.806 --> 03:41:58.283]  This is the footage, pronouncement, from the Pope of News, I guess you could say, the Papacy of News, saying that the Trump interview that took place, just took place, first made your media sit down with, you know, a network.
[03:41:58.283 --> 03:42:00.926]  Suddenly, ABC owns all of this.
[03:42:02.408 --> 03:42:12.335]  And has placed restrictions on how you can show little clips and so forth, but the big restriction is after February 1st, it's gone forever.
[03:42:12.335 --> 03:42:15.157]  Nobody else can air it.
[03:42:15.157 --> 03:42:17.139]  What?
[03:42:17.139 --> 03:42:21.042]  The President of the United States makes statements?
[03:42:22.335 --> 03:42:24.497]  Policy statements?
[03:42:24.497 --> 03:42:31.202]  And this is all going to disappear down the rat hole of ABC on February 1st?
[03:42:31.202 --> 03:42:33.744]  Is this, are they serious about this?
[03:42:33.744 --> 03:42:36.266]  Do they really think this is going to happen?
[03:42:36.266 --> 03:42:41.170]  Do they really think they can control this?
[03:42:41.170 --> 03:42:43.432]  And as Alex has said, why do they want to control it?
[03:42:43.432 --> 03:42:49.716]  Because they don't want other people being able to go back and say, look at what he said back here.
[03:42:49.716 --> 03:42:51.538]  Look at what Trump said and look at what he did.
[03:42:52.225 --> 03:42:53.647]  Gee, he said this and he did it.
[03:42:53.647 --> 03:42:54.748]  He said that and he did it.
[03:42:54.748 --> 03:42:58.451]  He said this and he did it.
[03:42:58.451 --> 03:43:04.097]  They want to be able to... It's 1984.
[03:43:04.097 --> 03:43:08.342]  It was here and then it wasn't here.
[03:43:08.342 --> 03:43:10.664]  That's what media in 1984, Orwell's novel, is all about.
[03:43:15.575 --> 03:43:18.236]  The media says this, and then it's gone.
[03:43:18.236 --> 03:43:20.516]  The media says that, it's gone.
[03:43:20.516 --> 03:43:22.597]  Today, the media say this, and it's gone.
[03:43:22.597 --> 03:43:26.938]  So they want to just completely destroy all that footage.
[03:43:26.938 --> 03:43:29.879]  We own it, they say.
[03:43:29.879 --> 03:43:37.941]  Now, if Trump had known that, I think the chances are about 90% against that he would have ever been interviewed by ABC.
[03:43:37.941 --> 03:43:42.082]  So now they've exposed themselves in a completely absurd way.
[03:43:42.082 --> 03:43:43.562]  It's like watching people
[03:43:45.582 --> 03:43:52.226]  Oh, you know, you've seen people that have gone nuts.
[03:43:52.226 --> 03:43:56.008]  Well, that's what we're watching here with major media.
[03:43:56.008 --> 03:43:56.788]  That's what we're seeing.
[03:43:56.788 --> 03:44:04.632]  That's why 15 years ago I started a website under the name No More Fake News.
[03:44:04.632 --> 03:44:12.757]  Because it had already occurred to me in more than one way that major media were completely fake.
[03:44:12.757 --> 03:44:14.478]  Three areas, I would say,
[03:44:16.263 --> 03:44:20.106]  Turned the tide for me before I started the website.
[03:44:20.106 --> 03:44:38.718]  The Oklahoma City bombing, 1995, the truth that emerged about that, the book I wrote about it, and the terrific researcher, Patrick Briley, that I worked with as a source for a long time during the writing of the book.
[03:44:38.718 --> 03:44:42.281]  Vaccine research, that was part of my first book, AIDS, Inc., 1988.
[03:44:45.808 --> 03:44:49.771]  Immune system destruction through vaccines.
[03:44:49.771 --> 03:44:55.496]  And the third thing, without going into a long song and dance, was U.S.
[03:44:55.496 --> 03:44:59.840]  government mind control experiments on children.
[03:44:59.840 --> 03:45:12.590]  And the testimony of Valerie Wolf, a psychologist, before a federal commission in 1995 on radiation experiments, in which she and two of her patients said yes, or two of the patients said yes,
[03:45:13.473 --> 03:45:26.517]  As children, we received radiation doses, but this was part of a much wider ranging mind control program that we were enlisted in as children.
[03:45:26.517 --> 03:45:33.258]  The Feds never expected that to come out in live testimony, but it did.
[03:45:33.258 --> 03:45:35.519]  So those are just three of the areas
[03:45:37.108 --> 03:45:49.631]  That convinced me by the time that I started my website in 2001 that No More Fake News was a good name because the major media, of course, weren't covering any of these areas that I just mentioned.
[03:45:49.631 --> 03:45:54.331]  Not only weren't they covering them, they were obviously censoring them.
[03:45:54.331 --> 03:46:03.153]  If major media omit a story and they don't cover it, this is not an accident.
[03:46:03.153 --> 03:46:05.614]  They decide this is not good.
[03:46:05.614 --> 03:46:06.494]  We don't want this.
[03:46:08.892 --> 03:46:16.714]  And from many of my conversations off the record with reporters over the years, this is what they've told me.
[03:46:16.714 --> 03:46:19.895]  We know, they say, what the boundaries are.
[03:46:19.895 --> 03:46:23.135]  We understand what we can do and what we can't do.
[03:46:23.135 --> 03:46:28.177]  There is no discussion about this except in extreme rare cases.
[03:46:28.177 --> 03:46:30.677]  Otherwise, it's business as usual.
[03:46:30.677 --> 03:46:33.098]  It's a machine.
[03:46:33.098 --> 03:46:33.898]  For example,
[03:46:35.305 --> 03:46:49.597]  Vaccine articles in which there is some criticism implied of the safety of vaccines, or the criticism of the CDC, or a pharmaceutical company, that'll get you fired if blacklisted.
[03:46:49.597 --> 03:46:51.058]  No question about it.
[03:46:51.058 --> 03:46:53.780]  But everybody knows that.
[03:46:53.780 --> 03:47:00.366]  So, the editor doesn't have to say anything, the publisher doesn't have to say anything, the reporters don't say anything.
[03:47:02.102 --> 03:47:04.363]  It's all now understood.
