[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[03:40:05.421 --> 03:40:09.605]  I'm not from Oregon, okay?
[03:40:09.605 --> 03:40:10.966]  Is this a Chinese festival?
[03:40:10.966 --> 03:40:11.847]  Does anybody actually know?
[03:40:12.867 --> 03:40:14.468]  Is this like a Chinese Heritage Festival?
[03:40:14.468 --> 03:40:21.874]  The pictures that I'm seeing right now appear to be, uh, there seems to be some Asian influence there, but okay, now they're showing me more pictures, perhaps.
[03:40:21.874 --> 03:40:23.716]  Now there's some more, it looks like.
[03:40:23.716 --> 03:40:27.279]  So I don't really know, but it looks like a multicultural event.
[03:40:27.279 --> 03:40:31.042]  So this is actually racist.
[03:40:31.042 --> 03:40:32.243]  Okay.
[03:40:32.243 --> 03:40:37.247]  So because the GOP wants to have marchers in this multicultural parade,
[03:40:38.285 --> 03:40:42.447]  They're going to shut it down because the anti-fascists are going to attack the GOP marchers.
[03:40:42.447 --> 03:40:44.788]  So you see this?
[03:40:44.788 --> 03:40:47.729]  Again, where is the President?
[03:40:47.729 --> 03:40:51.091]  Where is Trump?
[03:40:51.091 --> 03:40:56.513]  I mean, again, this is domestic terrorism here.
[03:40:56.513 --> 03:41:00.975]  These are people threatening violence for a political purpose.
[03:41:00.975 --> 03:41:02.756]  Nothing.
[03:41:02.756 --> 03:41:03.116]  Nothing.
[03:41:04.875 --> 03:41:10.359]  We've got people that we're actually looking at as suspected terrorists.
[03:41:10.359 --> 03:41:15.363]  I'm imagining radical Islamic terrorists in 50 states.
[03:41:15.363 --> 03:41:29.095]  We're looking at people in 50 states right now because they could become radicalized terrorists, but we're ignoring the terrorists that are roaming the streets in Berkeley, California and apparently in Portland, Oregon.
[03:41:29.095 --> 03:41:30.656]  We're ignoring those terrorists, aren't we?
[03:41:32.386 --> 03:41:42.594]  And then these same people, see, these are the same people, they want to bitch about American privilege when it's their American privilege that allows them to go be terrorists in the streets.
[03:41:42.594 --> 03:41:45.736]  How do you like that?
[03:41:45.736 --> 03:41:49.059]  Let me ask you this.
[03:41:49.059 --> 03:41:51.460]  If instead of
[03:41:52.546 --> 03:42:01.354]  Mostly white college-age men that dropped out of college and don't have a job and live with their parents that make up the Antifa party.
[03:42:01.354 --> 03:42:15.347]  Let's just say instead it was the same aged men except they were from Middle Eastern descent and they were Muslim and they chanted Allahu Akbar while they shut down free speech in America.
[03:42:15.347 --> 03:42:16.708]  How do you think that would go over?
[03:42:18.445 --> 03:42:21.748]  Oh my goodness, well, we'd be right on top of that now, wouldn't we?
[03:42:21.748 --> 03:42:23.109]  That would be the biggest issue!
[03:42:23.109 --> 03:42:26.752]  That would be terrorists on our streets!
[03:42:26.752 --> 03:42:29.614]  Well, they're already there.
[03:42:29.614 --> 03:42:37.421]  They might not be wearing a hijab, they might not be having the typical Muslim beard, but they're out there!
[03:42:37.421 --> 03:42:43.966]  They might not be chanting Allahu Akbar, they might not be shooting people yet, but they're out there!
[03:42:43.966 --> 03:42:45.607]  They're shutting down free speech!
[03:42:45.607 --> 03:42:47.049]  They are political terrorists!
[03:42:49.397 --> 03:42:53.339]  Why do they get to operate?
[03:42:53.339 --> 03:42:57.581]  It's the same old question.
[03:42:57.581 --> 03:43:00.262]  Imagine if it was the other way around.
[03:43:00.262 --> 03:43:07.146]  Imagine if it was Trump supporters that, if Hillary Clinton, I mean what, Chelsea Clinton just received another award.
[03:43:07.146 --> 03:43:08.266]  Are you even aware of this?
[03:43:08.266 --> 03:43:13.069]  Chelsea Clinton is receiving awards hand over fist for what nobody knows.
[03:43:13.069 --> 03:43:15.190]  Chelsea Clinton just receives another award.
[03:43:15.190 --> 03:43:17.071]  Imagine if the alt-right,
[03:43:18.251 --> 03:43:21.613]  Or Breitbart supporters, or InfoWarriors.
[03:43:21.613 --> 03:43:24.274]  We're out at Chelsea Clinton's event protesting.
[03:43:24.274 --> 03:43:25.435]  There you go!
[03:43:25.435 --> 03:43:29.377]  Chelsea Clinton gets another award for doing nothing!
[03:43:29.377 --> 03:43:34.099]  She has to be the most awarded nothing in the history of the world.
[03:43:34.099 --> 03:43:41.143]  I mean... For real, what has she done?
[03:43:41.143 --> 03:43:43.404]  Did they... They may have actually...
[03:43:44.403 --> 03:43:47.764]  They may have designed the donkey from Shrek after her.
[03:43:47.764 --> 03:43:50.944]  The donkey from Shrek may have been inspired by Chelsea Clinton.
[03:43:50.944 --> 03:43:52.665]  So she might have that going for her.
[03:43:52.665 --> 03:43:54.405]  But so she gets another award.
[03:43:54.405 --> 03:43:57.266]  If we were out there protesting, it would be an uproar.
[03:43:57.266 --> 03:43:59.706]  MSNBC would be throwing fits.
[03:43:59.706 --> 03:44:03.927]  CNN's Van Jones would be calling it a whitelash.
[03:44:03.927 --> 03:44:12.549]  But when it's the Antifa protesters, when it's liberals, when it's leftists, when you want to shut down conservative speech, that's okay.
[03:44:13.684 --> 03:44:19.187]  That just flies right by with CNN and the liberal media.
[03:44:19.187 --> 03:44:20.848]  But just imagine, though.
[03:44:20.848 --> 03:44:22.229]  Just imagine.
[03:44:22.229 --> 03:44:27.592]  If you added a beard and a hijab to those Antifa marchers, how would you think of it?
[03:44:27.592 --> 03:44:28.953]  How would that look?
[03:44:28.953 --> 03:44:30.354]  Same activity!
[03:44:30.354 --> 03:44:31.815]  You don't have to change the activity.
[03:44:31.815 --> 03:44:33.556]  They're already burning stuff down.
[03:44:33.556 --> 03:44:35.517]  They're already rioting.
[03:44:35.517 --> 03:44:37.818]  Just put them in some Middle Eastern garb.
[03:44:37.818 --> 03:44:39.820]  See how that would go over.
[03:44:39.820 --> 03:44:42.021]  How much do you want to bet they would be arrested immediately?
[03:44:43.649 --> 03:44:47.753]  Oh, but because of their American privilege that they have a big problem with, they get to go out and do it.
[03:44:47.753 --> 03:44:48.854]  How do you like that?
[03:44:48.854 --> 03:44:59.684]  So the very American privilege that they bitch and moan about is the very privilege that's actually keeping them all from being arrested and put in jail where they belong!
[03:44:59.684 --> 03:45:00.284]  But that's fine.
[03:45:00.284 --> 03:45:02.346]  Their time is coming to an end, folks.
[03:45:02.346 --> 03:45:03.147]  It's not gonna last.
[03:45:04.963 --> 03:45:08.767]  But, the war on Fox is not stopping.
[03:45:08.767 --> 03:45:14.293]  Lawyer who represented O'Reilly's hot chocolate accuser is now targeting Jesse Waters.
[03:45:14.293 --> 03:45:24.003]  And the sad thing about this, folks... Yeah, Lisa Bloom... Yeah, you're real good for society, Lisa Bloom.
[03:45:24.830 --> 03:45:32.456]  But the interesting thing about this is all they have to do is just put this into the mainstream talking points.
[03:45:32.456 --> 03:45:33.497]  It doesn't even matter.
[03:45:33.497 --> 03:45:39.763]  Jesse Watters could have not even harmed or talked to a fly, but all they have to do is push this out there.
[03:45:39.763 --> 03:45:45.587]  All the liberal attorneys have to do is push this story out there, and then it's in the narrative.
[03:45:45.587 --> 03:45:49.030]  Then it's out there, and then it becomes the echo chamber of the left.
[03:45:49.030 --> 03:45:50.211]  I couldn't even believe
[03:45:52.222 --> 03:45:55.764]  All the liberals on Twitter I saw blowing up about this.
[03:45:55.764 --> 03:45:56.604]  Oh, it's Fox!
[03:45:56.604 --> 03:45:58.305]  Sexual harassment, Fox!
[03:45:58.305 --> 03:46:00.286]  Oh, there are white men at Fox!
[03:46:00.286 --> 03:46:00.907]  This, that, and the other thing.
[03:46:00.907 --> 03:46:04.989]  And I'm just sitting here scratching my head like, you really don't get it, do you?
[03:46:04.989 --> 03:46:06.149]  You really don't get it.
[03:46:06.149 --> 03:46:09.291]  This has nothing to do with sexual harassment at Fox.
[03:46:09.291 --> 03:46:12.873]  This has to do with silencing conservative news!
[03:46:14.480 --> 03:46:20.261]  But see, you wouldn't get that because according to these brainwashed liberals, we live in a rape culture already.
[03:46:20.261 --> 03:46:23.562]  But here's the point I keep bringing up anyway.
[03:46:23.562 --> 03:46:32.483]  Are you really that naive that you think sexual harassment, this sexual harassment, is only going on at Fox?
[03:46:32.483 --> 03:46:34.284]  Are you really that naive?
[03:46:34.284 --> 03:46:39.305]  Of all of the big news corporations out there, it's only happening at Fox?
[03:46:39.305 --> 03:46:40.385]  Fox is the only one?
[03:46:42.619 --> 03:46:47.581]  I mean, it might not be, you know, Bill O'Reilly calling a woman hot chocolate.
[03:46:47.581 --> 03:46:56.345]  Maybe it's CNN, it's, you know, Jake Tapper making a little remark towards Anderson Cooper in the kitchen, if you catch my drift with that one.
[03:46:56.345 --> 03:46:59.566]  You know, maybe a little tie joke.
[03:46:59.566 --> 03:47:01.046]  But this goes on, okay?
[03:47:01.046 --> 03:47:04.948]  But they're pointing at Fox, because don't you see?
[03:47:04.948 --> 03:47:08.049]  Well, Fox probably helped Trump get in.
[03:47:08.049 --> 03:47:09.190]  So we have to stop Fox.
[03:47:10.438 --> 03:47:15.561]  We can't be letting these conservatives on Fox determine the outcome of a U.S.
[03:47:15.561 --> 03:47:16.062]  election.
[03:47:16.062 --> 03:47:21.025]  I mean, God forbid that Americans actually determine their own election.
[03:47:21.025 --> 03:47:25.628]  And while they just did, we're going to blame Russia anyway.
[03:47:25.628 --> 03:47:26.929]  But we'll get to more on that in a minute.
[03:47:27.861 --> 03:47:31.523]  But here you go, they want to point out, actually we'll get to this right now.
[03:47:31.523 --> 03:47:34.464]  They're going to point out collusion all day long, right?
[03:47:34.464 --> 03:47:39.626]  Trump-Russia, Flynn-Russia, Russia-Russia, collusion-collusion, we'll find the collusion.
[03:47:39.626 --> 03:47:43.588]  Maxine Waters is going to be digging for years until she finds some collusion.
[03:47:43.588 --> 03:47:46.069]  She will find it, she promises you.
[03:47:46.069 --> 03:47:50.131]  She may find her a new wig before that.
[03:47:50.131 --> 03:47:52.272]  But here's the collusion.
[03:47:52.272 --> 03:47:53.293]  You want to talk collusion?
[03:47:54.266 --> 03:48:04.070]  Meanwhile, with zero actual proof of Russia-Trump collusion, at least in the aspect of trying to win the election, Russia trying to win Trump the election, here's the real collusion, folks.
[03:48:04.070 --> 03:48:10.093]  And here's the lingering presidency of Barack Obama, just lingering.
[03:48:10.093 --> 03:48:16.315]  Sanctuary City's fight, judge who blocked Trump order, a Democrat activist.
[03:48:16.315 --> 03:48:18.036]  How do you like that?
[03:48:18.036 --> 03:48:21.938]  So you've got an Obama judge, a liberal judge, a Democrat,
[03:48:23.558 --> 03:48:25.920]  Who is now blocking the President.
[03:48:25.920 --> 03:48:31.505]  Did you elect Judge William Orrick III?
[03:48:31.505 --> 03:48:34.967]  Did you vote for Judge William Orrick III?
[03:48:34.967 --> 03:48:35.668]  I'll do you one better.
[03:48:35.668 --> 03:48:41.353]  Have you ever heard of Judge William Orrick III?
[03:48:41.353 --> 03:48:43.655]  Let me tell you.
[03:48:43.655 --> 03:48:46.777]  My name is John William Orrick III.
[03:48:48.655 --> 03:48:56.100]  And even though I was not elected by the American people, I am more important than Donald Trump.
[03:48:56.100 --> 03:49:09.789]  And if Donald Trump thinks that he can pass this racist legislation against sanctuary cities, I, Judge William Ulrich III, 63 years old, I will strike that down.
[03:49:14.636 --> 03:49:17.297]  Because don't you see?
[03:49:17.297 --> 03:49:25.039]  I, Judge William Orrick III, am actually not the judge in the United States of America you think I am.
[03:49:25.039 --> 03:49:29.961]  No, I am a judge for non-citizens.
[03:49:29.961 --> 03:49:34.962]  Yes, my paycheck is paid for by the U.S.
[03:49:34.962 --> 03:49:43.505]  taxpayer, but I, Judge William Orrick III, have instead the non-citizen in mind.
[03:49:45.458 --> 03:49:53.482]  So now, you will pay me, Judge William Orrick III, and I will fight for the non-citizen.
[03:49:53.482 --> 03:49:56.564]  Because that's how I work.
[03:49:56.564 --> 03:50:09.190]  I am a liberal judge, Judge William Orrick III, and quite simply, to me, a non-citizen is more important than a citizen.
[03:50:10.603 --> 03:50:15.327]  A non-citizen's right is more important than a citizen's right.
[03:50:15.327 --> 03:50:23.113]  And if you disagree with me, or if you like President Trump, you are a racist.
[03:50:23.113 --> 03:50:27.077]  Because I, Judge William Orrick III, said so.
[03:50:30.267 --> 03:50:31.608]  There I am.
[03:50:31.608 --> 03:50:41.817]  My tie has been tied a little too tight for the last 20 years, but that's okay, because I am a liberal judge.
[03:50:41.817 --> 03:50:51.385]  We're going to liberalize this country, and we are going to take a stand for non-citizens, even though citizens pay me, and they don't want this stand.
[03:50:51.385 --> 03:50:57.951]  I'm Judge William Orr III, and I am a liberal judge that is clueless on what the American people actually want.
[03:51:01.596 --> 03:51:03.477]  Extendivite really works.
[03:51:03.477 --> 03:51:05.719]  Just listen to what some people have to say.
[03:51:05.719 --> 03:51:11.864]  Several years ago, I was developing a very severe situation.
[03:51:11.864 --> 03:51:14.385]  I called it my flippy heart.
[03:51:14.385 --> 03:51:17.287]  It was just doing not good things.
[03:51:17.287 --> 03:51:23.712]  And I did not want to go to a medical doctor because I just knew they would give me a cover-up pill.
[03:51:23.712 --> 03:51:26.874]  I didn't want to get on to that sort of thing at all.
[03:51:26.874 --> 03:51:28.696]  When I learned it was garlic,
[03:51:29.396 --> 03:51:33.519]  And cayenne, and cayenne is a healer.
[03:51:33.519 --> 03:51:35.560]  It is a wonderful herb.
[03:51:35.560 --> 03:51:38.022]  I said, I think I'm on to something here.
[03:51:38.022 --> 03:51:40.623]  I'll tell you, I wouldn't be without it.
[03:51:40.623 --> 03:51:42.805]  It did wonderful things for me.
