[00:00:03.197 --> 00:00:03.819]  It's Friday.
[03:29:03.506 --> 03:29:04.807]  You can't survive without it.
[03:29:04.987 --> 03:29:05.908]  But where do you get it?
[03:29:06.208 --> 03:29:11.973]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[03:29:12.193 --> 03:29:17.898]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:29:18.098 --> 03:29:34.976]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:29:35.356 --> 03:29:37.477]  Filter capacity up to 5,000 gallons.
[03:29:37.838 --> 03:29:39.038]  Stainless steel construction.
[03:29:39.299 --> 03:29:40.079]  Easy assembly.
[03:29:40.339 --> 03:29:40.960]  Low maintenance.
[03:29:41.260 --> 03:29:43.081]  Replacement filters are simple to install.
[03:29:43.361 --> 03:29:50.486]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:29:50.626 --> 03:29:55.349]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:29:55.369 --> 03:29:58.411]  Go to InfowarsStore.com or call 888-253-3139.
[03:30:09.551 --> 03:30:11.192]  I've seen him on other television programs.
[03:30:11.212 --> 03:30:13.794]  He's been on with us once before, about a year ago.
[03:30:14.774 --> 03:30:17.055]  And I gotta say, I am really impressed.
[03:30:17.196 --> 03:30:22.439]  Not just with Dilbert over the years, I've been reading it for decades, but with the way he boils it down.
[03:30:22.519 --> 03:30:26.121]  You know it's true when you hear it, especially when you've experienced it.
[03:30:26.661 --> 03:30:31.804]  And then what's even crazier is, you don't hear what he's saying almost anywhere else, even here.
[03:30:31.964 --> 03:30:36.027]  But what do you think of the Democrats, from Wolf Blitzer to Donna Brazile,
[03:30:36.807 --> 03:30:37.948]  Throwing Hillary under the bus.
[03:30:37.988 --> 03:30:42.670]  I think that shows that Obama and the party know that as a poster child, Hillary's killing them.
[03:30:42.690 --> 03:30:45.492]  Yeah, they're really going to need to reinvent themselves.
[03:30:45.512 --> 03:30:51.375]  Because I think they realize that the last horse they rode didn't get them that far.
[03:30:51.395 --> 03:30:54.077]  And if they keep riding that horse, it's not going to work, too.
[03:30:54.797 --> 03:30:55.258]  Too much.
[03:30:55.278 --> 03:30:59.280]  Their old technique of identity politics didn't work.
[03:30:59.501 --> 03:31:07.866]  But it does seem to me that the Republicans are sort of becoming the party that loves the Constitution and the rule of law.
[03:31:08.367 --> 03:31:13.110]  And the Democrats are sort of accidentally becoming the party that just hates other people.
[03:31:13.190 --> 03:31:21.156]  And I think it's exacerbated by what I call the massive cluster bomb of cognitive dissonance that happened on election day.
[03:31:21.776 --> 03:31:36.302]  So, on election day, about half the country believed that they were smart and wise and kind and many other good things about themselves, and their candidate would surely win, and there was no way in the world that this Donald Trump character could become president.
[03:31:37.203 --> 03:31:47.467]  And on election night, they realized that some of the most fundamental things they've ever believed are just completely wrong, and they had to reinterpret their entire world.
[03:31:48.047 --> 03:31:53.231]  And so I think many of them reinterpreted it, not as, gosh, I guess I was under-informed.
[03:31:53.652 --> 03:31:55.573]  Maybe I haven't talked to enough Republicans.
[03:31:55.993 --> 03:31:57.715]  Maybe I've missed the entire story.
[03:31:58.075 --> 03:31:59.656]  Maybe I've ignored the middle class.
[03:31:59.676 --> 03:32:06.101]  I mean, all the things they could have said to themselves about why the result came out differently than they imagined, I don't think they did.
[03:32:06.261 --> 03:32:11.486]  I think what they decided was, well, the other side must be far worse than I ever imagined.
[03:32:11.906 --> 03:32:16.830]  There are far more terrible racists who are supporting this monster for president.
[03:32:17.370 --> 03:32:22.674]  So they had to come up with a story that kept their original worldview, at least mostly intact.
[03:32:22.874 --> 03:32:33.000]  But it seems to me that in the old days, people used to just sort of lie about the other side and stretch the truth, but they knew they were doing it.
[03:32:33.180 --> 03:32:38.964]  But now it seems, and this is my observation, subject to, you know, anybody else's opinion on it,
[03:32:39.864 --> 03:32:43.886]  Um, it seems that they actually believe what they're saying this time.
[03:32:44.346 --> 03:32:47.267]  Like, they actually believe there's a monster in the White House.
[03:32:47.287 --> 03:32:49.007]  No, you said it better than anybody I've ever heard.
[03:32:49.107 --> 03:32:56.210]  They smoke their own dope, and in the process of self-fulfilling prophecy, they became the monsters that they were projecting onto us.
[03:33:03.653 --> 03:33:06.234]  You're listening to The Alex Jones Show.
[03:33:17.043 --> 03:33:24.928]  Broadcasting live from the UN Stronghold, Austin, Texas, you're listening to The Alex Jones Show.
[03:33:25.549 --> 03:33:29.351]  And now, your host, Paul Joseph Watson.
[03:33:32.533 --> 03:33:36.316]  We're live, it is the fourth hour of The Alex Jones Show on this Friday edition.
[03:33:36.356 --> 03:33:43.181]  Before I get back into the news, I'm going to talk about potential sexual assault abuse allegations against Trump.
[03:33:43.201 --> 03:33:45.102]  That's been a subject we've been hot on this week.
[03:33:46.053 --> 03:33:54.603]  I want to direct you to InfoWarsStore.com because we have the newest supplement in the InfoWars lifeline which is Alpha Power!
[03:33:55.024 --> 03:34:01.251]  I'm already getting requests from people in the UK to get their hands on this from me because they're really excited about it.
[03:34:02.424 --> 03:34:04.745]  Introductory price is 50% off.
[03:34:05.025 --> 03:34:10.306]  This is the brand new Vitality formula developed to help boost your performance and energy levels.
[03:34:10.826 --> 03:34:17.387]  With a powerful set of ingredients, we sought to make the perfect formula for boosting your performance and energy levels daily.
[03:34:17.867 --> 03:34:23.789]  These are all natural and healthy ingredients, which include niacin, zinc, numerous others.
[03:34:24.409 --> 03:34:26.389]  Now, you only really notice these if you don't get them.
[03:34:26.429 --> 03:34:29.470]  I've been ill this week, very ill, earlier in the week.
[03:34:30.077 --> 03:34:37.885]  You really notice when you're lacking these essential vitamins and nutrients and when you get them back again because your body is starved of them.
[03:34:38.546 --> 03:34:41.809]  Obviously, if you have a generally good diet, you don't need to overload.
[03:34:41.869 --> 03:34:47.575]  But once you do get this boost, which these kind of products produce, it is fell immeasurably.
[03:34:48.195 --> 03:34:52.840]  We've also got the organic maca root concentrate in the horny goatweed leaf and stem.
[03:34:53.732 --> 03:35:05.120]  A bunch of different ingredients, alpha power even works synergistically with super male vitality with that combo to help you become a true alpha male and take charge of your energy to defy age.
[03:35:05.681 --> 03:35:07.923]  So this is our super alpha male combo pack.
[03:35:07.963 --> 03:35:10.965]  You get 50% off each when you buy them together
[03:35:11.505 --> 03:35:14.729]  Don't fall short on energy in the fight against age and globalist tyranny.
[03:35:15.230 --> 03:35:21.256]  Show the world a true alpha male looks like today with Alpha Power from InfoWarsLife at InfoWarsStore.com.
[03:35:21.277 --> 03:35:27.083]  That is our latest brand new powerful product Alpha Power.
[03:35:27.103 --> 03:35:30.167]  50% off right now at InfoWarsLife.com.
[03:35:30.956 --> 03:35:36.578]  We've also got massive Christmas savings across the board to make a perfect Christmas for your friends and family.
[03:35:36.859 --> 03:35:41.941]  We're bringing back our most popular sales of the year to help you save big.
[03:35:42.481 --> 03:35:43.161]  Rainforce.
[03:35:43.721 --> 03:35:47.263]  That's the one that really triggers them if you get that, especially when I advertise it.
[03:35:47.823 --> 03:35:52.587]  Silver Bullet and our InfoWars Life Select storable food, survival food are back on sale.
[03:35:52.627 --> 03:35:55.469]  Make sure you get them today so you can have them before Christmas again.
[03:35:55.870 --> 03:36:04.777]  Why bother buying people tatty Christmas gifts that they don't want, they don't appreciate, they either go in the bin the next day or they re-gift them
[03:36:05.603 --> 03:36:10.724]  Buy them something that they can actually use, something that will actually improve their day-to-day life.
[03:36:10.824 --> 03:36:23.528]  We have our multivitamin formula, Vitamin Mineral Fusion, which is also still on sale for a massive 50% off, making the perfect stocking stuffer for a truly merry Christmas.
[03:36:24.208 --> 03:36:27.849]  The Super Blue Fluoride Free products have been dropped 50% off the entire line.
[03:36:30.054 --> 03:36:32.195]  To help you experience a fluoride-free lifestyle.
[03:36:32.675 --> 03:36:34.576]  And again, that's another conversation starter.
[03:36:34.596 --> 03:36:41.719]  If you buy somebody that at Christmas, you know, you can get into why it would be not a great idea to fill your body with fluoride.
[03:36:41.739 --> 03:36:49.082]  Something which actually reduces IQ, studies have shown, really is toxic with the accumulative effect that it builds up in your body.
[03:36:49.523 --> 03:36:53.764]  So why not get people the super blue fluoride-free products as a gift, 50% off.
[03:36:55.465 --> 03:37:04.068]  Right now at InfoWarsStore.com, where we've also got Knockout, Survival Shield, Super Male Vitality, all three of those at 50% off.
[03:37:04.408 --> 03:37:06.909]  DNA Force, 33% off.
[03:37:07.049 --> 03:37:09.049]  Alpha Power, as I said earlier, 50% off.
[03:37:09.089 --> 03:37:13.851]  And also Prostagard for 50% off at InfoWarsStore.com.
[03:37:14.251 --> 03:37:16.432]  Massive, massive discounts.
[03:37:16.512 --> 03:37:17.972]  Take advantage of it today.
[03:37:18.132 --> 03:37:20.133]  InfoWarsStore.com.
[03:37:21.661 --> 03:37:25.803]  Let's talk about the Trump sexual assault accusations again because we've been hot on this all week.
[03:37:26.023 --> 03:37:28.745]  Now we have this headline up on Infowars.com.
[03:37:28.805 --> 03:37:33.287]  Anti-Trump lawyer sought payments for women to accuse Trump of sexual harassment.
[03:37:33.891 --> 03:37:50.147]  The revelation that a well-known anti-Trump women's rights lawyer attempted to secure incentive money for women to claim Donald Trump sexually harassed them in the weeks leading up to the presidential election serves as a red flag for how this exact scenario is likely to play out again in the near future.
[03:37:50.448 --> 03:37:57.655]  Those are my words, and the article, the original article that this refers to, is out of The Hill, which is really going viral right now.
[03:37:58.638 --> 03:38:01.580]  Quote out of the Hill article, California lawyer Lisa Bloom.
[03:38:01.620 --> 03:38:14.209]  Now, bear in mind, this is the woman, the big women's rights lawyer, who immediately decided to take on and defend Harvey Weinstein, one of the biggest molesters on the frigging planet of women.
[03:38:14.629 --> 03:38:20.193]  She, of course, backed out on that later on when it became embarrassing that she picked it up in the first place.
[03:38:20.593 --> 03:38:21.754]  Lisa Bloom.
[03:38:22.412 --> 03:38:30.977]  Now you read through this article she was absolutely desperate to entice any women to drop dirt on Donald Trump in the weeks before the election.
[03:38:31.017 --> 03:38:47.206]  What's interesting about it is that the money she tried to collect to offer these women to come forward to go public was not backed by Clinton super PACs because they probably thought in the final weeks before the election they're probably overconfident given all those polls that Hillary would win.
[03:38:47.486 --> 03:38:49.928]  But she managed to scrape together an offer
[03:38:50.959 --> 03:39:03.086]  From all these different donors and sources, which remain very mysterious, for $750,000 offering a woman to come forward to go public and say that Donald Trump sexually harassed her.
[03:39:03.506 --> 03:39:14.813]  Now, because we had a number of other women that did that before the election, but she was trying to get even more to come forward with even more damning revelations about Trump's predatory behaviour.
