[00:00:01.877 --> 00:00:07.322]  You're listening to The Alex Jones Show.
[03:12:07.475 --> 03:12:27.165]  As we discussed yesterday, a Hill veteran, David Urban, very highly thought of because of the blood and guts effort that he waged in Pennsylvania to carry the crucial Keystone State for Donald Trump, has taken himself out of consideration.
[03:12:27.165 --> 03:12:29.046]  But there are new reports
[03:12:29.781 --> 03:12:47.353]  That longtime Washington fixture Wayne Berman, an enormously capable individual who has represented Donald Trump and the Trump Organization in the past, may be under consideration for the Chief of Staff position.
[03:12:47.353 --> 03:12:56.739]  Berman, who was a colleague of mine at the firm of Black, Manafort, Stone, and Atwater almost 40 years ago,
[03:12:57.623 --> 03:13:01.766]  is known as one of the most savvy operators in Washington.
[03:13:01.766 --> 03:13:14.475]  Someone who has deep relationships in the media, deep relationships in the Congress, but a strong and trustful relationship with President Donald Trump.
[03:13:14.475 --> 03:13:15.055]  Roger!
[03:13:15.055 --> 03:13:21.760]  Berman would certainly be superior to any of the other candidates that are currently being named.
[03:13:21.760 --> 03:13:24.541]  Alex, I think that's the lay of the land.
[03:13:24.541 --> 03:13:25.062]  As you know,
[03:13:25.697 --> 03:13:28.180]  Personnel is policy.
[03:13:28.180 --> 03:13:34.406]  That's why the decision on the Chief of Staff, coming up shortly, is absolutely crucial.
[03:13:34.406 --> 03:13:42.594]  Well, I'm going to be riveted via the InfoWars iPhone free app while I'm here with my family in the next 45 minutes that you have left transmitting here.
[03:13:42.594 --> 03:13:47.579]  46, 47 minutes you have left, but I just had to come in here
[03:13:48.407 --> 03:13:50.148]  We're going to skip this next break.
[03:13:50.148 --> 03:13:54.630]  We're going to see a little bit more time to bring up obviously the big issue here.
[03:13:54.630 --> 03:13:59.673]  They know now that Trump's going to purge the people that have been leaking, the deep staters.
[03:13:59.673 --> 03:14:02.935]  We know that he now has the lay of the land.
[03:14:02.935 --> 03:14:08.217]  We understand that now even Fox News has intensified their attacks on Trump, their backhanded attacks.
[03:14:08.217 --> 03:14:10.799]  They're desperate and they've now signaled
[03:14:11.761 --> 03:14:19.629]  Going back three weeks ago, internally, but now publicly, that they are preparing to go after Trump physically.
[03:14:19.629 --> 03:14:29.640]  And the Secret Service has visited Pastor Brown, who met with the President and also senior members of Congress, who discussed the plan to overthrow the President violently.
[03:14:29.640 --> 03:14:31.042]  He has now confirmed
[03:14:31.542 --> 03:14:36.224]  That indeed his congressional source said the plan is to violently overthrow the president.
[03:14:36.224 --> 03:14:39.765]  The Secret Service came to him and demanded his source in Congress.
[03:14:39.765 --> 03:14:41.446]  He said you have to subpoena me.
[03:14:41.446 --> 03:14:46.428]  But why would you do that if you're the Secret Service?
[03:14:46.428 --> 03:14:53.891]  You have globalists on television all over the place saying overthrow the president violently.
[03:14:53.891 --> 03:14:54.371]  You have
[03:14:55.359 --> 03:15:06.854]  The former CIA director with the former head of national intelligence, Brennan and Clapper, on the Aspen Institute TV program, hosted by Wolf Blitzer, saying a physical overthrow is coming outside of impeachment.
[03:15:06.854 --> 03:15:07.976]  We're going to remove him.
[03:15:07.976 --> 03:15:09.758]  You've got Atlantic Monthly calling for it.
[03:15:10.592 --> 03:15:17.278]  You've got it being discussed and shopped around at the Pentagon by former Obama appointees that are high level.
[03:15:17.278 --> 03:15:32.832]  You've got all this unfolding and then you've got Al Gore going on the Late Late Show two nights ago and saying, don't worry, he's going to be removed in the next few months and a big constitutional crisis is coming and everybody's got to just come together and sit down and take it when it happens.
[03:15:32.832 --> 03:15:34.213]  That's what Brennan's saying.
[03:15:34.213 --> 03:15:36.796]  So the big issue is what do we do as the American people?
[03:15:37.816 --> 03:15:48.938]  To get the word out about this because they simultaneously have Media Matters, the mouth of Soros, saying I'm crazy and never sourcing anything I said because I was sourcing real clips.
[03:15:48.938 --> 03:15:56.200]  They just show text comments and edited video to make it sound like I'm just out of the blue saying they're planning to overthrow the president.
[03:15:56.200 --> 03:15:58.100]  They've announced plans to overthrow him.
[03:15:58.100 --> 03:16:01.561]  They've even had little commenters and bots going, look how insane he is.
[03:16:01.561 --> 03:16:02.501]  No one's saying this.
[03:16:03.101 --> 03:16:05.205]  So that's how crazy they are.
[03:16:05.205 --> 03:16:07.289]  They're all over the place saying kill him, overthrow him.
[03:16:07.289 --> 03:16:11.055]  A top writer, top author's put out a book about how they should kill the president.
[03:16:12.182 --> 03:16:14.423]  This is all out there.
[03:16:14.423 --> 03:16:18.285]  It's a crescendo of drum beating and then they're moving forward.
[03:16:18.285 --> 03:16:24.808]  But when we try to cause a debate about it, as they sell it, normalize it, they say we're insane, it doesn't exist.
[03:16:24.808 --> 03:16:27.890]  So what do you make of all this, Roger Stone?
[03:16:27.890 --> 03:16:37.375]  I'm going to punch out and let you take over because the system is really panicking now as they realize they can't compromise Trump and he's already decimated much of their globalist operations.
[03:16:37.375 --> 03:16:40.096]  Back to Roger Stone for InfoWars.com, Alex Jones.
[03:16:43.288 --> 03:16:44.869]  Thank you so much, Alex.
[03:16:44.869 --> 03:16:46.710]  I think you've hit it right on the head.
[03:16:46.710 --> 03:16:55.714]  Here is why you see this hysteria by those who are talking about the removal of the president.
[03:16:55.714 --> 03:17:08.500]  I can report exclusively to InfoWars that the president now understands completely the implications of the FISA renderings at the very end of the Obama administration.
[03:17:09.406 --> 03:17:13.729]  This has been presented to the President as a formal option.
[03:17:13.729 --> 03:17:38.343]  He understands that Clapper, Brennan, Jarrett, Rice, and presumably the President of the United States himself, had knowledge in advance of the willful, unconstitutional, illegal mass surveillance of tens of thousands of Americans, including yours truly, for strictly political purposes.
[03:17:39.332 --> 03:17:44.837]  This is jail time for the front line of the Obama administration.
[03:17:44.837 --> 03:17:47.580]  And they know that they are in jeopardy.
[03:17:47.580 --> 03:17:50.822]  That is what explains this hysteria.
[03:17:50.822 --> 03:18:04.695]  I got a report from a White House staffer only minutes ago that this option has been placed in front of the President and he is mulling it on his way to Long Island for his appearance today.
[03:18:05.467 --> 03:18:19.552]  And I think that explains the absolute hysteria that you're hearing from the alt-left and from those who seek to undo the Trump administration.
[03:18:19.552 --> 03:18:30.275]  Additionally, there is, at this point, appears to be at least a tentative decision to keep Attorney General Jeff Sessions in place.
[03:18:31.161 --> 03:18:38.087]  This is based, of course, on the idea that perhaps Sessions has got the message.
[03:18:38.087 --> 03:18:50.297]  Now, as we know from history, efforts to root out the leakers by the last four presidents have been notably unsuccessful.
[03:18:50.297 --> 03:18:57.783]  The announcement by the Attorney General that he would now pursue a probe into the leakers
[03:18:58.459 --> 03:19:02.702]  Is largely, sadly, a waste of time.
[03:19:02.702 --> 03:19:17.210]  In fact, we know that a far more effective approach against the left would be the indictment of the Obama front line, their national security team, for the aforementioned surveillance.
[03:19:17.210 --> 03:19:26.336]  At the same time, going after Bill and Hillary Clinton and their associates for the thievery at the Clinton Foundation.
[03:19:27.088 --> 03:19:31.050]  That is the double whammy that the left fear.
[03:19:31.050 --> 03:19:37.873]  That is the double whammy that could leave two presidents incarcerated.
[03:19:37.873 --> 03:19:40.574]  That's why the hysteria.
[03:19:40.574 --> 03:19:46.017]  It's very interesting to watch the criminal enterprise that is Media Matters for America
[03:19:46.661 --> 03:19:58.365]  Researchers that I'm working with can detail the illegal activities and the trafficking of cash in violation of both IRS regulation and federal election law.
[03:19:58.365 --> 03:20:11.430]  And when they began attacking us, as they began two days ago, attacking me over my exposure of the role of John McCain in the Fusion GPS
[03:20:12.102 --> 03:20:21.387]  Pony Russian dossier dog scandal, which seems to get more and more serious by the moment.
[03:20:21.387 --> 03:20:28.531]  We learn every week that the woman lawyer who met with Don Trump Jr.
[03:20:28.531 --> 03:20:40.938]  was not only allowed into the company country despite her obtaining of a visa by the FBI, but we now have photographs of her in John McCain's office in meeting.
[03:20:41.778 --> 03:20:51.340]  Photographed of her and Hillary Clinton demonstrations, and now tying her directly to Fusion GPS.
[03:20:51.340 --> 03:21:00.802]  The President yesterday tweeted regarding FBI Director McCabe, or I should say, acting FBI Director McCabe.
[03:21:00.802 --> 03:21:07.863]  Not only did McCabe's wife receive $700,000 for a state Senate race, courtesy of Bill and Hillary Clinton,
[03:21:08.890 --> 03:21:15.675]  Essentially, money laundered through Virginia Governor Terry McAuliffe.
[03:21:15.675 --> 03:21:33.529]  But more importantly, McCabe authorized the use of $50,000 of our tax dollars for an effort to obtain the phony dossier that was invented by operative Chris Steele in an effort
[03:21:34.153 --> 03:21:42.160]  To smear the President, accusing him of sexual improprieties in Moscow many years ago.
[03:21:42.160 --> 03:21:46.924]  A charge that has been completely and totally debunked.
[03:21:46.924 --> 03:21:52.408]  A charge that is fake, but was designed to destroy the President.
[03:21:52.408 --> 03:22:02.877]  When I pointed out John McCain's role in getting the document picked up in Europe and brought to the United States, that got me the vilification of Media Matters.
[03:22:04.048 --> 03:22:11.289]  What these clowns don't understand is that I wear their attacks on me like a badge of honor.
[03:22:11.289 --> 03:22:15.910]  Because they would not be attacking me, but for my effectiveness.
[03:22:15.910 --> 03:22:22.292]  And the reason that they attack InfoWars and they attack you, Alex Jones, is for the same reason.
[03:22:22.292 --> 03:22:25.152]  Because we are the tip of the spear.
[03:22:25.152 --> 03:22:33.454]  We are the ongoing effort to take out the globalists and help Donald Trump assert his
[03:22:37.589 --> 03:22:45.273]  This is not a bad time to ask you, once again, to go to the InfoWars.com store and give us the support we need.
[03:22:45.273 --> 03:22:54.919]  You see, we don't have a deep-pocketed George Soros sitting in the background writing big checks to keep InfoWars on the air.
[03:22:54.919 --> 03:23:02.583]  We don't have super multinational corporations financing our operations here at InfoWars.com.
[03:23:03.723 --> 03:23:11.485]  We only have you, the American people, and we must count on you to go to the store and give us the support we need.
[03:23:11.485 --> 03:23:19.486]  It's a win-win, because there is no product that you can buy at Infowars.com that will disappoint you.
