[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[03:49:58.809 --> 03:50:00.031]  No, we're winning.
[03:50:00.271 --> 03:50:01.492]  They can't hold it back anymore.
[03:50:01.512 --> 03:50:02.113]  Let me ask you this.
[03:50:02.313 --> 03:50:02.974]  Skip the break, guys.
[03:50:03.294 --> 03:50:05.196]  How are they going to have a deep state coup?
[03:50:05.717 --> 03:50:08.881]  Which they admit they're doing, killing the president, and then not get caught.
[03:50:08.901 --> 03:50:10.062]  People say, why are they being public?
[03:50:10.082 --> 03:50:11.084]  Coups are supposed to be secret.
[03:50:11.444 --> 03:50:14.127]  No, they plan on doing it like they're heroes.
[03:50:14.428 --> 03:50:17.471]  They're never going to get away with this, Cernovich, if they kill Trump.
[03:50:17.932 --> 03:50:20.135]  I believe it makes our movement even more powerful.
[03:50:20.395 --> 03:50:21.436]  I hope they don't, though.
[03:50:21.716 --> 03:50:22.377]  What do you think, Mike?
[03:50:23.118 --> 03:50:29.362]  Yeah, that's what they don't understand is they're not used to people actually standing up to them and not giving in.
[03:50:29.662 --> 03:50:33.445]  They're used to you go after somebody like they're going after Scaramucci, right?
[03:50:33.885 --> 03:50:40.590]  They're really trying to attack him because he's a charismatic voice for freedom, for entrepreneurialism, even though I don't agree with him on a lot of things.
[03:50:40.610 --> 03:50:42.811]  And then he shuts up and goes, and then he shuts up and goes away.
[03:50:42.831 --> 03:50:43.992]  No, he needs to be more public.
[03:50:45.006 --> 03:50:46.227]  That's what I've told him, actually.
[03:50:46.287 --> 03:50:49.609]  I said, look, Mooch, you've got to do your press conferences right now.
[03:50:49.649 --> 03:50:50.330]  You're the hottest thing.
[03:50:50.610 --> 03:50:51.471]  And I say that, too.
[03:50:51.511 --> 03:50:52.972]  This is what a lot of people don't realize.
[03:50:53.652 --> 03:50:56.154]  Mooch likes Dinah Habib Powell.
[03:50:56.214 --> 03:50:57.315]  He likes McMaster.
[03:50:57.635 --> 03:50:59.657]  But you don't have to agree with everything that I say.
[03:50:59.677 --> 03:51:00.657]  That's the thing.
[03:51:00.778 --> 03:51:01.558]  I want diversity.
[03:51:01.578 --> 03:51:02.239]  That's the problem.
[03:51:02.279 --> 03:51:07.102]  Mooch is smart, but didn't get that the swamp guys were smiling to his face, but slit his throat.
[03:51:07.382 --> 03:51:11.666]  Because we know McMaster went directly to Trump and said, you must get rid of Mooch.
[03:51:12.546 --> 03:51:13.707]  Jared actually did that.
[03:51:13.747 --> 03:51:14.768]  This hasn't been reported.
[03:51:15.088 --> 03:51:16.129]  I'll just break all my news.
[03:51:16.189 --> 03:51:17.990]  I mean, I have stories piled up.
[03:51:18.050 --> 03:51:18.871]  I don't have time to write.
[03:51:18.911 --> 03:51:22.514]  I'm gonna have to hire a full-time writer just to tell him my stories, to write them up.
[03:51:22.874 --> 03:51:25.176]  No, it was actually Jared who got Mooch fired.
[03:51:25.196 --> 03:51:26.216]  I know, he was a big part of it.
[03:51:26.256 --> 03:51:26.997]  Mooch didn't know this.
[03:51:27.017 --> 03:51:28.038]  Yeah, Mooch didn't know it.
[03:51:28.058 --> 03:51:31.200]  It was Jared himself who conspired to get Mooch fired.
[03:51:31.460 --> 03:51:36.784]  They only brought him in because... Now, you're usually a defender of Kushner, or somewhat.
[03:51:36.824 --> 03:51:37.385]  Wow, go ahead.
[03:51:38.120 --> 03:51:43.633]  Yeah, so, you know, Roger had mentioned that Mooch was brought in to take out rents.
[03:51:43.993 --> 03:51:48.063]  Now, that is right, but Mooch didn't know that.
[03:51:48.715 --> 03:51:58.341]  Mooch thought he was coming in to be the communications director, and I broke that story, of course, with the Mooch memo, where his whole communication strategy was laid out.
[03:51:58.421 --> 03:51:59.262]  I broke that story.
[03:51:59.362 --> 03:52:04.525]  Every news outlet in the world covered it, and to their credit, they credited me for having the memo.
[03:52:04.825 --> 03:52:07.267]  So I actually had Mooch's full communication strategy.
[03:52:07.727 --> 03:52:09.988]  So Roger Stone is absolutely right.
[03:52:10.409 --> 03:52:15.812]  Mooch was brought in to take out Rens Prebys, but that's not what Mooch thought.
[03:52:16.528 --> 03:52:23.552]  Mooch thought he was going in there to completely change... It was a wish list of... Alex, everything that we've talked about he was going to do.
[03:52:23.972 --> 03:52:25.072]  Fill the content void.
[03:52:25.352 --> 03:52:27.033]  Run the White House like a news network.
[03:52:27.333 --> 03:52:28.374]  Create your own content.
[03:52:28.674 --> 03:52:29.514]  Do GoPros.
[03:52:29.795 --> 03:52:34.237]  Do live... Everything that you and I... He was the savior of White House communications.
[03:52:34.257 --> 03:52:36.458]  Trump would have totally won for sure with this strategy.
[03:52:37.429 --> 03:52:38.973]  Oh, the Russia stuff would be over.
[03:52:39.394 --> 03:52:42.081]  Two weeks with Mooch and we wouldn't be talking about Russia anymore.
[03:52:42.341 --> 03:52:44.406]  Two weeks with Mooch and we'd be talking about whatever.
[03:52:44.426 --> 03:52:46.832]  And as you know, he was on fire too behind the scenes.
[03:52:48.052 --> 03:52:50.174]  Yeah, and he has remarkable charisma.
[03:52:50.194 --> 03:52:51.154]  He's an entrepreneur.
[03:52:51.434 --> 03:52:57.599]  And again, the broader point is, I don't agree with him on a lot of things, but I'm not... But he was going to magnify the president.
[03:52:57.619 --> 03:52:59.480]  So here's the $85 trillion deal.
[03:52:59.841 --> 03:53:03.123]  How do we get that strategy memo back to the president?
[03:53:03.503 --> 03:53:05.144]  And who is going to carry that ball now?
[03:53:05.465 --> 03:53:06.145]  Who is good?
[03:53:06.205 --> 03:53:07.066]  Who is left up there?
[03:53:08.900 --> 03:53:10.401]  Nobody has what Mooch has.
[03:53:10.641 --> 03:53:13.083]  He has the it factor, he has the X factor.
[03:53:13.123 --> 03:53:19.106]  Nobody can do Mooch, except maybe somebody like you or somebody like me, but we have to run our own media stuff out here.
[03:53:20.047 --> 03:53:31.012]  Somebody like Laurie Ingram, there's nobody though, Stephen Miller did a great job, so maybe Stephen Miller, Sarah Huckabee, bring in somebody from One American News Network, maybe a former executive.
[03:53:32.073 --> 03:53:35.114]  Mooch was going to bring in Bob Shine, who was at Fox News.
[03:53:35.374 --> 03:53:38.776]  They need to bring in somebody and say, how are we going to get the A1 Brothers story out?
[03:53:38.796 --> 03:53:45.859]  They need to bring in production, they need to bring in news editors, they need to bring in people that have news brains and understand the attack we're looking at.
[03:53:46.479 --> 03:53:49.420]  Because Trump knows how to instinctively tackle it, but he can't tackle it all.
[03:53:49.480 --> 03:53:52.521]  He's got to have a cadre of people around him.
[03:53:53.161 --> 03:53:54.842]  Well, I mean, you can't keep up with everything.
[03:53:55.002 --> 03:53:58.723]  I didn't even know about that military coup letter sent by the Democrats.
[03:53:59.164 --> 03:54:01.845]  I didn't know about that, and I live news, right?
[03:54:01.945 --> 03:54:03.345]  I'm practically plugged in.
[03:54:03.365 --> 03:54:09.107]  And as we move towards their attempted coup, why are they saying the next month or two, and now we're two weeks in, that they're going to do their coup?
[03:54:10.168 --> 03:54:13.489]  I mean, are they trying to, like, get Trump to move against them, or what's going on?
[03:54:14.636 --> 03:54:18.257]  Well, they're trying to scare away anybody who's fighting back.
[03:54:18.557 --> 03:54:19.558]  That's what this grand jury is.
[03:54:19.578 --> 03:54:19.798]  That's it.
[03:54:19.818 --> 03:54:20.618]  They're acting big.
[03:54:20.658 --> 03:54:21.478]  They're acting bad.
[03:54:21.498 --> 03:54:23.019]  They're acting like Trump's on his way out.
[03:54:23.459 --> 03:54:27.500]  That's why we need these congressional hearings on, uh, on, uh, keep going.
[03:54:27.520 --> 03:54:27.701]  Sorry.
[03:54:28.681 --> 03:54:35.103]  No, I mean, that's what they're trying to, that's why they got rid of, um, Rich Higgins and Ezra Cohen and Derek Harvey.
[03:54:35.683 --> 03:54:36.804]  They sending a message.
[03:54:37.164 --> 03:54:43.466]  They go, it doesn't matter if you're a decorated war veteran as Derek Harvey was, doesn't matter if you're an expert on,
[03:54:43.866 --> 03:54:44.446]  The Middle East.
[03:54:44.486 --> 03:54:46.947]  It doesn't matter if you're an expert on national security.
[03:54:47.327 --> 03:54:48.568]  We're going to take out everybody.
[03:54:48.748 --> 03:54:58.972]  So you worms watching, you scum and flyover country that we hate and we loathe and we want to destroy your families and get your children sold into prostitution and get you hooked on drugs.
[03:54:59.668 --> 03:55:01.928]  You worms better know your place.
[03:55:02.009 --> 03:55:02.929]  We are the Deep State.
[03:55:03.229 --> 03:55:04.349]  We are taking control.
[03:55:04.609 --> 03:55:06.850]  We are going to enslave all of you and all of your family.
[03:55:07.070 --> 03:55:13.011]  We will send a message to you right now that if we can take out Mooch, if we can take out Trump, we can take out any of you.
[03:55:13.511 --> 03:55:14.971]  That's what this is ultimately about.
[03:55:15.291 --> 03:55:19.492]  It is declaring martial law, declaring war on Americans.
[03:55:20.772 --> 03:55:21.093]  Wow.
[03:55:21.493 --> 03:55:21.993]  Absolutely.
[03:55:22.033 --> 03:55:23.053]  Keep ranting, Cernovich.
[03:55:24.565 --> 03:55:30.427]  It's very, very important, Alex, for people to recognize that and to listen at home because people don't get what is at stake anymore.
[03:55:30.787 --> 03:55:33.728]  I tell people, go back to me from 15 years.
[03:55:34.048 --> 03:55:34.929]  I never even cared!
[03:55:35.649 --> 03:55:38.970]  All I cared about five years ago was going to pool parties in Las Vegas.
[03:55:39.030 --> 03:55:41.331]  I thought, why would anybody care about politics?
[03:55:41.371 --> 03:55:42.471]  Why would any of this matter?
[03:55:43.012 --> 03:55:48.834]  I'm just going to hang out with, you know, nice people at pool parties and have fun and listen to house music and everything.
[03:55:49.114 --> 03:55:49.754]  I didn't care about it.
[03:55:49.774 --> 03:55:50.414]  It was all dumb.
[03:55:50.434 --> 03:55:51.274]  It was all pointless.
[03:55:51.575 --> 03:55:52.655]  But then I realized,
[03:55:53.320 --> 03:56:01.504]  That the Deep State and Soros and Petraeus and McMaster, they want terrorism in America because that is how they control people.
[03:56:01.845 --> 03:56:08.068]  So if you're like me and you want to go to art museums and art exhibits and just enjoy your life, you can't anymore!
[03:56:08.588 --> 03:56:20.975]  You can't just live your life in America... Because the drawbridge is getting blown open and a bunch of globalists are coming in and openly announcing they're going to enslave you and openly announcing they're going to make you bow to radical Islam and leftism.
[03:56:21.295 --> 03:56:21.776]  Exactly.
[03:56:21.816 --> 03:56:30.741]  You're just a normal guy, but you see a conquering army coming against you and you've gotten in your gun emplacement and have been blowing the hell out of them in the info war.
[03:56:31.041 --> 03:56:32.203]  And that's what they better understand.
[03:56:32.223 --> 03:56:37.189]  The producers in this country of every race, color, and creed have been pushed too far.
[03:56:37.690 --> 03:56:44.078]  And if you can call me whatever wave or you another wave, there are even bigger waves than Trump and us coming.
[03:56:44.299 --> 03:56:45.741]  And I hope the globalists understand that.
[03:56:46.584 --> 03:56:53.486]  Well they don't yet and that's what they don't get because they come after me not realizing I never started off as a journalist.
[03:56:53.846 --> 03:56:54.947]  I was a mindset guy.
[03:56:55.167 --> 03:56:57.888]  How much more energy do you get when they threaten you or come after you?
[03:56:58.648 --> 03:57:01.789]  Well exactly that's the problem and I have a whole army of people under me.
[03:57:02.249 --> 03:57:08.751]  I wrote the book Guerrilla Mindset which is all about how you should enjoy challenges of life and what an incredible opportunity is.
[03:57:08.771 --> 03:57:10.112]  I actually had a guy from
[03:57:10.652 --> 03:57:14.015]  The New York Times say, how do you handle with the stress of all these attacks?
[03:57:14.035 --> 03:57:17.078]  Oh, listen, if I walked into some alley and they said, Jones, that's it for what you did.
[03:57:17.118 --> 03:57:17.499]  You're dead.
[03:57:17.559 --> 03:57:18.760]  Government ops started to shoot me out.
[03:57:19.000 --> 03:57:21.102]  As they were shooting me, I'd say, I am so victorious.
[03:57:21.323 --> 03:57:22.644]  I'm a man like my ancestors.
[03:57:22.684 --> 03:57:24.706]  I hurt these people so bad, they've had to kill me.
[03:57:24.966 --> 03:57:25.747]  I am a winner!
[03:57:26.047 --> 03:57:26.668]  Yeah!
[03:57:26.988 --> 03:57:27.569]  Yeah, baby!
[03:57:27.589 --> 03:57:27.809]  Let's go!
[03:57:27.849 --> 03:57:28.349]  Let's go!
[03:57:30.700 --> 03:57:32.082]  You'll be remembered like Achilles.
