[00:00:00.009 --> 00:00:00.329]  Tom.
[02:53:28.544 --> 02:53:40.894]  Backup water source, and you just can't beat a Big Berkey to remove dangerous chlorine, all types of fluoride, pathogenic bacteria, cysts, parasites, and unhealthy byproducts from municipal water.
[02:53:41.034 --> 02:53:45.677]  Berkey water filter systems are even powerful enough to purify stagnant pond water.
[02:53:45.877 --> 02:53:52.022]  For the gold standard in water filters, get a Big Berkey at BigBerkeyWaterFilters.com.
[02:53:52.262 --> 02:53:56.686]  And all GCN listeners get 5% off all ceramic filter systems.
[02:53:56.966 --> 02:54:00.410]  For details, call 1-877-99-BERKEY.
[02:54:00.710 --> 02:54:04.454]  That's 877-99-BERKEY.
[02:54:04.754 --> 02:54:06.056]  Big Berkey Water Filters.
[02:54:06.336 --> 02:54:07.858]  For the love of clean water.
[02:54:14.765 --> 02:54:18.349]  It seems like yesterday, but it was long ago.
[02:54:19.784 --> 02:54:20.844]  She was lovely.
[02:54:21.285 --> 02:54:23.365]  She was the queen of our hearts.
[02:54:23.946 --> 02:54:27.247]  There in the darkness with the radio playing loud.
[02:54:27.587 --> 02:54:28.348]  Flushering that.
[02:54:28.648 --> 02:54:31.569]  All those pictures days are past me now.
[02:54:31.929 --> 02:54:34.910]  I got so much more to think about.
[02:54:35.871 --> 02:54:36.831]  Deadlines.
[02:54:37.931 --> 02:54:40.733]  Deadlines and commitments.
[02:54:41.053 --> 02:54:42.233]  What to leave in.
[02:54:42.653 --> 02:54:43.734]  What to leave out.
[02:54:44.014 --> 02:54:46.435]  Alright, let's go back to your calls.
[02:54:48.331 --> 02:54:50.333]  Tyranny is running against the wind of history.
[02:54:52.434 --> 02:54:54.116]  And it's time is coming, my friends.
[02:54:55.317 --> 02:54:58.359]  We were young and strong, we were just running against the wind.
[02:54:58.900 --> 02:55:00.481]  But old Hillary isn't young and strong.
[02:55:01.782 --> 02:55:04.404]  She can feel the hellfire lapping her big ol' booty.
[02:55:04.965 --> 02:55:07.087]  Let's talk to Fred Rico in New York.
[02:55:07.147 --> 02:55:08.528]  I'm sorry, folks, I'm gonna stop.
[02:55:08.908 --> 02:55:10.910]  Fred Rico, you're on the air, go ahead.
[02:55:11.650 --> 02:55:13.652]  Hey Alex, how you doing today, my brother?
[02:55:14.172 --> 02:55:17.215]  I'm doing alright, but just thinking about Hillary Clinton made me want to vomit, sorry.
[02:55:18.059 --> 02:55:18.640]  Yeah, me too.
[02:55:18.680 --> 02:55:19.440]  That's really gross.
[02:55:20.681 --> 02:55:21.842]  Think about her and her girlfriends.
[02:55:21.862 --> 02:55:22.803]  That's really disgusting.
[02:55:24.324 --> 02:55:29.068]  Listen, people don't... That's Lachnett and Yahoo playing golf with Hitler.
[02:55:29.428 --> 02:55:30.129]  Sorry, go ahead.
[02:55:31.790 --> 02:55:34.692]  A lot of people don't look at their surroundings.
[02:55:34.892 --> 02:55:39.456]  I do a lot of work for post offices and subway restaurants and stuff like that.
[02:55:40.277 --> 02:55:46.922]  People do not realize the amount of postal police cars that are around them.
[02:55:47.560 --> 02:55:56.027]  People just know those of regular police, but there is a lot of activity of postal police in Brooklyn, in Queens, the Bronx... No, no, I agree.
[02:55:56.047 --> 02:56:01.672]  We actually got contacted by the post office, and the kid who wrote the article that was on Drudge said he's updating it.
[02:56:02.433 --> 02:56:06.417]  But they countered us that they're expanding their police force, and that's why they're buying ammo.
[02:56:06.617 --> 02:56:07.397]  That's the point.
[02:56:07.618 --> 02:56:12.021]  All these groups are expanding their police forces, buying billions of rounds of ammo.
[02:56:12.042 --> 02:56:12.322]  Go ahead.
[02:56:13.510 --> 02:56:16.711]  Yes, and another thing, you guys have to understand another thing.
[02:56:17.531 --> 02:56:22.753]  According to them, there is people stealing packages and stuff from the Postal Service, their employees.
[02:56:22.793 --> 02:56:32.576]  They are using their own employees, but they are putting some tracking devices in a lot of people's packages to monitor where these packages come from.
[02:56:32.616 --> 02:56:33.816]  They go and come back.
[02:56:33.896 --> 02:56:38.538]  But the thing is, these postal police actually are not doing any raids or nothing.
[02:56:38.918 --> 02:56:39.698]  They are just
[02:56:40.137 --> 02:56:44.479]  Well, every agency is expanding or trying to get armed law enforcement.
[02:56:44.499 --> 02:56:45.979]  It's like bling or something.
[02:57:08.337 --> 02:57:11.378]  It's just a sign of the authoritarian third world slide.
[02:57:11.418 --> 02:57:11.898]  Great points.
[02:57:12.318 --> 02:57:13.458]  Good to hear from you, Frederico.
[02:57:13.898 --> 02:57:15.599]  By the way, I'll be back this Sunday, 4 to 6 p.m.
[02:57:15.619 --> 02:57:16.459]  on the Sunday Transmission.
[02:57:16.479 --> 02:57:17.179]  Just thought I'd add that.
[02:57:17.579 --> 02:57:18.659]  Jason in Florida.
[02:57:19.359 --> 02:57:20.080]  Go ahead.
[02:57:20.140 --> 02:57:21.120]  You're on the air.
[02:57:22.200 --> 02:57:24.761]  Sir, Alex Jones, you are an American hero.
[02:57:24.821 --> 02:57:25.361]  No, I'm not.
[02:57:25.381 --> 02:57:25.781]  Go ahead.
[02:57:26.581 --> 02:57:29.542]  I missed you by just a few hours with Dallas Fed in 2012.
[02:57:30.742 --> 02:57:35.063]  And I gave them Cobb-Seldo, but... What's going on with Joe Rogan?
[02:57:35.083 --> 02:57:36.003]  I see that on the screen.
[02:57:36.857 --> 02:57:37.880]  Yeah, two questions for you.
[02:57:37.940 --> 02:57:44.355]  I was wondering if, uh, I listen to Joe Rogan's podcast pretty religiously and I'll tell you about 80% of the time he mentions you.
[02:57:45.635 --> 02:57:48.137]  And, uh, I was just wondering if you're going to be on that anytime soon?
[02:57:48.237 --> 02:57:59.065]  Yeah, no, his show is a mega popular international sensation with millions and millions of listeners, uh, every time he does it, and viewers, and he, Joe is quite frankly, uh, irritated, and he's right.
[02:57:59.085 --> 02:58:03.148]  I've been promising to come out there for like four years and go on his show, and I want to.
[02:58:03.549 --> 02:58:13.016]  I've known Joe since like 98, we're really good friends, and, uh, he's really a sweetheart and always plugs the show, and, uh, he's a good guy, uh, and I want to go on his show very, very badly.
[02:58:13.945 --> 02:58:14.626]  I hope you do, man.
[02:58:14.706 --> 02:58:16.028]  It'll be a big show.
[02:58:16.749 --> 02:58:18.632]  One more question.
[02:58:18.692 --> 02:58:24.481]  I was wondering if you agreed or disagreed with Webster Tarpley's analysis of the
[02:58:25.211 --> 02:58:26.672]  Snowden-Greenwald deal.
[02:58:27.132 --> 02:58:29.474]  He's calling it a limited hangout operation.
[02:58:29.614 --> 02:58:30.935]  Yeah, I don't agree with that at all.
[02:58:30.955 --> 02:58:35.939]  I don't agree with Webster on the turn of events, the pro-Obama stuff and Hillary stuff.
[02:58:35.959 --> 02:58:37.760]  I mean, he's a big Hillary Clinton supporter.
[02:58:38.380 --> 02:58:46.946]  Webster, you know, I just don't buy into a lot of stuff that old Webster has to say.
[02:58:46.966 --> 02:58:47.747]  But he is a character.
[02:58:47.787 --> 02:58:48.708]  I like him as a person.
[02:58:49.248 --> 02:58:51.530]  He's a fun guy to go out and have dinner with.
[02:58:53.326 --> 02:58:54.086]  I will be right back.
[02:58:54.106 --> 02:58:55.927]  I'm gonna do an extra time for the invitation.
[02:58:56.367 --> 02:58:56.867]  Alex!
[02:58:58.168 --> 02:58:58.848]  Ah, Putin!
[02:58:59.548 --> 02:59:01.168]  Introducing Pro-1.
[02:59:01.429 --> 02:59:04.950]  All of your filtration in one system, portable, on the go.
[02:59:05.070 --> 02:59:09.451]  No more do you have two or three filters to just reduce sodium fluoride.
[02:59:09.611 --> 02:59:15.594]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[02:59:15.714 --> 02:59:26.699]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:59:26.719 --> 02:59:29.400]  It is the only one that does it and out of the gates.
[02:59:29.581 --> 02:59:33.022]  We have it discounted at 10% off with promo code WATER.
[02:59:33.222 --> 02:59:38.685]  This is the only system that in one unit helps reduce or remove pesticides.
[02:59:38.945 --> 02:59:50.190]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:59:50.511 --> 02:59:56.393]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[02:59:56.453 --> 03:00:03.357]  Coast to Coast, direct from Austin.
[03:00:03.997 --> 03:00:07.198]  You're listening to the Alex Jones Broadcasting Network.
[03:00:14.403 --> 03:00:15.044]  Big Brother.
[03:00:15.704 --> 03:00:16.725]  Mainstream media.
[03:00:17.466 --> 03:00:18.567]  Government cover-ups.
[03:00:19.228 --> 03:00:20.029]  You want answers?
[03:00:20.810 --> 03:00:21.711]  Well, so does he.
[03:00:22.351 --> 03:00:25.995]  He's Alex Jones on the GCN Radio Network.
[03:00:26.556 --> 03:00:30.600]  And now, live from Austin, Texas, Alex Jones.
[03:00:34.823 --> 03:00:36.304]  I'm calling Watson right now.
[03:00:36.324 --> 03:00:38.866]  I've got to watch Infowars.com a little bit closer.
[03:00:38.906 --> 03:00:40.127]  This has been out for like 30 minutes.
[03:00:40.207 --> 03:00:41.668]  I didn't even plug it during the main show.
[03:00:42.328 --> 03:00:47.112]  TSA agents interrogate Jewish author for reading conservative newspaper.
[03:00:47.172 --> 03:00:49.293]  Federal goons assume role of political thought police.
[03:00:49.794 --> 03:00:50.914]  Hey Watson, hold on one second.
[03:00:51.575 --> 03:00:56.999]  This is incredible because it's like that chief of police was flying to the Constitution meeting.
[03:00:57.719 --> 03:00:59.500]  And they had that data and interrogated him.
[03:00:59.920 --> 03:01:03.381]  Watson, you're absolutely, I'm on air right now, you're absolutely right that they're doing this.
[03:01:03.401 --> 03:01:07.983]  This is their new threat fusion center deal where they quote, check you out before you get there.
[03:01:08.463 --> 03:01:10.604]  So hopefully you'll add that point about the police chief.
[03:01:10.944 --> 03:01:12.605]  This is getting really creepy, man.
[03:01:13.405 --> 03:01:24.915]  But she was reading a mainline Jewish newspaper and so they, I mean that's like in England where they were reading the Daily Mail or something and remember they questioned people like in downtown London.
[03:01:25.396 --> 03:01:26.597]  Why are you reading that newspaper?
[03:01:26.617 --> 03:01:28.759]  I mean this is really, this is secret police.
[03:01:28.799 --> 03:01:29.820]  What are you reading there?
[03:01:30.180 --> 03:01:31.601]  I mean this is outrageous Watson.
[03:01:33.243 --> 03:01:37.807]  Well they also let a woman pass with full face dress without checking her identity.
[03:01:38.147 --> 03:01:38.647]  A Muslim.
[03:01:39.268 --> 03:01:40.469]  At the exact same time.
[03:01:43.120 --> 03:01:45.182]  Well, this is just getting amazing, Watson.
[03:01:46.382 --> 03:01:47.783]  I mean, we're living in the twilight zone here.
[03:01:47.803 --> 03:01:49.625]  This should be a huge national story.
[03:01:49.645 --> 03:01:51.846]  I mean, this is just getting... It's on Drudge.
[03:01:52.607 --> 03:01:53.167]  Our story is?
[03:01:53.948 --> 03:01:54.168]  Yeah.
[03:01:54.588 --> 03:01:55.009]  Oh, cool.
[03:01:55.029 --> 03:01:55.809]  DrudgeReport.com?
[03:01:56.350 --> 03:01:57.631]  I love the DrudgeReport.com.
[03:01:57.651 --> 03:01:58.291]  Where is it on there?
[03:02:00.273 --> 03:02:02.054]  Middle right-hand column somewhere.
[03:02:02.774 --> 03:02:04.155]  Middle right-hand column.
[03:02:04.796 --> 03:02:08.279]  TSA interrogates Jewish author for reading conservative newspaper.
[03:02:08.459 --> 03:02:11.281]  That's pretty pathetic when Drudge already knows about stuff on my site before I do.
[03:02:12.506 --> 03:02:14.007]  You guys, I have a great crew.
[03:02:14.268 --> 03:02:16.930]  You've got to stay on top of the breaking InfoWars stories.
[03:02:17.871 --> 03:02:19.913]  I mean, you're giving me all these other stories around the world and that's great.
[03:02:19.933 --> 03:02:20.693]  We've got to watch our site.
[03:02:20.713 --> 03:02:21.394]  Great job, the crew.
[03:02:21.414 --> 03:02:22.054]  I'm not complaining.
[03:02:22.335 --> 03:02:23.215]  I'm complaining about myself.
[03:02:23.236 --> 03:02:24.437]  I've got the site right here in front of me.
[03:02:24.897 --> 03:02:26.779]  Let's see what else broke on InfoWars.com.
[03:02:27.639 --> 03:02:29.181]  How's my favorite little redcoat doing?
[03:02:29.201 --> 03:02:31.703]  Not too bad.
[03:02:32.504 --> 03:02:33.465]  Perfect timing.
[03:02:35.066 --> 03:02:35.747]  Oh, here's that article.
[03:02:35.787 --> 03:02:36.968]  Crews and... Oh, you're eating.
[03:02:37.628 --> 03:02:38.229]  Paul has a joke.
[03:02:38.249 --> 03:02:39.470]  I always call when he... Huh?
