[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[03:36:27.551 --> 03:36:30.974]  He was just hurt because all he wants to do is try to help save a business out here.
[03:36:31.214 --> 03:36:31.414]  Yes.
[03:36:31.514 --> 03:36:34.417]  And he has to leave now because people are out here just acting crazy.
[03:36:34.617 --> 03:36:35.638]  They're doing donuts in the road.
[03:36:35.658 --> 03:36:36.699]  I just saw a car hit a car.
[03:36:38.580 --> 03:36:39.061]  Geez.
[03:36:39.781 --> 03:36:40.502]  Acting crazy.
[03:36:41.943 --> 03:36:42.644]  Total anarchy.
[03:36:46.007 --> 03:36:49.410]  I don't know if they're shooting at anything specific or maybe just up in the air.
[03:36:50.023 --> 03:36:57.127]  I mean, the scary thing is when they shoot up in the air, I've heard of people where there's been, you know, celebrations where people shoot up in the air and that bullet comes down and kills someone innocent.
[03:36:57.427 --> 03:36:58.328]  Yeah.
[03:36:58.408 --> 03:36:59.248]  There's more gunshots.
[03:36:59.449 --> 03:36:59.709]  There's 8, 9, 10, 11, 12, 13, 14, 15, 17.
[03:37:01.350 --> 03:37:01.530]  Dang.
[03:37:01.610 --> 03:37:06.012]  It's going to come down the same velocity it went up.
[03:37:07.213 --> 03:37:07.293]  Oh, 19, 20.
[03:37:07.393 --> 03:37:08.914]  Oh, there's another clip.
[03:37:09.014 --> 03:37:09.294]  Wow.
[03:37:10.135 --> 03:37:10.535]  Yeah.
[03:37:10.715 --> 03:37:11.175]  Yeah, I know.
[03:37:11.215 --> 03:37:11.956]  You can hear it now.
[03:37:13.215 --> 03:37:13.475]  Okay.
[03:37:13.535 --> 03:37:15.636]  I mean, I've been hearing them all night, but yeah, you can hear them.
[03:37:16.116 --> 03:37:17.517]  I don't think you need to get any closer.
[03:37:17.837 --> 03:37:19.278]  Joe, you know what you may want to do, though?
[03:37:19.778 --> 03:37:26.621]  If you have an extra shotgun mic, you could plug in the shotgun mic where your other mic is and see if that gets a more directional signal.
[03:37:26.641 --> 03:37:28.862]  Then you can aim the microphone in different areas.
[03:37:28.902 --> 03:37:31.503]  We were only given one on this one, on this trip, I think.
[03:37:31.783 --> 03:37:32.084]  Okay.
[03:37:32.104 --> 03:37:33.364]  Yeah, I haven't seen more than one.
[03:37:34.225 --> 03:37:35.325]  We don't have another mic, do we?
[03:37:35.985 --> 03:37:37.046]  No, Jakar says no.
[03:37:38.066 --> 03:37:39.467]  Wow, this place is just...
[03:37:41.826 --> 03:37:43.007]  Did the firefighters even get in there?
[03:37:43.027 --> 03:37:44.208]  So how far away are you from the uh...
[03:38:06.707 --> 03:38:11.609]  Hey Joe, how far away are you from the police station, the fire station where you were earlier?
[03:38:12.429 --> 03:38:15.550]  The police station would be about a five minute drive, I think it's a route.
[03:38:16.011 --> 03:38:18.252]  It's maybe two and a half miles, three miles.
[03:38:19.692 --> 03:38:24.294]  Really all you do is you go to where the McDonald's is, where I'm pointing, you make a right,
[03:38:24.814 --> 03:38:28.017]  And at the end of that road you make a left and it takes you right to the police station.
[03:38:28.037 --> 03:38:29.299]  There's like one turn.
[03:38:29.619 --> 03:38:31.481]  People could be here in literally in seconds.
[03:38:31.661 --> 03:38:31.741]  Yeah.
[03:38:31.781 --> 03:38:42.051]  But at the same time I'm assuming they don't want to abandon the police building because if it gets burned down then I guess they have no place to stage or house themselves and to actually help people if more stuff continues.
[03:38:42.371 --> 03:38:48.377]  Well I imagine that they're doing the same thing they did in the LA riots and that is circling the wagons around the police department.
[03:38:48.977 --> 03:38:50.681]  Well, they have this target list.
[03:38:50.822 --> 03:38:56.254]  The scariest thing to worry about that I'm fearful for is a drive-by because people are just driving around and screaming.
[03:38:57.492 --> 03:39:00.494]  Yeah, they just might want to take a pot shot at you just for the heck of it.
[03:39:00.655 --> 03:39:02.076]  Hey, Bound, what are the target lists?
[03:39:02.136 --> 03:39:04.017]  You remember, yeah, Nimmo's article on the target list?
[03:39:04.097 --> 03:39:07.280]  Right, what are you... Well, what do we know that's been hit so far?
[03:39:08.281 --> 03:39:12.744]  There's a lot of hospitals on here, there's City Hall, there's a fire department.
[03:39:13.124 --> 03:39:19.109]  Right up the street, at the end of the road down here past McDonald's is Emerson Electric, so I don't know what the state of that place is.
[03:39:19.129 --> 03:39:20.250]  I haven't made it that far down.
[03:39:20.762 --> 03:39:21.862]  But I'll try and see.
[03:39:21.902 --> 03:39:26.844]  There's a substation at the bottom of the hill past the liquor store on the right side of the road as well.
[03:39:26.904 --> 03:39:29.625]  So I don't know what's happened with that either, but we'll try to get down there in a minute.
[03:39:29.685 --> 03:39:30.945]  I know that was one of the targets.
[03:39:30.965 --> 03:39:36.947]  We saw people looting one of the liquor stores on 9101 Florissant.
[03:39:37.027 --> 03:39:39.188]  I forget the name of the liquor store, but it had it right up there.
[03:39:39.208 --> 03:39:40.888]  But I remember looking at the address.
[03:39:41.288 --> 03:39:43.069]  Emerson Electric is the electric company there?
[03:39:43.289 --> 03:39:43.929]  The utility company?
[03:39:43.969 --> 03:39:44.209]  Yes.
[03:39:44.749 --> 03:39:45.049]  Yes, sir.
[03:39:49.426 --> 03:39:50.767]  Yeah, it's on the list.
[03:39:51.707 --> 03:39:53.908]  There's no words to explain this.
[03:39:54.989 --> 03:39:56.790]  I mean, I don't even know how clear it is for you guys.
[03:39:56.810 --> 03:39:58.251]  I know it's starting to look blurry a little bit.
[03:39:58.391 --> 03:39:58.831]  There it goes.
[03:39:59.371 --> 03:40:02.073]  But just being here, I mean, this is, wow.
[03:40:02.693 --> 03:40:03.854]  This is something you'll never forget.
[03:40:03.874 --> 03:40:08.496]  There's Jakari Action Jackson.
[03:40:10.257 --> 03:40:13.218]  He kind of looks like somebody from Brazil.
[03:40:16.460 --> 03:40:20.802]  Have any of the city officers been hit?
[03:40:22.323 --> 03:40:22.704]  What was that?
[03:40:22.904 --> 03:40:26.826]  Have they hit the police station or the fire station or the city hall?
[03:40:29.347 --> 03:40:32.129]  It just sounds like the guy in the squad car made an announcement.
[03:40:33.530 --> 03:40:34.710]  And what did he say?
[03:40:35.331 --> 03:40:37.772]  If you don't clear the street you'll be subject to arrest.
[03:40:38.512 --> 03:40:39.573]  I can't hear him and I'm like...
[03:40:40.363 --> 03:40:41.244]  25 yards from him.
[03:40:41.264 --> 03:40:43.465]  He needs to get a bigger megaphone.
[03:40:43.725 --> 03:40:43.966]  Yeah.
[03:40:44.606 --> 03:40:46.287]  Are any of the banks on fire?
[03:40:47.728 --> 03:40:49.389]  Um, I haven't seen any at all, no.
[03:40:49.409 --> 03:40:56.074]  It looks like a lot of the, uh, a lot of places, whoop, there's a bunch more gunshots and those were down in the neighborhood where Mike Brown was shot.
[03:40:59.556 --> 03:41:07.161]  So far, it looks like the only buildings that have been really hit are the ones on this side of the street where I'm at, but nothing I've seen on the other side so far.
[03:41:08.742 --> 03:41:08.962]  What's up?
[03:41:10.925 --> 03:41:11.206]  Do what?
[03:41:11.927 --> 03:41:12.788]  Okay, cool, man.
[03:41:12.828 --> 03:41:15.492]  Hey, I'm glad you made it back to your friends, man.
[03:41:15.512 --> 03:41:16.093]  Be safe, alright?
[03:41:16.874 --> 03:41:22.063]  Fox News is reporting more looting than what happened in August.
[03:41:22.660 --> 03:41:24.542]  Oh yeah, it's already surpassed that.
[03:41:24.562 --> 03:41:26.103]  Well, you didn't have fires like that.
[03:41:26.663 --> 03:41:33.889]  It was funny because when we were driving down here, the guy, this is his first trip ever, like as a journalist, he said, is this bad?
[03:41:34.970 --> 03:41:37.031]  Even the police said, no, it's not bad.
[03:41:37.492 --> 03:41:38.112]  August was worse.
[03:41:38.172 --> 03:41:43.036]  And then we pulled up on this scene and Jakari and I looked at each other and I was like, uh, no, this is way worse.
[03:41:43.456 --> 03:41:45.198]  Where are you in relation to that McDonald's?
[03:41:45.218 --> 03:41:46.438]  Are you guys right down the street from that?
[03:41:47.439 --> 03:41:49.581]  You can see all the lights flashing, that's McDonald's.
[03:41:49.801 --> 03:41:56.065]  Yeah, we cut to a Fox News feed, and they showed the McDonald's, and it looks like the beauty salon over there, it looked like it had been hit.
[03:41:57.185 --> 03:41:59.467]  Yeah, the McDonald's has been completely destroyed.
[03:41:59.587 --> 03:42:01.628]  Yeah, there it is, the 9-11 hair salon.
[03:42:03.409 --> 03:42:09.473]  Well, this is a very, very large building over here, and it's at the very end that it's on fire.
[03:42:09.753 --> 03:42:09.913]  Yeah.
[03:42:09.933 --> 03:42:15.617]  As well as the two buildings down this way, the Sam's Meat Market and the rental place.
[03:42:15.777 --> 03:42:17.698]  Yeah, it's everywhere you turn, there's a fire.
[03:42:19.821 --> 03:42:21.963]  I can hear people saying F the police still.
[03:42:22.283 --> 03:42:22.463]  Yeah.
[03:42:22.483 --> 03:42:24.664]  And they're starting to come towards the police officers.
[03:42:25.785 --> 03:42:31.529]  Well just be sure you're not in with that group when things start to happen.
[03:42:32.029 --> 03:42:33.230]  I'm not trying to F anything.
[03:42:33.731 --> 03:42:36.252]  Yeah, and all the schools are closed of course in St.
[03:42:36.272 --> 03:42:36.432]  Louis.
[03:42:36.452 --> 03:42:37.553]  Yeah, I believe that.
[03:42:37.573 --> 03:42:39.134]  They were showing that on the ticker earlier.
[03:42:39.174 --> 03:42:40.535]  They're saying all the way until Wednesday.
[03:42:41.376 --> 03:42:42.597]  So far is what they're saying.
[03:42:43.519 --> 03:42:46.780]  Well, you know, that's going to be the entire week then, because Thanksgiving is Thursday.
[03:42:46.880 --> 03:42:48.981]  Yeah, might as well just call the whole thing off.
[03:42:49.181 --> 03:42:51.481]  Yeah, I mean, the whole week they're going to be done.
[03:42:51.501 --> 03:42:54.442]  So now we have police mobilizing in this area on the street.
[03:42:54.482 --> 03:43:04.005]  They are now lined up from the, over here to my right, all the way down to here to where there is a... It's like an armored... Yeah, it's an armored vehicle.
[03:43:04.025 --> 03:43:08.746]  It looks like maybe some kind of customized... It's got forward headlights, so I don't know what that is.
[03:43:09.687 --> 03:43:10.827]  Looks like an LRAD on top.
[03:43:11.991 --> 03:43:13.512]  They are out here in a full line.
[03:43:13.532 --> 03:43:15.894]  This guy is on his loudspeaker from time to time.
[03:43:15.914 --> 03:43:17.895]  I haven't seen the outright in action though, have you?
[03:43:19.976 --> 03:43:21.657]  No, I mean, it doesn't do anything to me.
[03:43:21.717 --> 03:43:25.579]  It just reminds me of a Skrillex dubstep song or something.
[03:43:26.439 --> 03:43:28.440]  Sounds like something you'd hear at a nightclub.
[03:43:28.480 --> 03:43:29.381]  It doesn't really hurt the ears.
[03:43:30.239 --> 03:43:31.580]  So what happened?
[03:43:32.061 --> 03:43:35.264]  The fire department had shown up there trying to put the fire out in that building.
[03:43:35.344 --> 03:43:39.307]  There were shots being fired at the fire department.
[03:43:40.128 --> 03:43:43.471]  They left and now the police have arrived.
[03:43:43.531 --> 03:43:43.972]  Is that correct?
[03:43:44.721 --> 03:43:48.243]  Yes, that is correct, Dave and I. There were gunshots.
[03:43:48.283 --> 03:43:49.704]  They had to retreat back.
[03:43:49.764 --> 03:43:51.705]  They had to pull the fire truck out.
[03:43:52.265 --> 03:43:54.166]  And you could see the look on the firefighters.
[03:43:54.226 --> 03:43:57.368]  I mean, they were just so upset because they were trying to save the business.
[03:43:57.428 --> 03:43:58.669]  Now they have not been able to.
[03:43:58.689 --> 03:44:01.130]  They've been pulled back, and now these buildings will burn to the ground.
[03:44:02.311 --> 03:44:08.794]  The office building where this rental is, the fire has spread from that building over, it looks like, to the next building.
[03:44:08.834 --> 03:44:10.915]  It is an intense fire.
[03:44:10.935 --> 03:44:11.876]  Hey, Jakari!
[03:44:14.554 --> 03:44:17.756]  They're going to have to get those fires out or it's going to spread through the entire neighborhood.
[03:44:17.776 --> 03:44:21.599]  But of course, they're going to have to have the police there to stop the people taking hot shots.
[03:44:21.679 --> 03:44:31.026]  The only thing that's beside this storage unit area, well, there's nothing really on the right side except for maybe a 20-yard break and then a wood line.
[03:44:31.286 --> 03:44:33.288]  And then from there, tons of homes.
[03:44:34.468 --> 03:44:34.689]  Wow.
[03:44:37.531 --> 03:44:40.012]  And you know, the governor did declare a state of emergency.
[03:44:40.052 --> 03:44:43.035]  So I think that might activate something for some of these people.
[03:44:43.777 --> 03:44:57.067]  If they go through the process of... Well, the sad thing is, is that, you know, Ferguson there is 93% black and of course they fed the narrative that this is simply a racial thing rather than understanding that it's a police thing.
[03:44:57.087 --> 03:44:59.008]  But now they're burning their own community there.
[03:44:59.469 --> 03:44:59.629]  Yeah.
[03:45:00.974 --> 03:45:08.077]  But again, it's probably people outside of that area again, as opposed to people who've been demonstrating this last week.
[03:45:08.617 --> 03:45:12.078]  We want to just conflate everybody together, and I don't think it's that case.
[03:45:12.118 --> 03:45:13.678]  I think it's two separate groups of people.
[03:45:14.199 --> 03:45:14.719]  Yeah, it is.
[03:45:14.759 --> 03:45:25.363]  I think you have people that live in the area that are really mad, and then you have people that are opportunists, that have come for just a little fun.
[03:45:25.383 --> 03:45:26.643]  Yep, they get a kick out of that.
[03:45:28.956 --> 03:45:31.198]  I'm looking at drudges while I'm looking down right now.
[03:45:31.258 --> 03:45:34.782]  Obama begs for calm as rioters set fires in Ferguson.
[03:45:34.922 --> 03:45:37.325]  No indictment.
[03:45:38.746 --> 03:45:42.110]  Prosecutors, Democrat, Michael Brown's mother collapses outside station.
[03:45:42.250 --> 03:45:44.832]  Looting, cars vandalized, gunshots.
[03:45:44.852 --> 03:45:45.373]  What's going on?
[03:45:45.613 --> 03:45:46.194]  What's going on, Joe?
[03:45:46.214 --> 03:45:46.794]  I hear you saying, ooh.
[03:45:47.075 --> 03:45:49.177]  There's just tons of gunshots going off right now.
[03:45:51.135 --> 03:45:58.960]  Hey, we're going to let you guys know the 10 freeway in La Brea is backed up from Ferguson protesters walking onto the freeway.
[03:45:59.000 --> 03:46:02.082]  So that La Brea is part of the... La Brea.
