[00:00:00.109 --> 00:00:00.669]  Network.
[03:08:56.500 --> 03:08:57.941]  Let's race through your calls now.
[03:08:58.442 --> 03:09:00.063]  Kathryn Albright is our guest here.
[03:09:00.343 --> 03:09:01.044]  Kathryn Albright.
[03:09:01.064 --> 03:09:02.625]  I'm always saying names wrong on air.
[03:09:02.865 --> 03:09:05.727]  Well, don't connect me with Madeline Albright.
[03:09:05.807 --> 03:09:07.028]  I know, I know, I know.
[03:09:07.208 --> 03:09:08.289]  What kind of Albright?
[03:09:08.749 --> 03:09:09.830]  I know, I know, Albright.
[03:09:09.930 --> 03:09:11.351]  I know, I can hardly say my own name right.
[03:09:11.892 --> 03:09:15.014]  Hey, when you've been on air already three plus hours, I just get punch drunk.
[03:09:15.574 --> 03:09:19.295]  Well, I love the overdrive, because I think the true Alex really comes out by now.
[03:09:19.355 --> 03:09:20.575]  The true Alex!
[03:09:20.935 --> 03:09:22.555]  Next caller!
[03:09:23.196 --> 03:09:25.316]  Paul in New Jersey, you're on the air, go ahead.
[03:09:26.136 --> 03:09:27.256]  Hey, good afternoon folks.
[03:09:28.357 --> 03:09:32.337]  You're talking about something, you can stop this stuff right now with the income tax.
[03:09:32.737 --> 03:09:40.039]  It's a fraud, it's under the UCC, and you can get two guys out of jail by using the UCC.
[03:09:41.509 --> 03:09:44.871]  Next Congressman George Hanson and Erwin Schiff.
[03:09:45.331 --> 03:09:46.251]  Is this Erwin Schiff?
[03:09:47.712 --> 03:09:50.653]  No, I'm not Erwin Schiff, but Erwin Schiff's in jail.
[03:09:50.733 --> 03:09:51.413]  Yes, you are.
[03:09:51.433 --> 03:09:53.554]  You don't want to get in trouble calling out of jail.
[03:09:53.955 --> 03:09:54.095]  Erwin!
[03:09:54.115 --> 03:09:55.395]  No, I'm not Erwin Schiff.
[03:09:55.415 --> 03:09:56.136]  I'm Paul.
[03:09:57.456 --> 03:10:03.339]  Buddy, I know Erwin Schiff, Peter Schiff's father, who's in federal prison for writing a book about the IRS.
[03:10:04.539 --> 03:10:05.940]  And you sound just like him.
[03:10:06.857 --> 03:10:09.218]  Well, I want to say something.
[03:10:09.338 --> 03:10:14.400]  Look, I fought these people, and I found out about the UCC, how they entrap you.
[03:10:14.420 --> 03:10:22.344]  See, all financial taxing transactions are done under the UCC.
[03:10:22.544 --> 03:10:24.905]  And that's how they entrap you.
[03:10:25.485 --> 03:10:27.826]  Once you accept that 1040 form, you're dead in the water.
[03:10:30.127 --> 03:10:32.068]  Erwin, how did you get to a telephone?
[03:10:32.088 --> 03:10:36.250]  You're not supposed to sign on a penalty of perjury that you owe the money, and they don't do it.
[03:10:37.054 --> 03:10:41.976]  If you're not Erwin Schiff, I mean, you know your voice is almost identical to him, right?
[03:10:42.456 --> 03:10:43.657]  Well, I don't know.
[03:10:44.637 --> 03:10:45.777]  You're the ones telling me that.
[03:10:46.298 --> 03:10:47.998]  But I called you before, Alex.
[03:10:49.139 --> 03:10:50.459]  But I need to talk about this.
[03:10:50.899 --> 03:10:53.981]  You could get these guys out of jail if you get enough people behind it.
[03:10:54.581 --> 03:10:56.922]  See, you're under the UCC, they can trap you.
[03:10:56.942 --> 03:10:59.343]  Now listen, it's the Federal Reserve.
[03:11:00.313 --> 03:11:02.575]  It's private, the income tax, it's all a fraud.
[03:11:02.935 --> 03:11:03.776]  That's on record.
[03:11:04.176 --> 03:11:06.318]  And it does show we're under financial bondage.
[03:11:06.679 --> 03:11:08.120]  That's how they're able to do all this.
[03:11:08.320 --> 03:11:13.645]  And Erwin Schiff literally wrote a book exposing it, and the judge said, don't publish it anymore.
[03:11:14.405 --> 03:11:16.988]  And they put him in prison for a book.
[03:11:17.528 --> 03:11:24.074]  And they tried to put a former Treasury agent who quit over all this, Joe Bannister, in jail, but the jury found him not guilty.
[03:11:24.594 --> 03:11:26.156]  That's how scary this country is.
[03:11:27.675 --> 03:11:30.037]  They wanted to arrest him for giving speeches.
[03:11:31.599 --> 03:11:36.483]  They claimed that he was aiding and abetting people in fraud to tell them that it was all actually private.
[03:11:36.783 --> 03:11:37.864]  But it is on record.
[03:11:38.685 --> 03:11:39.526]  Do you believe that, Catherine?
[03:11:40.046 --> 03:11:49.475]  Well, anytime your own government is telling you you can't speak, I mean, the whole thing about free speech, if they had a problem with it, then they should say why it's wrong, but not arrest people.
[03:11:49.963 --> 03:11:54.204]  Yeah, I mean, Erwin Schiff's been in jail, it's gotta be like 15 years, and I interviewed him many times.
[03:11:54.644 --> 03:11:56.005]  He used to be on this radio network.
[03:11:56.025 --> 03:12:01.206]  And of course, his brother, I mean, his son, Peter Schiff's very successful, manages I think like $5 billion.
[03:12:02.567 --> 03:12:06.688]  But it just shows how crazy this government is.
[03:12:07.088 --> 03:12:08.188]  Thank you, Paul, good point.
[03:12:08.608 --> 03:12:10.109]  Mike in California, you're on the air.
[03:12:11.425 --> 03:12:15.787]  Hello Alex, Dr. Albrecht, you're both truly great Americans and thanks for keeping up the good work.
[03:12:15.847 --> 03:12:20.409]  I know you feel like you're banging your head against the wall sometimes, but let me tell you, we're waking up out here.
[03:12:20.429 --> 03:12:26.512]  Hey Alex, former Marine, former Deputy Sheriff, I'd love to be one of your correspondents out here if you ever need it.
[03:12:27.593 --> 03:12:34.516]  On another note, I have a theory about what's going on at the border and I haven't heard anybody talking about it.
[03:12:36.337 --> 03:12:40.540]  Thousands of these people coming across the border are age 15 to 17 years old.
[03:12:41.100 --> 03:12:52.889]  What's to say, so one of these terrorist organizations down south, South America, Honduras, aren't training these people to come up here and they're waiting until they have just enough, enough
[03:12:53.809 --> 03:12:56.530]  Of a group up here to do one great thing.
[03:12:56.550 --> 03:12:57.851]  Well, sure, sure.
[03:12:57.891 --> 03:12:58.471]  Of course.
[03:12:58.591 --> 03:12:58.992]  No, no, no.
[03:12:59.012 --> 03:12:59.672]  We've been saying that.
[03:12:59.692 --> 03:13:00.452]  You must have missed it.
[03:13:00.912 --> 03:13:01.313]  It's not.
[03:13:01.373 --> 03:13:02.453]  Your theory is correct.
[03:13:02.513 --> 03:13:03.214]  It's not a theory.
[03:13:03.614 --> 03:13:06.415]  They're bringing radical Islamists across the border.
[03:13:06.695 --> 03:13:08.216]  They found the literature of the prayer cloths.
[03:13:08.236 --> 03:13:09.156]  They've apprehended them.
[03:13:09.657 --> 03:13:12.598]  And then they're quietly shipping them out when they do.
[03:13:13.098 --> 03:13:14.159]  Local police and others.
[03:13:14.599 --> 03:13:15.780]  And when the Border Patrol can.
[03:13:16.880 --> 03:13:22.703]  And they're using these kids by the hundreds of thousands as mules with fake IDs and fake names to launder money.
[03:13:23.649 --> 03:13:26.812]  Which we know the Democrats and others are heavily involved in money laundering.
[03:13:27.532 --> 03:13:32.257]  So, so absolutely, I mean, look, it just shows how out of control the system is.
[03:13:34.182 --> 03:13:43.966]  You're absolutely correct and we're in dangerous times now and people need to wake up and people need to start paying attention and keep their head on a 360 and make sure that they're covering themselves.
[03:13:44.306 --> 03:13:44.767]  Exactly.
[03:13:44.847 --> 03:13:52.950]  Just because the Border Patrol has been ordered to stand down now publicly doesn't mean that sheriff's deputies can't stop criminals or police can't or citizens.
[03:13:53.530 --> 03:13:59.573]  And I gotta say I've been critical of Rick Perry but I learned that he very quietly and secretly through the state police
[03:14:00.413 --> 03:14:18.346]  ...sent thousands of state police down there in the last few months, and they've been apprehending and running the records of these people that are felons, they're at least in the system, and are taking them to Mexico basically themselves, and Mexico's refusing them, so the next big crisis is all these illegal felons building up that Obama's about to release again.
[03:14:18.927 --> 03:14:22.689]  But I'm surprised Rick Perry and the state police even did something good!
[03:14:22.729 --> 03:14:23.270]  That's good!
[03:14:23.450 --> 03:14:24.731]  I mean, Catherine?
[03:14:25.783 --> 03:14:28.345]  Boy, that's probably not a topic I can say much about.
[03:14:28.365 --> 03:14:36.072]  I live up in New Hampshire, where we don't have the border problems of people coming down from Canada, but I know certainly it's a big deal down here, and it's a big deal for the whole country.
[03:14:36.613 --> 03:14:38.675]  Well, yeah, I mean, Latin America's collapsing.
[03:14:39.075 --> 03:14:40.736]  I mean, Mexico is a failed state.
[03:14:41.517 --> 03:14:43.298]  And it's now failing into us.
[03:14:44.439 --> 03:14:46.801]  You know, I actually lived in Mexico for a year when I was 15.
[03:14:47.181 --> 03:14:50.323]  I was a co-host on a Mexican television show and I'm fluent in Spanish.
[03:14:50.443 --> 03:14:54.045]  So back in that era, Mexico was a very different place.
[03:14:55.586 --> 03:15:01.250]  And now I wouldn't go back even on vacation because it's been totally overrun by the drug lords.
[03:15:01.830 --> 03:15:04.552]  And it's the corruption with the police who are part of that.
[03:15:04.712 --> 03:15:05.953]  And the drug war did it.
[03:15:06.093 --> 03:15:07.534]  It is, yeah.
[03:15:07.754 --> 03:15:09.055]  We know the drug culture is bad.
[03:15:09.115 --> 03:15:10.055]  I'm not endorsing it.
[03:15:11.056 --> 03:15:13.577]  At the top, they run the drug war so they can launder the money.
[03:15:14.117 --> 03:15:15.478]  And then it creates a criminal culture.
[03:15:16.258 --> 03:15:21.120]  And I'm not saying legalization of hard drugs is good either, but it's better than prohibition.
[03:15:21.280 --> 03:15:22.200]  Well, it's where the money is.
[03:15:22.480 --> 03:15:24.921]  And so, the power will always go where the money is.
[03:15:25.241 --> 03:15:30.263]  And if they can make it illegal so that they can make more money off of it, then, you know, that's... Oh yeah, no, no.
[03:15:30.783 --> 03:15:34.364]  I've been involved in documentaries where the drug lords admit... Yeah, you follow the money.
[03:15:34.485 --> 03:15:35.625]  ...that they want it illegal.
[03:15:37.227 --> 03:15:39.249]  I mean, the prison companies lobby to keep it illegal.
[03:15:39.329 --> 03:15:44.374]  So, what do you think, what do you make of George Soros spending $80 million to legalize marijuana now?
[03:15:44.414 --> 03:15:48.818]  That's one of the only good things he's ever done, and that's a... Well, let me just finish.
[03:15:48.938 --> 03:15:52.442]  That's a... On the surface, that's a PR stunt.
[03:15:53.403 --> 03:15:54.344]  Total PR stunt.
[03:15:55.492 --> 03:16:00.657]  To look like he, but the real reason is they're not really decriminalizing it.
[03:16:00.958 --> 03:16:07.244]  You waive your rights in these states like Michigan and Colorado and California and get put on a list and now they come to your house whenever they want.
[03:16:07.525 --> 03:16:08.666]  Now they take your kids.
[03:16:10.127 --> 03:16:18.236]  It's a trapped institutionalized medical marijuana users and as a way with this new super weed to basically turn people into zombies.
[03:16:18.456 --> 03:16:19.317]  That's the thing.
[03:16:19.557 --> 03:16:20.998]  That's what I think is going on.
[03:16:21.018 --> 03:16:24.481]  Because George Soros himself has said that he doesn't approve of pot smoking.
[03:16:24.901 --> 03:16:26.502]  He doesn't want his family smoking pot.
[03:16:26.562 --> 03:16:27.723]  He himself doesn't smoke pot.
[03:16:28.023 --> 03:16:29.985]  But he wants you and your family smoking pot.
[03:16:30.385 --> 03:16:35.949]  Because the eight hours a day they want you cleaning up the roads and driving the buses and keeping the system going.
[03:16:36.229 --> 03:16:39.291]  But in your off time they want you to play in World of Warcraft like a zombie.
[03:16:39.532 --> 03:16:43.114]  I agree, but you don't throw somebody in prison for it though.
[03:16:44.355 --> 03:16:49.977]  Yeah, well, it's been, obviously, that's been a very powerful way to do asset forfeiture.
[03:16:50.377 --> 03:16:51.138]  Here's the deal, here's the deal.
[03:16:51.158 --> 03:16:53.859]  If people want to drink Drano and kill themselves... I'm with you.
[03:16:54.059 --> 03:16:54.859]  I'm a libertarian.
[03:16:54.899 --> 03:16:59.201]  I totally believe that you should have... Let me tell you, I've seen the new medical marijuana wreck people.
[03:17:00.031 --> 03:17:03.812]  I mean, I've known beautiful, smart women who are like wrecked zombies now.
[03:17:03.872 --> 03:17:06.733]  I've known really smart businessmen who are zombies now.
[03:17:06.933 --> 03:17:07.673]  Well, here's the thing.
[03:17:08.053 --> 03:17:09.074]  What does marijuana do?
[03:17:09.094 --> 03:17:10.254]  It mellows you out.
[03:17:10.454 --> 03:17:10.994]  It makes you mellow.
[03:17:11.014 --> 03:17:18.597]  There's a reason why we have this sort of stereotype of the laid-back pothead, because they're not the kind of people who are going to take a picket sign and go and actually make some change.
