[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[02:35:32.646 --> 02:35:39.208]  You mentioned some there, the banks, the central banks, corporations, and definitely the mainstream media is kind of attacking Bitcoin.
[02:35:39.448 --> 02:35:48.870]  And I feel that InfoWars is kind of just reading off the headlines in a sense, rather than really looking at the issue.
[02:35:48.890 --> 02:35:50.851]  And I think right then on the
[02:35:51.940 --> 02:35:52.180]  I'm good.
[02:36:13.317 --> 02:36:13.858]  We're good to go.
[02:36:36.837 --> 02:36:52.152]  This is where they're getting bit, because people were realizing that they had already received their Bitcoin, and without confirmations, they could rewrite the script number, change it, and that basically would be their receipt to say, hey, I never got my Bitcoins.
[02:36:52.192 --> 02:36:52.573]  What happened?
[02:36:52.873 --> 02:36:53.454]  That's right.
[02:36:53.794 --> 02:36:59.520]  If you don't give a certain amount, it takes a certain amount of time to let that percolate through, to verify it essentially.
[02:37:00.201 --> 02:37:04.025]  And a lot of people had pointed out that Bitcoin, that Mt.
[02:37:04.085 --> 02:37:09.571]  Gox was processing these things too quickly, allowing for something to be double charged essentially.
[02:37:09.591 --> 02:37:12.114]  And so maybe what this is, is an accumulation of that.
[02:37:12.775 --> 02:37:13.495]  It's hard to tell.
[02:37:14.076 --> 02:37:22.882]  Whether it's that, whether it's an attack on them, I mean the attack, even a cyber type of attack could be coming from governments who view it as competition.
[02:37:23.902 --> 02:37:26.724]  I've seen a lot of people say that this is really a Mt.
[02:37:26.764 --> 02:37:31.187]  Gox program, that Bitcoin is basically solid.
[02:37:31.327 --> 02:37:36.090]  It'll be interesting to hear what Max Keiser has to say about this because he's been on the show a lot of times.
[02:37:36.110 --> 02:37:38.532]  He's a very big supporter of Bitcoin.
[02:37:38.792 --> 02:37:39.953]  I know Alex is very
[02:37:41.814 --> 02:37:42.815]  It doesn't feel good about it.
[02:37:42.895 --> 02:37:44.837]  I know that Mike Adams doesn't feel good about it.
[02:37:45.057 --> 02:37:45.738]  I looked at it.
[02:37:45.858 --> 02:37:46.859]  I really want it to work.
[02:37:46.959 --> 02:37:49.661]  I was just very concerned about a lot of the nuts and bolts.
[02:37:49.961 --> 02:37:53.204]  Did I understand it enough that I wouldn't get burned by this?
[02:37:53.464 --> 02:37:58.789]  How do I keep my bitcoins locally as opposed to keeping them in an exchange that could go belly up like Mt.
[02:37:58.829 --> 02:37:59.269]  Gox did?
[02:37:59.289 --> 02:38:01.071]  Do you have any advice for anybody on that?
[02:38:01.812 --> 02:38:02.493]  Oh, absolutely.
[02:38:02.733 --> 02:38:03.573]  There's a few ways.
[02:38:03.693 --> 02:38:15.402]  I mean, with Bitcoin being, you know, having such a big digital wallet, it can be cumbersome right now to have it on your computer, but you could put it on a small little hard drive, you know, a pocket drive.
[02:38:15.442 --> 02:38:20.085]  You can have it printed on a paper wallet that's, you know, hacker-free.
[02:38:20.145 --> 02:38:23.688]  It's not even in the system, and that can be your cold storage.
[02:38:24.269 --> 02:38:31.406]  Yeah, I would feel foolish if I had, you know, my Bitcoin and that amount of Bitcoin in an exchange thinking that it was safe.
[02:38:33.352 --> 02:38:39.314]  Even on your own computer, they say, I mean, there is a potential for hacking and the NSA can do whatever they want with our computers.
[02:38:39.334 --> 02:38:42.875]  Of course, they could, you know, probably encrypt anything they wanted in it.
[02:38:43.156 --> 02:38:43.416]  Yes.
[02:38:44.456 --> 02:38:45.436]  But you could have it offline.
[02:38:45.456 --> 02:38:49.178]  You know, you don't even keep it stored in any one way.
[02:38:49.838 --> 02:38:52.519]  And it's funny, it's like people wanting a digital currency.
[02:38:53.059 --> 02:38:54.299]  And you mentioned Max Keiser.
[02:38:55.580 --> 02:38:59.581]  I understand that everyone says, like, I don't know if Bitcoin's the answer, but I want a digital currency.
[02:39:00.101 --> 02:39:01.902]  But what's happening now in the past year,
[02:39:02.913 --> 02:39:05.656]  A hundred ton of new digital currency.
[02:39:05.736 --> 02:39:08.238]  And Max Keiser joins the boat with MaxCoin.
[02:39:08.738 --> 02:39:11.921]  Kind of comes in and says, well here's my cryptocurrency, you know, check this out.
[02:39:12.061 --> 02:39:13.422]  That's right, he's got his own now, yeah.
[02:39:13.562 --> 02:39:14.363]  That's right.
[02:39:14.403 --> 02:39:19.428]  I've heard him talk very favorably about Bitcoin, but that's right, he's introduced his own one, his own digital currency, hasn't he?
[02:39:20.448 --> 02:39:22.010]  He has, it's called MaxCoin.
[02:39:22.110 --> 02:39:27.274]  And honestly, Max lost a lot of credibility with me because of that.
[02:39:27.335 --> 02:39:28.736]  Because, you know, he
[02:39:29.784 --> 02:39:31.565]  Honestly, he's a smart man.
[02:39:31.585 --> 02:39:32.906]  He made a lot of money on Bitcoin.
[02:39:33.426 --> 02:39:37.808]  And then he started to push one by one some different Bitcoins which he bought into and then he would dump them.
[02:39:38.248 --> 02:39:39.709]  And then he decided to make his own coin.
[02:39:40.250 --> 02:39:48.414]  And when you have a hundred plus, you know, new coins trying to fight to be who's the next digital currency, it just makes it look like a clown show.
[02:39:49.094 --> 02:39:54.137]  And we need to kind of like come together and say, we want to decentralize peer-to-peer currency.
[02:39:54.637 --> 02:39:57.959]  We got to like minimize it, you know, let's find the top 10.
[02:39:58.666 --> 02:39:59.107]  Yeah, I think so.
[02:40:14.265 --> 02:40:14.866]  I think so.
[02:40:32.543 --> 02:40:48.462]  Many different places where you can actually use the bitcoins and I think that's really the key as long as you've got to move in and out of currencies like the US dollar and as long as you've got to move in and out of the British pound or whatever it's still going to be a bit of a problem if you can
[02:40:49.102 --> 02:40:51.844]  Keep your money in bitcoins and buy goods and services with it.
[02:40:51.884 --> 02:40:52.624]  Get paid with it.
[02:40:52.664 --> 02:40:55.906]  If you've got a whole ecosystem, that would be a very valuable thing.
[02:40:55.926 --> 02:40:57.006]  So we're going to keep looking at it.
[02:40:57.026 --> 02:40:59.107]  I mean, we're not throwing it under the bus yet.
[02:40:59.167 --> 02:41:00.848]  It's just simply amazing.
[02:41:00.888 --> 02:41:05.531]  And it is something that people need to be very careful about.
[02:41:05.551 --> 02:41:09.173]  I mean, that's really what we're talking about when we look at these issues.
[02:41:10.213 --> 02:41:10.954]  It's complicated.
[02:41:11.034 --> 02:41:14.255]  People don't understand the ins and outs of it, literally.
[02:41:14.696 --> 02:41:16.877]  And so it's something people have to be very careful about.
[02:41:16.897 --> 02:41:25.841]  But we do hope that something, whether it's Bitcoin or something else, that we see some digital currency that's going to come up and actually drive out the fiat currencies of the central banks.
[02:41:26.341 --> 02:41:27.462]  Thank you, Eric in Massachusetts.
[02:41:27.482 --> 02:41:28.923]  Let's go to Rod in France.
[02:41:28.963 --> 02:41:31.364]  You wanted to talk about another banking issue, the World Bank.
[02:41:31.704 --> 02:41:32.204]  Go ahead, Rod.
[02:41:33.605 --> 02:41:34.145]  Hi, David.
[02:41:34.646 --> 02:41:35.366]  Always a pleasure.
[02:41:37.182 --> 02:41:38.765]  Yeah.
[02:41:39.026 --> 02:41:45.980]  In fact, you were speaking earlier with Anthony about all of these bureaucratic organizations.
[02:41:47.208 --> 02:41:52.830]  You know, taking their toll on people, the EPA, the FDA, and all that.
[02:41:52.870 --> 02:41:55.451]  And also you got into a little bit about the World Bank.
[02:41:56.251 --> 02:42:10.337]  And I was wondering if anybody ever followed up on the story, you had a large part in that story of Karen Hudes, who actually got shut down by Eric Holder when she went to work.
[02:42:10.717 --> 02:42:15.159]  You know, she was exposed, she was a whistleblower, and she exposed some corruption at the World Bank.
[02:42:16.405 --> 02:42:26.739]  They just threw her in handcuffs and put her in jail and that was some pretty big news and I just wondered, has anybody followed up on that?
[02:42:27.543 --> 02:42:30.786]  We haven't followed up on, we haven't interviewed her again since that interview.
[02:42:30.906 --> 02:42:32.108]  It's an amazing story.
[02:42:32.148 --> 02:42:34.870]  I mean, there's just so many different things that are happening.
[02:42:34.950 --> 02:42:38.594]  I want to do a follow-up with Mark Baker, Baker's Green Acres.
[02:42:38.794 --> 02:42:48.624]  He was the hog farmer that they just declared after decades that his pigs and other species of pigs that people were raising were now invasive species.
[02:42:48.684 --> 02:42:50.085]  They were feral hogs.
[02:42:51.147 --> 02:42:51.367]  We're good.
[02:43:11.013 --> 02:43:13.034]  He showed up last week and they caved.
[02:43:13.114 --> 02:43:14.895]  They said, all right, we're going to declare your pigs legal.
[02:43:14.915 --> 02:43:15.715]  We're going to give you a pass.
[02:43:15.755 --> 02:43:17.796]  It's kind of the same thing they did with John Corbett.
[02:43:17.936 --> 02:43:19.697]  Same thing the TSA did with John Corbett.
[02:43:19.777 --> 02:43:24.800]  They just out of the clear blue sky, here's somebody who has sued the TSA.
[02:43:25.080 --> 02:43:29.182]  He's exposed that their naked scanners don't work, that they're easily defeated.
[02:43:29.502 --> 02:43:30.543]  And in his lawsuit,
[02:43:31.536 --> 02:43:45.661]  His most recent lawsuit, he was able to look at documents, and he quoted some of these documents, and of course they redacted them out, but when they published them on Pacer.gov, they forgot to redact out, they didn't put the redacted version up, they put the unredacted version up.
[02:43:46.001 --> 02:43:54.184]  So you can see both of them, and you can see that in one of the documents he was able to look at, the FDA admitted back in 2011 that there was no, I'm sorry, not the FDA, the TSA.
[02:43:54.524 --> 02:43:56.185]  I get these alphabet agencies confused.
[02:43:56.385 --> 02:43:58.706]  The TSA admitted that there was no threat.
[02:43:59.947 --> 02:44:01.829]  On either airplanes or airports.
[02:44:02.129 --> 02:44:16.604]  And this was at the same time they were threatening to make Texas a no-fly zone because we had some state legislators who had passed a law that would stop the illegal, unconstitutional handling of women, children, and men at the airport that the TSA is doing.
[02:44:16.664 --> 02:44:21.529]  So, they knew there was no threat, and yet they threatened to shut down the entire
[02:44:22.679 --> 02:44:24.680]  All the air traffic in and out of Texas.
[02:44:24.740 --> 02:44:26.601]  That's the real threat to our freedoms.
[02:44:26.961 --> 02:44:32.024]  So I'm not really sure what happened with Karen Hudez and the trial that she had with them.
[02:44:32.084 --> 02:44:41.989]  We have so many whistleblowers that we're looking at and of course there's this whistleblower at the FDA that is now coming back into the news that he was targeted by the FDA.
[02:44:42.049 --> 02:44:48.433]  They smeared and slandered him based on information that they found on his computer after he blew the whistle on
[02:44:49.113 --> 02:44:49.753]  Yes, sir.
[02:44:49.773 --> 02:44:52.975]  I went online first thing this morning, checked out the stock market.
[02:45:19.434 --> 02:45:23.855]  Seems everything was down, so I went and checked my bank account, and I couldn't log in.
[02:45:26.036 --> 02:45:26.976]  What's your bank?
[02:45:26.996 --> 02:45:29.777]  What bank are you banking with that you couldn't log in?
[02:45:29.797 --> 02:45:31.097]  It's Aberdeen Proving Grounds.
[02:45:31.197 --> 02:45:32.057]  It's a credit union.
[02:45:32.077 --> 02:45:32.838]  Oh, okay.
[02:45:32.878 --> 02:45:33.238]  Credit union.
[02:45:33.258 --> 02:45:33.638]  Uh-huh.
[02:45:35.438 --> 02:45:44.421]  And then I tried the telephone, the automated teller, and put in my code and whatnot to try to get through there, and it still didn't work.
[02:45:45.481 --> 02:45:48.082]  And, of course, the banks are closed today because of the weather here.
[02:45:49.807 --> 02:45:55.010]  Yeah, it brings up an important point, which, you know, it's not just Bitcoin where you can have technical issues.
[02:45:55.490 --> 02:45:59.993]  You can have those kind of issues with any bank, with any credit unions, even with the big ones.
