[00:00:00.287 --> 00:00:01.129]  Let's do this!
[02:58:48.600 --> 02:58:49.561]  7 o'clock Central.
[02:58:49.941 --> 02:58:57.105]  From the water table to our soils to the atmosphere itself, our world is becoming more and more toxic each and every day.
[02:58:57.105 --> 02:58:59.446]  But it's not just the air outside that's toxic.
[02:58:59.446 --> 02:59:04.728]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[02:59:04.728 --> 02:59:09.891]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[02:59:09.891 --> 02:59:11.572]  There are more than 42 million smokers
[02:59:11.752 --> 02:59:12.112]  I don't know.
[02:59:34.500 --> 02:59:35.220]  Coast to coast.
[02:59:35.220 --> 02:59:35.940]  Direct from Austin.
[02:59:35.940 --> 02:59:38.641]  You're listening to the Alex Jones Broadcasting Network.
[02:59:59.711 --> 03:00:01.917]  Well, everybody's heard about the bed.
[03:00:01.917 --> 03:00:03.400]  B-b-b-bed, bed, bed.
[03:00:03.400 --> 03:00:05.846]  The bed's a winner when the bed, bed, bed.
[03:00:05.846 --> 03:00:07.991]  The bed is a winner when the bed, bed, bed.
[03:00:20.242 --> 03:00:24.863]  Wait a minute, this guy is claiming that he knows what the word is?
[03:00:24.863 --> 03:00:30.185]  Having his own opinion that isn't one of the CIA or the globalists is called a conspiracy theory.
[03:00:30.185 --> 03:00:41.569]  You're not supposed to have any original decisions of your own or any views about the bird.
[03:00:41.569 --> 03:00:48.891]  And I guess that I'm going to parrot a conspiracy theory if I go, ma-mow-mow-mow, ma-ma-ma-mow-mow-mow-mow, ma-ma-mow-mow-mow.
[03:00:50.123 --> 03:00:52.784]  Bring it up!
[03:00:52.784 --> 03:01:07.790]  Of course, they won't call them a conspiracy theorist for saying the bird's the word.
[03:01:07.790 --> 03:01:11.332]  Because that doesn't really affect the establishment.
[03:01:11.332 --> 03:01:19.235]  But if I show all the admitted documents and foreign news articles and admissions of our government, Saudi Arabia, and others funding ISIS,
[03:01:21.241 --> 03:01:26.043]  Or Benjamin Netanyahu endorsing ISIS in the Jerusalem Post.
[03:01:26.043 --> 03:01:32.325]  They'll just have Keith Overman or maybe Geraldo Rivera call me a conspiracy theorist.
[03:01:32.325 --> 03:01:33.606]  Oh, please don't do that.
[03:01:33.606 --> 03:01:37.567]  By the way, I'm not responding to them because it's hurting me.
[03:01:37.567 --> 03:01:43.209]  I'm showing how discredited you are telling us that you control reality.
[03:01:50.947 --> 03:01:52.408]  Put that guy on some Prozac.
[03:01:52.408 --> 03:01:53.609]  He sounds like he's having too much fun.
[03:01:53.609 --> 03:01:59.073]  All right, let's go ahead and go to Michael, the balance of this segment.
[03:01:59.073 --> 03:02:00.734]  I'm going to everybody after the break.
[03:02:00.734 --> 03:02:01.714]  Michael, thanks for holding.
[03:02:01.714 --> 03:02:02.635]  You're a trooper.
[03:02:02.635 --> 03:02:03.956]  You're on the air worldwide.
[03:02:03.956 --> 03:02:05.617]  Welcome to the airwaves.
[03:02:05.617 --> 03:02:07.718]  Hey, thanks, Alex.
[03:02:07.718 --> 03:02:12.282]  You were always talking about who's going to benefit from the profit of the Ebola vaccine.
[03:02:12.282 --> 03:02:13.142]  Yes, sir.
[03:02:13.142 --> 03:02:20.047]  And a friend of mine told me about TKMR stock, which is pretty well talked about on the Internet today.
[03:02:21.191 --> 03:02:24.152]  So you're about to give me an analysis that's outside of mainstream media.
[03:02:24.152 --> 03:02:27.113]  You're about to form an opinion off of verifiable facts.
[03:02:27.113 --> 03:02:28.533]  That's called hate.
[03:02:28.533 --> 03:02:29.694]  That's called racism.
[03:02:29.694 --> 03:02:31.034]  That's called sexism.
[03:02:31.034 --> 03:02:33.275]  That's called homophobia.
[03:02:33.275 --> 03:02:34.375]  Yeah, I did research.
[03:02:34.375 --> 03:02:36.296]  It's horrible.
[03:02:36.296 --> 03:02:42.838]  Well, TKMR Stocks is for the company TechMira, and that stock is up
[03:02:44.029 --> 03:02:47.890]  $24.31 today from $7 back in January.
[03:02:47.890 --> 03:02:58.373]  Well, they are supposedly the ones that are going to have the Ebola vaccine, and I started doing research on who owns this company, and it's Mark J. Murray.
[03:02:58.373 --> 03:03:11.296]  He's a CEO who used to work for another company called Protiva, and they've done studies about cancer that has supposedly cured cancer cells in animals without hurting the good cells.
[03:03:11.296 --> 03:03:11.556]  Well,
[03:03:13.311 --> 03:03:19.373]  Then I started looking and looking through all the small print going back years and years ago and the stuff I was finding.
[03:03:19.373 --> 03:03:26.535]  And some of their investors and contractors, well one of the investors is the Department of Defense.
[03:03:26.535 --> 03:03:30.417]  And one of the other people that's involved with them is J.P.
[03:03:30.417 --> 03:03:31.477]  Morgan.
[03:03:31.477 --> 03:03:32.397]  Ah!
[03:03:32.397 --> 03:03:32.758]  J.P.
[03:03:32.758 --> 03:03:33.098]  Morgan.
[03:03:33.098 --> 03:03:37.379]  Well, again, I don't know enough about the company to pass judgment on them.
[03:03:37.379 --> 03:03:39.120]  But obviously it's good that you're digging in.
[03:03:39.120 --> 03:03:42.181]  It's good that you're looking into things and committing a thought crime.
[03:03:43.183 --> 03:03:43.803]  But J.P.
[03:03:43.803 --> 03:03:47.764]  Morgan is generally involved in anything evil.
[03:03:47.764 --> 03:03:51.985]  They fund gun control, they fund open borders, they fund the U.N.
[03:03:51.985 --> 03:03:52.945]  garbage.
[03:03:52.945 --> 03:03:53.985]  Goldman Sachs and J.P.
[03:03:53.985 --> 03:03:56.145]  Morgan are the top of the pyramid.
[03:03:56.145 --> 03:03:57.425]  They are the problem.
[03:03:57.425 --> 03:04:04.427]  You can debate individuals that own stock in it or whatever, private or public stock, but at the end of the day, they're the problem.
[03:04:04.427 --> 03:04:10.308]  And we know there's going to be profiteering off of anything.
[03:04:10.308 --> 03:04:12.308]  What's your final breakdown on this?
[03:04:14.094 --> 03:04:23.481]  It's like you've been talking about, who's going to profit from all the hype from all this?
[03:04:23.481 --> 03:04:27.764]  Who's going to fearmonger people into wanting to get the vaccines and so forth?
[03:04:27.764 --> 03:04:32.447]  I know you talked with a veterinarian earlier about animals.
[03:04:32.447 --> 03:04:35.690]  I don't even get my dogs vaccinated because I know how bad it is.
[03:04:35.690 --> 03:04:37.551]  I haven't had a flu shot.
[03:04:37.551 --> 03:04:38.312]  I don't even know when.
[03:04:38.312 --> 03:04:42.214]  Yeah, I mean, I've been there in the years I worked for vets.
[03:04:43.476 --> 03:04:44.496]  Let me not exaggerate.
[03:04:44.496 --> 03:04:49.378]  At least more than 10 times where they'd give a dog a shot and it'd start having convulsions.
[03:04:49.378 --> 03:04:55.721]  And again, anybody with a brain can figure out, boy, these shots must not be too good.
[03:04:55.721 --> 03:04:56.761]  And then your dog's never sick.
[03:04:56.761 --> 03:04:58.722]  It gets a shot and then it's sick for the rest of its life.
[03:05:03.629 --> 03:05:04.771]  Whoa!
[03:05:04.771 --> 03:05:07.234]  This is big!
[03:05:07.234 --> 03:05:13.022]  By popular demand, the Freeze-Dry Guy's Giant Factory Authorized Sale has been extended.
[03:05:13.022 --> 03:05:20.212]  Now through August, save 30 to 45% on number 10 cans of high-quality Mountain House freeze-dried foods from the Freeze-Dry Guy!
[03:05:20.532 --> 03:05:30.198]  Now's the time to stock up on all factory-fresh stock of the finest, best-tasting, longest-proven shelf-life foods in the industry at giant savings of 30 to 45 percent.
[03:05:30.198 --> 03:05:30.878]  But hurry!
[03:05:30.878 --> 03:05:34.120]  Supplies are limited, so this sale is only through the end of August.
[03:05:34.120 --> 03:05:34.480]  Call 866-404-3663.
[03:05:34.480 --> 03:05:36.221]  Free shipping to the lower 48 states.
[03:05:39.403 --> 03:05:43.204]  Click freezedryguy.com or call 866-404-3663.
[03:05:43.204 --> 03:05:46.565]  That's freezedryguy.com.
[03:05:46.565 --> 03:05:47.065]  Hurry!
[03:05:47.065 --> 03:05:53.007]  The Giant Factory Authorized Mountain House Sale with savings of 30-45% is extended through August.
[03:05:53.007 --> 03:05:59.369]  From the Freeze Dry Guy, the finest freeze-dried and dehydrated foods available anywhere for long-term storage.
[03:06:00.410 --> 03:06:04.454]  A chemical spill contaminating the water supply in nine West Virginia counties.
[03:06:04.454 --> 03:06:08.759]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[03:06:08.759 --> 03:06:12.422]  What are the health effects of having these drugs in our drinking water?
[03:06:12.422 --> 03:06:15.445]  It's forced medical treatment without the consent of residents.
[03:06:15.445 --> 03:06:22.713]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[03:06:22.913 --> 03:06:26.815]  On average, the county says it sprays with glyphosate at least once a week.
[03:06:26.815 --> 03:06:31.216]  You filters cut out the glyphosate that is found in water supplies worldwide.
[03:06:31.216 --> 03:06:37.119]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[03:06:37.119 --> 03:06:41.160]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[03:06:41.160 --> 03:06:43.741]  It is our responsibility to protect our families.
[03:06:43.741 --> 03:06:45.082]  The establishment's not going to do it.
[03:06:45.242 --> 03:06:46.583]  It's time to take action.
[03:06:46.583 --> 03:06:48.405]  It's time to filter our water.
[03:06:48.405 --> 03:06:55.731]  Visit Infowarsstore.com and use promo code WATER to get 10% off their entire family of incredible products.
[03:06:55.731 --> 03:06:56.632]  Or call toll free 888-253-3139.
[03:07:01.092 --> 03:07:03.374]  Mike Stenerson from Midas Resources.
[03:07:03.374 --> 03:07:06.697]  In no time in history have precious metals been more important.
[03:07:06.697 --> 03:07:09.440]  Certainly not in my 22 years in the industry.
[03:07:09.440 --> 03:07:13.404]  The dollar has lost over 90% of its value in the last 60 years.
[03:07:13.404 --> 03:07:17.147]  No fiat currency has ever survived the government printing presses.
[03:07:17.147 --> 03:07:18.569]  Ours is not immune.
[03:07:18.569 --> 03:07:20.230]  The time is now to be proactive.
[03:07:20.230 --> 03:07:20.791]  1-800-686-2237 extension 116.
[03:07:25.535 --> 03:07:28.236]  Anything tied to the dollar is at risk.
[03:07:28.236 --> 03:07:33.817]  CDs, annuities, 401Ks, IRAs, stocks, bonds, you name it, so decide.
[03:07:33.817 --> 03:07:37.157]  Do you want to leave a legacy of wealth or debt for your family?
[03:07:37.157 --> 03:07:38.458]  The choice is yours.
[03:07:38.458 --> 03:07:39.538]  Call me at 1-800-686-2237 extension 116.
[03:07:39.538 --> 03:07:40.678]  That's 1-800-686-2237 extension 116.
[03:07:40.678 --> 03:07:41.698]  Be proactive, not reactive.
[03:07:41.698 --> 03:07:41.878]  Call 1-800-686-2237
[03:07:55.741 --> 03:08:10.673]  Extension 116.
[03:08:10.673 --> 03:08:12.194]  Fix bayonets.
[03:08:12.194 --> 03:08:14.596]  We are now entering overdrive.
[03:08:14.596 --> 03:08:19.780]  With your host, Alex Jones broadcasting live from the front lines.
[03:08:19.780 --> 03:08:23.423]  If you are receiving this transmission, you are the resistance.
[03:08:25.208 --> 03:08:27.309]  And I gotta be honest with people.
[03:08:27.309 --> 03:08:32.612]  The globalists mean to take over with ambient corruption.
[03:08:32.612 --> 03:08:35.674]  Slowly reprogramming the human genetic code.
[03:08:35.674 --> 03:08:39.316]  Slowly putting their Trojan horses into anything and everything.
[03:08:39.316 --> 03:08:42.358]  Until civilization as we know it has been overtaken.
[03:08:42.358 --> 03:08:44.780]  And that's stated in all their official documents.
[03:08:44.780 --> 03:08:47.401]  I've made films on the subject like Endgame.
[03:08:47.401 --> 03:08:49.903]  Blueprint for global enslavement if you feel like knowing the truth.
[03:08:49.903 --> 03:08:50.963]  It's free online.
[03:08:50.963 --> 03:08:53.585]  Or you can buy the DVD and support us and have a hard copy.
[03:08:55.672 --> 03:09:00.373]  We can take control of our development if we decide to take control.
[03:09:00.373 --> 03:09:14.416]  They tell us that's a conspiracy theory, that no one's engineering, there's no social engineering, there's no control, everything's just magically happening on its own, there's no invisible hand directing human development right now.
