[00:00:00.350 --> 00:00:01.654]  Direct from Austin.
[02:52:38.465 --> 02:52:43.090]  Berkey water filter systems are even powerful enough to purify stagnant pond water.
[02:52:43.290 --> 02:52:46.574]  For the gold standard in water filters, get a big Berkey.
[02:52:47.094 --> 02:52:49.417]  Big Berkey Water Filters dot com.
[02:52:49.657 --> 02:52:54.102]  And all GCN listeners get 5% off all ceramic filter systems.
[02:52:54.382 --> 02:52:55.684]  For details, call 1-877-99-BERKEY.
[02:52:55.744 --> 02:52:56.144]  That's 877-99-BERKEY.
[02:52:56.164 --> 02:52:57.366]  Big Berkey Water Filters.
[02:52:57.406 --> 02:52:58.607]  For the love of clean water.
[02:53:07.458 --> 02:53:13.902]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[02:53:14.262 --> 02:53:18.744]  MyPatriotSupply.com is owned and operated by Patriots just like you.
[02:53:19.024 --> 02:53:28.229]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[02:53:28.530 --> 02:53:34.453]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[02:53:34.713 --> 02:53:36.014]  Look for the deal of the day.
[02:53:36.274 --> 02:53:39.516]  Unique, affordable survival supplies that fit anyone's budget.
[02:53:39.676 --> 02:53:43.258]  Get same-day shipping on all orders and free shipping on orders over $49.
[02:53:43.518 --> 02:53:49.261]  Call 866-229-0927.
[02:53:49.281 --> 02:53:50.682]  866-229-0927.
[02:53:50.982 --> 02:53:56.945]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[02:53:57.385 --> 02:54:00.047]  Shop with a name you know and a name you can trust.
[02:54:00.287 --> 02:54:02.988]  Before it's time to survive, it's time to prepare.
[02:54:03.308 --> 02:54:12.913]  MyPatriotsSupply.com You know what I'm gonna do?
[02:54:14.253 --> 02:54:17.935]  I'm gonna shoot a special report for the nightly news tonight.
[02:54:18.855 --> 02:54:20.696]  Going over this memo.
[02:54:20.896 --> 02:54:21.736]  331 pages.
[02:54:22.957 --> 02:54:24.237]  And then I'm gonna air it tomorrow.
[02:54:24.257 --> 02:54:27.519]  But I'm gonna get into it now as well and do overdrive to take your phone calls.
[02:54:31.650 --> 02:54:34.511]  WorldNetDaily has great coverage of it and the whole memo.
[02:54:36.851 --> 02:54:39.552]  The 28 pages that are heavily sanitized but are bad enough.
[02:54:41.953 --> 02:54:44.394]  And then Breitbart's also got it.
[02:54:45.014 --> 02:54:46.354]  ClintonLibrary.gov.
[02:54:47.134 --> 02:54:49.415]  And this is what they decided to release.
[02:54:50.255 --> 02:54:53.076]  I mean, it's got incredibly authoritarian quotes in here.
[02:54:54.417 --> 02:55:02.742]  Moreover, the internet allows an extraordinary amount of unregulated data and information to be located in one area and available to all the memo states.
[02:55:04.343 --> 02:55:15.350]  And it instructs what they call mainstream media with a list of people not to use and to call all alternative media conspiracy theories.
[02:55:16.831 --> 02:55:17.612]  And you wonder why
[02:55:21.226 --> 02:55:31.035]  I mean, I wonder why the Austin American-Statesman would call me when I caught bribery on tape and the legislature censured the legislator and admitted it was bribery.
[02:55:32.937 --> 02:55:37.021]  The paper calls up and goes, why are you having conspiracy theories about this payment of money?
[02:55:37.041 --> 02:55:39.724]  And I said, it's admitted that it was illegal and wrong.
[02:55:39.784 --> 02:55:41.525]  And I caught it on video.
[02:55:41.665 --> 02:55:43.127]  No, it's a conspiracy theory.
[02:55:44.380 --> 02:55:48.302]  And when Nightline comes here, I go, no, these world leaders are calling for global government.
[02:55:48.822 --> 02:55:50.863]  And the State Department has its Global Governance Division.
[02:55:50.883 --> 02:55:51.583]  Here, let me show you.
[02:55:52.083 --> 02:55:54.785]  Oh, that's a different world government they're talking about than you.
[02:55:55.125 --> 02:55:56.385]  You're a conspiracy theorist.
[02:55:58.006 --> 02:56:03.969]  Oh, here I have eco-science about depopulating the world and promoting homosexuality to reduce population.
[02:56:04.309 --> 02:56:06.230]  No, that's a conspiracy theory as well.
[02:56:08.104 --> 02:56:09.345]  And why are you anti-gay?
[02:56:09.626 --> 02:56:10.907]  I'm not anti-anybody!
[02:56:11.307 --> 02:56:14.270]  They say they do this for depopulation.
[02:56:18.313 --> 02:56:21.075]  They say they're putting cancer viruses in the vaccines.
[02:56:21.416 --> 02:56:22.156]  They say.
[02:56:22.817 --> 02:56:24.778]  But see, it's this reality management.
[02:56:24.999 --> 02:56:26.640]  And then I was reading the 28 pages of the 331 page memo.
[02:56:26.660 --> 02:56:27.321]  Boy, I'd love to see that.
[02:56:30.506 --> 02:56:36.691]  That the Clinton Library's put out, and it's all about how they were going to shut down the new media, and how they were going to control it.
[02:56:36.751 --> 02:56:38.973]  I mean, this is so authoritarian.
[02:56:39.233 --> 02:56:39.854]  And here's the deal.
[02:56:40.214 --> 02:56:41.755]  They've released this themselves.
[02:56:43.677 --> 02:56:44.557]  They just don't care.
[02:56:45.918 --> 02:56:47.520]  But what did Hillary say a year ago?
[02:56:49.101 --> 02:56:50.802]  She said they're losing the information war.
[02:56:51.563 --> 02:56:53.685]  And they aren't, because we have the moral high ground, folks.
[02:56:55.011 --> 02:56:57.432]  The military is training to take on the American people.
[02:56:57.732 --> 02:56:58.572]  That is treason.
[02:56:59.012 --> 02:57:00.433]  The military doesn't want to be part of it.
[02:57:01.193 --> 02:57:03.834]  If we give them moral support, they won't be part of it.
[02:57:04.294 --> 02:57:07.095]  Even when the Clintons pull Oklahoma City Part 2.
[02:57:08.675 --> 02:57:11.076]  And look, I'm willing to risk my life to just put it all on the table here.
[02:57:11.916 --> 02:57:17.398]  And the good news is, I was the first person to talk about false flag terror on a large platform.
[02:57:18.473 --> 02:57:25.539]  I was the first person to cover all these issues and then to make it safe for the other alternative media to do it.
[02:57:26.800 --> 02:57:30.223]  But it doesn't matter because what came first, the chicken or the egg, I don't even want the credit.
[02:57:30.643 --> 02:57:33.405]  I'm giving you a testament to how our information has become mainline.
[02:57:34.826 --> 02:57:36.388]  And now we're going to continue to gain traction.
[02:57:36.428 --> 02:57:37.308]  We are the real media.
[02:57:37.629 --> 02:57:41.812]  The Western Journalism Center, Joseph Farah, is listed in here.
[02:57:44.634 --> 02:57:46.116]  And others that then
[02:57:49.642 --> 02:57:55.765]  Basically, help set the stage for things like Drudge to come along.
[02:57:57.166 --> 02:57:59.227]  This happened three years before Drudge hit the scene.
[02:58:02.228 --> 02:58:05.510]  And again, that just shows how important people like Joseph Farah are.
[02:58:08.271 --> 02:58:09.692]  I want to get Joseph Farah on about this.
[02:58:10.312 --> 02:58:13.353]  I mean, imagine the Clintons 24-7 were fearing him.
[02:58:15.984 --> 02:58:22.449]  Because he'd come out of the biggest newspapers in the country as a major editor and was going out to create the first independent journalism.
[02:58:22.709 --> 02:58:25.571]  Until 88, folks, there wasn't talk radio.
[02:58:25.711 --> 02:58:27.472]  It wasn't allowed in this so-called free country.
[02:58:27.973 --> 02:58:30.335]  Until the lawyer we've had on, Bruce Fine, got it changed.
[02:58:31.175 --> 02:58:33.497]  At the FCC, he was the deputy head of it.
[02:58:34.969 --> 02:58:36.110]  See how you can change the world?
[02:58:36.550 --> 02:58:38.311]  We exist because of Bruce Fine.
[02:58:39.031 --> 02:58:41.412]  Drudge exists because of people like Farrah.
[02:58:41.792 --> 02:58:43.193]  And now Drudge helps everybody else.
[02:58:43.453 --> 02:58:46.294]  We're all on the same team for an open, free press.
[02:58:46.634 --> 02:58:47.735]  We are the liberals.
[02:58:48.615 --> 02:58:49.976]  They are the authoritarians.
[02:58:51.537 --> 02:58:53.317]  They are authoritarian scum.
[02:58:53.758 --> 02:58:54.378]  We'll be right back.
[02:58:56.488 --> 02:59:05.496]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:59:05.576 --> 02:59:13.823]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:59:13.984 --> 02:59:18.688]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:59:18.868 --> 02:59:22.251]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[02:59:23.712 --> 02:59:24.533]  We're good to go.
[02:59:47.708 --> 02:59:53.855]  You'll be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:59:53.995 --> 02:59:56.258]  Available at Infowarslife.com.
[02:59:57.560 --> 02:59:58.721]  Coast to Coast.
[02:59:59.081 --> 03:00:00.443]  Direct from Austin.
[03:00:01.144 --> 03:00:04.368]  You're listening to the Alex Jones Broadcasting Network.
[03:00:11.414 --> 03:00:15.577]  Big Brother, Mainstream Media, Government Cover-Ups.
[03:00:16.257 --> 03:00:17.058]  You want answers?
[03:00:17.839 --> 03:00:18.739]  Well, so does he.
[03:00:19.380 --> 03:00:23.002]  He's Alex Jones on the GCN Radio Network.
[03:00:23.583 --> 03:00:27.626]  And now, live from Austin, Texas, Alex Jones.
[03:00:42.549 --> 03:00:46.152]  Ladies and gentlemen, we're in overdrive taking your calls.
[03:00:46.192 --> 03:00:49.474]  I'm going to have some of the same topics tomorrow for callers.
[03:00:49.514 --> 03:00:50.595]  What's your line in the sand?
[03:00:51.276 --> 03:00:52.677]  Where do you think this is all going?
[03:00:53.037 --> 03:00:59.301]  But I'm going to tape a special report on how incredible the alternative media is and its real history.
[03:00:59.321 --> 03:01:01.443]  I'm going to do that tonight.
[03:01:02.804 --> 03:01:04.745]  Let's go ahead and talk to Alvin.
[03:01:04.765 --> 03:01:06.547]  Thanks for holding so long from Arizona.
[03:01:06.907 --> 03:01:07.848]  I really appreciate that.
[03:01:08.899 --> 03:01:09.459]  That's alright.
[03:01:09.980 --> 03:01:12.541]  But my line is in the sand.
[03:01:12.582 --> 03:01:21.548]  My forefathers already made it in the Constitution and the Bill of Rights, and they've already crossed it when they made unconstitutional laws.
[03:01:24.490 --> 03:01:25.530]  I agree, so what do we do?
[03:01:28.172 --> 03:01:29.793]  I say we take them out of government.
[03:01:30.454 --> 03:01:33.756]  Whether or not we have to use arms or not, we stand up.
[03:01:36.314 --> 03:01:39.256]  Go to your elected officials and stand up and take them out.
[03:01:39.636 --> 03:01:41.437]  Say, do what we say or you're out.
[03:01:43.778 --> 03:01:45.459]  Well, look at the Boston Marathon.
[03:01:45.499 --> 03:01:48.921]  The governor says he doesn't want the race through a militarized zone.
[03:01:49.362 --> 03:01:53.304]  They call it the safest city in America when the whole thing's a staged event.
[03:01:53.564 --> 03:01:55.205]  Of course, the average cop doesn't even know that.
[03:01:55.705 --> 03:01:56.366]  It's so sick.
[03:01:56.406 --> 03:01:57.246]  I appreciate your call.
[03:01:58.167 --> 03:01:59.708]  Mill and Mass, you're on the air.
[03:01:59.728 --> 03:02:00.328]  Thanks for calling.
[03:02:01.349 --> 03:02:02.550]  Hi, how you doing, Alex?
[03:02:02.630 --> 03:02:03.050]  Good, brother.
[03:02:04.082 --> 03:02:19.305]  What really gets my goat is, you know, how does Harry Reid dare call Bundy a terrorist when he had the BLM show up at his ranch pointing guns at people and not the other way around?
[03:02:19.945 --> 03:02:25.346]  Also, the only other people that I know that show up at your house to collect debts with guns is the Mafia.
[03:02:27.386 --> 03:02:27.986]  Well, that's right.
[03:02:28.026 --> 03:02:31.747]  I mean, they show up, they're tasering people, beating them up, pointing guns at people.
[03:02:32.047 --> 03:02:32.927]  This is America?
[03:02:34.366 --> 03:02:42.150]  While the government's robbing us, and Harry Reid's got all these deals with his kids, and everybody said this stuff's illegal, what Harry Reid does.
[03:02:42.531 --> 03:02:44.352]  He gets away with it because he's so powerful.
[03:02:46.993 --> 03:02:47.413]  I agree.
[03:02:48.314 --> 03:02:49.374]  Where do you think it's all going?
[03:02:51.075 --> 03:02:56.258]  I think it's going where, you know, the people have had enough, you know, I really do.
