[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[02:54:23.760 --> 02:54:30.383]  That's on the border of Iran over here and Farah and then over to the right you've got Kabul right here on the Pakistan border.
[02:54:30.563 --> 02:54:33.305]  Those areas have gone up a lot in production.
[02:54:33.365 --> 02:54:36.586]  I was in the coast province just below that in the green right there.
[02:54:36.646 --> 02:54:41.508]  Production has decreased and it's for a reason because those guys are a lot more traditional.
[02:54:41.568 --> 02:54:48.352]  They are tribal leaders who are very anti-Taliban, very anti-
[02:54:49.961 --> 02:54:51.423]  We're good to go.
[02:55:07.242 --> 02:55:13.446]  So the ones who are willing to play ball are the ones who are going to have their production go up like they're over here in Kabul as well.
[02:55:13.846 --> 02:55:21.672]  I've got some stories, personal stories as well, from being in Afghanistan where we would be called out on these missions and, you know, be told not to ask any questions.
[02:55:21.712 --> 02:55:29.717]  We would have these OGA or other government agency type guys, you know, full beard, decked out in all the coolest combat gear you could think of.
[02:55:30.137 --> 02:55:34.360]  And these guys would get put into our Humvees and we would have to take them out on these missions.
[02:55:34.880 --> 02:55:36.582]  You know, one of the days I remember very clearly,
[02:55:37.562 --> 02:55:43.467]  Is pulling up to an opium field and these guys getting out and going to speak to the farmer.
[02:55:43.667 --> 02:55:50.853]  And meanwhile, we're sitting out here in our Humvees, you know, manning 50 cows trying to pull security for an opium field, you know.
[02:55:50.913 --> 02:55:54.796]  And then sometimes you would see these OGA guys coming back saying, hey, you know, destroy it all.
[02:55:55.056 --> 02:55:58.138]  Or sometimes they'll say, all right, let's set up a perimeter and guard this.
[02:55:58.218 --> 02:56:06.645]  And those are the guys, you know, that I assume that were willing to play ball with the Western countries and allow us to, you know, do some kind of drug deal
[02:56:07.085 --> 02:56:09.726]  With that, you know, we know our government's done that before.
[02:56:09.746 --> 02:56:14.709]  In western Kandahar, poppy farmers score, till, harvest their crop.
[02:56:15.089 --> 02:56:19.712]  And the Americans do nothing to stop them.
[02:56:20.672 --> 02:56:24.274]  I know that you care deeply about this contradiction.
[02:56:24.294 --> 02:56:28.657]  The fact that here you have one of the best fighting forces in the world ever mounted.
[02:56:29.417 --> 02:56:32.919]  And in a sense, you're watching as this opium is being grown.
[02:56:32.979 --> 02:56:34.760]  I know it grinds at your gut.
[02:56:35.460 --> 02:56:36.381]  How do you deal with it?
[02:56:36.541 --> 02:56:37.882]  What are you doing about it?
[02:56:37.962 --> 02:56:39.923]  Well, frankly, this is a part of their culture.
[02:56:39.963 --> 02:56:42.985]  So while it might grind in my gut, it's what they do.
[02:56:43.665 --> 02:56:56.013]  We just saw the new movie, Kill the Messenger, that came out where Gary Webb exposes how the CIA was bringing cocaine in and using freeway Ricky Ross to, you know, deal those drugs out into California.
[02:56:56.393 --> 02:57:00.876]  And there was this huge, you know, crack cocaine epidemic that happened back then.
[02:57:01.316 --> 02:57:04.398]  So we know that our government gets involved with things like that.
[02:57:04.838 --> 02:57:06.078]  But it's just crazy.
[02:57:06.118 --> 02:57:09.899]  We're spending $7 billion to stop this production.
[02:57:10.259 --> 02:57:12.719]  Meanwhile, their production rate is going up.
[02:57:12.880 --> 02:57:17.520]  And now Afghanistan produces 90% of the world's opium.
[02:57:17.720 --> 02:57:26.342]  But then you've got the people who get addicted to them, they crush up the pills, snort them, they get addicted to heroin, injecting it, and it destroys a lot of lives as well.
[02:57:26.782 --> 02:57:29.343]  And we are, our government's helping that out.
[02:57:30.183 --> 02:57:31.503]  It's mind-blowing to see how
[02:57:32.935 --> 02:57:40.719]  Our country is willing to help put money in the pockets of people and others that want to destroy the American way of life.
[02:57:41.299 --> 02:57:49.062]  We're funding ISIS, we're doing all that, and once again we're funding more drugs to be made to be brought into our country to destroy American lives.
[02:57:49.883 --> 02:57:53.324]  So, continue watching our reports on InfoWars.com.
[02:57:53.705 --> 02:57:54.305]  I'm Joe Biggs.
[02:58:03.666 --> 02:58:04.146]  There you go.
[02:58:04.166 --> 02:58:13.049]  So all you conservatives who like your wars and going into other countries and killing people who have nothing to do with the events that you say they have to do with, you know, that's what you get.
[02:58:13.129 --> 02:58:14.329]  You get more drugs.
[02:58:14.909 --> 02:58:17.110]  So you're actually helping growing drugs in here domestically.
[02:58:17.130 --> 02:58:22.591]  You're helping keep people in jail, giving them, what is it, three rounds in a cot.
[02:58:22.871 --> 02:58:24.212]  How's it go?
[02:58:24.612 --> 02:58:27.593]  They get three meals a day and they get a place to sleep.
[02:58:28.453 --> 02:58:30.254]  Three hots and a cut, that's how it is.
[02:58:30.294 --> 02:58:31.254]  Three hots and a cut.
[02:58:31.934 --> 02:58:49.041]  And, you know, it blows my mind that we can sit here and we're even having a debate about the legalization of marijuana at this point when our country ships in the crack, ships in the cocaine, and we help the Afghanis grow and become the world leaders in heroin production.
[02:58:49.521 --> 02:58:53.402]  I mean, what more do you have to say other than, can't some people have their damn weed?
[02:58:54.443 --> 02:58:54.803]  I don't know.
[02:58:55.720 --> 02:58:58.644]  Well, it isn't going to stop anything, and we've seen that with alcohol prohibition.
[02:58:58.664 --> 02:59:01.948]  And I think we need to go back and ask, you know, by what authority do they have this?
[02:59:01.968 --> 02:59:04.632]  It took a constitutional amendment to have alcohol prohibition.
[02:59:05.212 --> 02:59:08.337]  We got another constitutional amendment that said, no, we're going to repeal that one.
[02:59:09.215 --> 02:59:12.017]  That was like a hundred years ago when people respected the Constitution.
[02:59:12.258 --> 02:59:14.660]  But if you needed it then, you need it now.
[02:59:14.980 --> 02:59:19.443]  But now they can just say everything is prohibited unless we expressly permit it with the FDA.
[02:59:19.684 --> 02:59:19.904]  Yeah.
[02:59:19.964 --> 02:59:20.144]  Right?
[02:59:20.765 --> 02:59:21.825]  Let's finish up on GMO.
[02:59:21.865 --> 02:59:22.806]  Yeah, GMO.
[02:59:23.026 --> 02:59:26.189]  You know, it does remind me of the trade sanctions that the U.S.
[02:59:26.229 --> 02:59:29.592]  threatened against countries that would not adopt Monsanto's GMOs.
[02:59:30.052 --> 02:59:34.175]  So specifically, we're talking about Spain, we're talking about Europe, we're talking about Russia.
[02:59:34.695 --> 02:59:35.176]  The U.S.
[02:59:35.236 --> 02:59:40.419]  goes in with diplomats and the State Department with pamphlets from Monsanto.
[02:59:40.439 --> 02:59:43.742]  This came out in WikiLeaks, it's on the Guardian, covered it multiple, multiple times.
[02:59:44.162 --> 02:59:50.987]  They go in with pamphlets the State Department pays for, promoting Monsanto into Europe, certain areas of Russia.
[02:59:51.567 --> 02:59:51.707]  I don't
[03:00:14.147 --> 03:00:15.568]  And that's come out through WikiLeaks.
[03:00:15.608 --> 03:00:16.708]  The Guardian proved it's real.
[03:00:17.109 --> 03:00:22.631]  They actually say, we will destroy your economy if you don't use Monsanto's biotech GMOs.
[03:00:22.892 --> 03:00:26.593]  So of course the countries say, well, we don't want trade wars with the United States.
[03:00:26.653 --> 03:00:27.494]  We'd rather use them.
[03:00:27.874 --> 03:00:32.216]  Russia's come out multiple times and said that GMOs are actually unsafe and started to back against it.
[03:00:32.697 --> 03:00:34.858]  But over and over, these countries are adopting them.
[03:00:35.578 --> 03:00:36.338]  Because the U.S.
[03:00:36.418 --> 03:00:41.479]  is actually paying for the marketing of Monsanto, but it's no surprise to me.
[03:00:41.919 --> 03:00:54.062]  Look at Michael Taylor, who had major head at the FDA, but also the Supreme Court has an individual that was formerly with Monsanto as their top lawyer, and he never steps down when voting on Supreme Court issues for Monsanto.
[03:00:54.262 --> 03:01:01.643]  But there's over 500 individuals that are both in Monsanto or were in Monsanto that are now major heads of the federal government.
[03:01:02.003 --> 03:01:04.605]  And what's at stake in these GMO initiatives, okay?
[03:01:04.786 --> 03:01:05.546]  Micropayments.
[03:01:05.786 --> 03:01:07.888]  Micropayments, that's at stake.
[03:01:08.008 --> 03:01:09.910]  They want a label on there.
[03:01:10.070 --> 03:01:16.275]  I mean, they've got very stringent labeling rules, but we're not allowed to know if it's GMO in there.
[03:01:16.295 --> 03:01:28.126]  And of course we've got the big soda pop companies that are fighting this because they use high fructose corn syrup, which almost all corn is GMO, and so they're fighting against that as well as Monsanto.
[03:01:28.806 --> 03:01:31.907]  Huge, huge corporate sponsorship to fight this.
[03:01:32.508 --> 03:01:34.608]  All we want to know is what's in our food.
[03:01:34.668 --> 03:01:35.009]  That's a crime.
[03:01:35.029 --> 03:01:40.511]  Well, just like you said, if Obamacare is so great, then Obama should just come out and show all the pros and the stats and the reality behind it.
[03:01:40.911 --> 03:01:48.274]  If GMOs are so safe, as Monsanto says, I mean, hey, they fabricated an FDA quote and used the FDA seal and said they're the same as natural organic produce.
[03:01:48.494 --> 03:01:49.294]  What do they have to hide?
[03:01:49.314 --> 03:01:50.074]  What do they have to hide?
[03:01:50.114 --> 03:01:53.816]  They should proudly label, this is genetically modified, saves the environment.
[03:01:54.016 --> 03:01:55.697]  Better living through science and chemistry.
[03:01:55.857 --> 03:02:01.639]  They've got to put it on there, you know, the scientific seal on there, except that they don't want to defend the GMO practice.
[03:02:01.659 --> 03:02:05.801]  That's the key, is that they don't want it on there, because we know what the game is.
[03:02:05.821 --> 03:02:15.185]  We know GMOs are bad, but most people don't know that it's actually the Roundup, the number one selling herbicide with glyphosate, patented by Monsanto, as an actual antibiotic, herbicide, and somewhat of a pesticide.
[03:02:15.205 --> 03:02:15.725]  Sterilizes, man.
[03:02:15.765 --> 03:02:15.905]  Yes.
[03:02:15.925 --> 03:02:16.625]  Sterilizes, man.
[03:02:16.665 --> 03:02:17.766]  It's been shown time and time again.
[03:02:17.786 --> 03:02:18.206]  Kills bees.
[03:02:18.346 --> 03:02:21.207]  I actually think Roundup is worse than GMOs.
[03:02:21.347 --> 03:02:22.287]  First, they're Roundup-ready.
[03:02:22.307 --> 03:02:23.348]  They have Roundup inside of them.
[03:02:23.928 --> 03:02:25.931]  And they're resistant to the actual Roundup.
[03:02:26.131 --> 03:02:29.575]  But I think Roundup is worse for your health than the actual GMOs themselves.
[03:02:29.635 --> 03:02:31.117]  And Roundup is much more pervasive.
[03:02:31.137 --> 03:02:34.481]  You can go in Home Depot right now and buy gallons of Roundup and spray your lawn.
[03:02:34.501 --> 03:02:35.082]  Most people do.
[03:02:35.542 --> 03:02:36.423]  I've seen it outside.
[03:02:36.443 --> 03:02:39.267]  People just spraying their lawn right in front of their faces with Roundup.
[03:02:39.547 --> 03:02:40.729]  And it's in the water supply.
[03:02:40.789 --> 03:02:41.590]  It makes men infertile.
[03:02:42.911 --> 03:02:44.072]  Yeah, exactly.
