[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[02:39:34.440 --> 02:39:34.900]  I don't know.
[02:39:35.180 --> 02:39:39.783]  I do know that, I mean, where can people see that video again?
[02:39:41.760 --> 02:39:43.544]  KimChasers.com.
[02:39:43.765 --> 02:39:44.787]  KimChasers.com.
[02:39:45.128 --> 02:39:49.359]  I do know we had a participant in the Paul Revere contest and he had an interesting
[02:39:51.235 --> 02:40:16.344]  documentary as well as an app that he was doing it was called uh... skyder alert i think was the name of it and people can get that app and they can uh... they can report whenever they see something like that in the sky where they see chemtrails nothing is unusual as what you just talked about uh... but when they see massive uh... grid of persistent contrails in the sky they can report that and they've been able to correlate that with uh... changes in temperature so
[02:40:17.464 --> 02:40:32.067]  We know that they've talked about doing this, and they pretend that it's something that they haven't done, and yet, going back decades, going back to the Vietnam War, Alex Jones interviewed a man who was decorated by President Johnson because of his effect that he had on the weather during the Vietnam War.
[02:40:32.107 --> 02:40:35.208]  So we know that they've been working on this for many, many decades.
[02:40:35.668 --> 02:40:42.610]  We know that they have talked about using chemtrails to try to affect the temperature here on the planet, to change the reflectivity.
[02:40:43.110 --> 02:40:51.316]  So we know that they're doing it, and yet they pretend that it's, well, it's something that we need to look into it, but we're not really doing it yet.
[02:40:52.296 --> 02:41:05.105]  At the last geoengineering conference that they had this year, I think it was this fall in Germany, they had a paper written by one guy that says, well, assuming that we were to do something like this, who gets to set the thermostat?
[02:41:05.899 --> 02:41:07.079]  And that's a really good question.
[02:41:07.159 --> 02:41:10.121]  Who gets to set the thermostat if they were to do something like that?
[02:41:10.401 --> 02:41:11.441]  I don't really know what they're doing.
[02:41:11.461 --> 02:41:12.201]  I don't know what you saw.
[02:41:12.241 --> 02:41:14.762]  I'd very much like to see that report that you got over there.
[02:41:14.782 --> 02:41:15.463]  Thanks for calling in.
[02:41:15.983 --> 02:41:18.304]  Let's go to Bob in Maine.
[02:41:18.344 --> 02:41:18.584]  Bob?
[02:41:20.425 --> 02:41:20.825]  How you doing?
[02:41:21.145 --> 02:41:21.485]  Doing good.
[02:41:21.825 --> 02:41:24.106]  What do you want to talk about?
[02:41:24.646 --> 02:41:25.867]  I'm kind of on topic today.
[02:41:25.887 --> 02:41:27.847]  You guys talking about the police state.
[02:41:28.448 --> 02:41:32.349]  I had a SWAT team at my house trying to kick my door in this past winter.
[02:41:32.449 --> 02:41:34.410]  It was pretty terrifying.
[02:41:35.526 --> 02:41:36.767]  You know, and they had the wrong guy.
[02:41:55.325 --> 02:41:59.328]  Every day, on a daily basis, and every day we're seeing people who are innocent being attacked.
[02:41:59.368 --> 02:42:03.792]  If they kick in the door, are you under a home invasion or is this a SWAT team?
[02:42:03.832 --> 02:42:09.977]  And we've just had a report yesterday of somebody who had their home broken into and the people yelled, police!
[02:42:10.237 --> 02:42:11.898]  And it wasn't the police, it was the robbers.
[02:42:12.058 --> 02:42:19.484]  They knew that's on everybody's mind, so they used that to attack the people to get the upper hand over them, to say that they were a SWAT team.
[02:42:19.524 --> 02:42:21.225]  But it's a very dangerous situation.
[02:42:21.265 --> 02:42:23.187]  If you try to defend yourself, the SWAT team will kill you.
[02:42:24.218 --> 02:42:26.700]  Yeah, oh yeah, and they showed up here in the middle of the night.
[02:42:26.720 --> 02:42:31.223]  They put my face on TV and said I was a criminal and couldn't find out.
[02:42:31.244 --> 02:42:33.445]  They only wanted the guy for the copper theft.
[02:42:34.266 --> 02:42:34.806]  They wanted who?
[02:42:35.107 --> 02:42:36.408]  Somebody for copper theft?
[02:42:37.208 --> 02:42:39.850]  They wanted the guy for copper theft, but they showed up here instead.
[02:42:39.870 --> 02:42:43.153]  I mean, it was like they had a SWAT team in the middle of the night.
[02:42:43.860 --> 02:42:54.654]  You know, there was a case a couple years ago where the Department of Education showed up in the middle of the night, dragged a man and his children out on the front lawn, face down, probably what they just did to you.
[02:42:54.675 --> 02:42:57.899]  It was the Department of Education's SWAT team.
[02:42:58.780 --> 02:43:12.428]  A year earlier, the Washington Post had looked at their RFPs, their request for proposal, their bid to get equipment, and they said, why is the Department of Education buying bulletproof vests and shotguns and all this other paramilitary equipment?
[02:43:12.448 --> 02:43:14.329]  Why does the Department of Education need that for?
[02:43:14.349 --> 02:43:15.149]  And then they found out.
[02:43:15.509 --> 02:43:23.334]  That's why we're so concerned when we see this equipment going to the police, when we see these requests for purchases for billions of rounds of ammunition.
[02:43:23.934 --> 02:43:26.516]  We know they're going to use that.
[02:43:26.736 --> 02:43:32.621]  We know that's for civilians because Geneva Convention outlaws the kind of ammunition that Homeland Security was getting.
[02:43:32.841 --> 02:43:37.104]  And we know that it's not for target practice because that's the most expensive ammunition you can get.
[02:43:37.124 --> 02:43:38.705]  You're not going to use that for target practice.
[02:43:39.086 --> 02:43:48.433]  Even as profligate as our government is in terms of spending money, they're not going to waste that much money if they're going to buy that kind of quantity of ammunition.
[02:43:48.473 --> 02:43:53.457]  It was absolutely absurd and it was absurd for the Department of Education to get that kind of equipment as well.
[02:43:54.736 --> 02:44:01.661]  And I mean, they called me a sovereign and everything else because I wouldn't give them my social security number through the window and they wouldn't show me the warrant.
[02:44:02.722 --> 02:44:07.946]  And they had the wrong house the entire time.
[02:44:07.966 --> 02:44:09.027]  They had the wrong guy.
[02:44:09.087 --> 02:44:10.348]  Somebody with the same name as me.
[02:44:10.388 --> 02:44:12.049]  But I mean, I've lived in this town for 35 years and I mean...
[02:44:13.470 --> 02:44:14.050]  I don't know.
[02:44:32.358 --> 02:44:38.226]  And just like you said, they came to the wrong house because it was somebody else that they were looking for that had your name.
[02:44:38.586 --> 02:44:46.377]  That was why that guy was picked up by the CIA, rendered out of the country, tortured for a very long time, then dumped alongside the road and threatened not to talk about it.
[02:44:46.837 --> 02:44:48.700]  He had the same name as the person that they were looking for.
[02:44:48.800 --> 02:44:49.260]  We're good to go.
[02:45:13.206 --> 02:45:18.911]  Yeah, yeah.
[02:45:21.694 --> 02:45:22.715]  Well, that's what they've been told.
[02:45:23.195 --> 02:45:26.939]  See, it's terms like a sovereign citizen, terms like a constitutionalist.
[02:45:26.979 --> 02:45:31.242]  That's why everyone was so concerned about that videotape.
[02:45:31.302 --> 02:45:32.704]  It was not taken out of context.
[02:45:32.744 --> 02:45:39.450]  The real context is that the Southern Poverty Law Center is using those types of terms to demonize people and, again,
[02:45:39.730 --> 02:45:43.912]  We've seen in scenarios that they even use the term tea party to try to portray people as being dangerous.
[02:45:44.312 --> 02:45:45.192]  Thank you so much, Bob.
[02:45:45.232 --> 02:45:48.873]  I'm glad you survived that encounter with the SWAT team in Maine.
[02:45:48.913 --> 02:45:50.254]  Again, that's Bob from Maine.
[02:45:50.274 --> 02:45:54.115]  He had his house SWAT teamed and he wasn't the guy they were looking for.
[02:45:54.175 --> 02:45:59.737]  Yet they put his face on television, they put him face down on the ground, nearly killed him with a SWAT team.
[02:45:59.757 --> 02:46:01.858]  Let's go to John in Colorado.
[02:46:01.898 --> 02:46:03.679]  John, you want to talk about the marijuana laws there?
[02:46:06.499 --> 02:46:07.480]  No, I think we missed him.
[02:46:07.540 --> 02:46:08.000]  That's too bad.
[02:46:08.020 --> 02:46:08.901]  I wanted to ask him about that.
[02:46:08.941 --> 02:46:10.882]  Let's go to Kevin in West Virginia.
[02:46:10.902 --> 02:46:13.264]  You said you want to talk about the beware program.
[02:46:14.905 --> 02:46:30.877]  Yeah, I was wondering if we as citizens could have our own little beware program and kind of do the same thing that they're doing and point out what police officers are corrupt and what police officers are not actually for the Constitution.
[02:46:31.337 --> 02:46:35.240]  But my question then is, is that going to add fuel to the fire
[02:46:36.049 --> 02:46:39.022]  Um, with an Osperson type of mentality.
[02:46:40.495 --> 02:46:41.275]  Well, that's true.
[02:46:41.856 --> 02:46:45.817]  I think that there needs to be citizen oversight of the police.
[02:46:46.097 --> 02:46:58.301]  And as we were talking to Matt Shea, he said there ought to be separate outside investigators whenever there's a possibility of police brutality, excessive use of force, whenever there's a shooting.
[02:46:58.321 --> 02:47:02.783]  There ought to be an open public trial, not a closed grand jury investigation.
[02:47:03.243 --> 02:47:05.204]  And there ought to be an outside prosecutor.
[02:47:05.244 --> 02:47:07.625]  And we ought to have oversight of the police
[02:47:08.385 --> 02:47:09.866]  In terms of their training as well.
[02:47:09.906 --> 02:47:15.470]  So I think it would be appropriate to start looking at the postings of the police.
[02:47:16.110 --> 02:47:18.992]  And if they're posting stuff up that is threatening, and we've seen that.
[02:47:19.012 --> 02:47:25.156]  A lot of the repostings from the Ask a Cop were some very in-your-face postings from the police.
[02:47:25.256 --> 02:47:30.260]  And of course, they put out that t-shirt that we had an article up on Infowars.com yesterday.
[02:47:30.920 --> 02:47:38.425]  They've got a shirt that they're putting out, a law enforcement insignia that says, breathe easy, obey the law.
[02:47:38.665 --> 02:47:42.428]  Essentially the same thing that Art Acevedo said here in Austin.
[02:47:42.808 --> 02:47:48.652]  Hey, if the cop tells you to do something, just do it and you won't get hurt.
[02:47:49.778 --> 02:47:51.780]  Well, do we have to mow their lawn?
[02:47:51.800 --> 02:47:53.821]  Do we have to lick their boots?
[02:47:53.961 --> 02:47:54.662]  What do we have to do?
[02:47:55.022 --> 02:47:57.044]  That's that article up right now for anybody that's watching.
[02:47:57.785 --> 02:48:01.808]  Pro-police, breathe easy t-shirt draws the ire of brutality posters.
[02:48:01.848 --> 02:48:05.751]  Just obey the law, you won't be beaten or murdered unless the cops feel like it.
[02:48:05.811 --> 02:48:06.632]  That's the article.
[02:48:06.652 --> 02:48:09.254]  That's up on our website, Infowars.com.
[02:48:09.294 --> 02:48:10.215]  You can see that article.
[02:48:10.715 --> 02:48:27.332]  And I guess really we should point this out and it was actually, Kevin, it was actually police inside the Spokane Sheriff's Office who blew the whistle on the fact that the Southern Poverty Law Center was there propagandizing the Sheriff's Department.
[02:48:27.733 --> 02:48:29.254]  So there are good cops who
[02:48:29.975 --> 02:48:33.099]  Are not going to be doing that type of thing that we just saw up there.
[02:48:33.119 --> 02:48:41.990]  They're not going to be threatening the population and they're going to be blowing the whistle when you've got somebody like the Southern Poverty Law Center coming in teaching some very dangerous stuff.
