[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[02:44:26.858 --> 02:44:35.560]  I talk to a lot of people about this issue, and even though there's so much information out there through people like you and Alex, and especially Jeffrey Smith,
[02:44:36.366 --> 02:44:43.151]  And Health Freedom USA, this is still an issue that, for the most part, people are ignorant of.
[02:44:43.631 --> 02:44:46.433]  And that's what makes it so dangerous.
[02:44:46.513 --> 02:44:52.577]  And that's why I'm glad you mentioned these rallies that are taking place over the United States tomorrow, to make people aware of this.
[02:44:52.617 --> 02:45:01.363]  Because, as far as I'm concerned, you're well aware of what the food industry and Big Pharma have done with the foods, with all the chemicals and pesticides, etc.
[02:45:02.321 --> 02:45:14.430]  But this GMO situation with Monsanto and the corporate elite that are doing this, this to me is the most insidious part of what they're doing to corrupt and toxify our food system.
[02:45:14.970 --> 02:45:19.333]  And the bottom line is this, and this is the main point I want to make, that people need to understand.
[02:45:20.114 --> 02:45:24.577]  Alex has pointed this out very succinctly in his documentary, Endgame.
[02:45:24.617 --> 02:45:26.098]  This is about eugenics.
[02:45:26.579 --> 02:45:29.461]  This is about a group of people, and they're just a handful,
[02:45:30.140 --> 02:45:30.780]  That's right.
[02:45:51.016 --> 02:45:57.144]  In order to make us sick and weak to the point where we can't fight back and eventually we all just die off.
[02:45:57.184 --> 02:45:57.665]  You got it.
[02:45:57.985 --> 02:45:58.946]  Yeah, Steven.
[02:45:59.647 --> 02:46:01.970]  I think you're right on with the point there.
[02:46:02.771 --> 02:46:03.372]  I get your drift.
[02:46:03.392 --> 02:46:04.013]  I think you're right on.
[02:46:04.053 --> 02:46:07.598]  The food supply is becoming a source of poison.
[02:46:08.078 --> 02:46:08.699]  For the people.
[02:46:08.899 --> 02:46:12.282]  And this is something that we have to overcome if we're going to have a future.
[02:46:12.302 --> 02:46:13.623]  You made a lot of really great points there.
[02:46:13.644 --> 02:46:15.025]  Sorry, I didn't mean to cut you off.
[02:46:15.385 --> 02:46:18.648]  But it's true that the water's already poisoned with the fluoride.
[02:46:18.809 --> 02:46:19.249]  We know that.
[02:46:19.629 --> 02:46:25.655]  The vaccines have their own whole story of what's in there, what kind of poisons and toxic chemicals are in there.
[02:46:26.036 --> 02:46:27.137]  And now we have the GMOs.
[02:46:27.577 --> 02:46:31.399]  And when I was on Alex's show last week, I mentioned some of the same things.
[02:46:31.439 --> 02:46:36.883]  I said, look, the GMOs, these are the Fukushima catastrophe of modern agriculture.
[02:46:37.343 --> 02:46:47.909]  If you think Fukushima is bad and how it's impacting the food and causing the radioactive contamination of vegetables over 100 miles away from the nuclear facility, then you just wait.
[02:46:48.269 --> 02:46:52.052]  You just wait until these GMOs get out of control and you have a global
[02:46:52.492 --> 02:46:52.752]  That's
[02:47:13.973 --> 02:47:14.113]  Yeah.
[02:47:43.789 --> 02:47:49.014]  Didn't I just see it snowing over in Japan there recently, since that reactor went up?
[02:47:49.495 --> 02:47:54.640]  Well, I don't know, but as far as the weather's going, there's yellow rain falling out of the sky, and that's scary enough for me.
[02:47:54.660 --> 02:47:56.462]  Do you have a question?
[02:47:57.223 --> 02:47:58.724]  Yeah, but that's what I was wondering.
[02:47:58.904 --> 02:48:01.607]  Snowing season and falling season ain't at the same time.
[02:48:03.456 --> 02:48:05.037]  How are you getting pollen if it's snowing?
[02:48:05.418 --> 02:48:06.558]  That's exactly right.
[02:48:06.678 --> 02:48:13.884]  Well, when you start breaking down the logic behind some of these excuses that were being given by the Japanese government, they don't really make any sense.
[02:48:14.444 --> 02:48:18.427]  That's the truth behind many of the stories that were told today by the mainstream media as well.
[02:48:18.687 --> 02:48:21.469]  So I'm glad you pointed out that discrepancy in the report.
[02:48:21.489 --> 02:48:23.591]  Yeah, they've been talking about people out in the cold.
[02:48:24.111 --> 02:48:24.912]  I'm always fabulous.
[02:48:24.972 --> 02:48:26.713]  Real quick, are you familiar with a disease called PKU?
[02:48:47.327 --> 02:48:49.328]  Okay, well, just real quick about GMOs.
[02:48:49.428 --> 02:48:51.849]  I have twins that have that very rare disease called PKU.
[02:48:51.869 --> 02:48:53.729]  Well, they'll never eat protein the rest of their life.
[02:48:53.769 --> 02:48:57.131]  No milk, no chicken, no cheese, no fish, no birthday cake, no ice cream, no nothing.
[02:48:57.671 --> 02:49:01.152]  As you know, if they take in protein, their body can't break it down.
[02:49:01.592 --> 02:49:03.993]  It goes to the brain and causes a stream of retardation.
[02:49:04.693 --> 02:49:12.516]  Really, anything happened with them when they got to be about three or four years old, they started eating real fruits and vegetables.
[02:49:12.856 --> 02:49:14.377]  And their levels went off the chart.
[02:49:14.989 --> 02:49:20.954]  And their doctors accused us of giving them protein, and come to find out what had happened.
[02:49:20.974 --> 02:49:30.602]  We'd given them fruits and vegetables that had been genetically modified, and they had a pig gene in the tomato, the watermelon, that made their levels go off the chart.
[02:49:31.874 --> 02:49:32.675]  Wow, okay.
[02:49:32.755 --> 02:49:34.176]  That's a very disturbing report.
[02:49:34.776 --> 02:49:36.497]  I'm glad you shared that with us, Christopher.
[02:49:36.537 --> 02:49:37.338]  Thanks for doing that.
[02:49:37.738 --> 02:49:38.339]  Yeah, it's true.
[02:49:38.399 --> 02:49:47.165]  I mean, your children can't even touch MSG or free glutamate in any form, including yeast extract, which is a very common ingredient used in foods.
[02:49:47.626 --> 02:49:51.168]  I'm sorry to hear that they got a hold of some genetically modified foods.
[02:49:51.528 --> 02:49:54.691]  But I'm sure the reason you mentioned that is because it's important to point out.
[02:49:55.131 --> 02:49:59.794]  What happens on our planet when you start combining animal genes with plant seeds?
[02:50:00.355 --> 02:50:01.676]  This is completely unnatural.
[02:50:01.736 --> 02:50:03.497]  It's a violation of natural law.
[02:50:03.777 --> 02:50:07.060]  Some would say a violation of God and Mother Nature as well.
[02:50:07.240 --> 02:50:12.464]  This is not the way to run the future of our world by playing God and Frankenstein with all these seeds.
[02:50:12.724 --> 02:50:18.668]  We are headed for disaster on the agricultural front, I believe, if we continue down this path of GMOs.
[02:50:19.148 --> 02:50:20.029]  Thank you for your call.
[02:50:20.469 --> 02:50:22.030]  We have Rob from Illinois.
[02:50:22.491 --> 02:50:23.532]  Oh, Rob, I'm sorry.
[02:50:24.512 --> 02:50:25.232]  We gotta take a break!
[02:50:26.133 --> 02:50:33.655]  Alright, here on the Alex Jones Show we're gonna come back from this break and continue a call with Rob and wrap up the segment of what we talked about today.
[02:50:33.695 --> 02:50:37.656]  This is Mike Adams filling in for Alex Jones today on the Alex Jones Show.
[02:50:38.677 --> 02:50:39.117]  Talk to you soon.
[02:50:49.153 --> 02:50:55.337]  This message starts with a great offer from Big Berkey Water Filters because we don't want you drinking dangerous water one minute longer.
[02:50:55.598 --> 02:51:06.925]  Right now, purchase any filter system from BigBerkeyWaterFilters.com to get your choice of two Berkey sport bottles, a KDF shower filter, a set of fluoride filters, or our new Cyclast spigot absolutely free.
[02:51:07.125 --> 02:51:07.686]  Why do this?
[02:51:07.906 --> 02:51:10.708]  Because over 60% of municipal water is fluoridated.
[02:51:10.908 --> 02:51:18.791]  And at less than two cents per gallon, Berkey water filters purify both treated and untreated water, removing dangerous chlorine, fluoride, and other contaminants.
[02:51:19.071 --> 02:51:26.313]  Big Berkey water filters are powerful enough to purify stagnant pond water, so they're perfect for rainwater collection systems and emergency preparedness.
[02:51:26.553 --> 02:51:29.694]  Remember, Big Berkey includes free shipping on every order over $50.
[02:51:29.834 --> 02:51:34.035]  And GCN listeners get 5% off all ceramic filter systems.
[02:51:34.255 --> 02:51:40.838]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY.
[02:51:40.978 --> 02:51:44.479]  That's bigberkeywaterfilters.com or call today 1-877-99-BERKEY.
[02:51:48.900 --> 02:51:51.201]  They helped create a New World Order.
[02:51:51.301 --> 02:51:53.502]  We are part of a New World Order.
[02:51:53.602 --> 02:51:56.363]  A New World Order based upon collective action.
[02:51:56.803 --> 02:52:01.546]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[02:52:01.926 --> 02:52:06.107]  The New World Order really is a tool for addressing a new world of possibilities.
[02:52:06.448 --> 02:52:08.769]  It means all the world under their control.
[02:52:08.789 --> 02:52:11.330]  The United Nations would take over America.
[02:52:11.650 --> 02:52:14.191]  The Trilateral Commission would control the world.
[02:52:14.571 --> 02:52:22.193]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[02:52:22.513 --> 02:52:27.795]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[02:52:27.895 --> 02:52:30.176]  Global governance with the establishment of the G20.
[02:52:30.216 --> 02:52:34.157]  So it's going to be an inner ruling elite and then everyone else.
[02:52:34.437 --> 02:52:35.339]  And I got news for you.
[02:52:35.499 --> 02:52:36.220]  You're everyone else.
[02:52:36.841 --> 02:52:37.843]  Invisible Empire.
[02:52:38.343 --> 02:52:46.316]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv
[02:52:47.913 --> 02:52:57.256]  Nine years, thousands of clients worldwide, amazing results, and here's more proof of the effectiveness of how Heart and Body Extract supports good circulation and healthy arterial flow.
[02:52:57.437 --> 02:52:58.397]  My name is Crystal.
[02:52:58.737 --> 02:53:01.338]  I'm a 45-year-old and live in Houston, Texas.
[02:53:01.678 --> 02:53:05.299]  I was diagnosed with having mitral valve prolapse 10 years ago.
[02:53:05.640 --> 02:53:09.621]  My cardiologist said surgery and drugs was the only thing he could offer me.
[02:53:09.781 --> 02:53:10.602]  What did Crystal do?
[02:53:10.622 --> 02:53:14.106]  I ordered Heart and Body Extract in August 2006.
[02:53:14.567 --> 02:53:20.874]  When I first took my first 15 drops, I embraced the formula and could even feel the goodness of the formula starting to work.
[02:53:20.994 --> 02:53:24.538]  Clean, clear arteries are happy arteries after using Heart and Body Extract.
[02:53:24.798 --> 02:53:27.280]  Learn more at HBextract.com or call 866-295-5305.
[02:53:27.300 --> 02:53:28.101]  That's HBextract.com or call 866-295-5305.
[02:53:28.121 --> 02:53:30.202]  HBextract comes with a 100% ironclad money back guarantee.
[02:53:30.222 --> 02:53:34.585]  Details at HBextract.com or call 866-295-5305 for Heart and Body Extract.
[02:53:55.441 --> 02:53:56.122]  All right, folks.
[02:53:56.442 --> 02:53:59.785]  Welcome back to the Alex Jones Show on this Friday.
[02:53:59.845 --> 02:54:03.208]  We are having a great time here taking some calls about issues.
