[00:00:00.009 --> 00:00:00.189]  I think?
[02:32:31.332 --> 02:32:34.553]  Yeah, I think obviously it makes sense to shift into it gradually over time.
[02:32:34.933 --> 02:32:36.033]  Let's go to another call.
[02:32:36.193 --> 02:32:37.454]  Allen in Texas, how are you there?
[02:32:37.474 --> 02:32:42.835]  Hey guys, it's great to talk to you guys who are usually behind the scenes.
[02:32:43.435 --> 02:32:45.136]  You guys are more important than I think
[02:32:46.468 --> 02:32:52.190]  Some people give you credit for, Mr. Watson, Mr. Dykes, and of course Mr. Chapman.
[02:32:52.370 --> 02:32:53.430]  It's always good to hear from you.
[02:32:53.450 --> 02:32:54.530]  You've got great information.
[02:32:55.010 --> 02:33:09.094]  I'd like to start off, if I could, with a quote by Martin Luther King that I think is instrumental in getting other people to wake up, and that is, he who passively accepts evil is as much involved in it as he who helps perpetrate it.
[02:33:09.555 --> 02:33:13.676]  He who accepts evil without protesting against it is really cooperating with it.
[02:33:14.256 --> 02:33:14.396]  Now,
[02:33:14.847 --> 02:33:27.095]  When you see your friends and family members saying they don't have time to get informed, they don't have time to get involved, but they have time to sit in front of Dancing with the Stars or spend hours on Facebook, I think we need to chastise them.
[02:33:27.135 --> 02:33:29.696]  They're pulling kind of like a cop out.
[02:33:31.517 --> 02:33:41.043]  We need to get more involved in our local communities, talk to people at barbecues, hold barbecues, pass out flyers at our corner stores, things like that, just to get people informed and wake them up.
[02:33:42.662 --> 02:33:55.493]  Well, Mr. Chapman, my question for you is, for those of us who are on very limited incomes right now, do you advise us maybe selling off some of our meager possessions to accumulate some money to buy into silver?
[02:33:55.814 --> 02:34:08.705]  Now, we can't all afford gold, but I myself have begun selling off stuff that means nothing to me, like DVDs and just stuff that I don't need, and I'm starting to build that into silver.
[02:34:08.745 --> 02:34:09.906]  Would you recommend that for people?
[02:34:10.922 --> 02:34:11.562]  Absolutely.
[02:34:11.722 --> 02:34:12.923]  I think it's a great idea.
[02:34:13.063 --> 02:34:20.306]  And don't forget the food and the water filter and having something to keep people from charging into your house.
[02:34:21.667 --> 02:34:23.288]  Those are all important factors.
[02:34:23.308 --> 02:34:24.248]  And the answer is yes.
[02:34:24.808 --> 02:34:28.010]  Especially people who are older, like myself.
[02:34:28.070 --> 02:34:29.531]  You sound like a much younger man.
[02:34:31.752 --> 02:34:32.292]  No comment?
[02:34:33.352 --> 02:34:33.733]  I'm 31.
[02:34:34.593 --> 02:34:35.453]  Yeah, I thought you were.
[02:34:35.974 --> 02:34:38.355]  But you have to.
[02:34:41.534 --> 02:34:42.655]  Go down that path.
[02:34:43.496 --> 02:34:48.821]  And even if you don't need what you're doing in the future, it's like buying insurance.
[02:34:50.042 --> 02:34:50.862]  You've got to have it.
[02:34:51.363 --> 02:34:51.563]  Right.
[02:34:51.863 --> 02:34:52.304]  I have it.
[02:34:52.344 --> 02:34:53.264]  My family has it.
[02:34:54.265 --> 02:34:55.586]  I talked to everybody about it.
[02:34:56.447 --> 02:34:57.688]  And it's extremely important.
[02:34:57.708 --> 02:34:58.409]  The answer is yes.
[02:34:58.469 --> 02:35:00.350]  Things you don't need, get rid of them.
[02:35:00.811 --> 02:35:02.052]  Buy silver, buy gold.
[02:35:02.072 --> 02:35:05.274]  There's gold coins you can buy for $300 or so.
[02:35:07.600 --> 02:35:09.262]  Bob, we're going back into break.
[02:35:09.282 --> 02:35:14.087]  We're going to take a few more calls on the other side, but obviously we've all got to take it up a notch.
[02:35:14.127 --> 02:35:16.890]  Not only getting prepared, but being willing to stand up against this.
[02:35:16.910 --> 02:35:27.661]  If you're concerned about radiation poisoning from Japan in the air, water, or food and can't find potassium iodide, go to RestoreYourHealthNow.com and choose Liquid Zeolite.
[02:35:27.981 --> 02:35:37.650]  Liquid Zeolite is hands down the best product to remove radiation from your body and safely removes toxins, heavy metals, boosts energy levels, and promotes a strong immune system.
[02:35:37.850 --> 02:35:47.079]  For fatigue, muscle weakness, headaches, memory loss, influenza, joint pain, or toxic radiation poisoning, use Liquid Zeolite from RestoreYourHealthNow.com.
[02:35:47.259 --> 02:35:51.143]  Liquid Zeolite is so powerful it was used to clean up contamination in Chernobyl.
[02:35:51.323 --> 02:35:53.465]  Get so gentle you won't even know you're taking it.
[02:35:53.665 --> 02:35:58.948]  Liquid Zeolite comes with a money-back guarantee but is only available at RestoreYourHealthNow.com.
[02:35:59.169 --> 02:36:03.332]  Learn how to get free bottles of Liquid Zeolite at RestoreYourHealthNow.com.
[02:36:03.512 --> 02:36:06.053]  That's RestoreYourHealthNow.com or call 800-880-9976.
[02:36:06.134 --> 02:36:08.615]  Call 800-880-9976 today and learn how to get free bottles of Liquid Zeolite.
[02:36:16.946 --> 02:36:21.929]  You've heard Alex Jones talk about eFoods Direct and their highly nutritious, long-term, storable food.
[02:36:22.349 --> 02:36:23.610]  Believe me, it tastes great.
[02:36:23.830 --> 02:36:27.912]  Order any three of their qualified packs and you'll receive the fourth absolutely free.
[02:36:28.192 --> 02:36:30.613]  Let's say you order three of their one-week responder kits.
[02:36:30.873 --> 02:36:32.134]  You'll get the fourth week free.
[02:36:32.414 --> 02:36:35.256]  That's a $75 savings and a one-month supply.
[02:36:35.596 --> 02:36:36.537]  Are you kidding me?
[02:36:36.717 --> 02:36:42.780]  For the cost of one greasy, fast-food, super-sized combo lunch, you can eat three hearty, delicious meals.
[02:36:43.240 --> 02:36:46.221]  And this offer is good for any of their quick fix supplies.
[02:36:46.581 --> 02:36:48.742]  This offer ends on June 22nd.
[02:36:48.862 --> 02:36:52.744]  eFoodsDirect is prepared for these troubled times and will ship your order within 48 hours.
[02:36:52.764 --> 02:36:54.365]  Call 800-409-5633 on the web eFoodsDirect.com slash Alex.
[02:36:54.385 --> 02:36:57.266]  Your order deadline is June 22nd to buy three and get one free.
[02:36:57.306 --> 02:36:59.947]  Call 800-409-5633 on the web eFoodsDirect.com slash Alex.
[02:37:12.072 --> 02:37:15.874]  Get more food for your money at efoodsdirect.com slash alex.
[02:37:16.275 --> 02:37:18.636]  What would you do with a check for $25,000?
[02:37:18.796 --> 02:37:23.919]  What if you could eliminate all of your credit card debt in 90 days and keep all of your money?
[02:37:24.139 --> 02:37:34.405]  Hi, I'm Jason Davenport, and I've just completed ZeroDebt100.com, a program that stops and prevents debt collections of all kinds, including debt collectors and foreclosures, with guaranteed results.
[02:37:34.625 --> 02:37:35.866]  Forget loan modifications.
[02:37:35.946 --> 02:37:42.151]  Zero Debt showed me how to get the banks to pay my property taxes and insurance while stopping my foreclosure without paying one dime.
[02:37:42.311 --> 02:37:47.596]  An attorney tried to garnish my wages but the court denied his request because of what I filed from the Zero Debt program.
[02:37:47.756 --> 02:37:51.719]  Find out how I did this by calling Zero Debt today at 800-477-9256.
[02:37:52.059 --> 02:38:00.466]  Tell them Jason sent you and ask for the Zero Debt special and the free bonus promotion about stopping an IRS levy and getting your money back.
[02:38:00.626 --> 02:38:02.148]  Tell them Jason sent you and call 800-477-9256.
[02:38:02.168 --> 02:38:02.208]  800-477-9256.
[02:38:02.268 --> 02:38:02.449]  That's 800-477-9256.
[02:38:02.469 --> 02:38:03.170]  Or visit www.zerodet100.com.
[02:38:34.819 --> 02:38:39.021]  We're back in the last segment of this jam-packed Friday, June 17th.
[02:38:39.522 --> 02:38:42.143]  Even with Alex out on story, not a day to miss.
[02:38:42.163 --> 02:38:43.164]  So much is happening.
[02:38:43.564 --> 02:38:54.551]  World War III on its way in, Libya heating up, the Euro potentially in a downward spiral as Greece really on the map today and for the near future.
[02:38:54.971 --> 02:38:58.213]  We're going to go to just a couple more calls, one or two with Bob Chapman.
[02:38:58.253 --> 02:38:59.154]  I just wanted to mention
[02:38:59.734 --> 02:39:06.678]  Alex's powerful keynote speech at the Talkers Convention from last Saturday is almost done, I'm told, from Rob Dew.
[02:39:06.758 --> 02:39:09.300]  It's going to be up for viewers early next week.
[02:39:09.660 --> 02:39:17.405]  We're also going to have exclusive video from inside the Bilderberg 2011 conference and the coverage that Paul Watson and myself did.
[02:39:18.045 --> 02:39:18.525]  How's that?
[02:39:18.625 --> 02:39:18.845]  Okay, um...
[02:39:46.994 --> 02:39:48.854]  Thank you guys for all you're doing.
[02:39:49.395 --> 02:40:03.357]  It's extremely important in these days anyways, but I was just thinking a little bit earlier about the Endgame movie, Blueprint for Global Enslavement.
[02:40:04.798 --> 02:40:09.299]  I would like to see another one, Blueprint for Global Freedom.
[02:40:11.878 --> 02:40:15.260]  And, you know, the fact of the matter is we already got that.
[02:40:15.321 --> 02:40:17.662]  We've got a Constitution.
[02:40:17.682 --> 02:40:32.493]  And so many of the problems that we've got going on right now, in my eyes, are pretty easily fixed by understanding the rule of law and whose job it is to enforce the rule of law.
[02:40:32.533 --> 02:40:37.036]  And that's the kings and the queens of this country, the sovereign citizens.
[02:40:37.596 --> 02:40:38.617]  When you have a sovereign
[02:40:39.917 --> 02:40:50.761]  Nation, you have a sovereign person, you have a sovereign government, and the government is supposed to work for the people, not the other way around.
[02:40:50.981 --> 02:41:04.507]  And we've got the blueprint, it's the Constitution, and I mean, if we restore the law in our own lives, and then in, you know, your local government, then the state government has to follow.
[02:41:05.646 --> 02:41:15.732]  Then the federal government has to follow as well, because the states enforce the federal laws, the local governments enforce the state laws, and we enforce the laws on our own local governments.
[02:41:16.053 --> 02:41:22.637]  And until we start taking back our local governments, we're not going to get much of anything fixed.
[02:41:22.717 --> 02:41:23.777]  Well, I couldn't agree more.
[02:41:23.858 --> 02:41:26.659]  Obviously, if we're not the solution, there isn't going to be one.
[02:41:27.120 --> 02:41:28.861]  And blueprint for global freedom.
[02:41:29.541 --> 02:41:30.322]  It's a great idea.
[02:41:30.342 --> 02:41:31.602]  Your comments, Bob Chapman.
[02:41:32.843 --> 02:41:33.884]  Oh, I agree completely.
[02:41:34.897 --> 02:41:40.399]  As you do, and it's good to hear that so that everybody will hear it.
[02:41:41.179 --> 02:41:42.959]  And it isn't just our job.
[02:41:43.479 --> 02:41:45.660]  It's all of your jobs as well.
[02:41:46.160 --> 02:41:46.980]  You've got to help us.
[02:41:47.040 --> 02:41:48.381]  We can't do this thing alone.
[02:41:48.401 --> 02:41:52.502]  And I'm talking not only to Americans, but people throughout the entire world.
[02:41:53.342 --> 02:41:56.083]  Come on, get on your horse and let's get something going.
[02:41:57.109 --> 02:42:03.373]  Whether it's pamphlets, as was said earlier, or Alex's tapes, just get them out there.
[02:42:03.974 --> 02:42:12.499]  We're making tremendous inroads, and it's a race against time, because these people who are in charge are going to make a lot of mistakes.
[02:42:13.260 --> 02:42:14.080]  Believe me, they are.
