[00:00:04.989 --> 00:00:06.390]  I am absolutely honored
[02:45:56.386 --> 02:45:59.328]  Could you imagine if Bush tried to pull this off?
[02:45:59.328 --> 02:46:01.210]  They'd be screaming bloody murder.
[02:46:01.650 --> 02:46:08.177]  Look at the way the country rallied around Obama with the Osama vs. Obama story.
[02:46:08.177 --> 02:46:16.426]  You know, you remember the one, you know, we got Osama and now he's wearing cement shoes and swimming with the fishes.
[02:46:16.846 --> 02:46:18.627]  You saw how the people bought that furniture.
[02:46:18.627 --> 02:46:19.868]  That was almost as good.
[02:46:19.868 --> 02:46:32.157]  Obama could come out and say that July 25th, a large elf from the North Pole will come down your chimney, and I believe 35% of the public would actually be waiting at their chimneys for Santa Claus.
[02:46:32.737 --> 02:46:33.418]  Exactly.
[02:46:33.418 --> 02:46:42.872]  So what's going to happen, Alex, as we predict this, as we're looking forward, watch for a false flag or a real crisis to happen.
[02:46:42.872 --> 02:46:45.455]  And the people will rally around Obama.
[02:46:45.455 --> 02:46:46.777]  This is as old as, as, uh...
[02:46:49.167 --> 02:46:52.030]  You know, the Hitler days, you know, Goring.
[02:46:52.030 --> 02:46:59.297]  What you do is you use fear and hysteria to rally the people around the political leader.
[02:46:59.297 --> 02:47:00.959]  They did it with Bush!
[02:47:00.959 --> 02:47:05.384]  People forget how unpopular he was before 9-11.
[02:47:05.384 --> 02:47:09.348]  And there's a guy that couldn't walk and chew gum at the same time.
[02:47:09.348 --> 02:47:11.350]  You know, he becomes a huge hero.
[02:47:11.510 --> 02:47:15.915]  What do you think of Rick Perry because he's been lying and saying he'd never run?
[02:47:15.915 --> 02:47:19.800]  We knew internally from people that know him he is running.
[02:47:19.800 --> 02:47:25.106]  He's a protege of TB, also known as Karl Rove.
[02:47:27.810 --> 02:47:30.173]  Now he said, oh, I'm going to break my pledge not to run.
[02:47:30.173 --> 02:47:31.815]  I may run now.
[02:47:31.815 --> 02:47:35.861]  I mean, these guys lie even when there's no reason to lie.
[02:47:35.861 --> 02:47:42.010]  Turns out he was the campaign manager of Al Gore, and this is what people think is a conservative.
[02:47:42.691 --> 02:47:49.817]  Yeah, and the whole thing is, if you're voting for the Republicans or Democrats, you're voting for the two-headed, one-party system.
[02:47:49.817 --> 02:48:00.586]  You're voting for a continuation of corruption, lies, bigotry, hypocrisy, and helping out their big buddies.
[02:48:00.586 --> 02:48:09.574]  And by the way, we're coming out with a trend alert tomorrow, or the next day, hopefully tomorrow, and it's going to be the Salenti solution.
[02:48:10.174 --> 02:48:23.018]  And essentially what it is, is that the only way that I can see a more positive future, because people ask me all the time, I come up with the problems, what are the solutions, is a direct democracy.
[02:48:23.018 --> 02:48:24.338]  They don't represent us.
[02:48:24.338 --> 02:48:26.198]  Perry doesn't represent me.
[02:48:26.198 --> 02:48:27.559]  Gore didn't represent me.
[02:48:27.559 --> 02:48:28.339]  Bush doesn't.
[02:48:28.339 --> 02:48:29.539]  Clinton doesn't.
[02:48:29.539 --> 02:48:30.980]  Obama doesn't.
[02:48:30.980 --> 02:48:31.600]  Gore doesn't.
[02:48:31.600 --> 02:48:33.200]  None of them represent us.
[02:48:33.200 --> 02:48:39.362]  They represent the people that give them the most amount of cash to stuff in their pockets.
[02:48:39.662 --> 02:48:42.125]  They call it campaign contributions.
[02:48:42.125 --> 02:48:44.748]  Adults call it bribes and payoffs.
[02:48:44.748 --> 02:48:53.219]  So on issues of war, on immigration, on healthcare, on education, do what they do in Switzerland.
[02:48:53.219 --> 02:48:54.941]  Let the people vote!
[02:48:55.962 --> 02:49:05.506]  And so what we're going to be doing is launching a major effort for the country to move toward a direct democracy.
[02:49:05.506 --> 02:49:10.608]  They don't represent me and they don't know better than I do.
[02:49:10.608 --> 02:49:12.169]  I don't know everything.
[02:49:12.169 --> 02:49:13.650]  I only know what I know.
[02:49:13.650 --> 02:49:21.133]  But I don't need some jerk that's getting payoffs telling me, some little wiener telling me
[02:49:21.673 --> 02:49:27.178]  What I should believe, what I should do, and what's in my self-interest.
[02:49:27.178 --> 02:49:30.020]  I'm educated, and here's the example they're going to use.
[02:49:30.020 --> 02:49:32.042]  Mr. Salenti, it's not going to work.
[02:49:32.042 --> 02:49:33.102]  Why not?
[02:49:33.102 --> 02:49:34.624]  We could vote online.
[02:49:34.624 --> 02:49:35.825]  Oh, you can't vote online.
[02:49:35.825 --> 02:49:36.946]  They'd be fraud.
[02:49:36.946 --> 02:49:38.887]  Oh yeah, you mean like in Illinois?
[02:49:38.887 --> 02:49:40.268]  Like in Florida?
[02:49:40.268 --> 02:49:41.429]  No, they won't be fraud.
[02:49:41.429 --> 02:49:44.031]  We could do what they do if you take it like this.
[02:49:45.012 --> 02:49:48.135]  If I could bank online, I could vote online.
[02:49:48.135 --> 02:49:50.978]  If I could bank online, I could vote online.
[02:49:50.978 --> 02:49:54.001]  Put the power back into the hands of the people.
[02:49:54.001 --> 02:49:58.645]  Bring America to we the people.
[02:49:58.645 --> 02:50:03.870]  You know, I hear what you're saying about the Swiss model of direct democracy.
[02:50:04.898 --> 02:50:11.140]  But at the same time, they've super-navigated and circumnavigated the Bill of Rights and Constitution.
[02:50:11.140 --> 02:50:21.384]  The founders were concerned about a direct democracy because they can stage a new false flag or an OBL, rabbit out of the hat, and then stampede people.
[02:50:21.384 --> 02:50:28.087]  In a direct democracy, 51% could vote to enslave 49% of us, but we could have a direct democracy
[02:50:28.667 --> 02:50:40.514]  Through a Constitution and a Republican form of government, where there's the basic codes that then can't be overridden, and we still have courts involved.
[02:50:40.514 --> 02:50:48.959]  Let me hear more of your solution and your model on the other side, because the globalists have found a way to circumnavigate our Constitution Bill of Rights.
[02:50:49.779 --> 02:50:53.421]  And it's not that that's failed, it's we the people that have let these crooks do this.
[02:50:53.421 --> 02:50:57.424]  As long as we're apathetic, any system can be bamboozled and finagled.
[02:50:57.424 --> 02:51:01.566]  But we'll be right back with Gerald Cilente.
[02:51:01.566 --> 02:51:04.548]  If you suffer from poor sleep, you need MyPillow.
[02:51:04.548 --> 02:51:07.490]  Guaranteed to be the most comfortable pillow you will ever own.
[02:51:07.490 --> 02:51:13.513]  Using a patented fill, MyPillow adjusts to your exact individual needs by gently supporting your head, shoulders, and neck.
[02:51:13.513 --> 02:51:19.317]  MyPillow has a natural built-in cooling effect, keeping your cervical nerves cool, giving you the best sleep of your life.
[02:51:19.677 --> 02:51:26.242]  MyPillow will never go flat and relieve snoring, migraines, sleep apnea, fibromyalgia, and many other disorders.
[02:51:26.242 --> 02:51:32.267]  It's antimicrobial, non-allergenic, dust mite resistant, and best of all, machine washable and dryable.
[02:51:32.267 --> 02:51:40.714]  MyPillow is made in the USA, has an A rating with the Better Business Bureau, comes with a 60-day money-back guarantee, and an industry-leading 10-year warranty.
[02:51:40.714 --> 02:51:43.115]  Order today at MyPillow.com or call 952-442-6199.
[02:51:43.115 --> 02:51:43.416]  That's 952-442-6199.
[02:51:48.080 --> 02:51:53.626]  Call 442-6199, mention coupon code GCN and receive 20% off your order.
[02:51:53.626 --> 02:51:55.949]  What do you have to lose except poor sleep?
[02:51:55.949 --> 02:52:00.093]  MyPillow.com, the most comfortable pillow you will ever own, guaranteed!
[02:52:00.916 --> 02:52:03.438]  What would you do with a check for $25,000?
[02:52:03.438 --> 02:52:08.762]  What if you could eliminate all of your credit card debt in 90 days and keep all of your money?
[02:52:08.762 --> 02:52:19.029]  Hi, I'm Jason Davenport, and I've just completed ZeroDebt100.com, a program that stops and prevents debt collections of all kinds, including debt collectors and foreclosures, with guaranteed results.
[02:52:19.269 --> 02:52:20.569]  Forget loan modification.
[02:52:20.569 --> 02:52:26.931]  Zero Debt showed me how to get the banks to pay my property taxes and insurance while stopping my foreclosure without paying one dime.
[02:52:26.931 --> 02:52:32.373]  An attorney tried to garnish my wages but the court denied his request because of what I filed from the Zero Debt program.
[02:52:32.373 --> 02:52:36.674]  Find out how I did this by calling Zero Debt today at 800-477-9256.
[02:52:36.674 --> 02:52:45.096]  Tell them Jason sent you and ask for the Zero Debt special and the free bonus promotion about stopping an IRS levy and getting your money back.
[02:52:45.256 --> 02:52:46.797]  Tell them Jason sent you and call 800-477-9256.
[02:52:46.797 --> 02:52:46.897]  800-477-9256.
[02:52:46.897 --> 02:52:47.097]  That's 800-477-9256.
[02:52:47.097 --> 02:52:47.797]  Or visit www.zerodet100.com.
[02:53:02.958 --> 02:53:05.039]  Are you still a traditional smoker?
[02:53:05.039 --> 02:53:10.160]  Now experience a new lifestyle and try vaping with e-cigarettes by Lecig.
[02:53:10.160 --> 02:53:20.463]  Imagine no ashes, stains, nasty smell or coughing and hacking with Lecig e-cigarettes revolutionary microelectronic technology, rechargeable battery and unique replaceable cartridge.
[02:53:20.663 --> 02:53:24.926]  You'll get all the benefits and satisfaction of smoking without the hazards.
[02:53:24.926 --> 02:53:31.030]  Choose your taste from a wide variety of our new American-made vape-free at eliquids at lasig.com.
[02:53:31.030 --> 02:53:42.358]  And Lasig smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free, same-day shipping, and a 30-day warranty and satisfaction guarantee.
[02:53:42.358 --> 02:53:44.900]  So are you ready for a new vaping lifestyle?
[02:53:45.120 --> 02:53:45.560]  Then call 870-518-4307.
[02:53:45.560 --> 02:53:45.881]  That's 870-518-4307.
[02:53:45.881 --> 02:53:46.541]  Or visit lecig.com.
[02:53:46.541 --> 02:53:47.622]  Spelled L-E-C-I-G.com.
[02:53:47.622 --> 02:53:49.644]  Lecig e-cigarettes for today's modern smoker.
[02:54:13.790 --> 02:54:21.456]  For PrisonPlanet.tv viewers, we're going to do five minutes overdrive with Gerald Cilente.
[02:54:21.456 --> 02:54:30.803]  I've drawn some silly, quick drawings of the two-headed monster of the Democratic and Republican Party, symbolized by Rick Perry.
[02:54:31.463 --> 02:54:40.590]  And Obama, and they've just trampled over the skeletal remains of the Republic and are leaving some droppings behind for us.
[02:54:40.590 --> 02:54:46.674]  Here's another representation of the bloated government, and there's the people, another skeleton-sucked guy.
[02:54:46.674 --> 02:54:59.144]  And the New World Order government is telling us to tighten our belts, but that they want more money, and that they made the sun come up this morning.
[02:55:00.029 --> 02:55:03.932]  They made the grass grow and the flowers sprout.
[02:55:03.932 --> 02:55:06.014]  We owe everything to them.
[02:55:06.014 --> 02:55:06.114]  So, um...
[02:55:11.189 --> 02:55:13.990]  There you have it, my friends, there you have it.
[02:55:13.990 --> 02:55:21.312]  Going back to Gerald Cilente, as we went to break, I made my comments about what type of specific direct democracy are you talking about?
[02:55:21.312 --> 02:55:29.054]  Because I see your point and you're saying, you know, a solution, but wouldn't they just blow up some more World Trade Centers and say the Easter Bunny did it?
[02:55:29.054 --> 02:55:33.815]  Well, they're going to do that anyway, and they're rigging the game the way it is.
[02:55:33.815 --> 02:55:35.235]  So we're not getting anything.
[02:55:35.235 --> 02:55:36.696]  You take TARP, for example.
[02:55:37.276 --> 02:55:40.217]  The vast majority of the people were against it.
[02:55:40.217 --> 02:55:41.358]  Take Libya.
[02:55:41.358 --> 02:55:44.179]  If they had a vote, people would say no.
[02:55:44.179 --> 02:55:46.160]  Let the people vote.
[02:55:46.160 --> 02:55:47.600]  Let the people vote.
[02:55:47.600 --> 02:55:51.262]  This isn't a representative democracy.
[02:55:51.262 --> 02:55:56.584]  As I said, the only people they represent, the politicians, are the people that give them a lot of cash.
[02:55:57.164 --> 02:55:57.865]  No, you're right.
[02:55:57.865 --> 02:56:08.493]  The current system has totally been taken over, and Congress is just like a vending machine, and the ruling globalists just put quarters in it, and then get the world in return.
[02:56:08.493 --> 02:56:08.993]  That's right.
[02:56:08.993 --> 02:56:12.356]  And, you know, I worked up in Albany, as you know.
[02:56:12.356 --> 02:56:14.518]  I was the assistant to the Secretary of the Senate.
