[00:00:00.613 --> 00:00:01.216]  Oh, no!
[02:39:04.972 --> 02:39:12.396]  The 125 cruise missiles fired in the night between Saturday and Sunday, that's the main guts of this attack.
[02:39:12.956 --> 02:39:24.001]  But instead we have the British and the French, in some way, in this charade, this dumb show, where they pretend to be the leading edge, and of course they're not.
[02:39:24.001 --> 02:39:33.745]  The French were able to get, I think, all of 15, 1-5 aircraft over Cyrenaic, over Libya, on Saturday.
[02:39:34.825 --> 02:39:36.588]  That's pathetic.
[02:39:36.588 --> 02:39:37.369]  But the U.S.
[02:39:37.369 --> 02:39:39.693]  cruise missiles are the ones that are doing the work.
[02:39:39.693 --> 02:39:42.558]  And now I think what you're seeing, though, because of this attempt...
[02:39:43.248 --> 02:39:51.613]  To have propaganda showing the British and the French in the lead, this is going to lead to military chaos in the command and control structure.
[02:39:51.613 --> 02:39:54.214]  Because you already have the following situation.
[02:39:54.214 --> 02:40:03.799]  The Italians say, we will not allow Britain and France to use these critical bases, Sigonella in Sicily and elsewhere.
[02:40:03.799 --> 02:40:07.301]  We want the NATO command to do this, because we're Italy.
[02:40:07.301 --> 02:40:08.482]  We're not subjected to
[02:40:09.463 --> 02:40:15.810]  And by the way, a lot of them are starting to back out right now and having reservations because of how bad it looks at home.
[02:40:27.344 --> 02:40:30.967]  Right, and that's in Qatar and the United Arab Emirates.
[02:40:30.967 --> 02:40:49.121]  Now, today in Cairo we had a meeting of the Arab League, and of course this Amir Moussa, the head of the Arab League, had been out in front demanding a no-fly zone, but this is a guy who wants to be president of Egypt, and you can see that the Arab street, the Arab marketplace, is now turning against the U.S.
[02:40:49.121 --> 02:40:53.284]  once again, and against NATO, because of this massacre that's going on.
[02:40:53.284 --> 02:40:56.947]  And even if they don't like Gaddafi, you've got to root for the underdog.
[02:40:57.509 --> 02:41:02.972]  Well, they don't like imperialist aggression, and Qaddafi is looking better and better by the hour.
[02:41:02.972 --> 02:41:05.033]  We had Ban Ki-moon, the U.S.
[02:41:05.033 --> 02:41:06.654]  puppet who is the U.N.
[02:41:06.654 --> 02:41:07.855]  Secretary General.
[02:41:07.855 --> 02:41:18.000]  He wanted to go to Tahrir Square and strut and posture and preen himself as a hero of democracy, and the Egyptian protesters have finally done something good.
[02:41:18.000 --> 02:41:21.282]  The Egyptian protesters are finally fighting the imperialists.
[02:41:21.682 --> 02:41:29.084]  Instead of acting as their tools, they wouldn't let Ban Ki-moon make his triumphal tour of Tahrir Square.
[02:41:29.084 --> 02:41:31.885]  And as you mentioned, Germany was never in this.
[02:41:31.885 --> 02:41:34.286]  They have tremendous doubts.
[02:41:34.286 --> 02:41:36.626]  The Turks are not happy.
[02:41:36.626 --> 02:41:41.508]  The Italians are the least happy of all, but they're so weak that they don't know what to do.
[02:41:41.508 --> 02:41:46.409]  Interestingly, today, Putin says the UN resolution
[02:41:47.169 --> 02:41:48.691]  They understained!
[02:42:08.473 --> 02:42:12.596]  This was not a profile encouraged, to put it mildly.
[02:42:12.596 --> 02:42:13.396]  They could have stopped it.
[02:42:13.396 --> 02:42:14.017]  They shouldn't have stopped it.
[02:42:14.017 --> 02:42:15.498]  Well Webster, let me stop you there.
[02:42:15.498 --> 02:42:20.821]  Why are the globalists moving in such a naked way now?
[02:42:20.821 --> 02:42:22.802]  What is triggering this?
[02:42:22.802 --> 02:42:25.905]  It is the war on the nation-state itself.
[02:42:25.905 --> 02:42:29.407]  If you look at Topley.net or my Twitter feed, Webster G. Topley,
[02:42:29.967 --> 02:42:38.736]  I go through this question of all the countries in the Middle East are looking for a way to get out of the Anglo-American plantation.
[02:42:38.736 --> 02:42:41.659]  They don't want to be subjected to the United States anymore.
[02:42:41.659 --> 02:42:46.444]  In order to do that, you've got to make a deal with Russia, which Saudi Arabia had been doing.
[02:42:46.444 --> 02:42:48.306]  You've got to make a deal with China.
[02:42:48.306 --> 02:42:52.991]  That was the path chosen by Algeria, by Pakistan.
[02:42:53.491 --> 02:42:58.173]  Or you make a deal with Iran, and that was what Mubarak had been doing, and many others.
[02:42:58.173 --> 02:43:07.496]  So, in order to get out of the empire, you've got to turn to some other power source, and that basically comes down to Russia, China, and to some degree, Iran.
[02:43:07.496 --> 02:43:16.859]  The U.S.-British answer to that is, well, if we can't control these puppet states anymore, these satraps or viceroys of our empire, we will destroy them.
[02:43:16.859 --> 02:43:18.720]  So you can see what they're going for.
[02:43:18.720 --> 02:43:20.881]  Sudan has been carved into two parts.
[02:43:21.822 --> 02:43:25.905]  That's their bare minimum in Libya.
[02:43:25.905 --> 02:43:27.646]  They want to break it with their group in the East.
[02:43:27.646 --> 02:43:32.210]  So that's the post-industrial tribal Balkanization model?
[02:43:44.717 --> 02:43:46.678]  It's the destruction of the nation-state.
[02:43:46.678 --> 02:43:54.061]  So, in effect, if you want to defend human civilization, you have to take your stand in defense of the modern nation-state.
[02:43:54.061 --> 02:43:55.301]  Not with the secessionists.
[02:43:55.301 --> 02:43:56.361]  You can see what it is, right?
[02:43:56.361 --> 02:43:58.742]  The guys in Cyrenaica are the secessionists.
[02:43:58.742 --> 02:44:01.663]  Yemen is being carved on the north-south axis.
[02:44:01.663 --> 02:44:12.227]  Pakistan, the whole goal of that guy Ray Davis there, that he's accused by the Pakistanis of being a terrorist controller dealing in nuclear materials for a radio
[02:44:12.307 --> 02:44:16.968]  But what triggered them to do something this dangerous?
[02:44:16.968 --> 02:44:22.250]  You've always said, as the dollar starts to die, they were going to start a war to basically threaten everybody.
[02:44:22.250 --> 02:44:27.972]  Well, if you look, I go through, I have a grid in this article that I've done on Probably.net.
[02:44:27.972 --> 02:44:33.334]  You go through the grid and you can see that all of these countries, Algeria has got 40,000 Chinese workers
[02:44:34.694 --> 02:44:36.035]  Shut the fuck up!
[02:44:54.343 --> 02:44:56.687]  The bankers are declaring war basically on everyone.
[02:44:56.687 --> 02:44:59.652]  We're going to put your article up on screen from TowerPlay.net.
[02:44:59.652 --> 02:45:01.115]  We're also going to post it.
[02:45:01.115 --> 02:45:03.980]  We forgot to do that at Infowars.com right now.
[02:45:03.980 --> 02:45:05.322]  Marley's doing that.
[02:45:05.322 --> 02:45:07.707]  But I mean, so this is a desperation move, is it not?
[02:45:08.735 --> 02:45:17.744]  Yes, it's essentially a simultaneous assault on the nation-state all across the world, and the leading edge is Wikileaks.
[02:45:17.744 --> 02:45:24.311]  Wikileaks last week published new documents proving that the president of Indonesia is corrupt.
[02:45:24.811 --> 02:45:34.396]  And you can see they're going through the entire, the CIA hit list is reflected in the choice of documents that come out with Wikileaks.
[02:45:34.396 --> 02:45:40.579]  So Wikileaks, I think, is clearly exposed as a CIA limited hangout self-exposure operation.
[02:45:40.579 --> 02:45:44.961]  But the targets of this are the governments that they want to overthrow.
[02:45:44.961 --> 02:45:48.102]  So it has parallels to the revolutions of 1848.
[02:45:48.102 --> 02:45:51.404]  You can see that in some other stuff that I've written.
[02:45:51.824 --> 02:46:12.991]  But the idea is to have a wave of destabilizations that leaves either the nations themselves shattered and divided and balkanized and carved, or maybe in some place like Egypt, which is harder to split up, a government that is so weak and so passive and pathetic that it can easily be be ordered around.
[02:46:12.991 --> 02:46:17.072]  Okay, Webster, what's the name of the headline of the article that you want us to put on screen?
[02:46:17.697 --> 02:46:21.940]  Well, the most recent one I did was Obama's Bay of Pigs.
[02:46:21.940 --> 02:46:23.201]  Yeah, that's the one we've got.
[02:46:23.201 --> 02:46:24.062]  Where is this grid?
[02:46:24.062 --> 02:46:25.062]  Because I'm going to put it on screen.
[02:46:25.062 --> 02:46:27.184]  The grid is the previous one.
[02:46:27.184 --> 02:46:36.010]  It's the one about... It's essentially behind the orgy of destabilizations.
[02:46:36.010 --> 02:46:38.212]  You've got... I think that's the beginning of the title.
[02:46:38.212 --> 02:46:43.596]  Behind the orgy of destabilizations is an attempt by... So where do the globalists go next after this?
[02:46:45.286 --> 02:46:47.549]  Well, today it's Yemen.
[02:46:47.549 --> 02:46:53.474]  Bahrain is targeted because the Bahrain royal family told the U.S.
[02:46:53.474 --> 02:46:58.339]  you're not allowed to use the base of the Fifth Fleet to attack Iran.
[02:46:58.339 --> 02:46:59.961]  Algeria is a target.
[02:46:59.961 --> 02:47:03.044]  Algeria is the other country in North Africa that has a lot of oil.
[02:47:04.342 --> 02:47:07.645]  And that's the place where they've tried to play the China card, right?
[02:47:07.645 --> 02:47:13.370]  Boutiflika has turned to the Chinese for infrastructure and development, and they're building everything.
[02:47:13.370 --> 02:47:20.577]  They're building highways and all sorts of infrastructure that the West, of course, refuses to provide.
[02:47:20.577 --> 02:47:22.519]  And then Indonesia, you can look towards them.
[02:47:22.519 --> 02:47:27.163]  I expect there's a good possibility of a shooting war with Pakistan
[02:47:27.863 --> 02:47:42.100]  If the United States becomes bogged down now in Libya, especially if the ground invasion of Libya occurs, which I think is an imminent possibility, I don't see Qaddafi's forces being destroyed by this bombing attack.
[02:47:42.760 --> 02:47:43.581]  Maybe when the U.S.
[02:47:43.581 --> 02:47:48.847]  gets bogged down in Libya, the people in Pakistan will say, now it's time for us to invite the U.S.
[02:47:48.847 --> 02:47:56.615]  to leave, which means to cut that supply line that goes from Karachi to the Khyber Pass, the main supply line.
[02:47:56.615 --> 02:48:00.059]  The other thing to stress is the weakness of the imperialists.
[02:48:01.260 --> 02:48:05.764]  In 1991, when Bush the Elder attacked Iraq, he had 1,500 combat aircraft.
[02:48:05.764 --> 02:48:05.964]  1,500.
[02:48:05.964 --> 02:48:10.088]  In 1999, when Clinton, Gore, and Blair struck at Serbia, they had 150 sorties the first day.
[02:48:10.088 --> 02:48:11.649]  This time around, 15.
[02:48:11.649 --> 02:48:12.910]  15 French aircraft.
[02:48:12.910 --> 02:48:15.753]  Now, there were then the 125 cruise missiles, but in terms of manned aircraft,
[02:48:25.241 --> 02:48:27.962]  The imperialists are going down, down, down.
[02:48:27.962 --> 02:48:33.084]  And I think Qaddafi has some surprises up his sleeve in a military sense.
[02:48:33.084 --> 02:48:35.745]  Why don't we say we don't want to find out what those are?
[02:48:35.745 --> 02:48:37.845]  Let's call a halt to this thing.
[02:48:37.845 --> 02:48:41.346]  It's time for a democratic primary challenge to Obama.
[02:48:41.346 --> 02:48:43.107]  I don't know what anybody's waiting for.
[02:48:43.567 --> 02:48:45.068]  Well, let me stop you there.
[02:48:45.068 --> 02:48:50.690]  Let me stop you there, Tarbly, because while we've got you in limited time, I want to look at what you just raised.
[02:48:50.690 --> 02:48:56.173]  We've got incredible hype right now that Qaddafi is going to launch terror attacks in Europe or the U.S.
[02:48:56.173 --> 02:49:06.477]  That will be then used as the excuse to push the full ground invasion and as a domestic police state clampdown to legitimize the TSA, the spy grid.
[02:49:06.477 --> 02:49:12.760]  I think that fits into their overall stratagem or strategies, their deceptive strategy,
[02:49:13.720 --> 02:49:15.261]  Uh, to stage a terror attack.
[02:49:15.261 --> 02:49:16.902]  I think that's a real danger.
[02:49:16.902 --> 02:49:21.104]  Well, they were hopping on this repeatedly with Saddam Hussein, right?
[02:49:21.104 --> 02:49:27.907]  In 1991, for the first Gulf War, and then in 2003, they were hopping and hyping on this, and it never happened.
