[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[02:45:06.036 --> 02:45:10.119]  But I'm calling about another issue, and I tried to call you another time about it.
[02:45:10.800 --> 02:45:13.362]  It ties into the farm tractor regulations.
[02:45:13.662 --> 02:45:14.423]  Yeah.
[02:45:16.491 --> 02:45:23.394]  I just wanted to concur with Alex and Jesse Ventura when they keep saying this is like the East German Stasi model.
[02:45:23.935 --> 02:45:28.637]  And I will say, I have seen that up close and personal, and I'll make this quick.
[02:45:28.757 --> 02:45:35.680]  In 1982, I took a 21-year-old by myself, took a night train from London to Berlin, to West Berlin to do a show.
[02:45:35.780 --> 02:45:36.941]  I had missed the flight, whatever.
[02:45:37.601 --> 02:45:38.962]  So I had to go by train.
[02:45:39.302 --> 02:45:44.305]  And as soon as we crossed over into East Berlin to get to West Berlin,
[02:45:45.345 --> 02:45:51.910]  I was not in the carriage by myself, and two armed Stasi officers come in and demand my ticket.
[02:45:52.431 --> 02:45:53.312]  And I said, who are you?
[02:45:53.332 --> 02:45:54.332]  Where's the train conductor?
[02:45:54.813 --> 02:46:01.258]  And they got mad and started yelling, and I handed them my ticket, and they wanted my passport, and I said, I've already been cleared through German Customs or whatever.
[02:46:01.819 --> 02:46:05.281]  They grabbed my passport, they saw it was an American passport, and went crazy.
[02:46:05.742 --> 02:46:05.902]  Wow!
[02:46:05.922 --> 02:46:08.044]  Just crazy yelling at me, and they went and got
[02:46:08.624 --> 02:46:10.405]  Maybe you have illegal wood in your guitar!
[02:46:24.274 --> 02:46:26.375]  Even this is pre-1982.
[02:46:27.335 --> 02:46:30.056]  Would I ever think that I would see that in my country?
[02:46:30.156 --> 02:46:30.436]  No.
[02:46:31.036 --> 02:46:34.917]  But anyway, I said, look, I'm just, you know, the Beatles play Hamburg.
[02:46:34.937 --> 02:46:37.997]  That's, you know, the Germans love rock and roll, whatever.
[02:46:38.478 --> 02:46:44.519]  Well, that was the wrong thing to say, because the one who spoke English drew on me and said, stand up.
[02:46:44.659 --> 02:46:46.099]  I could feel the gunmetal.
[02:46:46.780 --> 02:46:47.860]  Drew's firearm on you.
[02:46:48.553 --> 02:46:50.856]  Yeah, and my head point-blank range.
[02:46:50.976 --> 02:46:52.739]  I mean, I could feel the barrel of the rifle.
[02:46:53.439 --> 02:46:58.746]  And he marched me down to the livestock carriage, which also had people.
[02:47:07.617 --> 02:47:16.779]  My point about that is that I would like to just shout out to all the, oh, I want to see armed guards on all public transport to keep us safe.
[02:47:17.140 --> 02:47:21.181]  Well, when they've got a rifle at their head, how safe are they going to feel?
[02:47:22.081 --> 02:47:29.183]  Does it have to get to that level that, you know, when they see the tyranny, when they see, when they feel the rifle, then they go, oh, I get it.
[02:47:29.203 --> 02:47:30.023]  Maybe this isn't a good idea.
[02:47:30.383 --> 02:47:31.323]  Thank you, Janice, for your call.
[02:47:31.363 --> 02:47:35.345]  But look, we do not espouse violence here as a way to resolve these issues.
[02:47:35.385 --> 02:47:38.646]  I sense your anger, Janice, in your description there.
[02:47:38.666 --> 02:47:42.807]  The fear, the terror that they tried to instill in you at that moment.
[02:47:43.428 --> 02:47:45.288]  And we just got to be real careful.
[02:47:45.348 --> 02:47:49.730]  We do not... Shooting back is not the way for us to solve this.
[02:47:49.790 --> 02:47:51.210]  It's not the revolution that we want.
[02:47:51.570 --> 02:47:52.871]  We want a peaceful revolution.
[02:47:52.911 --> 02:47:54.371]  We want the Ron Paul revolution.
[02:47:55.171 --> 02:47:56.232]  What do you say, Robert, to that?
[02:47:56.892 --> 02:48:02.919]  Well, you know, Janice's story is very profound, and I hear this from those that have immigrated to the United States from Eastern Europe.
[02:48:03.059 --> 02:48:10.808]  We have a lot of listeners that have, and they... When I talk to them about what's happened here in America, and they're just so sad, and sometimes they're angry, but more often they're sad.
[02:48:10.848 --> 02:48:11.749]  They just don't understand.
[02:48:11.769 --> 02:48:13.270]  It's like, what happened to you Americans?
[02:48:13.310 --> 02:48:17.095]  You were the land of liberty, you loved liberty, and now you're going the way of...
[02:48:17.535 --> 02:48:20.056]  Where we came from, why we wanted to come to America.
[02:48:20.516 --> 02:48:32.202]  And so I am grateful for those immigrants because often times we have basically been so indoctrinated over generations now that we can't see what has happened in the context of the boiling of the frogs slowly enough that we don't jump out.
[02:48:32.702 --> 02:48:39.025]  So to have those warning signs, those harbors, people with experience like Dennis to actually say, hey, that does not make you safe.
[02:48:39.845 --> 02:48:43.188]  Of course, you know, these are the things where we talked earlier about the suffering.
[02:48:43.568 --> 02:48:48.392]  Does America need to suffer a total economic collapse in order for us to embrace liberty again?
[02:48:48.953 --> 02:48:52.996]  Instead of totalitarianism and dictatorship and tyranny.
[02:48:53.656 --> 02:48:55.218]  Sometimes it takes that brutality.
[02:48:55.258 --> 02:49:00.082]  People with cancer or AIDS are very serious issues before they come to someone like me as a homeopath.
[02:49:00.402 --> 02:49:04.105]  They'll often have gone through so much before they're willing to change their diet or lifestyle.
[02:49:04.165 --> 02:49:07.668]  Some of them will choose to die rather than change and that's part of the equation.
[02:49:07.788 --> 02:49:09.089]  We'll find out who's ready.
[02:49:09.249 --> 02:49:10.030]  But that's what's interesting.
[02:49:10.070 --> 02:49:23.084]  It's also true about nations, just as people have to suffer through a health crisis before they awaken to the reality that they gotta take care of their bodies and they gotta follow rules, you know, and protect their rights, the safety of their own internal organs.
[02:49:23.504 --> 02:49:24.966]  Nations do the same thing, don't they?
[02:49:24.986 --> 02:49:27.849]  Where nations sometimes they become complacent and apathetic.
[02:49:28.229 --> 02:49:38.621]  And then they lose their freedoms, and then the tyranny comes in, and then they awaken and realize, oh my goodness, maybe we should not have let go of that Fourth Amendment right, or that First or Second Amendment right.
[02:49:38.982 --> 02:49:44.948]  It seems like America is in that patient crisis, to use the medical metaphor, right now.
[02:49:45.612 --> 02:49:58.055]  Yeah, and that was the brilliance of Ron Paul in a debate yesterday where he said don't be so callously, you know, unwilling to give up like Newt Gingrich is to say we want a camera and a cop in every house so we can prevent wife beating or whatever.
[02:49:58.455 --> 02:50:00.595]  Oh yeah, we don't want another Timothy McVeigh.
[02:50:00.635 --> 02:50:01.075]  Who does?
[02:50:01.395 --> 02:50:07.817]  But at the same point, do you sacrifice everything that we fought the revolution for in America to say that we can be safe?
[02:50:07.857 --> 02:50:09.957]  I mean, this is where Gingrich is amazing to me.
[02:50:09.977 --> 02:50:11.537]  I mean, everybody says he's so intelligent.
[02:50:11.597 --> 02:50:16.038]  I mean, how intelligent do you have to be to forget history so efficiently as he has forgotten history?
[02:50:16.058 --> 02:50:19.979]  Well, you can have a high IQ and be completely unwise.
[02:50:20.420 --> 02:50:22.320]  I've seen that in academic circles.
[02:50:22.400 --> 02:50:30.162]  These people are experts in one area, but they're total morons when it comes to reality and streetwise
[02:50:30.942 --> 02:50:45.050]  Just knowing how to survive in the world and knowing basic fundamental laws and basic rights, that's where it seems like Newt Gingrich just falls flat on his face, which is very, very disturbing to see that he could be so intelligent and yet he has no wisdom.
[02:50:46.943 --> 02:50:49.305]  Alright, well, Robert Scott is still with us there, sorry.
[02:50:49.966 --> 02:50:51.687]  We will be right back after this break.
[02:50:51.707 --> 02:50:52.929]  We're going to take another call.
[02:50:53.209 --> 02:50:57.393]  We're going to continue with our list of things to be thankful for on this Thanksgiving, so stay with us.
[02:50:57.553 --> 02:50:59.855]  A lot more ahead here on the Alex Jones Show.
[02:50:59.875 --> 02:51:00.516]  We'll be right back.
[02:51:06.624 --> 02:51:08.606]  Introducing a diabetes breakthrough.
[02:51:08.886 --> 02:51:12.070]  An easy, natural, organic way to bring relief to diabetics.
[02:51:12.490 --> 02:51:14.272]  Introducing MDS Forte.
[02:51:14.472 --> 02:51:18.276]  A concentrated super strength extract formulated for those who are looking for relief.
[02:51:18.476 --> 02:51:20.258]  What can MDS Forte do for you?
[02:51:20.538 --> 02:51:23.461]  MDS Forte reduces glucose levels safely and effectively.
[02:51:23.621 --> 02:51:24.002]  I think so.
[02:51:43.883 --> 02:51:45.504]  Waiting for the side effects disclaimers?
[02:51:45.724 --> 02:51:47.904]  With MDS Forte, there are none.
[02:51:48.185 --> 02:51:50.966]  Order a 25-day treatment of MDS Forte by calling 213-405-5355.
[02:51:50.986 --> 02:51:51.046]  213-405-5355.
[02:51:51.066 --> 02:51:52.406]  Or visit BestBloodSupport.com.
[02:51:52.426 --> 02:51:55.287]  That's BestBloodSupport.com for MDS Forte, a diabetes breakthrough.
[02:52:06.451 --> 02:52:07.632]  Hello, I'm Alex Jones.
[02:52:07.892 --> 02:52:18.338]  Myself, my family, the InfoWars.com team want to relay to you and your families that we are intensifying our efforts against the globalists on every front.
[02:52:18.558 --> 02:52:22.641]  InfoWars.com is leading the fight against the technocrats.
[02:52:23.001 --> 02:52:25.423]  But we can't do that without your help.
[02:52:25.743 --> 02:52:36.590]  By getting the films, bumper stickers, and t-shirts at InfoWars.com, you will wake up people in your area and support our operation as we move to the next level.
[02:52:37.030 --> 02:52:40.192]  We need your help to spread the word like never before.
[02:52:40.512 --> 02:52:46.157]  They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[02:52:46.658 --> 02:52:56.166]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[02:52:56.547 --> 02:52:57.728]  The war is here.
[02:52:58.048 --> 02:52:59.470]  It's an info war.
[02:52:59.950 --> 02:53:01.852]  The spirit of 1776 versus the mindset of 1984.
[02:53:06.736 --> 02:53:09.959]  Smokers, are you still smoking traditional cigarettes?
[02:53:10.279 --> 02:53:15.703]  Are you still smelling up your clothes and car interior, staining your teeth, and getting ashes everywhere?
[02:53:16.303 --> 02:53:16.604]  Why?
[02:53:16.944 --> 02:53:20.947]  When you can be smoking or vaping with e-cigarettes by Le Cig.
[02:53:21.287 --> 02:53:32.356]  With Le Cig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replacement cartridges, you'll get all the satisfaction of smoking, but no smoking hazards.
[02:53:32.876 --> 02:53:45.005]  Choose from a wide variety of our new American-made Vapriate e-liquid flavors at LeCig.com spelled L-E-C-I-G.com or call 870-518-4307.
[02:53:45.505 --> 02:53:46.026]  That's 870-518-4307.
[02:53:46.206 --> 02:53:51.890]  LeCig e-cigarettes for today's modern smoker.
[02:53:52.170 --> 02:53:59.115]  Warning, e-cigs may contain nicotine, an addictive substance known to the state of California to cause birth defects or cancer.
[02:53:59.315 --> 02:54:02.607]  Please be aware of the risks associated with e-cigs prior to use.
[02:54:02.808 --> 02:54:05.177]  You must be 18 years or older to purchase.
[02:54:19.013 --> 02:54:21.818]  Yeah, we are back here on the Alex Jones Show.
[02:54:21.938 --> 02:54:25.384]  Thank you for joining us here on the InfoWars Frontlines.
[02:54:25.464 --> 02:54:29.952]  I'm Mike Adams, joined by Robert Scott Bell right now to finish out this show for you today.
[02:54:30.032 --> 02:54:31.114]  Happy Thanksgiving!
[02:54:31.860 --> 02:54:32.740]  To all of you.
[02:54:33.520 --> 02:54:36.961]  And we've been talking about things that we are thankful for on this Thanksgiving.
[02:54:37.181 --> 02:54:39.222]  I wanted to mention the next item on my list.
