[00:00:00.009 --> 00:00:00.749]  Radio Network.
[03:47:09.905 --> 03:47:16.750]  We all have different perspectives, but maybe some of us that don't totally agree with you, maybe, maybe, maybe we got a few brain cells too, hmm?
[03:47:17.410 --> 03:47:24.314]  Well, the win that I would put in the column in the last six months would be the TSA scandal.
[03:47:24.414 --> 03:47:28.377]  Because clearly, through public pressure, that looks like a big win.
[03:47:28.397 --> 03:47:31.178]  Yeah, another torpedo we launched here on this show.
[03:47:32.279 --> 03:47:33.200]  It is another issue.
[03:47:33.260 --> 03:47:35.961]  But the TSA, I would say, is definitely a win.
[03:47:36.242 --> 03:47:38.323]  The Obama deception?
[03:47:38.863 --> 03:47:39.564]  Brilliant film.
[03:47:39.884 --> 03:47:40.304]  You're right.
[03:47:40.704 --> 03:47:48.230]  I gave Obama the benefit of the doubt and it turns out that the Obama deception film that you made was dead on accurate.
[03:47:48.270 --> 03:47:51.112]  The guy is a total puppet of the banking system.
[03:47:51.472 --> 03:47:54.214]  But I guess I misspoke by saying you don't have...
[03:47:54.754 --> 03:47:55.315]  Any wins.
[03:47:55.335 --> 03:48:01.922]  What I'm saying is that it would be nice to take down a $150 billion corporation.
[03:48:02.103 --> 03:48:03.204]  A major win.
[03:48:03.244 --> 03:48:04.525]  Let's put it that way.
[03:48:04.545 --> 03:48:05.586]  A big score.
[03:48:05.947 --> 03:48:08.750]  Because these guys are scoring heavily against us.
[03:48:09.210 --> 03:48:10.272]  I'd love to see us
[03:48:10.912 --> 03:48:27.738]  Really take down a hundred and fifty billion dollar corporation that would give everyone so much Positive energy and it would just get so much momentum behind that then we can then go after some of these other guys But if we get that big win Alex, I think it will just energize folks
[03:48:28.118 --> 03:48:29.038]  Sure, I totally agree.
[03:48:29.058 --> 03:48:35.659]  I mean the TSA thing is a big win because it just showed us we can stand up and say no and that we're the majority and we have common sense.
[03:48:35.699 --> 03:48:36.600]  That's just one battle.
[03:48:36.620 --> 03:48:37.520]  We haven't won that war.
[03:48:37.880 --> 03:48:54.163]  I think your silver thing's a great idea and it's got titanic legs and it's really scaring the system and I think overall a lot of positive things are starting to happen, Max, and you know that's why I try to bring on the Ron Pauls and the Max Keisers and the Jesse Venturas and countless others and
[03:48:55.263 --> 03:49:01.430]  Because I see so much understanding, so many different perspectives, that together are moving in the right direction.
[03:49:01.450 --> 03:49:08.657]  It doesn't mean we're all on the exact same page, but we're certainly not part of this cold-blooded, corporate, globalist, dehumanizing Borg.
[03:49:09.098 --> 03:49:13.743]  We're definitely moving away from that together, and then having a spirited debate on the way.
[03:49:13.783 --> 03:49:17.026]  And by the way, the top link on InfoWars.com
[03:49:17.927 --> 03:49:19.990]  26 brilliant minutes of exciting television!
[03:49:33.490 --> 03:49:34.111]  Absolutely.
[03:49:34.731 --> 03:49:40.756]  I'm not trying to belittle anyone's efforts here.
[03:49:40.796 --> 03:49:54.026]  I'm just saying that when I see birds falling out of the sky and thousands of fish washing up on the shore and the bee population going extinct, I'm just thinking the timeline is getting awfully close.
[03:49:54.106 --> 03:49:55.327]  I mean, how close do we want to come?
[03:49:56.709 --> 03:50:00.955]  I'm telling you, Max, I've done the research.
[03:50:01.255 --> 03:50:10.168]  They are trying to cause an environmental collapse to then offer a great green tyranny on top of it, and then they believe they can remake anything.
[03:50:11.329 --> 03:50:24.411]  In their image, through the genetic engineering, I had an IBM person tell me once that there is no such thing as a genetic malfunction because humans came from the earth and so we can do whatever we want and then it's part of a natural mutation because we did it.
[03:50:24.791 --> 03:50:26.212]  I mean, we are in crisis.
[03:50:26.252 --> 03:50:28.432]  Everybody can feel it in their gut, see it intellectually.
[03:50:28.452 --> 03:50:32.393]  I'm going to come back and play a key video, The Madness of a Lost Society Part 2.
[03:50:32.473 --> 03:50:33.193]  Very powerful.
[03:50:33.573 --> 03:50:35.373]  Max, we really appreciate you joining us.
[03:50:35.413 --> 03:50:35.913]  God bless you.
[03:50:35.933 --> 03:50:37.354]  Let me say bye to you during the break.
[03:50:37.694 --> 03:50:39.314]  Key new video coming up.
[03:50:39.594 --> 03:50:41.475]  Stay with us, up on InfoWars.com.
[03:50:44.697 --> 03:50:49.560]  If you own a septic system or if you're facing costly septic system replacement, this message is for you.
[03:50:49.820 --> 03:50:56.944]  When you want to stop paying for pump-outs and avoid backups, when you've had enough of the foul odors and costly repairs, use BioSafe 1 Septic Solution.
[03:50:57.104 --> 03:51:01.527]  Now there's an easy-to-use, 100% guaranteed answer to all your septic system problems.
[03:51:01.727 --> 03:51:03.368]  BioSafe 1 Septic Solution.
[03:51:03.508 --> 03:51:07.050]  BioSafe 1 is patented and made specifically for all septic systems.
[03:51:07.370 --> 03:51:11.332]  And made by the same team of scientists who helped clean up the Exxon Valdez oil spill.
[03:51:11.592 --> 03:51:17.595]  BioSafe 1 decontaminates and removes sludge, stops costly pump-outs and repairs, and removes septic system stench.
[03:51:17.895 --> 03:51:19.656]  All with a 100% success rate.
[03:51:19.796 --> 03:51:25.498]  See what gives BioSafe 1 Septic Solution the advantage over any other septic product at Biosafe1.com.
[03:51:25.599 --> 03:51:28.620]  That's B-I-O-S-A-F-E-O-N-E dot com.
[03:51:28.860 --> 03:51:31.621]  Biosafe1.com or call toll-free 1-866-424-6663.
[03:51:31.741 --> 03:51:32.061]  That's 1-866-424-6663.
[03:51:32.101 --> 03:51:37.543]  Biosafe1, the guaranteed, bio-friendly, money-saving way to clean your septic system.
[03:51:43.869 --> 03:51:45.010]  A very wealthy U.S.
[03:51:45.050 --> 03:51:51.757]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[03:51:52.018 --> 03:51:54.300]  He says it will change everything about our lives.
[03:51:54.580 --> 03:51:59.786]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[03:51:59.986 --> 03:52:02.787]  Now, this man has made some outrageous predictions over the years.
[03:52:02.927 --> 03:52:05.068]  The crazy part is, he's usually right.
[03:52:05.268 --> 03:52:11.230]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[03:52:11.550 --> 03:52:14.751]  In fact, Barron's called his work a dire prophecy.
[03:52:14.931 --> 03:52:20.493]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[03:52:20.753 --> 03:52:22.073]  And it's a real eye-opener.
[03:52:22.393 --> 03:52:23.574]  I can't stress this enough.
[03:52:23.714 --> 03:52:26.254]  You should at least watch this free video online today.
[03:52:26.394 --> 03:52:27.815]  He explains everything you need to know.
[03:52:28.095 --> 03:52:30.459]  Including simple steps you can take to protect yourself.
[03:52:30.639 --> 03:52:35.066]  You can find the video at www.EndOfAmerica3.com.
[03:52:35.186 --> 03:52:37.670]  That's End of America, the number 3.com.
[03:52:37.810 --> 03:52:41.516]  Watch the free video at www.EndOfAmerica3.com.
[03:52:41.556 --> 03:52:42.558]  That's EndOfAmerica3.com.
[03:52:43.874 --> 03:52:46.096]  The food storage industry leader has done it again.
[03:52:46.356 --> 03:52:50.460]  Introducing FDG Clubs and Survival Bucks from the Freeze-Dry Guy.
[03:52:50.640 --> 03:52:58.347]  For over 39 years, the Freeze-Dry Guy has served various government agencies and the private sector with the finest in storable foods and emergency rations.
[03:52:58.607 --> 03:53:02.511]  If you've wanted to build emergency food supplies but couldn't afford it, now you can.
[03:53:02.771 --> 03:53:08.196]  Go to freezedryguy.com, click on products, and look for the Freeze-Dry Guy Clubs to pay as you go.
[03:53:08.356 --> 03:53:10.418]  Now you can build food storage without going into debt.
[03:53:10.598 --> 03:53:13.921]  Choose from a payment range of $95 to $450 per month.
[03:53:14.101 --> 03:53:15.783]  Our clubs work with everyone's budget.
[03:53:15.923 --> 03:53:19.306]  Plus, when you join Freeze Dry Guy Clubs, you'll get additional rewards.
[03:53:19.466 --> 03:53:28.074]  For example, this month, get 10% back in Survival Bucks on all purchases in the Freeze Dry Guy product line, plus free shipping within the lower 48 states on any order amount.
[03:53:28.254 --> 03:53:28.615]  Hurry!
[03:53:28.675 --> 03:53:30.938]  Go to freezedryguy.com or call 866-404-3663.
[03:53:30.958 --> 03:53:33.181]  That's freezedryguy.com or call 866-404-3663.
[03:53:33.221 --> 03:53:34.443]  The Freeze Dry Guy.
[03:53:34.463 --> 03:53:35.444]  The best you can buy.
[03:53:44.170 --> 03:53:46.191]  We warned you that something was wrong.
[03:53:46.291 --> 03:53:51.392]  According to some estimates, we cannot track 2.3 trillion dollars in transactions.
[03:53:51.712 --> 03:53:53.393]  That investigations were needed.
[03:53:53.713 --> 03:53:57.414]  Amazing, incredible that you were for the third time today.
[03:53:57.694 --> 03:53:59.375]  That our liberties were under attack.
[03:54:00.015 --> 03:54:02.977]  That the very fabric of our republic was being ripped apart.
[03:54:03.037 --> 03:54:04.558]  Report suspicious activity.
[03:54:04.679 --> 03:54:10.283]  And as a nation, we turned our back on our values, our principles, and our moral obligations.
[03:54:10.783 --> 03:54:16.187]  We allowed torture, we encouraged war, and we slept well as our nation was raped.
[03:54:16.687 --> 03:54:22.950]  Will you tell the American people to whom you lent 2.2 trillion of their dollars?
[03:54:23.370 --> 03:54:27.873]  Hundreds and hundreds of banks, any bank that has access to the U.S.
[03:54:28.213 --> 03:54:29.053]  Federal Reserve's discount.
[03:54:29.073 --> 03:54:29.914]  Will you tell us who they are?
[03:54:31.094 --> 03:54:31.274]  No.
[03:54:31.734 --> 03:54:34.216]  Now, the day of reckoning is nearly upon us.
[03:54:34.576 --> 03:54:36.197]  And still, we warn you.
[03:54:36.337 --> 03:54:38.398]  We're heading for a hyperinflationary depression.
[03:54:38.738 --> 03:54:41.299]  This is the madness of a lost society.
[03:54:41.679 --> 03:54:42.560]  Final warnings.
[03:54:44.665 --> 03:54:46.186]  Well, we're heading for hyperinflation.
[03:54:46.366 --> 03:54:48.868]  The hard choices should have been made years ago.
[03:54:49.008 --> 03:54:54.652]  The Federal Reserve is borrowing $100 billion every 30 days.
[03:54:54.912 --> 03:55:01.516]  You could cut every penny of government spending, except for Social Security and Medicare, and you'd still be in deficit.
[03:55:01.677 --> 03:55:05.099]  The end game is everybody has zero purchasing power currency.
[03:55:05.379 --> 03:55:06.259]  Does this scare you?
[03:55:06.559 --> 03:55:08.280]  It ought to scare the pants off of you.
[03:55:08.380 --> 03:55:08.720]  The U.S.
[03:55:08.800 --> 03:55:14.681]  will be defaulting on its debt in the next five years because the numbers are so staggering.
[03:55:14.701 --> 03:55:18.242]  The world is going to go into a hyperinflationary depression everywhere.
[03:55:18.562 --> 03:55:23.704]  We have to have the deficit under control now if we want to avoid a hyperinflation.
[03:55:24.164 --> 03:55:24.884]  It's not going to happen.
[03:55:25.164 --> 03:55:29.725]  And there will be a global run to hard assets and it has already begun.
[03:55:29.965 --> 03:55:31.506]  I'm not saying this will scare you.
[03:55:32.226 --> 03:55:33.206]  Quite to the contrary.
[03:55:33.486 --> 03:55:39.048]  The government doesn't have the ability to raise taxes to pay for its needs, so what it does is it prints money.
[03:55:39.508 --> 03:55:41.689]  It gives you inflation, eventually hyperinflation.
[03:55:42.089 --> 03:55:42.409]  The U.S.
[03:55:42.449 --> 03:55:43.569]  dollar becomes worthless.
[03:55:44.089 --> 03:55:49.171]  I don't want you to prepare and spare yourself heartache and save your dinner table.
[03:55:49.371 --> 03:55:52.692]  That's the only reason I'm telling you these things, not to keep you awake at night.
[03:55:53.052 --> 03:55:56.493]  My contention now is that we're beyond control, we're beyond containment.
[03:55:56.793 --> 03:55:58.954]  The world has never seen what they're going to see.
