[00:00:00.669 --> 00:00:01.770]  Government cover-ups.
[03:44:38.935 --> 03:44:39.215]  Awesome.
[03:44:39.615 --> 03:44:39.875]  Awesome.
[03:44:39.895 --> 03:44:42.698]  That is good news and I hope you hand out thousands of those discs.
[03:44:42.998 --> 03:44:47.382]  And I know you're in Louisiana, but maybe you can make it out to New York this year for September 11th.
[03:44:47.402 --> 03:44:50.224]  The more of you that can make it out, the better the impact will be.
[03:44:50.504 --> 03:44:51.385]  I thank you for the call.
[03:44:51.705 --> 03:44:54.147]  Let's jump to Wade in Mississippi.
[03:44:54.587 --> 03:44:56.869]  Wade, how's your Independence Day going so far, buddy?
[03:44:57.530 --> 03:44:58.450]  So far, so good.
[03:44:58.490 --> 03:45:03.134]  I'm at work in beautiful southwestern Louisiana, but I live in Mississippi.
[03:45:04.420 --> 03:45:10.943]  I want to call and wish y'all a happy Independence Day, and thank you for the work that you've done on 9-11 loose change.
[03:45:11.603 --> 03:45:13.144]  All three films, I've watched all three.
[03:45:13.184 --> 03:45:31.492]  I just watched 9-11 Truth Rising last night, and all I gotta say is it really does the best job of saying what the real issue is in getting at the first responders, because I myself was a firefighter before 9-11 in Mississippi, and I participated in Hurricane Katrina's
[03:45:32.990 --> 03:45:35.472]  Recovery efforts and everything in the Mississippi Gulf Coast.
[03:45:35.912 --> 03:45:41.016]  But moving on to Dennis Kucinich's 35 articles of impeachment.
[03:45:42.251 --> 03:45:46.833]  One article of impeachment stands out to be the nail in the coffin.
[03:45:46.873 --> 03:45:48.873]  This is guaranteed 100%.
[03:45:49.734 --> 03:45:52.435]  Congress should be lynching the White House on this.
[03:45:53.395 --> 03:46:00.417]  Bush went to war without Congress' approval or formal declaration of war saying, yes, we can go invade a foreign country.
[03:46:00.817 --> 03:46:01.858]  That violates our U.S.
[03:46:01.938 --> 03:46:04.999]  Constitution and anybody that doesn't understand that
[03:46:05.763 --> 03:46:07.904]  Obviously, didn't pay attention in history class.
[03:46:08.104 --> 03:46:13.308]  Well, absolutely, and it's all wordplay, because we're not really at war with Iraq.
[03:46:13.368 --> 03:46:29.857]  It is a conflict, but they can sit there up on a podium and say we're at war, we're at war, we're at war, we're at war, when war is never actually declared, and it's just a conflict that can last forever, and basically allow us to do anything outside of our own international and national rules.
[03:46:30.338 --> 03:46:33.399]  It's absolute ludicrous, and I agree 110% with you, but I think
[03:46:34.620 --> 03:46:36.321]  You know, there's some other solid ones in there.
[03:46:36.361 --> 03:46:39.644]  I mean, for instance, the domestic wiretapping they've had to admit to.
[03:46:39.984 --> 03:46:51.151]  I mean, that one AT&T whistleblower alone has blown the lid off the fact that the National Security Agency clones almost all information from emails to phone calls and puts it into a database.
[03:46:51.471 --> 03:46:52.612]  I mean, that's scary stuff.
[03:46:52.632 --> 03:46:54.774]  And this was in place before 9-11.
[03:46:54.814 --> 03:46:56.955]  This is one of the other articles of impeachment.
[03:46:57.195 --> 03:46:57.435]  You know?
[03:46:58.096 --> 03:46:59.777]  It's absolutely amazing.
[03:47:00.317 --> 03:47:02.039]  And, you know, being a first responder, my
[03:47:03.234 --> 03:47:04.694]  Experience with Hurricane Katrina.
[03:47:04.714 --> 03:47:07.655]  I'm a search and rescue coordinator for Hancock County, Mississippi.
[03:47:07.935 --> 03:47:15.096]  So if we have another hurricane, I'm the guy that's got to deal with FEMA and getting the USAR teams to come down and coordinate the rescue efforts.
[03:47:15.536 --> 03:47:19.937]  But they just had a press release that said FEMA's not going to give anybody any ice.
[03:47:19.997 --> 03:47:25.098]  And ice was very critical in the survival in the immediate days of the aftermath of the storm.
[03:47:25.438 --> 03:47:28.059]  Because people have prescriptions that they have to keep.
[03:47:28.499 --> 03:47:31.463]  Cold, and not just that, the food that's in the refrigerators.
[03:47:31.743 --> 03:47:41.274]  If you could take a little bit of food that's in your refrigerator that you lost power, put it in an ice chest with some fresh ice, you can keep it a week or two in that ice chest as long as you have a constant supply of ice.
[03:47:41.735 --> 03:47:47.322]  But I know now that I've been reading and doing research on FEMA, doing online courses with FEMA, independent study,
[03:47:47.862 --> 03:47:53.889]  FEMA wants every emergency management agency throughout the entire United States to comply with them.
[03:47:53.909 --> 03:48:00.557]  It's basically where FEMA is leading the way saying you have to do what we tell you to do or you're not going to be involved.
[03:48:00.718 --> 03:48:06.825]  They have a five-year training matrix and you go to FEMA.gov and read all about it that says that you have to be trained
[03:48:07.679 --> 03:48:08.380]  To be compliant.
[03:48:08.400 --> 03:48:11.602]  If you're not compliant, you can't participate in emergency management.
[03:48:11.743 --> 03:48:12.463]  Well, that's what FEMA's all about.
[03:48:12.483 --> 03:48:13.804]  And it's basically weeding out all the people.
[03:48:13.945 --> 03:48:15.426]  Yeah, I mean, it's all about control.
[03:48:15.466 --> 03:48:17.608]  It's all about doing what the elite want to do.
[03:48:17.648 --> 03:48:20.010]  That's why it's part of the continuity of government program.
[03:48:20.270 --> 03:48:27.156]  In case they just want to declare that we no longer have a constitutional government like they did on 9-11, FEMA will step in and do what it has to do.
[03:48:27.196 --> 03:48:32.621]  You know, that's why they let Halliburton build all those FEMA camps throughout the country privately with no-bid contracts.
[03:48:32.921 --> 03:48:33.361]  It's because...
[03:48:34.362 --> 03:48:39.504]  Look at KBR and how Burton had the contract to build all them railcars for the FEMA camps.
[03:48:39.664 --> 03:48:39.844]  Yeah, yeah.
[03:48:39.864 --> 03:48:47.968]  In fact, it's financed by the federal government, and there's several videos available on the internet about how we have concentration camps in the United States that are funded by FEMA.
[03:48:48.268 --> 03:48:51.409]  Yeah, and they have all these little portable coffins, if you will.
[03:48:51.449 --> 03:48:53.470]  They could probably fit two or three bodies in these plastics.
[03:48:53.550 --> 03:48:56.010]  I just wanted to tell people about a new website I made.
[03:48:56.090 --> 03:48:56.731]  It's Global911Truth.com.
[03:49:20.837 --> 03:49:23.699]  And I'm also from TorontoChange.com.
[03:49:23.719 --> 03:49:24.660]  We are Change Toronto.
[03:49:24.980 --> 03:49:25.400]  Excellent.
[03:49:25.721 --> 03:49:34.147]  Just wanted to let people know, if they're in the Toronto area, or even anywhere in Canada, you've got to watch Unfair Dealing.
[03:49:34.727 --> 03:49:38.770]  And that deals with Toronto 18, the Muslims that they arrested in 2006.
[03:49:39.210 --> 03:49:47.516]  And it's a must-see for any Canadian to see how CSIS did some really dirty dealings there.
[03:49:47.596 --> 03:49:49.598]  Throw out the website one more time.
[03:49:50.365 --> 03:49:54.547]  It's TorontoChange.com and you can check out Global911Truth.com as well.
[03:49:54.807 --> 03:49:56.267]  Alright Rich, thanks so much for the call.
[03:49:56.287 --> 03:49:58.228]  Let's jump to Mark in California.
[03:49:58.268 --> 03:49:58.968]  Mark, are you with us?
[03:49:59.709 --> 03:50:00.849]  Yeah, hey Jason.
[03:50:00.869 --> 03:50:06.711]  I just wanted to give you a success story from someone I work with.
[03:50:07.131 --> 03:50:08.552]  Awesome.
[03:50:08.792 --> 03:50:11.433]  Someone a couple years ago, about three years ago, I gave a
[03:50:12.240 --> 03:50:14.881]  Alex Jones interview with Stanley Hilton.
[03:50:15.102 --> 03:50:16.202]  I think you remember that one.
[03:50:16.222 --> 03:50:19.003]  Yes, Stanley Hilton was the former chief of staff of Bob Dolan.
[03:50:19.023 --> 03:50:20.564]  We'll talk about that on the other side.
[03:50:20.584 --> 03:50:26.307]  He was one of the first guys to go public and put out a lawsuit into the criminal activity of our U.S.
[03:50:26.347 --> 03:50:27.848]  government involved in 9-11.
[03:50:28.168 --> 03:50:29.028]  We'll come back to Mark.
[03:50:29.068 --> 03:50:33.391]  Remember, it's Independence Day and the truth is rising over at PrisonPlanet.tv.
[03:50:45.441 --> 03:50:48.042]  Listener, ask yourself, can I be deceived?
[03:50:48.342 --> 03:50:52.523]  Matthew 24 states four times, in the last days many will be deceived.
[03:50:52.743 --> 03:50:56.024]  There are many ideas about the mark of the beast and the antichrist.
[03:50:56.304 --> 03:50:59.705]  What do you know about the beast, its mark, and the antichrist?
[03:51:00.065 --> 03:51:03.586]  Is the beast a superpower nation or a giant computer in Belgium?
[03:51:03.986 --> 03:51:05.428]  Is its mark an implanted chip?
[03:51:05.708 --> 03:51:06.269]  A tattoo?
[03:51:06.509 --> 03:51:07.751]  The National ID Card?
[03:51:07.931 --> 03:51:08.051]  Or 666?
[03:51:09.273 --> 03:51:11.896]  Is the Antichrist a person, title, or both?
[03:51:12.257 --> 03:51:13.899]  Some believe these things are in the future.
[03:51:14.179 --> 03:51:15.641]  Others believe that it's in the past.
[03:51:16.161 --> 03:51:19.185]  1 John states, The Antichrist is already in the world.
[03:51:19.466 --> 03:51:20.146]  What is the truth?
[03:51:20.387 --> 03:51:21.268]  And what is a lie?
[03:51:21.588 --> 03:51:23.630]  Are you willing to search God's Word for the truth?
[03:51:23.930 --> 03:51:25.691]  Friends, these answers are in the Bible.
[03:51:25.951 --> 03:51:33.938]  For free books, DVDs, and Bible studies exposing the Antichrist, the Beast, and its mark, write to The Bible Says, Box 99, Lenore City, Tennessee, 37771.
[03:51:34.418 --> 03:51:34.858]  Or call 888-211-1715.
[03:51:34.878 --> 03:51:35.219]  That's 888-211-1715.
[03:51:45.006 --> 03:51:48.488]  Fuel prices are at an all-time high with no relief in sight.
[03:51:48.688 --> 03:51:51.369]  Do you feel powerless against the large oil companies?
[03:51:51.649 --> 03:51:52.709]  Now you can fight back.
[03:51:53.010 --> 03:52:00.273]  Durault Fuel Conditioner from Fuel Saver Incorporated is the solution you need for power, performance, and especially savings.
[03:52:00.493 --> 03:52:01.413]  Fuel Saver Inc.'
[03:52:01.393 --> 03:52:10.157]  's conditioner increases miles per gallon in gas and diesel engines and reduces emissions, saving up to 70 cents on each gallon of fuel you purchase.
[03:52:10.457 --> 03:52:14.359]  This remarkable fuel conditioner also cleans fuel injectors and pumps,
[03:52:14.739 --> 03:52:17.880]  Reduces engine noise and saves you money on costly repairs.
[03:52:18.220 --> 03:52:25.062]  Your engine will run like new with improved miles per gallon and the savings far exceed the cost of the product.
[03:52:25.262 --> 03:52:27.383]  Go to FUELSAVERINC.COM today.
[03:52:27.603 --> 03:52:31.284]  That's FUELSAVERINC.COM or call toll free 866-768-7811.
[03:52:31.304 --> 03:52:32.785]  Call now 866-768-7811 or go to FUELSAVERINC.COM.
[03:52:32.845 --> 03:52:33.805]  Duralt Fuel Conditioner.
[03:52:34.025 --> 03:52:35.265]  Start saving on fuel today!
[03:52:45.034 --> 03:52:47.556]  Terror Storm, a history of government-sponsored terror.
[03:52:47.896 --> 03:52:49.157]  Loose Change Final Cut.
[03:52:49.458 --> 03:52:51.439]  Endgame, blueprint for global enslavement.
[03:52:51.600 --> 03:52:53.361]  The true story of the Bilderberg Group.
[03:52:53.501 --> 03:52:54.742]  The late great USA.
[03:52:54.982 --> 03:52:56.403]  America, freedom to fascism.
[03:52:56.764 --> 03:53:03.589]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[03:53:03.790 --> 03:53:07.713]  When you visit prisonplanet.com, you can connect to our amazing online store.
[03:53:07.873 --> 03:53:11.276]  Whether you're looking for survival and wellness products like Berkey water filters,
[03:53:11.636 --> 03:53:14.199]  Or you would like a book on the history of the Federal Reserve.
[03:53:14.400 --> 03:53:17.223]  We've got the most well-researched and documented titles.
[03:53:17.483 --> 03:53:19.586]  All available at PrisonPlanet.com.
[03:53:19.846 --> 03:53:24.892]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[03:53:25.553 --> 03:53:30.519]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[03:53:31.560 --> 03:53:41.807]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[03:53:42.147 --> 03:53:43.628]  Join the info war today!
[03:54:08.229 --> 03:54:11.472]  It's Independence Day, the 4th of July, 2008.
[03:54:11.792 --> 03:54:13.993]  Final segment of the Alex Jones Show.
[03:54:14.113 --> 03:54:14.994]  I am Jason Bermas.
[03:54:15.014 --> 03:54:23.260]  Remember, you can check my stuff out over at loosechange911.com or if you want to contact me directly, it's myspace.com slash Jason Bermas.
[03:54:24.160 --> 03:54:25.241]  The truth has risen!
[03:54:26.610 --> 03:54:32.513]  And 9-11 Chronicles Part 1 is live over at PrisonPlanet.tv in the highest quality possible.
[03:54:32.733 --> 03:54:36.214]  In the DivX format, you can burn them, play them right on your DivX DVD player.
[03:54:36.995 --> 03:54:41.757]  Fifteen cents a day, folks, and if you want to wait, you can order the high-quality DVD.
[03:54:41.797 --> 03:54:45.958]  We're encouraging people to do that as well, so that they can make copies and hand those out.
[03:54:46.419 --> 03:54:56.183]  Right now, we're talking to Mark in California, and he was talking about how he led his friend into the Stanley Hilton situation, and Stanley Hilton was a former Chief of Staff for Bob Dole.
[03:54:57.177 --> 03:55:10.647]  Yeah, well, Jason, you know, I had what I would perceive as a normal reaction to hearing the Stanley Hippelman interview on the show, and I distributed it to a few of my friends, and one of them was someone I was working with at the time of the interview.
