[00:00:06.092 --> 00:00:06.392]  He's here.
[03:39:44.244 --> 03:39:45.705]  No, I was ready to pay every time.
[03:39:45.825 --> 03:39:51.790]  I went through six or seven hearings to show cause why I should not be held in contempt for not paying these fines.
[03:39:51.850 --> 03:39:53.651]  I was ready to pay with Federal Reserve notes.
[03:39:54.051 --> 03:39:55.633]  I used Title 12, Section 152.
[03:39:55.913 --> 03:40:00.336]  Then I also used the Uniform Commercial Code, which is in every state statute.
[03:40:00.897 --> 03:40:11.805]  If anyone wants to look up Section 3-603, that says that once the creditor, the person who has owed money, declines the tender,
[03:40:12.637 --> 03:40:24.721]  refuses the tender or the presentation of the lawful money in person, then they have discharged their obligation, and at the final hearing they put on a huge show with the county clerk, the city clerk, the city and state attorney.
[03:40:24.761 --> 03:40:35.505]  Yeah, let's be clear, by law they were supposed to take, Congress even passed a little later law about it, they refused to take silver or gold, because they won't take legal tender, and so that was the end of it.
[03:40:36.731 --> 03:40:54.703]  And also, Dr. Eugene Schroeder, if you're familiar with his work, Senate Report 93-549, which is the 1973 Senate report that says we have been in a state of national emergency since March 3rd, 1933, and the President runs the country without reference to... That's it.
[03:40:54.723 --> 03:40:55.544]  I gotta jump, Chris.
[03:40:55.584 --> 03:40:55.944]  Thank you.
[03:40:55.984 --> 03:40:56.844]  Dan in Virginia.
[03:40:56.885 --> 03:40:57.685]  You're on the air, Dan.
[03:40:57.705 --> 03:40:58.125]  Go ahead.
[03:40:58.145 --> 03:40:59.466]  How's it going, Alex?
[03:40:59.726 --> 03:40:59.947]  Good.
[03:41:00.007 --> 03:41:00.607]  How's it going, Alex?
[03:41:00.687 --> 03:41:00.907]  Good.
[03:41:01.588 --> 03:41:05.090]  I'd just like to make a few points about the RFID chip of New York.
[03:41:06.698 --> 03:41:13.591]  I have a few cousins that live up in New York and they say that they have an RFID chip in their licenses.
[03:41:17.375 --> 03:41:19.156]  Microwave for a few seconds, it'll fry it.
[03:41:19.176 --> 03:41:20.377]  That's what I was told.
[03:41:20.437 --> 03:41:22.298]  I know it sounds stupid, but... No, it's true.
[03:41:22.398 --> 03:41:26.860]  And it's in your passport now, but then they'll just refuse it and say it's not valuable.
[03:41:26.880 --> 03:41:31.422]  They're also claiming it's a felony to tamper with it so it can accidentally be broken.
[03:41:31.442 --> 03:41:32.343]  They'll still go after you.
[03:41:32.603 --> 03:41:33.984]  We're all getting our control system.
[03:41:34.764 --> 03:41:39.347]  Let me get a comment from Lindsey Williams on this whole RFID grid that's going in.
[03:41:39.687 --> 03:41:39.987]  Pastor?
[03:41:41.075 --> 03:41:43.536]  Yes, it's all a part of the control factor.
[03:41:43.677 --> 03:41:45.438]  It just boils down to one simple thing.
[03:41:45.458 --> 03:41:47.759]  They won't control every person on the face of the earth.
[03:41:48.419 --> 03:41:50.801]  There's one thing I learned when I lived with these people.
[03:41:50.941 --> 03:41:53.382]  The name of the game is control, Alex.
[03:41:56.024 --> 03:41:58.105]  And I'm going quickly to your calls so we can get to all of them.
[03:41:58.705 --> 03:41:59.926]  Dan, Alex, and Christian.
[03:41:59.986 --> 03:42:02.648]  Final call straight ahead with Lindsey Williams.
[03:42:04.139 --> 03:42:11.484]  And be ready when we get back, we'll give you his phone number, contact info to get some of the videos and books he's put out on the subject and others.
[03:42:12.365 --> 03:42:15.807]  Just a treasure of information, we've been so honored to have him with us today.
[03:42:16.307 --> 03:42:21.231]  Don't forget all of my books and videos and other books and videos we carry at InfoWars.com.
[03:42:21.851 --> 03:42:24.913]  So be sure and go to InfoWars.com or call 888-253-3139.
[03:42:24.953 --> 03:42:29.797]  Are you fed up with all the side effects of chemical... Hey Jones?
[03:42:31.462 --> 03:42:31.862]  Yes, sir.
[03:42:32.863 --> 03:42:36.204]  Ted was with Lindsey Williams.
[03:42:36.304 --> 03:42:43.628]  And be ready when we get back, we'll give you his phone number, contact info to get some of the videos and books he's put out on the subject and others.
[03:42:44.528 --> 03:42:45.748]  Just a treasure of information.
[03:42:45.768 --> 03:42:47.989]  We've been so honored to have him with us today.
[03:42:48.450 --> 03:42:52.792]  Don't forget all of my books and videos and other books and videos we carry at InfoWars.com.
[03:42:54.012 --> 03:42:58.075]  So be sure and go to InfoWars.com or call 888-253-3139.
[03:42:58.375 --> 03:43:02.618]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[03:43:02.878 --> 03:43:08.221]  Even fragrances can signal some 4,000 separate ingredients, most of which are salvaged pure soap at 1-800-340-7091.
[03:43:08.241 --> 03:43:08.482]  That's 1-800-340-7091.
[03:43:08.502 --> 03:43:10.163]  Or log on to 5starsoap.com now for a free catalog.
[03:43:18.468 --> 03:43:24.991]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[03:43:25.831 --> 03:43:27.492]  Our beloved Republic is on her knees.
[03:43:27.792 --> 03:43:31.234]  The forces of globalism are destroying national sovereignty worldwide.
[03:43:31.414 --> 03:43:33.235]  But in Liberty's darkest hour, there is hope.
[03:43:33.755 --> 03:43:36.596]  For the first time in modern history, the people are beginning to wake up.
[03:43:36.917 --> 03:43:42.359]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[03:43:42.639 --> 03:43:46.541]  We have a short time frame to fully awaken and energize the people to meet this threat.
[03:43:46.881 --> 03:43:51.804]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[03:43:52.085 --> 03:43:54.846]  PrisonPlanet.tv is a vault of forbidden information.
[03:43:55.127 --> 03:44:01.971]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[03:44:02.351 --> 03:44:08.155]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[03:44:08.315 --> 03:44:12.378]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much
[03:44:12.478 --> 03:44:13.719]  We're good to go.
[03:44:27.529 --> 03:44:32.836]  Are you tired of hearing that a cure for cancer is coming, but it will be available sometime in the future?
[03:44:33.177 --> 03:44:35.440]  At LaysMedInc, the future is here.
[03:44:35.820 --> 03:44:39.285]  Now it's cancer's turn to die with our patented methodology.
[03:44:39.485 --> 03:44:42.429]  Without cutting, bleeding, drugs, or damaging radiation.
[03:44:42.589 --> 03:44:50.737]  We can kill skin cancer and breast tumors of any size, and many other types of cancer without adverse side effects at our outpatient facility.
[03:44:50.897 --> 03:44:53.980]  We offer a real solution using real science.
[03:44:54.360 --> 03:44:58.204]  Our unique approach to cancer treatment is what everyone has been waiting for.
[03:44:58.484 --> 03:45:01.647]  A simple, easy way to eliminate the threat of cancer.
[03:45:01.947 --> 03:45:03.989]  Laser technology at its best.
[03:45:04.209 --> 03:45:07.432]  To receive an information packet, call our treatment center at 501-273-7000.
[03:45:08.533 --> 03:45:09.013]  I think so.
[03:45:47.733 --> 03:45:52.416]  Like children, we've been taught by the media, no elites exist, no corruption exists, government loves you.
[03:45:52.576 --> 03:45:54.037]  It's not the case, folks.
[03:45:54.097 --> 03:45:55.258]  It's a jungle out there.
[03:45:57.940 --> 03:46:01.682]  Lindsey Williams, fire out the phone number for folks to get your latest video on all of this.
[03:46:02.694 --> 03:46:10.917]  The next 12 months, everything that the Elite plan to do, what I was told on the phone by one of the Elite, is going to happen in DVD.
[03:46:10.997 --> 03:46:12.018]  You can view it at home.
[03:46:12.058 --> 03:46:12.978]  It's one hour long.
[03:46:13.118 --> 03:46:19.541]  Also, I put a sequel to that on a CD that you can listen to in your truck or vehicle.
[03:46:20.101 --> 03:46:21.882]  As you travel down the road, the number is 800-321-8000.
[03:46:26.175 --> 03:46:26.935]  2-9-0-0.
[03:46:26.955 --> 03:46:32.217]  Now, we only have 25 Energy Non-Crisis left, and they are forever gone.
[03:46:32.597 --> 03:46:33.537]  You heard me correctly.
[03:46:34.077 --> 03:46:35.418]  I do not plan to reprint.
[03:46:35.518 --> 03:46:37.518]  We have 25 of them left.
[03:46:37.558 --> 03:46:39.099]  The first 25 callers, get them.
[03:46:39.499 --> 03:46:44.660]  When you buy my series of 8 DVDs, one of them is the next 12 months.
[03:46:44.800 --> 03:46:51.002]  Folks, everything that the Elite told me that goes on behind closed doors, you'll find it in here.
[03:46:51.122 --> 03:46:53.543]  I give a whole lot more than what I'm giving on the program.
[03:46:53.923 --> 03:46:54.723]  It's 2 hours.
[03:46:55.373 --> 03:47:01.755]  One hour of CD, one hour of DVD, my Energy Non-Crisis DVD, updated to 2008, and some other DVDs.
[03:47:01.775 --> 03:47:03.075]  Again, the number is 800-321-2900.
[03:47:03.195 --> 03:47:04.796]  The first 25 calls get an Energy Non-Crisis.
[03:47:04.816 --> 03:47:09.057]  After that, you'll get my book, To Seduce a Nation, 800-321-2900.
[03:47:19.278 --> 03:47:19.899]  2-9-0-0.
[03:47:19.919 --> 03:47:23.001]  Alright, we're basically out of time here.
[03:47:23.402 --> 03:47:33.290]  Colin Powell, John McCain, Joe Biden, foreign Prime Ministers and Presidents have all said in late January there's going to be a giant event.
[03:47:33.670 --> 03:47:38.114]  Some say terror, some say economic, but they say, we even know the date, but we can't tell you what it is.
[03:47:39.055 --> 03:47:40.436]  They talk to us like we're idiots.
[03:47:40.456 --> 03:47:41.657]  I mean, that is so obvious.
[03:47:42.198 --> 03:47:43.238]  Do you have any idea what that is?
[03:47:44.244 --> 03:47:54.373]  This was intimated by this gentleman who talked to me on the phone back in the middle of June, and he indicated that something might take place just before the election.
[03:47:54.413 --> 03:47:55.715]  Well, two things already have.
[03:47:56.295 --> 03:47:58.557]  Crude oil prices have drastically dropped.
[03:47:59.058 --> 03:48:03.081]  We have a financial crisis that you and I neither one expected to happen this quick.
[03:48:03.482 --> 03:48:04.783]  What else they may try to do?
[03:48:05.163 --> 03:48:06.184]  It's anybody's guess.
[03:48:06.284 --> 03:48:07.025]  He didn't name it.
[03:48:07.441 --> 03:48:09.202]  Hey, how you doing man?
[03:48:09.422 --> 03:48:10.383]  Thanks for taking my call.
[03:48:10.443 --> 03:48:12.104]  I've been doing my studies for 18 years now.
[03:48:34.185 --> 03:48:48.149]  And what I've been seeing lately down here in Florida is more and more biohazard equipment being moved around late at night because I work at a job... Yeah, that's their cover for federalizing things, but that's only the front for the martial law.
[03:48:49.330 --> 03:49:02.754]  Right, but somehow I just want to let all the callers and listeners know that somehow all the information that's gathered throughout all the conspiracies or whatever they want to call it,
[03:49:03.527 --> 03:49:05.108]  It's not really conspiracies, man.
[03:49:05.148 --> 03:49:05.888]  They're ideas.
[03:49:06.568 --> 03:49:08.989]  And all the ideas can be put together.
[03:49:09.009 --> 03:49:17.812]  It's like how Einstein had his theory, and all these scientists had their theory, and it turns out they were all right, not just one.
[03:49:17.892 --> 03:49:22.754]  That's a unification theory, and what we have is you can see the enemy program all around you, not just through their documents.
[03:49:22.774 --> 03:49:24.015]  Thanks for the call, Alex.
[03:49:24.075 --> 03:49:25.455]  I'm sorry to Christian, we're just out of time.
[03:49:26.415 --> 03:49:28.376]  Pastor Williams, I want to talk to you in the near future.
[03:49:28.456 --> 03:49:30.157]  Thank you for joining us, and have a great week.
[03:49:30.857 --> 03:49:32.039]  God bless you, Alex.
[03:49:32.199 --> 03:49:33.961]  Thank you for the privilege of being on your show.
